time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/loss,train/n_updates,train/clip_fraction,train/clip_range,rollout/ep_rew_mean,train/approx_kl,train/explained_variance,train/value_loss,train/learning_rate,train/policy_gradient_loss,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
923,15,30720,33,-1.7671466395258904,0.5476332902908325,56,0.093017578125,0.1,-20.65,0.0027302762,0.154646098613739,1.4363246709108353,0.00025,-0.0015335144416894764,892.04,,
925,16,32768,35,-1.7516408041119576,0.6626405715942383,60,0.072265625,0.1,-20.63,0.0037647905,0.21572357416152954,1.3491582572460175,0.00025,-0.0008999213168863207,891.25,,
926,17,34816,37,-1.738129623234272,0.5168929696083069,64,0.0577392578125,0.1,-20.62,0.002098091,0.32623714208602905,1.1571661904454231,0.00025,-0.00027768671861849725,890.79,,
929,18,36864,39,-1.7498169019818306,0.6423033475875854,68,0.03125,0.1,-20.59,0.0021017643,0.4346911907196045,1.4243500083684921,0.00025,-0.0005191550008021295,890.72,,
930,19,38912,41,-1.7576607093214989,0.3181871771812439,72,0.034912109375,0.1,-20.59,0.0022321227,0.6055456399917603,0.9700775817036629,0.00025,-0.0003717571380548179,887.39,,
931,20,40960,43,-1.7485666573047638,0.44943252205848694,76,0.1279296875,0.1,-20.62,0.0035038772,0.6769640445709229,0.8555775545537472,0.00025,0.00047952125896699727,882.98,,
933,21,43008,46,-1.7477977499365807,0.2867792844772339,80,0.1058349609375,0.1,-20.62,0.0037428583,0.7873799204826355,0.6997522972524166,0.00025,-0.0016279947594739497,880.68,,
934,22,45056,48,-1.7497203797101974,0.2634316086769104,84,0.1849365234375,0.1,-20.59,0.004162884,0.801042914390564,0.7061171531677246,0.00025,-0.00019149412401020527,883.13,,
935,23,47104,50,-1.7428763136267662,0.3197753429412842,88,0.07666015625,0.1,-20.64,0.0017752408,0.839235782623291,0.699003666639328,0.00025,-0.00019497203174978495,880.46,,
936,24,49152,52,-1.7570145353674889,0.2737176716327667,92,0.0885009765625,0.1,-20.63,0.0019702902,0.8153014183044434,0.7502135820686817,0.00025,0.0007666732126381248,881.87,,
937,25,51200,54,-1.7598304003477097,0.22969070076942444,96,0.06103515625,0.1,-20.66,0.0027580548,0.8819178938865662,0.5584642551839352,0.00025,-0.001255454495549202,877.25,,
938,26,53248,56,-1.75540442019701,0.2628805935382843,100,0.0001220703125,0.1,-20.67,0.0010668427,0.8547212481498718,0.7284820526838303,0.00025,-0.0005365247779991478,879.43,,
939,27,55296,58,-1.7577513605356216,0.24878065288066864,104,0.009765625,0.1,-20.69,0.0009365464,0.8196049928665161,0.5783254690468311,0.00025,-5.5443524615839124e-05,884.72,,
939,28,57344,61,-1.74178047478199,0.29392877221107483,108,0.1072998046875,0.1,-20.71,0.0022519482,0.865541934967041,0.5595274399966002,0.00025,-0.0003492569667287171,880.18,,
940,29,59392,63,-1.76197050511837,0.36621204018592834,112,0.0994873046875,0.1,-20.7,0.0023366106,0.8732827305793762,0.5036207400262356,0.00025,-0.000638291661744006,880.05,,
941,30,61440,65,-1.7588623389601707,0.21756257116794586,116,0.013916015625,0.1,-20.7,0.0015228383,0.883886456489563,0.4151908569037914,0.00025,-0.0004907443508272991,878.77,,
941,31,63488,67,-1.7557187527418137,0.20094752311706543,120,0.07177734375,0.1,-20.72,0.002210791,0.9042186141014099,0.452989449724555,0.00025,-0.0016616601787973195,873.06,,
942,32,65536,69,-1.7643516659736633,0.148734912276268,124,0.0318603515625,0.1,-20.72,0.0017732746,0.8861928582191467,0.3539214972406626,0.00025,-0.0005112174840178341,874.48,,
942,33,67584,71,-1.7751517593860626,0.37532031536102295,128,0.0284423828125,0.1,-20.72,0.0010203416,0.9147717952728271,0.6053976975381374,0.00025,-0.0006167993269627914,872.94,,
943,34,69632,73,-1.7770134285092354,0.21055948734283447,132,0.0,0.1,-20.72,0.00037994812,0.8779527544975281,0.7723031155765057,0.00025,-0.0002126427716575563,872.52,,
943,35,71680,75,-1.7651044428348541,0.2017086148262024,136,0.080322265625,0.1,-20.72,0.003686388,0.894761323928833,0.4662758819758892,0.00025,-0.0017760852351784706,870.7,,
944,36,73728,78,-1.7601570338010788,0.2144673764705658,140,0.0,0.1,-20.7,0.00042121732,0.8956025242805481,0.5622175671160221,0.00025,-0.0003080859314650297,871.33,,
944,37,75776,80,-1.765150360763073,0.20821613073349,144,0.0201416015625,0.1,-20.67,0.002056061,0.8490381836891174,0.5317096691578627,0.00025,-0.0002308391558472067,873.02,,
945,38,77824,82,-1.7674995511770248,0.19698426127433777,148,0.0067138671875,0.1,-20.63,0.0007350502,0.8976284861564636,0.4775804989039898,0.00025,-0.0007676290115341544,875.23,,
945,39,79872,84,-1.77065771818161,0.16468675434589386,152,0.0347900390625,0.1,-20.62,0.0016339893,0.8603488802909851,0.4324624724686146,0.00025,-0.0008336343453265727,875.5,,
945,40,81920,86,-1.7651135250926018,0.19398526847362518,156,0.04443359375,0.1,-20.63,0.0019020508,0.9135076999664307,0.3698125071823597,0.00025,-0.0006296876235865057,877.9,,
946,41,83968,88,-1.756507359445095,0.19041897356510162,160,0.0069580078125,0.1,-20.64,0.0014003676,0.8669759035110474,0.43828100711107254,0.00025,-0.0003679538203869015,880.11,,
946,42,86016,90,-1.7484960407018661,0.17535334825515747,164,0.0,0.1,-20.63,0.0012222363,0.8677033185958862,0.4140582289546728,0.00025,-8.985865861177444e-05,886.92,,
947,43,88064,92,-1.754189893603325,0.13780644536018372,168,0.0164794921875,0.1,-20.6,0.0016628565,0.9105265736579895,0.4717943109571934,0.00025,-0.0015673621091991663,894.9,,
947,44,90112,95,-1.763409584760666,0.1325971484184265,172,0.0013427734375,0.1,-20.6,0.0013789751,0.9132522940635681,0.3534857761114836,0.00025,-0.0006778755923733115,899.73,,
947,45,92160,97,-1.7600391581654549,0.14421403408050537,176,0.0,0.1,-20.61,0.00047242636,0.9493565559387207,0.31238017976284027,0.00025,-8.288220851682127e-05,897.47,,
948,46,94208,99,-1.764916092157364,0.09662115573883057,180,0.000732421875,0.1,-20.63,0.0012317151,0.9421748518943787,0.2519905027002096,0.00025,-0.0003383582516107708,895.91,,
948,47,96256,101,-1.7728146314620972,0.13165953755378723,184,0.0855712890625,0.1,-20.64,0.0024772657,0.9360126256942749,0.29846004769206047,0.00025,-0.0010564709373284131,895.83,,
948,48,98304,103,-1.7662644982337952,0.09193450212478638,188,0.0078125,0.1,-20.66,0.0013536388,0.9465938210487366,0.22397459764033556,0.00025,-0.00018333777552470565,897.23,,
948,49,100352,105,-1.7595038264989853,0.0786597728729248,192,0.04736328125,0.1,-20.69,0.0021421262,0.9472556710243225,0.23533800523728132,0.00025,-0.0016481343482155353,897.23,,
948,50,102400,107,-1.7604111284017563,0.07361752539873123,196,0.01611328125,0.1,-20.73,0.0020548725,0.9596583247184753,0.22706852573901415,0.00025,-0.000807031145086512,894.89,,
948,51,104448,110,-1.7639969438314438,0.07230141013860703,200,0.0,0.1,-20.71,0.00030015974,0.9503381252288818,0.24154690466821194,0.00025,-0.0004318608553148806,902.24,,
949,52,106496,112,-1.7686345428228378,0.11891098320484161,204,0.000244140625,0.1,-20.71,0.0005829664,0.9488928914070129,0.5094272997230291,0.00025,-0.0005769914714619517,893.45,,
949,53,108544,114,-1.767710618674755,0.08554866164922714,208,0.0001220703125,0.1,-20.72,0.0009535176,0.9446191787719727,0.252247360534966,0.00025,-0.0005497373931575567,889.83,,
949,54,110592,116,-1.7591037079691887,0.05132940039038658,212,0.0645751953125,0.1,-20.72,0.0025684019,0.9670118093490601,0.1638686042279005,0.00025,-0.0021350464085116982,885.09,,
950,55,112640,118,-1.7602601870894432,0.10725711286067963,216,0.0086669921875,0.1,-20.71,0.001633076,0.9359850883483887,0.3278899546712637,0.00025,-0.0002433183544781059,889.63,,
950,56,114688,120,-1.7481787726283073,0.06996485590934753,220,0.0146484375,0.1,-20.71,0.001856613,0.9625615477561951,0.17504605185240507,0.00025,-0.0011540399573277682,890.38,,
950,57,116736,122,-1.7405138611793518,0.07044229656457901,224,0.010498046875,0.1,-20.68,0.0012446992,0.949168860912323,0.18816496804356575,0.00025,-0.0007031746645225212,893.71,,
950,58,118784,124,-1.7279087975621223,0.09019842743873596,228,0.0654296875,0.1,-20.67,0.0019065574,0.9619631767272949,0.22898105811327696,0.00025,-0.0015756874345242977,890.61,,
950,59,120832,127,-1.7255022525787354,0.04325619339942932,232,0.0037841796875,0.1,-20.72,0.0016097686,0.9663648009300232,0.3768442450091243,0.00025,-0.0012036004627589136,880.18,,
950,60,122880,129,-1.7198002859950066,0.07824923098087311,236,0.0216064453125,0.1,-20.7,0.001587122,0.9634184241294861,0.17947616707533598,0.00025,-0.0008533853106200695,878.11,,
951,61,124928,131,-1.7405551075935364,0.036384664475917816,240,0.12451171875,0.1,-20.71,0.0032050025,0.9804275035858154,0.12242730520665646,0.00025,-0.0015404212463181466,877.76,,
951,62,126976,133,-1.7367073595523834,0.09026062488555908,244,0.1383056640625,0.1,-20.68,0.0034968369,0.9567288160324097,0.19573662523180246,0.00025,-0.0011956315720453858,879.89,,
951,63,129024,135,-1.7426266893744469,0.07019686698913574,248,0.075927734375,0.1,-20.71,0.003388519,0.9685940146446228,0.1927890172228217,0.00025,-0.0013930417189840227,881.35,,
951,64,131072,137,-1.75165294110775,0.11421677470207214,252,0.0396728515625,0.1,-20.68,0.0022285497,0.9513885378837585,0.17949647456407547,0.00025,-0.0016224849969148636,889.24,,
951,65,133120,139,-1.7415315434336662,0.0500335767865181,256,0.2259521484375,0.1,-20.69,0.005698488,0.9670972228050232,0.15007415041327477,0.00025,-0.0014826651313342154,883.41,,
951,66,135168,142,-1.7567114904522896,0.04293777048587799,260,0.0277099609375,0.1,-20.71,0.0016012577,0.9788656830787659,0.15394714986905456,0.00025,0.00037242384860292077,879.63,,
952,67,137216,144,-1.75935148447752,0.06424995511770248,264,0.0025634765625,0.1,-20.72,0.0004080926,0.9684963226318359,0.147906051017344,0.00025,-0.00022428235388360918,877.56,,
952,68,139264,146,-1.757443718612194,0.06505542993545532,268,0.0272216796875,0.1,-20.74,0.0016150676,0.9561492204666138,0.1992371277883649,0.00025,-0.0009215303871314973,880.71,,
952,69,141312,148,-1.758589118719101,0.09126922488212585,272,0.0010986328125,0.1,-20.72,0.00069531705,0.9650681018829346,0.18816302064806223,0.00025,-0.0005695822183042765,882.6,,
952,70,143360,150,-1.7583744823932648,0.12514866888523102,276,0.0118408203125,0.1,-20.68,0.0015293072,0.9164460897445679,0.3289030911400914,0.00025,-0.0010860610636882484,890.06,,
952,71,145408,152,-1.7639795392751694,0.11103829741477966,280,0.0,0.1,-20.69,0.0006214208,0.9722779393196106,0.29395246133208275,0.00025,-0.000356883043423295,895.15,,
952,72,147456,154,-1.7694907560944557,0.05996909365057945,284,0.0,0.1,-20.65,0.0005495229,0.9468074440956116,0.19640104286372662,0.00025,-0.0005340147909009829,902.35,,
952,73,149504,156,-1.7649005129933357,0.0703115463256836,288,0.001220703125,0.1,-20.65,0.0005720875,0.9498251080513,0.2051459401845932,0.00025,-0.0003562648198567331,901.94,,
952,74,151552,159,-1.7620241716504097,0.05268563702702522,292,0.060546875,0.1,-20.65,0.0026102432,0.9645519256591797,0.14365008985623717,0.00025,-0.0009801380074350163,897.87,,
952,75,153600,161,-1.7561151459813118,0.0638548880815506,296,0.01416015625,0.1,-20.65,0.0013303797,0.9650256633758545,0.15249970648437738,0.00025,-0.0007153584156185389,893.44,,
953,76,155648,163,-1.7452150285243988,0.10814689099788666,300,0.013671875,0.1,-20.62,0.0016378142,0.9616667628288269,0.26721207424998283,0.00025,-0.0010796425922308117,898.46,,
953,77,157696,165,-1.7441355884075165,0.1608356088399887,304,0.002685546875,0.1,-20.61,0.00038834914,0.9482001662254333,0.28079955466091633,0.00025,-0.000403812708100304,908.83,,
953,78,159744,167,-1.7510639280080795,0.0831604152917862,308,0.005126953125,0.1,-20.62,0.00055584614,0.9805219173431396,0.16903002792969346,0.00025,-0.000752172723878175,908.34,,
953,79,161792,169,-1.7527972012758255,0.10436245054006577,312,0.0,0.1,-20.65,0.00043456946,0.9786834716796875,0.1811158899217844,0.00025,-0.0007798643782734871,903.36,,
953,80,163840,171,-1.7447958663105965,0.15086401998996735,316,0.0,0.1,-20.68,0.0004666135,0.944934606552124,0.2497494788840413,0.00025,-0.00038256420521065593,895.62,,
953,81,165888,174,-1.746766820549965,0.07477392256259918,320,0.0,0.1,-20.66,0.00066639105,0.9523125290870667,0.1938888244330883,0.00025,-0.00010724918683990836,895.7,,
953,82,167936,176,-1.7470583468675613,0.10091380029916763,324,0.0,0.1,-20.67,0.00033172884,0.9615641236305237,0.17968070693314075,0.00025,-0.0001431310665793717,896.25,,
953,83,169984,178,-1.7376232147216797,0.1028468981385231,328,0.051513671875,0.1,-20.69,0.0023653114,0.9577549695968628,0.19786803051829338,0.00025,-0.0008815120381768793,890.54,,
953,84,172032,180,-1.727515496313572,0.05093638598918915,332,0.01123046875,0.1,-20.7,0.001327219,0.971624493598938,0.17561803944408894,0.00025,-0.0016290285566356033,888.84,,
953,85,174080,182,-1.6797228902578354,0.05035780370235443,336,0.085693359375,0.1,-20.72,0.0023092816,0.9420403838157654,0.16255581937730312,0.00025,-0.002887379174353555,898.12,,
953,86,176128,184,-1.6900827586650848,0.042144350707530975,340,0.0,0.1,-20.71,0.000989498,0.9789533019065857,0.15385259315371513,0.00025,-0.0010054792946903035,903.93,,
953,87,178176,186,-1.6689198389649391,0.05322004109621048,344,0.0323486328125,0.1,-20.72,0.0014470043,0.9478966593742371,0.17320785857737064,0.00025,-0.0014272553380578756,898.59,,
954,88,180224,188,-1.6786868199706078,0.06598984450101852,348,0.0380859375,0.1,-20.72,0.002668588,0.9722927808761597,0.17246859520673752,0.00025,-0.001137000770540908,896.05,,
953,89,182272,191,-1.7068084925413132,0.05617532134056091,352,0.037353515625,0.1,-20.67,0.0024913074,0.9653162956237793,0.1528493082150817,0.00025,0.00038131786277517676,905.32,,
954,90,184320,193,-1.6893785297870636,0.05197669565677643,356,0.016357421875,0.1,-20.65,0.00078437105,0.9769123196601868,0.14562905905768275,0.00025,-0.0005334294692147523,907.31,,
954,91,186368,195,-1.700039081275463,0.029811276122927666,360,0.0,0.1,-20.66,0.00041020077,0.9817789196968079,0.10615097219124436,0.00025,-8.474348578602076e-05,909.08,,
954,92,188416,197,-1.6921192407608032,0.10926138609647751,364,0.018310546875,0.1,-20.66,0.0016283701,0.963996171951294,0.2179954471066594,0.00025,-0.0003355115477461368,910.14,,
954,93,190464,199,-1.7228006199002266,0.04768335074186325,368,0.0172119140625,0.1,-20.68,0.00085967174,0.9792636632919312,0.12999964086338878,0.00025,-0.0006245381664484739,909.15,,
954,94,192512,201,-1.720868207514286,0.03543119132518768,372,0.0272216796875,0.1,-20.73,0.0018365512,0.9722434878349304,0.13361226674169302,0.00025,-0.0010359719744883478,905.8,,
954,95,194560,203,-1.7153893485665321,0.04266098141670227,376,0.0242919921875,0.1,-20.72,0.0013555682,0.981406033039093,0.11296456819400191,0.00025,-0.00040365979657508433,906.81,,
954,96,196608,206,-1.7084065079689026,0.08320695161819458,380,0.1370849609375,0.1,-20.68,0.0018638228,0.9657261371612549,0.18084040144458413,0.00025,-6.957247387617826e-05,904.42,,
954,97,198656,208,-1.7174537926912308,0.06142373010516167,384,0.0177001953125,0.1,-20.68,0.0016915735,0.9743375778198242,0.14156881673261523,0.00025,-0.0011427209246903658,904.25,,
954,98,200704,210,-1.7017532736063004,0.05734548717737198,388,0.05419921875,0.1,-20.69,0.0025537093,0.965251088142395,0.17746990732848644,0.00025,-0.0007499776547774673,903.41,,
954,99,202752,212,-1.7015538066625595,0.049899887293577194,392,0.013671875,0.1,-20.68,0.0011066208,0.9712275862693787,0.1348026511259377,0.00025,-0.0006098522571846843,905.12,,
954,100,204800,214,-1.6812471896409988,0.10393106192350388,396,0.0089111328125,0.1,-20.7,0.0018678613,0.9697826504707336,0.19390175305306911,0.00025,-0.0009576926531735808,901.97,,
954,101,206848,216,-1.6835122108459473,0.0389387384057045,400,0.0450439453125,0.1,-20.7,0.0009311773,0.9745163321495056,0.1326498636044562,0.00025,-0.001275076559977606,905.79,,
955,102,208896,218,-1.6863760873675346,0.05049528554081917,404,0.082763671875,0.1,-20.71,0.0026638596,0.9630723595619202,0.1540886894799769,0.00025,-0.0010156355565413833,907.01,,
955,103,210944,220,-1.6996880918741226,0.01704481989145279,408,0.04833984375,0.1,-20.74,0.0018358098,0.9843581318855286,0.10041310265660286,0.00025,-0.0022929756087251008,897.19,,
955,104,212992,223,-1.713035710155964,0.060094378888607025,412,0.0318603515625,0.1,-20.69,0.0011053174,0.9677565693855286,0.162550438195467,0.00025,-0.0010304877941962332,901.69,,
955,105,215040,225,-1.700049065053463,0.051535993814468384,416,0.030029296875,0.1,-20.67,0.0010833635,0.9643151164054871,0.19246284011751413,0.00025,-0.0004879899352090433,900.44,,
955,106,217088,227,-1.6994854435324669,0.06186877191066742,420,0.063232421875,0.1,-20.65,0.002346154,0.9710521101951599,0.20286153303459287,0.00025,-0.0007639754330739379,900.87,,
955,107,219136,229,-1.6979574486613274,0.0700940191745758,424,0.0074462890625,0.1,-20.66,0.0010444331,0.9749100208282471,0.13207901129499078,0.00025,-0.0005659371672663838,895.0,,
955,108,221184,231,-1.6986669972538948,0.03838011994957924,428,0.054443359375,0.1,-20.64,0.0018542332,0.9823259711265564,0.12409189296886325,0.00025,-0.0011444968695286661,892.85,,
955,109,223232,233,-1.675775684416294,0.05704426020383835,432,0.07421875,0.1,-20.65,0.003814997,0.9639178514480591,0.16151733603328466,0.00025,-0.00040167957195080817,894.67,,
955,110,225280,235,-1.6909933015704155,0.08363372087478638,436,0.022705078125,0.1,-20.62,0.0018003567,0.9735091924667358,0.19014257844537497,0.00025,-0.00031597481574863195,896.72,,
955,111,227328,237,-1.6696396470069885,0.11697646230459213,440,0.0384521484375,0.1,-20.61,0.0021877,0.9717283248901367,0.29646659456193447,0.00025,-0.0009057947027031332,903.16,,
955,112,229376,240,-1.6684437617659569,0.07818420231342316,444,0.082763671875,0.1,-20.59,0.0036135218,0.9710674285888672,0.1942583303898573,0.00025,-0.00071550696156919,907.96,,
955,113,231424,242,-1.675697185099125,0.1061062440276146,448,0.014404296875,0.1,-20.55,0.0018330568,0.9720341563224792,0.18763969000428915,0.00025,-0.0003847828193102032,913.63,,
955,114,233472,244,-1.698146753013134,0.068914033472538,452,0.036376953125,0.1,-20.54,0.00219893,0.9684460163116455,0.21214985474944115,0.00025,-0.0017993224319070578,919.87,,
955,115,235520,246,-1.7138125374913216,0.06417956203222275,456,0.0,0.1,-20.51,0.00049870036,0.9630873203277588,0.19893477950245142,0.00025,-0.00017987907631322742,924.35,,
955,116,237568,248,-1.7138690799474716,0.06136341392993927,460,0.006591796875,0.1,-20.5,0.0014116446,0.9672644734382629,0.18749283347278833,0.00025,-0.00041789287934079766,929.22,,
955,117,239616,250,-1.708831712603569,0.05507149547338486,464,0.02099609375,0.1,-20.5,0.0016110968,0.9786308407783508,0.14927553525194526,0.00025,-0.0005769446433987468,930.02,,
955,118,241664,252,-1.6872002109885216,0.08961868286132812,468,0.062255859375,0.1,-20.49,0.0028539128,0.9764936566352844,0.14625051291659474,0.00025,-0.00091890714247711,930.17,,
956,119,243712,254,-1.6801340654492378,0.0646260678768158,472,0.0098876953125,0.1,-20.52,0.0009834531,0.9738710522651672,0.35776359401643276,0.00025,0.0003310585452709347,931.13,,
956,120,245760,257,-1.6946061998605728,0.0779898539185524,476,0.003173828125,0.1,-20.49,0.00092309393,0.9719534516334534,0.16370391938835382,0.00025,-0.0005777340556960553,938.19,,
956,121,247808,259,-1.6514305844902992,0.029094533994793892,480,0.0606689453125,0.1,-20.56,0.0025877783,0.9840195775032043,0.12589742662385106,0.00025,-0.0015717318456154317,929.73,,
956,122,249856,261,-1.6906030997633934,0.07453523576259613,484,0.0283203125,0.1,-20.54,0.0015338742,0.9736422896385193,0.3669364098459482,0.00025,0.00013092448352836072,930.08,,
,,250000,,-1.6523119434714317,0.05571925640106201,488,0.0054931640625,0.1,,0.0017001533,0.9668073654174805,0.14671290200203657,0.00025,-0.00019888649694621563,,764.0,-21.0
937,123,251904,268,,,,,,-20.55,,,,,,924.84,,
937,124,253952,270,-1.6715411469340324,0.08986524492502213,492,0.0107421875,0.1,-20.57,0.0012390665,0.9688666462898254,0.22110709734261036,0.00025,-0.00013474246952682734,919.92,,
937,125,256000,272,-1.6732525676488876,0.10066128522157669,496,0.062255859375,0.1,-20.55,0.0028706207,0.9713065028190613,0.17908478574827313,0.00025,-0.001307937374804169,919.54,,
937,126,258048,275,-1.6297289580106735,0.05990700051188469,500,0.002197265625,0.1,-20.61,0.0004986281,0.966640055179596,0.19015193451195955,0.00025,-0.0002994185488205403,912.46,,
938,127,260096,277,-1.6206076964735985,0.05431593954563141,504,0.029052734375,0.1,-20.66,0.0024550634,0.966001570224762,0.16879411414265633,0.00025,-0.0005026976577937603,908.78,,
938,128,262144,279,-1.5999938622117043,0.12585760653018951,508,0.026611328125,0.1,-20.68,0.00195265,0.9584989547729492,0.38419921323657036,0.00025,0.00015064229955896735,915.59,,
938,129,264192,281,-1.621939703822136,0.08147826790809631,512,0.0477294921875,0.1,-20.68,0.0023988213,0.9529144167900085,0.22127105295658112,0.00025,-0.0009289352165069431,923.17,,
938,130,266240,283,-1.644297994673252,0.04725226014852524,516,0.0802001953125,0.1,-20.71,0.002820028,0.9690280556678772,0.14555247500538826,0.00025,-0.0012856880202889442,916.05,,
938,131,268288,285,-1.6454858854413033,0.03155308961868286,520,0.0302734375,0.1,-20.7,0.00210322,0.9805779457092285,0.2490948890335858,0.00025,6.975184078328311e-05,913.27,,
938,132,270336,287,-1.62982889264822,0.05162346735596657,524,0.035400390625,0.1,-20.69,0.001135628,0.966884195804596,0.15011548018082976,0.00025,-0.0013562824460677803,915.96,,
939,133,272384,290,-1.6424632295966148,0.07144194096326828,528,0.04150390625,0.1,-20.66,0.0014356788,0.9574156999588013,0.2145016510039568,0.00025,-0.0011242255859542638,920.79,,
939,134,274432,292,-1.6025961562991142,0.04425414279103279,532,0.0830078125,0.1,-20.71,0.0026356503,0.9706082940101624,0.11413090862333775,0.00025,-0.0005004738341085613,919.36,,
939,135,276480,294,-1.6054831370711327,0.04365864768624306,536,0.064697265625,0.1,-20.73,0.0021568963,0.9740449786186218,0.12552343728020787,0.00025,-0.0013955725298728794,914.17,,
939,136,278528,296,-1.6103248447179794,0.06913726031780243,540,0.0133056640625,0.1,-20.75,0.0018531724,0.9739763140678406,0.1392116267234087,0.00025,-0.0003964926290791482,910.19,,
939,137,280576,298,-1.59183169901371,0.07890230417251587,544,0.0389404296875,0.1,-20.72,0.0014145911,0.9578198790550232,0.19726495537906885,0.00025,-4.413488204590976e-05,918.43,,
940,138,282624,300,-1.6004028618335724,0.050884611904621124,548,0.0206298828125,0.1,-20.68,0.0012435402,0.9670620560646057,0.1653127409517765,0.00025,-0.001349849277175963,924.98,,
940,139,284672,302,-1.5530685409903526,0.057400304824113846,552,0.00048828125,0.1,-20.68,0.0010360407,0.9676087498664856,0.16132088378071785,0.00025,0.00018688463023863733,925.16,,
940,140,286720,304,-1.5654379352927208,0.028623448684811592,556,0.01318359375,0.1,-20.71,0.0006908857,0.9830045700073242,0.11476559145376086,0.00025,-0.0002348385751247406,920.02,,
940,141,288768,307,-1.516651727259159,0.07739613950252533,560,0.0146484375,0.1,-20.74,0.00083854713,0.9498057961463928,0.22286815010011196,0.00025,-0.0006055685662431642,921.48,,
940,142,290816,309,-1.5350436940789223,0.04545026645064354,564,0.0142822265625,0.1,-20.71,0.0011936089,0.9701696634292603,0.12763014202937484,0.00025,-0.00033737183548510075,930.5,,
940,143,292864,311,-1.5398622378706932,0.09993100166320801,568,0.0863037109375,0.1,-20.67,0.0019724665,0.9608963131904602,0.2346212724223733,0.00025,-0.0017381923826178536,937.17,,
940,144,294912,313,-1.579989805817604,0.08381770551204681,572,0.011474609375,0.1,-20.7,0.00084833143,0.9626845121383667,0.1615503733046353,0.00025,-0.0002649243688210845,943.13,,
940,145,296960,315,-1.5421293079853058,0.09555165469646454,576,0.0164794921875,0.1,-20.68,0.0011301902,0.9544323086738586,0.20506268553435802,0.00025,-3.581488272175193e-05,938.71,,
941,146,299008,317,-1.5142591148614883,0.05412529408931732,580,0.1427001953125,0.1,-20.67,0.0025191205,0.9715110659599304,0.15570001862943172,0.00025,-0.0008809673017822206,942.71,,
941,147,301056,319,-1.536930426955223,0.08671876788139343,584,0.0498046875,0.1,-20.68,0.002917939,0.9632182121276855,0.1556409951299429,0.00025,-0.0007040982891339809,946.83,,
