time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/n_updates,train/clip_range,train/loss,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,eval/mean_reward,eval/mean_ep_length
141,288768,121.11,3.75,4052,71,0.007080078125,-0.5324590168893337,560,0.2,0.09389616549015045,0.251127609051764,0.8356550931930542,-0.0003614456800278276,0.0004122571,0.00025,,
142,290816,120.96,3.71,4053,71,0.0018310546875,-0.5174618735909462,564,0.2,0.09707464277744293,0.24832074623554945,0.8511634469032288,-0.0005975727399345487,0.0007174821,0.00025,,
143,292864,121.38,3.76,4055,72,0.0330810546875,-0.5136057175695896,568,0.2,0.0984010398387909,0.22500744927674532,0.8678613901138306,-0.000284941284917295,0.0070714783,0.00025,,
144,294912,121.43,3.68,4057,72,0.018310546875,-0.4574814774096012,572,0.2,0.08901291340589523,0.2076115570962429,0.8803728818893433,-0.0015126995276659727,0.002858702,0.00025,,
145,296960,121.76,3.73,4059,73,0.006591796875,-0.44785672798752785,576,0.2,0.11114557087421417,0.23375449609011412,0.8543838858604431,0.00017388572450727224,0.00074513536,0.00025,,
146,299008,122.77,3.82,4061,73,0.0234375,-0.39159240387380123,580,0.2,0.10914380848407745,0.24600339494645596,0.8567973375320435,0.0010651859629433602,0.0029494567,0.00025,,
,300000,,,,,0.0028076171875,-0.40683717280626297,584,0.2,0.0885792151093483,0.20462236646562815,0.8763025403022766,-0.0006358727114275098,0.0008205715,0.00025,3.95,119.9
147,301056,122.05,3.82,3963,75,,,,,,,,,,,,
148,303104,120.86,3.75,3965,76,0.0194091796875,-0.47445166669785976,588,0.2,0.0682232454419136,0.19438165798783302,0.8765537738800049,-0.0025013414851855487,0.0021731134,0.00025,,
149,305152,119.65,3.64,3967,76,0.0216064453125,-0.4985967632383108,592,0.2,0.09992571920156479,0.19513647072017193,0.8541735410690308,-5.534832598641515e-05,0.00023559463,0.00025,,
150,307200,120.24,3.73,3969,77,0.0220947265625,-0.5194459203630686,596,0.2,0.09605015814304352,0.19934833236038685,0.8357863426208496,0.000894038297701627,0.0013555668,0.00025,,
151,309248,118.66,3.64,3971,77,0.0106201171875,-0.5280400514602661,600,0.2,0.06364214420318604,0.14385932590812445,0.8704119920730591,0.00018154591089114547,0.00065737683,0.00025,,
152,311296,119.06,3.56,3972,78,0.0401611328125,-0.5600204467773438,604,0.2,0.09596985578536987,0.19809265341609716,0.8495054841041565,-0.0009717647917568684,0.0017956966,0.00025,,
153,313344,119.82,3.55,3974,78,0.0072021484375,-0.5102671384811401,608,0.2,0.09684555232524872,0.19622920360416174,0.8397318124771118,-0.000471999344881624,0.0019322409,0.00025,,
154,315392,120.13,3.56,3977,79,0.0372314453125,-0.5155505686998367,612,0.2,0.08879132568836212,0.180184006690979,0.849522054195404,-0.000515617459313944,0.0056437342,0.00025,,
155,317440,120.6,3.6,3978,79,0.02392578125,-0.5228503998368979,616,0.2,0.11235855519771576,0.21350215282291174,0.8258853554725647,0.00015515121049247682,0.0027284382,0.00025,,
156,319488,121.55,3.75,3980,80,0.0059814453125,-0.5570719577372074,620,0.2,0.15681955218315125,0.2504926882684231,0.8409481644630432,-0.0004545549745671451,0.0013208752,0.00025,,
157,321536,121.08,3.76,3981,80,0.0009765625,-0.6292142160236835,624,0.2,0.11436999589204788,0.23198083974421024,0.8369367718696594,0.00010728830238804221,0.0005976769,0.00025,,
158,323584,122.74,3.83,3983,81,0.0069580078125,-0.611339844763279,628,0.2,0.10103846341371536,0.2112074363976717,0.8259416222572327,-0.0013918573822593316,0.0012464471,0.00025,,
159,325632,123.34,3.85,3983,81,0.02783203125,-0.6144047752022743,632,0.2,0.07689711451530457,0.17612908873707056,0.862023115158081,-0.0019675925723277032,0.0030784686,0.00025,,
160,327680,124.53,3.9,3985,82,0.0037841796875,-0.5915714614093304,636,0.2,0.07593812048435211,0.1988549893721938,0.8610907196998596,-0.00017274750280193985,0.0015086081,0.00025,,
161,329728,124.98,3.87,3987,82,0.0145263671875,-0.6420985721051693,640,0.2,0.09116385877132416,0.21178716327995062,0.8531352877616882,-0.000874910649145022,0.0021281203,0.00025,,
162,331776,123.8,3.84,3989,83,0.025146484375,-0.5815804414451122,644,0.2,0.11478466540575027,0.24776615109294653,0.8267194032669067,-0.0021441138233058155,0.004083022,0.00025,,
163,333824,125.06,3.83,3991,83,0.0469970703125,-0.5764688178896904,648,0.2,0.0788784846663475,0.19095684494823217,0.8719967007637024,-0.0019321516738273203,0.004049641,0.00025,,
164,335872,124.72,3.81,3993,84,0.0303955078125,-0.5447403937578201,652,0.2,0.09161153435707092,0.18081594444811344,0.8769127130508423,-0.002738638431765139,0.0056805257,0.00025,,
165,337920,124.14,3.83,3994,84,0.0321044921875,-0.5812402367591858,656,0.2,0.10721543431282043,0.24273739755153656,0.8337039947509766,-0.0015695461188443005,0.0029630593,0.00025,,
166,339968,124.53,3.9,3995,85,0.016845703125,-0.5472165457904339,660,0.2,0.10786023736000061,0.2365240128710866,0.8547488451004028,-0.0020532729395199567,0.0035816066,0.00025,,
167,342016,125.7,4.06,3997,85,0.010498046875,-0.5717229396104813,664,0.2,0.09548517316579819,0.21936048846691847,0.8721463084220886,-0.0004727290361188352,0.0009496888,0.00025,,
168,344064,125.44,3.96,3998,86,0.03076171875,-0.5410102494060993,668,0.2,0.056749340146780014,0.13887349190190434,0.9078430533409119,-0.0012092316756024957,0.0013125895,0.00025,,
169,346112,124.47,4.0,3999,86,0.015869140625,-0.49480948969721794,672,0.2,0.07819663733243942,0.1918998472392559,0.8653229475021362,-0.0011237937433179468,0.0012789725,0.00025,,
170,348160,123.35,3.94,4001,87,0.019775390625,-0.5560008995234966,676,0.2,0.09154713153839111,0.18990844208747149,0.8688035011291504,-0.001606640755198896,0.003164784,0.00025,,
171,350208,122.92,3.92,4002,87,0.009033203125,-0.5401786901056767,680,0.2,0.09712832421064377,0.18931826297193766,0.851198136806488,-0.001681201800238341,0.0032547712,0.00025,,
172,352256,123.14,3.91,4003,87,0.0155029296875,-0.5593730174005032,684,0.2,0.0771622285246849,0.16925487481057644,0.8282191753387451,-0.0010549025901127607,0.0026771761,0.00025,,
173,354304,122.45,3.81,4005,88,0.0277099609375,-0.5451241880655289,688,0.2,0.09472890943288803,0.2051960453391075,0.8440073132514954,0.0003009626525454223,0.0010142426,0.00025,,
174,356352,122.1,3.82,4006,88,0.0015869140625,-0.5824842266738415,692,0.2,0.08370595425367355,0.15486366767436266,0.8680581450462341,-0.0005224720516707748,0.0005759926,0.00025,,
175,358400,122.73,3.8,4008,89,0.0030517578125,-0.6007952280342579,696,0.2,0.08004491031169891,0.1774716079235077,0.866213858127594,-0.0007157301588449627,0.0027164472,0.00025,,
176,360448,124.35,3.91,4009,89,0.0059814453125,-0.5768362767994404,700,0.2,0.07044251263141632,0.1648742239922285,0.8780226111412048,-0.0003469644725555554,0.0005501956,0.00025,,
177,362496,124.52,3.86,4011,90,0.0291748046875,-0.5989186279475689,704,0.2,0.06751307845115662,0.17786877788603306,0.8687721490859985,-0.0012315661879256368,0.0013073565,0.00025,,
178,364544,123.89,3.85,4012,90,0.00927734375,-0.5624631866812706,708,0.2,0.0890987440943718,0.18853983003646135,0.8791102766990662,-0.0007528584101237357,0.001436546,0.00025,,
179,366592,124.7,3.88,4013,91,0.0205078125,-0.5283529423177242,712,0.2,0.06856188923120499,0.1708698058500886,0.8820345997810364,-0.0020205119799356908,0.0016417884,0.00025,,
180,368640,124.63,3.81,4015,91,0.0107421875,-0.5506140403449535,716,0.2,0.07437773048877716,0.1655849926173687,0.8815416097640991,-0.0003832621732726693,0.0023914094,0.00025,,
181,370688,124.95,3.88,4017,92,0.0142822265625,-0.517678901553154,720,0.2,0.08440355956554413,0.20476779900491238,0.8502647876739502,-0.0013658328680321574,0.002809505,0.00025,,
182,372736,124.25,3.88,4019,92,0.0352783203125,-0.505380105227232,724,0.2,0.08242188394069672,0.17125345952808857,0.8824222683906555,-0.002283661684487015,0.00076649105,0.00025,,
183,374784,123.89,3.91,4021,93,0.0281982421875,-0.5439875945448875,728,0.2,0.11390601843595505,0.21788040734827518,0.8561514019966125,-0.00151078897761181,0.0014379908,0.00025,,
184,376832,124.77,4.02,4023,93,0.017333984375,-0.5229446720331907,732,0.2,0.08073243498802185,0.17140919342637062,0.8806013464927673,-0.0008241753093898296,0.0024558417,0.00025,,
185,378880,125.22,4.03,4025,94,0.0059814453125,-0.5335106365382671,736,0.2,0.07894250750541687,0.1882214853540063,0.8753495216369629,-0.0012961561733391136,0.002535088,0.00025,,
186,380928,125.57,4.14,4026,94,0.021484375,-0.4745603147894144,740,0.2,0.06597097218036652,0.16313819494098425,0.8832417726516724,-0.001552091067424044,0.0016204914,0.00025,,
187,382976,125.06,4.08,4028,95,0.0113525390625,-0.49073502235114574,744,0.2,0.08689557760953903,0.20106521528214216,0.852432131767273,-0.0014200920122675598,0.0011532374,0.00025,,
188,385024,124.58,4.01,4030,95,0.014892578125,-0.5040528010576963,748,0.2,0.0800301805138588,0.18120384868234396,0.872947633266449,-0.0011051187466364354,0.0024103364,0.00025,,
189,387072,123.49,3.93,4031,96,0.00244140625,-0.4698691889643669,752,0.2,0.07086098194122314,0.1746617564931512,0.8765860199928284,-0.00028942280914634466,0.00044215372,0.00025,,
190,389120,122.77,3.79,4033,96,0.0130615234375,-0.4440358430147171,756,0.2,0.07674714922904968,0.1782585997134447,0.8733860850334167,-0.0011363883968442678,0.0016120637,0.00025,,
191,391168,120.75,3.75,4033,96,0.010986328125,-0.42402413487434387,760,0.2,0.06756286323070526,0.1580320382490754,0.8762359619140625,-0.00152023253031075,0.0027361284,0.00025,,
192,393216,120.42,3.82,4035,97,0.0069580078125,-0.3786960057914257,764,0.2,0.08773931860923767,0.19442253559827805,0.8602465391159058,-0.001248967251740396,0.0017294047,0.00025,,
193,395264,120.26,3.77,4036,97,0.01220703125,-0.39030852913856506,768,0.2,0.11840066313743591,0.2270945142954588,0.847790002822876,-0.00014474705676548183,0.0031616902,0.00025,,
194,397312,121.9,3.74,4038,98,0.0045166015625,-0.40674371272325516,772,0.2,0.08437454700469971,0.17235835641622543,0.8874334692955017,-0.0011416903435019776,0.0015263689,0.00025,,
195,399360,123.46,3.85,4039,98,0.00341796875,-0.366287212818861,776,0.2,0.08937747031450272,0.19417149294167757,0.8806049227714539,-0.00042029767064377666,0.000715379,0.00025,,
,400000,,,,,0.029541015625,-0.38160475715994835,780,0.2,0.07435974478721619,0.1539046736434102,0.892533540725708,-0.001992873818380758,0.0024374872,0.00025,3.7,116.35
196,401408,123.71,3.93,3969,101,,,,,,,,,,,,
197,403456,124.23,3.89,3971,101,0.0042724609375,-0.37877520732581615,784,0.2,0.07627096027135849,0.17895204294472933,0.8835207223892212,-0.0005061729461885989,0.00017498527,0.00025,,
198,405504,125.06,3.82,3973,102,0.01611328125,-0.3477197624742985,788,0.2,0.07471372932195663,0.16198509372770786,0.8980113863945007,-0.0013575809862231836,0.0020588902,0.00025,,
199,407552,124.89,3.79,3974,102,0.003662109375,-0.36158728040754795,792,0.2,0.062495190650224686,0.13990098237991333,0.9012701511383057,-0.0005245950014796108,0.00081029616,0.00025,,
200,409600,123.8,3.78,3975,103,0.0233154296875,-0.4111625663936138,796,0.2,0.07848076522350311,0.19185577891767025,0.8694546222686768,0.0005762422224506736,0.0010627998,0.00025,,
201,411648,125.24,3.87,3977,103,0.0146484375,-0.4064071923494339,800,0.2,0.09854219108819962,0.19694600626826286,0.8738017678260803,-0.00030245789093896747,0.0024887917,0.00025,,
202,413696,124.31,3.75,3979,103,0.00390625,-0.5429785009473562,804,0.2,0.0706094428896904,0.16183279547840357,0.8924405574798584,-0.0005541659775190055,0.00048042613,0.00025,,
203,415744,123.72,3.76,3980,104,0.0020751953125,-0.4289757553488016,808,0.2,0.047510892152786255,0.12373455986380577,0.9153563976287842,-0.00143422422115691,0.0010512387,0.00025,,
204,417792,123.88,3.81,3982,104,0.00927734375,-0.46107164211571217,812,0.2,0.062251847237348557,0.14983343798667192,0.904888391494751,-0.0007913766021374613,0.00219648,0.00025,,
205,419840,123.2,3.71,3984,105,0.0059814453125,-0.49884336814284325,816,0.2,0.05438993498682976,0.155489316675812,0.8868758678436279,-0.0008421594684477895,0.000512592,0.00025,,
206,421888,124.53,3.79,3985,105,0.01220703125,-0.5177595429122448,820,0.2,0.06878333538770676,0.16245735436677933,0.8824654817581177,-0.00043622395605780184,0.00093956525,0.00025,,
207,423936,123.43,3.74,3987,106,0.025146484375,-0.506406644359231,824,0.2,0.06282014399766922,0.1503775017336011,0.9000080227851868,-0.002372366754570976,0.0019646944,0.00025,,
208,425984,124.95,3.83,3988,106,0.0169677734375,-0.46436060033738613,828,0.2,0.08566289395093918,0.20118081383407116,0.8738009333610535,-0.0005787450645584613,0.00084545586,0.00025,,
209,428032,124.63,3.81,3990,107,0.001220703125,-0.4651577118784189,832,0.2,0.0918428972363472,0.2008707793429494,0.8597320318222046,-0.00022029205865692347,0.00034291414,0.00025,,
210,430080,123.95,3.73,3991,107,0.01318359375,-0.41966982558369637,836,0.2,0.061554986983537674,0.14925288781523705,0.8879691362380981,-0.0006997688906267285,0.0019430541,0.00025,,
211,432128,123.82,3.79,3992,108,0.0120849609375,-0.4302029684185982,840,0.2,0.0753244012594223,0.15504088159650564,0.8913536667823792,-0.0007718471752014011,0.0010455726,0.00025,,
212,434176,122.22,3.77,3992,108,0.0191650390625,-0.46046944335103035,844,0.2,0.049043796956539154,0.12439356558024883,0.9147695899009705,-0.0036158756411168724,0.0019415922,0.00025,,
213,436224,122.53,3.81,3994,109,0.0118408203125,-0.44303112104535103,848,0.2,0.05653030797839165,0.14639108395203948,0.8940247297286987,-0.0007160066743381321,0.00068625214,0.00025,,
214,438272,122.06,3.74,3996,109,0.0128173828125,-0.5308104362338781,852,0.2,0.07492421567440033,0.18184946570545435,0.8653980493545532,-0.0016043390205595642,0.0012589647,0.00025,,
215,440320,122.21,3.8,3997,110,0.00341796875,-0.4781797267496586,856,0.2,0.07739368081092834,0.20774883963167667,0.8741353154182434,-0.0007114869076758623,0.0007861289,0.00025,,
216,442368,122.9,3.85,3999,110,0.0345458984375,-0.4984418600797653,860,0.2,0.0587456151843071,0.12499151146039367,0.9093678593635559,-0.0002650062524480745,0.00084055425,0.00025,,
217,444416,123.58,3.91,4000,111,0.0118408203125,-0.4637619759887457,864,0.2,0.08113669604063034,0.1817321740090847,0.8674522638320923,0.0002383842074777931,0.0014811266,0.00025,,
218,446464,123.74,3.87,4002,111,0.007568359375,-0.5075801126658916,868,0.2,0.10138196498155594,0.2169091636314988,0.8406639695167542,-0.0002994203532580286,0.00090903096,0.00025,,
219,448512,121.92,3.8,4003,112,0.025390625,-0.4636759776622057,872,0.2,0.049195755273103714,0.14343646029010415,0.8985797762870789,-0.00011541310232132673,0.0011971771,0.00025,,
220,450560,122.27,3.84,4004,112,0.0020751953125,-0.40981397964060307,876,0.2,0.056301575154066086,0.1459372234530747,0.8937849998474121,-0.0005535735690500587,0.0006687774,0.00025,,
221,452608,122.39,3.83,4005,112,0.0172119140625,-0.4351849593222141,880,0.2,0.060551535338163376,0.1483485959470272,0.9083190560340881,-0.0016017398447729647,0.0018098174,0.00025,,
222,454656,122.77,3.9,4006,113,0.013916015625,-0.408480666577816,884,0.2,0.08286624401807785,0.1836334438994527,0.8897939324378967,-0.0004615832003764808,0.0011195169,0.00025,,
223,456704,122.7,3.92,4008,113,0.0023193359375,-0.47003411687910557,888,0.2,0.06475906819105148,0.15132597740739584,0.899810254573822,-0.0008576744294259697,0.0011020956,0.00025,,
224,458752,122.25,3.96,4009,114,0.01171875,-0.40040045231580734,892,0.2,0.08878442645072937,0.18125950079411268,0.8761314153671265,-0.0010639585671015084,0.0012381647,0.00025,,
225,460800,123.01,4.02,4010,114,0.018310546875,-0.4531624373048544,896,0.2,0.08992158621549606,0.1833747373893857,0.8835830092430115,-0.0003961453039664775,0.002058105,0.00025,,
226,462848,122.57,3.97,4012,115,0.0433349609375,-0.41498869471251965,900,0.2,0.07652927935123444,0.1815144158899784,0.8916576504707336,-0.0012143399508204311,0.0022328564,0.00025,,
227,464896,122.55,4.0,4013,115,0.0361328125,-0.47841150499880314,904,0.2,0.07199510931968689,0.15240368619561195,0.8951913118362427,-0.0015447986079379916,0.0009020815,0.00025,,
228,466944,122.08,3.98,4015,116,0.0147705078125,-0.42685718834400177,908,0.2,0.08097991347312927,0.17997690569609404,0.8726246953010559,-0.0010363510373281315,0.0027742262,0.00025,,
229,468992,122.92,3.89,4017,116,0.02001953125,-0.4869120121002197,912,0.2,0.06261797994375229,0.15268388483673334,0.9008817672729492,-0.002042436128249392,0.0021934255,0.00025,,
230,471040,123.49,3.9,4018,117,0.0181884765625,-0.45049434527754784,916,0.2,0.07100380212068558,0.1685842452570796,0.8975070714950562,-0.0012400755076669157,0.0018882653,0.00025,,
231,473088,123.65,3.85,4019,117,0.01904296875,-0.45099714398384094,920,0.2,0.06014160066843033,0.1552611030638218,0.8981927037239075,-0.0010057703184429556,0.0015825235,0.00025,,
232,475136,123.75,3.86,4021,118,0.0103759765625,-0.45165857300162315,924,0.2,0.07452685385942459,0.18383639119565487,0.8859447836875916,0.0004105951520614326,0.00069720054,0.00025,,
233,477184,123.55,3.77,4022,118,0.008544921875,-0.4563830979168415,928,0.2,0.070460245013237,0.15643054340034723,0.8855091333389282,-0.00036827856092713773,0.00096231914,0.00025,,
234,479232,123.13,3.79,4023,119,0.022705078125,-0.43510501831769943,932,0.2,0.06098280847072601,0.15185653790831566,0.8958266973495483,-0.0014190291694831103,0.001774261,0.00025,,
235,481280,122.94,3.75,4024,119,0.0076904296875,-0.40980678237974644,936,0.2,0.06027071923017502,0.13586837565526366,0.9092618823051453,-0.0013957904884591699,0.00089362403,0.00025,,
236,483328,122.9,3.77,4025,120,0.0184326171875,-0.4960070922970772,940,0.2,0.04726272448897362,0.12596916826441884,0.9197280406951904,-0.0009991898259613663,0.0012024407,0.00025,,
237,485376,123.88,3.82,4026,120,0.0103759765625,-0.469440009444952,944,0.2,0.06547551602125168,0.15233111288398504,0.8910486698150635,-0.001239352219272405,0.0023028706,0.00025,,
238,487424,123.58,3.84,4027,121,0.0318603515625,-0.5608554240316153,948,0.2,0.05181441828608513,0.12708644894883037,0.9190796613693237,-0.0025911190459737554,0.0033157368,0.00025,,
239,489472,125.36,4.01,4028,121,0.029052734375,-0.4808008559048176,952,0.2,0.07371441274881363,0.169744654558599,0.892342746257782,-0.0007978382345754653,0.0030938224,0.00025,,
240,491520,127.05,4.13,4029,121,0.029541015625,-0.5666420720517635,956,0.2,0.07042428106069565,0.13870425336062908,0.923814594745636,-0.0022903800127096474,0.0022895988,0.00025,,
241,493568,127.03,4.21,4031,122,0.021240234375,-0.5677410177886486,960,0.2,0.05361668020486832,0.1473982185125351,0.9045448899269104,-0.0018561766482889652,0.003508946,0.00025,,
242,495616,126.68,4.19,4032,122,0.013916015625,-0.5992721877992153,964,0.2,0.062467060983181,0.1508818818256259,0.9027525782585144,-0.0017706872167764232,0.001247785,0.00025,,
243,497664,124.81,4.11,4034,123,0.0233154296875,-0.4875725284218788,968,0.2,0.08062595129013062,0.17485867533832788,0.8720974922180176,-0.00205273310712073,0.002235579,0.00025,,
244,499712,125.72,4.22,4035,123,0.037353515625,-0.5006216764450073,972,0.2,0.09521766006946564,0.2034243931993842,0.8750355839729309,-0.0018032959196716547,0.004511319,0.00025,,
,500000,,,,,0.0238037109375,-0.5500357318669558,976,0.2,0.06899413466453552,0.1698438124731183,0.9017941355705261,-0.0010181766701862216,0.0022523736,0.00025,3.85,119.5
245,501760,124.55,4.18,3977,126,,,,,,,,,,,,
246,503808,124.64,4.17,3978,126,0.017333984375,-0.4849025830626488,980,0.2,0.06958237290382385,0.17470463924109936,0.9048768877983093,-0.00022430403623729944,0.0017799233,0.00025,,
247,505856,125.69,4.28,3979,127,0.026611328125,-0.5125713180750608,984,0.2,0.09253999590873718,0.19691650476306677,0.90419602394104,-0.0002580973377916962,0.0028278613,0.00025,,
248,507904,126.49,4.36,3981,127,0.0479736328125,-0.5683699008077383,988,0.2,0.06824709475040436,0.14412978570908308,0.9210253357887268,1.7341866623610258e-05,0.004780953,0.00025,,
249,509952,127.41,4.42,3982,128,0.018798828125,-0.46611062064766884,992,0.2,0.06538248807191849,0.15679612383246422,0.9048640131950378,-0.0007447963871527463,0.0030752611,0.00025,,
250,512000,128.47,4.44,3984,128,0.0169677734375,-0.4800896253436804,996,0.2,0.07537620514631271,0.16022175084799528,0.903550922870636,-0.0007595022616442293,0.0026284005,0.00025,,
251,514048,128.41,4.4,3985,128,0.06298828125,-0.5245472341775894,1000,0.2,0.08228359371423721,0.15775455720722675,0.9112313389778137,-0.0012576431763591245,0.004399997,0.00025,,
252,516096,128.9,4.44,3986,129,0.0391845703125,-0.4763611666858196,1004,0.2,0.06265839189291,0.1507387887686491,0.9205996990203857,-0.0016909062978811562,0.0040061274,0.00025,,
253,518144,128.99,4.38,3987,129,0.032958984375,-0.5321588423103094,1008,0.2,0.06375286728143692,0.16381864249706268,0.9083963632583618,-0.0012999425816815346,0.0041173063,0.00025,,
254,520192,129.47,4.35,3988,130,0.022216796875,-0.4884708020836115,1012,0.2,0.0770469680428505,0.15662186406552792,0.9209814071655273,-0.0016104796377476305,0.002949817,0.00025,,
255,522240,130.08,4.39,3990,130,0.020751953125,-0.5142454523593187,1016,0.2,0.06280707567930222,0.1486500771716237,0.92323899269104,-0.0004904360102955252,0.0035602853,0.00025,,
256,524288,130.38,4.38,3991,131,0.050048828125,-0.4796964544802904,1020,0.2,0.05598516762256622,0.12370515801012516,0.9320071935653687,-0.002021164109464735,0.0054406207,0.00025,,
257,526336,128.49,4.36,3992,131,0.0289306640625,-0.4221123792231083,1024,0.2,0.05585908144712448,0.1513302270323038,0.9138861894607544,-0.0007527576526626945,0.0022670284,0.00025,,
258,528384,127.89,4.39,3994,132,0.031005859375,-0.38255442306399345,1028,0.2,0.04223482310771942,0.11095039965584874,0.9286636710166931,-0.002185209363233298,0.0018406289,0.00025,,
259,530432,127.2,4.35,3994,132,0.0272216796875,-0.4142292384058237,1032,0.2,0.05801670625805855,0.1399847180582583,0.9158962965011597,-0.0014189196517691016,0.0023061899,0.00025,,
260,532480,126.35,4.37,3996,133,0.019287109375,-0.4234362132847309,1036,0.2,0.05611826479434967,0.1348336972296238,0.9246067404747009,-0.0023030626762192696,0.0024595072,0.00025,,
261,534528,125.82,4.31,3997,133,0.03515625,-0.36494103632867336,1040,0.2,0.060775622725486755,0.151548869907856,0.9162803888320923,-0.001738131744787097,0.0015756398,0.00025,,
262,536576,126.66,4.44,3998,134,0.041015625,-0.4395138546824455,1044,0.2,0.06867140531539917,0.14006701577454805,0.9261423349380493,-0.0011141415452584624,0.006372,0.00025,,
263,538624,128.13,4.49,3999,134,0.02685546875,-0.4897978715598583,1048,0.2,0.06043039634823799,0.13630138989537954,0.9329845309257507,-0.0008331973804160953,0.0009993644,0.00025,,
264,540672,129.21,4.54,4001,135,0.009765625,-0.49124740436673164,1052,0.2,0.05427026376128197,0.1249235519208014,0.9252195358276367,-0.00113562642945908,0.0017700488,0.00025,,
265,542720,129.86,4.54,4002,135,0.0224609375,-0.45773372054100037,1056,0.2,0.07010281831026077,0.18938743509352207,0.9027166366577148,-0.0009317894582636654,0.0032399276,0.00025,,
266,544768,131.85,4.58,4003,136,0.011962890625,-0.4572329428046942,1060,0.2,0.07738488167524338,0.18167201057076454,0.9146105051040649,-0.0008438006334472448,0.0017573214,0.00025,,
267,546816,132.58,4.61,4005,136,0.04248046875,-0.5182546898722649,1064,0.2,0.03927508369088173,0.11009051324799657,0.9478669166564941,-0.0011421973467804492,0.0035407727,0.00025,,
268,548864,131.24,4.5,4006,137,0.0345458984375,-0.47392918542027473,1068,0.2,0.07129315286874771,0.1451284233480692,0.9262551665306091,-0.0010762052552308887,0.0007399729,0.00025,,
269,550912,130.29,4.46,4007,137,0.0052490234375,-0.3819286283105612,1072,0.2,0.06071619689464569,0.13627868378534913,0.9261136651039124,-0.0005697149899788201,0.0012726723,0.00025,,
270,552960,129.97,4.37,4008,137,0.0145263671875,-0.41982585191726685,1076,0.2,0.0711846575140953,0.16431402135640383,0.9184038639068604,-0.00021877701510675251,0.001729854,0.00025,,
271,555008,130.33,4.44,4009,138,0.01513671875,-0.4832057058811188,1080,0.2,0.05723167583346367,0.14180372981354594,0.9185516834259033,-0.0006737744115525857,0.0019192726,0.00025,,
272,557056,128.87,4.43,4009,138,0.0333251953125,-0.4944200124591589,1084,0.2,0.05498187243938446,0.13134581502526999,0.9417627453804016,-0.0011196335253771394,0.0010058808,0.00025,,
273,559104,127.57,4.39,4010,139,0.0284423828125,-0.4584233406931162,1088,0.2,0.07608051598072052,0.16808109916746616,0.9098302125930786,-0.001406385941663757,0.002922744,0.00025,,
274,561152,127.41,4.45,4011,139,0.009521484375,-0.4039018452167511,1092,0.2,0.07114043831825256,0.16170623525977135,0.9059039354324341,-0.0006852027436252683,0.0008109254,0.00025,,
275,563200,128.81,4.51,4011,140,0.00830078125,-0.5187542997300625,1096,0.2,0.06584198772907257,0.14415950328111649,0.9224876165390015,-0.0009794795332709327,0.0023205813,0.00025,,
276,565248,128.38,4.43,4012,140,0.00634765625,-0.5406063888221979,1100,0.2,0.05998136103153229,0.14737210236489773,0.9206825494766235,-0.0005006660358048975,0.0018557599,0.00025,,
277,567296,128.35,4.46,4013,141,0.0125732421875,-0.4651142191141844,1104,0.2,0.08493024110794067,0.17347065266221762,0.9005134701728821,-0.0016834253328852355,0.0018938407,0.00025,,
278,569344,128.86,4.49,4014,141,0.015380859375,-0.5410614870488644,1108,0.2,0.05755265802145004,0.1463777506724,0.926239013671875,-0.00026621416327543557,0.0017863289,0.00025,,
279,571392,130.85,4.64,4016,142,0.011962890625,-0.4480986949056387,1112,0.2,0.06480379402637482,0.15621842723339796,0.933754026889801,-0.0005969625926809385,0.00083840865,0.00025,,
280,573440,131.6,4.65,4017,142,0.01171875,-0.536636907607317,1116,0.2,0.05056743696331978,0.1098776999861002,0.948439359664917,-0.0007698044355493039,0.0014503067,0.00025,,
281,575488,130.92,4.61,4019,143,0.024169921875,-0.4749389197677374,1120,0.2,0.06066344678401947,0.15025329124182463,0.9220685958862305,-0.0015052332892082632,0.0032845098,0.00025,,
282,577536,130.03,4.58,4020,143,0.03125,-0.4425598029047251,1124,0.2,0.058111902326345444,0.1424309005960822,0.9189358353614807,-0.001960226654773578,0.0040250807,0.00025,,
283,579584,129.08,4.53,4021,144,0.015869140625,-0.45120628364384174,1128,0.2,0.06088079512119293,0.14640596322715282,0.9220120310783386,-0.0006521085742861032,0.0028851742,0.00025,,
284,581632,128.04,4.5,4022,144,0.02099609375,-0.40080540627241135,1132,0.2,0.06535855680704117,0.15304366871714592,0.9137206673622131,-0.000224243791308254,0.0023192,0.00025,,
285,583680,128.89,4.46,4023,145,0.0052490234375,-0.4157745912671089,1136,0.2,0.0695628896355629,0.16038702055811882,0.9189766645431519,-0.000830607270472683,0.001298616,0.00025,,
286,585728,127.62,4.45,4024,145,0.071044921875,-0.5128176547586918,1140,0.2,0.052943307906389236,0.11988616921007633,0.939595639705658,-0.0020445748086785898,0.0037437368,0.00025,,
287,587776,128.36,4.47,4025,146,0.0067138671875,-0.41150349006056786,1144,0.2,0.08071322739124298,0.18994279485195875,0.9058950543403625,-0.0008017693762667477,0.0015760304,0.00025,,
288,589824,129.0,4.49,4026,146,0.017578125,-0.5159498360008001,1148,0.2,0.0394773930311203,0.09242514241486788,0.9541707038879395,-0.0009125781361944973,0.0014176632,0.00025,,
