time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/explained_variance,train/loss,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/value_loss,eval/mean_reward,eval/mean_ep_length
286720,228.0,140,4005,11.63,71,0.6371046304702759,0.3654538691043854,-0.0010806347709149122,-0.2592061758041382,0.2,0.0037326037,0.02978515625,0.00025,556,0.8432341888546944,,
288768,233.1,141,4011,11.97,71,0.5798265933990479,0.2802928686141968,-0.0003493207332212478,-0.25522650964558125,0.2,0.012923298,0.064208984375,0.00025,560,0.6643039509654045,,
290816,238.33,142,4015,12.28,72,0.5991979837417603,0.37515905499458313,-0.0011584065505303442,-0.21648644655942917,0.2,0.0016949663,0.0147705078125,0.00025,564,0.7711396105587482,,
292864,242.44,143,4022,12.53,72,0.6131578683853149,0.35105815529823303,-0.0009088414371944964,-0.20734978094696999,0.2,0.0020177574,0.0289306640625,0.00025,568,0.7131227441132069,,
294912,248.53,144,4028,12.84,73,0.652222216129303,0.36485299468040466,-0.001006622944260016,-0.19908420834690332,0.2,0.0034815774,0.0260009765625,0.00025,572,0.6936218626797199,,
296960,253.69,145,4034,13.19,73,0.6961637735366821,0.390903115272522,0.002380178528255783,-0.2006237916648388,0.2,0.006153111,0.0572509765625,0.00025,576,0.8510916605591774,,
299008,255.99,146,4041,13.28,73,0.8125243782997131,0.33075273036956787,0.0026216703408863395,-0.25510816276073456,0.2,0.006465108,0.0633544921875,0.00025,580,0.6614745147526264,,
300000,,,,,,0.7110560536384583,0.3445449471473694,-0.00019963644444942474,-0.262213789857924,0.2,0.004149045,0.0357666015625,0.00025,584,0.8635378181934357,17.85,311.4
301056,257.41,147,3759,13.41,80,,,,,,,,,,,,
303104,260.83,148,3765,13.67,80,0.7157924175262451,0.4596501886844635,-0.0010692577925510705,-0.26922526862472296,0.2,0.0036999374,0.0311279296875,0.00025,588,0.9376399405300617,,
305152,262.87,149,3764,13.77,81,0.6376397013664246,0.40548714995384216,-0.001101570829632692,-0.2995624002069235,0.2,0.0015071572,0.022705078125,0.00025,592,0.8432153426110744,,
307200,259.77,150,3771,13.53,81,0.6100236177444458,0.3595772385597229,-0.000407448154874146,-0.28645727690309286,0.2,0.0036983262,0.0386962890625,0.00025,596,0.8004644736647606,,
309248,255.34,151,3776,13.28,81,0.737576961517334,0.30341607332229614,6.667932029813528e-05,-0.3072659894824028,0.2,0.0030642343,0.03759765625,0.00025,600,0.6442355737090111,,
311296,253.09,152,3781,13.21,82,0.5183858275413513,0.4087464511394501,-0.0004801905306521803,-0.31753064692020416,0.2,0.003365991,0.04150390625,0.00025,604,0.8235664553940296,,
313344,248.85,153,3788,12.97,82,0.7010136842727661,0.28898629546165466,-0.0010827356309164315,-0.33614188246428967,0.2,0.004386759,0.02783203125,0.00025,608,0.6209246814250946,,
315392,244.35,154,3793,12.78,83,0.6718505620956421,0.317800909280777,-0.0015549021190963686,-0.33332619071006775,0.2,0.008585724,0.057373046875,0.00025,612,0.6699539199471474,,
317440,238.29,155,3799,12.55,83,0.6380941867828369,0.31259047985076904,-0.0022881340264575556,-0.32306021079421043,0.2,0.0032125544,0.03271484375,0.00025,616,0.7211421802639961,,
319488,236.99,156,3802,12.5,84,0.5883077383041382,0.3443215489387512,-0.001033503853250295,-0.27301270607858896,0.2,0.0050299056,0.0296630859375,0.00025,620,0.8904221318662167,,
321536,235.9,157,3808,12.52,84,0.6283843517303467,0.33163827657699585,-0.0013442420604405925,-0.2805605214089155,0.2,0.008114371,0.042724609375,0.00025,624,0.7601950354874134,,
323584,235.43,158,3813,12.55,84,0.45313411951065063,0.4387364089488983,-0.0033709656563587487,-0.2697770483791828,0.2,0.004764736,0.041259765625,0.00025,628,1.0353902652859688,,
325632,233.53,159,3816,12.41,85,0.5150423049926758,0.29864710569381714,-0.0004016338789369911,-0.2503969632089138,0.2,0.0048018647,0.0279541015625,0.00025,632,0.715222891420126,,
327680,234.45,160,3822,12.45,85,0.5719443559646606,0.4515508711338043,0.0007239997503347695,-0.2115611145272851,0.2,0.0063329223,0.0360107421875,0.00025,636,1.0115314535796642,,
329728,235.23,161,3826,12.53,86,0.515134334564209,0.33846038579940796,-0.0009948343795258552,-0.24585894495248795,0.2,0.004039951,0.0263671875,0.00025,640,0.7755979560315609,,
331776,238.26,162,3832,12.7,86,0.5514426231384277,0.5080632567405701,-0.002027229842497036,-0.2686725305393338,0.2,0.0035933866,0.0306396484375,0.00025,644,1.0494408085942268,,
333824,240.25,163,3838,12.81,86,0.6918858289718628,0.3611607849597931,-0.0018718149804044515,-0.3025497291237116,0.2,0.0028503682,0.0291748046875,0.00025,648,0.8005899973213673,,
335872,241.95,164,3841,12.89,87,0.6256048679351807,0.3874102532863617,-0.003459640545770526,-0.3122892174869776,0.2,0.0025931303,0.0438232421875,0.00025,652,0.8582706674933434,,
337920,242.36,165,3847,12.99,87,0.768122673034668,0.3303760588169098,0.00017668140935711563,-0.3276900816708803,0.2,0.0035975492,0.03662109375,0.00025,656,0.7906562238931656,,
339968,245.39,166,3853,13.11,88,0.4627729058265686,0.39108923077583313,0.0001882851356640458,-0.31957466155290604,0.2,0.00506208,0.052734375,0.00025,660,0.8606479130685329,,
342016,247.22,167,3860,13.2,88,0.7374551892280579,0.3364337086677551,-0.0006443457386922091,-0.2644674237817526,0.2,0.002090533,0.0194091796875,0.00025,664,0.731591984629631,,
344064,247.9,168,3865,13.2,89,0.6715973615646362,0.4357052147388458,0.00038335617864504457,-0.31144786812365055,0.2,0.004965541,0.0499267578125,0.00025,668,0.8334223665297031,,
346112,249.39,169,3871,13.28,89,0.6253505945205688,0.5244112014770508,-0.000533814774826169,-0.3321892134845257,0.2,0.009475976,0.04638671875,0.00025,672,1.0092783346772194,,
348160,252.03,170,3877,13.44,89,0.6364858150482178,0.37547385692596436,0.0008903445559553802,-0.2845950424671173,0.2,0.0048141535,0.0386962890625,0.00025,676,0.7392621375620365,,
350208,251.19,171,3881,13.44,90,0.6329407691955566,0.4586935341358185,0.0017204621399287134,-0.26418915670365095,0.2,0.0045192963,0.05126953125,0.00025,680,0.9514910094439983,,
352256,251.46,172,3887,13.53,90,0.6610977649688721,0.33825889229774475,-0.0011126096942462027,-0.2544920751824975,0.2,0.0029022028,0.0440673828125,0.00025,684,0.756936576217413,,
354304,251.12,173,3891,13.51,91,0.6975806355476379,0.4449302554130554,-0.0012058246647939086,-0.2379986047744751,0.2,0.0064252405,0.046875,0.00025,688,0.8585865572094917,,
356352,250.57,174,3897,13.59,91,0.6877131462097168,0.30351147055625916,-0.0006035674305167049,-0.20731759816408157,0.2,0.0020779518,0.0155029296875,0.00025,692,0.761836726218462,,
358400,252.3,175,3900,13.66,91,0.6267873048782349,0.43011990189552307,0.0003691582242026925,-0.22439992893487215,0.2,0.0036432296,0.0367431640625,0.00025,696,0.9711634255945683,,
360448,252.78,176,3905,13.7,92,0.6047205924987793,0.44518959522247314,-0.00020141928689554334,-0.22067231126129627,0.2,0.0045302156,0.035888671875,0.00025,700,0.977395586669445,,
362496,253.88,177,3910,13.76,92,0.6314539313316345,0.3970145583152771,0.00019413081463426352,-0.16675976663827896,0.2,0.0037228528,0.037353515625,0.00025,704,1.0263210348784924,,
364544,255.59,178,3915,13.86,93,0.6906859874725342,0.27490267157554626,-0.00072166055906564,-0.18837973847985268,0.2,0.008944344,0.0284423828125,0.00025,708,0.7139124497771263,,
366592,256.37,179,3919,13.96,93,0.7390619516372681,0.36905497312545776,0.002508606034098193,-0.16637683473527431,0.2,0.0076595508,0.0496826171875,0.00025,712,0.8364805094897747,,
368640,259.41,180,3924,14.19,93,0.7296191453933716,0.35449519753456116,-0.001066152792191133,-0.16016211546957493,0.2,0.0040516476,0.026611328125,0.00025,716,0.7714317217469215,,
370688,258.96,181,3929,14.1,94,0.7073090076446533,0.435404509305954,0.00016078559565357864,-0.2435594918206334,0.2,0.0047189817,0.0423583984375,0.00025,720,0.8817317895591259,,
372736,258.61,182,3935,14.12,94,0.731036365032196,0.2802731990814209,0.0005251716211205348,-0.24169948790222406,0.2,0.003969066,0.0418701171875,0.00025,724,0.7758214771747589,,
374784,261.09,183,3939,14.28,95,0.7015922665596008,0.4213775098323822,0.0004944585380144417,-0.2149100573733449,0.2,0.006606156,0.03125,0.00025,728,0.997879683971405,,
376832,261.35,184,3944,14.35,95,0.7349681854248047,0.38239043951034546,-0.0011973944347118959,-0.23109175637364388,0.2,0.0029749041,0.0323486328125,0.00025,732,0.8320494666695595,,
378880,261.97,185,3948,14.42,95,0.7364934682846069,0.2986135184764862,-0.0026993029459845275,-0.2837187834084034,0.2,0.0031432265,0.028076171875,0.00025,736,0.7302147969603539,,
380928,261.78,186,3950,14.36,96,0.712056040763855,0.4158593714237213,0.0027490068168845028,-0.28635890129953623,0.2,0.006270496,0.0506591796875,0.00025,740,0.9741672724485397,,
382976,260.03,187,3955,14.27,96,0.6372787952423096,0.6385974287986755,0.0008040308603085577,-0.24572971183806658,0.2,0.008056186,0.0377197265625,0.00025,744,1.2019496485590935,,
385024,259.8,188,3960,14.32,97,0.6269432902336121,0.49330195784568787,-0.0013879163016099483,-0.2755178529769182,0.2,0.002973141,0.03662109375,0.00025,748,1.0111307576298714,,
387072,260.08,189,3963,14.37,97,0.6824219226837158,0.4646294414997101,-0.001674936240306124,-0.27654746919870377,0.2,0.0015126425,0.0294189453125,0.00025,752,1.0651595704257488,,
389120,258.96,190,3966,14.27,98,0.738918125629425,0.3217633068561554,0.0016329115023836493,-0.2855037711560726,0.2,0.007903119,0.0513916015625,0.00025,756,0.727808590978384,,
391168,256.2,191,3971,14.09,98,0.7238739728927612,0.44301319122314453,0.004281179324607365,-0.2944227084517479,0.2,0.026253927,0.075439453125,0.00025,760,0.9000672101974487,,
393216,255.66,192,3975,14.08,98,0.7556763291358948,0.3721143901348114,0.0011216888087801635,-0.2828511856496334,0.2,0.007259201,0.0517578125,0.00025,764,0.707021851092577,,
395264,255.94,193,3979,14.1,99,0.7127803564071655,0.31810781359672546,-0.0014665271737612784,-0.3101712744683027,0.2,0.0023536882,0.0238037109375,0.00025,768,0.7532736137509346,,
397312,253.5,194,3985,14.02,99,0.6266248226165771,0.4208933711051941,-0.0004851574485655874,-0.2898219861090183,0.2,0.005762654,0.0284423828125,0.00025,772,0.856149148195982,,
399360,251.24,195,3988,13.93,100,0.700131893157959,0.3446509540081024,-0.000692074783728458,-0.2895602099597454,0.2,0.018073753,0.0662841796875,0.00025,776,0.8489904142916203,,
400000,,,,,,0.6291086673736572,0.48565781116485596,-0.0017615632677916437,-0.27256786171346903,0.2,0.00414015,0.0389404296875,0.00025,780,0.9450727440416813,16.7,299.1
401408,252.58,196,3792,14.01,105,,,,,,,,,,,,
403456,252.29,197,3795,14.05,106,0.6824523210525513,0.4997180998325348,-0.0014863713877275586,-0.2793286330997944,0.2,0.0062084636,0.0355224609375,0.00025,784,0.9462344869971275,,
405504,251.75,198,3800,14.07,106,0.6989873051643372,0.41815927624702454,-0.0008289727120427415,-0.2523805955424905,0.2,0.0068033626,0.0423583984375,0.00025,788,0.9375952295958996,,
407552,255.15,199,3804,14.37,107,0.7381829023361206,0.27194786071777344,-0.0020893944310955703,-0.3014994263648987,0.2,0.008660954,0.0411376953125,0.00025,792,0.6372753530740738,,
409600,253.35,200,3808,14.31,107,0.6844648122787476,0.4797676205635071,0.0013222640554886311,-0.27771615609526634,0.2,0.0041156253,0.03271484375,0.00025,796,0.940464872866869,,
411648,253.83,201,3812,14.29,107,0.7441666126251221,0.35097455978393555,-0.0008735421288292855,-0.29526491835713387,0.2,0.0022681823,0.021240234375,0.00025,800,0.8573905117809772,,
413696,252.62,202,3816,14.29,108,0.7299015522003174,0.3265112042427063,-0.00039976288098841906,-0.27765245735645294,0.2,0.003236083,0.0184326171875,0.00025,804,0.7070951610803604,,
415744,250.75,203,3819,14.19,108,0.7005049586296082,0.45584407448768616,-7.52110208850354e-05,-0.2706404272466898,0.2,0.009388805,0.04736328125,0.00025,808,0.9771863035857677,,
417792,248.23,204,3824,13.95,109,0.49362796545028687,0.4442213773727417,-0.0007307057967409492,-0.28278076834976673,0.2,0.004780432,0.0244140625,0.00025,812,0.976743470877409,,
419840,247.64,205,3828,13.89,109,0.6657295227050781,0.45081013441085815,-0.0002704068028833717,-0.26485422626137733,0.2,0.006905747,0.0291748046875,0.00025,816,0.847629252821207,,
421888,247.3,206,3831,13.83,110,0.6299898624420166,0.40787771344184875,7.297971751540899e-05,-0.2936491444706917,0.2,0.002698374,0.0338134765625,0.00025,820,0.862787801772356,,
423936,247.16,207,3836,13.76,110,0.7176810503005981,0.3944796323776245,-0.0020880227675661445,-0.2754947692155838,0.2,0.005103652,0.0438232421875,0.00025,824,0.8836037069559097,,
425984,246.39,208,3842,13.67,110,0.7265657186508179,0.2361079305410385,-0.0011930369364563376,-0.27851327881217003,0.2,0.002364693,0.023681640625,0.00025,828,0.5617455039173365,,
428032,246.16,209,3845,13.61,111,0.7199674844741821,0.35535261034965515,0.001505661872215569,-0.24052762519568205,0.2,0.008010644,0.0504150390625,0.00025,832,0.8355859890580177,,
430080,245.86,210,3850,13.66,111,0.7445886135101318,0.2943844795227051,-0.0028623347607208416,-0.23412044532597065,0.2,0.004299293,0.03759765625,0.00025,836,0.7546291016042233,,
432128,244.93,211,3855,13.55,112,0.6947842836380005,0.4400175213813782,-0.0010649121250025928,-0.2084362730383873,0.2,0.0038619465,0.02783203125,0.00025,840,0.9773956947028637,,
434176,246.95,212,3857,13.69,112,0.7570903897285461,0.31869959831237793,0.0014112627832219005,-0.17575564049184322,0.2,0.008777231,0.0518798828125,0.00025,844,0.7559303343296051,,
436224,248.51,213,3862,13.79,112,0.6729110479354858,0.5600624680519104,0.00036066657048650086,-0.18798180483281612,0.2,0.005596364,0.0450439453125,0.00025,848,1.2359846085309982,,
438272,248.31,214,3865,13.78,113,0.7728410959243774,0.3392942547798157,-8.297798922285438e-05,-0.22342612128704786,0.2,0.006082653,0.031494140625,0.00025,852,0.8067365325987339,,
440320,250.62,215,3867,13.87,113,0.625882089138031,0.4796263575553894,0.0004801830218639225,-0.27534037455916405,0.2,0.004899742,0.039306640625,0.00025,856,1.013024590909481,,
442368,249.54,216,3871,13.88,114,0.6959613561630249,0.48600733280181885,0.0009117588633671403,-0.24055260512977839,0.2,0.0051261988,0.057861328125,0.00025,860,0.9220468662679195,,
444416,248.3,217,3874,13.85,114,0.7124961614608765,0.49346765875816345,0.00042951671639457345,-0.2795598115772009,0.2,0.008049133,0.0494384765625,0.00025,864,0.9677466154098511,,
446464,247.41,218,3879,13.76,115,0.7119880318641663,0.37881359457969666,0.00022305583115667105,-0.2897233124822378,0.2,0.004604311,0.0306396484375,0.00025,868,0.8580249436199665,,
448512,245.95,219,3884,13.7,115,0.7830566167831421,0.3879536986351013,0.002991408808156848,-0.29038940370082855,0.2,0.004646739,0.061279296875,0.00025,872,0.8755138032138348,,
450560,244.79,220,3889,13.58,115,0.7080796360969543,0.46600717306137085,-0.0008359919011127204,-0.2491508387029171,0.2,0.0025723246,0.0245361328125,0.00025,876,1.0030127726495266,,
452608,245.99,221,3892,13.64,116,0.7923826575279236,0.4335138201713562,-0.0009791433985810727,-0.19118773564696312,0.2,0.0036517517,0.021484375,0.00025,880,0.973010528832674,,
454656,243.18,222,3897,13.37,116,0.7124382853507996,0.5367147922515869,0.0016749140340834856,-0.2436503805220127,0.2,0.006110104,0.0504150390625,0.00025,884,1.1430430710315704,,
456704,238.59,223,3901,13.15,117,0.6659253835678101,0.5744965672492981,0.0001554303744342178,-0.2539783585816622,0.2,0.0033859678,0.02734375,0.00025,888,1.2762226536870003,,
458752,236.2,224,3906,12.98,117,0.7281998991966248,0.34570688009262085,-0.0010666829766705632,-0.26685598585754633,0.2,0.009875478,0.0489501953125,0.00025,892,0.9364910908043385,,
460800,235.54,225,3910,12.97,117,0.5128116011619568,0.47990161180496216,0.00322683944250457,-0.2846691748127341,0.2,0.011949715,0.0687255859375,0.00025,896,1.1131435744464397,,
462848,235.51,226,3914,12.91,118,0.6603900790214539,0.3839785158634186,-0.0009216328035108745,-0.3528858348727226,0.2,0.004069373,0.052734375,0.00025,900,0.8923899307847023,,
464896,233.44,227,3919,12.85,118,0.7534067630767822,0.39381200075149536,0.0011460552923381329,-0.32202442549169064,0.2,0.0076489043,0.07763671875,0.00025,904,0.8693177737295628,,
466944,232.18,228,3924,12.73,118,0.6298834085464478,0.45427244901657104,-0.0018098040600307286,-0.30519790947437286,0.2,0.004248335,0.0325927734375,0.00025,908,1.0452198386192322,,
468992,232.15,229,3927,12.7,119,0.7743615508079529,0.3300567865371704,-0.0001296096306759864,-0.29977076314389706,0.2,0.0025001531,0.0313720703125,0.00025,912,0.7311430796980858,,
471040,232.9,230,3929,12.75,119,0.783799409866333,0.3157265782356262,-0.0010400249739177525,-0.33762051723897457,0.2,0.012155069,0.0677490234375,0.00025,916,0.6754323281347752,,
473088,230.67,231,3933,12.66,120,0.7697563171386719,0.36712783575057983,-0.000777556502725929,-0.35496001318097115,0.2,0.0070555466,0.0462646484375,0.00025,920,0.8223658837378025,,
475136,228.01,232,3936,12.49,120,0.7472689151763916,0.5258033275604248,0.0010144385159946978,-0.38246108405292034,0.2,0.004884284,0.0675048828125,0.00025,924,1.0047853253781796,,
477184,229.95,233,3940,12.63,121,0.689508855342865,0.497769832611084,0.0008263021300081164,-0.30273254960775375,0.2,0.0032093432,0.0469970703125,0.00025,928,1.0952245220541954,,
479232,229.43,234,3943,12.56,121,0.7916398048400879,0.44765475392341614,-0.003160196647513658,-0.2990806121379137,0.2,0.0048115784,0.0513916015625,0.00025,932,0.9412287883460522,,
481280,231.56,235,3947,12.52,121,0.7192869186401367,0.4153949022293091,0.0022174636251293123,-0.2982179746031761,0.2,0.004707383,0.0675048828125,0.00025,936,0.9316614083945751,,
483328,226.72,236,3949,12.18,122,0.7415417432785034,0.38556116819381714,0.0021370611575548537,-0.33469704166054726,0.2,0.013122689,0.0670166015625,0.00025,940,0.9228498451411724,,
485376,223.72,237,3953,12.04,122,0.7656581997871399,0.3343658745288849,0.00409207894699648,-0.35272846184670925,0.2,0.01549058,0.11669921875,0.00025,944,0.8823170550167561,,
487424,224.31,238,3957,12.11,123,0.7334531545639038,0.4168887734413147,-0.0008647633076179773,-0.26755698304623365,0.2,0.007789665,0.043212890625,0.00025,948,0.8885377459228039,,
489472,227.38,239,3961,12.28,123,0.7593884468078613,0.38098374009132385,1.590693136677146e-05,-0.29058765433728695,0.2,0.0040046633,0.035888671875,0.00025,952,0.8260076306760311,,
491520,231.51,240,3962,12.56,124,0.7483717203140259,0.311305433511734,-0.0024160694738384336,-0.24189336877316236,0.2,0.0032188485,0.0257568359375,0.00025,956,0.7179189510643482,,
493568,229.8,241,3964,12.45,124,0.7472852468490601,0.4755311906337738,-0.0005695004656445235,-0.24219803046435118,0.2,0.0049796854,0.0543212890625,0.00025,960,1.0504861511290073,,
495616,231.66,242,3968,12.62,124,0.7014774084091187,0.4077165126800537,0.0004941727966070175,-0.22450710088014603,0.2,0.014438456,0.060791015625,0.00025,964,0.9878452494740486,,
497664,232.74,243,3969,12.65,125,0.8012204170227051,0.48802998661994934,-0.0004776449059136212,-0.23774906527251005,0.2,0.0070549157,0.0487060546875,0.00025,968,0.989262230694294,,
499712,228.61,244,3972,12.46,125,0.7633892297744751,0.45075467228889465,0.0005406679410953075,-0.31909650191664696,0.2,0.0041142106,0.05078125,0.00025,972,1.0232441015541553,,
500000,,,,,,0.8207669854164124,0.29372912645339966,0.0002097490942105651,-0.25885808654129505,0.2,0.01416621,0.060546875,0.00025,976,0.7724998742341995,12.8,218.25
501760,229.49,245,3847,12.49,130,,,,,,,,,,,,
503808,228.9,246,3848,12.53,130,0.7977816462516785,0.415158212184906,0.002917046513175592,-0.2596570514142513,0.2,0.008319061,0.084228515625,0.00025,980,0.9454887174069881,,
505856,229.82,247,3852,12.63,131,0.7616876363754272,0.5063849091529846,0.0009373045177198946,-0.2605513194575906,0.2,0.0045553693,0.0560302734375,0.00025,984,0.8993728458881378,,
507904,231.45,248,3853,12.77,131,0.7106698155403137,0.37437114119529724,-0.002968423825222999,-0.2667228765785694,0.2,0.0063563287,0.0399169921875,0.00025,988,0.9153961539268494,,
509952,230.66,249,3856,12.62,132,0.7646552324295044,0.32403644919395447,0.002005246904445812,-0.2663408564403653,0.2,0.00910779,0.0677490234375,0.00025,992,0.7288564331829548,,
512000,224.6,250,3860,12.27,132,0.7531770467758179,0.3823862075805664,0.0010657946404535323,-0.2561376504600048,0.2,0.00609819,0.048095703125,0.00025,996,0.9216673001646996,,
514048,223.1,251,3862,12.21,133,0.6833335757255554,0.4964281916618347,-0.0003766070294659585,-0.25836852192878723,0.2,0.007005069,0.0325927734375,0.00025,1000,1.1393890529870987,,
516096,222.58,252,3863,12.18,133,0.7509637475013733,0.42535242438316345,-0.0008732631104066968,-0.26062281616032124,0.2,0.0029798385,0.02880859375,0.00025,1004,0.8869812861084938,,
518144,221.75,253,3867,12.08,133,0.7324284315109253,0.39130210876464844,0.0028503469948191196,-0.24225583672523499,0.2,0.031759884,0.0833740234375,0.00025,1008,0.8353963121771812,,
520192,221.74,254,3869,12.02,134,0.7205848693847656,0.4726611077785492,0.0015680243959650397,-0.2160178367048502,0.2,0.006081057,0.0384521484375,0.00025,1012,1.0149424746632576,,
522240,218.35,255,3873,11.8,134,0.7977029085159302,0.40521734952926636,-0.0003483142936602235,-0.20624169521033764,0.2,0.012197128,0.0484619140625,0.00025,1016,0.8799403011798859,,
524288,217.3,256,3876,11.67,135,0.7561739087104797,0.3284510374069214,0.003326780570205301,-0.21990844327956438,0.2,0.0048615425,0.0572509765625,0.00025,1020,0.9203930012881756,,
526336,215.22,257,3880,11.57,135,0.8286172747612,0.38064447045326233,-0.00042216191650368273,-0.1945479568094015,0.2,0.002928427,0.038818359375,0.00025,1024,0.833803728222847,,
528384,214.16,258,3882,11.51,136,0.7696961760520935,0.46664056181907654,-0.00027216781745664775,-0.20765335857868195,0.2,0.0019012822,0.03857421875,0.00025,1028,1.0329470969736576,,
530432,213.64,259,3886,11.54,136,0.8137670159339905,0.29876255989074707,-0.0018588343518786132,-0.2674132650718093,0.2,0.0043083476,0.0443115234375,0.00025,1032,0.7614238373935223,,
532480,214.04,260,3888,11.47,136,0.8290387392044067,0.3020658493041992,0.0008906284929253161,-0.25123352371156216,0.2,0.004529328,0.04248046875,0.00025,1036,0.7820599190890789,,
534528,215.92,261,3890,11.61,137,0.7741947770118713,0.38903266191482544,-0.0010801852185977623,-0.24545088969171047,0.2,0.008029336,0.0609130859375,0.00025,1040,0.9088129848241806,,
536576,213.84,262,3893,11.45,137,0.7928135991096497,0.49944666028022766,-0.00010502900113351643,-0.24002214428037405,0.2,0.0043276623,0.02734375,0.00025,1044,1.1765643917024136,,
538624,209.22,263,3892,11.14,138,0.7904772758483887,0.3568532168865204,-0.0023241241578944027,-0.2561735734343529,0.2,0.0040146136,0.066650390625,0.00025,1048,0.8363687060773373,,
540672,205.02,264,3896,10.88,138,0.7733380794525146,0.41434264183044434,0.00022357939451467246,-0.28966375067830086,0.2,0.0030980213,0.0240478515625,0.00025,1052,0.9030438847839832,,
542720,207.48,265,3898,10.95,139,0.7683652639389038,0.3942864239215851,-0.0003374554216861725,-0.24110904801636934,0.2,0.0046642413,0.040771484375,0.00025,1056,0.8936835639178753,,
544768,206.56,266,3901,10.9,139,0.7710751295089722,0.4377760589122772,-0.0011222392495255917,-0.22358503937721252,0.2,0.00385162,0.035400390625,0.00025,1060,0.9365913346409798,,
546816,208.74,267,3905,11.04,140,0.7230474948883057,0.4750538766384125,-9.971906547434628e-05,-0.23517492972314358,0.2,0.00630877,0.041748046875,0.00025,1064,1.0180381424725056,,
548864,205.78,268,3907,10.82,140,0.8120105862617493,0.392813503742218,0.0007963875832501799,-0.21933185309171677,0.2,0.0074204346,0.03515625,0.00025,1068,0.9804621040821075,,
550912,206.38,269,3910,10.78,140,0.7953842282295227,0.42762327194213867,-0.0006366899469867349,-0.23978650104254484,0.2,0.006710507,0.0408935546875,0.00025,1072,0.9454675726592541,,
552960,205.79,270,3910,10.84,141,0.7670878767967224,0.489984929561615,-0.0002200781600549817,-0.19354169070720673,0.2,0.0038720935,0.0230712890625,0.00025,1076,1.001269020140171,,
555008,203.79,271,3912,10.7,141,0.8306322693824768,0.3834538459777832,0.0017262155306525528,-0.23961197771131992,0.2,0.008703568,0.0372314453125,0.00025,1080,0.7676683776080608,,
557056,206.75,272,3913,10.91,142,0.7500925064086914,0.43992161750793457,-0.003264584083808586,-0.25110205728560686,0.2,0.0038165837,0.037353515625,0.00025,1084,0.9287397414445877,,
559104,208.73,273,3914,11.08,142,0.8461964130401611,0.3706672191619873,-0.00031591663719154894,-0.22856227308511734,0.2,0.0039162165,0.0347900390625,0.00025,1088,0.7182400599122047,,
561152,209.5,274,3917,11.15,143,0.7629595994949341,0.49535760283470154,0.003313798923045397,-0.2926481608301401,0.2,0.0066474164,0.0443115234375,0.00025,1092,1.0955685563385487,,
563200,212.24,275,3919,11.4,143,0.7437354922294617,0.33927422761917114,0.000883822503965348,-0.20278161391615868,0.2,0.006844672,0.040283203125,0.00025,1096,0.7978651188313961,,
565248,213.67,276,3922,11.54,144,0.7919808626174927,0.40508174896240234,-0.0014592010993510485,-0.23076571431010962,0.2,0.00513128,0.0347900390625,0.00025,1100,0.8724019601941109,,
567296,215.82,277,3923,11.8,144,0.7383012771606445,0.40749385952949524,-0.0015730513841845095,-0.2344757318496704,0.2,0.0042007556,0.0306396484375,0.00025,1104,0.8640409894287586,,
569344,215.96,278,3926,11.84,144,0.784583568572998,0.44720324873924255,-0.0005704965151380748,-0.288008002564311,0.2,0.012164459,0.0736083984375,0.00025,1108,0.982378676533699,,
571392,220.15,279,3927,12.18,145,0.7189342975616455,0.3090732991695404,-0.0017256351129617542,-0.25522688683122396,0.2,0.0040014214,0.0369873046875,0.00025,1112,0.7182727679610252,,
573440,221.43,280,3930,12.25,145,0.7805569171905518,0.42995133996009827,0.0005449133168440312,-0.24072372913360596,0.2,0.0086147245,0.0462646484375,0.00025,1116,0.9966015182435513,,
575488,226.58,281,3933,12.49,146,0.7303147315979004,0.3939953148365021,0.00024233563453890383,-0.2554770139977336,0.2,0.013354797,0.0545654296875,0.00025,1120,0.9181693531572819,,
577536,228.43,282,3933,12.62,146,0.8080554604530334,0.3713049292564392,0.004320155509049073,-0.2946173883974552,0.2,0.00694012,0.0794677734375,0.00025,1124,0.803653921931982,,
579584,228.93,283,3936,12.6,147,0.8045850992202759,0.3489244282245636,0.0018114067788701504,-0.2929413076490164,0.2,0.0039831265,0.0400390625,0.00025,1128,0.8302536644041538,,
581632,226.03,284,3936,12.38,147,0.7686936855316162,0.49642056226730347,-0.0010730065987445414,-0.26137223467230797,0.2,0.002856142,0.03125,0.00025,1132,1.1127562262117863,,
583680,226.09,285,3938,12.41,148,0.8474603295326233,0.3642817437648773,-0.0011109260376542807,-0.28088090009987354,0.2,0.005674572,0.0399169921875,0.00025,1136,0.7972736246883869,,
585728,225.88,286,3940,12.31,148,0.7413132190704346,0.3956473171710968,0.0027905885071959347,-0.3015722818672657,0.2,0.004662277,0.0657958984375,0.00025,1140,0.8771370872855186,,
587776,222.68,287,3942,11.98,149,0.804987370967865,0.32450923323631287,-0.0001959015498869121,-0.25121412612497807,0.2,0.0051487805,0.0540771484375,0.00025,1144,0.7562343813478947,,
589824,220.86,288,3945,11.78,149,0.7650378346443176,0.4029558300971985,-0.0009689185535535216,-0.2465870250016451,0.2,0.0061998437,0.0367431640625,0.00025,1148,0.872278269380331,,
