rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/learning_rate,train/value_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/clip_range,train/explained_variance,eval/mean_ep_length,eval/mean_reward
47.9,141,3406,84,11.65,288768,560,0.0001,1022.0370864868164,0.102294921875,0.011452606,-0.003673432598588988,-0.9754566662013531,478.1296081542969,0.2,0.3936265707015991,,
48.48,142,3407,85,11.28,290816,564,0.0001,720.2020034790039,0.32861328125,0.020232424,0.014363404305186123,-0.9734402187168598,381.11505126953125,0.2,0.36470407247543335,,
48.97,143,3407,85,11.87,292864,568,0.0001,960.4780502319336,0.2987060546875,0.015658809,-0.004595902399159968,-0.9444513767957687,485.8932189941406,0.2,0.22285163402557373,,
43.86,144,3408,86,12.9,294912,572,0.0001,704.519660949707,0.1656494140625,0.02038531,-0.013516798993805423,-0.9342746213078499,349.120849609375,0.2,0.45202702283859253,,
51.31,145,3407,87,11.19,296960,576,0.0001,635.5662879943848,0.1383056640625,0.009791506,0.001540624856716022,-0.9579732827842236,304.00665283203125,0.2,0.38573330640792847,,
49.69,146,3407,87,11.55,299008,580,0.0001,566.2275314331055,0.08544921875,0.0076429695,-0.0017487751320004463,-0.9665042161941528,271.0746765136719,0.2,0.3977036476135254,,
,,,,,299904,584,0.0001,620.6827163696289,0.1778564453125,0.027094701,0.013508281903341413,-0.9923979938030243,322.88970947265625,0.2,0.3012935519218445,8.5,63.35
39.4,147,3399,88,13.77,301056,,,,,,,,,,,,
40.45,148,3399,89,13.39,303104,588,0.0001,1138.8177185058594,0.37109375,0.019673191,0.0005588187486864626,-0.9642805196344852,533.6747436523438,0.2,0.3931596279144287,,
56.85,149,3400,89,10.03,305152,592,0.0001,965.4586753845215,0.2694091796875,0.017552938,-0.000367696033208631,-0.8868947774171829,396.17767333984375,0.2,0.5320006608963013,,
56.66,150,3399,90,10.08,307200,596,0.0001,807.4091911315918,0.1510009765625,0.010428949,-5.4778356570750475e-05,-0.883319228887558,370.1569519042969,0.2,0.6430438756942749,,
49.66,151,3399,90,11.82,309248,600,0.0001,528.0626010894775,0.1810302734375,0.0101012755,0.005323787685483694,-0.936990462243557,265.21533203125,0.2,0.38299304246902466,,
43.13,152,3400,91,13.25,311296,604,0.0001,659.7329177856445,0.206298828125,0.013773017,0.005979238689178601,-0.9618043415248394,333.301025390625,0.2,0.3198258876800537,,
49.41,153,3400,92,12.06,313344,608,0.0001,720.1809234619141,0.1270751953125,0.007887047,0.003255126182921231,-0.9947623573243618,336.0017395019531,0.2,0.2727067470550537,,
59.75,154,3399,92,9.67,315392,612,0.0001,666.0299301147461,0.09619140625,0.010906957,-0.007560699101304635,-0.9872153289616108,310.19769287109375,0.2,0.35856592655181885,,
55.09,155,3399,93,10.68,317440,616,0.0001,536.8883590698242,0.165771484375,0.0069315154,0.0005842892278451473,-0.9310787431895733,252.65145874023438,0.2,0.42371517419815063,,
57.4,156,3399,93,10.21,319488,620,0.0001,471.28449630737305,0.1695556640625,0.027025325,0.007866418513003737,-0.9537146054208279,214.80169677734375,0.2,0.3797376751899719,,
47.84,157,3399,94,12.1,321536,624,0.0001,517.5251350402832,0.05908203125,0.0036265433,-0.0005245369102340192,-0.9533415250480175,237.52090454101562,0.2,0.3719739317893982,,
59.25,158,3399,95,9.81,323584,628,0.0001,634.864070892334,0.0567626953125,0.0057949787,-0.0023338861647062004,-0.9567784406244755,328.4564208984375,0.2,0.32366180419921875,,
,,,,,324896,632,0.0001,504.643310546875,0.069091796875,0.0035253891,-0.0035165310255251825,-0.925774835050106,232.67137145996094,0.2,0.38893216848373413,6.65,73.25
55.06,159,3393,95,10.83,325632,,,,,,,,,,,,
54.64,160,3392,96,11.11,327680,636,0.0001,590.924072265625,0.0511474609375,0.008427242,-0.0032725690689403564,-0.8876746334135532,270.6482849121094,0.2,0.4566195607185364,,
66.8,161,3391,97,8.38,329728,640,0.0001,782.2522506713867,0.077392578125,0.005897441,-0.0013585540582425892,-0.857602559030056,382.1109924316406,0.2,0.4933127164840698,,
60.68,162,3391,97,9.63,331776,644,0.0001,613.9702606201172,0.1749267578125,0.013038671,-0.004156614362727851,-0.8441359475255013,319.2480163574219,0.2,0.5540516376495361,,
54.89,163,3391,98,10.99,333824,648,0.0001,418.74264335632324,0.0953369140625,0.0091875605,0.008701326267328113,-0.819769412279129,193.17111206054688,0.2,0.5028225183486938,,
57.05,164,3392,99,10.57,335872,652,0.0001,509.5584964752197,0.07763671875,0.0031699575,0.004525949450908229,-0.9152933731675148,262.2913513183594,0.2,0.3081728219985962,,
62.67,165,3392,99,9.15,337920,656,0.0001,483.59879875183105,0.119873046875,0.011203295,-0.00013628724263980985,-0.8914442807435989,218.5375518798828,0.2,0.45486652851104736,,
61.19,166,3392,100,9.44,339968,660,0.0001,434.5879020690918,0.063720703125,0.0048803724,-0.0032051746384240687,-0.8198316432535648,243.82252502441406,0.2,0.39854270219802856,,
58.13,167,3391,100,10.04,342016,664,0.0001,368.90826416015625,0.0316162109375,0.005551533,0.005237277306150645,-0.8426232747733593,169.10818481445312,0.2,0.3733437657356262,,
50.59,168,3392,101,11.48,344064,668,0.0001,434.7954273223877,0.0269775390625,0.003200905,0.005361164890928194,-0.9238406755030155,211.107177734375,0.2,0.349079430103302,,
62.22,169,3392,102,9.37,346112,672,0.0001,634.3826789855957,0.1141357421875,0.0055924,-0.005944128934061155,-0.8715920932590961,277.2763671875,0.2,0.4694909453392029,,
61.9,170,3393,102,9.19,348160,676,0.0001,381.3567543029785,0.109619140625,0.008993324,-0.00048363949463237077,-0.8524901457130909,177.23541259765625,0.2,0.41441142559051514,,
,,,,,349888,680,0.0001,439.1881046295166,0.078369140625,0.010755453,0.0037757550016976893,-0.8540250845253468,238.23907470703125,0.2,0.3490326404571533,9.75,61.8
51.02,171,3388,103,11.63,350208,,,,,,,,,,,,
61.94,172,3388,103,9.53,352256,684,0.0001,680.547046661377,0.047607421875,0.007729808,0.0007821297040209174,-0.8485567159950733,362.6100769042969,0.2,0.42816460132598877,,
56.05,173,3389,104,10.93,354304,688,0.0001,546.2793197631836,0.0584716796875,0.005262542,-0.0014153994270600379,-0.8638156056404114,276.1429748535156,0.2,0.3120201826095581,,
58.28,174,3389,105,10.41,356352,692,0.0001,500.9490718841553,0.063720703125,0.0068756714,-0.0042351121082901955,-0.8109928667545319,227.788818359375,0.2,0.36472833156585693,,
55.76,175,3388,105,10.8,358400,696,0.0001,379.80363273620605,0.0892333984375,0.009968628,-0.00010681571438908577,-0.8359656296670437,179.5056610107422,0.2,0.3924500346183777,,
57.47,176,3388,106,10.47,360448,700,0.0001,472.7497844696045,0.1478271484375,0.009321788,0.007862141530495137,-0.8783897869288921,236.93142700195312,0.2,0.2832983136177063,,
62.11,177,3388,106,9.52,362496,704,0.0001,673.9353637695312,0.1312255859375,0.013180296,-0.006150650704512373,-0.8096698112785816,323.4267578125,0.2,0.4168264865875244,,
55.63,178,3389,107,10.92,364544,708,0.0001,538.6663761138916,0.1534423828125,0.022023033,0.0017181924486067146,-0.745041586458683,266.5536804199219,0.2,0.5470011234283447,,
54.69,179,3389,108,11.11,366592,712,0.0001,612.4322738647461,0.123779296875,0.00958279,5.6628225138410926e-05,-0.744989637285471,312.446533203125,0.2,0.5061976909637451,,
65.62,180,3388,108,8.71,368640,716,0.0001,565.7169189453125,0.067626953125,0.005389788,0.0014713458949699998,-0.7819534800946712,290.56622314453125,0.2,0.22312647104263306,,
59.64,181,3388,109,10.09,370688,720,0.0001,470.4869689941406,0.0745849609375,0.005843247,0.0007512492302339524,-0.8040197193622589,225.56002807617188,0.2,0.34107279777526855,,
61.28,182,3388,110,9.66,372736,724,0.0001,422.90790367126465,0.0634765625,0.0031007377,-0.0031710404437035322,-0.7795222960412502,199.34474182128906,0.2,0.37271398305892944,,
62.2,183,3388,110,9.3,374784,728,0.0001,325.5652484893799,0.078857421875,0.0056017227,-0.0015260710497386754,-0.8050268366932869,162.99237060546875,0.2,0.41453832387924194,,
,,,,,374880,732,0.0001,400.0419063568115,0.0504150390625,0.005154501,-0.0012947515933774412,-0.7756177186965942,184.7710418701172,0.2,0.3601440191268921,6.15,76.3
60.05,184,3383,111,9.73,376832,,,,,,,,,,,,
58.67,185,3383,111,10.02,378880,736,0.0001,438.3762664794922,0.09033203125,0.0050451593,0.0033064259914681315,-0.7791478224098682,218.39144897460938,0.2,0.33571141958236694,,
62.63,186,3383,112,9.16,380928,740,0.0001,317.79605865478516,0.0576171875,0.0047668973,2.0334962755441666e-05,-0.7716818749904633,164.67559814453125,0.2,0.43440836668014526,,
58.27,187,3383,113,10.07,382976,744,0.0001,413.9391860961914,0.122314453125,0.010483854,0.0043937553418800235,-0.7304956242442131,207.82241821289062,0.2,0.36660462617874146,,
62.09,188,3383,113,9.22,385024,748,0.0001,592.9373893737793,0.10888671875,0.019948207,0.0005451350298244506,-0.7216566130518913,270.9862365722656,0.2,0.45330893993377686,,
57.38,189,3382,114,10.53,387072,752,0.0001,413.8370819091797,0.123779296875,0.015747061,0.00041682604933157563,-0.7432941310107708,197.1401824951172,0.2,0.3551939129829407,,
65.04,190,3382,115,8.88,389120,756,0.0001,345.3115634918213,0.1156005859375,0.022454225,0.0019214063067920506,-0.7010512538254261,181.7981719970703,0.2,0.44726866483688354,,
60.88,191,3382,115,9.79,391168,760,0.0001,334.0357189178467,0.1136474609375,0.012212693,0.0012837947579100728,-0.7399679496884346,161.02542114257812,0.2,0.39964109659194946,,
60.16,192,3383,116,9.77,393216,764,0.0001,324.511043548584,0.0780029296875,0.00848203,0.002732529625063762,-0.7701825499534607,159.6959686279297,0.2,0.42984288930892944,,
59.72,193,3383,116,10.03,395264,768,0.0001,390.78656578063965,0.0870361328125,0.00986701,0.0037230935995467007,-0.7765203528106213,202.60186767578125,0.2,0.3342645764350891,,
64.06,194,3383,117,9.27,397312,772,0.0001,337.5191173553467,0.196044921875,0.018042568,0.008850549842463806,-0.81379609182477,167.32229614257812,0.2,0.4301984906196594,,
64.03,195,3383,118,9.17,399360,776,0.0001,320.98198318481445,0.1053466796875,0.011121092,-0.001432300836313516,-0.7879777811467648,162.92367553710938,0.2,0.3942815661430359,,
,,,,,399872,780,0.0001,254.8560390472412,0.131591796875,0.013242554,0.0013818087172694504,-0.7557080462574959,102.48809051513672,0.2,0.4725286364555359,8.45,67.4
63.39,196,3378,118,9.28,401408,,,,,,,,,,,,
