time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,eval/mean_ep_length,eval/mean_reward,train/loss,train/learning_rate,train/n_updates
1501,2841.41,0.01,558,839280,-18.02,2672,,,0.0025133932940661907,0.0001,184819
1507,2863.8,0.01,558,842618,-17.93,2676,,,0.010595227591693401,0.0001,185654
1513,2864.48,0.01,558,845534,-17.97,2680,,,0.0049172681756317616,0.0001,186383
1517,2838.17,0.01,558,847883,-18.03,2684,,,0.004396573640406132,0.0001,186970
1522,2830.97,0.01,558,851123,-18.08,2688,,,0.009222185239195824,0.0001,187780
1528,2852.78,0.01,558,854259,-18.04,2692,,,0.007287634536623955,0.0001,188564
1534,2866.53,0.01,558,857570,-17.98,2696,,,0.007070464547723532,0.0001,189392
1539,2878.8,0.01,558,860630,-17.91,2700,,,0.009808354079723358,0.0001,190157
1545,2920.99,0.01,558,864059,-17.8,2704,,,0.00753161171451211,0.0001,191014
1550,2932.12,0.01,558,866972,-17.8,2708,,,0.010037275031208992,0.0001,191742
1555,2932.51,0.01,558,869542,-17.83,2712,,,0.007550097536295652,0.0001,192385
1560,2927.15,0.01,558,872209,-17.87,2716,,,0.008326105773448944,0.0001,193052
1566,2944.66,0.01,558,875594,-17.74,2720,,,0.007896652445197105,0.0001,193898
1571,2954.06,0.01,559,878690,-17.63,2724,,,0.0072599914856255054,0.0001,194672
1577,2976.41,0.01,559,881853,-17.6,2728,,,0.00440569780766964,0.0001,195463
1583,3014.01,0.01,559,885454,-17.54,2732,,,0.005101353861391544,0.0001,196363
1589,3033.62,0.01,559,888587,-17.46,2736,,,0.004254023544490337,0.0001,197146
1593,3022.89,0.01,559,891183,-17.52,2740,,,0.009827321395277977,0.0001,197795
1599,3035.76,0.01,559,894238,-17.43,2744,,,0.00505570974200964,0.0001,198559
1604,3036.61,0.01,559,897095,-17.48,2748,,,0.0049465615302324295,0.0001,199273
,,0.01,,900000,,,2877.6,-18.25,0.007722808513790369,0.0001,199999
1627,3042.27,0.01,552,900071,-17.44,2752,,,0.0202629454433918,0.0001,200017
1633,3064.76,0.01,552,903078,-17.34,2756,,,0.004499416798353195,0.0001,200769
1638,3060.26,0.01,553,906175,-17.34,2760,,,0.021588362753391266,0.0001,201543
1643,3054.48,0.01,553,909019,-17.36,2764,,,0.0059363022446632385,0.0001,202254
1649,3077.19,0.01,553,912416,-17.28,2768,,,0.008954406715929508,0.0001,203103
1656,3095.51,0.01,553,916135,-17.21,2772,,,0.009557100012898445,0.0001,204033
1661,3087.71,0.01,553,919282,-17.21,2776,,,0.015363871119916439,0.0001,204820
1667,3093.69,0.01,553,922341,-17.13,2780,,,0.01130356453359127,0.0001,205585
1672,3122.03,0.01,553,925401,-17.09,2784,,,0.009375862777233124,0.0001,206350
1678,3113.39,0.01,553,928426,-17.09,2788,,,0.013797001913189888,0.0001,207106
1684,3126.02,0.01,553,931879,-17.05,2792,,,0.007517865858972073,0.0001,207969
1690,3139.33,0.01,553,935523,-17.06,2796,,,0.003758396254852414,0.0001,208880
1696,3139.64,0.01,553,938596,-17.07,2800,,,0.02192600816488266,0.0001,209648
1702,3136.65,0.01,553,941959,-17.06,2804,,,0.005362696945667267,0.0001,210489
1707,3141.08,0.01,553,944979,-16.96,2808,,,0.005951462779194117,0.0001,211244
1714,3194.87,0.01,553,948894,-16.78,2812,,,0.007567188702523708,0.0001,212223
1720,3215.57,0.01,553,952078,-16.77,2816,,,0.01186384167522192,0.0001,213019
1726,3226.84,0.01,553,955743,-16.72,2820,,,0.01379796490073204,0.0001,213935
1732,3227.15,0.01,553,958850,-16.83,2824,,,0.01149480976164341,0.0001,214712
1737,3220.89,0.01,553,961856,-16.92,2828,,,0.00457626860588789,0.0001,215463
1742,3193.55,0.01,553,964776,-17.0,2832,,,0.00341867096722126,0.0001,216193
1748,3205.29,0.01,553,968194,-16.94,2836,,,0.005972701124846935,0.0001,217048
1755,3256.23,0.01,553,972067,-16.78,2840,,,0.00553696695715189,0.0001,218016
1760,3253.02,0.01,553,975043,-16.83,2844,,,0.00983817782253027,0.0001,218760
1767,3286.27,0.01,553,978720,-16.76,2848,,,0.006812994834035635,0.0001,219679
1773,3313.97,0.01,553,982388,-16.67,2852,,,0.007284097373485565,0.0001,220596
1779,3326.42,0.01,553,985712,-16.64,2856,,,0.004794381558895111,0.0001,221427
1786,3352.74,0.01,553,989474,-16.48,2860,,,0.014834031462669373,0.0001,222368
1791,3363.26,0.01,553,992587,-16.53,2864,,,0.0030938712880015373,0.0001,223146
1798,3374.05,0.01,553,996248,-16.56,2868,,,0.011655107140541077,0.0001,224061
1804,3367.52,0.01,554,999799,-16.6,2872,,,0.011630924418568611,0.0001,224949
,,0.01,,1000000,,,3617.4,-16.2,0.013974364846944809,0.0001,224999
1833,3389.77,0.01,547,1003510,-16.63,2876,,,0.005858751945197582,0.0001,225877
1839,3385.45,0.01,547,1006468,-16.66,2880,,,0.007901906967163086,0.0001,226616
1845,3410.35,0.01,547,1010151,-16.58,2884,,,0.00701315188780427,0.0001,227537
1852,3433.85,0.01,547,1013758,-16.52,2888,,,0.0031980806961655617,0.0001,228439
1857,3423.5,0.01,547,1016958,-16.56,2892,,,0.0105298375710845,0.0001,229239
1863,3417.2,0.01,547,1020448,-16.53,2896,,,0.010720798745751381,0.0001,230111
1869,3425.72,0.01,547,1023713,-16.46,2900,,,0.0039873914793133736,0.0001,230928
1875,3420.4,0.01,547,1026940,-16.55,2904,,,0.008317909203469753,0.0001,231734
1881,3436.4,0.01,547,1030364,-16.49,2908,,,0.006720568984746933,0.0001,232590
1887,3409.89,0.01,547,1033618,-16.55,2912,,,0.022693663835525513,0.0001,233404
1893,3424.98,0.01,547,1037175,-16.52,2916,,,0.008396310731768608,0.0001,234293
1900,3423.94,0.01,547,1040814,-16.61,2920,,,0.011820804327726364,0.0001,235203
1905,3428.95,0.01,547,1044047,-16.51,2924,,,0.010952075943350792,0.0001,236011
1912,3446.8,0.01,547,1047492,-16.44,2928,,,0.009008769877254963,0.0001,236872
1918,3478.69,0.01,547,1051205,-16.34,2932,,,0.016309337690472603,0.0001,237801
1924,3482.23,0.01,547,1054717,-16.3,2936,,,0.01275583915412426,0.0001,238679
1930,3456.9,0.01,548,1057955,-16.41,2940,,,0.003913437947630882,0.0001,239488
1938,3510.61,0.01,548,1062274,-16.17,2944,,,0.00803225114941597,0.0001,240568
1944,3517.3,0.01,548,1066127,-16.04,2948,,,0.0037095218431204557,0.0001,241531
1950,3488.61,0.01,548,1069078,-16.19,2952,,,0.012642002664506435,0.0001,242269
1956,3496.39,0.01,548,1072588,-16.13,2956,,,0.016918949782848358,0.0001,243146
1961,3464.35,0.01,548,1075551,-16.36,2960,,,0.005773574113845825,0.0001,243887
1968,3484.9,0.01,548,1079176,-16.22,2964,,,0.012115808203816414,0.0001,244793
1974,3483.59,0.01,548,1082799,-16.18,2968,,,0.00625539431348443,0.0001,245699
1981,3500.82,0.01,548,1086793,-16.12,2972,,,0.00546175567433238,0.0001,246698
1987,3481.81,0.01,548,1090019,-16.11,2976,,,0.03332347050309181,0.0001,247504
1993,3499.26,0.01,548,1093412,-16.09,2980,,,0.0023176674731075764,0.0001,248352
1999,3485.46,0.01,548,1096743,-16.17,2984,,,0.004450034350156784,0.0001,249185
,,0.01,,1100000,,,4087.85,-13.9,0.00937159825116396,0.0001,249999
2031,3489.58,0.01,541,1100453,-16.12,2988,,,0.003961952403187752,0.0001,250113
2038,3529.27,0.01,541,1104635,-15.94,2992,,,0.002611218485981226,0.0001,251158
2044,3521.75,0.01,541,1107933,-15.95,2996,,,0.004923676140606403,0.0001,251983
2051,3545.55,0.01,541,1111804,-15.88,3000,,,0.006594479084014893,0.0001,252950
2058,3572.97,0.01,541,1115708,-15.79,3004,,,0.0073250941932201385,0.0001,253926
2065,3595.25,0.01,542,1119697,-15.78,3008,,,0.008919943124055862,0.0001,254924
2072,3613.82,0.01,542,1123414,-15.78,3012,,,0.004471779800951481,0.0001,255853
2079,3628.59,0.01,542,1127343,-15.67,3016,,,0.014530072920024395,0.0001,256835
2085,3624.96,0.01,542,1130895,-15.68,3020,,,0.003994836937636137,0.0001,257723
2092,3652.67,0.01,542,1134813,-15.59,3024,,,0.008337539620697498,0.0001,258703
2098,3644.2,0.01,542,1138042,-15.61,3028,,,0.007606940343976021,0.0001,259510
2104,3633.38,0.01,542,1141485,-15.55,3032,,,0.007250533439218998,0.0001,260371
2111,3648.95,0.01,542,1145376,-15.48,3036,,,0.00599505752325058,0.0001,261343
2118,3682.17,0.01,542,1149441,-15.36,3040,,,0.010081279091536999,0.0001,262360
2125,3658.85,0.01,542,1153167,-15.53,3044,,,0.0071579101495444775,0.0001,263291
2132,3673.32,0.01,542,1157382,-15.57,3048,,,0.005342364311218262,0.0001,264345
2139,3719.52,0.01,542,1161489,-15.44,3052,,,0.013007327914237976,0.0001,265372
2145,3718.13,0.01,542,1164966,-15.52,3056,,,0.010639583691954613,0.0001,266241
2151,3732.35,0.01,542,1168290,-15.47,3060,,,0.0034527680836617947,0.0001,267072
2158,3735.4,0.01,542,1171984,-15.38,3064,,,0.006099834106862545,0.0001,267995
2165,3737.19,0.01,543,1175663,-15.36,3068,,,0.02661033347249031,0.0001,268915
2171,3721.5,0.01,543,1179255,-15.31,3072,,,0.0030407896265387535,0.0001,269813
2178,3749.79,0.01,543,1183188,-15.23,3076,,,0.013666599988937378,0.0001,270796
2185,3774.22,0.01,543,1187186,-15.07,3080,,,0.0033969562500715256,0.0001,271796
2193,3811.48,0.01,543,1191452,-14.83,3084,,,0.008607759140431881,0.0001,272862
2200,3822.6,0.01,543,1195430,-14.84,3088,,,0.00865975208580494,0.0001,273857
2205,3787.24,0.01,543,1198737,-14.93,3092,,,0.015077020972967148,0.0001,274684
,,0.01,,1200000,,,4279.9,-14.65,0.0063802320510149,0.0001,274999
2238,3787.14,0.01,536,1202033,-14.95,3096,,,0.016577571630477905,0.0001,275508
2245,3784.95,0.01,536,1205848,-15.01,3100,,,0.00387005228549242,0.0001,276461
2251,3771.87,0.01,537,1209431,-15.02,3104,,,0.007393413223326206,0.0001,277357
2258,3759.98,0.01,537,1213107,-15.03,3108,,,0.01383144035935402,0.0001,278276
2265,3776.01,0.01,537,1217215,-14.94,3112,,,0.023500405251979828,0.0001,279303
2273,3804.72,0.01,537,1221860,-14.79,3116,,,0.010257132351398468,0.0001,280464
2279,3792.98,0.01,537,1225110,-14.81,3120,,,0.014905053190886974,0.0001,281277
2285,3774.63,0.01,537,1228569,-14.92,3124,,,0.014000237919390202,0.0001,282142
2292,3792.04,0.01,537,1232236,-14.85,3128,,,0.00692302081733942,0.0001,283058
2298,3789.55,0.01,537,1235616,-14.9,3132,,,0.0027556754648685455,0.0001,283903
2305,3789.62,0.01,537,1239508,-14.95,3136,,,0.006089536473155022,0.0001,284876
2312,3796.7,0.01,537,1243752,-14.97,3140,,,0.003072035266086459,0.0001,285937
2319,3792.37,0.01,537,1247375,-14.94,3144,,,0.00857754610478878,0.0001,286843
2325,3775.63,0.01,537,1251172,-15.05,3148,,,0.007682469207793474,0.0001,287792
2332,3757.39,0.01,538,1254817,-15.05,3152,,,0.005427107680588961,0.0001,288704
2337,3745.4,0.01,538,1257996,-15.02,3156,,,0.004722517915070057,0.0001,289498
2345,3776.5,0.01,538,1262093,-14.85,3160,,,0.009082653559744358,0.0001,290523
2351,3778.81,0.01,538,1265856,-14.96,3164,,,0.00925278477370739,0.0001,291463
2357,3765.79,0.01,538,1269209,-14.95,3168,,,0.0073755523189902306,0.0001,292302
2364,3768.54,0.01,538,1272875,-14.96,3172,,,0.014524955302476883,0.0001,293218
2371,3773.05,0.01,538,1276923,-14.97,3176,,,0.010381084866821766,0.0001,294230
2377,3758.32,0.01,538,1280560,-15.07,3180,,,0.003605310805141926,0.0001,295139
2383,3712.73,0.01,538,1283686,-15.21,3184,,,0.01495722308754921,0.0001,295921
2389,3696.81,0.01,538,1287278,-15.2,3188,,,0.005498175043612719,0.0001,296819
2395,3695.24,0.01,538,1290540,-15.16,3192,,,0.014612339437007904,0.0001,297634
2401,3697.35,0.01,538,1293887,-15.2,3196,,,0.015042043291032314,0.0001,298471
2407,3690.36,0.01,538,1297523,-15.19,3200,,,0.005298557225614786,0.0001,299380
,,0.01,,1300000,,,3770.9,-15.5,0.007980027236044407,0.0001,299999
2437,3677.07,0.01,533,1300768,-15.21,3204,,,0.016619376838207245,0.0001,300191
2443,3672.58,0.01,533,1304343,-15.23,3208,,,0.048966437578201294,0.0001,301085
2449,3647.59,0.01,533,1307835,-15.27,3212,,,0.004464995115995407,0.0001,301958
2456,3612.22,0.01,533,1311602,-15.48,3216,,,0.0031094157602638006,0.0001,302900
2462,3621.61,0.01,533,1315091,-15.38,3220,,,0.011137014254927635,0.0001,303772
2469,3632.99,0.01,534,1318838,-15.31,3224,,,0.0038177622482180595,0.0001,304709
2475,3624.08,0.01,534,1322284,-15.38,3228,,,0.011171669699251652,0.0001,305570
2482,3641.22,0.01,534,1326099,-15.31,3232,,,0.003235272830352187,0.0001,306524
2489,3654.67,0.01,534,1330336,-15.28,3236,,,0.013486119918525219,0.0001,307583
2496,3628.34,0.01,534,1333924,-15.27,3240,,,0.007478172890841961,0.0001,308480
2503,3639.26,0.01,534,1337823,-15.21,3244,,,0.0063361478969454765,0.0001,309455
2510,3652.97,0.01,534,1341960,-15.1,3248,,,0.004788389895111322,0.0001,310489
2516,3638.12,0.01,534,1345237,-15.13,3252,,,0.006373993121087551,0.0001,311309
2523,3661.22,0.01,534,1348995,-15.14,3256,,,0.005574691575020552,0.0001,312248
2530,3658.24,0.01,534,1353017,-15.09,3260,,,0.011412534862756729,0.0001,313254
2537,3677.05,0.01,534,1357245,-15.01,3264,,,0.012455219402909279,0.0001,314311
2543,3678.21,0.01,534,1360632,-15.02,3268,,,0.014685401692986488,0.0001,315157
2549,3666.26,0.01,534,1363993,-15.12,3272,,,0.010893862694501877,0.0001,315998
2557,3671.96,0.01,535,1368183,-15.03,3276,,,0.004160876385867596,0.0001,317045
2564,3687.66,0.01,535,1372204,-14.95,3280,,,0.007524402346462011,0.0001,318050
2570,3703.93,0.01,535,1375747,-14.97,3284,,,0.00536391232162714,0.0001,318936
2577,3720.04,0.01,535,1379733,-14.99,3288,,,0.005815037526190281,0.0001,319933
2583,3708.55,0.01,535,1382716,-15.13,3292,,,0.006015236489474773,0.0001,320678
2589,3715.12,0.01,535,1386226,-15.03,3296,,,0.006200391799211502,0.0001,321556
2596,3719.73,0.01,535,1389983,-15.01,3300,,,0.010904883965849876,0.0001,322495
2601,3714.77,0.01,535,1393107,-14.97,3304,,,0.007279678713530302,0.0001,323276
2607,3701.63,0.01,535,1396345,-14.95,3308,,,0.005247133783996105,0.0001,324086
,,0.01,,1400000,,,3963.55,-14.0,0.012738363817334175,0.0001,324999
2639,3714.66,0.01,530,1400158,-14.88,3312,,,0.002952746581286192,0.0001,325039
2645,3700.71,0.01,530,1403580,-14.86,3316,,,0.007687240839004517,0.0001,325894
2651,3704.86,0.01,530,1407172,-14.95,3320,,,0.006888965144753456,0.0001,326792
2658,3702.22,0.01,530,1410855,-14.94,3324,,,0.010278856381773949,0.0001,327713
2664,3707.73,0.01,530,1414439,-14.82,3328,,,0.005541052203625441,0.0001,328609
2671,3703.22,0.01,530,1418142,-14.91,3332,,,0.005857780575752258,0.0001,329535
2678,3695.21,0.01,530,1422175,-14.87,3336,,,0.01079108752310276,0.0001,330543
2686,3741.31,0.01,531,1426921,-14.71,3340,,,0.00781656801700592,0.0001,331730
2693,3726.11,0.01,531,1430443,-14.77,3344,,,0.039702244102954865,0.0001,332610
2699,3709.28,0.01,531,1434158,-14.77,3348,,,0.003786879125982523,0.0001,333539
2705,3714.26,0.01,531,1437562,-14.79,3352,,,0.005247626919299364,0.0001,334390
2712,3709.87,0.01,531,1441210,-14.77,3356,,,0.0032696137204766273,0.0001,335302
2718,3695.47,0.01,531,1444873,-14.94,3360,,,0.009900299832224846,0.0001,336218
2725,3676.94,0.01,531,1448639,-14.94,3364,,,0.011959860101342201,0.0001,337159
2732,3694.37,0.01,531,1452455,-14.92,3368,,,0.005626648664474487,0.0001,338113
2739,3729.8,0.01,531,1456708,-14.69,3372,,,0.011690586805343628,0.0001,339176
2746,3720.09,0.01,531,1460656,-14.71,3376,,,0.005275951698422432,0.0001,340163
2754,3736.8,0.01,531,1465102,-14.75,3380,,,0.005676101427525282,0.0001,341275
2762,3763.01,0.01,531,1469298,-14.72,3384,,,0.00831659883260727,0.0001,342324
2769,3766.5,0.01,531,1473375,-14.64,3388,,,0.005341803655028343,0.0001,343343
2776,3808.16,0.01,532,1477399,-14.49,3392,,,0.00551759684458375,0.0001,344349
2783,3818.66,0.01,532,1481172,-14.55,3396,,,0.006647608708590269,0.0001,345292
2790,3827.07,0.01,532,1485131,-14.53,3400,,,0.007608106359839439,0.0001,346282
2797,3861.35,0.01,532,1489114,-14.46,3404,,,0.006567643489688635,0.0001,347278
2804,3873.51,0.01,532,1492665,-14.49,3408,,,0.013941202312707901,0.0001,348166
2810,3871.65,0.01,532,1496435,-14.54,3412,,,0.0059954263269901276,0.0001,349108
,,0.01,,1500000,,,4197.55,-13.5,0.00724065862596035,0.0001,349999
2844,3903.21,0.01,527,1500634,-14.46,3416,,,0.019683808088302612,0.0001,350158
2851,3898.19,0.01,527,1504108,-14.49,3420,,,0.012946110218763351,0.0001,351026
2859,3938.36,0.01,527,1508796,-14.47,3424,,,0.012558983638882637,0.0001,352198
2866,3950.0,0.01,527,1512679,-14.5,3428,,,0.01607462391257286,0.0001,353169
2874,3979.6,0.01,527,1517123,-14.35,3432,,,0.0147214001044631,0.0001,354280
2879,3932.64,0.01,527,1519983,-14.56,3436,,,0.009225895628333092,0.0001,354995
2885,3888.01,0.01,527,1523608,-14.78,3440,,,0.008253039792180061,0.0001,355901
2893,3927.1,0.01,528,1528095,-14.69,3444,,,0.012244848534464836,0.0001,357023
2900,3921.23,0.01,528,1531658,-14.77,3448,,,0.010163802653551102,0.0001,357914
2907,3957.46,0.01,528,1535980,-14.63,3452,,,0.007764745038002729,0.0001,358994
2914,3962.65,0.01,528,1539754,-14.65,3456,,,0.0047572823241353035,0.0001,359938
2921,3968.52,0.01,528,1543551,-14.58,3460,,,0.009166209027171135,0.0001,360887
2929,4005.78,0.01,528,1548249,-14.55,3464,,,0.009380323812365532,0.0001,362062
2935,3998.98,0.01,528,1551893,-14.56,3468,,,0.005202185362577438,0.0001,362973
2942,3966.72,0.01,528,1555339,-14.8,3472,,,0.006782082840800285,0.0001,363834
2949,3976.45,0.01,528,1559522,-14.79,3476,,,0.01449265331029892,0.0001,364880
2957,3973.85,0.01,528,1563907,-14.77,3480,,,0.007339762523770332,0.0001,365976
2964,3957.18,0.01,528,1567683,-14.75,3484,,,0.007404455915093422,0.0001,366920
2970,3941.76,0.01,528,1571374,-14.78,3488,,,0.005218813195824623,0.0001,367843
2978,3952.6,0.01,529,1575673,-14.71,3492,,,0.009727630764245987,0.0001,368918
2985,3972.06,0.01,529,1579934,-14.64,3496,,,0.008841626346111298,0.0001,369983
2992,3964.76,0.01,529,1583721,-14.66,3500,,,0.012145336717367172,0.0001,370930
3000,3978.13,0.01,529,1588043,-14.55,3504,,,0.0078093805350363255,0.0001,372010
3007,4006.46,0.01,529,1592292,-14.44,3508,,,0.015276545658707619,0.0001,373072
3015,4026.04,0.01,529,1596554,-14.42,3512,,,0.00687180133536458,0.0001,374138
,,0.01,,1600000,,,3715.8,-15.8,0.003967385273426771,0.0001,374999
3046,4037.89,0.01,525,1601055,-14.43,3516,,,0.0064584338106215,0.0001,375263
3054,4066.42,0.01,525,1605235,-14.3,3520,,,0.008566856384277344,0.0001,376308
3061,4046.77,0.01,525,1609430,-14.29,3524,,,0.00789534393697977,0.0001,377357
3068,4058.85,0.01,525,1613613,-14.21,3528,,,0.004457462579011917,0.0001,378403
3076,4055.42,0.01,525,1617964,-14.17,3532,,,0.023482294753193855,0.0001,379490
3083,4086.62,0.01,525,1621603,-14.11,3536,,,0.021274762228131294,0.0001,380400
3090,4114.08,0.01,526,1625914,-14.04,3540,,,0.004029564559459686,0.0001,381478
3098,4098.72,0.01,526,1630022,-14.11,3544,,,0.019962625578045845,0.0001,382505
3106,4136.13,0.01,526,1634530,-14.0,3548,,,0.006952963769435883,0.0001,383632
3113,4135.14,0.01,526,1638822,-13.92,3552,,,0.007403465919196606,0.0001,384705
3122,4174.07,0.01,526,1643575,-13.78,3556,,,0.02429736591875553,0.0001,385893
3130,4201.22,0.01,526,1648064,-13.56,3560,,,0.012373864650726318,0.0001,387015
3138,4193.29,0.01,526,1652564,-13.62,3564,,,0.005919973365962505,0.0001,388140
3145,4215.25,0.01,526,1656757,-13.54,3568,,,0.0045592342503368855,0.0001,389189
3152,4236.36,0.01,526,1660737,-13.45,3572,,,0.009483788162469864,0.0001,390184
3160,4250.24,0.01,526,1665268,-13.44,3576,,,0.009771691635251045,0.0001,391316
3168,4265.21,0.01,526,1670024,-13.34,3580,,,0.011782677844166756,0.0001,392505
3175,4266.7,0.01,527,1673840,-13.36,3584,,,0.00296042300760746,0.0001,393459
3184,4306.54,0.01,527,1678517,-13.26,3588,,,0.014561585150659084,0.0001,394629
3191,4305.91,0.01,527,1682788,-13.34,3592,,,0.017238371074199677,0.0001,395696
3199,4308.02,0.01,527,1687102,-13.3,3596,,,0.012375440448522568,0.0001,396775
3207,4338.73,0.01,527,1691655,-13.19,3600,,,0.030082840472459793,0.0001,397913
3215,4348.02,0.01,527,1696209,-13.2,3604,,,0.004031510092318058,0.0001,399052
,,0.01,,1700000,,,4767.45,-12.0,0.005097429268062115,0.0001,399999
3253,4340.55,0.01,522,1700282,-13.25,3608,,,0.0067753903567790985,0.0001,400070
3261,4346.95,0.01,522,1704705,-13.2,3612,,,0.003949354402720928,0.0001,401176
3269,4355.4,0.01,522,1709407,-13.15,3616,,,0.009120868518948555,0.0001,402351
3275,4322.09,0.01,522,1712757,-13.28,3620,,,0.004298933781683445,0.0001,403189
3282,4323.39,0.01,523,1716980,-13.27,3624,,,0.007407797500491142,0.0001,404244
3291,4349.65,0.01,523,1721819,-13.28,3628,,,0.00905919075012207,0.0001,405454
3297,4323.14,0.01,523,1725509,-13.4,3632,,,0.011524852365255356,0.0001,406377
3305,4344.56,0.01,523,1729683,-13.27,3636,,,0.02546779252588749,0.0001,407420
3312,4332.02,0.01,523,1733672,-13.28,3640,,,0.013553275726735592,0.0001,408417
3320,4355.56,0.01,523,1738369,-13.14,3644,,,0.016552630811929703,0.0001,409592
3328,4341.19,0.01,523,1742518,-13.18,3648,,,0.01914762705564499,0.0001,410629
3335,4331.24,0.01,523,1746548,-13.38,3652,,,0.0077875228598713875,0.0001,411636
3342,4313.67,0.01,523,1750869,-13.4,3656,,,0.010731960646808147,0.0001,412717
3350,4300.69,0.01,523,1755035,-13.54,3660,,,0.011818625032901764,0.0001,413758
3358,4297.74,0.01,523,1759458,-13.48,3664,,,0.05193660408258438,0.0001,414864
3365,4299.78,0.01,524,1763704,-13.48,3668,,,0.00771439541131258,0.0001,415925
3374,4334.9,0.01,524,1768548,-13.37,3672,,,0.018986409530043602,0.0001,417136
3382,4342.56,0.01,524,1773280,-13.36,3676,,,0.013708315789699554,0.0001,418319
3390,4335.93,0.01,524,1777873,-13.37,3680,,,0.0028395308181643486,0.0001,419468
3399,4379.2,0.01,524,1782760,-13.25,3684,,,0.005592771805822849,0.0001,420689
3407,4374.45,0.01,524,1787318,-13.31,3688,,,0.006848557852208614,0.0001,421829
3417,4416.81,0.01,524,1792656,-13.14,3692,,,0.005916401743888855,0.0001,423163
3426,4443.8,0.01,524,1797646,-13.03,3696,,,0.01787763461470604,0.0001,424411
,,0.01,,1800000,,,4467.5,-14.3,0.007712257094681263,0.0001,424999
3461,4414.7,0.01,520,1801473,-13.15,3700,,,0.00425417535007,0.0001,425368
3470,4443.84,0.01,520,1806756,-13.1,3704,,,0.007591514848172665,0.0001,426688
3478,4454.62,0.01,520,1811098,-13.03,3708,,,0.009865721687674522,0.0001,427774
3485,4441.0,0.01,520,1815178,-12.99,3712,,,0.008278383873403072,0.0001,428794
3494,4449.76,0.01,520,1820101,-12.91,3716,,,0.007455747574567795,0.0001,430025
3502,4496.83,0.01,520,1824622,-12.87,3720,,,0.004424362443387508,0.0001,431155
3510,4521.84,0.01,521,1829478,-12.78,3724,,,0.003828583285212517,0.0001,432369
3519,4530.14,0.01,521,1834529,-12.58,3728,,,0.019252369180321693,0.0001,433632
3527,4565.43,0.01,521,1839114,-12.49,3732,,,0.004618410021066666,0.0001,434778
3536,4590.06,0.01,521,1843913,-12.43,3736,,,0.004272731952369213,0.0001,435978
3544,4609.94,0.01,521,1848404,-12.36,3740,,,0.004086949396878481,0.0001,437100
3553,4631.57,0.01,521,1853648,-12.33,3744,,,0.0074874358251690865,0.0001,438411
3562,4666.29,0.01,521,1858662,-12.27,3748,,,0.00475276168435812,0.0001,439665
3570,4689.56,0.01,521,1863278,-12.17,3752,,,0.014786506071686745,0.0001,440819
3578,4699.34,0.01,521,1867836,-12.19,3756,,,0.004090151749551296,0.0001,441958
3586,4696.82,0.01,522,1871938,-12.16,3760,,,0.017107263207435608,0.0001,442984
3595,4722.11,0.01,522,1876997,-12.02,3764,,,0.004960506223142147,0.0001,444249
3603,4734.44,0.01,522,1881554,-12.02,3768,,,0.005757852923125029,0.0001,445388
3611,4730.66,0.01,522,1886309,-12.01,3772,,,0.007343416567891836,0.0001,446577
3620,4740.46,0.01,522,1891284,-11.95,3776,,,0.008795326575636864,0.0001,447820
3628,4737.35,0.01,522,1895801,-12.02,3780,,,0.014620773494243622,0.0001,448950
,,0.01,,1900000,,,5068.4,-11.2,0.004836218431591988,0.0001,449999
3670,4767.09,0.01,518,1901435,-11.92,3784,,,0.004168928600847721,0.0001,450358
3680,4805.84,0.01,518,1906976,-11.82,3788,,,0.026533888652920723,0.0001,451743
3689,4796.49,0.01,518,1912072,-11.8,3792,,,0.004962478764355183,0.0001,453017
3698,4812.65,0.01,518,1917464,-11.79,3796,,,0.0037761908024549484,0.0001,454365
3708,4871.27,0.01,518,1922744,-11.63,3800,,,0.003270292654633522,0.0001,455685
3717,4876.55,0.01,518,1928152,-11.59,3804,,,0.02020285651087761,0.0001,457037
3726,4907.16,0.01,518,1933254,-11.5,3808,,,0.004398496821522713,0.0001,458313
3735,4933.94,0.01,518,1938008,-11.53,3812,,,0.009797068312764168,0.0001,459501
3744,4947.1,0.01,518,1943275,-11.64,3816,,,0.003890607040375471,0.0001,460818
3753,4955.22,0.01,519,1948003,-11.5,3820,,,0.005296887829899788,0.0001,462000
3760,4921.15,0.01,519,1952002,-11.59,3824,,,0.00867735780775547,0.0001,463000
3769,4920.09,0.01,519,1957015,-11.72,3828,,,0.007979093119502068,0.0001,464253
3778,4947.08,0.01,519,1962256,-11.66,3832,,,0.023586638271808624,0.0001,465563
3788,4978.01,0.01,519,1967831,-11.56,3836,,,0.004010432865470648,0.0001,466957
3797,4998.7,0.01,519,1972844,-11.56,3840,,,0.023749176412820816,0.0001,468210
3807,5018.79,0.01,519,1978594,-11.53,3844,,,0.009649082086980343,0.0001,469648
3814,4978.99,0.01,519,1982606,-11.58,3848,,,0.006878392770886421,0.0001,470651
3824,5022.66,0.01,519,1988318,-11.41,3852,,,0.0034874584525823593,0.0001,472079
3833,5047.41,0.01,519,1993488,-11.31,3856,,,0.005415701307356358,0.0001,473371
3844,5112.72,0.01,520,1999224,-11.24,3860,,,0.00653227511793375,0.0001,474805
,,0.01,,2000000,,,5548.3,-8.7,0.01064186543226242,0.0001,474999
