time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,eval/mean_ep_length,eval/mean_reward,train/loss,train/learning_rate,train/n_updates
463,994.22,0.01,641,297723,-20.59,1416,,,0.012421775609254837,0.0001,49430
465,998.75,0.01,641,298738,-20.58,1420,,,0.004355145618319511,0.0001,49684
467,998.7,0.01,641,299648,-20.58,1424,,,0.0064073652029037476,0.0001,49911
,,0.01,,300000,,,861.35,-20.85,0.020687464624643326,0.0001,49999
474,999.62,0.01,633,300570,-20.56,1428,,,0.004143090918660164,0.0001,50142
476,1005.21,0.01,633,301631,-20.57,1432,,,0.002070486079901457,0.0001,50407
478,1007.8,0.01,633,302707,-20.56,1436,,,0.0062539950013160706,0.0001,50676
479,1008.57,0.01,632,303682,-20.56,1440,,,0.00932406447827816,0.0001,50920
481,1012.18,0.01,632,304818,-20.56,1444,,,0.013287011533975601,0.0001,51204
484,1020.67,0.01,632,305988,-20.52,1448,,,0.0033831510227173567,0.0001,51496
485,1017.43,0.01,631,306898,-20.51,1452,,,0.007717515341937542,0.0001,51724
487,1026.42,0.01,631,308055,-20.45,1456,,,0.004469183273613453,0.0001,52013
489,1025.81,0.01,631,309150,-20.44,1460,,,0.0062205735594034195,0.0001,52287
491,1028.68,0.01,631,310112,-20.43,1464,,,0.008055435493588448,0.0001,52527
493,1040.1,0.01,630,311269,-20.4,1468,,,0.003463269444182515,0.0001,52817
495,1039.23,0.01,630,312287,-20.38,1472,,,0.0027888244949281216,0.0001,53071
496,1037.03,0.01,630,313236,-20.43,1476,,,0.007058128248900175,0.0001,53308
498,1037.71,0.01,630,314276,-20.43,1480,,,0.006545662879943848,0.0001,53568
500,1038.6,0.01,629,315240,-20.42,1484,,,0.008600160479545593,0.0001,53809
502,1038.22,0.01,629,316158,-20.42,1488,,,0.003957681357860565,0.0001,54039
503,1039.63,0.01,629,317109,-20.43,1492,,,0.004047212190926075,0.0001,54277
505,1033.93,0.01,629,317985,-20.45,1496,,,0.003009158419445157,0.0001,54496
507,1038.7,0.01,628,318973,-20.43,1500,,,0.003445984097197652,0.0001,54743
509,1045.62,0.01,628,320163,-20.4,1504,,,0.01951257325708866,0.0001,55040
511,1042.97,0.01,628,321289,-20.43,1508,,,0.009351315908133984,0.0001,55322
512,1040.68,0.01,628,322195,-20.43,1512,,,0.005333190318197012,0.0001,55548
514,1042.81,0.01,627,323237,-20.43,1516,,,0.004136587958782911,0.0001,55809
516,1045.86,0.01,627,324322,-20.45,1520,,,0.011109599843621254,0.0001,56080
518,1047.52,0.01,627,325280,-20.45,1524,,,0.003454613033682108,0.0001,56319
520,1053.5,0.01,627,326358,-20.45,1528,,,0.004632000345736742,0.0001,56589
522,1052.26,0.01,626,327387,-20.44,1532,,,0.0036488287150859833,0.0001,56846
524,1055.91,0.01,626,328557,-20.43,1536,,,0.010870445519685745,0.0001,57139
525,1051.42,0.01,626,329408,-20.45,1540,,,0.00488875899463892,0.0001,57351
527,1045.97,0.01,626,330400,-20.46,1544,,,0.004421263933181763,0.0001,57599
529,1037.67,0.01,625,331363,-20.47,1548,,,0.007885215803980827,0.0001,57840
531,1047.31,0.01,625,332512,-20.45,1552,,,0.00845842994749546,0.0001,58127
533,1042.83,0.01,625,333558,-20.51,1556,,,0.005596948321908712,0.0001,58389
535,1041.2,0.01,625,334621,-20.56,1560,,,0.011332477442920208,0.0001,58655
537,1042.85,0.01,624,335633,-20.54,1564,,,0.0044401865452528,0.0001,58908
538,1036.31,0.01,624,336618,-20.57,1568,,,0.006054393015801907,0.0001,59154
541,1045.14,0.01,624,337865,-20.57,1572,,,0.003958938643336296,0.0001,59466
543,1048.89,0.01,624,338907,-20.54,1576,,,0.031036345288157463,0.0001,59726
545,1051.3,0.01,623,340005,-20.53,1580,,,0.0030306591652333736,0.0001,60001
546,1054.47,0.01,623,341043,-20.51,1584,,,0.00369740417227149,0.0001,60260
548,1060.37,0.01,623,342107,-20.49,1588,,,0.009830504655838013,0.0001,60526
550,1063.04,0.01,623,343121,-20.47,1592,,,0.009690957143902779,0.0001,60780
552,1072.05,0.01,622,344221,-20.46,1596,,,0.004266548436135054,0.0001,61055
554,1077.6,0.01,622,345349,-20.47,1600,,,0.005702386610209942,0.0001,61337
556,1072.4,0.01,622,346420,-20.5,1604,,,0.002533760853111744,0.0001,61604
558,1071.51,0.01,622,347522,-20.51,1608,,,0.004691096488386393,0.0001,61880
560,1078.74,0.01,621,348616,-20.48,1612,,,0.009311744943261147,0.0001,62153
562,1077.6,0.01,621,349625,-20.5,1616,,,0.013682080432772636,0.0001,62406
564,1075.93,0.01,621,350674,-20.49,1620,,,0.007029187865555286,0.0001,62668
565,1072.17,0.01,621,351533,-20.49,1624,,,0.010033768601715565,0.0001,62883
567,1072.05,0.01,621,352603,-20.51,1628,,,0.0054476335644721985,0.0001,63150
569,1068.55,0.01,620,353536,-20.51,1632,,,0.0075105419382452965,0.0001,63383
571,1068.19,0.01,620,354700,-20.52,1636,,,0.01818578504025936,0.0001,63674
573,1074.29,0.01,620,355718,-20.5,1640,,,0.0022701784037053585,0.0001,63929
575,1080.78,0.01,620,356873,-20.5,1644,,,0.0040492648258805275,0.0001,64218
577,1086.6,0.01,620,357982,-20.52,1648,,,0.00725569948554039,0.0001,64495
579,1087.79,0.01,619,359162,-20.53,1652,,,0.008303467184305191,0.0001,64790
581,1089.53,0.01,619,360249,-20.49,1656,,,0.006226052530109882,0.0001,65062
583,1091.62,0.01,619,361363,-20.45,1660,,,0.0033592297695577145,0.0001,65340
585,1095.14,0.01,619,362466,-20.45,1664,,,0.017701594159007072,0.0001,65616
587,1094.52,0.01,619,363440,-20.43,1668,,,0.002568403724581003,0.0001,65859
589,1092.99,0.01,618,364640,-20.41,1672,,,0.006867298856377602,0.0001,66159
591,1096.48,0.01,618,365762,-20.42,1676,,,0.007501503452658653,0.0001,66440
593,1106.85,0.01,618,367120,-20.45,1680,,,0.00625262875109911,0.0001,66779
595,1117.39,0.01,618,368432,-20.43,1684,,,0.010648395866155624,0.0001,67107
597,1113.95,0.01,618,369412,-20.44,1688,,,0.002555218990892172,0.0001,67352
599,1115.39,0.01,617,370455,-20.42,1692,,,0.02555074170231819,0.0001,67613
601,1107.69,0.01,617,371359,-20.43,1696,,,0.005557353608310223,0.0001,67839
602,1101.29,0.01,617,372332,-20.42,1700,,,0.02672715112566948,0.0001,68082
604,1098.02,0.01,617,373313,-20.4,1704,,,0.010820780880749226,0.0001,68328
606,1097.37,0.01,617,374404,-20.39,1708,,,0.011145914904773235,0.0001,68600
608,1097.43,0.01,616,375491,-20.39,1712,,,0.004448738880455494,0.0001,68872
610,1107.48,0.01,616,376759,-20.34,1716,,,0.006526804994791746,0.0001,69189
613,1116.91,0.01,616,378046,-20.3,1720,,,0.017428217455744743,0.0001,69511
615,1123.29,0.01,616,379066,-20.29,1724,,,0.005342891439795494,0.0001,69766
617,1128.57,0.01,616,380276,-20.27,1728,,,0.006468670442700386,0.0001,70068
619,1141.1,0.01,615,381525,-20.26,1732,,,0.020514514297246933,0.0001,70381
621,1142.41,0.01,615,382714,-20.27,1736,,,0.005591119639575481,0.0001,70678
623,1152.73,0.01,615,383980,-20.24,1740,,,0.004660379141569138,0.0001,70994
625,1146.77,0.01,615,384993,-20.24,1744,,,0.007628287188708782,0.0001,71248
627,1142.86,0.01,615,385994,-20.22,1748,,,0.006180603988468647,0.0001,71498
629,1143.48,0.01,615,387186,-20.2,1752,,,0.00682395976036787,0.0001,71796
631,1149.38,0.01,614,388424,-20.24,1756,,,0.0034017846919596195,0.0001,72105
633,1143.28,0.01,614,389379,-20.27,1760,,,0.007706579752266407,0.0001,72344
635,1144.45,0.01,614,390503,-20.28,1764,,,0.013252869248390198,0.0001,72625
637,1153.31,0.01,614,391696,-20.28,1768,,,0.012233891524374485,0.0001,72923
640,1158.89,0.01,614,393044,-20.31,1772,,,0.005026709288358688,0.0001,73260
642,1160.34,0.01,613,394205,-20.28,1776,,,0.0059629203751683235,0.0001,73551
644,1167.98,0.01,613,395760,-20.23,1780,,,0.0038749638479202986,0.0001,73939
647,1166.59,0.01,613,397036,-20.26,1784,,,0.006995094008743763,0.0001,74258
649,1178.65,0.01,613,398318,-20.25,1788,,,0.010165928862988949,0.0001,74579
651,1187.04,0.01,613,399576,-20.22,1792,,,0.013859374448657036,0.0001,74893
,,0.01,,400000,,,1081.05,-20.45,0.015445804223418236,0.0001,74999
660,1197.75,0.01,606,400744,-20.19,1796,,,0.0028406016062945127,0.0001,75185
662,1213.55,0.01,606,402117,-20.19,1800,,,0.003363210242241621,0.0001,75529
664,1218.18,0.01,606,403211,-20.19,1804,,,0.009426954202353954,0.0001,75802
667,1222.79,0.01,606,404405,-20.2,1808,,,0.0069171711802482605,0.0001,76101
669,1230.07,0.01,606,405669,-20.18,1812,,,0.0031910797115415335,0.0001,76417
671,1237.51,0.01,605,407119,-20.2,1816,,,0.010471589863300323,0.0001,76779
674,1237.65,0.01,605,408408,-20.24,1820,,,0.012086751870810986,0.0001,77101
676,1250.71,0.01,605,409764,-20.22,1824,,,0.017398584634065628,0.0001,77440
679,1259.36,0.01,605,411189,-20.22,1828,,,0.0036665559746325016,0.0001,77797
681,1265.42,0.01,605,412594,-20.2,1832,,,0.017340753227472305,0.0001,78148
683,1266.6,0.01,605,413817,-20.2,1836,,,0.003201012499630451,0.0001,78454
686,1271.73,0.01,604,415214,-20.23,1840,,,0.012709638103842735,0.0001,78803
688,1284.64,0.01,604,416546,-20.24,1844,,,0.009894976392388344,0.0001,79136
691,1301.19,0.01,604,417967,-20.26,1848,,,0.006294218823313713,0.0001,79491
693,1303.54,0.01,604,419207,-20.25,1852,,,0.00854317843914032,0.0001,79801
695,1302.87,0.01,604,420422,-20.22,1856,,,0.013238111510872841,0.0001,80105
697,1315.71,0.01,604,421698,-20.17,1860,,,0.01004350557923317,0.0001,80424
700,1321.82,0.01,604,422981,-20.18,1864,,,0.007902134209871292,0.0001,80745
702,1329.07,0.01,603,424351,-20.15,1868,,,0.012693963013589382,0.0001,81087
704,1324.34,0.01,603,425576,-20.14,1872,,,0.02203512005507946,0.0001,81393
707,1328.99,0.01,603,426846,-20.16,1876,,,0.00525821465998888,0.0001,81711
709,1324.89,0.01,603,428298,-20.19,1880,,,0.007199538871645927,0.0001,82074
712,1328.25,0.01,603,429649,-20.21,1884,,,0.005653840489685535,0.0001,82412
714,1332.7,0.01,603,431045,-20.22,1888,,,0.012745707295835018,0.0001,82761
717,1332.77,0.01,602,432307,-20.29,1892,,,0.0158810093998909,0.0001,83076
719,1339.48,0.01,602,433643,-20.29,1896,,,0.007458215579390526,0.0001,83410
722,1342.11,0.01,602,435081,-20.3,1900,,,0.007895298302173615,0.0001,83770
724,1360.25,0.01,602,436632,-20.29,1904,,,0.0069254613481462,0.0001,84157
727,1366.8,0.01,602,437992,-20.29,1908,,,0.009642976336181164,0.0001,84497
729,1376.51,0.01,602,439508,-20.33,1912,,,0.007158777676522732,0.0001,84876
732,1372.8,0.01,601,440878,-20.33,1916,,,0.021123778074979782,0.0001,85219
735,1378.61,0.01,601,442315,-20.32,1920,,,0.026131458580493927,0.0001,85578
737,1387.73,0.01,601,443896,-20.34,1924,,,0.0064148367382586,0.0001,85973
740,1389.47,0.01,601,445354,-20.35,1928,,,0.009411575272679329,0.0001,86338
742,1390.66,0.01,601,446784,-20.37,1932,,,0.0030430129263550043,0.0001,86695
745,1406.15,0.01,601,448399,-20.32,1936,,,0.002592839067801833,0.0001,87099
748,1410.77,0.01,601,449917,-20.26,1940,,,0.011612446047365665,0.0001,87479
751,1417.89,0.01,600,451427,-20.23,1944,,,0.004810066893696785,0.0001,87856
754,1423.73,0.01,600,452994,-20.21,1948,,,0.004987969528883696,0.0001,88248
757,1439.66,0.01,600,454646,-20.25,1952,,,0.00283617852255702,0.0001,88661
759,1455.39,0.01,600,456257,-20.21,1956,,,0.02096467837691307,0.0001,89064
762,1464.73,0.01,600,457770,-20.18,1960,,,0.01204429566860199,0.0001,89442
765,1468.3,0.01,600,459138,-20.14,1964,,,0.006237043533474207,0.0001,89784
767,1467.25,0.01,600,460486,-20.17,1968,,,0.0033623052295297384,0.0001,90121
770,1476.94,0.01,599,461959,-20.15,1972,,,0.003104057628661394,0.0001,90489
773,1492.73,0.01,599,463631,-20.12,1976,,,0.011869944632053375,0.0001,90907
776,1500.72,0.01,599,465280,-20.1,1980,,,0.00736899534240365,0.0001,91319
778,1510.64,0.01,599,466878,-20.05,1984,,,0.0033391229808330536,0.0001,91719
781,1521.89,0.01,599,468556,-20.0,1988,,,0.003960860427469015,0.0001,92138
784,1535.46,0.01,599,470156,-19.96,1992,,,0.008150776848196983,0.0001,92538
787,1545.81,0.01,599,471755,-19.99,1996,,,0.016849465668201447,0.0001,92938
790,1546.67,0.01,598,473208,-19.97,2000,,,0.008114651776850224,0.0001,93301
792,1546.74,0.01,598,474752,-19.93,2004,,,0.009291986003518105,0.0001,93687
795,1553.01,0.01,598,476274,-19.95,2008,,,0.015673162415623665,0.0001,94068
798,1556.63,0.01,598,477877,-19.92,2012,,,0.008432319387793541,0.0001,94469
801,1567.72,0.01,598,479511,-19.92,2016,,,0.005285150837153196,0.0001,94877
803,1568.56,0.01,598,480964,-19.94,2020,,,0.004262157715857029,0.0001,95240
806,1569.92,0.01,598,482577,-19.94,2024,,,0.017559688538312912,0.0001,95644
809,1577.8,0.01,597,484239,-19.93,2028,,,0.007463150657713413,0.0001,96059
812,1586.3,0.01,597,485883,-19.93,2032,,,0.004452666267752647,0.0001,96470
816,1595.87,0.01,597,487736,-19.97,2036,,,0.006317980121821165,0.0001,96933
819,1602.01,0.01,597,489404,-19.99,2040,,,0.004231963772326708,0.0001,97350
821,1605.65,0.01,597,490999,-20.0,2044,,,0.0108248982578516,0.0001,97749
825,1615.08,0.01,597,492799,-19.97,2048,,,0.0050194780342280865,0.0001,98199
828,1618.54,0.01,597,494539,-19.92,2052,,,0.004272297024726868,0.0001,98634
831,1625.79,0.01,596,496325,-19.97,2056,,,0.006347884424030781,0.0001,99081
834,1630.17,0.01,596,497949,-20.02,2060,,,0.01079814787954092,0.0001,99487
837,1649.35,0.01,596,499804,-20.03,2064,,,0.011350689455866814,0.0001,99950
,,0.01,,500000,,,1577.1,-20.25,0.006098122335970402,0.0001,99999
850,1664.5,0.01,589,501532,-20.02,2068,,,0.01995188556611538,0.0001,100382
853,1670.26,0.01,589,503142,-20.04,2072,,,0.003837886033579707,0.0001,100785
856,1669.26,0.01,589,504785,-20.09,2076,,,0.006438571028411388,0.0001,101196
860,1682.6,0.01,589,506769,-20.11,2080,,,0.010174556635320187,0.0001,101692
863,1689.69,0.01,589,508549,-20.13,2084,,,0.00697590596973896,0.0001,102137
866,1693.34,0.01,589,510311,-20.17,2088,,,0.008130727335810661,0.0001,102577
869,1695.57,0.01,588,511966,-20.19,2092,,,0.006330973003059626,0.0001,102991
872,1703.97,0.01,588,513775,-20.15,2096,,,0.016728557646274567,0.0001,103443
875,1712.56,0.01,588,515437,-20.15,2100,,,0.013791404664516449,0.0001,103859
878,1716.83,0.01,588,517098,-20.18,2104,,,0.004628677852451801,0.0001,104274
881,1725.09,0.01,588,518824,-20.15,2108,,,0.009461917914450169,0.0001,104705
884,1731.29,0.01,588,520590,-20.16,2112,,,0.004718174692243338,0.0001,105147
887,1737.47,0.01,588,522374,-20.16,2116,,,0.007026782259345055,0.0001,105593
891,1751.16,0.01,588,524174,-20.14,2120,,,0.00842398963868618,0.0001,106043
894,1755.68,0.01,588,525901,-20.14,2124,,,0.025229882448911667,0.0001,106475
897,1756.48,0.01,587,527582,-20.15,2128,,,0.006569470278918743,0.0001,106895
900,1754.5,0.01,587,529173,-20.17,2132,,,0.008655162528157234,0.0001,107293
903,1750.83,0.01,587,530936,-20.18,2136,,,0.00687837740406394,0.0001,107733
906,1761.45,0.01,587,532872,-20.22,2140,,,0.0057511162012815475,0.0001,108217
910,1778.51,0.01,587,534894,-20.23,2144,,,0.0046298932284116745,0.0001,108723
913,1775.05,0.01,587,536612,-20.28,2148,,,0.011140342801809311,0.0001,109152
916,1777.21,0.01,587,538403,-20.3,2152,,,0.002795248758047819,0.0001,109600
919,1769.55,0.01,587,540004,-20.28,2156,,,0.009452572092413902,0.0001,110000
922,1783.61,0.01,587,541975,-20.26,2160,,,0.006162119098007679,0.0001,110493
926,1791.8,0.01,587,544034,-20.19,2164,,,0.018873266875743866,0.0001,111008
929,1792.36,0.01,587,545778,-20.1,2168,,,0.008224827237427235,0.0001,111444
933,1803.03,0.01,586,547651,-20.05,2172,,,0.004116780590265989,0.0001,111912
936,1806.65,0.01,586,549385,-20.03,2176,,,0.023455534130334854,0.0001,112346
939,1800.58,0.01,586,551213,-20.03,2180,,,0.010307367891073227,0.0001,112803
942,1793.3,0.01,586,552807,-20.06,2184,,,0.007296601310372353,0.0001,113201
946,1807.45,0.01,586,554920,-20.0,2188,,,0.011104008182883263,0.0001,113729
949,1811.25,0.01,586,556674,-19.99,2192,,,0.0047847433015704155,0.0001,114168
952,1813.71,0.01,586,558547,-19.99,2196,,,0.0033289091661572456,0.0001,114636
956,1827.3,0.01,586,560553,-20.0,2200,,,0.00512479105964303,0.0001,115138
959,1838.05,0.01,586,562480,-20.0,2204,,,0.007392615079879761,0.0001,115619
963,1848.37,0.01,586,564470,-19.99,2208,,,0.007237537298351526,0.0001,116117
966,1856.84,0.01,586,566443,-19.99,2212,,,0.011246627196669579,0.0001,116610
970,1863.04,0.01,585,568392,-19.99,2216,,,0.007049429230391979,0.0001,117097
973,1868.39,0.01,585,570324,-19.97,2220,,,0.007153580896556377,0.0001,117580
976,1872.7,0.01,585,572164,-19.93,2224,,,0.007674349006265402,0.0001,118040
980,1894.3,0.01,585,574390,-19.88,2228,,,0.026603415608406067,0.0001,118597
984,1908.01,0.01,585,576323,-19.85,2232,,,0.014702972956001759,0.0001,119080
987,1913.78,0.01,585,578226,-19.85,2236,,,0.014689763076603413,0.0001,119556
990,1915.4,0.01,585,580197,-19.84,2240,,,0.011328770779073238,0.0001,120049
994,1904.14,0.01,585,581931,-19.78,2244,,,0.005963253788650036,0.0001,120482
997,1907.33,0.01,585,583731,-19.76,2248,,,0.01584240421652794,0.0001,120932
1000,1908.25,0.01,585,585544,-19.77,2252,,,0.01315913163125515,0.0001,121385
1003,1918.66,0.01,585,587407,-19.78,2256,,,0.01018155924975872,0.0001,121851
1007,1923.18,0.01,585,589488,-19.8,2260,,,0.009911924600601196,0.0001,122371
1011,1922.97,0.01,585,591527,-19.86,2264,,,0.015874098986387253,0.0001,122881
1014,1929.69,0.01,584,593435,-19.97,2268,,,0.004006076604127884,0.0001,123358
1018,1940.69,0.01,584,595586,-19.98,2272,,,0.016303986310958862,0.0001,123896
1021,1951.14,0.01,584,597578,-19.93,2276,,,0.008195672184228897,0.0001,124394
1025,1956.39,0.01,584,599537,-19.89,2280,,,0.007703165058046579,0.0001,124884
,,0.01,,600000,,,2113.45,-19.6,0.010261114686727524,0.0001,124999
1041,1967.22,0.01,577,601402,-19.82,2284,,,0.02000424452126026,0.0001,125350
1045,1967.03,0.01,577,603518,-19.84,2288,,,0.009064503014087677,0.0001,125879
1049,1983.97,0.01,577,605696,-19.82,2292,,,0.006620315369218588,0.0001,126423
1053,1991.5,0.01,576,607761,-19.82,2296,,,0.005995994433760643,0.0001,126940
1056,1988.92,0.01,576,609701,-19.79,2300,,,0.006121911574155092,0.0001,127425
1060,1997.26,0.01,576,611834,-19.78,2304,,,0.0067841662093997,0.0001,127958
1063,1992.5,0.01,576,613702,-19.78,2308,,,0.007768278941512108,0.0001,128425
1067,2000.61,0.01,576,615870,-19.74,2312,,,0.00943379383534193,0.0001,128967
1071,2010.18,0.01,576,618052,-19.67,2316,,,0.0034344689920544624,0.0001,129512
1075,2016.99,0.01,576,620155,-19.61,2320,,,0.005904844030737877,0.0001,130038
1079,2027.48,0.01,576,622254,-19.57,2324,,,0.006573469843715429,0.0001,130563
1082,2025.05,0.01,576,624413,-19.53,2328,,,0.011026816442608833,0.0001,131103
1086,2033.02,0.01,576,626549,-19.51,2332,,,0.011781828477978706,0.0001,131637
1090,2038.58,0.01,576,628593,-19.5,2336,,,0.008907862938940525,0.0001,132148
1094,2045.29,0.01,576,630742,-19.48,2340,,,0.0045021409168839455,0.0001,132685
1097,2053.87,0.01,576,632697,-19.52,2344,,,0.007488102652132511,0.0001,133174
1101,2066.05,0.01,576,634801,-19.47,2348,,,0.009938838891685009,0.0001,133700
1105,2076.23,0.01,576,636865,-19.44,2352,,,0.004341977648437023,0.0001,134216
1108,2079.86,0.01,576,638812,-19.43,2356,,,0.01886289194226265,0.0001,134702
1112,2081.53,0.01,576,640942,-19.36,2360,,,0.005197159480303526,0.0001,135235
1116,2090.61,0.01,576,643211,-19.38,2364,,,0.01152040809392929,0.0001,135802
1120,2099.38,0.01,576,645347,-19.34,2368,,,0.009597794152796268,0.0001,136336
1124,2099.05,0.01,575,647491,-19.32,2372,,,0.010145144537091255,0.0001,136872
1128,2113.16,0.01,575,649846,-19.26,2376,,,0.024050280451774597,0.0001,137461
1132,2123.62,0.01,575,652075,-19.25,2380,,,0.008733670227229595,0.0001,138018
1136,2140.89,0.01,575,654370,-19.24,2384,,,0.003874718677252531,0.0001,138592
1140,2158.53,0.01,575,656917,-19.17,2388,,,0.012415478006005287,0.0001,139229
1145,2166.45,0.01,575,659287,-19.15,2392,,,0.01603652723133564,0.0001,139821
1149,2169.46,0.01,575,661422,-19.15,2396,,,0.009202626533806324,0.0001,140355
1153,2186.95,0.01,575,663802,-19.07,2400,,,0.012114029377698898,0.0001,140950
1157,2195.34,0.01,575,666151,-19.01,2404,,,0.026285547763109207,0.0001,141537
1161,2205.3,0.01,575,668262,-18.99,2408,,,0.004664859268814325,0.0001,142065
1165,2209.32,0.01,575,670537,-18.95,2412,,,0.006400006357580423,0.0001,142634
1169,2215.76,0.01,575,672883,-19.01,2416,,,0.00832735188305378,0.0001,143220
1172,2212.53,0.01,575,674904,-19.07,2420,,,0.01068070624023676,0.0001,143725
1177,2225.26,0.01,575,677321,-19.01,2424,,,0.008305484429001808,0.0001,144330
1181,2231.62,0.01,575,679641,-19.04,2428,,,0.011586952954530716,0.0001,144910
1185,2235.8,0.01,575,681877,-19.05,2432,,,0.008026627823710442,0.0001,145469
1189,2252.14,0.01,575,684330,-19.0,2436,,,0.00777986366301775,0.0001,146082
1193,2258.42,0.01,575,686629,-18.94,2440,,,0.01216435618698597,0.0001,146657
1198,2279.32,0.01,575,689113,-18.88,2444,,,0.008507385849952698,0.0001,147278
1202,2282.76,0.01,575,691299,-18.9,2448,,,0.008092212490737438,0.0001,147824
1206,2300.35,0.01,575,693806,-18.83,2452,,,0.009354198351502419,0.0001,148451
1210,2316.72,0.01,574,696160,-18.76,2456,,,0.009586784988641739,0.0001,149039
1214,2314.51,0.01,574,698232,-18.83,2460,,,0.005044103600084782,0.0001,149557
,,0.01,,700000,,,2963.85,-18.0,0.015480557456612587,0.0001,149999
1237,2313.89,0.01,566,700489,-18.8,2464,,,0.005121709778904915,0.0001,150122
1241,2328.71,0.01,566,702986,-18.76,2468,,,0.0055156066082417965,0.0001,150746
1246,2342.93,0.01,566,705480,-18.73,2472,,,0.00830140896141529,0.0001,151369
1250,2351.65,0.01,566,708047,-18.78,2476,,,0.008467531763017178,0.0001,152011
1254,2357.61,0.01,566,710410,-18.78,2480,,,0.008892834186553955,0.0001,152602
1259,2366.45,0.01,566,712937,-18.79,2484,,,0.005829417146742344,0.0001,153234
1263,2361.58,0.01,566,715367,-18.87,2488,,,0.005490404088050127,0.0001,153841
1267,2365.12,0.01,566,717832,-18.9,2492,,,0.013760900124907494,0.0001,154457
1271,2368.82,0.01,566,720059,-18.86,2496,,,0.012966930866241455,0.0001,155014
1276,2369.4,0.01,566,722456,-18.94,2500,,,0.005080552771687508,0.0001,155613
1280,2366.84,0.01,566,724743,-18.99,2504,,,0.007600141689181328,0.0001,156185
1285,2397.11,0.01,566,727607,-18.91,2508,,,0.008546332828700542,0.0001,156901
1289,2392.75,0.01,566,729772,-18.94,2512,,,0.00986931286752224,0.0001,157442
1293,2400.99,0.01,566,732321,-18.9,2516,,,0.010152473114430904,0.0001,158080
1297,2413.71,0.01,566,734659,-18.87,2520,,,0.010956309735774994,0.0001,158664
1302,2427.11,0.01,566,737407,-18.9,2524,,,0.007662101183086634,0.0001,159351
1307,2439.55,0.01,566,740040,-18.87,2528,,,0.013374891132116318,0.0001,160009
1311,2452.49,0.01,566,742607,-18.78,2532,,,0.007584070786833763,0.0001,160651
1315,2446.48,0.01,566,744900,-18.81,2536,,,0.015636876225471497,0.0001,161224
1320,2463.03,0.01,566,747618,-18.84,2540,,,0.009696656838059425,0.0001,161904
1325,2472.82,0.01,566,750341,-18.83,2544,,,0.01043037511408329,0.0001,162585
1330,2497.71,0.01,565,753149,-18.8,2548,,,0.00795537419617176,0.0001,163287
1335,2502.73,0.01,565,755786,-18.85,2552,,,0.006983173545449972,0.0001,163946
1339,2506.38,0.01,565,758232,-18.87,2556,,,0.016170501708984375,0.0001,164557
1345,2546.79,0.01,565,761320,-18.81,2560,,,0.0044857896864414215,0.0001,165329
1349,2562.03,0.01,565,763955,-18.76,2564,,,0.03024613857269287,0.0001,165988
1354,2553.47,0.01,565,766239,-18.79,2568,,,0.010949276387691498,0.0001,166559
1358,2556.23,0.01,565,768805,-18.81,2572,,,0.003963388968259096,0.0001,167201
1363,2564.71,0.01,565,771595,-18.8,2576,,,0.009231500327587128,0.0001,167898
1368,2585.72,0.01,565,774492,-18.75,2580,,,0.00806482695043087,0.0001,168622
1374,2605.23,0.01,565,777504,-18.68,2584,,,0.021976090967655182,0.0001,169375
1380,2644.35,0.01,565,780914,-18.56,2588,,,0.017983732745051384,0.0001,170228
1384,2649.49,0.01,565,783516,-18.51,2592,,,0.014336065389215946,0.0001,170878
1389,2678.99,0.01,565,786486,-18.47,2596,,,0.014698243699967861,0.0001,171621
1394,2693.07,0.01,565,789231,-18.44,2600,,,0.008192993700504303,0.0001,172307
1399,2696.83,0.01,565,791608,-18.42,2604,,,0.007211008109152317,0.0001,172901
1403,2687.29,0.01,565,794246,-18.5,2608,,,0.011102143675088882,0.0001,173561
1408,2703.0,0.01,565,796806,-18.49,2612,,,0.007740154396742582,0.0001,174201
1413,2712.82,0.01,565,799607,-18.4,2616,,,0.010671702213585377,0.0001,174901
,,0.01,,800000,,,2895.6,-17.2,0.010296314023435116,0.0001,174999
1436,2737.01,0.01,558,802545,-18.36,2620,,,0.007592448033392429,0.0001,175636
1441,2741.48,0.01,558,805396,-18.4,2624,,,0.008697107434272766,0.0001,176348
1446,2740.25,0.01,558,807991,-18.34,2628,,,0.008231165818870068,0.0001,176997
1451,2744.15,0.01,558,810655,-18.36,2632,,,0.00602435739710927,0.0001,177663
1455,2757.61,0.01,558,813290,-18.34,2636,,,0.005570914596319199,0.0001,178322
1460,2763.62,0.01,558,816149,-18.26,2640,,,0.006856827065348625,0.0001,179037
1465,2763.87,0.01,558,818878,-18.29,2644,,,0.006113084498792887,0.0001,179719
1470,2764.67,0.01,558,821714,-18.22,2648,,,0.006447891239076853,0.0001,180428
1475,2772.76,0.01,558,824540,-18.17,2652,,,0.0035544720012694597,0.0001,181134
1480,2772.63,0.01,558,826987,-18.18,2656,,,0.01950077898800373,0.0001,181746
1485,2778.08,0.01,558,830203,-18.15,2660,,,0.01314524095505476,0.0001,182550
1491,2792.17,0.01,558,833192,-18.09,2664,,,0.007577251642942429,0.0001,183297
1496,2813.75,0.01,558,836021,-18.04,2668,,,0.006027039606124163,0.0001,184005
