time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,eval/mean_ep_length,eval/mean_reward
276480,54.85,135,3394,10.03,81,,,,,,,,,,,,
278528,61.31,136,3394,8.87,82,273.3376770019531,-0.8412664867937565,540,0.069091796875,-0.0011252413969486952,0.0032817186,532.7537441253662,0.5039840340614319,0.2,0.0001,,
280576,48.69,137,3393,11.48,82,328.68035888671875,-0.8826241120696068,544,0.2353515625,7.155805360525846e-05,0.010646232,615.10986328125,0.3001624345779419,0.2,0.0001,,
282624,52.7,138,3393,10.71,83,305.273193359375,-0.8713772185146809,548,0.0765380859375,0.000858098384924233,0.0073751705,573.4125938415527,0.2812036871910095,0.2,0.0001,,
284672,46.33,139,3392,12.17,83,244.54063415527344,-0.8332518711686134,552,0.1580810546875,0.00041267325286753476,0.0064889966,473.5728454589844,0.3608996272087097,0.2,0.0001,,
286720,54.79,140,3391,10.53,84,316.43048095703125,-0.8310870006680489,556,0.2115478515625,0.007375851215329021,0.009026605,685.3430671691895,0.38281506299972534,0.2,0.0001,,
288768,58.73,141,3391,9.83,85,301.7698669433594,-0.8707073964178562,560,0.0797119140625,0.0027286538970656693,0.009032424,551.5048160552979,0.28476035594940186,0.2,0.0001,,
290816,52.48,142,3390,11.07,85,232.1345672607422,-0.8536927700042725,564,0.0360107421875,-0.0004035474266856909,0.0030533762,482.75086975097656,0.30789244174957275,0.2,0.0001,,
292864,57.41,143,3390,9.9,86,285.9315490722656,-0.8130759820342064,568,0.1142578125,0.0007317218114621937,0.0113686435,600.817497253418,0.2971353530883789,0.2,0.0001,,
294912,59.24,144,3388,9.63,87,250.82278442382812,-0.7910942807793617,572,0.0980224609375,0.0034180176444351673,0.0048009614,524.8156681060791,0.30284827947616577,0.2,0.0001,,
296960,60.13,145,3388,9.48,87,189.8275604248047,-0.7930078133940697,576,0.0926513671875,0.0016581873933319002,0.017298128,416.3264045715332,0.3515316843986511,0.2,0.0001,,
299008,63.46,146,3387,8.75,88,188.5292205810547,-0.801456268876791,580,0.0914306640625,0.0017215893603861332,0.009121569,402.9031982421875,0.3949481248855591,0.2,0.0001,,
299904,,,,,,172.93441772460938,-0.8018530905246735,584,0.0567626953125,-0.00035901390947401524,0.003205521,337.3885726928711,0.4185750484466553,0.2,0.0001,7.35,69.95
301056,57.6,147,3380,9.98,89,,,,,,,,,,,,
303104,62.7,148,3379,8.91,89,209.79678344726562,-0.8251135051250458,588,0.1873779296875,0.003860511409584433,0.013793687,423.79625701904297,0.38762640953063965,0.2,0.0001,,
305152,61.96,149,3378,9.03,90,213.51702880859375,-0.7753988094627857,592,0.11962890625,-0.003222090657800436,0.009292848,406.83073234558105,0.3820633292198181,0.2,0.0001,,
307200,61.1,150,3377,9.24,90,178.10292053222656,-0.7809893451631069,596,0.0537109375,-0.0003218527854187414,0.0047218776,351.21312713623047,0.4257044792175293,0.2,0.0001,,
309248,62.04,151,3376,9.07,91,185.5712432861328,-0.8118878975510597,600,0.0960693359375,0.0024016479146666825,0.0039425213,406.9583930969238,0.3564068078994751,0.2,0.0001,,
311296,63.79,152,3376,8.79,92,207.23899841308594,-0.812110647559166,604,0.107421875,-0.0033584371267352253,0.009960674,372.7723045349121,0.39203840494155884,0.2,0.0001,,
313344,60.56,153,3376,9.48,92,170.6427001953125,-0.7754145450890064,608,0.077880859375,-0.00023400766076520085,0.007348984,400.876766204834,0.4501681327819824,0.2,0.0001,,
315392,62.9,154,3376,8.8,93,176.03848266601562,-0.7606210820376873,612,0.0888671875,0.0016031006234697998,0.009868458,387.27295684814453,0.41270923614501953,0.2,0.0001,,
317440,64.81,155,3375,8.54,94,184.92803955078125,-0.7676964476704597,616,0.0994873046875,-0.0014329039549920708,0.0022162532,377.08680725097656,0.3654717803001404,0.2,0.0001,,
319488,57.27,156,3375,10.21,94,183.0755157470703,-0.7727050073444843,620,0.08642578125,-0.000319551007123664,0.0058405185,327.7283477783203,0.4018818736076355,0.2,0.0001,,
321536,61.22,157,3375,9.35,95,254.10801696777344,-0.7982288487255573,624,0.1444091796875,0.006872107071103528,0.022140859,482.82696533203125,0.291739284992218,0.2,0.0001,,
323584,59.48,158,3375,9.75,95,146.7313690185547,-0.8032176978886127,628,0.1033935546875,0.0011464811686892062,0.008999513,307.54239654541016,0.46320587396621704,0.2,0.0001,,
324896,,,,,,195.3706512451172,-0.7768630832433701,632,0.1253662109375,0.002792790503008291,0.012049416,473.4830207824707,0.3910336494445801,0.2,0.0001,7.8,69.05
325632,60.3,159,3370,9.61,96,,,,,,,,,,,,
327680,64.11,160,3369,9.05,97,142.34568786621094,-0.7814795970916748,636,0.1395263671875,-0.001545313309179619,0.014007031,336.90354919433594,0.3594152331352234,0.2,0.0001,,
329728,65.41,161,3368,8.65,97,138.20774841308594,-0.7944972030818462,640,0.103515625,-0.003287733969045803,0.008914303,300.34192276000977,0.40848761796951294,0.2,0.0001,,
331776,56.31,162,3367,10.63,98,155.22486877441406,-0.8054372370243073,644,0.1112060546875,0.0077823076862841845,0.01580567,304.00519371032715,0.41170960664749146,0.2,0.0001,,
333824,62.71,163,3367,9.24,99,163.5819091796875,-0.8018220290541649,648,0.056640625,0.0026887023268500343,0.0074387765,330.85529136657715,0.3907480239868164,0.2,0.0001,,
335872,56.26,164,3367,10.51,99,212.6265411376953,-0.7783305272459984,652,0.1429443359375,0.0020382418297231197,0.011263249,428.87543296813965,0.3468821048736572,0.2,0.0001,,
337920,59.23,165,3367,9.9,100,233.4554901123047,-0.8302819207310677,656,0.0714111328125,0.002620894112624228,0.0049487418,456.14334297180176,0.3453507423400879,0.2,0.0001,,
339968,60.89,166,3367,9.45,100,177.8475799560547,-0.7775670103728771,660,0.1014404296875,0.002760513190878555,0.007094804,394.92077445983887,0.3903507590293884,0.2,0.0001,,
342016,63.48,167,3367,8.93,101,226.52618408203125,-0.7950622960925102,664,0.060302734375,-0.0011504891735967249,0.0078078383,475.38360595703125,0.296872615814209,0.2,0.0001,,
344064,62.53,168,3366,9.01,102,186.335693359375,-0.7766781263053417,668,0.08740234375,-0.0016667955205775797,0.004987832,361.1216239929199,0.394708514213562,0.2,0.0001,,
346112,58.33,169,3365,10.11,102,166.5072784423828,-0.7634833008050919,672,0.11669921875,0.0005303676298353821,0.007068432,349.55877113342285,0.38551950454711914,0.2,0.0001,,
348160,58.08,170,3365,10.03,103,199.1939697265625,-0.7804483436048031,676,0.1407470703125,0.006208463251823559,0.010161433,374.6861915588379,0.3522942066192627,0.2,0.0001,,
349888,,,,,,292.9185791015625,-0.7908496744930744,680,0.201416015625,0.005944414006080478,0.017289374,565.9312057495117,0.3780285716056824,0.2,0.0001,7.55,68.2
350208,61.72,171,3360,9.27,104,,,,,,,,,,,,
352256,64.73,172,3360,8.65,104,166.36367797851562,-0.7655790559947491,684,0.113525390625,0.001661620248341933,0.017336424,375.64085578918457,0.36129969358444214,0.2,0.0001,,
354304,59.41,173,3359,9.55,105,125.25170135498047,-0.717731636017561,688,0.1173095703125,-0.0024183093628380448,0.004294754,272.26994705200195,0.45894062519073486,0.2,0.0001,,
356352,63.11,174,3359,9.0,106,263.50604248046875,-0.6792501956224442,692,0.0791015625,0.003711879107868299,0.0040427116,515.1288547515869,0.4163385033607483,0.2,0.0001,,
358400,65.77,175,3359,8.45,106,139.51564025878906,-0.7028223052620888,696,0.084228515625,0.004611265787389129,0.012435059,296.6105670928955,0.4728526473045349,0.2,0.0001,,
360448,65.46,176,3358,8.46,107,139.4841766357422,-0.7223233617842197,700,0.0643310546875,0.0027723056555259973,0.003590714,284.10084342956543,0.42945343255996704,0.2,0.0001,,
362496,61.19,177,3358,9.37,107,156.14736938476562,-0.717056754976511,704,0.082763671875,0.0014048038865439594,0.006300531,298.16586685180664,0.4001598358154297,0.2,0.0001,,
364544,63.16,178,3358,8.87,108,178.201416015625,-0.7243386283516884,708,0.0479736328125,0.0017281337059102952,0.0055104606,376.7991695404053,0.3697788715362549,0.2,0.0001,,
366592,61.62,179,3357,9.15,109,157.24354553222656,-0.7014010101556778,712,0.052001953125,0.0025127784465439618,0.0069229915,302.0415325164795,0.3924923539161682,0.2,0.0001,,
368640,61.96,180,3357,8.9,109,176.07542419433594,-0.6858068481087685,716,0.0506591796875,0.001701171655440703,0.005393178,324.42223930358887,0.3862999677658081,0.2,0.0001,,
370688,61.99,181,3357,9.01,110,157.39837646484375,-0.702530276030302,720,0.230712890625,0.013181709684431553,0.03178247,363.8249282836914,0.4903739094734192,0.2,0.0001,,
372736,62.21,182,3356,8.96,111,149.70816040039062,-0.6880642138421535,724,0.255126953125,0.0011568081972654909,0.045310136,295.89190101623535,0.3931439518928528,0.2,0.0001,,
374784,63.33,183,3356,8.62,111,129.4545440673828,-0.6705389730632305,728,0.1141357421875,0.005254486750345677,0.028776161,310.5367736816406,0.44926828145980835,0.2,0.0001,,
374880,,,,,,130.1094970703125,-0.6619492098689079,732,0.150634765625,0.001170586416264996,0.015016973,247.2656602859497,0.49540483951568604,0.2,0.0001,7.55,68.65
376832,62.2,184,3352,8.9,112,,,,,,,,,,,,
378880,63.04,185,3352,8.85,113,241.7284393310547,-0.6514114364981651,736,0.10888671875,0.0028200040105730295,0.010846602,463.79457664489746,0.513225257396698,0.2,0.0001,,
380928,62.46,186,3351,8.98,113,150.61643981933594,-0.6401845403015614,740,0.18896484375,0.0023543715942651033,0.04134351,331.2174129486084,0.33524090051651,0.2,0.0001,,
382976,64.79,187,3351,8.59,114,169.92433166503906,-0.6829876899719238,744,0.0814208984375,0.004590896074660122,0.0059560817,322.5444030761719,0.3752813935279846,0.2,0.0001,,
385024,61.61,188,3351,9.22,114,124.0672607421875,-0.6672821380198002,748,0.086181640625,0.0005317424947861582,0.012857612,298.37920475006104,0.407481849193573,0.2,0.0001,,
387072,59.65,189,3351,9.92,115,221.8282470703125,-0.7069081403315067,752,0.122314453125,0.006627502094488591,0.015426798,439.9309482574463,0.25782233476638794,0.2,0.0001,,
389120,57.16,190,3351,10.58,116,190.9290313720703,-0.718677468597889,756,0.0888671875,0.0007972628227435052,0.005161901,366.9768886566162,0.3276243209838867,0.2,0.0001,,
391168,65.64,191,3351,8.54,116,295.28167724609375,-0.7195481173694134,760,0.185546875,-0.0047607774613425136,0.0073084203,603.8569622039795,0.2778552770614624,0.2,0.0001,,
393216,59.04,192,3351,9.96,117,243.02252197265625,-0.70906176045537,764,0.10986328125,0.0007097782508935779,0.008930865,408.99891471862793,0.359224796295166,0.2,0.0001,,
395264,57.17,193,3351,10.16,117,189.03883361816406,-0.7043131068348885,768,0.135986328125,0.002053030941169709,0.0057177013,402.01684951782227,0.3272690176963806,0.2,0.0001,,
397312,62.23,194,3351,9.38,118,308.9920959472656,-0.729597944766283,772,0.142822265625,-0.002187591278925538,0.010116905,654.6311340332031,0.3127787113189697,0.2,0.0001,,
399360,62.8,195,3351,9.29,119,230.5797576904297,-0.7227751240134239,776,0.133056640625,0.006379839847795665,0.0024044637,482.800931930542,0.3018130660057068,0.2,0.0001,,
399872,,,,,,189.416259765625,-0.6803531087934971,780,0.07568359375,-6.0140155255794525e-05,0.0058935722,385.45117378234863,0.3220072388648987,0.2,0.0001,6.65,73.75
401408,64.67,196,3346,8.81,119,,,,,,,,,,,,
