time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/fps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates,train/learning_rate,eval/mean_reward,eval/mean_ep_length
471,242198,2508,143.21,513,0.42477975000000023,5.52,0.18263962864875793,48049,0.0001,,
472,242717,2512,142.65,513,0.4235471249999999,5.51,0.01535616721957922,48179,0.0001,,
474,243319,2516,144.12,513,0.4221173749999999,5.61,0.006076759658753872,48329,0.0001,,
475,243948,2520,143.86,512,0.42062349999999993,5.62,0.006294836290180683,48486,0.0001,,
477,244506,2524,143.23,512,0.4192982500000003,5.55,0.1666153222322464,48626,0.0001,,
479,245215,2528,143.68,511,0.4176143750000002,5.57,0.006390879396349192,48803,0.0001,,
480,245835,2532,145.03,511,0.416141875,5.64,0.012715673074126244,48958,0.0001,,
482,246572,2536,147.66,510,0.4143915,5.77,0.01583060622215271,49142,0.0001,,
484,247155,2540,147.7,510,0.413006875,5.82,0.013632319867610931,49288,0.0001,,
485,247812,2544,150.14,510,0.41144650000000027,6.04,0.009078207425773144,49452,0.0001,,
487,248485,2548,150.4,509,0.4098481249999999,6.06,0.013000374659895897,49621,0.0001,,
489,249048,2552,149.81,509,0.4085110000000002,6.06,0.10837679356336594,49761,0.0001,,
490,249458,2556,148.4,508,0.4075372500000002,5.95,0.007878892123699188,49864,0.0001,,
491,250031,2560,149.73,508,0.40617637500000026,6.06,0.008135954849421978,50007,0.0001,,
493,250772,2564,150.64,507,0.40441650000000007,6.14,0.008705301210284233,50192,0.0001,,
494,251283,2568,148.31,507,0.4032028750000002,6.02,0.18701492249965668,50320,0.0001,,
496,251976,2572,149.77,507,0.40155700000000016,6.1,0.006225423887372017,50493,0.0001,,
498,252713,2576,151.67,506,0.3998066250000001,6.24,0.012021835893392563,50678,0.0001,,
500,253559,2580,153.53,506,0.3977973749999999,6.36,0.014946299605071545,50889,0.0001,,
502,254126,2584,154.63,505,0.39645074999999985,6.44,0.1813661903142929,51031,0.0001,,
504,254718,2588,155.06,505,0.39504475000000006,6.48,0.016527339816093445,51179,0.0001,,
505,255293,2592,154.42,504,0.39367912500000013,6.49,0.009004881605505943,51323,0.0001,,
507,255843,2596,153.74,504,0.39237287499999995,6.47,0.024009473621845245,51460,0.0001,,
508,256374,2600,153.8,504,0.39111174999999987,6.48,0.016342785209417343,51593,0.0001,,
510,256941,2604,153.81,503,0.3897651250000004,6.46,0.013884278014302254,51735,0.0001,,
511,257536,2608,153.38,503,0.38835200000000014,6.4,0.00732486043125391,51883,0.0001,,
513,258177,2612,154.6,502,0.3868296250000003,6.52,0.018885210156440735,52044,0.0001,,
515,258745,2616,154.26,502,0.385480625,6.51,0.017825031653046608,52186,0.0001,,
516,259371,2620,154.23,502,0.38399387500000004,6.51,0.002212683204561472,52342,0.0001,,
518,259980,2624,154.74,501,0.3825474999999998,6.5,0.19412767887115479,52494,0.0001,,
519,260454,2628,152.39,501,0.3814217500000001,6.35,0.02317991852760315,52613,0.0001,,
521,261034,2632,151.99,500,0.3800442500000001,6.33,0.16801100969314575,52758,0.0001,,
522,261425,2636,148.53,500,0.37911562499999996,6.15,0.15660007297992706,52856,0.0001,,
523,262121,2640,149.66,500,0.37746262499999994,6.19,0.18329885601997375,53030,0.0001,,
524,262614,2644,148.02,500,0.3762917499999998,6.01,0.19663739204406738,53153,0.0001,,
526,263170,2648,146.85,499,0.37497124999999976,5.94,0.21981510519981384,53292,0.0001,,
527,263754,2652,147.06,499,0.37358424999999995,5.93,0.010516587644815445,53438,0.0001,,
529,264214,2656,147.56,499,0.37249175000000023,6.0,0.017114955931901932,53553,0.0001,,
531,264893,2660,148.62,498,0.370879125,6.04,0.015386835671961308,53723,0.0001,,
532,265360,2664,145.88,498,0.36976999999999993,5.95,0.009784268215298653,53839,0.0001,,
534,266002,2668,147.19,498,0.36824524999999997,6.01,0.14414790272712708,54000,0.0001,,
536,266707,2672,147.31,497,0.3665708750000001,6.09,0.007017003837972879,54176,0.0001,,
537,267215,2676,145.02,497,0.3653643750000002,5.95,0.1933186650276184,54303,0.0001,,
539,267902,2680,143.43,496,0.3637327500000004,5.89,0.023671181872487068,54475,0.0001,,
540,268557,2684,144.31,496,0.3621771250000002,5.97,0.010490944609045982,54639,0.0001,,
542,269092,2688,143.74,496,0.3609064999999999,5.94,0.1671900600194931,54772,0.0001,,
544,269709,2692,144.16,495,0.35944112500000014,5.94,0.18083368241786957,54927,0.0001,,
545,270325,2696,144.82,495,0.35797812500000026,5.99,0.011033686809241772,55081,0.0001,,
547,271048,2700,146.74,494,0.35626100000000016,6.09,0.006445641629397869,55261,0.0001,,
549,271626,2704,146.85,494,0.35488825000000024,6.11,0.011985139921307564,55406,0.0001,,
551,272331,2708,147.95,494,0.35321387500000034,6.21,0.16042211651802063,55582,0.0001,,
552,272916,2712,147.39,493,0.3518245000000002,6.13,0.01716345176100731,55728,0.0001,,
554,273458,2716,147.13,493,0.35053725,6.15,0.022050954401493073,55864,0.0001,,
556,274118,2720,147.47,492,0.34896974999999986,6.2,0.010088103823363781,56029,0.0001,,
557,274763,2724,147.83,492,0.3474378749999998,6.29,0.012091526761651039,56190,0.0001,,
559,275266,2728,148.12,492,0.3462432500000001,6.3,0.004723111167550087,56316,0.0001,,
561,276014,2732,149.8,491,0.34446675000000004,6.42,0.012029174715280533,56503,0.0001,,
563,276814,2736,153.89,491,0.34256675000000025,6.71,0.01264542993158102,56703,0.0001,,
564,277348,2740,152.27,491,0.3412985000000003,6.6,0.013585295528173447,56836,0.0001,,
566,277918,2744,153.04,490,0.3399447499999998,6.65,0.20791856944561005,56979,0.0001,,
567,278482,2748,153.12,490,0.3386052500000003,6.65,0.013300656341016293,57120,0.0001,,
569,279208,2752,154.54,490,0.3368809999999999,6.8,0.006574610248208046,57301,0.0001,,
571,279744,2756,155.3,489,0.33560800000000013,6.82,0.01569150760769844,57435,0.0001,,
573,280380,2760,154.87,489,0.3340974999999998,6.83,0.012907548807561398,57594,0.0001,,
575,281192,2764,158.32,488,0.3321690000000004,6.96,0.014116102829575539,57797,0.0001,,
576,281768,2768,157.66,488,0.330801,6.94,0.19211503863334656,57941,0.0001,,
578,282404,2772,156.97,488,0.3292904999999998,6.87,0.01897338405251503,58100,0.0001,,
580,283103,2776,158.88,487,0.3276303749999998,6.98,0.21408936381340027,58275,0.0001,,
582,283843,2780,159.41,487,0.32587287499999995,7.05,0.36858731508255005,58460,0.0001,,
584,284576,2784,160.19,486,0.3241320000000002,7.13,0.01639818772673607,58643,0.0001,,
586,285214,2788,161.22,486,0.3226167499999999,7.18,0.17794166505336761,58803,0.0001,,
587,285834,2792,161.25,486,0.32114425000000024,7.17,0.015149140730500221,58958,0.0001,,
589,286554,2796,162.29,485,0.31943425000000014,7.24,0.006392305716872215,59138,0.0001,,
591,287177,2800,161.29,485,0.31795462500000005,7.24,0.38439470529556274,59294,0.0001,,
593,287698,2804,160.72,484,0.31671725000000006,7.24,0.01888139173388481,59424,0.0001,,
594,288288,2808,159.57,484,0.3153159999999998,7.24,0.028818894177675247,59571,0.0001,,
596,288883,2812,159.67,484,0.313902875,7.32,0.0034363383892923594,59720,0.0001,,
598,289641,2816,161.83,483,0.31210262499999997,7.47,0.016387544572353363,59910,0.0001,,
600,290169,2820,160.51,483,0.31084862499999977,7.37,0.027590416371822357,60042,0.0001,,
602,290862,2824,160.99,483,0.3092027500000002,7.41,0.00913432240486145,60215,0.0001,,
603,291418,2828,161.52,483,0.30788225000000013,7.48,0.00803855899721384,60354,0.0001,,
605,292003,2832,159.89,482,0.3064928750000001,7.35,0.021785277873277664,60500,0.0001,,
607,292775,2836,159.61,482,0.30465937500000007,7.35,0.024821056053042412,60693,0.0001,,
609,293491,2840,161.43,481,0.3029588750000002,7.49,0.011120062321424484,60872,0.0001,,
611,294238,2844,163.2,481,0.30118475,7.6,0.007869451306760311,61059,0.0001,,
612,294847,2848,163.65,481,0.2997383749999999,7.65,0.00916385743767023,61211,0.0001,,
614,295626,2852,164.18,480,0.2978882500000002,7.67,0.039937812834978104,61406,0.0001,,
616,296336,2856,165.92,480,0.2962020000000003,7.83,0.012611651793122292,61583,0.0001,,
618,296904,2860,165.24,480,0.2948529999999999,7.75,0.011023337952792645,61725,0.0001,,
619,297519,2864,163.27,480,0.2933923750000005,7.67,0.14441733062267303,61879,0.0001,,
621,298093,2868,163.25,479,0.2920291250000002,7.69,0.00925789587199688,62023,0.0001,,
622,298685,2872,162.81,479,0.2906231250000003,7.72,0.19008612632751465,62171,0.0001,,
624,299377,2876,162.74,479,0.2889796250000001,7.74,0.2332652062177658,62344,0.0001,,
,300000,,,,0.28750237499999987,,0.14423538744449615,62499,0.0001,15.25,242.35
635,300111,2880,162.68,472,0.2872363750000001,7.7,0.00836631003767252,62527,0.0001,,
636,300638,2884,160.62,472,0.2859847500000001,7.53,0.01583245024085045,62659,0.0001,,
638,301410,2888,161.96,471,0.2841512500000001,7.67,0.01735202968120575,62852,0.0001,,
640,302055,2892,162.21,471,0.2826193750000001,7.74,0.20881704986095428,63013,0.0001,,
642,302724,2896,161.7,471,0.28103050000000007,7.7,0.2129845768213272,63180,0.0001,,
643,303187,2900,160.1,471,0.27993087500000036,7.54,0.022577237337827682,63296,0.0001,,
645,303900,2904,162.02,470,0.2782374999999999,7.69,0.015430230647325516,63474,0.0001,,
647,304609,2908,163.21,470,0.2765536249999997,7.72,0.20393036305904388,63652,0.0001,,
649,305422,2912,165.39,470,0.2746227499999999,7.8,0.1394127756357193,63855,0.0001,,
651,306033,2916,163.92,469,0.27317162500000003,7.64,0.009970991872251034,64008,0.0001,,
653,306711,2920,165.42,469,0.2715613750000002,7.72,0.17832596600055695,64177,0.0001,,
655,307339,2924,164.77,469,0.2700698749999999,7.71,0.17786097526550293,64334,0.0001,,
656,307837,2928,164.19,468,0.2688871249999998,7.69,0.012361605651676655,64459,0.0001,,
658,308531,2932,165.28,468,0.2672388750000003,7.76,0.007433716673403978,64632,0.0001,,
660,309291,2936,165.16,468,0.26543387500000015,7.71,0.01462350320070982,64822,0.0001,,
662,309862,2940,163.71,467,0.2640777499999999,7.67,0.014596562832593918,64965,0.0001,,
663,310431,2944,161.93,467,0.2627263750000003,7.57,0.014456658624112606,65107,0.0001,,
665,311114,2948,162.67,467,0.26110425000000037,7.66,0.01149731408804655,65278,0.0001,,
667,311809,2952,161.83,466,0.25945362500000013,7.62,0.0163380466401577,65452,0.0001,,
670,312663,2956,163.27,466,0.25742537499999985,7.74,0.1982019692659378,65665,0.0001,,
672,313433,2960,165.29,466,0.2555966249999999,7.9,0.017785973846912384,65858,0.0001,,
673,314007,2964,164.88,465,0.2542333750000003,7.86,0.017366483807563782,66001,0.0001,,
675,314730,2968,166.37,465,0.2525162500000001,7.98,0.14772464334964752,66182,0.0001,,
678,315627,2972,169.42,465,0.25038587499999987,8.13,0.20685115456581116,66406,0.0001,,
679,316085,2976,167.08,464,0.24929812500000026,8.03,0.03231414034962654,66521,0.0001,,
681,316789,2980,166.78,464,0.24762612500000014,8.04,0.010900815948843956,66697,0.0001,,
683,317449,2984,168.11,464,0.2460586250000003,8.2,0.013943693600594997,66862,0.0001,,
685,318179,2988,167.69,464,0.2443248750000001,8.13,0.3367985188961029,67044,0.0001,,
686,318752,2992,166.97,464,0.24296400000000018,8.12,0.005672234110534191,67187,0.0001,,
689,319558,2996,168.34,463,0.24104974999999995,8.26,0.11482484638690948,67389,0.0001,,
690,320166,3000,169.79,463,0.23960575000000028,8.38,0.01822047494351864,67541,0.0001,,
693,320936,3004,170.36,463,0.2377769999999998,8.37,0.01761418581008911,67733,0.0001,,
694,321547,3008,169.38,462,0.2363258749999999,8.28,0.01273274514824152,67886,0.0001,,
696,322187,3012,167.65,462,0.23480587500000005,8.21,0.01550208404660225,68046,0.0001,,
698,322743,3016,167.1,462,0.233485375,8.21,0.009699659422039986,68185,0.0001,,
700,323443,3020,167.32,461,0.2318228750000002,8.26,0.019609834998846054,68360,0.0001,,
702,324142,3024,168.03,461,0.2301627500000003,8.33,0.0105741573497653,68535,0.0001,,
704,324773,3028,169.36,461,0.2286641250000001,8.41,0.0242304690182209,68693,0.0001,,
705,325306,3032,167.75,461,0.22739825000000036,8.3,0.015015775337815285,68826,0.0001,,
707,325802,3036,165.11,460,0.22622025000000034,8.11,0.1691349595785141,68950,0.0001,,
709,326528,3040,166.66,460,0.22449600000000025,8.19,0.016336113214492798,69131,0.0001,,
711,327334,3044,169.03,460,0.22258175000000002,8.38,0.024769142270088196,69333,0.0001,,
713,327988,3048,168.74,459,0.22102850000000018,8.28,0.7961045503616333,69496,0.0001,,
715,328771,3052,169.62,459,0.21916887500000026,8.38,0.02360038086771965,69692,0.0001,,
718,329602,3056,169.39,458,0.21719525000000017,8.26,0.02513832598924637,69900,0.0001,,
720,330322,3060,168.89,458,0.21548525000000007,8.22,0.21806968748569489,70080,0.0001,,
722,331104,3064,170.97,458,0.21362799999999982,8.34,0.22311891615390778,70275,0.0001,,
724,331758,3068,170.28,458,0.21207474999999998,8.26,0.01948779821395874,70439,0.0001,,
726,332547,3072,169.2,457,0.21020087500000018,8.21,0.038446392863988876,70636,0.0001,,
728,333264,3076,171.79,457,0.20849799999999996,8.37,0.032301656901836395,70815,0.0001,,
730,333967,3080,171.78,457,0.2068283750000004,8.38,0.022313743829727173,70991,0.0001,,
732,334636,3084,171.87,456,0.20523950000000024,8.39,0.012899413704872131,71158,0.0001,,
734,335276,3088,170.97,456,0.20371950000000028,8.39,0.003405904397368431,71318,0.0001,,
736,335921,3092,171.69,456,0.20218762500000032,8.38,0.19075821340084076,71480,0.0001,,
738,336575,3096,170.17,455,0.20063437499999992,8.32,0.02021573856472969,71643,0.0001,,
740,337286,3100,171.2,455,0.19894575000000014,8.42,0.2149764597415924,71821,0.0001,,
742,337954,3104,170.18,455,0.19735925000000043,8.35,0.15366943180561066,71988,0.0001,,
744,338602,3108,170.55,454,0.19582024999999992,8.45,0.013118389993906021,72150,0.0001,,
745,339190,3112,170.03,454,0.19442375000000034,8.45,0.1628374308347702,72297,0.0001,,
747,339831,3116,170.88,454,0.19290137500000015,8.56,0.013543102890253067,72457,0.0001,,
750,340597,3120,171.54,454,0.191082125,8.63,0.006803825497627258,72649,0.0001,,
752,341462,3124,173.2,453,0.18902775000000027,8.71,0.03051862120628357,72865,0.0001,,
754,342157,3128,173.84,453,0.18737712500000003,8.75,0.010000063106417656,73039,0.0001,,
756,342935,3132,176.29,453,0.185529375,8.95,0.017175793647766113,73233,0.0001,,
758,343555,3136,177.53,452,0.1840568749999999,9.08,0.024613985791802406,73388,0.0001,,
761,344560,3140,180.32,452,0.1816700000000001,9.22,0.005036250688135624,73639,0.0001,,
763,345290,3144,179.56,452,0.17993625000000035,9.23,0.18635915219783783,73822,0.0001,,
765,345982,3148,179.94,452,0.17829275,9.34,0.011995719745755196,73995,0.0001,,
767,346811,3152,180.4,451,0.17632387500000013,9.35,0.027760906144976616,74202,0.0001,,
769,347482,3156,178.8,451,0.17473024999999986,9.31,0.012318718247115612,74370,0.0001,,
771,348264,3160,179.42,451,0.17287300000000028,9.46,0.22667670249938965,74565,0.0001,,
773,349011,3164,179.07,451,0.1710988750000002,9.52,0.030262360349297523,74752,0.0001,,
776,349726,3168,179.68,450,0.1694007500000001,9.59,0.17049361765384674,74931,0.0001,,
777,350345,3172,177.98,450,0.16793062500000022,9.52,0.028911983594298363,75086,0.0001,,
780,351319,3176,180.55,449,0.16561737500000018,9.64,0.009844530373811722,75329,0.0001,,
783,352169,3180,182.02,449,0.1635986250000001,9.71,0.1197986900806427,75542,0.0001,,
785,352861,3184,182.25,449,0.1619551250000003,9.74,0.02257516421377659,75715,0.0001,,
788,353796,3188,185.2,448,0.1597345000000001,9.88,0.007505481131374836,75948,0.0001,,
790,354503,3192,185.82,448,0.1580553750000001,9.93,0.02900514006614685,76125,0.0001,,
792,355362,3196,187.87,448,0.15601525000000016,10.01,0.011859970167279243,76340,0.0001,,
794,356011,3200,187.25,448,0.15447387499999987,9.9,0.010533452033996582,76502,0.0001,,
796,356768,3204,188.14,447,0.15267600000000014,9.97,0.01640753261744976,76691,0.0001,,
799,357551,3208,189.49,447,0.15081637500000022,9.98,0.00938878208398819,76887,0.0001,,
801,358313,3212,191.23,447,0.1490066250000004,10.06,0.010879764333367348,77078,0.0001,,
803,359105,3216,192.74,446,0.14712562500000015,10.14,0.005251915194094181,77276,0.0001,,
805,359935,3220,193.38,446,0.14515437499999972,10.16,0.45809313654899597,77483,0.0001,,
808,360882,3224,194.2,446,0.1429052500000002,10.21,0.012356707826256752,77720,0.0001,,
810,361528,3228,193.71,445,0.1413709999999998,10.21,0.010904393158853054,77881,0.0001,,
813,362369,3232,194.34,445,0.13937362500000017,10.26,0.1802719086408615,78092,0.0001,,
815,363079,3236,195.24,445,0.13768737500000028,10.31,0.021681133657693863,78269,0.0001,,
817,363778,3240,192.18,444,0.13602725000000027,10.15,0.008731173351407051,78444,0.0001,,
820,364631,3244,193.41,444,0.1340013750000002,10.17,0.006685728672891855,78657,0.0001,,
822,365310,3248,193.28,444,0.13238874999999994,10.13,0.0109627740457654,78827,0.0001,,
824,366088,3252,192.77,443,0.13054100000000013,10.1,0.006116696633398533,79021,0.0001,,
826,366776,3256,192.94,443,0.128907,10.12,0.022807616740465164,79193,0.0001,,
829,367709,3260,194.45,443,0.1266911249999999,10.16,0.022363491356372833,79427,0.0001,,
832,368639,3264,196.28,442,0.12448237500000026,10.25,0.010771187022328377,79659,0.0001,,
834,369408,3268,196.82,442,0.1226560000000001,10.3,0.009020833298563957,79851,0.0001,,
836,370073,3272,197.28,442,0.12107662499999994,10.35,0.010981252416968346,80018,0.0001,,
838,370902,3276,195.83,442,0.11910774999999996,10.32,0.02574291080236435,80225,0.0001,,
841,371648,3280,194.79,441,0.1173360000000001,10.28,0.008412564173340797,80411,0.0001,,
843,372388,3284,195.27,441,0.11557850000000025,10.29,0.011122453957796097,80596,0.0001,,
845,373172,3288,193.76,441,0.1137165,10.17,0.012843753211200237,80792,0.0001,,
847,373784,3292,192.81,440,0.11226299999999978,10.15,0.005820198450237513,80945,0.0001,,
850,374760,3296,193.98,440,0.10994500000000018,10.24,0.20887230336666107,81189,0.0001,,
852,375468,3300,194.57,440,0.10826349999999985,10.35,0.017458435148000717,81366,0.0001,,
854,376190,3304,194.22,440,0.10654875000000008,10.32,0.023540489375591278,81547,0.0001,,
856,376844,3308,192.93,439,0.10499550000000024,10.32,0.44573771953582764,81710,0.0001,,
859,377629,3312,193.16,439,0.1031311250000001,10.37,0.02020200341939926,81907,0.0001,,
861,378278,3316,191.73,439,0.10158975000000037,10.25,0.026927098631858826,82069,0.0001,,
863,378946,3320,190.11,439,0.10000324999999999,10.18,0.23656299710273743,82236,0.0001,,
865,379767,3324,188.85,438,0.09805337500000022,10.16,0.008631888777017593,82441,0.0001,,
867,380502,3328,189.74,438,0.09630775000000036,10.21,0.011179864406585693,82625,0.0001,,
869,381091,3332,187.22,438,0.09490887499999989,10.03,0.2444668561220169,82772,0.0001,,
871,381817,3336,187.38,437,0.09318462500000002,10.07,0.0153128607198596,82954,0.0001,,
874,382606,3340,188.28,437,0.09131075000000011,10.16,0.017705513164401054,83151,0.0001,,
876,383175,3344,185.44,437,0.08995937499999995,9.99,0.19176417589187622,83293,0.0001,,
878,384100,3348,187.9,437,0.08776249999999985,10.14,0.027641724795103073,83524,0.0001,,
880,384833,3352,187.45,436,0.0860216250000001,10.12,0.018206756561994553,83708,0.0001,,
883,385530,3356,187.54,436,0.08436625000000031,10.18,0.025543835014104843,83882,0.0001,,
885,386286,3360,185.77,436,0.08257074999999969,10.05,0.019980134442448616,84071,0.0001,,
887,387076,3364,184.37,435,0.08069450000000022,9.95,0.014705137349665165,84268,0.0001,,
890,387885,3368,184.77,435,0.078773125,9.97,0.013781309127807617,84471,0.0001,,
891,388482,3372,184.09,435,0.0773552500000001,9.88,0.010986847802996635,84620,0.0001,,
894,389420,3376,185.18,435,0.07512750000000035,9.97,0.1886296272277832,84854,0.0001,,
897,390196,3380,185.48,434,0.07328450000000009,9.98,0.0329911932349205,85048,0.0001,,
899,391027,3384,186.39,434,0.0713108750000001,10.04,0.008661910891532898,85256,0.0001,,
901,391744,3388,185.72,434,0.06960799999999989,10.12,0.00875747762620449,85435,0.0001,,
904,392572,3392,187.88,434,0.06764150000000024,10.25,0.03852448612451553,85642,0.0001,,
906,393278,3396,185.18,433,0.06596475000000002,10.05,0.19487136602401733,85819,0.0001,,
909,394089,3400,186.21,433,0.0640386249999998,10.11,0.2526293396949768,86022,0.0001,,
911,394937,3404,187.47,433,0.062024624999999944,10.23,0.013451240956783295,86234,0.0001,,
914,395717,3408,188.73,432,0.060172125000000354,10.27,0.005887208506464958,86429,0.0001,,
916,396662,3412,190.33,432,0.057927749999999945,10.33,0.010099833831191063,86665,0.0001,,
919,397388,3416,191.1,432,0.05620349999999996,10.4,0.023157773539423943,86846,0.0001,,
921,398264,3420,193.18,432,0.054123000000000254,10.52,0.029831217601895332,87065,0.0001,,
923,398933,3424,191.66,431,0.0525341250000001,10.39,0.010351421311497688,87233,0.0001,,
925,399667,3428,191.65,431,0.050790875000000124,10.44,0.026564478874206543,87416,0.0001,,
,400000,,,,0.050002375000000154,,0.05061275139451027,87499,0.0001,10.2,189.15
935,400485,3432,193.94,428,0.05,10.62,0.005787268280982971,87621,0.0001,,
937,401199,3436,193.82,427,0.05,10.6,0.01352787110954523,87799,0.0001,,
939,401848,3440,192.42,427,0.05,10.54,0.00512989005073905,87961,0.0001,,
942,402666,3444,194.91,427,0.05,10.76,0.021846771240234375,88166,0.0001,,
944,403401,3448,193.01,427,0.05,10.68,0.02154424786567688,88350,0.0001,,
946,404095,3452,192.62,426,0.05,10.65,0.013000682927668095,88523,0.0001,,
949,405021,3456,194.91,426,0.05,10.76,0.005404900759458542,88755,0.0001,,
951,405708,3460,194.22,426,0.05,10.74,0.014524769969284534,88926,0.0001,,
953,406384,3464,193.08,426,0.05,10.7,0.18532708287239075,89095,0.0001,,
955,407019,3468,191.34,425,0.05,10.54,0.014935043640434742,89254,0.0001,,
957,407705,3472,192.23,425,0.05,10.68,0.01052172016352415,89426,0.0001,,
960,408473,3476,190.53,425,0.05,10.57,0.2674351930618286,89618,0.0001,,
961,409092,3480,188.96,425,0.05,10.51,0.01924220845103264,89772,0.0001,,
964,409982,3484,189.55,424,0.05,10.5,0.014950900338590145,89995,0.0001,,
967,410846,3488,191.02,424,0.05,10.55,0.2662196457386017,90211,0.0001,,
969,411473,3492,189.01,424,0.05,10.41,0.23523621261119843,90368,0.0001,,
971,412120,3496,188.42,424,0.05,10.4,0.010779842734336853,90529,0.0001,,
973,412735,3500,186.46,424,0.05,10.3,0.1956077516078949,90683,0.0001,,
975,413442,3504,185.05,423,0.05,10.24,0.02824230119585991,90860,0.0001,,
977,414115,3508,183.98,423,0.05,10.2,0.018235959112644196,91028,0.0001,,
980,414909,3512,182.47,423,0.05,10.1,0.007034008856862783,91227,0.0001,,
982,415563,3516,181.75,423,0.05,10.06,0.02147741988301277,91390,0.0001,,
983,416085,3520,178.21,422,0.05,9.78,0.01118086464703083,91521,0.0001,,
986,416952,3524,180.19,422,0.05,9.92,0.021130353212356567,91737,0.0001,,
988,417566,3528,178.99,422,0.05,9.76,0.14580315351486206,91891,0.0001,,
990,418383,3532,178.98,422,0.05,9.72,0.01386305969208479,92095,0.0001,,
992,419147,3536,179.48,422,0.05,9.76,0.19350220263004303,92286,0.0001,,
994,419903,3540,180.55,422,0.05,9.74,0.24056962132453918,92475,0.0001,,
996,420665,3544,179.99,421,0.05,9.67,0.17134231328964233,92666,0.0001,,
999,421361,3548,179.6,421,0.05,9.67,0.236319899559021,92840,0.0001,,
1001,422301,3552,182.06,421,0.05,9.82,0.12565025687217712,93075,0.0001,,
1004,423128,3556,181.07,421,0.05,9.8,0.026899755001068115,93281,0.0001,,
1006,423857,3560,181.49,421,0.05,9.82,0.1352337896823883,93464,0.0001,,
1008,424621,3564,182.37,420,0.05,9.83,0.012196190655231476,93655,0.0001,,
1010,425374,3568,183.55,420,0.05,9.88,0.20613890886306763,93843,0.0001,,
1012,426144,3572,184.39,420,0.05,9.87,0.02517370507121086,94035,0.0001,,
1014,426786,3576,183.13,420,0.05,9.75,0.030683208256959915,94196,0.0001,,
1017,427575,3580,184.83,420,0.05,9.79,0.01957741379737854,94393,0.0001,,
1019,428307,3584,183.25,420,0.05,9.73,0.0369679294526577,94576,0.0001,,
1021,428920,3588,180.74,419,0.05,9.53,0.021712906658649445,94729,0.0001,,
1023,429648,3592,181.75,419,0.05,9.6,0.03327463939785957,94911,0.0001,,
1026,430395,3596,182.75,419,0.05,9.63,0.009512379765510559,95098,0.0001,,
1028,431275,3600,185.4,419,0.05,9.86,0.030119353905320168,95318,0.0001,,
1030,431795,3604,183.53,419,0.05,9.76,0.012112973257899284,95448,0.0001,,
1032,432648,3608,185.33,418,0.05,9.85,0.1987159252166748,95661,0.0001,,
1034,433355,3612,184.46,418,0.05,9.84,0.18778647482395172,95838,0.0001,,
1037,434148,3616,185.85,418,0.05,9.92,0.18120019137859344,96036,0.0001,,
1039,434857,3620,187.72,418,0.05,10.07,0.02765415795147419,96214,0.0001,,
1041,435582,3624,186.3,418,0.05,9.93,0.013032332062721252,96395,0.0001,,
1044,436379,3628,188.13,417,0.05,10.09,0.03857353329658508,96594,0.0001,,
1047,437282,3632,188.99,417,0.05,10.15,0.014442000538110733,96820,0.0001,,
1048,437871,3636,187.24,417,0.05,10.03,0.015020056627690792,96967,0.0001,,
1051,438753,3640,188.5,417,0.05,10.11,0.02070540562272072,97188,0.0001,,
1053,439414,3644,187.49,417,0.05,10.01,0.020952133461833,97353,0.0001,,
1055,440011,3648,186.5,416,0.05,9.86,0.20018358528614044,97502,0.0001,,
1058,440806,3652,185.05,416,0.05,9.77,0.031547125428915024,97701,0.0001,,
1060,441621,3656,184.93,416,0.05,9.78,0.023002902045845985,97905,0.0001,,
1062,442168,3660,183.11,416,0.05,9.68,0.01950313150882721,98041,0.0001,,
1064,442979,3664,183.58,416,0.05,9.76,0.024909719824790955,98244,0.0001,,
1067,443790,3668,184.16,415,0.05,9.86,0.20578671991825104,98447,0.0001,,
1068,444420,3672,182.76,415,0.05,9.75,0.03644241392612457,98604,0.0001,,
1071,445183,3676,183.97,415,0.05,9.8,0.030063265934586525,98795,0.0001,,
1072,445673,3680,180.98,415,0.05,9.68,0.02630658634006977,98918,0.0001,,
1074,446238,3684,179.31,415,0.05,9.56,0.21308273077011108,99059,0.0001,,
1076,446803,3688,178.83,415,0.05,9.56,0.04528659209609032,99200,0.0001,,
1078,447550,3692,179.02,414,0.05,9.57,0.3529311418533325,99387,0.0001,,
1080,448235,3696,178.4,414,0.05,9.57,0.007111815735697746,99558,0.0001,,
1083,449228,3700,179.53,414,0.05,9.57,0.027656618505716324,99806,0.0001,,
1086,450081,3704,182.86,414,0.05,9.75,0.01354833971709013,100020,0.0001,,
1088,450749,3708,181.01,414,0.05,9.62,0.02172526717185974,100187,0.0001,,
1091,451554,3712,181.99,413,0.05,9.59,0.16752873361110687,100388,0.0001,,
1093,452225,3716,180.77,413,0.05,9.5,0.025877486914396286,100556,0.0001,,
1095,453127,3720,182.7,413,0.05,9.67,0.03423626720905304,100781,0.0001,,
1098,453842,3724,182.6,413,0.05,9.67,0.01619427092373371,100960,0.0001,,
1100,454414,3728,180.35,413,0.05,9.49,0.033718787133693695,101103,0.0001,,
1101,455027,3732,177.45,412,0.05,9.26,0.14481621980667114,101256,0.0001,,
1104,455912,3736,180.41,412,0.05,9.49,0.01568647474050522,101477,0.0001,,
