rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/n_updates,train/loss
1583.6,593940,549,2612,-20.32,1081,0.01,,,0.0001,123484,0.00928319152444601
1590.55,595591,549,2616,-20.31,1084,0.01,,,0.0001,123897,0.005658354144543409
1594.52,597301,549,2620,-20.29,1087,0.01,,,0.0001,124325,0.005282947327941656
1607.66,599069,549,2624,-20.29,1090,0.01,,,0.0001,124767,0.00773114338517189
,600000,,,,,0.01,-20.0,1947.75,0.0001,124999,0.009872250258922577
1605.98,600679,543,2628,-20.29,1106,0.01,,,0.0001,125169,0.007328909821808338
1617.05,602400,542,2632,-20.24,1109,0.01,,,0.0001,125599,0.006605638191103935
1625.75,604074,542,2636,-20.23,1112,0.01,,,0.0001,126018,0.00695017958059907
1633.27,605781,542,2640,-20.21,1115,0.01,,,0.0001,126445,0.0065070041455328465
1639.03,607506,542,2644,-20.18,1119,0.01,,,0.0001,126876,0.00517721613869071
1636.03,609164,542,2648,-20.21,1122,0.01,,,0.0001,127290,0.007139533758163452
1648.38,610938,542,2652,-20.2,1125,0.01,,,0.0001,127734,0.0071928310208022594
1660.49,612651,542,2656,-20.19,1129,0.01,,,0.0001,128162,0.008858025074005127
1666.96,614383,542,2660,-20.18,1132,0.01,,,0.0001,128595,0.004482585936784744
1681.37,616183,542,2664,-20.12,1135,0.01,,,0.0001,129045,0.005540620069950819
1693.33,618010,542,2668,-20.07,1139,0.01,,,0.0001,129502,0.006350354291498661
1704.22,619850,542,2672,-20.08,1142,0.01,,,0.0001,129962,0.006296415813267231
1715.82,621714,542,2676,-20.01,1146,0.01,,,0.0001,130428,0.004760211333632469
1726.73,623552,542,2680,-20.0,1149,0.01,,,0.0001,130887,0.005335197318345308
1731.16,625352,542,2684,-20.04,1153,0.01,,,0.0001,131337,0.005922825075685978
1738.91,627151,542,2688,-20.03,1156,0.01,,,0.0001,131787,0.00543097872287035
1746.73,628994,542,2692,-20.01,1160,0.01,,,0.0001,132248,0.007297075353562832
1761.28,631013,541,2696,-20.05,1164,0.01,,,0.0001,132753,0.012331560254096985
1773.1,632887,541,2700,-20.05,1167,0.01,,,0.0001,133221,0.0057891858741641045
1784.27,634819,541,2704,-20.01,1171,0.01,,,0.0001,133704,0.01478179544210434
1798.81,636797,541,2708,-19.94,1175,0.01,,,0.0001,134199,0.0037598279304802418
1815.09,638786,541,2712,-19.93,1179,0.01,,,0.0001,134696,0.008071282878518105
1818.51,640522,541,2716,-19.92,1182,0.01,,,0.0001,135130,0.004644712433218956
1834.64,642638,541,2720,-19.91,1186,0.01,,,0.0001,135659,0.0035459748469293118
1840.12,644548,541,2724,-19.84,1190,0.01,,,0.0001,136136,0.00652247853577137
1856.86,646576,541,2728,-19.82,1193,0.01,,,0.0001,136643,0.006812567822635174
1863.62,648470,541,2732,-19.8,1197,0.01,,,0.0001,137117,0.005432873964309692
1871.73,650341,541,2736,-19.75,1201,0.01,,,0.0001,137585,0.005072741769254208
1880.35,652267,541,2740,-19.77,1204,0.01,,,0.0001,138066,0.02202819101512432
1889.09,654212,541,2744,-19.8,1208,0.01,,,0.0001,138552,0.00732699129730463
1895.34,656017,541,2748,-19.81,1211,0.01,,,0.0001,139004,0.006698794662952423
1899.03,657877,541,2752,-19.81,1215,0.01,,,0.0001,139469,0.006612887606024742
1912.91,659944,541,2756,-19.83,1219,0.01,,,0.0001,139985,0.004574966616928577
1917.98,661811,541,2760,-19.8,1222,0.01,,,0.0001,140452,0.024789631366729736
1929.98,663914,541,2764,-19.79,1226,0.01,,,0.0001,140978,0.0033108736388385296
1934.76,665852,541,2768,-19.8,1230,0.01,,,0.0001,141462,0.008083243854343891
1947.7,668014,541,2772,-19.76,1234,0.01,,,0.0001,142003,0.005942586809396744
1955.32,670074,540,2776,-19.8,1238,0.01,,,0.0001,142518,0.009209909476339817
1966.38,672192,540,2780,-19.75,1242,0.01,,,0.0001,143047,0.010450052097439766
1978.37,674286,540,2784,-19.71,1246,0.01,,,0.0001,143571,0.0039983708411455154
1980.29,676135,540,2788,-19.72,1250,0.01,,,0.0001,144033,0.0023838537745177746
1980.24,677972,540,2792,-19.75,1253,0.01,,,0.0001,144492,0.006459036376327276
1983.62,680086,540,2796,-19.76,1257,0.01,,,0.0001,145021,0.004253328312188387
1990.49,682136,540,2800,-19.75,1261,0.01,,,0.0001,145533,0.006394023075699806
1996.42,684212,540,2804,-19.75,1265,0.01,,,0.0001,146052,0.00832226499915123
1993.6,686120,540,2808,-19.82,1269,0.01,,,0.0001,146529,0.019935211166739464
1996.0,688165,540,2812,-19.76,1273,0.01,,,0.0001,147041,0.008801278658211231
2005.3,690138,540,2816,-19.74,1276,0.01,,,0.0001,147534,0.00296290242113173
1998.06,692083,540,2820,-19.77,1280,0.01,,,0.0001,148020,0.007241480052471161
2001.86,694087,540,2824,-19.82,1284,0.01,,,0.0001,148521,0.010563082061707973
2012.68,696385,540,2828,-19.83,1288,0.01,,,0.0001,149096,0.007833835668861866
2011.69,698247,540,2832,-19.9,1292,0.01,,,0.0001,149561,0.004754373803734779
,700000,,,,,0.01,-18.8,2138.25,0.0001,149999,0.006471983157098293
2014.83,700192,534,2836,-19.89,1309,0.01,,,0.0001,150047,0.007672017440199852
2024.41,702349,534,2840,-19.83,1313,0.01,,,0.0001,150587,0.011567089706659317
2031.39,704462,534,2844,-19.81,1317,0.01,,,0.0001,151115,0.006751701235771179
2045.03,706611,534,2848,-19.76,1321,0.01,,,0.0001,151652,0.008535042405128479
2048.7,708563,534,2852,-19.74,1325,0.01,,,0.0001,152140,0.005003104917705059
2058.15,710851,534,2856,-19.7,1329,0.01,,,0.0001,152712,0.008025512099266052
2070.28,713014,534,2860,-19.72,1334,0.01,,,0.0001,153253,0.00442549679428339
2073.62,715209,534,2864,-19.71,1338,0.01,,,0.0001,153802,0.0067069437354803085
2085.94,717466,534,2868,-19.68,1342,0.01,,,0.0001,154366,0.004277702886611223
2082.9,719554,534,2872,-19.71,1346,0.01,,,0.0001,154888,0.003606772515922785
2076.41,721453,534,2876,-19.73,1350,0.01,,,0.0001,155363,0.003201959654688835
2073.37,723494,534,2880,-19.77,1354,0.01,,,0.0001,155873,0.010459152981638908
2064.76,725373,534,2884,-19.82,1357,0.01,,,0.0001,156343,0.005423251073807478
2073.07,727431,534,2888,-19.83,1361,0.01,,,0.0001,156857,0.010094325989484787
2082.05,729488,534,2892,-19.79,1365,0.01,,,0.0001,157371,0.003800941165536642
2082.94,731617,534,2896,-19.81,1369,0.01,,,0.0001,157904,0.005693769082427025
2090.24,733845,534,2900,-19.79,1373,0.01,,,0.0001,158461,0.015014704316854477
2099.4,736158,534,2904,-19.78,1378,0.01,,,0.0001,159039,0.0080857053399086
2108.67,738293,534,2908,-19.67,1382,0.01,,,0.0001,159573,0.008998184464871883
2112.55,740428,533,2912,-19.72,1386,0.01,,,0.0001,160106,0.0027858843095600605
2121.72,742628,533,2916,-19.75,1390,0.01,,,0.0001,160656,0.005230569746345282
2131.18,744805,533,2920,-19.68,1394,0.01,,,0.0001,161201,0.00445647444576025
2139.56,747011,533,2924,-19.65,1399,0.01,,,0.0001,161752,0.008136942982673645
2132.38,749126,533,2928,-19.65,1403,0.01,,,0.0001,162281,0.003342648269608617
2140.07,751178,533,2932,-19.59,1407,0.01,,,0.0001,162794,0.013779877685010433
2146.7,753295,533,2936,-19.6,1411,0.01,,,0.0001,163323,0.007111359853297472
2140.99,755318,533,2940,-19.63,1415,0.01,,,0.0001,163829,0.02102130651473999
2140.48,757426,533,2944,-19.61,1419,0.01,,,0.0001,164356,0.012071228586137295
2136.94,759485,533,2948,-19.6,1423,0.01,,,0.0001,164871,0.013877992518246174
2151.81,761812,533,2952,-19.56,1427,0.01,,,0.0001,165452,0.004758082330226898
2156.19,764214,533,2956,-19.51,1432,0.01,,,0.0001,166053,0.012022644281387329
2159.87,766469,533,2960,-19.46,1436,0.01,,,0.0001,166617,0.008130138739943504
2156.73,768574,533,2964,-19.44,1440,0.01,,,0.0001,167143,0.004601788241416216
2144.52,770529,533,2968,-19.49,1444,0.01,,,0.0001,167632,0.011836826801300049
2152.69,772816,533,2972,-19.41,1448,0.01,,,0.0001,168203,0.010173053480684757
2164.09,774990,533,2976,-19.38,1452,0.01,,,0.0001,168747,0.007826363667845726
2175.13,777307,533,2980,-19.39,1457,0.01,,,0.0001,169326,0.00923730619251728
2197.48,779748,533,2984,-19.33,1461,0.01,,,0.0001,169936,0.004019579384475946
2205.99,782018,533,2988,-19.28,1466,0.01,,,0.0001,170504,0.005690098274499178
2227.74,784621,533,2992,-19.23,1471,0.01,,,0.0001,171155,0.005386187694966793
2234.48,786928,533,2996,-19.22,1475,0.01,,,0.0001,171731,0.012763134203851223
2245.96,789446,533,3000,-19.21,1480,0.01,,,0.0001,172361,0.0064687058329582214
2251.61,791897,533,3004,-19.21,1485,0.01,,,0.0001,172974,0.005171006545424461
2249.89,793989,533,3008,-19.24,1489,0.01,,,0.0001,173497,0.014235138893127441
2251.0,796161,533,3012,-19.26,1493,0.01,,,0.0001,174040,0.0072878021746873856
2255.68,798475,533,3016,-19.22,1497,0.01,,,0.0001,174618,0.009505975991487503
,800000,,,,,0.01,-19.75,2386.55,0.0001,174999,0.00727834040299058
2263.64,800852,527,3020,-19.28,1517,0.01,,,0.0001,175212,0.005362681113183498
2257.41,802903,527,3024,-19.3,1521,0.01,,,0.0001,175725,0.004431616049259901
2269.47,805323,527,3028,-19.25,1525,0.01,,,0.0001,176330,0.004046482965350151
2266.74,807305,527,3032,-19.25,1529,0.01,,,0.0001,176826,0.00529832998290658
2282.46,809812,527,3036,-19.28,1534,0.01,,,0.0001,177452,0.009248735383152962
2291.11,812047,527,3040,-19.26,1538,0.01,,,0.0001,178011,0.011629465967416763
2302.23,814427,527,3044,-19.29,1543,0.01,,,0.0001,178606,0.004279843531548977
2311.44,816720,527,3048,-19.28,1547,0.01,,,0.0001,179179,0.0060549331828951836
2312.28,819054,527,3052,-19.25,1552,0.01,,,0.0001,179763,0.012161653488874435
2306.9,821328,527,3056,-19.27,1556,0.01,,,0.0001,180331,0.007138953078538179
2309.0,823646,527,3060,-19.27,1560,0.01,,,0.0001,180911,0.007744798436760902
2323.13,826106,527,3064,-19.28,1565,0.01,,,0.0001,181526,0.005778080318123102
2345.99,828625,527,3068,-19.25,1570,0.01,,,0.0001,182156,0.01005995087325573
2364.11,831369,527,3072,-19.26,1575,0.01,,,0.0001,182842,0.006085291504859924
2390.0,834196,527,3076,-19.18,1580,0.01,,,0.0001,183548,0.002410490997135639
2423.06,837343,527,3080,-19.09,1586,0.01,,,0.0001,184335,0.008266983553767204
2421.34,839743,527,3084,-19.1,1591,0.01,,,0.0001,184935,0.00982847809791565
2436.37,842383,527,3088,-19.11,1596,0.01,,,0.0001,185595,0.005964222364127636
2433.05,844895,527,3092,-19.18,1601,0.01,,,0.0001,186223,0.005346726626157761
2447.8,847560,527,3096,-19.15,1606,0.01,,,0.0001,186889,0.003949865698814392
2450.33,850134,527,3100,-19.17,1611,0.01,,,0.0001,187533,0.004946308210492134
2458.02,852771,527,3104,-19.18,1616,0.01,,,0.0001,188192,0.008551978506147861
2476.38,855331,527,3108,-19.21,1621,0.01,,,0.0001,188832,0.006365468259900808
2500.58,858105,527,3112,-19.12,1626,0.01,,,0.0001,189526,0.004779225215315819
2512.5,860722,527,3116,-19.13,1631,0.01,,,0.0001,190180,0.0070128669030964375
2529.27,863516,527,3120,-19.04,1636,0.01,,,0.0001,190878,0.009207583963871002
2539.56,865825,527,3124,-19.03,1641,0.01,,,0.0001,191456,0.012534860521554947
2544.48,868363,527,3128,-19.07,1645,0.01,,,0.0001,192090,0.006722877733409405
2583.9,871344,527,3132,-19.01,1651,0.01,,,0.0001,192835,0.01084465067833662
2596.01,874153,527,3136,-19.0,1657,0.01,,,0.0001,193538,0.0040712058544158936
2616.73,876903,527,3140,-19.01,1662,0.01,,,0.0001,194225,0.00818871334195137
2640.6,879879,527,3144,-18.95,1667,0.01,,,0.0001,194969,0.0178147591650486
2652.39,882464,527,3148,-18.95,1672,0.01,,,0.0001,195615,0.019783563911914825
2678.15,885459,527,3152,-18.9,1678,0.01,,,0.0001,196364,0.011786950752139091
2688.1,887979,527,3156,-18.9,1683,0.01,,,0.0001,196994,0.014974420890212059
2709.82,890836,527,3160,-18.83,1688,0.01,,,0.0001,197708,0.005886429455131292
2727.51,893744,527,3164,-18.78,1694,0.01,,,0.0001,198435,0.01372654177248478
2732.37,896389,527,3168,-18.71,1699,0.01,,,0.0001,199097,0.007260093465447426
2751.71,899618,527,3172,-18.62,1705,0.01,,,0.0001,199904,0.011088856495916843
,900000,,,,,0.01,-17.95,2732.35,0.0001,199999,0.00812249444425106
2748.66,902372,522,3176,-18.59,1728,0.01,,,0.0001,200592,0.005721735768020153
2743.43,905381,522,3180,-18.58,1733,0.01,,,0.0001,201345,0.015491820871829987
2753.89,908039,522,3184,-18.58,1738,0.01,,,0.0001,202009,0.008416198194026947
2743.15,910412,522,3188,-18.55,1743,0.01,,,0.0001,202602,0.004585122223943472
2758.19,913317,522,3192,-18.49,1748,0.01,,,0.0001,203329,0.0052802301943302155
2764.7,916152,522,3196,-18.41,1754,0.01,,,0.0001,204037,0.030871445313096046
2774.69,918977,522,3200,-18.35,1759,0.01,,,0.0001,204744,0.005925657693296671
2765.18,921381,522,3204,-18.35,1764,0.01,,,0.0001,205345,0.01980826072394848
2777.99,924256,522,3208,-18.32,1769,0.01,,,0.0001,206063,0.00729603786021471
2797.26,927511,522,3212,-18.33,1776,0.01,,,0.0001,206877,0.0064607406966388226
2797.07,930119,522,3216,-18.3,1781,0.01,,,0.0001,207529,0.012429498136043549
2803.42,933075,522,3220,-18.3,1786,0.01,,,0.0001,208268,0.012438219040632248
2822.57,935872,522,3224,-18.27,1792,0.01,,,0.0001,208967,0.006025583017617464
2842.6,938919,522,3228,-18.22,1797,0.01,,,0.0001,209729,0.009990151040256023
2825.93,941480,522,3232,-18.23,1802,0.01,,,0.0001,210369,0.018383335322141647
2817.45,944085,522,3236,-18.17,1807,0.01,,,0.0001,211021,0.006210825406014919
2825.71,947042,522,3240,-18.1,1813,0.01,,,0.0001,211760,0.0036174869164824486
2832.45,950188,522,3244,-18.09,1819,0.01,,,0.0001,212546,0.004828997887670994
2848.03,953171,522,3248,-18.1,1825,0.01,,,0.0001,213292,0.002691419329494238
2830.9,955733,522,3252,-18.19,1829,0.01,,,0.0001,213933,0.014308039098978043
2859.52,958964,522,3256,-18.07,1836,0.01,,,0.0001,214740,0.005185090936720371
2865.58,961972,522,3260,-18.13,1841,0.01,,,0.0001,215492,0.0023627313785254955
2877.72,965180,522,3264,-18.17,1847,0.01,,,0.0001,216294,0.007210496813058853
2897.95,968331,522,3268,-18.16,1853,0.01,,,0.0001,217082,0.006564940791577101
2881.2,971141,522,3272,-18.28,1859,0.01,,,0.0001,217785,0.022108910605311394
2885.91,974002,522,3276,-18.34,1864,0.01,,,0.0001,218500,0.006068533286452293
2884.57,976984,522,3280,-18.39,1870,0.01,,,0.0001,219245,0.0051065594889223576
2890.39,979785,522,3284,-18.31,1875,0.01,,,0.0001,219946,0.004818510264158249
2904.83,982528,522,3288,-18.31,1881,0.01,,,0.0001,220631,0.01131715252995491
2917.85,985750,522,3292,-18.19,1887,0.01,,,0.0001,221437,0.006185815669596195
2924.29,988732,522,3296,-18.27,1892,0.01,,,0.0001,222182,0.0048089781776070595
2941.17,991985,522,3300,-18.24,1899,0.01,,,0.0001,222996,0.008637036196887493
2977.34,995297,522,3304,-18.11,1905,0.01,,,0.0001,223824,0.019366715103387833
2970.95,998016,522,3308,-18.1,1910,0.01,,,0.0001,224503,0.023473581299185753
,1000000,,,,,0.01,-16.1,3174.35,0.0001,224999,0.006974724121391773
2971.52,1001287,516,3312,-18.05,1937,0.01,,,0.0001,225321,0.014037812128663063
2994.8,1004478,516,3316,-17.94,1943,0.01,,,0.0001,226119,0.02006642147898674
3005.56,1007700,516,3320,-17.94,1949,0.01,,,0.0001,226924,0.008851679041981697
3032.05,1011149,516,3324,-17.88,1955,0.01,,,0.0001,227787,0.003406164702028036
3035.82,1014282,517,3328,-17.88,1961,0.01,,,0.0001,228570,0.0065432447008788586
3072.04,1017752,517,3332,-17.81,1968,0.01,,,0.0001,229437,0.010059741325676441
3096.09,1020950,517,3336,-17.73,1974,0.01,,,0.0001,230237,0.014005406759679317
3095.66,1023899,517,3340,-17.78,1980,0.01,,,0.0001,230974,0.029494687914848328
3098.17,1027112,517,3344,-17.7,1986,0.01,,,0.0001,231777,0.009563341736793518
3094.09,1029990,517,3348,-17.66,1991,0.01,,,0.0001,232497,0.004865176975727081
3108.5,1032907,517,3352,-17.65,1997,0.01,,,0.0001,233226,0.003449501469731331
3097.21,1035851,517,3356,-17.77,2002,0.01,,,0.0001,233962,0.0049575455486774445
3100.43,1038941,517,3360,-17.7,2008,0.01,,,0.0001,234735,0.013340635225176811
3086.66,1041810,517,3364,-17.71,2014,0.01,,,0.0001,235452,0.011989055201411247
3117.64,1045730,517,3368,-17.55,2021,0.01,,,0.0001,236432,0.008724173530936241
3122.19,1048653,517,3372,-17.58,2027,0.01,,,0.0001,237163,0.010083584114909172
3123.61,1051561,517,3376,-17.56,2032,0.01,,,0.0001,237890,0.003924236632883549
3129.7,1054696,517,3380,-17.56,2038,0.01,,,0.0001,238673,0.006218889262527227
3143.46,1057840,517,3384,-17.53,2044,0.01,,,0.0001,239459,0.016103394329547882
3163.75,1061083,517,3388,-17.52,2050,0.01,,,0.0001,240270,0.0054304287768900394
3171.55,1064503,517,3392,-17.57,2057,0.01,,,0.0001,241125,0.006769432686269283
3179.34,1067688,517,3396,-17.48,2063,0.01,,,0.0001,241921,0.009931134060025215
3174.69,1070829,517,3400,-17.47,2069,0.01,,,0.0001,242707,0.03826674446463585
3188.89,1074495,517,3404,-17.48,2076,0.01,,,0.0001,243623,0.0028837900608778
3199.6,1077477,517,3408,-17.48,2081,0.01,,,0.0001,244369,0.00876563135534525
3177.83,1080199,517,3412,-17.57,2086,0.01,,,0.0001,245049,0.0030274277087301016
3167.36,1083123,517,3416,-17.68,2092,0.01,,,0.0001,245780,0.0057680197060108185
3163.21,1086240,517,3420,-17.64,2098,0.01,,,0.0001,246559,0.010273218154907227
3143.65,1089203,517,3424,-17.61,2104,0.01,,,0.0001,247300,0.006524883210659027
3154.56,1092610,517,3428,-17.56,2110,0.01,,,0.0001,248152,0.01695907488465309
3174.17,1096564,517,3432,-17.5,2118,0.01,,,0.0001,249140,0.009418928995728493
3176.61,1099827,517,3436,-17.56,2124,0.01,,,0.0001,249956,0.00446196086704731
,1100000,,,,,0.01,-15.6,4198.55,0.0001,249999,0.009399342350661755
3220.39,1103865,511,3440,-17.46,2158,0.01,,,0.0001,250966,0.006266397889703512
3242.29,1107617,511,3444,-17.44,2165,0.01,,,0.0001,251904,0.005804658867418766
3262.81,1111003,511,3448,-17.41,2172,0.01,,,0.0001,252750,0.015073844231665134
3297.34,1114776,511,3452,-17.25,2179,0.01,,,0.0001,253693,0.002942133229225874
3322.28,1118349,511,3456,-17.16,2186,0.01,,,0.0001,254587,0.01671699434518814
3337.01,1121805,511,3460,-17.18,2192,0.01,,,0.0001,255451,0.009012648835778236
3355.37,1125119,511,3464,-17.08,2199,0.01,,,0.0001,256279,0.005022361874580383
3347.13,1128828,511,3468,-17.1,2206,0.01,,,0.0001,257206,0.0028094688896089792
3380.45,1132585,511,3472,-16.95,2213,0.01,,,0.0001,258146,0.0070828781463205814
3406.62,1136144,511,3476,-16.89,2219,0.01,,,0.0001,259035,0.0068084667436778545
3409.77,1139352,511,3480,-16.79,2226,0.01,,,0.0001,259837,0.006256384775042534
3462.54,1143819,511,3484,-16.7,2234,0.01,,,0.0001,260954,0.004365440458059311
3461.28,1147032,511,3488,-16.61,2240,0.01,,,0.0001,261757,0.008595963008701801
3478.74,1150889,511,3492,-16.54,2247,0.01,,,0.0001,262722,0.009299347177147865
3484.84,1154226,512,3496,-16.46,2254,0.01,,,0.0001,263556,0.009579053148627281
3508.61,1157967,512,3500,-16.41,2261,0.01,,,0.0001,264491,0.003984150476753712
3490.53,1161179,512,3504,-16.46,2267,0.01,,,0.0001,265294,0.004401173442602158
3509.32,1164635,512,3508,-16.41,2274,0.01,,,0.0001,266158,0.008338305167853832
3540.79,1168141,512,3512,-16.34,2280,0.01,,,0.0001,267035,0.0033773223403841257
3582.75,1172114,512,3516,-16.17,2288,0.01,,,0.0001,268028,0.002426345832645893
3608.91,1175891,512,3520,-16.15,2295,0.01,,,0.0001,268972,0.007527702488005161
3636.48,1179542,512,3524,-16.16,2302,0.01,,,0.0001,269885,0.004833669401705265
3658.77,1183508,512,3528,-16.14,2310,0.01,,,0.0001,270876,0.009603988379240036
3658.64,1187456,512,3532,-16.1,2317,0.01,,,0.0001,271863,0.029029738157987595
3687.51,1191443,512,3536,-16.05,2325,0.01,,,0.0001,272860,0.009070910513401031
3697.56,1195741,512,3540,-16.02,2333,0.01,,,0.0001,273935,0.012486781924962997
3711.11,1199836,512,3544,-16.05,2341,0.01,,,0.0001,274958,0.01028240006417036
,1200000,,,,,0.01,-15.8,4244.95,0.0001,274999,0.0030537121929228306
3729.93,1203695,506,3548,-15.94,2375,0.01,,,0.0001,275923,0.00731115136295557
3722.65,1207299,506,3552,-16.03,2382,0.01,,,0.0001,276824,0.009110827930271626
3737.96,1211259,506,3556,-15.99,2389,0.01,,,0.0001,277814,0.006982886698096991
3753.84,1215108,506,3560,-15.95,2397,0.01,,,0.0001,278776,0.00795343890786171
3797.3,1219519,506,3564,-15.77,2405,0.01,,,0.0001,279879,0.014629674144089222
3805.62,1223439,507,3568,-15.81,2412,0.01,,,0.0001,280859,0.005175509490072727
3809.95,1227300,507,3572,-15.74,2420,0.01,,,0.0001,281824,0.017710935324430466
3833.56,1231447,507,3576,-15.68,2428,0.01,,,0.0001,282861,0.012753196991980076
3862.06,1235375,507,3580,-15.72,2435,0.01,,,0.0001,283843,0.007087082136422396
3846.38,1239455,507,3584,-15.72,2443,0.01,,,0.0001,284863,0.00827221479266882
3886.35,1243667,507,3588,-15.63,2451,0.01,,,0.0001,285916,0.00558134913444519
3898.44,1247835,507,3592,-15.57,2459,0.01,,,0.0001,286958,0.004524630960077047
3918.3,1251669,507,3596,-15.54,2466,0.01,,,0.0001,287917,0.012368358671665192
3922.71,1255507,507,3600,-15.49,2473,0.01,,,0.0001,288876,0.006521604955196381
3949.78,1259392,507,3604,-15.36,2481,0.01,,,0.0001,289847,0.0017229483928531408
3981.12,1263626,507,3608,-15.13,2489,0.01,,,0.0001,290906,0.004764968995004892
3977.34,1267033,507,3612,-15.07,2495,0.01,,,0.0001,291758,0.0049226125702261925
3963.41,1270663,507,3616,-15.05,2502,0.01,,,0.0001,292665,0.02118077129125595
3969.55,1274592,507,3620,-14.99,2510,0.01,,,0.0001,293647,0.007891528308391571
3990.01,1278757,507,3624,-14.87,2517,0.01,,,0.0001,294689,0.007818613201379776
3984.74,1282592,507,3628,-14.8,2525,0.01,,,0.0001,295647,0.009560172446072102
3979.41,1286411,507,3632,-14.86,2532,0.01,,,0.0001,296602,0.012822313234210014
3969.12,1290135,507,3636,-14.79,2539,0.01,,,0.0001,297533,0.005101671442389488
3967.77,1294403,508,3640,-14.69,2547,0.01,,,0.0001,298600,0.0037489451933652163
3957.94,1298260,508,3644,-14.73,2555,0.01,,,0.0001,299564,0.02306397445499897
,1300000,,,,,0.01,-14.7,4177.9,0.0001,299999,0.004153067246079445
3966.97,1302342,502,3648,-14.74,2589,0.01,,,0.0001,300585,0.0072984639555215836
4020.29,1307279,502,3652,-14.57,2599,0.01,,,0.0001,301819,0.006521286908537149
4004.71,1310851,503,3656,-14.55,2605,0.01,,,0.0001,302712,0.00959770753979683
4040.14,1315586,503,3660,-14.41,2614,0.01,,,0.0001,303896,0.004473053850233555
4017.9,1319439,503,3664,-14.6,2622,0.01,,,0.0001,304859,0.018452376127243042
4007.6,1323110,503,3668,-14.61,2629,0.01,,,0.0001,305777,0.008469072170555592
4000.05,1326787,503,3672,-14.66,2636,0.01,,,0.0001,306696,0.01266525313258171
3990.65,1330705,503,3676,-14.6,2643,0.01,,,0.0001,307676,0.013688694685697556
3985.81,1334512,503,3680,-14.52,2650,0.01,,,0.0001,308627,0.015147386118769646
3991.25,1338723,503,3684,-14.49,2658,0.01,,,0.0001,309680,0.009318479336798191
3975.38,1342541,503,3688,-14.51,2666,0.01,,,0.0001,310635,0.0039457157254219055
3968.29,1346514,503,3692,-14.58,2673,0.01,,,0.0001,311628,0.00427762046456337
3990.01,1350889,503,3696,-14.44,2682,0.01,,,0.0001,312722,0.010280643589794636
3995.32,1354857,503,3700,-14.4,2689,0.01,,,0.0001,313714,0.00394988851621747
3992.95,1358698,503,3704,-14.41,2696,0.01,,,0.0001,314674,0.003702576272189617
3960.9,1362137,503,3708,-14.54,2703,0.01,,,0.0001,315534,0.009054030291736126
3976.83,1365953,503,3712,-14.44,2710,0.01,,,0.0001,316488,0.024636145681142807
3999.22,1370143,503,3716,-14.45,2718,0.01,,,0.0001,317535,0.00801660493016243
3992.24,1373887,504,3720,-14.51,2725,0.01,,,0.0001,318471,0.006060098297894001
3979.47,1377739,504,3724,-14.55,2732,0.01,,,0.0001,319434,0.008993524126708508
3983.68,1381676,504,3728,-14.46,2740,0.01,,,0.0001,320418,0.012805897742509842
3985.96,1385545,504,3732,-14.43,2747,0.01,,,0.0001,321386,0.012605860829353333
3990.82,1389396,504,3736,-14.44,2755,0.01,,,0.0001,322348,0.0065979245118796825
3989.69,1393633,504,3740,-14.48,2763,0.01,,,0.0001,323408,0.007872853428125381
4015.28,1398119,504,3744,-14.28,2771,0.01,,,0.0001,324529,0.004873156081885099
,1400000,,,,,0.01,-14.6,4186.2,0.0001,324999,0.00835541170090437
4003.57,1401914,499,3748,-14.35,2805,0.01,,,0.0001,325478,0.0056537785567343235
3971.35,1406043,499,3752,-14.38,2813,0.01,,,0.0001,326510,0.011597014032304287
3980.92,1409853,499,3756,-14.36,2820,0.01,,,0.0001,327463,0.003702876390889287
3943.85,1413661,499,3760,-14.52,2827,0.01,,,0.0001,328415,0.012614103965461254
3937.18,1417346,499,3764,-14.48,2834,0.01,,,0.0001,329336,0.006109387148171663
3931.86,1420882,500,3768,-14.47,2841,0.01,,,0.0001,330220,0.004957126919180155
3946.0,1424909,500,3772,-14.42,2849,0.01,,,0.0001,331227,0.007296951487660408
3946.27,1428825,500,3776,-14.46,2856,0.01,,,0.0001,332206,0.0061348481103777885
3944.09,1432576,500,3780,-14.5,2863,0.01,,,0.0001,333143,0.004163119941949844
3944.79,1436807,500,3784,-14.58,2871,0.01,,,0.0001,334201,0.005661121103912592
3947.69,1440688,500,3788,-14.61,2879,0.01,,,0.0001,335171,0.0038211499340832233
3969.91,1445224,500,3792,-14.52,2887,0.01,,,0.0001,336305,0.004867488518357277
3973.03,1449687,500,3796,-14.57,2896,0.01,,,0.0001,337421,0.0058464608155190945
3995.14,1454210,500,3800,-14.61,2905,0.01,,,0.0001,338552,0.0095341382548213
3989.23,1457890,500,3804,-14.6,2912,0.01,,,0.0001,339472,0.008881618268787861
4002.86,1461666,500,3808,-14.64,2919,0.01,,,0.0001,340416,0.014115747064352036
3992.65,1465227,500,3812,-14.72,2926,0.01,,,0.0001,341306,0.009863496758043766
3980.12,1469106,500,3816,-14.73,2933,0.01,,,0.0001,342276,0.005746399983763695
4008.99,1473578,500,3820,-14.53,2941,0.01,,,0.0001,343394,0.008745936676859856
