time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,rollout/ep_rew_mean,train/learning_rate,train/n_updates,rollout/ep_len_mean,train/clip_range,train/value_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
45056,50,22,895,-0.0022660828108200803,0.8920255899429321,-1.7464365772902966,0.1112060546875,0.1881227195262909,-20.7,0.000248464,84,892.99,0.0993856,0.4670942137017846,0.0019797971,,
47104,52,23,895,-0.001977982683456503,0.906363308429718,-1.7568914629518986,0.0682373046875,0.1660546511411667,-20.69,0.00024839085714285715,88,898.18,0.09935634285714286,0.5388378025963902,0.0028290744,,
49152,54,24,896,-0.0013551280862884596,0.9030457735061646,-1.7561833709478378,0.033447265625,0.13107813894748688,-20.65,0.0002483177142857143,92,902.68,0.09932708571428572,0.3314009811729193,0.0014121782,,
51200,56,25,898,-0.0005102371942484751,0.9278773665428162,-1.7602524869143963,0.03466796875,0.1436503678560257,-20.61,0.00024824457142857146,96,906.39,0.09929782857142858,0.4017108092084527,0.0018385571,,
53248,59,26,899,-0.0022286087623797357,0.922983705997467,-1.7717817798256874,0.1064453125,0.1261778026819229,-20.59,0.00024817142857142856,100,911.43,0.09926857142857143,0.2964593982324004,0.0028812098,,
55296,61,27,900,-0.003356964691192843,0.9273519515991211,-1.7715195454657078,0.1614990234375,0.0911775454878807,-20.58,0.0002480982857142857,104,909.44,0.0992393142857143,0.29007093515247107,0.0023143194,,
57344,63,28,900,-0.0014728805981576443,0.9383440017700195,-1.77566646784544,0.114990234375,0.10412535816431046,-20.55,0.00024802514285714286,108,911.02,0.09921005714285715,0.2393114911392331,0.0011252786,,
59392,65,29,901,-0.0028960526105947793,0.9384695291519165,-1.7732802331447601,0.093994140625,0.06544142961502075,-20.59,0.000247952,112,905.81,0.09918080000000001,0.2150516491383314,0.0019172993,,
61440,68,30,902,-0.002166222722735256,0.9520687460899353,-1.7689720802009106,0.0543212890625,0.08389183133840561,-20.59,0.00024787885714285717,116,905.13,0.09915154285714287,0.30670891609042883,0.0014144541,,
63488,70,31,902,-0.0016375172272091731,0.9430382251739502,-1.7686350755393505,0.0877685546875,0.08027978241443634,-20.61,0.0002478057142857143,120,904.93,0.09912228571428572,0.2028648080304265,0.0028296793,,
65536,72,32,903,-0.00043198409548494965,0.9632847309112549,-1.7700926028192043,0.020263671875,0.058044880628585815,-20.61,0.00024773257142857147,124,900.7,0.09909302857142858,0.1884146248921752,0.0019471096,,
67584,74,33,904,-0.0013396660797297955,0.9547544121742249,-1.7616165727376938,0.08740234375,0.13401639461517334,-20.6,0.00024765942857142857,128,904.08,0.09906377142857142,0.19199786381796002,0.0018013607,,
