rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length,train/loss,train/n_updates,train/learning_rate
-19.36,644,1332,297205,0.01,461,1150.66,,,0.009138591587543488,49301,0.0001
-19.38,644,1336,298231,0.01,462,1150.43,,,0.006274694576859474,49557,0.0001
-19.39,643,1340,299510,0.01,465,1149.0,,,0.017582256346940994,49877,0.0001
,,,300000,0.01,,,-19.4,1194.0,0.009530316106975079,49999,0.0001
-19.36,633,1344,300610,0.01,474,1148.67,,,0.014211096800863743,50152,0.0001
-19.3,633,1348,301837,0.01,476,1158.19,,,0.004794561304152012,50459,0.0001
-19.27,632,1352,303034,0.01,478,1158.35,,,0.014298699796199799,50758,0.0001
-19.26,632,1356,304110,0.01,480,1162.26,,,0.01637270860373974,51027,0.0001
-19.27,632,1360,305179,0.01,482,1156.03,,,0.009271735325455666,51294,0.0001
-19.17,631,1364,306436,0.01,485,1162.81,,,0.006482657045125961,51608,0.0001
-19.15,631,1368,307769,0.01,487,1166.35,,,0.024605341255664825,51942,0.0001
-19.17,630,1372,308887,0.01,489,1162.19,,,0.007305703591555357,52221,0.0001
-19.25,630,1376,309903,0.01,491,1147.48,,,0.004849081858992577,52475,0.0001
-19.29,630,1380,310820,0.01,492,1135.98,,,0.020222855731844902,52704,0.0001
-19.27,630,1384,311886,0.01,494,1131.4,,,0.023556187748908997,52971,0.0001
-19.24,629,1388,312999,0.01,496,1138.01,,,0.018543338403105736,53249,0.0001
-19.21,629,1392,314089,0.01,498,1136.48,,,0.008846588432788849,53522,0.0001
-19.15,629,1396,315283,0.01,500,1142.2,,,0.01727435551583767,53820,0.0001
-19.14,629,1400,316550,0.01,503,1152.89,,,0.006902282126247883,54137,0.0001
-19.16,628,1404,317816,0.01,505,1157.66,,,0.0069940220564603806,54453,0.0001
-19.23,628,1408,318738,0.01,507,1147.05,,,0.018423186615109444,54684,0.0001
-19.22,628,1412,319802,0.01,509,1148.46,,,0.017398428171873093,54950,0.0001
-19.24,627,1416,320942,0.01,511,1146.83,,,0.006891247816383839,55235,0.0001
-19.2,627,1420,322282,0.01,513,1155.71,,,0.006531711667776108,55570,0.0001
-19.18,627,1424,323400,0.01,515,1155.74,,,0.013134665787220001,55849,0.0001
-19.22,627,1428,324600,0.01,517,1162.9,,,0.008704707026481628,56149,0.0001
-19.26,626,1432,325790,0.01,519,1165.1,,,0.004250269383192062,56447,0.0001
-19.26,626,1436,327155,0.01,522,1179.08,,,0.01731421984732151,56788,0.0001
-19.31,626,1440,328432,0.01,524,1178.72,,,0.006194752641022205,57107,0.0001
-19.32,625,1444,329655,0.01,526,1183.86,,,0.00960953626781702,57413,0.0001
-19.37,625,1448,330950,0.01,528,1186.72,,,0.021529898047447205,57737,0.0001
-19.45,625,1452,332022,0.01,530,1182.08,,,0.013891272246837616,58005,0.0001
-19.49,625,1456,333095,0.01,532,1181.83,,,0.011221256107091904,58273,0.0001
-19.55,624,1460,334211,0.01,534,1183.75,,,0.010298613458871841,58552,0.0001
-19.66,624,1464,335374,0.01,536,1179.95,,,0.005854394752532244,58843,0.0001
-19.72,624,1468,336521,0.01,539,1172.96,,,0.01135803759098053,59130,0.0001
-19.79,624,1472,337663,0.01,541,1173.49,,,0.010417716577649117,59415,0.0001
-19.79,623,1476,338919,0.01,543,1183.4,,,0.01034117117524147,59729,0.0001
-19.76,623,1480,340208,0.01,545,1198.42,,,0.012610573321580887,60051,0.0001
-19.81,623,1484,341399,0.01,547,1203.21,,,0.026373501867055893,60349,0.0001
-19.85,623,1488,342480,0.01,549,1202.21,,,0.006211834028363228,60619,0.0001
-19.85,622,1492,343607,0.01,551,1203.56,,,0.008478605188429356,60901,0.0001
-19.94,622,1496,344773,0.01,553,1202.4,,,0.010059790685772896,61193,0.0001
-19.97,622,1500,345967,0.01,556,1199.34,,,0.010683108121156693,61491,0.0001
-20.03,621,1504,347126,0.01,558,1195.41,,,0.007284834049642086,61781,0.0001
-19.98,621,1508,348495,0.01,560,1213.3,,,0.008842622861266136,62123,0.0001
-19.97,621,1512,349770,0.01,562,1222.02,,,0.007809345610439777,62442,0.0001
-19.99,621,1516,351098,0.01,565,1229.33,,,0.01462193951010704,62774,0.0001
-20.07,620,1520,352258,0.01,567,1222.55,,,0.01339813880622387,63064,0.0001
-20.11,620,1524,353391,0.01,569,1223.21,,,0.01223333552479744,63347,0.0001
-20.11,620,1528,354641,0.01,571,1225.01,,,0.005116100423038006,63660,0.0001
-20.1,620,1532,355923,0.01,573,1228.65,,,0.003428521566092968,63980,0.0001
-20.1,619,1536,357133,0.01,576,1222.48,,,0.03532679006457329,64283,0.0001
-20.13,619,1540,358474,0.01,578,1225.07,,,0.008082493208348751,64618,0.0001
-20.16,619,1544,359654,0.01,580,1222.91,,,0.005399949848651886,64913,0.0001
-20.15,619,1548,361187,0.01,583,1232.36,,,0.007882986217737198,65296,0.0001
-20.14,618,1552,362480,0.01,585,1241.23,,,0.007655743509531021,65619,0.0001
-20.12,618,1556,363704,0.01,587,1247.04,,,0.005973744206130505,65925,0.0001
-20.08,618,1560,364971,0.01,590,1252.9,,,0.011031826958060265,66242,0.0001
-20.09,618,1564,366106,0.01,592,1251.7,,,0.011193755082786083,66526,0.0001
-20.1,617,1568,367478,0.01,594,1260.25,,,0.005884935613721609,66869,0.0001
-20.06,617,1572,368795,0.01,597,1267.28,,,0.00760303158313036,67198,0.0001
-20.06,617,1576,370152,0.01,599,1271.39,,,0.012957070022821426,67537,0.0001
-20.1,617,1580,371324,0.01,601,1266.92,,,0.007982563227415085,67830,0.0001
-20.07,616,1584,372549,0.01,603,1268.66,,,0.008953461423516273,68137,0.0001
-20.07,616,1588,373907,0.01,606,1279.48,,,0.011043701320886612,68476,0.0001
-20.1,616,1592,375170,0.01,608,1284.98,,,0.013289123773574829,68792,0.0001
-20.04,616,1596,376667,0.01,611,1298.3,,,0.012409999966621399,69166,0.0001
-20.03,615,1600,377992,0.01,613,1303.71,,,0.01938140019774437,69497,0.0001
-19.95,615,1604,379280,0.01,616,1308.81,,,0.006312740035355091,69819,0.0001
-19.97,615,1608,380590,0.01,618,1306.21,,,0.0087019307538867,70147,0.0001
-19.98,615,1612,382050,0.01,621,1313.07,,,0.016657359898090363,70512,0.0001
-20.0,614,1616,383376,0.01,623,1313.15,,,0.00803803838789463,70843,0.0001
-19.97,614,1620,384683,0.01,625,1318.65,,,0.02259012684226036,71170,0.0001
-19.91,614,1624,386181,0.01,628,1333.39,,,0.01941714435815811,71545,0.0001
-19.91,614,1628,387486,0.01,631,1335.9,,,0.015188588760793209,71871,0.0001
-19.89,613,1632,388967,0.01,633,1344.09,,,0.01764538139104843,72241,0.0001
-19.91,613,1636,390382,0.01,636,1351.92,,,0.013426450081169605,72595,0.0001
-19.89,613,1640,391578,0.01,638,1346.49,,,0.004499821458011866,72894,0.0001
-19.9,613,1644,392906,0.01,640,1352.66,,,0.004254753701388836,73226,0.0001
-19.87,612,1648,394405,0.01,643,1351.66,,,0.008328152820467949,73601,0.0001
-19.83,612,1652,395755,0.01,646,1353.56,,,0.02749020606279373,73938,0.0001
-19.81,612,1656,396938,0.01,648,1352.35,,,0.01535569503903389,74234,0.0001
-19.73,612,1660,398364,0.01,650,1358.67,,,0.0074081202037632465,74590,0.0001
-19.67,611,1664,399911,0.01,653,1375.04,,,0.007994802668690681,74977,0.0001
,,,400000,0.01,,,-19.55,1569.75,0.013699375092983246,74999,0.0001
-19.63,602,1668,401459,0.01,666,1382.17,,,0.012276813387870789,75364,0.0001
-19.62,602,1672,402893,0.01,668,1386.66,,,0.010769711807370186,75723,0.0001
-19.6,602,1676,404379,0.01,671,1391.66,,,0.003034828929230571,76094,0.0001
-19.56,602,1680,405934,0.01,674,1406.67,,,0.013183334842324257,76483,0.0001
-19.56,601,1684,407317,0.01,676,1412.89,,,0.0070272344164550304,76829,0.0001
-19.53,601,1688,408732,0.01,679,1415.29,,,0.011380787938833237,77182,0.0001
-19.46,601,1692,410496,0.01,682,1434.95,,,0.01851222850382328,77623,0.0001
-19.49,601,1696,411989,0.01,685,1434.94,,,0.018463024869561195,77997,0.0001
-19.47,601,1700,413644,0.01,688,1447.98,,,0.017142588272690773,78410,0.0001
-19.54,600,1704,415076,0.01,690,1453.62,,,0.0043350993655622005,78768,0.0001
-19.5,600,1708,416648,0.01,693,1463.96,,,0.00843040831387043,79161,0.0001
-19.53,600,1712,418386,0.01,696,1475.27,,,0.013882631435990334,79596,0.0001
-19.53,600,1716,419839,0.01,699,1480.34,,,0.008616112172603607,79959,0.0001
-19.52,600,1720,421427,0.01,702,1491.84,,,0.009088464081287384,80356,0.0001
-19.56,599,1724,422960,0.01,704,1493.17,,,0.006421974860131741,80739,0.0001
-19.53,599,1728,424457,0.01,707,1500.99,,,0.010351605713367462,81114,0.0001
-19.58,599,1732,425831,0.01,710,1496.52,,,0.008961335755884647,81457,0.0001
-19.57,599,1736,427409,0.01,712,1503.09,,,0.007540316320955753,81852,0.0001
-19.57,599,1740,428974,0.01,715,1517.53,,,0.013147586956620216,82243,0.0001
-19.52,599,1744,430511,0.01,718,1526.06,,,0.010522257536649704,82627,0.0001
-19.55,599,1748,431907,0.01,721,1521.68,,,0.005726424977183342,82976,0.0001
-19.59,598,1752,433385,0.01,723,1527.0,,,0.00889616273343563,83346,0.0001
-19.58,598,1756,434872,0.01,726,1538.87,,,0.007334022782742977,83717,0.0001
-19.66,598,1760,436326,0.01,729,1539.86,,,0.009299563243985176,84081,0.0001
-19.7,598,1764,437654,0.01,731,1531.35,,,0.014788428321480751,84413,0.0001
-19.7,598,1768,439235,0.01,734,1532.86,,,0.015113599598407745,84808,0.0001
-19.71,598,1772,440748,0.01,737,1536.17,,,0.006483837030827999,85186,0.0001
-19.74,597,1776,442156,0.01,739,1533.11,,,0.008083891123533249,85538,0.0001
-19.77,597,1780,443737,0.01,742,1533.87,,,0.00836309976875782,85934,0.0001
-19.75,597,1784,445353,0.01,745,1543.05,,,0.0062518189661204815,86338,0.0001
-19.76,597,1788,446843,0.01,748,1546.05,,,0.00491060595959425,86710,0.0001
-19.84,597,1792,448337,0.01,750,1535.72,,,0.019729960709810257,87084,0.0001
-19.84,597,1796,450008,0.01,753,1542.67,,,0.008922888897359371,87501,0.0001
-19.8,596,1800,451732,0.01,756,1545.41,,,0.004375719930976629,87932,0.0001
-19.73,596,1804,453378,0.01,759,1554.15,,,0.01774335838854313,88344,0.0001
-19.77,596,1808,454946,0.01,762,1554.07,,,0.008899644948542118,88736,0.0001
-19.77,596,1812,456479,0.01,765,1546.22,,,0.012073274701833725,89119,0.0001
-19.72,596,1816,458226,0.01,768,1558.19,,,0.008644169196486473,89556,0.0001
-19.66,596,1820,460025,0.01,771,1566.68,,,0.007034423295408487,90006,0.0001
-19.68,595,1824,461617,0.01,774,1569.22,,,0.004547196440398693,90404,0.0001
-19.68,595,1828,463144,0.01,777,1570.14,,,0.011658490635454655,90785,0.0001
-19.66,595,1832,464764,0.01,780,1580.57,,,0.012636303901672363,91190,0.0001
-19.67,595,1836,466521,0.01,783,1587.81,,,0.02257656306028366,91630,0.0001
-19.67,595,1840,468129,0.01,786,1589.32,,,0.00866614282131195,92032,0.0001
-19.66,595,1844,469753,0.01,789,1592.97,,,0.012080254964530468,92438,0.0001
-19.66,594,1848,471446,0.01,792,1604.95,,,0.009944815188646317,92861,0.0001
-19.64,594,1852,472897,0.01,795,1603.99,,,0.006122295279055834,93224,0.0001
-19.67,594,1856,474423,0.01,797,1605.54,,,0.007166869007050991,93605,0.0001
-19.67,594,1860,475932,0.01,800,1607.96,,,0.009302958846092224,93982,0.0001
-19.67,594,1864,477466,0.01,803,1616.26,,,0.012316534295678139,94366,0.0001
-19.71,594,1868,479014,0.01,806,1614.66,,,0.016886478289961815,94753,0.0001
-19.71,594,1872,480528,0.01,808,1614.72,,,0.01272600144147873,95131,0.0001
-19.67,593,1876,482199,0.01,811,1625.17,,,0.017495423555374146,95549,0.0001
-19.61,593,1880,483946,0.01,815,1632.04,,,0.004957902245223522,95986,0.0001
-19.59,593,1884,485635,0.01,818,1634.74,,,0.003683818504214287,96408,0.0001
-19.54,593,1888,487407,0.01,821,1646.18,,,0.007502294145524502,96851,0.0001
-19.51,593,1892,489048,0.01,824,1652.01,,,0.00484263664111495,97261,0.0001
-19.49,593,1896,490782,0.01,827,1654.68,,,0.006284479983150959,97695,0.0001
-19.57,592,1900,492421,0.01,830,1651.12,,,0.00944600161164999,98105,0.0001
-19.56,592,1904,494154,0.01,834,1654.28,,,0.01373958308249712,98538,0.0001
-19.54,592,1908,495935,0.01,837,1662.88,,,0.01089860126376152,98983,0.0001
-19.5,591,1912,497641,0.01,840,1669.45,,,0.006768383085727692,99410,0.0001
-19.5,591,1916,499411,0.01,844,1670.3,,,0.006412560120224953,99852,0.0001
,,,500000,0.01,,,-19.05,1819.7,0.007716578897088766,99999,0.0001
-19.49,583,1920,501226,0.01,858,1670.51,,,0.025225691497325897,100306,0.0001
-19.43,583,1924,503133,0.01,862,1682.99,,,0.007697721943259239,100783,0.0001
-19.43,583,1928,504997,0.01,865,1696.9,,,0.004843306727707386,101249,0.0001
-19.42,583,1932,506620,0.01,868,1696.64,,,0.010034332983195782,101654,0.0001
-19.36,583,1936,508578,0.01,872,1704.6,,,0.011543807573616505,102144,0.0001
-19.34,582,1940,510418,0.01,875,1714.17,,,0.010094258934259415,102604,0.0001
-19.37,582,1944,512048,0.01,878,1714.11,,,0.010093571618199348,103011,0.0001
-19.35,582,1948,513789,0.01,881,1716.11,,,0.014077723026275635,103447,0.0001
-19.3,582,1952,515685,0.01,885,1733.73,,,0.013569120317697525,103921,0.0001
-19.24,582,1956,517526,0.01,888,1746.42,,,0.007556429132819176,104381,0.0001
-19.24,582,1960,518950,0.01,890,1742.93,,,0.022287216037511826,104737,0.0001
-19.21,582,1964,520883,0.01,894,1758.73,,,0.00610330980271101,105220,0.0001
-19.18,582,1968,522747,0.01,897,1771.38,,,0.026176132261753082,105686,0.0001
-19.14,582,1972,524619,0.01,901,1785.84,,,0.009134885855019093,106154,0.0001
-19.18,582,1976,526312,0.01,904,1786.72,,,0.004119680263102055,106577,0.0001
-19.17,582,1980,528120,0.01,907,1789.34,,,0.004497583024203777,107029,0.0001
-19.16,581,1984,529885,0.01,910,1792.47,,,0.021284855902194977,107471,0.0001
-19.2,581,1988,531754,0.01,913,1796.23,,,0.005196020007133484,107938,0.0001
-19.16,581,1992,533679,0.01,917,1807.43,,,0.01600099354982376,108419,0.0001
-19.18,581,1996,535331,0.01,920,1804.18,,,0.01029188558459282,108832,0.0001
-19.09,581,2000,537391,0.01,924,1821.22,,,0.010309871286153793,109347,0.0001
-19.08,581,2004,539241,0.01,927,1826.03,,,0.009568664245307446,109810,0.0001
-19.07,581,2008,541102,0.01,930,1829.39,,,0.00696737552061677,110275,0.0001
-19.09,581,2012,542838,0.01,933,1830.5,,,0.007906568236649036,110709,0.0001
-19.12,581,2016,544493,0.01,936,1825.8,,,0.0047643608413636684,111123,0.0001
-19.12,581,2020,546480,0.01,940,1832.9,,,0.006084209308028221,111619,0.0001
-19.11,580,2024,548326,0.01,943,1830.71,,,0.009427931159734726,112081,0.0001
-19.09,580,2028,550199,0.01,947,1830.63,,,0.013520500622689724,112549,0.0001
-19.03,580,2032,552040,0.01,950,1839.37,,,0.010492963716387749,113009,0.0001
-19.06,580,2036,553908,0.01,953,1835.78,,,0.011142406612634659,113476,0.0001
-19.02,580,2040,555822,0.01,957,1838.74,,,0.009273724630475044,113955,0.0001
-18.97,580,2044,557764,0.01,960,1851.02,,,0.008358443155884743,114440,0.0001
-18.96,580,2048,559773,0.01,964,1861.52,,,0.010652577504515648,114943,0.0001
-18.96,580,2052,561871,0.01,968,1869.44,,,0.0037794755771756172,115467,0.0001
-18.9,580,2056,563887,0.01,971,1876.42,,,0.007878855802118778,115971,0.0001
-18.84,580,2060,565789,0.01,975,1895.55,,,0.005148431286215782,116447,0.0001
-18.86,580,2064,567715,0.01,978,1895.21,,,0.0072260657325387,116928,0.0001
-18.81,580,2068,569517,0.01,981,1892.85,,,0.008099494501948357,117379,0.0001
-18.79,579,2072,571615,0.01,985,1901.71,,,0.008291357196867466,117903,0.0001
-18.78,579,2076,573193,0.01,988,1897.23,,,0.008516782894730568,118298,0.0001
-18.8,579,2080,574870,0.01,991,1892.05,,,0.007440475281327963,118717,0.0001
-18.78,579,2084,577085,0.01,995,1909.92,,,0.013551265932619572,119271,0.0001
-18.78,579,2088,579047,0.01,999,1913.6,,,0.010252474807202816,119761,0.0001
-18.8,579,2092,581158,0.01,1002,1921.06,,,0.007759705185890198,120289,0.0001
-18.73,579,2096,583115,0.01,1006,1933.18,,,0.013334144838154316,120778,0.0001
-18.79,579,2100,584928,0.01,1009,1923.2,,,0.0066870455630123615,121231,0.0001
-18.79,579,2104,587101,0.01,1013,1936.24,,,0.010628016665577888,121775,0.0001
-18.79,579,2108,589039,0.01,1017,1939.43,,,0.018573693931102753,122259,0.0001
-18.76,579,2112,591055,0.01,1020,1950.51,,,0.016672035679221153,122763,0.0001
-18.71,579,2116,592966,0.01,1024,1960.88,,,0.01979408785700798,123241,0.0001
-18.77,578,2120,594937,0.01,1027,1960.67,,,0.004240167327225208,123734,0.0001
-18.84,578,2124,596768,0.01,1030,1959.59,,,0.012054822407662868,124191,0.0001
-18.76,578,2128,599151,0.01,1035,1980.1,,,0.008575499057769775,124787,0.0001
,,,600000,0.01,,,-18.6,2160.45,0.00865953043103218,124999,0.0001
-18.82,571,2132,601119,0.01,1052,1984.96,,,0.007511795498430729,125279,0.0001
-18.8,571,2136,603108,0.01,1056,1989.65,,,0.014125755056738853,125776,0.0001
-18.76,571,2140,605357,0.01,1060,2003.34,,,0.012820284813642502,126339,0.0001
-18.76,571,2144,607361,0.01,1063,2005.82,,,0.010799650102853775,126840,0.0001
-18.71,570,2148,609383,0.01,1067,2006.35,,,0.007247121538966894,127345,0.0001
-18.76,570,2152,611320,0.01,1070,2000.14,,,0.0228571817278862,127829,0.0001
-18.77,570,2156,613366,0.01,1074,2001.15,,,0.011321352794766426,128341,0.0001
-18.8,570,2160,615263,0.01,1077,2000.96,,,0.004921827465295792,128815,0.0001
-18.73,570,2164,617249,0.01,1081,2003.18,,,0.006181906908750534,129312,0.0001
-18.69,570,2168,619269,0.01,1085,2011.6,,,0.017679208889603615,129817,0.0001
-18.63,570,2172,621506,0.01,1089,2017.27,,,0.01159567292779684,130376,0.0001
-18.54,570,2176,623666,0.01,1093,2040.19,,,0.004583999514579773,130916,0.0001
-18.53,570,2180,625669,0.01,1096,2053.2,,,0.014270512387156487,131417,0.0001
-18.55,570,2184,627567,0.01,1100,2040.78,,,0.014381002634763718,131891,0.0001
-18.5,570,2188,629644,0.01,1103,2045.29,,,0.006995802745223045,132410,0.0001
-18.45,570,2192,631579,0.01,1107,2038.12,,,0.006204133853316307,132894,0.0001
-18.43,570,2196,633750,0.01,1111,2046.81,,,0.008858535438776016,133437,0.0001
-18.36,570,2200,635735,0.01,1114,2054.01,,,0.013994346372783184,133933,0.0001
-18.34,570,2204,637620,0.01,1118,2042.51,,,0.015528884716331959,134404,0.0001
-18.17,570,2208,639989,0.01,1122,2059.68,,,0.0066766454838216305,134997,0.0001
-17.97,570,2212,642363,0.01,1126,2073.94,,,0.02227196842432022,135590,0.0001
-17.91,570,2216,644621,0.01,1130,2087.66,,,0.023545682430267334,136155,0.0001
-17.86,569,2220,646581,0.01,1134,2087.04,,,0.006523412652313709,136645,0.0001
-17.75,569,2224,648601,0.01,1138,2094.77,,,0.014620082452893257,137150,0.0001
-17.76,569,2228,650699,0.01,1141,2083.33,,,0.011823346838355064,137674,0.0001
-17.69,569,2232,652791,0.01,1145,2088.41,,,0.00702005997300148,138197,0.0001
-17.63,569,2236,654781,0.01,1149,2088.59,,,0.025214333087205887,138695,0.0001
-17.6,569,2240,656821,0.01,1152,2080.11,,,0.005612432956695557,139205,0.0001
-17.6,569,2244,658786,0.01,1156,2078.46,,,0.009935189969837666,139696,0.0001
-17.6,569,2248,660844,0.01,1160,2079.81,,,0.006329324096441269,140210,0.0001
-17.48,569,2252,663244,0.01,1164,2098.21,,,0.011229496449232101,140810,0.0001
-17.45,569,2256,665476,0.01,1168,2105.73,,,0.004766370169818401,141368,0.0001
-17.46,569,2260,667356,0.01,1171,2105.09,,,0.010618035681545734,141838,0.0001
-17.49,569,2264,669200,0.01,1175,2099.8,,,0.0174100399017334,142299,0.0001
-17.53,569,2268,671235,0.01,1178,2100.54,,,0.012298964895308018,142808,0.0001
-17.58,569,2272,673331,0.01,1182,2094.73,,,0.026842378079891205,143332,0.0001
-17.67,569,2276,675164,0.01,1185,2081.74,,,0.011289759539067745,143790,0.0001
-17.58,569,2280,677229,0.01,1189,2083.93,,,0.006906471215188503,144307,0.0001
-17.59,569,2284,679201,0.01,1193,2086.84,,,0.009914996102452278,144800,0.0001
-17.56,569,2288,681079,0.01,1196,2078.88,,,0.011280535720288754,145269,0.0001
-17.56,569,2292,683060,0.01,1200,2080.9,,,0.013623703271150589,145764,0.0001
-17.56,569,2296,685064,0.01,1203,2073.98,,,0.018816059455275536,146265,0.0001
-17.6,569,2300,687194,0.01,1207,2079.84,,,0.010601675137877464,146798,0.0001
-17.61,569,2304,689411,0.01,1211,2092.98,,,0.010361632332205772,147352,0.0001
-17.69,568,2308,691551,0.01,1215,2083.59,,,0.008488910272717476,147887,0.0001
-17.86,568,2312,693600,0.01,1219,2070.84,,,0.007835364900529385,148399,0.0001
-17.86,568,2316,695576,0.01,1222,2059.38,,,0.015413247980177402,148893,0.0001
-17.81,568,2320,697810,0.01,1226,2069.94,,,0.008556517772376537,149452,0.0001
-17.83,568,2324,699962,0.01,1230,2075.42,,,0.01267828419804573,149990,0.0001
,,,700000,0.01,,,-16.95,2347.5,0.01160946674644947,149999,0.0001
-17.82,562,2328,702158,0.01,1249,2079.53,,,0.010215089656412601,150539,0.0001
-17.73,562,2332,704561,0.01,1253,2091.89,,,0.008442714810371399,151140,0.0001
-17.7,562,2336,706747,0.01,1257,2099.52,,,0.015840614214539528,151686,0.0001
-17.74,562,2340,708755,0.01,1261,2098.33,,,0.010484459809958935,152188,0.0001
-17.73,562,2344,710928,0.01,1264,2106.7,,,0.01448774989694357,152731,0.0001
-17.68,562,2348,713375,0.01,1269,2122.38,,,0.006664184853434563,153343,0.0001
-17.77,561,2352,715600,0.01,1273,2115.11,,,0.00622199522331357,153899,0.0001
-17.71,561,2356,718009,0.01,1277,2122.28,,,0.010006049647927284,154502,0.0001
-17.55,561,2360,720401,0.01,1281,2142.63,,,0.01694297604262829,155100,0.0001
-17.53,561,2364,722571,0.01,1285,2155.6,,,0.015449265018105507,155642,0.0001
-17.54,561,2368,724635,0.01,1289,2156.77,,,0.021317215636372566,156158,0.0001
-17.49,561,2372,726976,0.01,1293,2166.7,,,0.015802018344402313,156743,0.0001
-17.38,561,2376,729210,0.01,1297,2182.88,,,0.016473231837153435,157302,0.0001
-17.4,561,2380,731350,0.01,1301,2185.85,,,0.010582393035292625,157837,0.0001
-17.39,561,2384,733586,0.01,1305,2196.59,,,0.005081171169877052,158396,0.0001
-17.39,561,2388,735877,0.01,1309,2213.05,,,0.009547111578285694,158969,0.0001
-17.31,561,2392,738221,0.01,1313,2227.51,,,0.009577873162925243,159555,0.0001
-17.27,561,2396,740685,0.01,1318,2246.01,,,0.030460674315690994,160171,0.0001
-17.25,561,2400,742853,0.01,1322,2247.2,,,0.017597680911421776,160713,0.0001
-17.21,561,2404,745240,0.01,1326,2253.8,,,0.01447276584804058,161309,0.0001
-17.25,561,2408,747417,0.01,1330,2255.34,,,0.007855829782783985,161854,0.0001
-17.12,561,2412,750027,0.01,1335,2277.64,,,0.022261234000325203,162506,0.0001
-17.1,561,2416,752343,0.01,1339,2291.77,,,0.008744160644710064,163085,0.0001
-17.08,561,2420,754819,0.01,1343,2301.74,,,0.00910654105246067,163704,0.0001
-17.12,561,2424,756913,0.01,1347,2299.18,,,0.010949836112558842,164228,0.0001
-16.98,561,2428,759499,0.01,1351,2314.41,,,0.008518972434103489,164874,0.0001
-16.99,561,2432,761871,0.01,1356,2313.28,,,0.022102024406194687,165467,0.0001
-17.02,561,2436,764201,0.01,1360,2319.34,,,0.012601758353412151,166050,0.0001
-16.97,561,2440,766670,0.01,1364,2337.81,,,0.005353692453354597,166667,0.0001
-16.96,561,2444,768979,0.01,1368,2343.45,,,0.004038006998598576,167244,0.0001
-16.97,561,2448,771147,0.01,1372,2332.32,,,0.0151772890239954,167786,0.0001
-16.93,561,2452,773316,0.01,1376,2330.49,,,0.007787697948515415,168328,0.0001
-16.91,561,2456,775775,0.01,1381,2332.15,,,0.007015516981482506,168943,0.0001
-16.89,561,2460,778375,0.01,1385,2340.43,,,0.0078065600246191025,169593,0.0001
-16.76,561,2464,780795,0.01,1389,2350.5,,,0.0024438095279037952,170198,0.0001
-16.68,561,2468,783186,0.01,1394,2363.56,,,0.014126128517091274,170796,0.0001
-16.54,561,2472,785687,0.01,1398,2370.16,,,0.013629371300339699,171421,0.0001
-16.59,561,2476,787715,0.01,1402,2361.72,,,0.020017996430397034,171928,0.0001
-16.6,561,2480,790027,0.01,1406,2368.67,,,0.01769724115729332,172506,0.0001
-16.44,561,2484,792499,0.01,1410,2378.09,,,0.015904081985354424,173124,0.0001
-16.39,561,2488,795019,0.01,1415,2387.18,,,0.007025460246950388,173754,0.0001
-16.44,561,2492,796991,0.01,1418,2372.42,,,0.004357341676950455,174247,0.0001
-16.49,561,2496,798920,0.01,1422,2351.02,,,0.00966211874037981,174729,0.0001
,,,800000,0.01,,,-14.1,2734.45,0.007109385449439287,174999,0.0001
-16.39,554,2500,801054,0.01,1443,2349.67,,,0.014602625742554665,175263,0.0001
-16.38,554,2504,803153,0.01,1447,2338.55,,,0.019233927130699158,175788,0.0001
-16.28,554,2508,805441,0.01,1451,2343.25,,,0.011285430751740932,176360,0.0001
-16.33,555,2512,807453,0.01,1454,2319.38,,,0.006545614451169968,176863,0.0001
-16.36,555,2516,809711,0.01,1458,2316.71,,,0.01046720240265131,177427,0.0001
-16.38,555,2520,811894,0.01,1462,2305.21,,,0.007195013575255871,177973,0.0001
-16.18,555,2524,814234,0.01,1466,2314.81,,,0.006852519232779741,178558,0.0001
-16.32,555,2528,816194,0.01,1470,2290.12,,,0.020931143313646317,179048,0.0001
-16.46,555,2532,818347,0.01,1474,2281.61,,,0.0066266437061131,179586,0.0001
-16.48,555,2536,820551,0.01,1478,2276.31,,,0.010662900283932686,180137,0.0001
-16.48,555,2540,822955,0.01,1482,2273.07,,,0.018988417461514473,180738,0.0001
-16.33,555,2544,825592,0.01,1487,2286.12,,,0.005217177327722311,181397,0.0001
-16.38,555,2548,827641,0.01,1490,2281.37,,,0.010705946013331413,181910,0.0001
-16.35,555,2552,829503,0.01,1494,2268.9,,,0.007217279635369778,182375,0.0001
-16.45,555,2556,831628,0.01,1497,2255.78,,,0.015491383150219917,182906,0.0001
-16.45,555,2560,833737,0.01,1501,2236.09,,,0.007829745300114155,183434,0.0001
-16.42,555,2564,835816,0.01,1505,2222.33,,,0.0038713093381375074,183953,0.0001
-16.34,555,2568,837888,0.01,1509,2209.95,,,0.008706322871148586,184471,0.0001
-16.44,555,2572,839950,0.01,1512,2192.06,,,0.006228435784578323,184987,0.0001
-16.32,555,2576,841985,0.01,1516,2192.56,,,0.004370829090476036,185496,0.0001
-16.28,555,2580,844228,0.01,1520,2190.12,,,0.0182978343218565,186056,0.0001
-16.24,555,2584,846534,0.01,1524,2183.31,,,0.012304886244237423,186633,0.0001
