time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/exploration_rate,time/fps,rollout/ep_len_mean,time/time_elapsed,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/loss,train/n_updates
1424,-19.96,327188,0.01,621,1355.09,526,,,0.0001,0.010378091596066952,56796
1428,-19.96,328489,0.01,621,1355.62,528,,,0.0001,0.014060189947485924,57122
1432,-19.96,329658,0.01,621,1357.12,530,,,0.0001,0.00802161917090416,57414
1436,-19.94,331047,0.01,620,1361.52,533,,,0.0001,0.01190586481243372,57761
1440,-19.87,332507,0.01,620,1372.41,535,,,0.0001,0.016107317060232162,58126
1444,-19.84,333839,0.01,620,1375.98,538,,,0.0001,0.01802082732319832,58459
1448,-19.92,335186,0.01,619,1377.29,540,,,0.0001,0.018822994083166122,58796
1452,-19.91,336414,0.01,619,1382.54,542,,,0.0001,0.011139711365103722,59103
1456,-19.95,337600,0.01,619,1378.14,544,,,0.0001,0.012363523244857788,59399
1460,-19.96,339016,0.01,619,1380.59,547,,,0.0001,0.00939040258526802,59753
1464,-19.94,340381,0.01,618,1382.38,549,,,0.0001,0.025566596537828445,60095
1468,-19.98,341563,0.01,618,1376.72,551,,,0.0001,0.019079769030213356,60390
1472,-19.99,342909,0.01,618,1377.24,554,,,0.0001,0.009735923260450363,60727
1476,-19.98,344257,0.01,618,1377.11,556,,,0.0001,0.01244629267603159,61064
1480,-20.03,345629,0.01,617,1372.39,559,,,0.0001,0.0087051996961236,61407
1484,-20.05,346918,0.01,617,1372.1,561,,,0.0001,0.005526244640350342,61729
1488,-20.1,348364,0.01,617,1375.65,564,,,0.0001,0.03177952021360397,62090
1492,-20.1,349728,0.01,617,1373.54,566,,,0.0001,0.006917586550116539,62431
1496,-20.11,351088,0.01,616,1373.97,569,,,0.0001,0.010161531157791615,62771
1500,-20.16,352693,0.01,616,1379.42,571,,,0.0001,0.007353831082582474,63173
1504,-20.17,354425,0.01,616,1392.24,575,,,0.0001,0.012753402814269066,63606
1508,-20.13,356158,0.01,615,1408.38,578,,,0.0001,0.009011232294142246,64039
1512,-20.16,357539,0.01,615,1413.06,580,,,0.0001,0.009640433825552464,64384
1516,-20.15,358947,0.01,615,1414.3,583,,,0.0001,0.005799644626677036,64736
1520,-20.18,360320,0.01,615,1409.61,585,,,0.0001,0.02921011485159397,65079
1524,-20.17,362035,0.01,614,1417.41,588,,,0.0001,0.007465525530278683,65508
1528,-20.15,363347,0.01,614,1417.63,591,,,0.0001,0.013128010556101799,65836
1532,-20.15,364614,0.01,614,1421.5,593,,,0.0001,0.005241445265710354,66153
1536,-20.11,366311,0.01,614,1433.8,596,,,0.0001,0.007848216220736504,66577
1540,-20.15,367705,0.01,614,1431.26,598,,,0.0001,0.010989654809236526,66926
1544,-20.14,369040,0.01,613,1430.97,601,,,0.0001,0.020129326730966568,67259
1548,-20.04,370627,0.01,613,1440.47,604,,,0.0001,0.007293540984392166,67656
1552,-20.01,371941,0.01,613,1443.89,606,,,0.0001,0.009487602859735489,67985
1556,-20.0,373207,0.01,613,1446.84,608,,,0.0001,0.011557452380657196,68301
1560,-20.02,374632,0.01,612,1447.08,611,,,0.0001,0.01904326304793358,68657
1564,-20.03,376109,0.01,612,1451.4,613,,,0.0001,0.008838599547743797,69027
1568,-20.01,377498,0.01,612,1459.22,616,,,0.0001,0.018342331051826477,69374
1572,-19.98,378998,0.01,612,1465.45,619,,,0.0001,0.007802649401128292,69749
1576,-19.99,380471,0.01,612,1470.51,621,,,0.0001,0.008299028500914574,70117
1580,-19.99,381953,0.01,611,1475.11,624,,,0.0001,0.020000122487545013,70488
1584,-19.95,383584,0.01,611,1489.21,627,,,0.0001,0.014369448646903038,70895
1588,-19.96,385094,0.01,611,1491.45,629,,,0.0001,0.018597306683659554,71273
1592,-19.95,386560,0.01,611,1495.61,632,,,0.0001,0.009066869504749775,71639
1596,-19.93,387989,0.01,610,1498.48,635,,,0.0001,0.03322448953986168,71997
1600,-19.95,389554,0.01,610,1496.99,637,,,0.0001,0.014552092179656029,72388
1604,-19.99,390966,0.01,610,1484.16,640,,,0.0001,0.006505583878606558,72741
1608,-20.0,392479,0.01,610,1475.1,643,,,0.0001,0.015628637745976448,73119
1612,-19.98,394001,0.01,610,1480.15,645,,,0.0001,0.009123489260673523,73500
1616,-20.0,395460,0.01,609,1482.35,648,,,0.0001,0.009102579206228256,73864
1620,-20.02,396947,0.01,609,1486.56,651,,,0.0001,0.00894254632294178,74236
1624,-19.98,398602,0.01,609,1484.37,654,,,0.0001,0.007310125976800919,74650
,,400000,0.01,,,,1597.15,-19.7,0.0001,0.004233852960169315,74999
1628,-19.95,400173,0.01,599,1495.11,666,,,0.0001,0.006633247248828411,75043
1632,-19.94,401835,0.01,599,1511.14,669,,,0.0001,0.010031666606664658,75458
1636,-19.99,403311,0.01,599,1501.92,672,,,0.0001,0.005011720582842827,75827
1640,-19.96,404892,0.01,599,1509.73,675,,,0.0001,0.00834792759269476,76222
1644,-20.01,406538,0.01,599,1522.43,678,,,0.0001,0.008764808066189289,76634
1648,-20.1,408133,0.01,599,1523.11,681,,,0.0001,0.006052087992429733,77033
1652,-20.12,409597,0.01,598,1528.73,683,,,0.0001,0.008463003672659397,77399
1656,-20.07,411128,0.01,598,1539.81,686,,,0.0001,0.02652197703719139,77781
1660,-20.08,412558,0.01,598,1539.96,689,,,0.0001,0.023845180869102478,78139
1664,-20.03,414193,0.01,598,1546.16,692,,,0.0001,0.014710528776049614,78548
1668,-20.01,415905,0.01,598,1559.25,695,,,0.0001,0.004608520306646824,78976
1672,-20.06,417313,0.01,598,1555.34,697,,,0.0001,0.018435435369610786,79328
1676,-20.03,418963,0.01,597,1562.24,700,,,0.0001,0.008496547117829323,79740
1680,-20.01,420603,0.01,597,1568.26,703,,,0.0001,0.026294946670532227,80150
1684,-20.02,422193,0.01,597,1566.5,706,,,0.0001,0.010708773508667946,80548
1688,-20.03,423905,0.01,597,1574.66,709,,,0.0001,0.014818528667092323,80976
1692,-20.06,425659,0.01,597,1585.8,712,,,0.0001,0.006404141429811716,81414
1696,-20.06,427336,0.01,597,1595.87,715,,,0.0001,0.010088751092553139,81833
1700,-20.08,429022,0.01,597,1600.55,718,,,0.0001,0.008378513157367706,82255
1704,-20.02,430882,0.01,596,1618.32,721,,,0.0001,0.006343775894492865,82720
1708,-19.97,432758,0.01,596,1632.71,725,,,0.0001,0.003916983958333731,83189
1712,-19.97,434608,0.01,596,1646.05,728,,,0.0001,0.006816691718995571,83651
1716,-19.95,436259,0.01,596,1653.8,731,,,0.0001,0.020678266882896423,84064
1720,-19.9,438020,0.01,596,1665.03,734,,,0.0001,0.01845281943678856,84504
1724,-19.96,439562,0.01,596,1660.39,737,,,0.0001,0.0051384237594902515,84890
1728,-19.99,441152,0.01,596,1661.29,740,,,0.0001,0.00429668789729476,85287
1732,-19.98,442586,0.01,595,1652.01,742,,,0.0001,0.011112389154732227,85646
1736,-19.97,444370,0.01,595,1664.43,745,,,0.0001,0.01574782282114029,86092
1740,-19.97,446007,0.01,595,1666.43,748,,,0.0001,0.010178206488490105,86501
1744,-19.93,447745,0.01,595,1670.27,751,,,0.0001,0.0050191814079880714,86936
1748,-19.9,449322,0.01,595,1669.21,754,,,0.0001,0.011327110230922699,87330
1752,-19.84,451273,0.01,595,1688.93,758,,,0.0001,0.007015308365225792,87818
1756,-19.86,453127,0.01,595,1701.56,761,,,0.0001,0.013344066217541695,88281
1760,-19.8,454949,0.01,594,1717.06,764,,,0.0001,0.004170788452029228,88737
1764,-19.8,456833,0.01,594,1727.29,768,,,0.0001,0.010143900290131569,89208
1768,-19.82,458464,0.01,594,1724.25,770,,,0.0001,0.005667095072567463,89615
1772,-19.79,460196,0.01,594,1737.39,774,,,0.0001,0.0034548286348581314,90048
1776,-19.79,461850,0.01,594,1737.74,777,,,0.0001,0.006554068997502327,90462
1780,-19.79,463540,0.01,594,1739.47,780,,,0.0001,0.030208058655261993,90884
1784,-19.85,465024,0.01,594,1735.08,782,,,0.0001,0.01474430039525032,91255
1788,-19.79,466953,0.01,594,1743.78,786,,,0.0001,0.007604259066283703,91738
1792,-19.76,468751,0.01,593,1745.96,789,,,0.0001,0.013229929842054844,92187
1796,-19.72,470626,0.01,593,1753.7,792,,,0.0001,0.0087842782959342,92656
1800,-19.66,472330,0.01,593,1754.45,795,,,0.0001,0.01342638861387968,93082
1804,-19.67,474294,0.01,593,1758.79,799,,,0.0001,0.008972395211458206,93573
1808,-19.72,475910,0.01,593,1748.45,801,,,0.0001,0.012653213925659657,93977
1812,-19.7,477755,0.01,593,1748.56,805,,,0.0001,0.008004207164049149,94438
1816,-19.66,479515,0.01,593,1753.08,808,,,0.0001,0.03149945288896561,94878
1820,-19.69,481269,0.01,593,1752.85,811,,,0.0001,0.009388327598571777,95317
1824,-19.66,483098,0.01,592,1764.53,814,,,0.0001,0.019508499652147293,95774
1828,-19.65,484874,0.01,592,1771.65,817,,,0.0001,0.005220476537942886,96218
1832,-19.57,486644,0.01,592,1785.71,821,,,0.0001,0.0055949934758245945,96660
1836,-19.59,488493,0.01,592,1788.42,824,,,0.0001,0.0048898933455348015,97123
1840,-19.56,490423,0.01,592,1799.87,827,,,0.0001,0.012864434160292149,97605
1844,-19.57,491880,0.01,592,1788.83,830,,,0.0001,0.0052899522706866264,97969
1848,-19.54,493555,0.01,592,1792.97,833,,,0.0001,0.009111251682043076,98388
1852,-19.55,495484,0.01,592,1792.14,836,,,0.0001,0.010554268956184387,98870
1856,-19.56,497326,0.01,591,1791.66,840,,,0.0001,0.007017060182988644,99331
1860,-19.54,499204,0.01,591,1794.13,843,,,0.0001,0.01786952279508114,99800
,,500000,0.01,,,,1891.75,-19.7,0.0001,0.0037050629034638405,99999
1864,-19.52,501169,0.01,583,1797.45,858,,,0.0001,0.012414773926138878,100292
1868,-19.55,502926,0.01,583,1802.17,862,,,0.0001,0.012617957778275013,100731
1872,-19.55,504606,0.01,583,1800.16,865,,,0.0001,0.0058136144652962685,101151
1876,-19.55,506408,0.01,583,1805.96,868,,,0.0001,0.010592320933938026,101601
1880,-19.51,508305,0.01,583,1814.53,871,,,0.0001,0.007985509932041168,102076
1884,-19.44,510157,0.01,583,1828.97,874,,,0.0001,0.013276392593979836,102539
1888,-19.47,511752,0.01,583,1815.78,877,,,0.0001,0.005050132051110268,102937
1892,-19.45,513690,0.01,582,1821.34,881,,,0.0001,0.006787673104554415,103422
1896,-19.44,515649,0.01,582,1824.87,884,,,0.0001,0.005188480950891972,103912
1900,-19.44,517429,0.01,582,1827.74,887,,,0.0001,0.005646602250635624,104357
1904,-19.48,519154,0.01,582,1817.93,890,,,0.0001,0.012902472168207169,104788
1908,-19.48,520775,0.01,582,1818.21,893,,,0.0001,0.008712224662303925,105193
1912,-19.49,522633,0.01,582,1818.41,897,,,0.0001,0.004743564873933792,105658
1916,-19.53,524399,0.01,582,1818.59,900,,,0.0001,0.012089872732758522,106099
1920,-19.5,526027,0.01,582,1813.19,903,,,0.0001,0.01068179402500391,106506
1924,-19.45,527992,0.01,582,1818.51,906,,,0.0001,0.0120248356834054,106997
1928,-19.45,529913,0.01,582,1824.77,910,,,0.0001,0.014902016147971153,107478
1932,-19.42,531817,0.01,582,1829.64,913,,,0.0001,0.007383840158581734,107954
1936,-19.39,533505,0.01,582,1823.07,916,,,0.0001,0.013038361445069313,108376
1940,-19.34,535553,0.01,582,1828.15,920,,,0.0001,0.011762945912778378,108888
1944,-19.31,537342,0.01,582,1841.05,923,,,0.0001,0.01190890558063984,109335
1948,-19.28,539243,0.01,581,1850.07,926,,,0.0001,0.006837308406829834,109810
1952,-19.24,541180,0.01,581,1850.25,930,,,0.0001,0.009168560616672039,110294
1956,-19.17,543198,0.01,581,1857.34,933,,,0.0001,0.011263800784945488,110799
1960,-19.16,544857,0.01,581,1848.51,936,,,0.0001,0.010493863373994827,111214
1964,-19.21,546669,0.01,581,1842.22,939,,,0.0001,0.008596724830567837,111667
1968,-19.14,548558,0.01,581,1847.54,943,,,0.0001,0.01942872814834118,112139
1972,-19.09,550243,0.01,581,1847.84,946,,,0.0001,0.006872586905956268,112560
1976,-19.07,551936,0.01,581,1843.5,949,,,0.0001,0.010290080681443214,112983
1980,-19.05,553687,0.01,581,1837.82,952,,,0.0001,0.011158466339111328,113421
1984,-19.01,555536,0.01,581,1837.88,955,,,0.0001,0.014628705568611622,113883
1988,-18.95,557638,0.01,581,1858.04,959,,,0.0001,0.01021864078938961,114409
1992,-18.93,559758,0.01,581,1865.18,963,,,0.0001,0.00858893059194088,114939
1996,-18.98,561609,0.01,581,1860.84,966,,,0.0001,0.006563590839505196,115402
2000,-19.0,563481,0.01,581,1864.79,969,,,0.0001,0.011584424413740635,115870
2004,-18.81,565681,0.01,580,1883.91,973,,,0.0001,0.006016134284436703,116420
2008,-18.76,567686,0.01,580,1899.46,977,,,0.0001,0.008310213685035706,116921
2012,-18.67,569912,0.01,580,1914.04,981,,,0.0001,0.007540999446064234,117477
2016,-18.65,571842,0.01,580,1920.52,984,,,0.0001,0.021561985835433006,117960
2020,-18.68,573730,0.01,580,1931.09,988,,,0.0001,0.00791076198220253,118432
2024,-18.69,576197,0.01,580,1951.4,992,,,0.0001,0.0073659177869558334,119049
2028,-18.63,578224,0.01,580,1955.14,995,,,0.0001,0.008147699758410454,119555
2032,-18.66,580430,0.01,580,1967.24,999,,,0.0001,0.011749884113669395,120107
2036,-18.57,582501,0.01,580,1982.58,1003,,,0.0001,0.00921991840004921,120625
2040,-18.59,584662,0.01,580,1987.05,1007,,,0.0001,0.005011494737118483,121165
2044,-18.54,586832,0.01,580,2002.16,1011,,,0.0001,0.004472622647881508,121707
2048,-18.58,588787,0.01,580,2004.11,1014,,,0.0001,0.004101445898413658,122196
2052,-18.64,590608,0.01,580,1999.33,1017,,,0.0001,0.00420030765235424,122651
2056,-18.66,592597,0.01,580,1998.16,1021,,,0.0001,0.0065102893859148026,123149
2060,-18.7,594588,0.01,580,2011.43,1024,,,0.0001,0.016622621566057205,123646
2064,-18.6,597053,0.01,580,2037.48,1029,,,0.0001,0.008826031349599361,124263
2068,-18.52,599499,0.01,579,2059.85,1033,,,0.0001,0.014158794656395912,124874
,,600000,0.01,,,,2313.85,-16.65,0.0001,0.004269407130777836,124999
2072,-18.48,601670,0.01,571,2079.16,1052,,,0.0001,0.011352814733982086,125417
2076,-18.43,603501,0.01,571,2084.8,1055,,,0.0001,0.013792010024189949,125875
2080,-18.43,605590,0.01,571,2098.35,1059,,,0.0001,0.008099955506622791,126397
2084,-18.39,607941,0.01,571,2118.26,1063,,,0.0001,0.010570423677563667,126985
2088,-18.43,610097,0.01,571,2120.43,1067,,,0.0001,0.017685461789369583,127524
2092,-18.42,612297,0.01,571,2123.67,1071,,,0.0001,0.010181326419115067,128074
2096,-18.41,614213,0.01,571,2126.16,1074,,,0.0001,0.007797433529049158,128553
2100,-18.38,616380,0.01,571,2137.83,1078,,,0.0001,0.0069731855764985085,129094
2104,-18.45,618748,0.01,571,2144.68,1082,,,0.0001,0.010484828613698483,129686
2108,-18.45,620784,0.01,571,2146.06,1086,,,0.0001,0.012888618744909763,130195
2112,-18.49,623105,0.01,571,2149.78,1090,,,0.0001,0.00799387227743864,130776
2116,-18.4,625162,0.01,571,2154.99,1093,,,0.0001,0.015026090666651726,131290
2120,-18.28,627546,0.01,571,2175.22,1098,,,0.0001,0.013333502225577831,131886
2124,-18.17,630049,0.01,571,2176.16,1102,,,0.0001,0.0100502148270607,132512
2128,-18.15,632216,0.01,571,2181.89,1106,,,0.0001,0.011555054225027561,133053
2132,-18.09,634724,0.01,571,2193.79,1110,,,0.0001,0.007982652634382248,133680
2136,-18.14,636908,0.01,571,2198.19,1114,,,0.0001,0.016228415071964264,134226
2140,-18.12,639389,0.01,571,2211.28,1119,,,0.0001,0.007918542250990868,134847
2144,-18.08,641802,0.01,571,2220.97,1123,,,0.0001,0.014242350123822689,135450
2148,-18.04,644035,0.01,571,2232.09,1127,,,0.0001,0.012603376992046833,136008
2152,-18.03,646102,0.01,571,2242.15,1131,,,0.0001,0.008135459385812283,136525
2156,-18.04,648113,0.01,571,2242.89,1134,,,0.0001,0.01590726338326931,137028
2160,-17.95,650517,0.01,571,2259.42,1138,,,0.0001,0.009955724701285362,137629
2164,-18.02,652742,0.01,571,2249.67,1142,,,0.0001,0.010452230460941792,138185
2168,-18.04,654989,0.01,571,2241.34,1146,,,0.0001,0.005120936781167984,138747
2172,-18.04,657055,0.01,571,2237.15,1150,,,0.0001,0.00977201759815216,139263
2176,-18.06,659492,0.01,571,2261.0,1154,,,0.0001,0.016544096171855927,139872
2180,-18.05,662205,0.01,571,2285.9,1159,,,0.0001,0.023755326867103577,140551
2184,-18.04,664692,0.01,571,2291.6,1164,,,0.0001,0.00965874083340168,141172
2188,-17.92,667266,0.01,571,2308.2,1168,,,0.0001,0.007153725251555443,141816
2192,-17.83,669651,0.01,570,2315.4,1172,,,0.0001,0.007857922464609146,142412
2196,-17.69,672037,0.01,570,2334.43,1177,,,0.0001,0.014684131368994713,143009
2200,-17.56,674558,0.01,570,2348.89,1181,,,0.0001,0.008500463329255581,143639
2204,-17.57,676720,0.01,570,2340.68,1185,,,0.0001,0.005984264891594648,144179
2208,-17.57,679158,0.01,570,2356.67,1189,,,0.0001,0.012541735544800758,144789
2212,-17.47,681736,0.01,570,2366.88,1194,,,0.0001,0.009248748421669006,145433
2216,-17.45,683922,0.01,570,2371.86,1198,,,0.0001,0.011167817749083042,145980
2220,-17.43,686286,0.01,570,2370.94,1202,,,0.0001,0.008051568642258644,146571
2224,-17.49,688743,0.01,570,2369.24,1206,,,0.0001,0.008471494540572166,147185
2228,-17.47,691107,0.01,570,2377.11,1210,,,0.0001,0.019380606710910797,147776
2232,-17.49,693642,0.01,570,2378.32,1215,,,0.0001,0.011911352165043354,148410
2236,-17.46,696126,0.01,570,2390.39,1219,,,0.0001,0.007304586935788393,149031
2240,-17.36,698669,0.01,570,2392.79,1224,,,0.0001,0.009973096661269665,149667
,,700000,0.01,,,,2366.45,-18.2,0.0001,0.00962901022285223,149999
2244,-17.31,701197,0.01,563,2397.2,1243,,,0.0001,0.007615179754793644,150299
2248,-17.26,703685,0.01,563,2407.33,1247,,,0.0001,0.0030929679051041603,150921
2252,-17.19,706135,0.01,563,2422.55,1252,,,0.0001,0.009844329208135605,151533
2256,-17.03,708695,0.01,563,2444.54,1256,,,0.0001,0.008681880310177803,152173
2260,-17.07,711071,0.01,563,2443.51,1261,,,0.0001,0.004459654446691275,152767
2264,-16.87,713729,0.01,563,2461.19,1265,,,0.0001,0.00758157204836607,153432
2268,-16.79,716451,0.01,563,2480.38,1270,,,0.0001,0.007881022989749908,154112
2272,-16.65,719193,0.01,563,2507.24,1275,,,0.0001,0.031570080667734146,154798
2276,-16.62,721382,0.01,563,2497.43,1279,,,0.0001,0.00621243380010128,155345
2280,-16.58,723914,0.01,563,2489.94,1283,,,0.0001,0.013350581750273705,155978
2284,-16.45,726704,0.01,563,2502.03,1288,,,0.0001,0.007690344471484423,156675
2288,-16.49,729243,0.01,563,2500.67,1293,,,0.0001,0.0067529939115047455,157310
2292,-16.5,731914,0.01,563,2512.33,1298,,,0.0001,0.022183232009410858,157978
2296,-16.6,734413,0.01,563,2516.6,1302,,,0.0001,0.018121540546417236,158603
2300,-16.65,736955,0.01,563,2517.47,1307,,,0.0001,0.01790384016931057,159238
2304,-16.6,739618,0.01,563,2537.4,1311,,,0.0001,0.01479931641370058,159904
2308,-16.48,742353,0.01,563,2549.04,1316,,,0.0001,0.010023511946201324,160588
2312,-16.57,744492,0.01,563,2531.74,1320,,,0.0001,0.02496836706995964,161122
2316,-16.54,747130,0.01,563,2549.65,1325,,,0.0001,0.01579313911497593,161782
2320,-16.44,750152,0.01,563,2575.5,1330,,,0.0001,0.01949133537709713,162537
2324,-16.4,752867,0.01,563,2586.0,1335,,,0.0001,0.009305567480623722,163216
2328,-16.31,755716,0.01,563,2605.56,1340,,,0.0001,0.015421165153384209,163928
2332,-16.38,757938,0.01,563,2592.94,1344,,,0.0001,0.005286705680191517,164484
2336,-16.26,760631,0.01,563,2601.13,1349,,,0.0001,0.004787588957697153,165157
2340,-16.42,763003,0.01,563,2594.27,1353,,,0.0001,0.008740540593862534,165750
2344,-16.44,765444,0.01,563,2590.94,1357,,,0.0001,0.008937589824199677,166360
2348,-16.35,768255,0.01,563,2603.97,1362,,,0.0001,0.011157983914017677,167063
2352,-16.31,770751,0.01,563,2605.57,1367,,,0.0001,0.02581818215548992,167687
2356,-16.36,773517,0.01,563,2613.89,1372,,,0.0001,0.009062610566616058,168379
2360,-16.32,776314,0.01,563,2630.57,1376,,,0.0001,0.009871839545667171,169078
2364,-16.37,779105,0.01,563,2635.86,1381,,,0.0001,0.009649250656366348,169776
2368,-16.36,781704,0.01,563,2630.94,1386,,,0.0001,0.01065626461058855,170425
2372,-16.5,784151,0.01,563,2619.26,1390,,,0.0001,0.0067456443794071674,171037
2376,-16.51,786596,0.01,563,2629.65,1395,,,0.0001,0.00837180856615305,171648
2380,-16.47,789466,0.01,563,2643.08,1400,,,0.0001,0.01436190027743578,172366
2384,-16.55,792234,0.01,563,2642.38,1405,,,0.0001,0.018393374979496002,173058
2388,-16.41,794902,0.01,563,2647.48,1410,,,0.0001,0.01094682514667511,173725
2392,-16.33,797592,0.01,563,2648.13,1414,,,0.0001,0.0067682997323572636,174397
,,800000,0.01,,,,2944.65,-15.35,0.0001,0.013070540502667427,174999
2396,-16.29,800285,0.01,556,2655.94,1438,,,0.0001,0.006503296084702015,175071
2400,-16.2,803180,0.01,556,2669.7,1443,,,0.0001,0.010662955231964588,175794
2404,-16.13,806029,0.01,556,2676.87,1448,,,0.0001,0.008727548643946648,176507
2408,-16.15,808560,0.01,556,2668.77,1452,,,0.0001,0.012583425268530846,177139
2412,-16.14,811311,0.01,556,2693.12,1457,,,0.0001,0.012308929115533829,177827
2416,-16.01,814695,0.01,556,2723.45,1463,,,0.0001,0.011213015764951706,178673
2420,-16.01,817700,0.01,556,2723.07,1469,,,0.0001,0.00836426205933094,179424
2424,-16.12,819916,0.01,556,2702.94,1473,,,0.0001,0.017064135521650314,179978
2428,-16.06,822977,0.01,556,2711.05,1478,,,0.0001,0.004938497208058834,180744
2432,-15.87,825734,0.01,556,2732.55,1483,,,0.0001,0.009364346973598003,181433
2436,-15.89,828661,0.01,556,2742.17,1488,,,0.0001,0.010859956964850426,182165
2440,-15.69,831685,0.01,556,2768.36,1493,,,0.0001,0.007633824832737446,182921
2444,-15.69,834443,0.01,556,2781.19,1498,,,0.0001,0.005375678185373545,183610
2448,-15.72,837155,0.01,556,2777.27,1503,,,0.0001,0.007710899226367474,184288
2452,-15.73,839929,0.01,556,2788.76,1508,,,0.0001,0.015853337943553925,184982
2456,-15.56,843476,0.01,556,2819.7,1514,,,0.0001,0.00461468193680048,185868
2460,-15.57,845958,0.01,556,2807.05,1519,,,0.0001,0.025017891079187393,186489
2464,-15.53,848918,0.01,556,2813.79,1524,,,0.0001,0.008633449673652649,187229
2468,-15.55,851748,0.01,556,2822.99,1529,,,0.0001,0.019746150821447372,187936
2472,-15.46,854541,0.01,556,2837.1,1534,,,0.0001,0.0230230912566185,188635
2476,-15.43,857095,0.01,556,2841.22,1538,,,0.0001,0.014155829325318336,189273
2480,-15.41,859731,0.01,556,2831.95,1543,,,0.0001,0.006982108578085899,189932
2484,-15.4,862433,0.01,556,2829.27,1548,,,0.0001,0.014478493481874466,190608
2488,-15.47,865331,0.01,556,2838.31,1553,,,0.0001,0.01191031001508236,191332
2492,-15.44,868733,0.01,556,2866.96,1559,,,0.0001,0.008195431903004646,192183
2496,-15.34,871650,0.01,557,2875.93,1564,,,0.0001,0.005498763173818588,192912
2500,-15.36,874421,0.01,557,2871.0,1569,,,0.0001,0.00572846457362175,193605
2504,-15.4,877388,0.01,557,2876.14,1575,,,0.0001,0.008519276045262814,194346
2508,-15.35,880504,0.01,557,2899.76,1580,,,0.0001,0.015026254579424858,195125
2512,-15.24,883376,0.01,557,2904.62,1585,,,0.0001,0.007372929248958826,195843
2516,-15.28,886128,0.01,557,2878.97,1590,,,0.0001,0.008982652798295021,196531
2520,-15.24,889400,0.01,557,2889.84,1596,,,0.0001,0.006456873379647732,197349
2524,-15.02,892412,0.01,557,2921.38,1601,,,0.0001,0.007439002860337496,198102
2528,-15.04,895479,0.01,557,2921.92,1607,,,0.0001,0.003597843460738659,198869
2532,-15.05,898560,0.01,557,2935.14,1612,,,0.0001,0.023234840482473373,199639
,,900000,0.01,,,,3291.7,-13.7,0.0001,0.015330292284488678,199999
2536,-15.07,901180,0.01,550,2922.57,1638,,,0.0001,0.01355783548206091,200294
2540,-15.08,904487,0.01,550,2933.22,1643,,,0.0001,0.004408682696521282,201121
2544,-15.07,907391,0.01,550,2939.0,1649,,,0.0001,0.00787825882434845,201847
2548,-14.92,910759,0.01,550,2965.26,1655,,,0.0001,0.006304136477410793,202689
2552,-14.78,914403,0.01,550,2999.82,1661,,,0.0001,0.010863440111279488,203600
2556,-14.9,917399,0.01,550,2977.98,1666,,,0.0001,0.022719895467162132,204349
2560,-14.83,920116,0.01,550,2987.34,1671,,,0.0001,0.014182714745402336,205028
2564,-14.82,923338,0.01,550,2997.78,1677,,,0.0001,0.011914243921637535,205834
2568,-14.83,926210,0.01,550,2999.83,1682,,,0.0001,0.02865910902619362,206552
2572,-14.77,929126,0.01,550,3004.4,1687,,,0.0001,0.011900280602276325,207281
2576,-14.74,931805,0.01,550,3009.65,1692,,,0.0001,0.007137286476790905,207951
2580,-14.69,935141,0.01,550,3037.97,1698,,,0.0001,0.0057543013244867325,208785
2584,-14.64,938353,0.01,550,3058.2,1704,,,0.0001,0.013466883450746536,209588
2588,-14.58,941550,0.01,550,3070.25,1709,,,0.0001,0.006604955531656742,210387
2592,-14.64,944548,0.01,550,3053.84,1715,,,0.0001,0.020886899903416634,211136
2596,-14.53,948246,0.01,550,3084.93,1721,,,0.0001,0.02655598893761635,212061
2600,-14.59,951198,0.01,550,3092.1,1726,,,0.0001,0.016926538199186325,212799
2604,-14.5,954913,0.01,550,3122.04,1733,,,0.0001,0.012843943201005459,213728
2608,-14.36,958445,0.01,550,3138.7,1739,,,0.0001,0.01310612354427576,214611
2612,-14.25,961717,0.01,550,3154.67,1745,,,0.0001,0.011580705642700195,215429
2616,-14.25,964982,0.01,550,3175.38,1751,,,0.0001,0.00806349515914917,216245
2620,-14.29,968311,0.01,551,3177.47,1757,,,0.0001,0.009954145178198814,217077
2624,-14.42,971056,0.01,551,3167.23,1762,,,0.0001,0.00989670678973198,217763
2628,-14.47,974317,0.01,551,3175.3,1767,,,0.0001,0.01124642789363861,218579
2632,-14.51,977414,0.01,551,3175.77,1773,,,0.0001,0.010407734662294388,219353
2636,-14.52,980239,0.01,551,3184.29,1778,,,0.0001,0.023512408137321472,220059
2640,-14.58,983204,0.01,551,3170.73,1783,,,0.0001,0.009514396078884602,220800
2644,-14.49,986464,0.01,551,3185.17,1789,,,0.0001,0.009833932854235172,221615
2648,-14.58,989510,0.01,551,3172.17,1794,,,0.0001,0.005558143835514784,222377
2652,-14.73,992510,0.01,551,3146.76,1800,,,0.0001,0.007847709581255913,223127
2656,-14.81,995074,0.01,551,3129.25,1804,,,0.0001,0.004487629514187574,223768
2660,-14.71,998187,0.01,551,3145.07,1810,,,0.0001,0.009622350335121155,224546
,,1000000,0.01,,,,3625.4,-13.4,0.0001,0.02450387179851532,224999
2664,-14.7,1001658,0.01,544,3154.95,1839,,,0.0001,0.010522551834583282,225414
2668,-14.73,1004368,0.01,544,3148.32,1844,,,0.0001,0.009437480941414833,226091
