time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/value_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
3925,3.46,115.72,110592,54,28,0.16638703644275665,0.3512691333889961,212,0.2,-0.0008636252314317971,0.0027906457,-1.2023583427071571,0.6860233545303345,0.00025,0.00830078125,,
3932,3.4,115.31,112640,55,28,0.09937338531017303,0.24209805950522423,216,0.2,-0.0015709438594058156,0.002199551,-1.1449855789542198,0.7455156445503235,0.00025,0.05810546875,,
3939,3.33,113.67,114688,56,29,0.12803125381469727,0.28577275201678276,220,0.2,0.0033926880423678085,0.007664841,-1.1221591904759407,0.7414395809173584,0.00025,0.0546875,,
3947,3.48,114.41,116736,57,29,0.15394991636276245,0.3001171126961708,224,0.2,-0.0006880481087137014,0.0010786827,-0.918361958116293,0.7761256694793701,0.00025,0.080810546875,,
3955,3.5,114.68,118784,58,30,0.11845503747463226,0.2679107189178467,228,0.2,-0.0007053145091049373,0.002666527,-1.024739783257246,0.7739923000335693,0.00025,0.033935546875,,
3961,3.47,115.09,120832,59,30,0.13271500170230865,0.3095798287540674,232,0.2,-9.241064253728837e-05,0.001687465,-1.1081639900803566,0.7664832472801208,0.00025,0.0340576171875,,
3970,3.52,117.0,122880,60,30,0.17242486774921417,0.3759226854890585,236,0.2,0.0014825962425675243,0.002885244,-1.0129572562873363,0.7469720840454102,0.00025,0.0594482421875,,
3977,3.54,117.53,124928,61,31,0.13973647356033325,0.2917961925268173,240,0.2,-0.0004507779376581311,0.003607898,-1.1226390674710274,0.7932657599449158,0.00025,0.029541015625,,
3984,3.5,117.01,126976,62,31,0.1368090808391571,0.31904649920761585,244,0.2,-0.0005036815418861806,0.0034848247,-1.1667367815971375,0.7614734172821045,0.00025,0.037841796875,,
3991,3.43,116.7,129024,63,32,0.11110477894544601,0.23950892966240644,248,0.2,-0.00018742636893875897,0.0024554413,-1.2637074664235115,0.781348705291748,0.00025,0.0269775390625,,
3996,3.46,117.05,131072,64,32,0.10238081216812134,0.2674984037876129,252,0.2,-0.003411529236473143,0.004408853,-1.12002844363451,0.7753697037696838,0.00025,0.05126953125,,
4002,3.41,114.83,133120,65,33,0.15375933051109314,0.3304685242474079,256,0.2,0.00014087933232076466,0.0031750782,-1.0703540071845055,0.7764663696289062,0.00025,0.0279541015625,,
4007,3.41,114.45,135168,66,33,0.12541088461875916,0.3211558200418949,260,0.2,-0.002227608783869073,0.003169956,-1.0654293149709702,0.7846402525901794,0.00025,0.04931640625,,
4013,3.43,114.39,137216,67,34,0.14333350956439972,0.3454403467476368,264,0.2,-0.0008763424993958324,0.0009061673,-1.151162289083004,0.7548652291297913,0.00025,0.0128173828125,,
4016,3.46,114.96,139264,68,34,0.12797561287879944,0.3174927569925785,268,0.2,-0.004248077282682061,0.0045013735,-1.1677858456969261,0.7080247402191162,0.00025,0.0596923828125,,
4022,3.45,115.7,141312,69,35,0.12755200266838074,0.2881167018786073,272,0.2,0.0003397358232177794,0.0012013933,-1.1577223017811775,0.7607243061065674,0.00025,0.0272216796875,,
4026,3.42,114.11,143360,70,35,0.10901408642530441,0.2664246428757906,276,0.2,-0.0018209497502539307,0.008646998,-1.2230986654758453,0.7934483885765076,0.00025,0.050537109375,,
4031,3.51,114.16,145408,71,36,0.14773237705230713,0.32939263433218,280,0.2,-0.0009444158931728452,0.0017845673,-1.2055274844169617,0.7247732281684875,0.00025,0.04931640625,,
4034,3.47,113.14,147456,72,36,0.1569150686264038,0.3644044157117605,284,0.2,-0.0037697141524404287,0.0057679433,-1.263398326933384,0.7245217561721802,0.00025,0.051513671875,,
4037,3.48,113.62,149504,73,37,0.1389135867357254,0.3444281704723835,288,0.2,-0.0028778177802450955,0.0023063454,-1.1820720955729485,0.7800642251968384,0.00025,0.0220947265625,,
4041,3.47,112.66,151552,74,37,0.12035145610570908,0.2782588731497526,292,0.2,-0.0025395738193765283,0.0041312203,-1.1896953880786896,0.7951110005378723,0.00025,0.0416259765625,,
