time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/n_updates,train/clip_fraction,train/learning_rate,train/clip_range,train/value_loss,eval/mean_ep_length,eval/mean_reward
897024,8.93,238,438,179.11,3767,0.1964961141347885,-0.001655557774938643,-0.3009689338505268,0.8616030812263489,0.006973083,1748,0.05419921875,0.00025,0.2,0.42590038664638996,,
899072,8.93,238,439,179.17,3768,0.17130494117736816,-0.0018085733172483742,-0.303841894492507,0.8959689736366272,0.00941379,1752,0.0697021484375,0.00025,0.2,0.4125559013336897,,
900000,,,,,,0.255031943321228,-0.0014086351729929447,-0.3085396271198988,0.8809265494346619,0.013985507,1756,0.0863037109375,0.00025,0.2,0.5339728258550167,180.55,9.3
901120,8.98,241,440,177.73,3724,,,,,,,,,,,,
903168,8.97,242,441,177.35,3725,0.20758698880672455,-0.001995537109905854,-0.30106743425130844,0.8791955709457397,0.010573205,1760,0.06494140625,0.00025,0.2,0.4547476302832365,,
905216,8.88,242,442,176.12,3726,0.17704032361507416,-0.00042056551319547,-0.34020227938890457,0.907349705696106,0.008791958,1764,0.1038818359375,0.00025,0.2,0.3720964081585407,,
907264,8.92,243,443,177.21,3727,0.23511873185634613,-0.00041533258627168834,-0.33022534288465977,0.8667337894439697,0.010465506,1768,0.0711669921875,0.00025,0.2,0.47187120094895363,,
909312,8.93,243,444,176.36,3728,0.18696792423725128,-0.00121152657084167,-0.31023105420172215,0.8625303506851196,0.013838232,1772,0.0697021484375,0.00025,0.2,0.46485973708331585,,
911360,8.86,244,445,175.24,3729,0.24167735874652863,-0.0009713019244372845,-0.3235490322113037,0.8586554527282715,0.022422088,1776,0.08740234375,0.00025,0.2,0.4881166759878397,,
913408,8.68,244,446,174.22,3730,0.2056000530719757,-0.0013878495374228805,-0.3731080908328295,0.8619928359985352,0.0104141915,1780,0.0706787109375,0.00025,0.2,0.5074216555804014,,
915456,8.6,245,447,173.17,3732,0.20992763340473175,0.0020910621678922325,-0.3685883432626724,0.8581252098083496,0.015963178,1784,0.1116943359375,0.00025,0.2,0.4369529951363802,,
917504,8.55,245,448,172.53,3733,0.2671138048171997,-0.0010492940782569349,-0.3723238408565521,0.8394744396209717,0.008181088,1788,0.060302734375,0.00025,0.2,0.49923276901245117,,
919552,8.37,246,449,170.14,3734,0.2025219053030014,-0.0013682336721103638,-0.37536755949258804,0.8796514272689819,0.009078156,1792,0.0560302734375,0.00025,0.2,0.40124526992440224,,
921600,8.15,246,450,167.0,3735,0.14278855919837952,-0.004543554619885981,-0.38542518205940723,0.8956119418144226,0.013691704,1796,0.08935546875,0.00025,0.2,0.3639263715595007,,
923648,8.13,247,451,166.13,3736,0.12030729651451111,-0.0035166924208169803,-0.40715162456035614,0.9142319560050964,0.011446103,1800,0.0772705078125,0.00025,0.2,0.3207589853554964,,
925696,8.08,247,452,166.0,3737,0.20613490045070648,-0.0025726757885422558,-0.38078685849905014,0.847886860370636,0.009004995,1804,0.0640869140625,0.00025,0.2,0.48188058100640774,,
927744,8.06,248,453,166.66,3738,0.17925281822681427,0.00035753482370637357,-0.356596352532506,0.902251124382019,0.009508885,1808,0.09130859375,0.00025,0.2,0.38605449721217155,,
929792,8.07,248,454,167.31,3739,0.1466493457555771,0.0008007356082089245,-0.3763155620545149,0.9012711644172668,0.009322111,1812,0.076171875,0.00025,0.2,0.3834682945162058,,
931840,8.19,249,455,168.1,3740,0.13012264668941498,-0.004344710963778198,-0.3731127679347992,0.8803396224975586,0.011516953,1816,0.0859375,0.00025,0.2,0.41936215199530125,,
933888,8.21,249,456,167.87,3741,0.17427711188793182,-0.0023695610580034554,-0.3526606597006321,0.8827199935913086,0.007967884,1820,0.06982421875,0.00025,0.2,0.3924952559173107,,
935936,8.24,250,457,169.15,3742,0.18444710969924927,-0.000942014332395047,-0.34477410465478897,0.8950193524360657,0.008646618,1824,0.0640869140625,0.00025,0.2,0.4159421008080244,,
937984,8.42,250,458,170.21,3743,0.18872089684009552,-0.001567458180943504,-0.32296483032405376,0.8852487802505493,0.0064022457,1828,0.0511474609375,0.00025,0.2,0.43072085455060005,,
940032,8.41,251,459,170.54,3744,0.1655549854040146,-0.003702292116940953,-0.3261590991169214,0.8991800546646118,0.0065471977,1832,0.0633544921875,0.00025,0.2,0.3913573082536459,,
942080,8.52,251,460,171.49,3745,0.12755678594112396,-0.0045015082869213074,-0.34278942830860615,0.8895624876022339,0.0067052664,1836,0.0504150390625,0.00025,0.2,0.3408259730786085,,
944128,8.68,252,461,172.91,3746,0.19002220034599304,0.0001801365870051086,-0.3286568056792021,0.8854809403419495,0.0072116354,1840,0.087158203125,0.00025,0.2,0.39800273813307285,,
946176,8.69,252,462,172.58,3747,0.1525937020778656,-0.004023123852675781,-0.3341050110757351,0.9029814600944519,0.007877006,1844,0.053466796875,0.00025,0.2,0.33529767766594887,,
948224,8.8,253,463,173.69,3747,0.15439170598983765,-0.0009084853227250278,-0.3103306721895933,0.8896400332450867,0.007795504,1848,0.0645751953125,0.00025,0.2,0.35149141028523445,,
950272,8.98,253,464,176.79,3748,0.1756107062101364,0.0032650742796249688,-0.27323794458061457,0.8734272122383118,0.016220521,1852,0.0914306640625,0.00025,0.2,0.4076203964650631,,
952320,9.09,253,465,177.79,3749,0.22303470969200134,0.000983414996881038,-0.2969665080308914,0.8505082130432129,0.008696761,1856,0.071044921875,0.00025,0.2,0.4930688161402941,,
954368,9.18,254,466,179.44,3750,0.2157190889120102,-0.0036673532449640334,-0.3178925793617964,0.865004301071167,0.0061807525,1860,0.03759765625,0.00025,0.2,0.4602068942040205,,
956416,9.3,254,467,183.17,3750,0.2408873587846756,0.0021804655843880028,-0.2980866637080908,0.8187255859375,0.010862656,1864,0.079833984375,0.00025,0.2,0.5321180988103151,,
958464,9.4,255,468,183.67,3751,0.16532333195209503,-0.0027807055157609284,-0.3073621913790703,0.9089047908782959,0.0080764145,1868,0.0484619140625,0.00025,0.2,0.3433796148747206,,
960512,9.45,255,469,183.84,3752,0.19691216945648193,-0.00205612470745109,-0.3015478067100048,0.8581063747406006,0.009633442,1872,0.05126953125,0.00025,0.2,0.44628841802477837,,
962560,9.44,256,470,184.42,3753,0.20004403591156006,-0.0003032890963368118,-0.30097460746765137,0.8432025909423828,0.008923912,1876,0.0599365234375,0.00025,0.2,0.4818865470588207,,
964608,9.5,256,471,186.27,3753,0.26122915744781494,-0.001208207817398943,-0.2986917197704315,0.8404449224472046,0.004630064,1880,0.0452880859375,0.00025,0.2,0.5664608292281628,,
966656,9.48,257,472,186.2,3754,0.1818171888589859,-0.0002709612890612334,-0.3173428922891617,0.8862988352775574,0.0099426005,1884,0.0853271484375,0.00025,0.2,0.3870334643870592,,
968704,9.49,257,473,185.39,3755,0.23081669211387634,-0.0015832044591661543,-0.27575004007667303,0.8676173090934753,0.0032808054,1888,0.0438232421875,0.00025,0.2,0.5351403411477804,,
970752,9.49,258,474,184.98,3756,0.25452712178230286,-0.0030967829225119203,-0.28875246457755566,0.8806108236312866,0.008515319,1892,0.064453125,0.00025,0.2,0.520816633477807,,
972800,9.48,258,475,184.91,3757,0.2619685232639313,-0.00150464462058153,-0.3093869052827358,0.8554806709289551,0.0060506132,1896,0.0540771484375,0.00025,0.2,0.5761623084545135,,
974848,9.43,259,476,184.24,3757,0.20834626257419586,-0.0021449176128953695,-0.3127885181456804,0.8340722918510437,0.008426758,1900,0.0576171875,0.00025,0.2,0.45770093612372875,,
976896,9.48,259,477,185.91,3758,0.1376563459634781,-0.004375004704343155,-0.28348431922495365,0.9081065654754639,0.006744112,1904,0.04931640625,0.00025,0.2,0.3659974317997694,,
978944,9.45,260,478,186.32,3759,0.188310444355011,-0.0012019863934256136,-0.3088534828275442,0.865096390247345,0.0040830635,1908,0.0614013671875,0.00025,0.2,0.4561798255890608,,
980992,9.47,260,479,186.02,3760,0.18834584951400757,5.888796295039356e-05,-0.2809262238442898,0.8827650547027588,0.008232926,1912,0.0560302734375,0.00025,0.2,0.3882367592304945,,
983040,9.51,261,480,184.03,3760,0.16065213084220886,-0.0018978923035319895,-0.30048084631562233,0.9006843566894531,0.009450998,1916,0.0584716796875,0.00025,0.2,0.3912810143083334,,
985088,9.49,261,481,184.22,3761,0.1960892528295517,-0.0002782099472824484,-0.2756821848452091,0.8923357129096985,0.005812155,1920,0.0504150390625,0.00025,0.2,0.4254668392241001,,
987136,9.46,262,482,184.06,3762,0.23243854939937592,-0.0008423977415077388,-0.2937760967761278,0.8657346963882446,0.01360991,1924,0.0697021484375,0.00025,0.2,0.46619885601103306,,
989184,9.41,262,483,182.9,3763,0.194570854306221,-0.002644441497977823,-0.27998391911387444,0.9069717526435852,0.008545493,1928,0.0638427734375,0.00025,0.2,0.3904487956315279,,
991232,9.33,263,484,181.62,3764,0.15128864347934723,-0.004627985443221405,-0.31187562085688114,0.9105948209762573,0.009144354,1932,0.089111328125,0.00025,0.2,0.3406903799623251,,
993280,9.3,263,485,179.88,3765,0.17772123217582703,-0.002924067317508161,-0.2898529190570116,0.8736569881439209,0.0074796733,1936,0.05224609375,0.00025,0.2,0.38579007610678673,,
995328,9.24,264,486,177.43,3766,0.1875220537185669,-0.002094921423122287,-0.30207378789782524,0.8695583939552307,0.006039724,1940,0.04931640625,0.00025,0.2,0.44860153272747993,,
997376,9.12,264,487,175.82,3767,0.23934978246688843,-0.0014257564907893538,-0.3186219446361065,0.8759138584136963,0.007828405,1944,0.063720703125,0.00025,0.2,0.4885517992079258,,
999424,9.09,265,488,175.13,3767,0.14034578204154968,-0.002386632884736173,-0.35023269802331924,0.8886096477508545,0.007521269,1948,0.05224609375,0.00025,0.2,0.36918175779283047,,
1000000,,,,,,0.20122088491916656,-0.003967573982663453,-0.31120711006224155,0.8729745149612427,0.0070741153,1952,0.07470703125,0.00025,0.2,0.4368916470557451,182.95,9.6
1001472,9.1,268,489,176.39,3726,,,,,,,,,,,,
1003520,9.05,269,490,175.27,3727,0.2006193995475769,-0.002321604551980272,-0.38109302520751953,0.8797957301139832,0.0065018567,1956,0.0556640625,0.00025,0.2,0.43598015792667866,,
1005568,9.07,269,491,174.81,3727,0.2109685093164444,-0.002464320190483704,-0.3391570970416069,0.860945463180542,0.007253455,1960,0.0487060546875,0.00025,0.2,0.45585225708782673,,
