time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/clip_range,train/entropy_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
1517568,311.2,57,26175,741,102.8,1529.451171875,0.00025,0.24565154314041138,0.0,0.2,-2.7156238076031514e-06,2960,0.0,-1.1059455573558807e-09,3179.171875,,
1519616,308.0,58,26175,742,102.0,1271.907470703125,0.00025,0.26316046714782715,0.0,0.2,-3.618459246013117e-06,2964,0.0,-1.4551915228366852e-09,2980.4283294677734,,
1521664,305.76,58,26176,743,101.44,1574.6663818359375,0.00025,0.22572273015975952,0.0,0.2,-2.2903199479173963e-06,2968,0.0,1.949956640601158e-09,2829.757781982422,,
1523712,303.2,58,26177,744,100.8,1330.22314453125,0.00025,0.24544554948806763,0.0,0.2,-3.7919236888228625e-06,2972,0.0,4.3655745685100555e-10,3104.428497314453,,
1525760,306.72,58,26177,745,101.68,1500.51220703125,0.00025,0.26859551668167114,0.0,0.2,-3.995982083893068e-06,2976,0.0,-3.026798367500305e-09,2992.779586791992,,
1527808,308.32,58,26178,746,102.08,1433.316162109375,0.00025,0.2429932951927185,0.0,0.2,-6.5251809218125345e-06,2980,0.0,5.326000973582268e-09,2812.664520263672,,
1529856,312.16,58,26179,747,103.04,1367.923828125,0.00025,0.2311362624168396,0.0,0.2,-4.29249470812465e-06,2984,0.0,-1.1641532182693481e-09,2718.759033203125,,
1531904,313.12,58,26180,748,103.28,1134.6202392578125,0.00025,0.22248059511184692,0.0,0.2,-1.994082886369597e-06,2988,0.0,-5.820766091346741e-11,2767.875,,
1533952,317.6,58,26180,749,104.4,1230.634765625,0.00025,0.2510557174682617,0.0,0.2,-3.137110454076719e-06,2992,0.0,5.238689482212067e-10,2907.9290313720703,,
1536000,316.64,58,26181,750,104.16,1621.37109375,0.00025,0.276538610458374,0.0,0.2,-6.244869211968762e-06,2996,0.0,1.7462298274040222e-09,3138.9962463378906,,
1538048,315.68,58,26182,751,103.92,1081.5477294921875,0.00025,0.2602275013923645,0.0,0.2,-3.465131428015411e-06,3000,0.0,-4.94765117764473e-10,2516.415267944336,,
1540096,313.76,58,26182,752,103.44,1283.8760986328125,0.00025,0.2376248836517334,0.0,0.2,-3.4800063133388903e-06,3004,0.0,-9.89530235528946e-10,2772.4033966064453,,
1542144,315.36,58,26183,753,103.84,1644.3472900390625,0.00025,0.23489904403686523,0.0,0.2,-2.3101894655042088e-06,3008,0.0,0.0,2894.0775299072266,,
1544192,315.36,58,26184,754,103.84,1450.9320068359375,0.00025,0.25148725509643555,0.0,0.2,-4.062653388814397e-06,3012,0.0,-6.984919309616089e-10,3319.155502319336,,
1546240,315.68,59,26184,755,103.92,1141.501220703125,0.00025,0.26336997747421265,0.0,0.2,-4.4174043409839214e-06,3016,0.0,-1.4901161193847656e-08,2464.998977661133,,
1548288,316.32,59,26185,756,104.08,1473.1983642578125,0.00025,0.22615480422973633,0.0,0.2,-4.706653356834067e-06,3020,0.0,-1.6007106751203537e-09,2904.8685760498047,,
1550336,315.68,59,26186,757,103.92,1207.61572265625,0.00025,0.237423837184906,0.0,0.2,-4.463645581154196e-06,3024,0.0,4.307366907596588e-09,2898.5928497314453,,
1552384,318.24,59,26187,758,104.56,1228.4007568359375,0.00025,0.23683547973632812,0.0,0.2,-2.729700014469927e-06,3028,0.0,1.7462298274040222e-10,2696.5405883789062,,
1554432,316.0,59,26188,759,104.0,1285.2783203125,0.00025,0.2130792737007141,0.0,0.2,-2.5120645616993897e-06,3032,0.0,-3.2014213502407074e-10,2867.6124725341797,,
1556480,316.32,59,26188,760,104.08,1328.46923828125,0.00025,0.24542832374572754,0.0,0.2,-4.022600833764045e-06,3036,0.0,-6.693881005048752e-10,3127.7144927978516,,
1558528,315.36,59,26189,761,103.84,1328.079345703125,0.00025,0.2497597336769104,0.0,0.2,-6.9157580924184e-06,3040,0.0,2.7939677238464355e-09,2983.6812591552734,,
1560576,314.4,59,26190,762,103.6,1438.400634765625,0.00025,0.2450736165046692,0.0,0.2,-4.805710830169119e-06,3044,0.0,-1.4551915228366852e-10,2742.954055786133,,
1562624,316.64,59,26191,763,104.16,1228.2191162109375,0.00025,0.23672962188720703,0.0,0.2,-3.077555987829328e-06,3048,0.0,-4.0745362639427185e-10,2719.6202850341797,,
1564672,315.36,59,26191,764,103.84,1602.23046875,0.00025,0.23209697008132935,0.0,0.2,-2.477662015110127e-06,3052,0.0,4.656612873077393e-10,3000.428421020508,,
1566720,315.36,59,26192,765,103.84,1728.73583984375,0.00025,0.25609707832336426,0.0,0.2,-3.0410821736381877e-06,3056,0.0,-8.149072527885437e-10,3218.6014099121094,,
1568768,319.52,59,26193,766,104.88,1466.7427978515625,0.00025,0.2575341463088989,0.0,0.2,-2.256446080650676e-06,3060,0.0,5.384208634495735e-10,2961.5045623779297,,
1570816,317.92,59,26193,767,104.48,1275.9952392578125,0.00025,0.21822553873062134,0.0,0.2,-1.4305344073761717e-06,3064,0.0,1.7462298274040222e-10,2772.1552734375,,
1572864,312.48,60,26194,768,103.12,1441.658203125,0.00025,0.23955589532852173,0.0,0.2,-2.883134321507441e-06,3068,0.0,1.0186340659856796e-09,3228.398406982422,,
1574912,314.4,60,26195,769,103.6,1553.679931640625,0.00025,0.27276837825775146,0.0,0.2,-4.825719713608123e-06,3072,0.0,1.0477378964424133e-09,2996.146530151367,,
1576960,314.72,60,26195,770,103.68,1226.93505859375,0.00025,0.2444167137145996,0.0,0.2,-7.3816646306568146e-06,3076,0.0,-1.1263182386755943e-08,2638.9356231689453,,
1579008,312.8,60,26196,771,103.2,1360.1422119140625,0.00025,0.22284752130508423,0.0,0.2,-6.2451755695747124e-06,3080,0.0,-5.1513779908418655e-09,2916.1285552978516,,
1581056,316.0,60,26197,772,104.0,1387.43701171875,0.00025,0.25251972675323486,0.0,0.2,-2.9441353461834296e-06,3084,0.0,9.022187441587448e-10,2781.1771850585938,,
1583104,316.32,60,26198,773,104.08,1301.2169189453125,0.00025,0.20265477895736694,0.0,0.2,-2.1749288663386324e-06,3088,0.0,3.92901711165905e-09,2918.7056884765625,,
1585152,317.6,60,26198,774,104.4,1444.7269287109375,0.00025,0.2543799877166748,0.0,0.2,-3.3823428466916994e-06,3092,0.0,1.6298145055770874e-09,3046.7418823242188,,
1587200,316.32,60,26199,775,104.08,1599.341796875,0.00025,0.2385297417640686,0.0,0.2,-2.2126747154516124e-06,3096,0.0,-9.167706593871117e-10,2936.8548583984375,,
1589248,315.68,60,26200,776,103.92,1554.308349609375,0.00025,0.24935805797576904,0.0,0.2,-2.9032921418092883e-06,3100,0.0,-1.949956640601158e-09,3108.3684844970703,,
1591296,311.52,60,26200,777,102.88,1441.36376953125,0.00025,0.24372297525405884,0.0,0.2,-4.28059203727571e-06,3104,0.0,-1.0477378964424133e-09,2815.727783203125,,
1593344,311.2,60,26201,778,102.8,1603.2286376953125,0.00025,0.24330508708953857,0.0,0.2,-4.964558286246756e-06,3108,0.0,-3.1723175197839737e-09,2859.8109283447266,,
1595392,308.32,60,26202,779,102.08,1428.6011962890625,0.00025,0.24207574129104614,0.0,0.2,-4.363867276424571e-06,3112,0.0,-5.413312464952469e-09,2686.15283203125,,
1597440,310.24,60,26202,780,102.56,1548.757080078125,0.00025,0.23863589763641357,0.0,0.2,-7.013122228727298e-06,3116,0.0,-3.1868694350123405e-09,3006.2534942626953,,
1599488,308.64,61,26203,781,102.16,1259.8477783203125,0.00025,0.2379770278930664,0.0,0.2,-4.843857482228486e-06,3120,0.0,-1.1074007488787174e-08,2670.284194946289,,
1601536,309.92,61,26204,782,102.48,1421.9439697265625,0.00025,0.2619897127151489,0.0,0.2,-4.9128347967553054e-06,3124,0.0,-6.373738870024681e-09,2984.7997436523438,,
1603584,312.48,61,26204,783,103.12,1630.588134765625,0.00025,0.24709922075271606,0.0,0.2,-6.311809755743525e-06,3128,0.0,-2.066371962428093e-09,3075.865005493164,,
1605632,313.76,61,26205,784,103.44,1354.766357421875,0.00025,0.2512773871421814,0.0,0.2,-3.5500661681453494e-06,3132,0.0,3.6670826375484467e-09,2668.3011474609375,,
1607680,312.48,61,26206,785,103.12,1446.40234375,0.00025,0.24872499704360962,0.0,0.2,-6.776258118179612e-06,3136,0.0,-1.4435499906539917e-08,2976.4469604492188,,
1609728,313.12,61,26206,786,103.28,1326.0498046875,0.00025,0.2581070065498352,0.0,0.2,-6.88389995673333e-06,3140,0.0,-7.043126970529556e-09,2496.964126586914,,
1611776,316.0,61,26207,787,104.0,1240.501220703125,0.00025,0.24583494663238525,0.0,0.2,-8.742015580764928e-06,3144,0.0,6.111804395914078e-10,2969.0738677978516,,
1613824,312.48,61,26208,788,103.12,1349.375244140625,0.00025,0.2622597813606262,0.0,0.2,-6.827377177387461e-06,3148,0.0,-1.1932570487260818e-09,2686.395477294922,,
1615872,313.12,61,26209,789,103.28,1425.9208984375,0.00025,0.254960298538208,0.0,0.2,-5.683054254745912e-06,3152,0.0,-6.402842700481415e-10,2937.2434997558594,,
1617920,312.16,61,26209,790,103.04,1458.94482421875,0.00025,0.24775445461273193,0.0,0.2,-2.4504583251427903e-06,3156,0.0,-2.9103830456733704e-11,2613.8346252441406,,
1619968,308.96,61,26210,791,102.24,1603.7105712890625,0.00025,0.26694416999816895,0.0,0.2,-5.222143741434593e-06,3160,0.0,-6.1409082263708115e-09,3129.908920288086,,
1622016,308.32,61,26211,792,102.08,1293.83251953125,0.00025,0.2714100480079651,0.0,0.2,-5.561431322576027e-06,3164,0.0,4.787580110132694e-09,2741.5989990234375,,
1624064,312.8,61,26211,793,103.2,1297.591796875,0.00025,0.26018136739730835,0.0,0.2,-7.193087498080786e-06,3168,0.0,-4.394678398966789e-09,2771.7818908691406,,
1626112,310.56,62,26212,794,102.64,1404.593017578125,0.00025,0.2448466420173645,0.0,0.2,-6.859821269245003e-06,3172,0.0,-1.3969838619232178e-09,2854.8661193847656,,
1628160,311.52,62,26213,795,102.88,1344.1044921875,0.00025,0.2273051142692566,0.0,0.2,-4.904103121816661e-06,3176,0.0,-1.9354047253727913e-08,2745.650115966797,,
1630208,311.84,62,26213,796,102.96,1459.26904296875,0.00025,0.2565883994102478,0.0,0.2,-6.8557441466055025e-06,3180,0.0,-2.9103830456733704e-10,2935.5531158447266,,
1632256,308.64,62,26214,797,102.16,1249.8402099609375,0.00025,0.2698850631713867,0.0,0.2,-1.1968172543674882e-05,3184,0.0,-2.2264430299401283e-09,2950.5458221435547,,
1634304,306.72,62,26215,798,101.68,1039.80224609375,0.00025,0.26382315158843994,0.0,0.2,-5.2287874297007875e-06,3188,0.0,-1.4901161193847656e-08,2467.521499633789,,
1636352,304.48,62,26215,799,101.12,1517.462158203125,0.00025,0.21979528665542603,0.0,0.2,-4.0595311361357744e-06,3192,0.0,1.3096723705530167e-09,3113.812301635742,,
1638400,304.16,62,26216,800,101.04,1409.64990234375,0.00025,0.24864298105239868,0.0,0.2,-3.4319645862979087e-06,3196,0.0,-1.4551915228366852e-10,2899.8404235839844,,
1640448,306.08,62,26217,801,101.52,1458.607666015625,0.00025,0.26223641633987427,0.0,0.2,-3.534356736167865e-06,3200,0.0,-3.637978807091713e-09,2893.0763244628906,,
1642496,307.36,62,26217,802,101.84,1425.98779296875,0.00025,0.2595188021659851,0.0,0.2,-6.601882517998092e-06,3204,0.0,5.180481821298599e-09,2872.7747650146484,,
1644544,307.68,62,26218,803,101.92,1590.447998046875,0.00025,0.23570263385772705,0.0,0.2,-6.430431284343285e-06,3208,0.0,3.3178366720676422e-09,2848.4925994873047,,
1646592,309.92,62,26219,804,102.48,1624.493408203125,0.00025,0.2639014720916748,0.0,0.2,-3.891381169296437e-06,3212,0.0,8.731149137020111e-10,2757.0374755859375,,
1648640,312.48,62,26220,805,103.12,1645.55810546875,0.00025,0.23556673526763916,0.0,0.2,-3.0823766081766735e-06,3216,0.0,2.0372681319713593e-09,2957.2267150878906,,
1650000,,,,,,1559.9615478515625,0.00025,0.2526385188102722,0.0,0.2,-4.188900405210916e-06,3220,0.0,-3.2887328416109085e-09,3040.332962036133,312.8,103.2
1650688,315.04,58,27981,806,103.76,,,,,,,,,,,,
1652736,314.4,59,27983,807,103.6,1229.24365234375,0.00025,0.23903048038482666,0.0,0.2,-5.965881499037096e-06,3224,0.0,4.3655745685100555e-09,2727.0668334960938,,
1654784,313.12,59,27984,808,103.28,1464.04150390625,0.00025,0.24314337968826294,0.0,0.2,-5.0727756928381496e-06,3228,0.0,1.0855728760361671e-08,2720.3819580078125,,
1656832,312.16,59,27985,809,103.04,1355.923095703125,0.00025,0.2374582290649414,0.0,0.2,-5.321660040635834e-06,3232,0.0,8.09086486697197e-09,2754.1935272216797,,
1658880,311.52,59,27985,810,102.88,1739.0789794921875,0.00025,0.253437340259552,0.0,0.2,-6.594306398710614e-06,3236,0.0,-1.7462298274040222e-08,3137.0484161376953,,
1660928,309.6,59,27986,811,102.4,1355.757080078125,0.00025,0.23703837394714355,0.0,0.2,-4.6989893149884665e-06,3240,0.0,-1.4842953532934189e-09,2657.8119049072266,,
1662976,306.08,59,27987,812,101.52,1343.08447265625,0.00025,0.2383837103843689,0.0,0.2,-3.3791088327461694e-06,3244,0.0,5.093170329928398e-10,2965.3069458007812,,
1665024,305.76,59,27987,813,101.44,1434.0067138671875,0.00025,0.257781445980072,0.0,0.2,-3.725156233258531e-06,3248,0.0,-6.984919309616089e-09,3205.6790313720703,,
1667072,306.08,59,27988,814,101.52,1430.5911865234375,0.00025,0.27104490995407104,0.0,0.2,-2.990242450096048e-06,3252,0.0,2.735760062932968e-09,2858.1519775390625,,
1669120,307.36,59,27989,815,101.84,1488.3349609375,0.00025,0.25206518173217773,0.0,0.2,-4.031939667470397e-06,3256,0.0,7.188646122813225e-09,2825.4535522460938,,
1671168,308.32,59,27990,816,102.08,1474.786865234375,0.00025,0.26230180263519287,0.0,0.2,-3.378939297249417e-06,3260,0.0,-5.238689482212067e-10,2973.4746704101562,,
1673216,313.44,59,27990,817,103.36,1722.04833984375,0.00025,0.24598532915115356,0.0,0.2,-3.514056054143566e-06,3264,0.0,1.6298145055770874e-09,2781.9137115478516,,
1675264,317.6,59,27991,818,104.4,1203.20703125,0.00025,0.23713058233261108,0.0,0.2,-3.900266023038057e-06,3268,0.0,-2.066371962428093e-09,2777.8469848632812,,
1677312,317.6,59,27992,819,104.4,1574.9620361328125,0.00025,0.23341065645217896,0.0,0.2,-3.0618804061077753e-06,3272,0.0,3.2014213502407074e-10,2846.0257415771484,,
1679360,318.56,59,27992,820,104.64,1616.3731689453125,0.00025,0.23207956552505493,0.0,0.2,-2.6776056643029733e-06,3276,0.0,7.8580342233181e-10,2946.6345825195312,,
1681408,316.96,60,27993,821,104.24,1837.2890625,0.00025,0.2358095645904541,0.0,0.2,-2.821305272959762e-06,3280,0.0,3.725290298461914e-09,3460.1000213623047,,
1683456,315.36,60,27994,822,103.84,1291.148193359375,0.00025,0.2886231541633606,0.0,0.2,-4.51192148887003e-06,3284,0.0,1.5425030142068863e-09,2702.023956298828,,
1685504,313.12,60,27994,823,103.28,1259.507080078125,0.00025,0.2308703064918518,0.0,0.2,-3.0762955276486537e-06,3288,0.0,9.89530235528946e-10,2607.764389038086,,
1687552,312.8,60,27995,824,103.2,1678.54052734375,0.00025,0.22840642929077148,0.0,0.2,-3.539477994252138e-06,3292,0.0,-1.5133991837501526e-09,3182.594284057617,,
1689600,311.52,60,27996,825,102.88,1534.57373046875,0.00025,0.233739972114563,0.0,0.2,-1.7265069232053065e-06,3296,0.0,1.1059455573558807e-09,2989.152313232422,,
1691648,312.48,60,27996,826,103.12,1514.17626953125,0.00025,0.23883813619613647,0.0,0.2,-2.3459353215571355e-06,3300,0.0,-9.313225746154785e-10,3138.7305908203125,,
1693696,313.44,60,27997,827,103.36,1744.34326171875,0.00025,0.23877549171447754,0.0,0.2,-2.4044544133516865e-06,3304,0.0,5.820766091346741e-10,2971.6890716552734,,
1695744,315.36,60,27998,828,103.84,1394.878662109375,0.00025,0.2111140489578247,0.0,0.2,-1.0623795958508708e-06,3308,0.0,5.820766091346741e-11,2974.369094848633,,
1697792,314.08,60,27998,829,103.52,1564.1761474609375,0.00025,0.24310362339019775,0.0,0.2,-1.2513234430855391e-06,3312,0.0,6.359186954796314e-09,3162.0103912353516,,
1699840,311.52,60,27999,830,102.88,1347.483642578125,0.00025,0.26528477668762207,0.0,0.2,-1.946691206455853e-06,3316,0.0,-4.307366907596588e-09,3061.444839477539,,
1701888,313.44,60,28000,831,103.36,1478.6456298828125,0.00025,0.2442278265953064,0.0,0.2,-2.188896388588546e-06,3320,0.0,-6.984919309616089e-10,3048.4136657714844,,
1703936,312.8,60,28000,832,103.2,1419.3916015625,0.00025,0.2439974546432495,0.0,0.2,-2.405522920412295e-06,3324,0.0,5.384208634495735e-10,2869.3318634033203,,
1705984,314.72,60,28001,833,103.68,1348.296875,0.00025,0.21076148748397827,0.0,0.2,-1.7968946934843189e-06,3328,0.0,-2.3283064365386963e-09,2856.3280487060547,,
1708032,316.0,60,28001,834,104.0,1676.372314453125,0.00025,0.2374318242073059,0.0,0.2,-2.280166242485393e-06,3332,0.0,-3.346940502524376e-09,3337.554885864258,,
1710080,316.96,61,28002,835,104.24,1452.4117431640625,0.00025,0.25127315521240234,0.0,0.2,-2.7012727201736197e-06,3336,0.0,-1.979060471057892e-09,2995.9954986572266,,
1712128,316.96,61,28003,836,104.24,1290.48583984375,0.00025,0.23754090070724487,0.0,0.2,-1.7268279250970409e-06,3340,0.0,-4.48198989033699e-09,2662.5150604248047,,
1714176,317.92,61,28003,837,104.48,1592.68310546875,0.00025,0.21561497449874878,0.0,0.2,-2.250329131925355e-06,3344,0.0,-1.775333657860756e-09,3187.020034790039,,
1716224,317.28,58,29160,838,104.32,1724.77587890625,0.00025,0.25790566205978394,0.0,0.2,-4.400012059591063e-06,3348,0.0,1.6298145055770874e-09,3068.6775512695312,,
1718272,318.88,58,29161,839,104.72,1148.514404296875,0.00025,0.217876136302948,0.0,0.2,-3.1495768126887924e-06,3352,0.0,6.402842700481415e-10,2649.9973754882812,,
1720320,316.64,58,29162,840,104.16,1524.393798828125,0.00025,0.20843803882598877,0.0,0.2,-1.541970718221819e-06,3356,0.0,7.566995918750763e-10,2752.512222290039,,
1722368,313.44,58,29298,841,103.36,1645.1595458984375,0.00025,0.26068955659866333,0.0,0.2,-4.0115973263255e-06,3360,0.0,-1.1059455573558807e-08,3395.042465209961,,
1724416,311.84,58,29298,842,102.96,1278.4058837890625,0.00025,0.26768171787261963,0.0,0.2,-2.8198486319297444e-06,3364,0.0,-3.4633558243513107e-09,2797.8961791992188,,
1726464,308.64,58,29299,843,102.16,1515.612548828125,0.00025,0.26388096809387207,0.0,0.2,-3.8072123942356484e-06,3368,0.0,1.9208528101444244e-09,2962.958709716797,,
1728512,308.64,58,29300,844,102.16,1372.0927734375,0.00025,0.2401890754699707,0.0,0.2,-2.8703686183462196e-06,3372,0.0,-4.3655745685100555e-09,2833.127731323242,,
1730560,310.24,59,29301,845,102.56,1431.033447265625,0.00025,0.27367913722991943,0.0,0.2,-3.0844627332271557e-06,3376,0.0,-2.4010660126805305e-09,2983.428482055664,,
1732608,312.8,59,29301,846,103.2,1291.37890625,0.00025,0.2677900195121765,0.0,0.2,-6.521730412600846e-06,3380,0.0,5.6461431086063385e-09,2794.2589721679688,,
1734656,316.32,59,29302,847,104.08,1381.09716796875,0.00025,0.23437637090682983,0.0,0.2,-6.0046977239380794e-06,3384,0.0,-9.342329576611519e-09,2675.273483276367,,
1736704,316.96,59,29302,848,104.24,1247.048095703125,0.00025,0.22953099012374878,0.0,0.2,-6.508851072339894e-06,3388,0.0,6.257323548197746e-09,2887.6563110351562,,
1738752,315.04,59,29303,849,103.76,1353.4771728515625,0.00025,0.23296070098876953,0.0,0.2,-3.7049081953455243e-06,3392,0.0,2.0954757928848267e-09,2644.030715942383,,
1740800,313.76,59,29304,850,103.44,1573.971923828125,0.00025,0.22825533151626587,0.0,0.2,-3.165630729995428e-06,3396,0.0,-2.8812792152166367e-09,2852.5038299560547,,
1742848,313.44,59,29304,851,103.36,1604.8111572265625,0.00025,0.268410861492157,0.0,0.2,-7.114765622873165e-06,3400,0.0,-8.32369551062584e-09,3113.3795013427734,,
1744896,318.24,59,29305,852,104.56,1311.37353515625,0.00025,0.2430686354637146,0.0,0.2,-3.4059186688750742e-06,3404,0.0,-8.847564458847046e-09,2559.0946502685547,,
1746944,314.72,59,29306,853,103.68,1604.740966796875,0.00025,0.2243240475654602,0.0,0.2,-1.9569218565607116e-06,3408,0.0,8.440110832452774e-10,2853.7210083007812,,
1748992,316.32,59,29307,854,104.08,1414.2265625,0.00025,0.247056245803833,0.0,0.2,-2.9991672647611267e-06,3412,0.0,1.3096723705530167e-09,2948.969436645508,,
1751040,319.52,59,29307,855,104.88,1345.575927734375,0.00025,0.2118154764175415,0.0,0.2,-1.9918181521916267e-06,3416,0.0,-4.0745362639427185e-10,2932.3629302978516,,
1753088,318.56,59,29308,856,104.64,1208.139404296875,0.00025,0.24278509616851807,0.0,0.2,-2.515887061349531e-06,3420,0.0,4.598405212163925e-09,2899.4768676757812,,
1755136,312.48,59,29309,857,103.12,1647.7587890625,0.00025,0.23676520586013794,0.0,0.2,-3.707697160848511e-06,3424,0.0,-2.0372681319713593e-09,3036.6170654296875,,
1757184,312.48,59,29309,858,103.12,1620.74462890625,0.00025,0.25324004888534546,0.0,0.2,-4.479717645722303e-06,3428,0.0,1.8917489796876907e-09,2918.595428466797,,
1759232,307.68,60,29310,859,101.92,1469.721435546875,0.00025,0.24118375778198242,0.0,0.2,-5.2160657304511915e-06,3432,0.0,-9.487848728895187e-09,2935.8673248291016,,
1761280,306.08,60,29311,860,101.52,1133.987548828125,0.00025,0.25828278064727783,0.0,0.2,-9.020679243576524e-06,3436,0.0,1.6880221664905548e-09,2737.9878845214844,,
1763328,308.64,60,29311,861,102.16,1434.939697265625,0.00025,0.2518956661224365,0.0,0.2,-7.552127357257632e-06,3440,0.0,2.735760062932968e-09,2645.7706756591797,,
1765376,308.32,60,29312,862,102.08,1179.29345703125,0.00025,0.2649422883987427,0.0,0.2,-1.0473053521309339e-05,3444,0.0,3.055902197957039e-09,2812.7528381347656,,
1767424,308.96,60,29313,863,102.24,1373.290771484375,0.00025,0.26482683420181274,0.0,0.2,-6.250461325407741e-06,3448,0.0,-1.3329554349184036e-08,2684.898727416992,,
1769472,309.28,60,29314,864,102.32,1314.9439697265625,0.00025,0.27789533138275146,0.0,0.2,-4.938229182016585e-06,3452,0.0,-6.752088665962219e-09,2755.265121459961,,
1771520,312.48,60,29314,865,103.12,1090.0592041015625,0.00025,0.26813989877700806,0.0,0.2,-5.877146804778022e-06,3456,0.0,-1.2980308383703232e-08,2677.9398193359375,,
1773568,310.56,60,29315,866,102.64,1326.97705078125,0.00025,0.25379478931427,0.0,0.2,-5.874359970903242e-06,3460,0.0,-4.802132025361061e-10,2972.62646484375,,
1775616,314.08,60,29315,867,103.52,1784.469970703125,0.00025,0.2801925539970398,0.0,0.2,-5.4427187308192515e-06,3464,0.0,-4.71482053399086e-09,2977.449722290039,,
1777664,317.92,60,29316,868,104.48,1632.0072021484375,0.00025,0.2206488847732544,0.0,0.2,-2.503990572222392e-06,3468,0.0,-1.949956640601158e-09,2814.469741821289,,
1779712,318.56,60,29317,869,104.64,1467.9951171875,0.00025,0.22374147176742554,0.0,0.2,-2.41406198142613e-06,3472,0.0,-9.604264050722122e-10,3018.652053833008,,
1781760,317.28,60,29317,870,104.32,1267.5662841796875,0.00025,0.2508465647697449,0.0,0.2,-2.18265046214583e-06,3476,0.0,3.841705620288849e-09,2714.0843353271484,,
1783808,317.6,60,29318,871,104.4,1654.955322265625,0.00025,0.2171308994293213,0.0,0.2,-2.7337439689745224e-06,3480,0.0,-1.8044374883174896e-09,3078.89208984375,,
1785856,314.08,60,29319,872,103.52,1594.466552734375,0.00025,0.2646104097366333,0.0,0.2,-3.4512315068013777e-06,3484,0.0,3.2887328416109085e-09,3181.335693359375,,
1787904,310.56,60,29319,873,102.64,1525.500732421875,0.00025,0.2474457025527954,0.0,0.2,-2.854886531622469e-06,3488,0.0,-8.731149137020111e-11,2686.1410217285156,,
1789952,309.6,61,29320,874,102.4,1482.265625,0.00025,0.2238408327102661,0.0,0.2,-2.68489193899768e-06,3492,0.0,1.0186340659856796e-09,3109.9759063720703,,
1792000,306.72,61,29321,875,101.68,1547.77294921875,0.00025,0.2568626403808594,0.0,0.2,-2.3986778145967946e-06,3496,0.0,1.3387762010097504e-09,2966.3599853515625,,
1794048,310.24,61,29321,876,102.56,1618.890625,0.00025,0.2503998875617981,0.0,0.2,-3.468827372898886e-06,3500,0.0,-4.220055416226387e-09,3187.518310546875,,
1796096,310.88,61,29322,877,102.72,1161.0390625,0.00025,0.23107236623764038,0.0,0.2,-2.5077672560769315e-06,3504,0.0,-1.1641532182693481e-09,2630.673309326172,,
1798144,314.4,61,29323,878,103.6,1409.99560546875,0.00025,0.22554200887680054,0.0,0.2,-2.2621212778517474e-06,3508,0.0,1.2514647096395493e-09,2880.253890991211,,
1800000,,,,,,1932.16259765625,0.00025,0.22225266695022583,0.0,0.2,-5.283295195113169e-06,3512,0.0,-3.230525180697441e-09,3443.5475463867188,316.0,104.0
1800192,314.72,61,29325,879,103.68,,,,,,,,,,,,
1802240,316.32,61,29326,880,104.08,1293.1624755859375,0.00025,0.26547133922576904,0.0,0.2,-1.5445016821047375e-06,3516,0.0,6.111804395914078e-10,2582.748275756836,,
1804288,313.76,61,29326,881,103.44,1439.88623046875,0.00025,0.2154080867767334,0.0,0.2,-1.853625711589757e-06,3520,0.0,-1.3096723705530167e-10,3001.817886352539,,
1806336,314.08,61,29327,882,103.52,1625.0224609375,0.00025,0.23781132698059082,0.0,0.2,-1.7184391296609647e-06,3524,0.0,1.5425030142068863e-09,3341.322998046875,,
1808384,314.08,61,29328,883,103.52,1589.239990234375,0.00025,0.26642298698425293,0.0,0.2,-1.3959688516251845e-06,3528,0.0,3.1723175197839737e-09,2979.8055725097656,,
1810432,315.04,61,29328,884,103.76,1671.8818359375,0.00025,0.23856157064437866,0.0,0.2,-1.922472954163368e-06,3532,0.0,2.270098775625229e-09,3017.452423095703,,
1812480,313.44,61,29329,885,103.36,1504.792724609375,0.00025,0.24165397882461548,0.0,0.2,-2.3691988602081437e-06,3536,0.0,1.6880221664905548e-09,2864.670700073242,,
1814528,317.92,61,29329,886,104.48,1502.534912109375,0.00025,0.23048698902130127,0.0,0.2,-2.717003894758818e-06,3540,0.0,-1.1059455573558807e-09,2952.418701171875,,
1816576,315.68,61,29330,887,103.92,1484.83349609375,0.00025,0.2242676019668579,0.0,0.2,-1.8540017947543674e-06,3544,0.0,5.238689482212067e-10,3044.8490142822266,,
1818624,315.36,62,29331,888,103.84,1560.3538818359375,0.00025,0.2896042466163635,0.0,0.2,-4.669118126798821e-06,3548,0.0,4.773028194904327e-09,2931.984634399414,,
1820672,312.16,62,29331,889,103.04,1345.732177734375,0.00025,0.22888797521591187,0.0,0.2,-3.1867916590044842e-06,3552,0.0,5.238689482212067e-10,2662.22314453125,,
1822720,309.28,62,29332,890,102.32,1417.8836669921875,0.00025,0.26633334159851074,0.0,0.2,-4.082098399749157e-06,3556,0.0,-2.0081643015146255e-09,2961.204116821289,,
1824768,308.32,62,29333,891,102.08,1314.61572265625,0.00025,0.26616108417510986,0.0,0.2,-6.269511516165949e-06,3560,0.0,-3.841705620288849e-09,2927.157257080078,,
