time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/clip_range,train/entropy_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
743424,316.96,57,13038,363,104.24,1264.908935546875,0.00025,0.2866652011871338,0.0008544921875,0.2,-0.01129974634386599,1448,0.00051321695,2.5471847038716078e-05,2904.2820739746094,,
745472,315.36,57,13039,364,103.84,1459.25341796875,0.00025,0.25646722316741943,0.0,0.2,-0.005269159111776389,1452,1.8553692e-07,-9.464507456868887e-06,2669.6856079101562,,
747520,313.12,57,13040,365,103.28,1179.4007568359375,0.00025,0.22143256664276123,0.0,0.2,-0.004199540097033605,1456,1.5279511e-08,-2.1880841813981533e-06,2481.702766418457,,
749568,317.6,57,13040,366,104.4,1467.698974609375,0.00025,0.21585577726364136,0.0010986328125,0.2,-0.0050652293575694785,1460,0.00031769671,-6.411276990547776e-05,3007.3515625,,
750000,,,,,,1459.111083984375,0.00025,0.24016135931015015,0.0,0.2,-0.004619711035047658,1464,2.150773e-08,-6.707734428346157e-06,3462.799102783203,325.6,106.4
751616,316.64,57,13043,367,104.16,,,,,,,,,,,,
753664,317.28,57,13044,368,104.32,1673.911865234375,0.00025,0.23637521266937256,0.0,0.2,-0.003340458802995272,1468,3.783498e-09,6.725604180246592e-07,3020.725540161133,,
755712,317.6,57,13045,369,104.4,1341.9576416015625,0.00025,0.22089284658432007,0.0,0.2,-0.0029528267041314393,1472,-2.910383e-10,-7.459020707756281e-07,2839.2731018066406,,
757760,317.92,58,13045,370,104.48,1746.2803955078125,0.00025,0.25475388765335083,0.0,0.2,-0.005979788256809115,1476,8.626375e-08,-9.839597623795271e-06,3417.1549530029297,,
759808,317.92,58,13046,371,104.48,1565.8782958984375,0.00025,0.2692530155181885,0.000244140625,0.2,-0.006461674784077331,1480,1.532113e-06,4.81096503790468e-05,3038.9148712158203,,
761856,319.2,58,13046,372,104.8,1452.3602294921875,0.00025,0.24223780632019043,0.00048828125,0.2,-0.00417077612655703,1484,1.47874525e-05,-2.6097099180333316e-05,2604.3368377685547,,
763904,317.28,58,13047,373,104.32,1389.2913818359375,0.00025,0.22422575950622559,0.0001220703125,0.2,-0.003950627593440004,1488,6.9109956e-07,-2.1068990463390946e-05,2969.4117279052734,,
765952,316.96,58,13048,374,104.24,1495.18359375,0.00025,0.23941749334335327,0.0003662109375,0.2,-0.0053322605235734954,1492,4.162526e-05,2.7249130653217435e-05,2984.0267639160156,,
768000,315.04,58,13048,375,103.76,1352.759033203125,0.00025,0.22159230709075928,0.0003662109375,0.2,-0.004440976437763311,1496,3.747194e-05,-0.00019567101844586432,2834.656723022461,,
770048,316.64,59,13049,376,104.16,1616.0831298828125,0.00025,0.23067355155944824,0.000732421875,0.2,-0.002332479569304269,1500,0.0003853713,-6.214797031134367e-05,3248.8028106689453,,
772096,313.44,59,13050,377,103.36,1488.0147705078125,0.00025,0.22293543815612793,0.000244140625,0.2,-0.002044580993242562,1504,1.2872624e-07,5.794130265712738e-05,2865.720687866211,,
774144,316.96,59,13051,378,104.24,1384.9376220703125,0.00025,0.20915299654006958,0.0003662109375,0.2,-0.004996039380785078,1508,0.00029877684,-1.2592412531375885e-05,2959.4400787353516,,
776192,316.32,59,13051,379,104.08,1575.5318603515625,0.00025,0.23908346891403198,0.000732421875,0.2,-0.0082252796710236,1512,5.7677506e-05,0.00032764302159193903,3273.1236877441406,,
778240,316.0,59,13052,380,104.0,1273.547119140625,0.00025,0.244681715965271,0.0,0.2,-0.0024443201400572434,1516,1.9441359e-08,-1.204607542604208e-06,2755.4742279052734,,
780288,312.8,59,13052,381,103.2,1686.503662109375,0.00025,0.261846661567688,0.000732421875,0.2,-0.002790938444377389,1520,0.00021112277,-9.434780804440379e-05,3226.817123413086,,
782336,312.16,59,13053,382,103.04,1188.9312744140625,0.00025,0.2698180079460144,0.0006103515625,0.2,-0.005232565206824802,1524,0.00042381723,-3.7149060517549515e-05,2582.8834075927734,,
784384,309.28,60,13054,383,102.32,1339.7191162109375,0.00025,0.27949923276901245,0.0,0.2,-0.009390400053234771,1528,4.7363574e-07,-8.381262887269258e-06,3030.3585052490234,,
786432,310.56,60,13054,384,102.64,1044.9610595703125,0.00025,0.2706102132797241,0.0018310546875,0.2,-0.012103083834517747,1532,9.186461e-05,-0.0003560360346455127,2473.218292236328,,
788480,313.44,60,13055,385,103.36,1568.5279541015625,0.00025,0.24432045221328735,0.0010986328125,0.2,-0.006541014328831807,1536,0.000499235,-9.328605665359646e-05,2999.7154846191406,,
790528,313.76,60,13056,386,103.44,1766.5072021484375,0.00025,0.24258506298065186,0.0003662109375,0.2,-0.004664749125367962,1540,3.2034033e-05,-7.357227150350809e-05,3288.991683959961,,
792576,315.68,60,13056,387,103.92,1175.9261474609375,0.00025,0.2520381808280945,0.0,0.2,-0.005944136559264734,1544,3.3760443e-09,9.68982931226492e-07,2749.1163635253906,,
794624,316.64,60,13057,388,104.16,1275.393798828125,0.00025,0.22142785787582397,0.0,0.2,-0.005306402948917821,1548,0.0,-5.467154551297426e-07,2780.489959716797,,
796672,315.04,61,13058,389,103.76,1522.427490234375,0.00025,0.21313393115997314,0.000244140625,0.2,-0.00492494429636281,1552,1.3504177e-08,1.8957682186737657e-05,2795.282241821289,,
798720,314.4,61,13058,390,103.6,1795.1529541015625,0.00025,0.20690739154815674,0.00048828125,0.2,-0.01173908292548731,1556,0.0005754707,-5.788408452644944e-05,3492.207489013672,,
800768,315.68,61,13059,391,103.92,1626.378173828125,0.00025,0.2570739984512329,0.003173828125,0.2,-0.025041605927981436,1560,0.0009481049,0.0010803764162119478,3149.026580810547,,
802816,316.64,61,13059,392,104.16,1577.9378662109375,0.00025,0.22072112560272217,0.0015869140625,0.2,-0.0380193239543587,1564,0.005237286,4.731348599307239e-05,2848.2178802490234,,
804864,314.4,61,13060,393,103.6,1511.3106689453125,0.00025,0.19567865133285522,0.006591796875,0.2,-0.05537677486427128,1568,0.0034836344,0.000945295934798196,2838.955062866211,,
806912,315.68,61,13061,394,103.92,1389.58251953125,0.00025,0.23873889446258545,0.0018310546875,0.2,-0.030786391347646713,1572,0.0003603224,-1.2327742297202349e-05,3384.6773529052734,,
808960,315.04,61,13061,395,103.76,1337.3990478515625,0.00025,0.2568405866622925,0.005126953125,0.2,-0.02304052608087659,1576,0.0012137473,-0.00045937119284644723,2989.397720336914,,
811008,313.12,62,13062,396,103.28,1425.14892578125,0.00025,0.24024730920791626,0.003173828125,0.2,-0.035163668217137456,1580,0.0016823704,0.00032297513098455966,2980.1065368652344,,
813056,316.96,62,13062,397,104.24,1559.6119384765625,0.00025,0.2157774567604065,0.0008544921875,0.2,-0.021690977970138192,1584,0.00033257037,4.2973842937499285e-05,2868.0557861328125,,
815104,316.96,62,13063,398,104.24,1314.9793701171875,0.00025,0.2144554853439331,0.0035400390625,0.2,-0.020767003879882395,1588,0.0014999927,0.0002112657530233264,3033.789566040039,,
817152,317.6,62,13064,399,104.4,1587.4222412109375,0.00025,0.2497262954711914,0.0006103515625,0.2,-0.006612277124077082,1592,0.0010231179,0.00013662493438459933,3224.5931091308594,,
819200,320.16,62,13064,400,105.04,1362.1669921875,0.00025,0.2427431344985962,0.0,0.2,-0.0009342138910142239,1596,0.0,-9.486684575676918e-07,2905.6825256347656,,
821248,318.56,62,13065,401,104.64,1630.3486328125,0.00025,0.23824697732925415,0.0,0.2,-0.0008006233765627258,1600,6.315531e-09,1.8917489796876907e-09,3021.3480224609375,,
823296,313.12,63,13066,402,103.28,1626.464111328125,0.00025,0.2604161500930786,0.0003662109375,0.2,-0.0009724010342324618,1604,3.5130914e-05,-1.091428566724062e-05,2856.116668701172,,
825344,320.16,63,13066,403,105.04,1266.177490234375,0.00025,0.23599308729171753,0.0,0.2,-0.0005359361530281603,1608,-2.6193447e-10,-7.383932825177908e-07,2634.2777252197266,,
827392,318.88,63,13067,404,104.72,1176.938232421875,0.00025,0.21160989999771118,0.0,0.2,-0.0006348735714709619,1612,1.481385e-08,-2.3195752874016762e-08,2853.075408935547,,
829440,316.32,63,13068,405,104.08,1496.173095703125,0.00025,0.22695225477218628,0.0,0.2,-0.00060577104704862,1616,1.6298145e-09,3.300374373793602e-08,2816.524688720703,,
831488,317.92,63,13068,406,104.48,1510.938232421875,0.00025,0.24110877513885498,0.0,0.2,-0.000409733947890345,1620,7.1013346e-09,-8.731149137020111e-09,3079.8562774658203,,
833536,316.32,63,13069,407,104.08,1415.803955078125,0.00025,0.26048195362091064,0.0,0.2,-0.00045736408719676547,1624,0.0,2.2992026060819626e-09,2834.908645629883,,
835584,311.84,63,13069,408,102.96,1390.90283203125,0.00025,0.24162423610687256,0.0,0.2,-0.0003662020699266577,1628,0.0,3.1694071367383e-08,2708.997787475586,,
837632,310.24,64,13070,409,102.56,1463.83154296875,0.00025,0.23868083953857422,0.0,0.2,-0.0005199563038331689,1632,6.373739e-09,-1.1056545190513134e-07,3100.5111236572266,,
839680,312.8,64,13071,410,103.2,1453.5311279296875,0.00025,0.25034481287002563,0.0,0.2,-0.0006124058563727885,1636,7.82893e-09,-3.0253431759774685e-07,2977.681854248047,,
841728,312.16,64,13071,411,103.04,1414.39892578125,0.00025,0.2744430899620056,0.0,0.2,-0.0004625405308615882,1640,-1.4551915e-10,-1.823646016418934e-07,2696.6737060546875,,
843776,314.08,64,13072,412,103.52,1478.82421875,0.00025,0.24387240409851074,0.0,0.2,-0.0006202251752256416,1644,4.0454324e-09,-3.66999302059412e-08,2858.5463256835938,,
845824,316.32,64,13072,413,104.08,1508.85791015625,0.00025,0.2502116560935974,0.0,0.2,-0.0008815189285087399,1648,1.3969839e-09,7.983180694282055e-08,2761.771926879883,,
847872,315.04,64,13073,414,103.76,1373.8609619140625,0.00025,0.25146913528442383,0.0,0.2,-0.0005625251760648098,1652,1.9499566e-09,4.124012775719166e-08,2804.9956665039062,,
849920,314.08,65,13074,415,103.52,1285.900390625,0.00025,0.2720493674278259,0.0,0.2,-0.0008868604982126271,1656,-3.1141099e-09,-1.8975697457790375e-07,2939.746368408203,,
851968,315.68,65,13074,416,103.92,1406.5478515625,0.00025,0.2436542510986328,0.0,0.2,-0.0009733950300869765,1660,3.4924597e-09,1.7869751900434494e-08,2696.6395111083984,,
854016,315.36,65,13075,417,103.84,1269.63818359375,0.00025,0.25576066970825195,0.00048828125,0.2,-0.0009753144913702272,1664,1.5293626e-05,-9.45397187024355e-06,2698.1897735595703,,
856064,309.6,65,13076,418,102.4,1134.79736328125,0.00025,0.24397528171539307,0.0,0.2,-0.0003310018610136467,1668,-1.4551915e-10,-2.6694033294916153e-07,2679.7390747070312,,
858112,310.88,65,13076,419,102.72,1415.5390625,0.00025,0.24297326803207397,0.0,0.2,-0.00037892726322752424,1672,1.6676495e-08,-7.951166480779648e-08,3141.245391845703,,
860160,312.48,65,13077,420,103.12,1347.062255859375,0.00025,0.26557886600494385,0.0,0.2,-0.0004615548696165206,1676,1.6676495e-08,3.559398464858532e-08,2948.1041564941406,,
862208,311.2,65,13078,421,102.8,1308.00048828125,0.00025,0.2206404209136963,0.0003662109375,0.2,-0.0004218466146994615,1680,1.9087602e-05,5.9605896240100265e-05,2632.4366607666016,,
864256,309.28,66,13078,422,102.32,1616.4306640625,0.00025,0.2158815860748291,0.0,0.2,-0.00040545697265770286,1684,2.3341272e-08,-1.0151416063308716e-07,3139.6564331054688,,
866304,311.84,66,13079,423,102.96,1976.302490234375,0.00025,0.2509462237358093,0.0,0.2,-0.00040911325595516246,1688,8.236384e-09,-4.722387529909611e-07,3352.7066192626953,,
868352,309.92,66,13080,424,102.48,1481.5411376953125,0.00025,0.23448258638381958,0.0,0.2,-0.0002828717824741034,1692,3.958121e-09,-4.479079507291317e-08,3083.937713623047,,
870400,304.48,55,15815,425,101.12,1441.4727783203125,0.00025,0.23539459705352783,0.0,0.2,-0.0004394636252982309,1696,8.731149e-09,-2.4339533410966396e-07,3096.434051513672,,
872448,305.76,55,15816,426,101.44,1618.3509521484375,0.00025,0.25673699378967285,0.0,0.2,-0.0005727679999836255,1700,9.022187e-09,-2.74099875241518e-07,3143.697708129883,,
874496,307.68,55,15817,427,101.92,1446.62890625,0.00025,0.2572503685951233,0.0,0.2,-0.0006718670774716884,1704,2.150773e-08,3.128661774098873e-08,3077.2484283447266,,
876544,309.28,55,15817,428,102.32,1352.555419921875,0.00025,0.2390967607498169,0.0,0.2,-0.00048188120126724243,1708,1.5250407e-08,6.073969416320324e-08,2921.8282165527344,,
878592,316.32,55,15818,429,104.08,1397.7669677734375,0.00025,0.22370803356170654,0.0,0.2,-0.00045370927546173334,1712,0.0,-1.6798730939626694e-07,2846.966537475586,,
880640,319.84,55,15819,430,104.96,1543.989990234375,0.00025,0.22315776348114014,0.0,0.2,-0.000570572048673057,1716,1.7433194e-08,-1.1641532182693481e-10,3119.304397583008,,
882688,319.52,55,15820,431,104.88,1425.724365234375,0.00025,0.25454723834991455,0.0,0.2,-0.0007255806012835819,1720,8.469215e-09,-2.586602931842208e-07,3109.846939086914,,
884736,320.48,55,15821,432,105.12,1521.835205078125,0.00025,0.27018654346466064,0.0,0.2,-0.0010537670241319574,1724,1.754961e-08,1.3352837413549423e-07,2793.329132080078,,
886784,320.48,56,15821,433,105.12,1372.1820068359375,0.00025,0.2341156005859375,0.0,0.2,-0.0009417124892934225,1728,2.910383e-11,-5.812034942209721e-07,2498.1368255615234,,
888832,316.0,56,15822,434,104.0,1615.07177734375,0.00025,0.21898430585861206,0.0,0.2,-0.0006704614752379712,1732,7.246854e-09,7.127528078854084e-08,2940.669631958008,,
890880,314.72,56,15823,435,103.68,1520.175048828125,0.00025,0.24526190757751465,0.0,0.2,-0.0006809046026319265,1736,2.287561e-08,-3.1446688808500767e-07,3156.1763305664062,,
892928,312.8,56,15824,436,103.2,1662.2490234375,0.00025,0.2700437307357788,0.0,0.2,-0.0008227677863033023,1740,1.1146767e-08,-2.2118911147117615e-07,3108.0447998046875,,
894976,313.12,56,15825,437,103.28,1328.317138671875,0.00025,0.22773778438568115,0.0,0.2,-0.0009066363309102599,1744,1.679291e-08,-1.8865102902054787e-07,2618.8798828125,,
897024,310.24,56,15826,438,102.56,1562.202392578125,0.00025,0.23945271968841553,0.0,0.2,-0.0009187296018353663,1748,1.4348188e-08,-2.779706846922636e-07,3150.056884765625,,
899072,313.12,56,15826,439,103.28,1432.947998046875,0.00025,0.24082398414611816,0.0,0.2,-0.0008117585421132389,1752,-3.3178367e-09,4.025059752166271e-08,3035.487014770508,,
900000,,,,,,1370.3046875,0.00025,0.2624666094779968,0.00048828125,0.2,-0.0011871925162267871,1756,3.248258e-05,-8.951302152127028e-05,2941.128387451172,328.8,107.2
901120,313.12,56,15830,440,103.28,,,,,,,,,,,,
903168,313.76,57,15830,441,103.44,1357.75146484375,0.00025,0.2454717755317688,0.0,0.2,-0.0011188286989636254,1760,1.5395926e-08,6.525078788399696e-08,2759.646011352539,,
905216,312.48,57,15831,442,103.12,1133.89306640625,0.00025,0.23477518558502197,0.000244140625,0.2,-0.001024678858811967,1764,6.7675137e-06,7.655026274733245e-05,2628.099853515625,,
907264,313.44,57,15832,443,103.36,1772.705810546875,0.00025,0.2631477117538452,0.0,0.2,-0.0017454088483646046,1768,2.0721927e-08,-7.678463589400053e-07,3352.5723724365234,,
909312,311.2,57,15833,444,102.8,1637.273681640625,0.00025,0.3011099696159363,0.0,0.2,-0.0018236912583233789,1772,1.3242243e-08,2.046697773039341e-06,3033.2330474853516,,
911360,310.24,57,15833,445,102.56,1405.5699462890625,0.00025,0.24475747346878052,0.0003662109375,0.2,-0.0017678862495813519,1776,3.8150087e-05,-4.597676161210984e-05,2710.004119873047,,
913408,313.12,57,15834,446,103.28,1319.497802734375,0.00025,0.22584158182144165,0.000732421875,0.2,-0.0014529667314491235,1780,0.00020044815,2.8645474230870605e-05,2425.7834548950195,,
915456,313.12,57,15835,447,103.28,1755.0711669921875,0.00025,0.2210034728050232,0.0,0.2,-0.0008803438795439433,1784,2.764864e-09,-1.5974510461091995e-06,3390.9055938720703,,
917504,312.16,57,15836,448,103.04,1502.5179443359375,0.00025,0.2668260335922241,0.0,0.2,-0.0007592429265059764,1788,1.1787051e-08,-9.259965736418962e-07,3287.6829223632812,,
919552,315.68,58,15836,449,103.92,1389.025390625,0.00025,0.2297256588935852,0.0,0.2,-0.0007552913120889571,1792,1.6210834e-08,1.2535019777715206e-07,2892.696731567383,,
921600,313.76,58,15837,450,103.44,1233.08544921875,0.00025,0.21949535608291626,0.0,0.2,-0.0006451975204981863,1796,-5.820766e-11,-2.306478563696146e-07,2797.6253509521484,,
923648,312.48,58,15838,451,103.12,1664.89208984375,0.00025,0.2637401223182678,0.00048828125,0.2,-0.001212170365761267,1800,3.7211692e-05,-2.4371634935960174e-05,3465.32080078125,,
925696,315.04,58,15839,452,103.76,1398.1094970703125,0.00025,0.2820408344268799,0.0,0.2,-0.0011075282054662239,1804,1.3271347e-08,-1.3390672393143177e-06,3018.456039428711,,
927744,316.0,58,15839,453,104.0,1455.714599609375,0.00025,0.26097041368484497,0.0,0.2,-0.0013261430940474384,1808,1.0652002e-08,6.642949301749468e-09,2968.585403442383,,
929792,314.4,54,16909,454,103.6,1273.4825439453125,0.00025,0.2508220076560974,0.0,0.2,-0.0014005859557073563,1812,-1.3096724e-09,-3.002642188221216e-07,2801.722640991211,,
931840,318.24,55,16910,455,104.56,1435.05712890625,0.00025,0.23268979787826538,0.0,0.2,-0.0014186036642058752,1816,7.450581e-09,-1.8431455828249454e-07,2726.8514251708984,,
933888,321.12,55,16943,456,105.28,1386.993408203125,0.00025,0.247744619846344,0.0,0.2,-0.001841880141000729,1820,1.3562385e-08,-1.0948861017823219e-07,2995.0740661621094,,
935936,322.08,55,16944,457,105.52,1378.583740234375,0.00025,0.2239135503768921,0.0001220703125,0.2,-0.0017455994748161174,1824,3.2655662e-06,2.2978550987318158e-05,2840.0943145751953,,
937984,325.6,55,16945,458,106.4,1600.8583984375,0.00025,0.23124057054519653,0.0,0.2,-0.002988208274473436,1828,3.8271537e-08,-5.459296517074108e-07,3067.1320190429688,,
940032,322.08,55,16946,459,105.52,1199.2154541015625,0.00025,0.23848885297775269,0.0003662109375,0.2,-0.004755745321745053,1832,4.8689428e-05,2.5953486328944564e-05,2581.1588592529297,,
942080,320.16,55,16946,460,105.04,1375.055419921875,0.00025,0.21964287757873535,0.0018310546875,0.2,-0.004552141312160529,1836,0.0004011312,5.7405748520977795e-05,2742.9578857421875,,
944128,318.56,55,16947,461,104.64,1430.17333984375,0.00025,0.24586999416351318,0.0,0.2,-0.004744420846691355,1840,2.3923349e-08,-1.1305470252409577e-05,2915.740768432617,,
946176,320.8,55,16948,462,105.2,1625.7318115234375,0.00025,0.25527334213256836,0.0003662109375,0.2,-0.0041761292377486825,1844,3.9011356e-06,1.974578481167555e-06,3177.73583984375,,
948224,320.8,55,16949,463,105.2,1703.076904296875,0.00025,0.2214924693107605,0.000244140625,0.2,-0.0039960481226444244,1848,1.9010215e-05,-1.6923877410590649e-06,3119.2530822753906,,
950272,320.48,56,16949,464,105.12,1385.2890625,0.00025,0.23431581258773804,0.0,0.2,-0.0030816072394372895,1852,1.02154445e-08,1.1143856681883335e-07,2831.94482421875,,
952320,319.84,56,16950,465,104.96,1287.772216796875,0.00025,0.21996647119522095,0.0003662109375,0.2,-0.008251688384916633,1856,0.0007394338,-5.137667176313698e-05,2949.3804779052734,,
954368,320.48,56,16951,466,105.12,1836.9415283203125,0.00025,0.21269994974136353,0.0015869140625,0.2,-0.006146975749288686,1860,0.0027574422,0.00020643314928747714,3726.485137939453,,
956416,318.56,56,16951,467,104.64,1489.4915771484375,0.00025,0.25235098600387573,0.0,0.2,-0.002897901300457306,1864,3.5905105e-06,-9.578070603311062e-07,3078.542251586914,,
958464,311.84,56,16952,468,102.96,1388.5262451171875,0.00025,0.22909778356552124,0.0,0.2,-0.0028033393173245713,1868,2.2002496e-08,1.442967914044857e-07,2824.946533203125,,
960512,311.84,56,16953,469,102.96,1561.567138671875,0.00025,0.21675699949264526,0.0,0.2,-0.004217563109705225,1872,2.3981556e-08,-1.2017262633889914e-06,2951.896957397461,,
962560,315.68,56,16954,470,103.92,1794.7650146484375,0.00025,0.2439451813697815,0.0,0.2,-0.004593860969180241,1876,7.1013346e-09,-1.4536490198224783e-06,3231.7977905273438,,
964608,316.64,56,16954,471,104.16,1387.087646484375,0.00025,0.2666453719139099,0.0010986328125,0.2,-0.008513029548339546,1880,4.5660097e-05,-0.00018805786385200918,3110.8668365478516,,
966656,312.48,57,16955,472,103.12,1555.698486328125,0.00025,0.24205166101455688,0.0009765625,0.2,-0.008007867450942285,1884,0.00074943673,-3.522474435158074e-05,2596.5997009277344,,
968704,315.68,57,16956,473,103.92,1324.168701171875,0.00025,0.21749210357666016,0.0,0.2,-0.00046956672667874955,1888,1.0186341e-08,1.5192199498414993e-08,2690.3164825439453,,
970752,313.76,57,16956,474,103.44,2026.3548583984375,0.00025,0.24159735441207886,0.0,0.2,-0.0002376185157118016,1892,-9.080395e-09,-2.4409382604062557e-07,3582.68896484375,,
972800,311.2,57,16957,475,102.8,1249.5660400390625,0.00025,0.27492988109588623,0.0,0.2,-0.00024217903228418436,1896,1.02154445e-08,-9.225914254784584e-09,2681.165298461914,,
974848,310.56,57,16958,476,102.64,1351.638916015625,0.00025,0.23992329835891724,0.0,0.2,-0.000287296948954463,1900,-1.1496013e-08,-3.725290298461914e-09,2787.5852661132812,,
976896,310.24,57,16959,477,102.56,1234.0875244140625,0.00025,0.241549551486969,0.0,0.2,-0.00019542317477316828,1904,0.0,-1.4538818504661322e-07,2537.049270629883,,
978944,309.6,57,16959,478,102.4,1618.690185546875,0.00025,0.25554370880126953,0.0,0.2,-0.00039798008947400376,1908,2.7561327e-08,-7.510825525969267e-07,3365.0262908935547,,
980992,309.92,57,16960,479,102.48,1270.2880859375,0.00025,0.3063732981681824,0.0,0.2,-0.0004136578609177377,1912,7.770723e-09,7.2177499532699585e-09,2873.610382080078,,
983040,310.24,57,16961,480,102.56,1196.4283447265625,0.00025,0.25126999616622925,0.0,0.2,-0.00040036414975475054,1916,-8.1490725e-10,-2.0630250219255686e-07,2629.504196166992,,
985088,309.92,58,16961,481,102.48,1469.7353515625,0.00025,0.23428350687026978,0.0,0.2,-0.0002472465284881764,1920,-2.910383e-11,-2.2890162654221058e-07,2658.1851806640625,,
987136,312.16,58,16962,482,103.04,1485.114990234375,0.00025,0.2363331913948059,0.0,0.2,-0.00023991446596483001,1924,1.9790605e-09,-4.132743924856186e-09,2907.2880096435547,,
989184,314.4,58,16963,483,103.6,1239.0601806640625,0.00025,0.20401304960250854,0.0,0.2,-0.00012023124872939661,1928,0.0,-5.2677933126688e-09,2897.1283569335938,,
991232,315.36,58,16964,484,103.84,1411.369140625,0.00025,0.23528391122817993,0.0,0.2,-0.00014523373192787403,1932,7.043127e-09,-7.759081199765205e-08,3197.554901123047,,
993280,316.96,58,16964,485,104.24,1487.380859375,0.00025,0.2220134735107422,0.0,0.2,-0.00015340200343416655,1936,-8.731149e-11,2.7561327442526817e-08,3005.2378692626953,,
995328,318.56,58,16965,486,104.64,1796.518310546875,0.00025,0.255607008934021,0.0,0.2,-0.0002486006042090594,1940,1.1670636e-08,-1.230509951710701e-07,3203.9916076660156,,
997376,316.32,58,16966,487,104.08,1548.2237548828125,0.00025,0.21288341283798218,0.0,0.2,-0.00012629113098228117,1944,0.0,-2.191518433392048e-08,2735.856002807617,,
999424,311.84,58,16966,488,102.96,1674.108154296875,0.00025,0.21357929706573486,0.0,0.2,-0.0002181180207116995,1948,2.3370376e-08,-9.99134499579668e-08,3169.3038482666016,,
1001472,311.52,59,16967,489,102.88,1430.522216796875,0.00025,0.26764625310897827,0.0,0.2,-0.00035831999593938235,1952,1.5337719e-08,-3.1982199288904667e-07,3089.151382446289,,
1003520,310.88,59,16968,490,102.72,1267.7379150390625,0.00025,0.2548341751098633,0.0,0.2,-0.0003024435891347821,1956,5.9080776e-09,1.1117663234472275e-08,2851.3477478027344,,
1005568,310.24,59,16969,491,102.56,1161.929931640625,0.00025,0.21573221683502197,0.0,0.2,-0.00039025343721732497,1960,-9.604264e-10,-4.3620821088552475e-07,2496.2046966552734,,
1007616,311.84,59,16969,492,102.96,1438.55810546875,0.00025,0.2144109606742859,0.0,0.2,-0.00033377633280906593,1964,5.820766e-11,1.0678195394575596e-07,2970.793426513672,,
1009664,314.08,59,16970,493,103.52,1379.0738525390625,0.00025,0.24123656749725342,0.0,0.2,-0.00030234968744480284,1968,-8.993084e-09,-1.632142812013626e-07,2990.8658294677734,,
1011712,311.84,59,16971,494,102.96,1561.8861083984375,0.00025,0.2446407675743103,0.0,0.2,-0.0002952283375634579,1972,0.0,1.9907020032405853e-08,2734.686737060547,,
1013760,309.92,59,16972,495,102.48,1572.0330810546875,0.00025,0.23193544149398804,0.0,0.2,-0.0003600901418394642,1976,8.760253e-09,-1.2134842108935118e-07,2991.8462524414062,,
1015808,312.8,59,16972,496,103.2,1134.1510009765625,0.00025,0.25365012884140015,0.0,0.2,-0.0004439833246578928,1980,-8.1490725e-10,-6.05359673500061e-09,2687.3280029296875,,
1017856,314.08,59,16973,497,103.52,1644.3060302734375,0.00025,0.2406015396118164,0.0,0.2,-0.00042122126069443766,1984,2.2118911e-09,1.3387762010097504e-08,2954.504180908203,,
1019904,316.64,60,16974,498,104.16,1678.7431640625,0.00025,0.2520638704299927,0.0,0.2,-0.00021466907401190838,1988,0.0,-9.001814760267735e-08,2629.211868286133,,
1021952,315.36,60,16974,499,103.84,1473.79638671875,0.00025,0.2295929193496704,0.0,0.2,-0.00021394083705672529,1992,-5.820766e-11,4.831235855817795e-09,2929.032516479492,,
1024000,316.96,60,16975,500,104.24,2141.055908203125,0.00025,0.2710123658180237,0.0,0.2,-0.00024304397447849624,1996,-8.1490725e-10,-6.76955096423626e-08,3115.363327026367,,
1026048,314.08,60,16975,501,103.52,1881.830810546875,0.00025,0.24910420179367065,0.0,0.2,-0.000322217198117869,2000,3.3702236e-08,-6.449408829212189e-08,3109.3612213134766,,
1028096,309.92,60,16976,502,102.48,1484.263916015625,0.00025,0.2502467632293701,0.0,0.2,-0.00030179570967447944,2004,0.0,1.3882527127861977e-08,2643.670654296875,,
1030144,308.32,60,16977,503,102.08,1420.45166015625,0.00025,0.23335832357406616,0.0,0.2,-0.0002832023719747667,2008,2.2671884e-08,-1.7171259969472885e-08,2918.0719299316406,,
1032192,308.64,60,16977,504,102.16,1446.4613037109375,0.00025,0.2499403953552246,0.0,0.2,-0.00024810119793983176,2012,0.0,1.3329554349184036e-08,2815.624465942383,,
1034240,310.24,60,16978,505,102.56,1761.803955078125,0.00025,0.275129497051239,0.0,0.2,-0.0003664872283479781,2016,1.2340024e-08,-3.544846549630165e-07,3291.6490936279297,,
1036288,309.6,61,16979,506,102.4,1266.7144775390625,0.00025,0.24099063873291016,0.0,0.2,-0.00028983151332795387,2020,2.1245796e-09,-2.6021734811365604e-07,2709.3623809814453,,
1038336,310.24,61,16979,507,102.56,1462.268798828125,0.00025,0.23723524808883667,0.0,0.2,-0.00034061029691656586,2024,0.0,-3.8475263863801956e-08,2787.300735473633,,
1040384,309.28,61,16980,508,102.32,1398.7513427734375,0.00025,0.24176782369613647,0.0,0.2,-0.0003021176999027375,2028,4.2200554e-09,-6.170012056827545e-09,2984.7976684570312,,
1042432,311.84,54,19210,509,102.96,1410.1234130859375,0.00025,0.22837239503860474,0.0,0.2,-0.00034848007089749444,2032,2.2700988e-09,-6.440677680075169e-08,3000.798782348633,,
