time/episodes,time/fps,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/n_updates,train/loss
1304,722,284036,392,0.71880436,938.66,-20.6,,,0.0001,46008,0.011225415393710136
1308,722,285047,394,0.71780347,943.76,-20.59,,,0.0001,46261,0.010799244046211243
1312,722,286018,395,0.7168421800000001,944.89,-20.56,,,0.0001,46504,0.009703472256660461
1316,722,286922,397,0.7159472199999999,947.9,-20.56,,,0.0001,46730,0.012883523479104042
1320,721,287894,398,0.7149849399999999,947.48,-20.6,,,0.0001,46973,0.01306973211467266
1324,721,288790,400,0.7140978999999998,945.15,-20.6,,,0.0001,47197,0.008756741881370544
1328,721,289696,401,0.71320096,946.34,-20.59,,,0.0001,47423,0.018056344240903854
1332,720,290666,403,0.7122406600000002,947.04,-20.62,,,0.0001,47666,0.008838479407131672
1336,720,291569,404,0.7113466900000001,947.02,-20.62,,,0.0001,47892,0.023185599595308304
1340,720,292505,406,0.71042005,948.77,-20.6,,,0.0001,48126,0.028980007395148277
1344,719,293404,407,0.70953004,948.84,-20.59,,,0.0001,48350,0.009380984120070934
1348,719,294432,409,0.70851232,951.44,-20.59,,,0.0001,48607,0.02161591872572899
1352,719,295358,410,0.70759558,951.7,-20.6,,,0.0001,48839,0.00560085428878665
1356,718,296249,412,0.70671349,950.14,-20.63,,,0.0001,49062,0.0040312232449650764
1360,718,297108,413,0.7058630800000001,948.64,-20.64,,,0.0001,49276,0.012841681018471718
1364,718,297991,414,0.70498891,946.97,-20.63,,,0.0001,49497,0.008311421610414982
1368,717,298885,416,0.7041038499999999,945.01,-20.61,,,0.0001,49721,0.007051203865557909
1372,717,299691,417,0.7033059100000001,940.01,-20.63,,,0.0001,49922,0.02359061688184738
,,300000,,0.7030009899999998,,,1027.15,-20.6,0.0001,49999,0.004749996587634087
1376,706,300753,425,0.7022545299999999,948.18,-20.57,,,0.0001,50188,0.005946019664406776
1380,706,301686,427,0.7013308599999999,948.49,-20.58,,,0.0001,50421,0.005751914344727993
1384,705,302648,428,0.7003784799999999,951.08,-20.54,,,0.0001,50661,0.0079294852912426
1388,705,303611,430,0.69942511,951.99,-20.53,,,0.0001,50902,0.013775451108813286
1392,705,304567,431,0.69847867,951.76,-20.55,,,0.0001,51141,0.016492370516061783
1396,705,305482,433,0.69757282,951.39,-20.56,,,0.0001,51370,0.003600671188905835
1400,704,306469,434,0.6965956900000001,954.41,-20.56,,,0.0001,51617,0.008157575502991676
1404,704,307397,436,0.6956769700000001,956.48,-20.55,,,0.0001,51849,0.017075732350349426
1408,704,308351,437,0.6947325099999999,954.34,-20.56,,,0.0001,52087,0.0057087428867816925
1412,704,309230,439,0.6938623000000002,950.72,-20.6,,,0.0001,52307,0.008623090572655201
1416,704,310197,440,0.69290497,953.53,-20.59,,,0.0001,52549,0.011969435960054398
1420,703,311187,442,0.6919248700000001,953.95,-20.56,,,0.0001,52796,0.004167294129729271
1424,703,312123,443,0.69099823,955.24,-20.56,,,0.0001,53030,0.005492457188665867
1428,703,313000,445,0.6901300000000001,953.82,-20.57,,,0.0001,53249,0.0050550224259495735
1432,703,313992,446,0.6891479199999999,954.65,-20.54,,,0.0001,53497,0.020360611379146576
1436,702,314963,448,0.6881866299999999,957.83,-20.56,,,0.0001,53740,0.006636844947934151
1440,702,315884,449,0.6872748399999999,956.95,-20.56,,,0.0001,53970,0.0044320416636765
1444,702,316820,451,0.6863482000000001,958.64,-20.56,,,0.0001,54204,0.010526292026042938
1448,702,317752,452,0.6854255199999999,954.95,-20.56,,,0.0001,54437,0.006164105609059334
1452,701,318643,454,0.68454343,953.93,-20.53,,,0.0001,54660,0.011880997568368912
1456,701,319610,455,0.6835861000000001,956.92,-20.5,,,0.0001,54902,0.007387636695057154
1460,701,320522,456,0.68268322,959.12,-20.5,,,0.0001,55130,0.012610123492777348
1464,701,321376,458,0.6818377600000001,957.92,-20.53,,,0.0001,55343,0.007242280524224043
1468,700,322373,459,0.68085073,962.46,-20.51,,,0.0001,55593,0.005103530362248421
1472,700,323410,461,0.6798241,971.28,-20.46,,,0.0001,55852,0.02473142370581627
1476,700,324351,462,0.67889251,966.7,-20.48,,,0.0001,56087,0.013152461498975754
1480,700,325345,464,0.67790845,969.26,-20.47,,,0.0001,56336,0.0036551104858517647
1484,700,326276,466,0.6769867599999999,967.78,-20.48,,,0.0001,56568,0.008091243915259838
1488,699,327170,467,0.6761017,965.3,-20.49,,,0.0001,56792,0.004667374305427074
1492,699,328146,469,0.6751354599999999,966.0,-20.47,,,0.0001,57036,0.01322164200246334
1496,699,329159,470,0.67413259,969.84,-20.48,,,0.0001,57289,0.0033646337687969208
1500,699,330155,472,0.67314655,970.13,-20.45,,,0.0001,57538,0.007529065478593111
1504,698,331213,473,0.6720991300000001,975.57,-20.41,,,0.0001,57803,0.007501014042645693
1508,698,332253,475,0.6710695299999998,979.09,-20.38,,,0.0001,58063,0.007777320686727762
1512,698,333098,476,0.6702329799999999,978.09,-20.39,,,0.0001,58274,0.019465439021587372
1516,698,334118,478,0.6692231799999999,979.98,-20.39,,,0.0001,58529,0.014176802709698677
1520,697,335183,480,0.6681688299999999,983.34,-20.4,,,0.0001,58795,0.005350937135517597
1524,697,336204,481,0.6671580400000001,986.78,-20.4,,,0.0001,59050,0.005183512344956398
1528,697,337102,483,0.66626902,987.39,-20.42,,,0.0001,59275,0.013611999340355396
1532,697,338166,485,0.6652156600000001,990.19,-20.43,,,0.0001,59541,0.003664989024400711
1536,696,339028,486,0.6643622800000002,985.76,-20.41,,,0.0001,59756,0.014484887942671776
1540,696,340056,488,0.6633445599999999,990.07,-20.4,,,0.0001,60013,0.02778283879160881
1544,696,340956,489,0.6624535599999999,988.18,-20.41,,,0.0001,60238,0.0032328444067388773
1548,696,341914,490,0.6615051399999999,989.17,-20.4,,,0.0001,60478,0.012974832206964493
1552,696,342752,492,0.6606755200000001,987.0,-20.42,,,0.0001,60687,0.0074514225125312805
1556,696,343618,493,0.65981818,982.73,-20.44,,,0.0001,60904,0.005021403543651104
1560,695,344571,495,0.6588747100000001,984.18,-20.43,,,0.0001,61142,0.016022171825170517
1564,695,345548,496,0.65790748,988.99,-20.42,,,0.0001,61386,0.0059711202047765255
1568,695,346570,498,0.6568957,989.57,-20.44,,,0.0001,61642,0.018920820206403732
1572,695,347484,499,0.6559908399999999,984.68,-20.48,,,0.0001,61870,0.011122042313218117
1576,695,348419,501,0.65506519,984.54,-20.5,,,0.0001,62104,0.0051046437583863735
1580,694,349369,502,0.65412469,982.99,-20.52,,,0.0001,62342,0.005098121240735054
1584,694,350298,504,0.6532049799999999,983.24,-20.54,,,0.0001,62574,0.007508762180805206
1588,694,351314,505,0.6521991400000001,987.83,-20.52,,,0.0001,62828,0.007852211594581604
1592,694,352285,507,0.65123785,987.65,-20.52,,,0.0001,63071,0.016492754220962524
1596,693,353197,509,0.6503349700000001,983.76,-20.51,,,0.0001,63299,0.008268664591014385
1600,693,354190,510,0.6493519,983.77,-20.52,,,0.0001,63547,0.011897256597876549
1604,693,355095,512,0.64845595,977.62,-20.57,,,0.0001,63773,0.006431290879845619
1608,693,356181,513,0.6473808099999999,979.14,-20.57,,,0.0001,64045,0.02517656981945038
1612,693,357176,515,0.6463957600000001,984.57,-20.53,,,0.0001,64293,0.0039247446693480015
1616,692,358170,516,0.6454117000000001,983.67,-20.53,,,0.0001,64542,0.006762676872313023
1620,692,359189,518,0.6444028900000001,981.46,-20.55,,,0.0001,64797,0.014863723888993263
1624,692,360098,520,0.64350298,977.13,-20.56,,,0.0001,65024,0.014482320286333561
1628,692,361021,521,0.6425892099999999,978.43,-20.54,,,0.0001,65255,0.008178841322660446
1632,692,361992,523,0.6416279200000001,974.97,-20.52,,,0.0001,65497,0.01733321323990822
1636,691,363007,524,0.64062307,980.75,-20.52,,,0.0001,65751,0.0023805745877325535
1640,691,363905,526,0.63973405,975.91,-20.53,,,0.0001,65976,0.011256735771894455
1644,691,364833,527,0.63881533,977.33,-20.51,,,0.0001,66208,0.015942983329296112
1648,691,365749,529,0.6379084899999998,975.94,-20.53,,,0.0001,66437,0.005801986902952194
1652,691,366777,530,0.6368907700000002,983.2,-20.49,,,0.0001,66694,0.0061575863510370255
1656,690,367732,532,0.63594532,987.2,-20.48,,,0.0001,66932,0.005880572367459536
1660,690,368705,533,0.63498205,987.98,-20.48,,,0.0001,67176,0.01050197146832943
1664,690,369681,535,0.6340158100000001,987.78,-20.47,,,0.0001,67420,0.007714203093200922
1668,690,370692,537,0.6330149199999999,987.36,-20.45,,,0.0001,67672,0.006738024298101664
1672,689,371676,538,0.6320407600000001,989.98,-20.44,,,0.0001,67918,0.005257003009319305
1676,689,372602,540,0.6311240199999999,989.45,-20.43,,,0.0001,68150,0.0038013115990906954
1680,689,373557,541,0.6301785700000001,989.3,-20.43,,,0.0001,68389,0.00858935248106718
1684,689,374509,543,0.62923609,990.2,-20.4,,,0.0001,68627,0.008687125518918037
1688,689,375555,544,0.6282005499999999,991.5,-20.4,,,0.0001,68888,0.005965845659375191
1692,689,376496,546,0.6272689600000001,989.93,-20.42,,,0.0001,69123,0.0063795973546803
1696,688,377612,548,0.6261641199999999,998.24,-20.37,,,0.0001,69402,0.006081391591578722
1700,688,378506,549,0.62527906,994.12,-20.39,,,0.0001,69626,0.006138659082353115
1704,688,379460,551,0.6243346000000001,995.92,-20.38,,,0.0001,69864,0.014496726915240288
1708,688,380440,552,0.6233643999999998,991.59,-20.4,,,0.0001,70109,0.0046964483335614204
1712,688,381480,554,0.6223348,993.6,-20.42,,,0.0001,70369,0.010356567800045013
1716,687,382474,556,0.62135074,993.68,-20.42,,,0.0001,70618,0.00622554961591959
1720,687,383461,557,0.6203736099999999,992.69,-20.41,,,0.0001,70865,0.004425388295203447
1724,687,384383,559,0.6194608300000001,993.21,-20.41,,,0.0001,71095,0.0027514458633959293
1728,687,385313,560,0.61854013,993.64,-20.4,,,0.0001,71328,0.0058487653732299805
1732,687,386329,562,0.61753429,995.28,-20.42,,,0.0001,71582,0.004975662566721439
1736,686,387351,563,0.61652251,995.69,-20.44,,,0.0001,71837,0.013101378455758095
1740,686,388392,565,0.61549192,1001.14,-20.43,,,0.0001,72097,0.0021266292314976454
1744,686,389310,567,0.6145830999999999,1000.94,-20.45,,,0.0001,72327,0.014571690931916237
1748,686,390372,568,0.6135317200000001,1006.55,-20.42,,,0.0001,72592,0.008368024602532387
1752,686,391575,570,0.61234075,1013.73,-20.44,,,0.0001,72893,0.02946305088698864
1756,685,392585,572,0.61134085,1015.68,-20.44,,,0.0001,73146,0.0073151979595422745
1760,685,393609,574,0.61032709,1017.55,-20.45,,,0.0001,73402,0.0032830359414219856
1764,685,394621,575,0.6093252100000002,1019.23,-20.46,,,0.0001,73655,0.003821886144578457
1768,685,395622,577,0.6083342200000001,1019.09,-20.48,,,0.0001,73905,0.013959649950265884
1772,685,396650,578,0.6073165,1021.05,-20.46,,,0.0001,74162,0.02188587188720703
1776,684,397651,580,0.60632551,1024.21,-20.45,,,0.0001,74412,0.005596979521214962
1780,684,398705,582,0.6052820499999999,1027.99,-20.41,,,0.0001,74676,0.011281668208539486
1784,684,399879,584,0.6041197900000002,1036.7,-20.42,,,0.0001,74969,0.01222817413508892
,,400000,,0.6040009900000001,,,1497.3,-19.75,0.0001,74999,0.015921583399176598
1788,673,400880,595,0.6031288000000001,1034.89,-20.44,,,0.0001,75219,0.0087642353028059
1792,673,401846,596,0.60217246,1036.31,-20.43,,,0.0001,75461,0.010905294679105282
1796,673,402851,598,0.6011775099999999,1031.65,-20.49,,,0.0001,75712,0.005479708313941956
1800,673,403891,599,0.60014791,1037.52,-20.45,,,0.0001,75972,0.00998019240796566
1804,673,404920,601,0.5991292000000001,1040.77,-20.42,,,0.0001,76229,0.005750672891736031
1808,672,405922,603,0.5981372200000001,1041.69,-20.39,,,0.0001,76480,0.006160838529467583
1812,672,406929,604,0.5971402900000001,1040.65,-20.39,,,0.0001,76732,0.013932902365922928
1816,672,408040,606,0.5960404,1045.42,-20.36,,,0.0001,77009,0.007974681444466114
1820,672,408974,608,0.59511574,1043.38,-20.37,,,0.0001,77243,0.013711316511034966
1824,672,409935,609,0.59416435,1045.09,-20.36,,,0.0001,77483,0.006502497009932995
1828,672,410912,611,0.5931971200000001,1046.72,-20.39,,,0.0001,77727,0.006645530462265015
1832,672,411997,613,0.5921229700000001,1050.06,-20.39,,,0.0001,77999,0.007683190051466227
1836,671,413000,614,0.5911299999999999,1049.38,-20.38,,,0.0001,78249,0.00796554610133171
1840,671,413938,616,0.5902013800000001,1045.06,-20.4,,,0.0001,78484,0.0076254550367593765
1844,671,414951,617,0.5891985099999999,1049.04,-20.38,,,0.0001,78737,0.0035677829291671515
1848,671,416083,619,0.58807783,1051.92,-20.38,,,0.0001,79020,0.007128295488655567
1852,671,417062,621,0.58710862,1043.08,-20.4,,,0.0001,79265,0.016132211312651634
1856,671,418210,622,0.5859721,1048.54,-20.4,,,0.0001,79552,0.016427626833319664
1860,671,419141,624,0.58505041,1045.05,-20.41,,,0.0001,79785,0.014318637549877167
1864,671,420134,626,0.58406734,1044.41,-20.4,,,0.0001,80033,0.0061037116684019566
1868,670,421135,627,0.58307635,1044.13,-20.4,,,0.0001,80283,0.012769564986228943
1872,670,422123,629,0.5820982299999999,1042.54,-20.41,,,0.0001,80530,0.008907060138881207
1876,670,423108,630,0.58112308,1041.79,-20.4,,,0.0001,80776,0.005978429690003395
1880,670,424140,632,0.5801014,1041.15,-20.43,,,0.0001,81034,0.016232889145612717
1884,670,425123,634,0.57912823,1033.25,-20.45,,,0.0001,81280,0.004246346652507782
1888,670,426108,635,0.5781530800000001,1032.82,-20.44,,,0.0001,81526,0.010766994208097458
1892,670,427127,637,0.57714427,1035.0,-20.43,,,0.0001,81781,0.004539609421044588
1896,670,428125,638,0.5761562499999999,1034.88,-20.42,,,0.0001,82031,0.006190461106598377
1900,669,429060,640,0.5752306,1030.51,-20.46,,,0.0001,82264,0.009724429808557034
1904,669,430115,642,0.5741861500000001,1031.19,-20.47,,,0.0001,82528,0.0063576465472579
1908,669,431274,644,0.5730387400000001,1037.58,-20.48,,,0.0001,82818,0.0038681558798998594
1912,669,432372,645,0.57195172,1040.92,-20.49,,,0.0001,83092,0.006807358004152775
1916,669,433456,647,0.5708785599999999,1039.8,-20.51,,,0.0001,83363,0.008367251604795456
1920,669,434457,649,0.5698875699999999,1042.09,-20.46,,,0.0001,83614,0.010860500857234001
1924,669,435482,650,0.5688728200000001,1044.53,-20.47,,,0.0001,83870,0.0036453623324632645
1928,668,436560,652,0.5678056,1048.98,-20.44,,,0.0001,84139,0.00628831097856164
1932,668,437592,654,0.56678392,1046.45,-20.44,,,0.0001,84397,0.008185207843780518
1936,668,438621,655,0.5657652100000001,1047.35,-20.43,,,0.0001,84655,0.010647342540323734
1940,668,439640,657,0.5647564,1050.92,-20.43,,,0.0001,84909,0.013402298092842102
1944,668,440603,659,0.5638030299999999,1048.53,-20.46,,,0.0001,85150,0.007974907755851746
1948,668,441744,661,0.5626734400000001,1049.0,-20.47,,,0.0001,85435,0.011649882420897484
1952,668,442884,662,0.5615448399999999,1055.29,-20.43,,,0.0001,85720,0.009119510650634766
1956,667,443952,664,0.5604875200000001,1052.18,-20.42,,,0.0001,85987,0.015223503112792969
1960,667,445036,666,0.55941436,1058.25,-20.4,,,0.0001,86258,0.012998009100556374
1964,667,446158,668,0.55830358,1063.26,-20.4,,,0.0001,86539,0.013513436540961266
1968,667,447231,670,0.55724131,1066.15,-20.37,,,0.0001,86807,0.018812555819749832
1972,667,448268,671,0.5562146799999999,1068.2,-20.38,,,0.0001,87066,0.006902927532792091
1976,667,449224,673,0.55526824,1067.04,-20.41,,,0.0001,87305,0.010336583480238914
1980,667,450308,675,0.5541950800000001,1069.3,-20.37,,,0.0001,87576,0.006258094683289528
1984,666,451429,676,0.55308529,1074.95,-20.34,,,0.0001,87857,0.008006193675100803
1988,666,452522,678,0.5520032199999999,1079.12,-20.34,,,0.0001,88130,0.009772628545761108
1992,666,453476,680,0.5510587600000001,1076.33,-20.36,,,0.0001,88368,0.019367488101124763
1996,666,454542,681,0.55000342,1079.03,-20.34,,,0.0001,88635,0.007840456441044807
2000,666,455565,683,0.54899065,1082.76,-20.32,,,0.0001,88891,0.009210338816046715
2004,666,456581,685,0.5479848100000001,1081.37,-20.35,,,0.0001,89145,0.008323362097144127
2008,666,457740,687,0.5468374,1081.52,-20.32,,,0.0001,89434,0.010274887084960938
2012,666,458832,688,0.5457563199999999,1081.19,-20.3,,,0.0001,89707,0.008019879460334778
2016,665,459860,690,0.5447386000000001,1078.88,-20.3,,,0.0001,89964,0.022232413291931152
2020,665,461080,692,0.5435308000000001,1087.78,-20.34,,,0.0001,90269,0.004416193347424269
2024,665,462160,694,0.5424616000000001,1090.19,-20.35,,,0.0001,90539,0.004183815326541662
2028,665,463273,696,0.5413597299999999,1091.13,-20.34,,,0.0001,90818,0.005817017517983913
2032,665,464328,697,0.54031528,1092.06,-20.32,,,0.0001,91081,0.00916212797164917
2036,665,465471,699,0.5391837100000001,1096.69,-20.29,,,0.0001,91367,0.005498343147337437
2040,665,466574,701,0.53809174,1100.02,-20.25,,,0.0001,91643,0.0044174958020448685
2044,665,467621,703,0.5370552099999999,1103.23,-20.22,,,0.0001,91905,0.021761305630207062
2048,664,468629,704,0.53605729,1097.67,-20.23,,,0.0001,92157,0.005181893706321716
2052,664,469638,706,0.53505838,1092.22,-20.28,,,0.0001,92409,0.006019586697220802
2056,664,470726,708,0.53398126,1092.96,-20.27,,,0.0001,92681,0.018447497859597206
2060,664,471850,709,0.5328685000000002,1094.55,-20.23,,,0.0001,92962,0.008405630476772785
2064,664,472833,711,0.53189533,1088.89,-20.23,,,0.0001,93208,0.0192258283495903
2068,664,474002,713,0.53073802,1092.84,-20.24,,,0.0001,93500,0.006653272546827793
2072,664,475108,715,0.5296430799999999,1095.49,-20.22,,,0.0001,93776,0.005408306606113911
2076,664,476189,717,0.52857289,1100.61,-20.19,,,0.0001,94047,0.006552917882800102
2080,663,477225,718,0.52754725,1098.74,-20.22,,,0.0001,94306,0.006456622388213873
2084,663,478362,720,0.52642162,1099.27,-20.23,,,0.0001,94590,0.007140914909541607
2088,663,479531,722,0.5252643100000001,1102.26,-20.2,,,0.0001,94882,0.012716148048639297
2092,663,480652,724,0.52415452,1108.97,-20.18,,,0.0001,95162,0.004371715243905783
2096,663,481738,726,0.52307938,1109.68,-20.16,,,0.0001,95434,0.005411408841609955
2100,663,482887,727,0.5219418699999999,1114.63,-20.17,,,0.0001,95721,0.012223958969116211
2104,663,484032,729,0.52080832,1119.93,-20.16,,,0.0001,96007,0.014772128313779831
2108,663,485020,731,0.5198302,1113.16,-20.2,,,0.0001,96254,0.009676022455096245
2112,663,486177,733,0.5186847699999999,1115.61,-20.17,,,0.0001,96544,0.010538548231124878
2116,662,487346,735,0.5175274599999999,1121.39,-20.17,,,0.0001,96836,0.004450853448361158
2120,662,488411,736,0.5164731100000001,1115.64,-20.17,,,0.0001,97102,0.010670207440853119
2124,662,489565,738,0.51533065,1118.15,-20.1,,,0.0001,97391,0.008613158017396927
2128,662,490885,740,0.5140238500000001,1126.49,-20.09,,,0.0001,97721,0.01051290426403284
2132,662,492039,742,0.5128813899999999,1130.29,-20.07,,,0.0001,98009,0.026821304112672806
2136,662,493055,744,0.51187555,1125.04,-20.11,,,0.0001,98263,0.022501090541481972
2140,662,494207,746,0.51073507,1127.27,-20.13,,,0.0001,98551,0.007390863727778196
2144,662,495224,747,0.50972824,1126.06,-20.15,,,0.0001,98805,0.011674370616674423
2148,661,496444,749,0.5085204400000001,1134.56,-20.11,,,0.0001,99110,0.0043775178492069244
2152,661,497646,751,0.5073304599999999,1142.55,-20.07,,,0.0001,99411,0.016552787274122238
2156,661,498719,753,0.5062681900000001,1141.88,-20.1,,,0.0001,99679,0.0033106522168964148
2160,661,499767,755,0.50523067,1138.83,-20.15,,,0.0001,99941,0.015488714911043644
,,500000,,0.5050009899999999,,,1625.25,-19.4,0.0001,99999,0.006913566030561924
2164,652,500779,767,0.50422879,1139.87,-20.13,,,0.0001,100194,0.006487861275672913
2168,652,501883,769,0.5031358300000002,1136.89,-20.14,,,0.0001,100470,0.0034865066409111023
2172,652,503209,771,0.50182309,1145.79,-20.08,,,0.0001,100802,0.009881031699478626
2176,652,504246,773,0.5007964600000001,1143.61,-20.11,,,0.0001,101061,0.00547015480697155
2180,652,505503,775,0.4995520299999999,1152.3,-20.06,,,0.0001,101375,0.008333548903465271
2184,652,506509,776,0.4985560900000001,1147.27,-20.08,,,0.0001,101627,0.0053206514567136765
2188,651,507734,778,0.4973433399999999,1149.4,-20.07,,,0.0001,101933,0.005606483668088913
2192,651,509044,781,0.49604644,1156.79,-20.02,,,0.0001,102260,0.007195316255092621
2196,651,510092,782,0.49500891999999996,1155.47,-20.01,,,0.0001,102522,0.005701097659766674
2200,651,511114,784,0.49399713999999995,1150.67,-20.0,,,0.0001,102778,0.008020936511456966
2204,651,512110,786,0.49301110000000015,1144.7,-19.99,,,0.0001,103027,0.008509292267262936
2208,651,513048,787,0.4920824800000001,1142.65,-20.01,,,0.0001,103261,0.005509380251169205
2212,651,514073,789,0.49106773000000004,1137.32,-20.06,,,0.0001,103518,0.008077597245573997
2216,651,515074,790,0.49007674,1130.42,-20.06,,,0.0001,103768,0.011675231158733368
2220,651,516245,792,0.48891745,1134.48,-20.06,,,0.0001,104061,0.008388351649045944
2224,651,517289,794,0.4878838900000001,1130.2,-20.13,,,0.0001,104322,0.0063986205495893955
2228,650,518410,796,0.4867741,1122.28,-20.15,,,0.0001,104602,0.010966395027935505
2232,650,519571,798,0.48562470999999996,1122.65,-20.18,,,0.0001,104892,0.007063124794512987
2236,650,520682,800,0.4845248200000002,1126.51,-20.14,,,0.0001,105170,0.006698141805827618
2240,650,521876,802,0.48334276,1128.08,-20.15,,,0.0001,105468,0.004950352944433689
2244,650,522899,803,0.48232999,1128.16,-20.14,,,0.0001,105724,0.010300422087311745
2248,650,524045,805,0.48119544999999986,1125.09,-20.14,,,0.0001,106011,0.011025946587324142
2252,650,525124,807,0.48012724000000007,1120.1,-20.14,,,0.0001,106280,0.003559526987373829
2256,650,526323,809,0.47894022999999986,1125.13,-20.09,,,0.0001,106580,0.006401837803423405
2260,650,527575,811,0.4777007499999999,1133.36,-20.01,,,0.0001,106893,0.006163574755191803
2264,650,528573,813,0.47671273000000003,1133.09,-20.03,,,0.0001,107143,0.0062895664013922215
2268,650,529836,815,0.4754623600000001,1139.64,-20.02,,,0.0001,107458,0.007197855040431023
2272,649,531097,817,0.4742139700000001,1136.81,-20.05,,,0.0001,107774,0.007083370350301266
2276,649,532210,818,0.4731120999999999,1139.95,-20.06,,,0.0001,108052,0.009998024441301823
2280,649,533348,820,0.47198547999999985,1134.96,-20.06,,,0.0001,108336,0.005040806718170643
2284,649,534475,822,0.47086975,1139.78,-20.04,,,0.0001,108618,0.014272818341851234
2288,649,535580,824,0.4697758000000001,1135.07,-20.08,,,0.0001,108894,0.00633991276845336
2292,649,536744,826,0.4686234399999999,1129.4,-20.13,,,0.0001,109185,0.009774169884622097
2296,649,537852,828,0.46752652000000006,1131.61,-20.14,,,0.0001,109462,0.009170242585241795
2300,649,539006,830,0.4663840599999999,1136.9,-20.12,,,0.0001,109751,0.012211544439196587
2304,649,540042,831,0.46535841999999983,1138.42,-20.12,,,0.0001,110010,0.0074534667655825615
2308,649,541256,833,0.46415656000000005,1149.26,-20.07,,,0.0001,110313,0.008568840101361275
2312,649,542404,835,0.4630200400000001,1154.47,-20.07,,,0.0001,110600,0.011477358639240265
2316,649,543439,837,0.46199539,1155.62,-20.06,,,0.0001,110859,0.004905890207737684
2320,648,544539,839,0.4609063900000001,1152.39,-20.06,,,0.0001,111134,0.005919281393289566
2324,648,545488,840,0.4599668800000001,1148.77,-20.04,,,0.0001,111371,0.023072928190231323
2328,648,546688,842,0.4587788799999999,1152.11,-20.03,,,0.0001,111671,0.007469138130545616
2332,648,547862,844,0.45761662000000014,1152.54,-20.0,,,0.0001,111965,0.006305983290076256
2336,648,549088,846,0.45640287999999996,1157.01,-20.01,,,0.0001,112271,0.006297466345131397
2340,648,550291,848,0.45521190999999994,1157.41,-19.97,,,0.0001,112572,0.01033845730125904
2344,648,551384,850,0.4541298399999999,1160.35,-19.96,,,0.0001,112845,0.0038746024947613478
2348,648,552619,852,0.45290719,1164.06,-19.93,,,0.0001,113154,0.006523309741169214
2352,648,553748,854,0.45178947999999985,1165.79,-19.94,,,0.0001,113436,0.003973802551627159
2356,648,554986,856,0.45056386000000004,1167.45,-19.99,,,0.0001,113746,0.006858589127659798
2360,648,556139,858,0.44942239000000006,1163.35,-20.02,,,0.0001,114034,0.006642487831413746
2364,647,557286,860,0.44828686000000006,1169.29,-19.99,,,0.0001,114321,0.013996457681059837
2368,647,558402,861,0.44718201999999996,1163.4,-20.0,,,0.0001,114600,0.008752425201237202
2372,647,559645,863,0.44595145,1162.81,-20.01,,,0.0001,114911,0.008094236254692078
2376,647,560820,865,0.44478819999999986,1165.47,-20.01,,,0.0001,115204,0.0049192532896995544
2380,647,561978,867,0.4436417800000001,1166.18,-20.05,,,0.0001,115494,0.0042060986161231995
2384,647,563193,869,0.4424389299999999,1169.89,-20.04,,,0.0001,115798,0.016277514398097992
2388,647,564331,871,0.4413123099999998,1171.16,-20.01,,,0.0001,116082,0.0036935643292963505
2392,647,565364,873,0.44028964000000004,1165.85,-20.0,,,0.0001,116340,0.007306679151952267
2396,647,566574,875,0.43909173999999984,1169.96,-20.0,,,0.0001,116643,0.005462706089019775
2400,647,567813,877,0.43786512999999994,1173.09,-19.98,,,0.0001,116953,0.015428168699145317
2404,647,569016,879,0.43667416000000003,1179.49,-19.97,,,0.0001,117253,0.0071774814277887344
2408,647,570283,881,0.4354198300000002,1181.66,-19.97,,,0.0001,117570,0.005064639262855053
2412,646,571415,883,0.43429914999999997,1180.85,-19.94,,,0.0001,117853,0.005291457287967205
2416,646,572530,885,0.43319530000000006,1184.54,-19.94,,,0.0001,118132,0.006019998341798782
2420,646,573638,886,0.4320983800000001,1185.06,-19.94,,,0.0001,118409,0.00465255556628108
2424,646,574918,888,0.43083118,1198.11,-19.89,,,0.0001,118729,0.006990138441324234
2428,646,576071,890,0.42968971,1195.88,-19.89,,,0.0001,119017,0.00317708239890635
2432,646,577385,893,0.42838884999999993,1201.57,-19.86,,,0.0001,119346,0.01089705154299736
2436,646,578471,894,0.42731371000000007,1196.21,-19.84,,,0.0001,119617,0.0031116949394345284
2440,646,579545,896,0.42625045000000006,1191.17,-19.87,,,0.0001,119886,0.017524704337120056
2444,646,580719,898,0.42508819,1194.62,-19.85,,,0.0001,120179,0.009933964349329472
2448,646,581868,900,0.4239506799999999,1191.15,-19.91,,,0.0001,120466,0.007245579734444618
2452,646,583000,902,0.42283000000000004,1191.67,-19.9,,,0.0001,120749,0.006775304675102234
2456,646,584217,904,0.42162517,1190.54,-19.88,,,0.0001,121054,0.0056246016174554825
2460,645,585385,906,0.42046885,1191.14,-19.92,,,0.0001,121346,0.01130925677716732
2464,645,586542,908,0.4193234199999999,1191.59,-19.94,,,0.0001,121635,0.007465575821697712
2468,645,587806,910,0.41807205999999997,1197.54,-19.91,,,0.0001,121951,0.005230830516666174
2472,645,588958,912,0.4169315800000001,1194.15,-19.94,,,0.0001,122239,0.006520676426589489
2476,645,590009,913,0.41589109,1189.03,-19.89,,,0.0001,122502,0.007764637470245361
2480,645,591079,915,0.4148317899999999,1185.7,-19.89,,,0.0001,122769,0.007293500937521458
