rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,time/time_elapsed,rollout/exploration_rate,train/learning_rate,train/loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
-20.7,64209,875.09,387,300,165,0.6821654500000003,0.0001,0.018193095922470093,13552,,
-20.7,64999,874.07,387,304,167,0.6782549499999999,0.0001,0.0386916846036911,13749,,
-20.69,65863,872.66,386,308,170,0.67397815,0.0001,0.016326934099197388,13965,,
-20.7,66725,870.43,385,312,173,0.6697112500000004,0.0001,0.008290344849228859,14181,,
-20.71,67536,866.59,384,316,175,0.6656967999999999,0.0001,0.00584158580750227,14383,,
-20.69,68401,867.06,383,320,178,0.6614150500000003,0.0001,0.00778971565887332,14600,,
-20.71,69246,864.79,382,324,180,0.6572323000000004,0.0001,0.008816977962851524,14811,,
-20.73,70037,858.73,382,328,183,0.6533168500000005,0.0001,0.005338781513273716,15009,,
-20.74,70864,856.51,381,332,185,0.6492231999999998,0.0001,0.021509483456611633,15215,,
-20.71,71757,859.76,380,336,188,0.6448028499999996,0.0001,0.0031215909402817488,15439,,
-20.7,72565,859.32,380,340,190,0.64080325,0.0001,0.005010563414543867,15641,,
-20.7,73416,857.22,379,344,193,0.6365908000000005,0.0001,0.005612296983599663,15853,,
-20.7,74229,859.18,379,348,195,0.6325664499999996,0.0001,0.011699846014380455,16057,,
-20.7,75053,861.03,378,352,198,0.6284876499999998,0.0001,0.009036385454237461,16263,,
-20.69,76076,866.88,377,356,201,0.6234237999999999,0.0001,0.011272954754531384,16518,,
-20.7,77016,869.42,377,360,204,0.6187708000000002,0.0001,0.006694088224321604,16753,,
-20.7,77857,868.93,376,364,206,0.6146078499999997,0.0001,0.009666656143963337,16964,,
-20.73,78737,869.45,376,368,209,0.6102518499999997,0.0001,0.004663928411900997,17184,,
-20.73,79596,872.4,375,372,212,0.6059998,0.0001,0.007124016992747784,17398,,
-20.74,80469,872.74,374,376,214,0.6016784500000005,0.0001,0.027886981144547462,17617,,
-20.72,81389,877.98,374,380,217,0.5971244500000004,0.0001,0.015162314288318157,17847,,
-20.72,82290,881.11,373,384,220,0.5926645000000001,0.0001,0.037024304270744324,18072,,
-20.71,83131,882.38,372,388,223,0.5885015499999997,0.0001,0.006460072938352823,18282,,
-20.7,83963,883.08,372,392,225,0.58438315,0.0001,0.007163028232753277,18490,,
-20.68,84872,883.82,371,396,228,0.5798835999999997,0.0001,0.03439636155962944,18717,,
-20.7,85749,883.32,370,400,231,0.5755424499999997,0.0001,0.014800148084759712,18937,,
-20.69,86616,886.31,370,404,234,0.5712507999999998,0.0001,0.018335558474063873,19153,,
-20.71,87481,886.11,369,408,236,0.5669690500000004,0.0001,0.014132278971374035,19370,,
-20.71,88372,887.58,368,412,239,0.5625585999999995,0.0001,0.012724862433969975,19592,,
-20.71,89264,890.73,368,416,242,0.5581432,0.0001,0.01657460257411003,19815,,
-20.72,90206,893.72,367,420,245,0.5534802999999999,0.0001,0.012705666944384575,20051,,
-20.72,91120,896.47,367,424,248,0.5489559999999996,0.0001,0.005674850195646286,20279,,
-20.71,92011,900.41,366,428,250,0.5445455499999997,0.0001,0.012435792945325375,20502,,
-20.72,92829,900.08,366,432,253,0.5404964499999998,0.0001,0.008645860478281975,20707,,
-20.73,93701,899.18,365,436,256,0.5361800499999998,0.0001,0.00849764235317707,20925,,
-20.71,94651,904.16,365,440,259,0.5314775499999997,0.0001,0.013385815545916557,21162,,
-20.7,95578,907.45,364,444,262,0.5268889000000003,0.0001,0.023445267230272293,21394,,
-20.68,96463,910.46,363,448,265,0.5225081500000002,0.0001,0.01068427786231041,21615,,
-20.65,97420,915.73,363,452,268,0.5177709999999998,0.0001,0.01553476694971323,21854,,
-20.64,98321,910.44,362,456,271,0.5133110499999995,0.0001,0.006758992560207844,22080,,
-20.63,99205,908.78,362,460,273,0.5089352500000001,0.0001,0.005240585654973984,22301,,
,100000,,,,,0.5050049500000002,0.0001,0.03937530890107155,22499,845.8,-21.0
-20.64,100066,910.22,347,464,287,0.5046733000000001,0.0001,0.01250494085252285,22516,,
-20.63,100996,912.62,347,468,290,0.5000697999999997,0.0001,0.01855482906103134,22748,,
-20.61,102006,918.58,347,472,293,0.49507029999999985,0.0001,0.008820569142699242,23001,,
-20.61,102834,917.01,346,476,296,0.49097169999999957,0.0001,0.010710468515753746,23208,,
-20.63,103721,915.66,346,480,299,0.4865810500000003,0.0001,0.013601439073681831,23430,,
-20.64,104690,918.4,345,484,302,0.4817845000000003,0.0001,0.009992813691496849,23672,,
-20.64,105608,921.54,345,488,305,0.47724040000000045,0.0001,0.010974030941724777,23901,,
-20.65,106618,928.78,345,492,308,0.4722408999999995,0.0001,0.007779430132359266,24154,,
-20.67,107504,927.94,344,496,311,0.4678551999999998,0.0001,0.015069175511598587,24375,,
-20.66,108422,929.54,344,500,315,0.4633111,0.0001,0.009297695010900497,24605,,
-20.67,109250,928.01,343,504,317,0.4592124999999997,0.0001,0.004519501700997353,24812,,
-20.68,110257,933.52,343,508,320,0.45422784999999977,0.0001,0.014950962737202644,25064,,
-20.66,111286,939.27,343,512,324,0.4491343000000001,0.0001,0.00832763034850359,25321,,
-20.67,112165,938.96,342,516,327,0.44478324999999974,0.0001,0.017635829746723175,25541,,
-20.68,113080,938.08,342,520,330,0.4402539999999997,0.0001,0.024869132786989212,25769,,
-20.68,114005,938.44,342,524,333,0.4356752500000005,0.0001,0.009719778783619404,26001,,
-20.67,114969,941.53,341,528,336,0.43090344999999963,0.0001,0.0099759791046381,26242,,
-20.67,115928,947.55,341,532,339,0.4261563999999999,0.0001,0.007342228200286627,26481,,
-20.69,116779,946.53,341,536,342,0.4219439500000002,0.0001,0.020274048671126366,26694,,
-20.68,117771,948.28,341,540,345,0.41703354999999964,0.0001,0.011412741616368294,26942,,
-20.7,118631,945.5,340,544,348,0.41277655000000035,0.0001,0.022015919908881187,27157,,
-20.71,119560,947.6,340,548,351,0.4081780000000006,0.0001,0.014239424839615822,27389,,
-20.7,120520,947.35,340,552,354,0.4034260000000003,0.0001,0.00867390725761652,27629,,
-20.74,121500,950.87,340,556,357,0.39857500000000035,0.0001,0.006709111854434013,27874,,
-20.75,122374,950.27,339,560,360,0.3942487000000001,0.0001,0.012502562254667282,28093,,
-20.74,123329,953.64,339,564,363,0.38952144999999994,0.0001,0.010825157165527344,28332,,
-20.75,124148,948.82,339,568,365,0.38546740000000046,0.0001,0.004215063061565161,28536,,
-20.76,125063,945.06,339,572,368,0.3809381500000004,0.0001,0.01696952059864998,28765,,
-20.72,126136,954.45,339,576,371,0.3756267999999999,0.0001,0.010572741739451885,29033,,
-20.72,126957,951.83,339,580,374,0.3715628500000001,0.0001,0.010378948412835598,29239,,
-20.71,127871,949.75,339,584,377,0.36703854999999963,0.0001,0.015055542811751366,29467,,
-20.71,128789,950.0,338,588,380,0.3624944499999999,0.0001,0.019925720989704132,29697,,
-20.7,129787,949.37,338,592,383,0.3575543499999996,0.0001,0.008696096949279308,29946,,
-20.7,130700,950.55,338,596,386,0.3530349999999999,0.0001,0.013716811314225197,30174,,
-20.68,131686,953.15,338,600,389,0.34815430000000025,0.0001,0.006298384629189968,30421,,
-20.67,132595,956.7,337,604,392,0.3436547499999999,0.0001,0.0056199440732598305,30648,,
-20.67,133591,956.4,337,608,395,0.3387245499999999,0.0001,0.020451240241527557,30897,,
-20.68,134586,955.0,337,612,399,0.3337992999999996,0.0001,0.006092347204685211,31146,,
-20.68,135522,957.36,336,616,402,0.32916610000000035,0.0001,0.027719568461179733,31380,,
-20.68,136392,955.75,336,620,404,0.3248595999999997,0.0001,0.015557550825178623,31597,,
-20.68,137303,955.24,336,624,407,0.3203501500000002,0.0001,0.013241814449429512,31825,,
-20.71,138170,951.39,336,628,410,0.3160585000000006,0.0001,0.01255716197192669,32042,,
-20.7,139032,946.72,335,632,413,0.31179159999999984,0.0001,0.0043268268927931786,32257,,
-20.68,139995,951.2,335,636,417,0.3070247499999996,0.0001,0.02885633148252964,32498,,
-20.72,141062,954.64,334,640,421,0.30174309999999993,0.0001,0.02593829669058323,32765,,
-20.71,141905,954.29,334,644,424,0.29757025000000037,0.0001,0.01433351170271635,32976,,
-20.71,142823,953.69,334,648,427,0.29302615000000043,0.0001,0.01154114119708538,33205,,
-20.71,143888,957.89,333,652,431,0.28775439999999997,0.0001,0.006874714512377977,33471,,
-20.7,144880,958.07,333,656,434,0.28284399999999943,0.0001,0.013500092551112175,33719,,
-20.7,145815,960.51,332,660,437,0.2782157499999999,0.0001,0.012670502997934818,33953,,
-20.71,146774,960.76,332,664,441,0.27346870000000023,0.0001,0.00732392817735672,34193,,
-20.71,147781,968.69,332,668,444,0.2684840500000003,0.0001,0.006775053218007088,34445,,
-20.71,148744,970.71,331,672,448,0.2637172000000001,0.0001,0.010472564958035946,34685,,
-20.75,149754,968.41,331,676,451,0.2587177000000003,0.0001,0.01798812486231327,34938,,
-20.75,150671,972.07,331,680,455,0.25417855,0.0001,0.019701529294252396,35167,,
-20.75,151692,976.23,330,684,458,0.24912460000000036,0.0001,0.02327846735715866,35422,,
-20.74,152681,978.63,330,688,462,0.24422904999999961,0.0001,0.018107928335666656,35670,,
-20.73,153765,982.12,329,692,466,0.23886325000000042,0.0001,0.0068132514134049416,35941,,
-20.74,154679,982.28,329,696,469,0.23433894999999993,0.0001,0.009687796235084534,36169,,
-20.77,155599,979.69,328,700,473,0.22978494999999988,0.0001,0.010141890496015549,36399,,
-20.78,156470,977.67,328,704,476,0.22547349999999955,0.0001,0.023945439606904984,36617,,
-20.75,157493,979.2,328,708,479,0.22040964999999957,0.0001,0.008347729220986366,36873,,
-20.77,158436,977.22,327,712,483,0.21574179999999998,0.0001,0.008697405457496643,37108,,
-20.77,159320,975.29,327,716,486,0.2113660000000005,0.0001,0.015607090666890144,37329,,
-20.78,160183,974.75,327,720,489,0.2070941500000002,0.0001,0.015624145045876503,37545,,
-20.78,161235,980.39,326,724,493,0.20188675,0.0001,0.006367206573486328,37808,,
-20.78,162112,980.41,326,728,496,0.19754559999999988,0.0001,0.019553788006305695,38027,,
-20.79,163062,984.22,326,732,500,0.19284309999999982,0.0001,0.021390940994024277,38265,,
-20.81,164182,990.63,325,736,504,0.18729909999999972,0.0001,0.016757238656282425,38545,,
-20.79,165063,983.37,325,740,507,0.18293815000000035,0.0001,0.011318791657686234,38765,,
-20.79,166022,987.64,324,744,511,0.1781911000000005,0.0001,0.015755435451865196,39005,,
-20.79,167054,991.9,324,748,515,0.1730826999999998,0.0001,0.01378508098423481,39263,,
-20.81,168102,991.44,324,752,518,0.16789510000000019,0.0001,0.007689902558922768,39525,,
-20.81,169231,997.26,323,756,522,0.1623065500000005,0.0001,0.007562818005681038,39807,,
-20.78,170419,1007.02,323,760,527,0.1564259500000006,0.0001,0.018262721598148346,40104,,
-20.78,171389,1007.43,322,764,530,0.1516244499999999,0.0001,0.017113441601395607,40347,,
-20.75,172549,1013.02,322,768,535,0.14588244999999966,0.0001,0.013045121915638447,40637,,
-20.75,173678,1019.31,322,772,539,0.14029389999999997,0.0001,0.009096665307879448,40919,,
-20.73,174586,1015.18,321,776,542,0.1357993000000004,0.0001,0.014925863593816757,41146,,
-20.71,175703,1023.58,321,780,546,0.1302701500000003,0.0001,0.020080987364053726,41425,,
-20.72,176841,1028.04,320,784,551,0.12463704999999992,0.0001,0.019306566566228867,41710,,
-20.72,178002,1035.26,320,788,555,0.1188901,0.0001,0.007817390374839306,42000,,
-20.74,179222,1040.98,320,792,559,0.11285110000000009,0.0001,0.0388871394097805,42305,,
-20.73,180400,1051.27,319,796,564,0.10701999999999945,0.0001,0.01830853521823883,42599,,
-20.71,181611,1063.04,319,800,568,0.10102555000000024,0.0001,0.011088695377111435,42902,,
-20.71,182644,1069.48,318,804,572,0.0959122,0.0001,0.01042348425835371,43160,,
-20.71,184048,1084.33,318,808,577,0.08896240000000011,0.0001,0.01739971712231636,43511,,
-20.69,185198,1092.44,317,812,582,0.08326990000000023,0.0001,0.028079306706786156,43799,,
-20.67,186528,1110.04,317,816,587,0.07668639999999993,0.0001,0.03234707564115524,44131,,
-20.66,187832,1127.46,317,820,592,0.07023159999999995,0.0001,0.03211776539683342,44457,,
-20.64,189065,1134.81,316,824,596,0.06412824999999978,0.0001,0.012063835747539997,44766,,
-20.63,190391,1153.23,316,828,601,0.05756455000000016,0.0001,0.02101777493953705,45097,,
-20.59,191724,1168.56,315,832,607,0.05096620000000007,0.0001,0.017046276479959488,45430,,
-20.57,193093,1178.43,315,836,612,0.04418965000000019,0.0001,0.013061325997114182,45773,,
-20.55,194548,1200.99,314,840,618,0.03698740000000034,0.0001,0.010826021432876587,46136,,
-20.54,195907,1216.98,314,844,623,0.030260349999999825,0.0001,0.010111717507243156,46476,,
-20.53,197208,1227.65,313,848,628,0.023820399999999853,0.0001,0.024267565459012985,46801,,
-20.54,198524,1238.55,313,852,633,0.017306200000000382,0.0001,0.011264322325587273,47130,,
,200000,,,,,0.010004949999999901,0.0001,0.012382839806377888,47499,1420.75,-20.45
-20.52,200166,1259.1,304,856,657,0.01,0.0001,0.01714297942817211,47541,,
-20.52,201703,1273.31,303,860,663,0.01,0.0001,0.015130246058106422,47925,,
-20.46,203309,1298.81,303,864,669,0.01,0.0001,0.015198752284049988,48327,,
-20.47,204945,1317.98,303,868,675,0.01,0.0001,0.016767404973506927,48736,,
-20.46,206362,1329.61,302,872,681,0.01,0.0001,0.014970875345170498,49090,,
-20.47,207700,1346.87,302,876,686,0.01,0.0001,0.01290818303823471,49424,,
-20.45,209454,1372.28,302,880,693,0.01,0.0001,0.02303597703576088,49863,,
-20.44,211061,1391.14,301,884,699,0.01,0.0001,0.012960363179445267,50265,,
-20.45,212714,1410.48,301,888,706,0.01,0.0001,0.010299397632479668,50678,,
-20.45,214247,1422.7,300,892,712,0.01,0.0001,0.015678036957979202,51061,,
-20.42,215863,1440.29,300,896,718,0.01,0.0001,0.004231623839586973,51465,,
-20.42,217477,1456.23,299,900,724,0.01,0.0001,0.017246108502149582,51869,,
-20.42,219269,1486.95,299,904,731,0.01,0.0001,0.010033667087554932,52317,,
-20.43,221030,1501.12,299,908,738,0.01,0.0001,0.009997718967497349,52757,,
-20.42,222699,1521.83,298,912,745,0.01,0.0001,0.011170383542776108,53174,,
-20.43,224667,1547.27,298,916,752,0.01,0.0001,0.006094952113926411,53666,,
-20.41,226442,1566.29,297,920,760,0.01,0.0001,0.006617113947868347,54110,,
-20.41,228224,1587.87,297,924,767,0.01,0.0001,0.009878406301140785,54555,,
-20.41,229989,1605.26,297,928,773,0.01,0.0001,0.00915585458278656,54997,,
-20.45,231547,1614.41,296,932,779,0.01,0.0001,0.013782448135316372,55386,,
-20.45,233291,1629.63,296,936,786,0.01,0.0001,0.007586710155010223,55822,,
-20.47,235112,1643.9,296,940,793,0.01,0.0001,0.007753092795610428,56277,,
-20.45,236806,1657.27,295,944,800,0.01,0.0001,0.01079199556261301,56701,,
-20.43,238539,1674.75,295,948,806,0.01,0.0001,0.013140922412276268,57134,,
-20.42,240308,1692.94,295,952,814,0.01,0.0001,0.008745163679122925,57576,,
-20.44,242195,1702.5,294,956,821,0.01,0.0001,0.005815369077026844,58048,,
-20.44,244047,1715.38,294,960,828,0.01,0.0001,0.008059758692979813,58511,,
-20.46,245988,1728.59,294,964,836,0.01,0.0001,0.0034975705202668905,58996,,
-20.44,247875,1738.71,293,968,843,0.01,0.0001,0.008419047109782696,59468,,
-20.44,249676,1754.22,293,972,850,0.01,0.0001,0.02304784581065178,59918,,
-20.45,251375,1768.66,293,976,857,0.01,0.0001,0.006178020965307951,60343,,
-20.45,253214,1772.09,293,980,863,0.01,0.0001,0.006182210519909859,60803,,
-20.45,255045,1781.24,292,984,871,0.01,0.0001,0.008236384950578213,61261,,
-20.43,256842,1787.17,292,988,878,0.01,0.0001,0.004423888865858316,61710,,
-20.39,258795,1803.99,291,992,886,0.01,0.0001,0.003744283691048622,62198,,
-20.4,260859,1821.69,291,996,894,0.01,0.0001,0.009015453048050404,62714,,
-20.37,262572,1825.79,291,1000,901,0.01,0.0001,0.00917515903711319,63142,,
-20.33,264435,1828.39,291,1004,908,0.01,0.0001,0.012842354364693165,63608,,
-20.34,266287,1832.29,290,1008,915,0.01,0.0001,0.012494736351072788,64071,,
-20.33,268129,1839.08,290,1012,922,0.01,0.0001,0.011771991848945618,64532,,
-20.31,270049,1836.81,290,1016,929,0.01,0.0001,0.008461890742182732,65012,,
-20.27,272145,1849.99,290,1020,937,0.01,0.0001,0.005144891329109669,65536,,
-20.26,273894,1848.89,290,1024,944,0.01,0.0001,0.0060058957897126675,65973,,
-20.23,275607,1846.81,289,1028,950,0.01,0.0001,0.007049206644296646,66401,,
-20.2,277329,1853.41,289,1032,957,0.01,0.0001,0.008058697916567326,66832,,
-20.18,279170,1857.25,289,1036,964,0.01,0.0001,0.003445236012339592,67292,,
-20.16,281154,1864.17,289,1040,971,0.01,0.0001,0.011464361101388931,67788,,
-20.17,283011,1870.88,289,1044,978,0.01,0.0001,0.01286659762263298,68252,,
-20.2,284829,1874.09,288,1048,985,0.01,0.0001,0.019563894718885422,68707,,
-20.18,286885,1885.34,288,1052,993,0.01,0.0001,0.005690575577318668,69221,,
-20.11,288847,1888.26,288,1056,1001,0.01,0.0001,0.008996810764074326,69711,,
-20.09,290819,1893.0,288,1060,1009,0.01,0.0001,0.0061666471883654594,70204,,
-20.06,292891,1898.36,287,1064,1017,0.01,0.0001,0.012403968721628189,70722,,
-20.07,294952,1905.55,287,1068,1025,0.01,0.0001,0.0071817440912127495,71237,,
-19.99,297106,1919.54,287,1072,1033,0.01,0.0001,0.007646787911653519,71776,,
-19.96,299104,1931.19,287,1076,1040,0.01,0.0001,0.012601477093994617,72275,,
,300000,,,,,0.01,0.0001,0.003974951803684235,72499,2110.8,-20.1
-19.99,300968,1932.24,279,1080,1074,0.01,0.0001,0.008313873782753944,72741,,
-19.99,302880,1935.49,279,1084,1082,0.01,0.0001,0.009371829219162464,73219,,
-20.0,304861,1942.69,279,1088,1090,0.01,0.0001,0.005603828467428684,73715,,
-20.02,306769,1940.55,279,1092,1097,0.01,0.0001,0.008733433671295643,74192,,
-20.01,308707,1935.53,279,1096,1105,0.01,0.0001,0.0067419447004795074,74676,,
-20.02,310726,1947.83,279,1100,1113,0.01,0.0001,0.007170909084379673,75181,,
-20.02,312777,1955.49,279,1104,1120,0.01,0.0001,0.022960705682635307,75694,,
-19.93,314999,1970.14,279,1108,1128,0.01,0.0001,0.009794823825359344,76249,,
-19.89,317283,1988.21,279,1112,1136,0.01,0.0001,0.003914161119610071,76820,,
-19.87,319363,1995.1,279,1116,1143,0.01,0.0001,0.009027332067489624,77340,,
-19.9,321441,1994.25,279,1120,1150,0.01,0.0001,0.009663304314017296,77860,,
-19.85,323467,2005.65,279,1124,1156,0.01,0.0001,0.010878017172217369,78366,,
-19.83,325594,2022.02,279,1128,1163,0.01,0.0001,0.006972247269004583,78898,,
-19.81,327503,2029.37,279,1132,1170,0.01,0.0001,0.008726764470338821,79375,,
-19.79,329640,2041.09,279,1136,1177,0.01,0.0001,0.004508698359131813,79909,,
-19.77,331989,2055.94,280,1140,1185,0.01,0.0001,0.003742927685379982,80497,,
-19.77,334233,2071.14,280,1144,1193,0.01,0.0001,0.005754880141466856,81058,,
-19.71,336503,2089.06,280,1148,1201,0.01,0.0001,0.009024618193507195,81625,,
-19.72,338553,2088.99,279,1152,1209,0.01,0.0001,0.005810351110994816,82138,,
-19.78,340514,2089.19,279,1156,1216,0.01,0.0001,0.009367942810058594,82628,,
-19.8,342493,2089.2,279,1160,1224,0.01,0.0001,0.005766406189650297,83123,,
-19.8,344728,2095.78,279,1164,1233,0.01,0.0001,0.006434028036892414,83681,,
-19.79,346880,2099.49,279,1168,1241,0.01,0.0001,0.012159704230725765,84219,,
-19.84,349115,2102.89,279,1172,1249,0.01,0.0001,0.010070626623928547,84778,,
-19.82,351524,2119.75,279,1176,1259,0.01,0.0001,0.004382837563753128,85380,,
-19.83,353589,2127.6,279,1180,1267,0.01,0.0001,0.009604232385754585,85897,,
-19.81,355616,2132.31,278,1184,1275,0.01,0.0001,0.005796206183731556,86403,,
-19.8,357637,2134.28,278,1188,1283,0.01,0.0001,0.0071572428569197655,86909,,
-19.77,359822,2145.54,278,1192,1291,0.01,0.0001,0.005563342012465,87455,,
-19.7,362183,2162.53,278,1196,1300,0.01,0.0001,0.0034157976042479277,88045,,
-19.7,364318,2166.83,278,1200,1309,0.01,0.0001,0.00449809804558754,88579,,
-19.71,366326,2164.89,278,1204,1316,0.01,0.0001,0.003946355544030666,89081,,
-19.73,368522,2163.82,278,1208,1325,0.01,0.0001,0.0071358587592840195,89630,,
-19.75,370749,2161.24,277,1212,1333,0.01,0.0001,0.0029399532359093428,90187,,
-19.69,373302,2180.21,277,1216,1344,0.01,0.0001,0.006405744235962629,90825,,
-19.67,375344,2178.77,277,1220,1352,0.01,0.0001,0.00433941837400198,91335,,
-19.67,377670,2190.48,277,1224,1361,0.01,0.0001,0.004892180673778057,91917,,
-19.64,380089,2202.35,277,1228,1370,0.01,0.0001,0.00789802335202694,92522,,
-19.66,382207,2210.7,277,1232,1379,0.01,0.0001,0.015622983686625957,93051,,
-19.65,384286,2208.43,276,1236,1387,0.01,0.0001,0.02357482723891735,93571,,
-19.63,386315,2195.35,276,1240,1395,0.01,0.0001,0.005266699008643627,94078,,
-19.63,388498,2193.1,276,1244,1403,0.01,0.0001,0.010083626955747604,94624,,
-19.6,390934,2200.28,276,1248,1412,0.01,0.0001,0.003204870270565152,95233,,
-19.54,393428,2217.83,276,1252,1421,0.01,0.0001,0.005438486114144325,95856,,
-19.46,395893,2237.76,276,1256,1430,0.01,0.0001,0.015294893644750118,96473,,
-19.42,398210,2251.22,276,1260,1439,0.01,0.0001,0.0054993536323308945,97052,,
,400000,,,,,0.01,0.0001,0.004589291289448738,97499,2537.85,-19.0
-19.41,400655,2259.59,270,1264,1481,0.01,0.0001,0.010941877961158752,97663,,
-19.38,402979,2266.08,270,1268,1490,0.01,0.0001,0.0034275357611477375,98244,,
-19.41,405360,2271.38,270,1272,1500,0.01,0.0001,0.02296256832778454,98839,,
-19.38,407550,2262.4,270,1276,1508,0.01,0.0001,0.006184483878314495,99387,,
-19.31,409783,2269.05,270,1280,1517,0.01,0.0001,0.01043614000082016,99945,,
-19.11,412812,2308.89,269,1284,1529,0.01,0.0001,0.004295635968446732,100702,,
-19.07,415212,2323.66,269,1288,1538,0.01,0.0001,0.006697758100926876,101302,,
-19.02,417613,2332.35,269,1292,1547,0.01,0.0001,0.006949864327907562,101903,,
-19.02,419991,2333.34,269,1296,1556,0.01,0.0001,0.02119920216500759,102497,,
-18.99,422462,2347.17,269,1300,1565,0.01,0.0001,0.02181479148566723,103115,,
-18.91,424870,2363.14,269,1304,1574,0.01,0.0001,0.0077589452266693115,103717,,
-18.92,427077,2363.65,269,1308,1583,0.01,0.0001,0.007421465590596199,104269,,
-18.94,429117,2355.94,269,1312,1591,0.01,0.0001,0.01535517256706953,104779,,
-18.95,431601,2353.25,269,1316,1601,0.01,0.0001,0.008301573805510998,105400,,
-18.96,434064,2370.02,269,1320,1610,0.01,0.0001,0.00819981750100851,106015,,
-18.85,436567,2377.24,269,1324,1620,0.01,0.0001,0.007451002951711416,106641,,
-18.82,439026,2378.69,269,1328,1629,0.01,0.0001,0.006261977832764387,107256,,
-18.75,441468,2391.47,269,1332,1639,0.01,0.0001,0.015644261613488197,107866,,
-18.7,443763,2400.19,269,1336,1648,0.01,0.0001,0.004366428591310978,108440,,
-18.69,446011,2409.27,269,1340,1657,0.01,0.0001,0.008069457486271858,109002,,
-18.59,448386,2416.82,269,1344,1666,0.01,0.0001,0.004931428004056215,109596,,
-18.58,450812,2416.0,269,1348,1675,0.01,0.0001,0.012417124584317207,110202,,
-18.55,453225,2412.81,269,1352,1684,0.01,0.0001,0.01063932292163372,110806,,
-18.57,455571,2407.86,269,1356,1693,0.01,0.0001,0.011766329407691956,111392,,
-18.6,457803,2404.56,268,1360,1702,0.01,0.0001,0.006085633300244808,111950,,
-18.53,460572,2417.59,268,1364,1712,0.01,0.0001,0.01100165955722332,112642,,
-18.51,462884,2416.95,268,1368,1721,0.01,0.0001,0.0055694845505058765,113220,,
-18.37,465564,2429.28,268,1372,1732,0.01,0.0001,0.01319601759314537,113890,,
-18.27,468276,2450.18,268,1376,1742,0.01,0.0001,0.010308712720870972,114568,,
-18.23,470905,2465.84,268,1380,1753,0.01,0.0001,0.013435527682304382,115226,,
-18.31,473908,2464.66,268,1384,1764,0.01,0.0001,0.0060663977637887,115976,,
-18.31,476358,2467.01,268,1388,1774,0.01,0.0001,0.02719787135720253,116589,,
-18.29,479245,2486.33,268,1392,1785,0.01,0.0001,0.011387296952307224,117311,,
-18.29,482016,2501.74,268,1396,1796,0.01,0.0001,0.007948201149702072,118003,,
-18.27,484515,2502.66,268,1400,1805,0.01,0.0001,0.012523330748081207,118628,,
-18.31,487086,2509.46,268,1404,1815,0.01,0.0001,0.004162589553743601,119271,,
-18.27,489721,2526.41,268,1408,1825,0.01,0.0001,0.008455266244709492,119930,,
-18.21,492209,2544.7,268,1412,1835,0.01,0.0001,0.01165267638862133,120552,,
-18.26,494477,2535.82,268,1416,1843,0.01,0.0001,0.012773589231073856,121119,,
-18.21,497001,2538.04,268,1420,1853,0.01,0.0001,0.003722392488270998,121750,,
-18.34,499216,2526.32,268,1424,1862,0.01,0.0001,0.006109548266977072,122303,,
,500000,,,,,0.01,0.0001,0.00950375385582447,122499,2664.25,-17.8
-18.34,501529,2520.44,263,1428,1905,0.01,0.0001,0.0077362870797514915,122882,,
-18.33,504240,2531.57,263,1432,1915,0.01,0.0001,0.005553741939365864,123559,,
-18.37,506558,2532.43,263,1436,1924,0.01,0.0001,0.008487623184919357,124139,,
-18.38,509042,2541.68,263,1440,1934,0.01,0.0001,0.009384114295244217,124760,,
-18.42,511394,2540.8,263,1444,1943,0.01,0.0001,0.011073711328208447,125348,,
-18.43,513832,2541.46,263,1448,1952,0.01,0.0001,0.01674429327249527,125957,,
-18.41,516358,2546.0,263,1452,1961,0.01,0.0001,0.00581233948469162,126589,,
-18.31,519095,2562.12,263,1456,1972,0.01,0.0001,0.007500526960939169,127273,,
-18.28,521565,2571.79,263,1460,1981,0.01,0.0001,0.01893702708184719,127891,,
-18.25,524217,2566.85,263,1464,1992,0.01,0.0001,0.015532895922660828,128554,,
-18.17,526802,2578.04,263,1468,2001,0.01,0.0001,0.012096471153199673,129200,,
-18.12,529782,2590.26,263,1472,2013,0.01,0.0001,0.018479857593774796,129945,,
-18.2,532285,2581.95,263,1476,2023,0.01,0.0001,0.006018843501806259,130571,,
-18.22,534745,2575.78,263,1480,2032,0.01,0.0001,0.008535902947187424,131186,,
-18.28,537236,2555.49,263,1484,2042,0.01,0.0001,0.03243532031774521,131808,,
-18.24,539707,2556.14,263,1488,2052,0.01,0.0001,0.008862290531396866,132426,,
-18.26,542110,2536.83,262,1492,2061,0.01,0.0001,0.009817764163017273,133027,,
-18.21,544816,2534.57,262,1496,2071,0.01,0.0001,0.00960061140358448,133703,,
-18.14,547723,2550.83,262,1500,2083,0.01,0.0001,0.0029521314427256584,134430,,
-18.05,550438,2556.76,262,1504,2094,0.01,0.0001,0.010915914550423622,135109,,
-18.09,553035,2555.5,262,1508,2104,0.01,0.0001,0.007406898308545351,135758,,
-18.03,555686,2562.12,262,1512,2114,0.01,0.0001,0.008646628819406033,136421,,
-17.89,558501,2583.94,262,1516,2125,0.01,0.0001,0.006880911998450756,137125,,
-17.9,561237,2592.48,262,1520,2136,0.01,0.0001,0.00999775156378746,137809,,
