rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/learning_rate,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
106.56,4383,14,2.52,28672,6,0.2,-0.0006426659529097378,0.6015186309814453,-1.1052047163248062,0.0041086418,0.3173894863575697,0.14892445504665375,52,0.00025,0.0147705078125,,
108.11,4408,15,2.58,30720,6,0.2,-0.0003107936936430633,0.5725247263908386,-1.1070351898670197,0.003900652,0.41098840720951557,0.20067694783210754,56,0.00025,0.033203125,,
106.88,4444,16,2.37,32768,7,0.2,-0.0005264476058073342,0.6202875971794128,-1.1093870848417282,0.0039423537,0.31342879962176085,0.10783245414495468,60,0.00025,0.0,,
108.76,4482,17,2.5,34816,7,0.2,-0.0016228599124588072,0.5870254039764404,-1.1585531011223793,0.0051497337,0.42724368907511234,0.18107202649116516,64,0.00025,0.0,,
109.79,4502,18,2.54,36864,8,0.2,-0.001971496792975813,0.5820479989051819,-1.1551866605877876,0.0037162807,0.3558198306709528,0.16615204513072968,68,0.00025,0.0106201171875,,
110.28,4525,19,2.52,38912,8,0.2,-0.003640212264144793,0.6570171117782593,-1.1046107783913612,0.011422778,0.30330769531428814,0.12059400975704193,72,0.00025,0.0694580078125,,
110.43,4559,20,2.62,40960,8,0.2,-0.0004041981010232121,0.6312201023101807,-1.129834122955799,0.0021445644,0.34181117452681065,0.13623954355716705,76,0.00025,0.0,,
111.36,4573,21,2.66,43008,9,0.2,-0.002823124756105244,0.634966254234314,-1.0902646854519844,0.0018746356,0.3077696803957224,0.12315291911363602,80,0.00025,0.0283203125,,
110.06,4589,22,2.6,45056,9,0.2,-0.001670586905675009,0.6466411352157593,-1.0597446784377098,0.0038352264,0.33343699015676975,0.13876669108867645,84,0.00025,0.01025390625,,
112.13,4608,23,2.74,47104,10,0.2,-0.0055017910344759,0.6344719529151917,-1.1314880922436714,0.016131181,0.33568004332482815,0.14052888751029968,88,0.00025,0.1519775390625,,
110.77,4625,24,2.74,49152,10,0.2,0.00016644460265524685,0.5244417786598206,-1.170475572347641,0.006688041,0.39150206930935383,0.1631060242652893,92,0.00025,0.0052490234375,,
112.23,4634,25,2.82,51200,11,0.2,-0.002064196058199741,0.7078593969345093,-1.1237983033061028,0.011572076,0.22085183672606945,0.10194925218820572,96,0.00025,0.049560546875,,
109.41,4645,26,2.62,53248,11,0.2,-0.004206133395200595,0.6855623722076416,-1.1292083784937859,0.009975955,0.24788963980972767,0.09656006097793579,100,0.00025,0.0584716796875,,
110.72,24,27,2.66,55296,2231,0.2,-0.0051675604190677404,0.6674987077713013,-1.1034449189901352,0.0050020637,0.2404566928744316,0.0993613675236702,104,0.00025,0.0946044921875,,
110.41,25,28,2.62,57344,2235,0.2,-0.0056583136902190745,0.5964736938476562,-1.0750638991594315,0.006928483,0.3262530695647001,0.13968317210674286,108,0.00025,0.1026611328125,,
110.46,26,29,2.68,59392,2235,0.2,-0.002482052630512044,0.7169351577758789,-1.005875401198864,0.01001644,0.267689885571599,0.11886070668697357,112,0.00025,0.038330078125,,
111.56,27,30,2.76,61440,2236,0.2,-0.004333889461122453,0.7118024230003357,-0.9862870760262012,0.007876482,0.2710153153166175,0.11054779589176178,116,0.00025,0.0384521484375,,
112.17,28,31,2.79,63488,2236,0.2,-0.006395965756382793,0.6556803584098816,-0.9718600809574127,0.007535655,0.29846129193902016,0.1239650547504425,120,0.00025,0.082275390625,,
114.38,29,32,3.01,65536,2237,0.2,-0.00259618743439205,0.6611278057098389,-0.9304572120308876,0.0041259024,0.32769172079861164,0.15548723936080933,124,0.00025,0.0262451171875,,
113.3,30,33,3.01,67584,2237,0.2,-0.00014768948312848806,0.6995449662208557,-0.9142410308122635,0.0016047393,0.27428915072232485,0.1154882088303566,128,0.00025,0.02197265625,,
113.97,31,34,3.05,69632,2238,0.2,-0.004237044311594218,0.6774089336395264,-0.9024042040109634,0.0067288727,0.33156202360987663,0.14636369049549103,132,0.00025,0.0635986328125,,
112.31,32,35,2.99,71680,2238,0.2,-0.00015871311188675463,0.6550592184066772,-0.9337405040860176,0.0013638273,0.3758524414151907,0.18164217472076416,136,0.00025,0.013671875,,
113.5,32,36,3.08,73728,2239,0.2,-0.005225663917372003,0.7254130840301514,-0.9151200987398624,0.0035851584,0.30031504295766354,0.10838833451271057,140,0.00025,0.1368408203125,,
113.58,33,37,3.13,75776,2239,0.2,-0.0013896634918637574,0.7480469942092896,-0.8776364922523499,0.002733748,0.2543229563161731,0.10268634557723999,144,0.00025,0.042236328125,,
114.3,34,38,3.22,77824,2239,0.2,-0.0013572849275078624,0.669284462928772,-0.8366608694195747,0.0048517603,0.401463920250535,0.15730270743370056,148,0.00025,0.0244140625,,
114.38,35,39,3.3,79872,2240,0.2,-0.005220137245487422,0.6867027282714844,-0.8487114235758781,0.0048960224,0.3322313018143177,0.12367717921733856,152,0.00025,0.0755615234375,,
115.38,36,40,3.38,81920,2240,0.2,-0.0009527617949061096,0.6501084566116333,-0.784353144466877,0.004283453,0.3832254111766815,0.1966482549905777,156,0.00025,0.048583984375,,
116.78,37,41,3.55,83968,2241,0.2,-0.0053131625754758716,0.5619168877601624,-0.7602850385010242,0.011969088,0.40781244821846485,0.18615320324897766,160,0.00025,0.0941162109375,,
115.89,38,42,3.53,86016,2241,0.2,0.0005870501772733405,0.6239243745803833,-0.7271143868565559,0.005036908,0.37731483951210976,0.18381217122077942,164,0.00025,0.099609375,,
116.88,39,43,3.64,88064,2242,0.2,-0.0016929962148424238,0.6382647752761841,-0.6764555610716343,0.0028258981,0.33838452957570553,0.14684365689754486,168,0.00025,0.032958984375,,
116.42,40,44,3.6,90112,2242,0.2,-0.00014480436220765114,0.6154541373252869,-0.7343028113245964,0.0038927456,0.35287750139832497,0.16641046106815338,172,0.00025,0.03466796875,,
115.74,41,45,3.57,92160,2243,0.2,-0.00181556076859124,0.6259936094284058,-0.703470554202795,0.004058291,0.30212115310132504,0.12716631591320038,176,0.00025,0.0240478515625,,
115.9,41,46,3.65,94208,2243,0.2,-0.0027803960838355124,0.6485213041305542,-0.7219788618385792,0.007697762,0.27608554996550083,0.14174066483974457,180,0.00025,0.0599365234375,,
117.12,42,47,3.66,96256,2244,0.2,-0.0013767683412879705,0.6130600571632385,-0.7384220287203789,0.0047368403,0.34022865630686283,0.14457149803638458,184,0.00025,0.0399169921875,,
117.86,43,48,3.71,98304,2244,0.2,-0.001070674043148756,0.64698725938797,-0.7107097581028938,0.0016291095,0.3708486258983612,0.18670831620693207,188,0.00025,0.078369140625,,
,,,,100000,,0.2,-0.005084120202809572,0.6583303809165955,-0.7542836740612984,0.003418272,0.30506553687155247,0.12016990780830383,192,0.00025,0.030029296875,3.4,109.35
117.15,44,49,3.72,100352,2247,,,,,,,,,,,,
118.05,45,50,3.81,102400,2247,0.2,-0.0006194444431457669,0.6687645316123962,-0.7096324115991592,0.0022751484,0.3220444694161415,0.1448046714067459,196,0.00025,0.0394287109375,,
119.39,46,51,3.9,104448,2248,0.2,-0.0021390800829976797,0.6959323883056641,-0.6616497524082661,0.0034422288,0.32845383137464523,0.14919772744178772,200,0.00025,0.049560546875,,
120.02,47,52,3.97,106496,2248,0.2,-0.0019415946444496512,0.6537861227989197,-0.7055482566356659,0.0033835375,0.3917729966342449,0.18040506541728973,204,0.00025,0.04052734375,,
117.2,48,53,3.79,108544,2249,0.2,-0.003635921166278422,0.7048423290252686,-0.6502990052103996,0.0035084286,0.32336562126874924,0.1301196664571762,208,0.00025,0.028076171875,,
118.67,49,54,3.87,110592,2249,0.2,-0.0014166108157951385,0.6951979398727417,-0.6456370837986469,0.0011295016,0.34773544780910015,0.15605106949806213,212,0.00025,0.0123291015625,,
120.04,50,55,3.99,112640,2250,0.2,-0.002297498664120212,0.6042346358299255,-0.6769837439060211,0.002531262,0.41353730112314224,0.17519892752170563,216,0.00025,0.014892578125,,
120.72,50,56,4.12,114688,2250,0.2,-0.00514682155335322,0.6158344745635986,-0.6246360540390015,0.0052853688,0.39967858605086803,0.16633866727352142,220,0.00025,0.076171875,,
119.45,51,57,4.04,116736,2251,0.2,-0.0034743017313303426,0.589381754398346,-0.5945171304047108,0.0016274992,0.367665009573102,0.15742060542106628,224,0.00025,0.031005859375,,
120.72,52,58,4.1,118784,2251,0.2,-0.0008300863846670836,0.5685014128684998,-0.5896532312035561,0.0034373305,0.36358589492738247,0.16861742734909058,228,0.00025,0.013916015625,,
121.98,53,59,4.19,120832,2252,0.2,-0.0030582395556848496,0.6419341564178467,-0.5766416117548943,0.0025939778,0.3544628191739321,0.13257360458374023,232,0.00025,0.0089111328125,,
122.38,54,60,4.23,122880,2252,0.2,-0.0032580555125605315,0.5854916572570801,-0.5401913598179817,0.0016444875,0.40388500317931175,0.1753796935081482,236,0.00025,0.0355224609375,,
123.92,55,61,4.36,124928,2253,0.2,-0.005342041404219344,0.608599841594696,-0.5566389113664627,0.00935114,0.3938460126519203,0.16985678672790527,240,0.00025,0.0648193359375,,
123.18,56,62,4.34,126976,2253,0.2,-0.0008522778662154451,0.7199066281318665,-0.5886509343981743,0.0040808828,0.34729060158133507,0.15823329985141754,244,0.00025,0.032470703125,,
124.69,57,63,4.4,129024,2254,0.2,-0.0056426688097417355,0.6602436304092407,-0.5740708857774734,0.005299649,0.40812030993402004,0.154058575630188,248,0.00025,0.06005859375,,
122.43,58,64,4.35,131072,2254,0.2,-0.002419529017060995,0.616520881652832,-0.6031230799853802,0.0019739424,0.38403771072626114,0.16829022765159607,252,0.00025,0.0152587890625,,
122.73,59,65,4.34,133120,2255,0.2,-0.0021814420470036566,0.5729156732559204,-0.6168292425572872,0.005367263,0.4666534122079611,0.21102556586265564,256,0.00025,0.0609130859375,,
123.74,59,66,4.34,135168,2255,0.2,-0.004906541871605441,0.6690798401832581,-0.5728162489831448,0.0034769906,0.3577327113598585,0.1655866503715515,260,0.00025,0.0457763671875,,
121.96,60,67,4.21,137216,2255,0.2,-0.0028694361390080303,0.6117098927497864,-0.5752767398953438,0.0029687504,0.3968632463365793,0.18376578390598297,264,0.00025,0.0281982421875,,
122.09,61,68,4.16,139264,2256,0.2,-0.002369015390286222,0.69673752784729,-0.5788665935397148,0.0027211797,0.3290865980088711,0.14365971088409424,268,0.00025,0.02490234375,,
121.52,62,69,4.16,141312,2256,0.2,-0.0028699424292426556,0.6268407106399536,-0.6181985437870026,0.00655582,0.41759417951107025,0.19076849520206451,272,0.00025,0.070068359375,,
125.6,63,70,4.37,143360,2257,0.2,-0.0022112816805019975,0.5925887823104858,-0.6080539971590042,0.0026229122,0.3404574077576399,0.15791137516498566,276,0.00025,0.0225830078125,,
125.27,64,71,4.41,145408,2257,0.2,9.742827387526631e-05,0.5206815004348755,-0.6226250790059566,0.002265695,0.445077046751976,0.1973196268081665,280,0.00025,0.095458984375,,
128.04,65,72,4.66,147456,2258,0.2,-0.00016424729255959392,0.5023640394210815,-0.6711094453930855,0.0029871252,0.4523111544549465,0.19781573116779327,284,0.00025,0.0567626953125,,
129.59,52,73,4.78,149504,2828,0.2,-0.002640750113641843,0.46527230739593506,-0.6863023601472378,0.004064535,0.5372049603611231,0.25191420316696167,288,0.00025,0.0389404296875,,
133.24,53,74,5.03,151552,2829,0.2,-0.005228085065027699,0.5982753038406372,-0.6884924657642841,0.0061613056,0.4005593713372946,0.16456827521324158,292,0.00025,0.0594482421875,,
136.91,54,75,5.26,153600,2829,0.2,-0.0014554481895174831,0.5958561301231384,-0.6511555686593056,0.005450991,0.4950657747685909,0.23913821578025818,296,0.00025,0.0799560546875,,
136.86,54,76,5.28,155648,2830,0.2,-0.0010668608883861452,0.5952491760253906,-0.6239935122430325,0.006619824,0.506511602550745,0.2185044288635254,300,0.00025,0.1107177734375,,
137.01,53,77,5.31,157696,2949,0.2,-0.0019147661223541945,0.5542730689048767,-0.5683808475732803,0.0030526258,0.49609444849193096,0.21009013056755066,304,0.00025,0.078369140625,,
138.18,54,78,5.4,159744,2951,0.2,0.0021544086921494454,0.45999598503112793,-0.5998583920300007,0.005284654,0.5100771356374025,0.20767419040203094,308,0.00025,0.0830078125,,
137.49,54,79,5.3,161792,2952,0.2,-0.004512157116550952,0.5156387686729431,-0.5693434402346611,0.0039385627,0.574726577848196,0.27594247460365295,312,0.00025,0.067138671875,,
135.44,55,80,5.26,163840,2954,0.2,-0.0018115639395546168,0.6716010570526123,-0.546710729598999,0.005187924,0.47542326897382736,0.23746514320373535,316,0.00025,0.0279541015625,,
133.28,56,81,5.14,165888,2955,0.2,-0.0015865714231040329,0.6636466979980469,-0.5237032156437635,0.0024322812,0.42563910968601704,0.19249451160430908,320,0.00025,0.0235595703125,,
132.53,56,82,5.06,167936,2955,0.2,-0.001215256139403209,0.5366096496582031,-0.518836485221982,0.0064415177,0.5190610531717539,0.25527939200401306,324,0.00025,0.047119140625,,
135.56,57,83,5.17,169984,2956,0.2,-0.0028429237427189946,0.6847087740898132,-0.5038307644426823,0.0037303278,0.39504289999604225,0.17172017693519592,328,0.00025,0.0477294921875,,
132.89,58,84,5.08,172032,2956,0.2,-0.0009743963892105967,0.6556845903396606,-0.5079671144485474,0.0052500945,0.4914056286215782,0.21240893006324768,332,0.00025,0.0404052734375,,
131.24,58,85,4.98,174080,2957,0.2,-0.0017817709886003286,0.5642054677009583,-0.4716692231595516,0.0042281337,0.5481655411422253,0.2695024311542511,336,0.00025,0.033203125,,
131.93,59,86,5.08,176128,2957,0.2,-0.003368064557434991,0.5810970067977905,-0.496089406311512,0.0054838373,0.4866591766476631,0.25880494713783264,340,0.00025,0.0391845703125,,
133.89,60,87,5.19,178176,2958,0.2,0.0004074071330251172,0.5813042521476746,-0.4914604965597391,0.004817084,0.525627052411437,0.25069791078567505,344,0.00025,0.06103515625,,
135.08,60,88,5.27,180224,2959,0.2,-0.0005329970153979957,0.7546849250793457,-0.47312082909047604,0.005114268,0.41365343518555164,0.19838599860668182,348,0.00025,0.0623779296875,,
134.48,61,89,5.3,182272,2961,0.2,-0.001696020714007318,0.7181100845336914,-0.48871108517050743,0.0026952582,0.42814882285892963,0.18319565057754517,352,0.00025,0.024169921875,,
137.12,62,90,5.41,184320,2961,0.2,-0.0032404461671831086,0.682942271232605,-0.48299191892147064,0.0031012665,0.42845773324370384,0.20557653903961182,356,0.00025,0.0263671875,,
138.84,62,91,5.5,186368,2962,0.2,-0.002315334917511791,0.7107247114181519,-0.4970859009772539,0.0017901319,0.43554168567061424,0.21428978443145752,360,0.00025,0.040771484375,,
141.79,63,92,5.71,188416,2962,0.2,-0.004827860597288236,0.678638756275177,-0.48888353630900383,0.0053166207,0.4700725991278887,0.20497338473796844,364,0.00025,0.09375,,
142.4,64,93,5.68,190464,2963,0.2,-0.0026346709637437016,0.7276945114135742,-0.4751206114888191,0.0026116169,0.3854941837489605,0.17362754046916962,368,0.00025,0.02490234375,,
141.52,64,94,5.7,192512,2963,0.2,-0.0029880026122555137,0.7703262567520142,-0.49129241704940796,0.0028204727,0.41423420421779156,0.18135763704776764,372,0.00025,0.0150146484375,,
142.22,65,95,5.72,194560,2964,0.2,0.00037092456477694213,0.6288009881973267,-0.48790137469768524,0.0032158042,0.5789894685149193,0.25547635555267334,376,0.00025,0.0482177734375,,
144.73,66,96,5.88,196608,2964,0.2,-0.0017201792798005044,0.7411589026451111,-0.47329848632216454,0.006848853,0.4090255219489336,0.18405690789222717,380,0.00025,0.076416015625,,
143.92,66,97,5.88,198656,2965,0.2,-0.002454882924212143,0.6106455326080322,-0.4879382625222206,0.005076085,0.5822316147387028,0.2622532248497009,384,0.00025,0.0562744140625,,
,,,,200000,,0.2,-0.0013359726581256837,0.5509148836135864,-0.4465617761015892,0.003967927,0.47012168914079666,0.20153936743736267,388,0.00025,0.0347900390625,7.7,175.5
146.63,67,98,5.96,200704,2968,,,,,,,,,,,,
147.41,68,99,5.98,202752,2969,0.2,-0.0013420413597486913,0.6725215911865234,-0.462636087089777,0.0050176317,0.43472607620060444,0.19970285892486572,392,0.00025,0.0545654296875,,
147.85,68,100,6.05,204800,2969,0.2,-0.003035172267118469,0.6187560558319092,-0.45975103974342346,0.0060750847,0.5595309808850288,0.21378351747989655,396,0.00025,0.05078125,,
150.22,69,101,6.1,206848,2970,0.2,-0.0017472990439273417,0.6924602389335632,-0.456145940348506,0.0076961615,0.4949223455041647,0.24115023016929626,400,0.00025,0.0635986328125,,
150.26,70,102,6.14,208896,2970,0.2,-0.0011435512569732964,0.6405903697013855,-0.4250805824995041,0.0033798423,0.5811278149485588,0.27880361676216125,404,0.00025,0.0191650390625,,
151.63,70,103,6.33,210944,2971,0.2,-0.0057206766796298325,0.6255141496658325,-0.43773049861192703,0.0067556296,0.45065381191670895,0.23381078243255615,408,0.00025,0.0775146484375,,
150.66,71,104,6.29,212992,2971,0.2,-0.002220954978838563,0.6566727161407471,-0.45018070563673973,0.002200285,0.4969515446573496,0.22817794978618622,412,0.00025,0.0169677734375,,
149.84,72,105,6.35,215040,2972,0.2,-0.0034964291844516993,0.6571058034896851,-0.4529974516481161,0.0075723873,0.5426091346889734,0.2444692850112915,416,0.00025,0.0511474609375,,
150.2,73,106,6.35,217088,2972,0.2,0.001647025317652151,0.620206356048584,-0.42963591404259205,0.006074614,0.5711653456091881,0.24646873772144318,420,0.00025,0.098388671875,,
150.34,73,107,6.35,219136,2973,0.2,-0.0027647701499518007,0.6530271172523499,-0.4605251643806696,0.00593002,0.5594249032437801,0.24830450117588043,424,0.00025,0.041259765625,,
151.15,74,108,6.39,221184,2973,0.2,-0.0024707053671590984,0.6734529137611389,-0.47230526991188526,0.0057855016,0.536132263019681,0.2313081920146942,428,0.00025,0.04248046875,,
152.67,75,109,6.45,223232,2973,0.2,9.347323793917894e-05,0.6747099757194519,-0.47858778201043606,0.006355015,0.5672412440180779,0.2743821442127228,432,0.00025,0.0408935546875,,
152.92,75,110,6.36,225280,2974,0.2,-0.002350808819755912,0.6633033752441406,-0.5106683988124132,0.0058720685,0.5764661580324173,0.27671197056770325,436,0.00025,0.0517578125,,
154.67,76,111,6.36,227328,2974,0.2,0.0015017999685369432,0.669032096862793,-0.48614504002034664,0.005496375,0.5537553299218416,0.24053263664245605,440,0.00025,0.1070556640625,,
152.97,77,112,6.28,229376,2975,0.2,0.0005519622645806521,0.6963309645652771,-0.4991532564163208,0.0060596187,0.4754433836787939,0.1987370103597641,444,0.00025,0.07275390625,,
152.9,77,113,6.22,231424,2975,0.2,-0.0021065579203423113,0.6416422128677368,-0.5077971052378416,0.0047920514,0.5454359594732523,0.24753129482269287,448,0.00025,0.03857421875,,
151.65,78,114,6.24,233472,2976,0.2,-0.0006898126157466322,0.6556656956672668,-0.48453413136303425,0.006888207,0.4968959279358387,0.2089298963546753,452,0.00025,0.0556640625,,
149.63,79,115,6.19,235520,2976,0.2,0.003234569769119844,0.7147029638290405,-0.4641872849315405,0.0041558365,0.4932643733918667,0.20079711079597473,456,0.00025,0.1029052734375,,
147.94,79,116,6.08,237568,2977,0.2,-0.00443537620594725,0.7752836346626282,-0.5125211495906115,0.0058792513,0.4308472257107496,0.19386036694049835,460,0.00025,0.06201171875,,
148.69,80,117,6.26,239616,2977,0.2,-0.0027168402448296547,0.693536639213562,-0.46781024523079395,0.0037847687,0.593657910823822,0.2659367322921753,464,0.00025,0.0482177734375,,
148.34,81,118,6.25,241664,2978,0.2,-0.0025971229042625055,0.6868253350257874,-0.4247096795588732,0.0029657022,0.5674376785755157,0.2454395741224289,468,0.00025,0.025634765625,,
150.01,81,119,6.4,243712,2978,0.2,-0.0001840427576098591,0.7284473776817322,-0.4231188837438822,0.0042345906,0.5480480119585991,0.23498883843421936,472,0.00025,0.0601806640625,,
153.63,82,120,6.58,245760,2979,0.2,0.0032796965970192105,0.7000410556793213,-0.4246706012636423,0.011301626,0.530109740793705,0.26158231496810913,476,0.00025,0.1072998046875,,
154.72,83,121,6.7,247808,2979,0.2,0.002820682362653315,0.7464498281478882,-0.4187546521425247,0.0048171594,0.5606519058346748,0.26617613434791565,480,0.00025,0.085205078125,,
157.07,83,122,6.82,249856,2979,0.2,0.0007901488861534745,0.7183406352996826,-0.39289136976003647,0.0059416885,0.5678617265075445,0.23148797452449799,484,0.00025,0.0794677734375,,
160.66,84,123,7.03,251904,2980,0.2,0.0009475191473029554,0.7450981140136719,-0.38758818060159683,0.0058752806,0.6148743331432343,0.31170037388801575,488,0.00025,0.09130859375,,
164.04,85,124,7.22,253952,2980,0.2,-0.0027555408305488527,0.6599898934364319,-0.40888323076069355,0.0031857067,0.6848349869251251,0.31649476289749146,492,0.00025,0.058837890625,,
166.55,85,125,7.29,256000,2981,0.2,-0.001434416204574518,0.6928052306175232,-0.40100772492587566,0.0030949246,0.5941716693341732,0.2900215983390808,496,0.00025,0.0460205078125,,
167.68,86,126,7.29,258048,2981,0.2,0.0031676660291850567,0.6715770959854126,-0.41212864220142365,0.022293815,0.6034381110221148,0.2400592565536499,500,0.00025,0.128662109375,,
166.86,87,127,7.23,260096,2982,0.2,0.00023495274945162237,0.6984472870826721,-0.4368740487843752,0.0039523644,0.5461370628327131,0.2562936842441559,504,0.00025,0.078857421875,,
168.02,87,128,7.26,262144,2982,0.2,-0.0013965319376438856,0.6235834360122681,-0.45291016809642315,0.005831376,0.6050951965153217,0.2511005699634552,508,0.00025,0.04833984375,,
169.74,88,129,7.32,264192,2983,0.2,-0.0017607510671950877,0.7296197414398193,-0.41201833076775074,0.0036378163,0.4601048231124878,0.18215316534042358,512,0.00025,0.0458984375,,
167.6,89,130,7.28,266240,2983,0.2,-0.000848151306854561,0.696439266204834,-0.426384624093771,0.0061272047,0.6348305828869343,0.27116647362709045,516,0.00025,0.0565185546875,,
168.59,89,131,7.34,268288,2984,0.2,-0.005364679440390319,0.7080508470535278,-0.4659392684698105,0.0057498654,0.5748280137777328,0.2625887989997864,520,0.00025,0.07275390625,,
168.02,90,132,7.25,270336,2984,0.2,0.0006108023226261139,0.6083357334136963,-0.408383272588253,0.0021725013,0.6447910442948341,0.3218030333518982,524,0.00025,0.036865234375,,
169.21,91,133,7.44,272384,2984,0.2,-0.0029718284349655733,0.6215575933456421,-0.4487216901034117,0.0018617952,0.6423986852169037,0.2999550402164459,528,0.00025,0.033203125,,
170.9,91,134,7.53,274432,2985,0.2,-0.002228599216323346,0.6882879734039307,-0.41464682668447495,0.0046012783,0.5613455194979906,0.2329249531030655,532,0.00025,0.04248046875,,
172.38,92,135,7.7,276480,2985,0.2,-0.0015063339087646455,0.7326877117156982,-0.44949295930564404,0.0048985863,0.5762434862554073,0.2655787467956543,536,0.00025,0.053466796875,,
176.11,93,136,7.97,278528,2986,0.2,-0.0035010725841857493,0.6699811816215515,-0.4054206106811762,0.0072231255,0.6510998941957951,0.3216319680213928,540,0.00025,0.0537109375,,
177.89,93,137,8.18,280576,2986,0.2,-0.0004377423319965601,0.6354403495788574,-0.44977794401347637,0.0028662756,0.6453403197228909,0.2771044075489044,544,0.00025,0.051513671875,,
178.9,94,138,8.25,282624,2987,0.2,-0.001446292910259217,0.7456650137901306,-0.48340271413326263,0.006172842,0.5470629837363958,0.2585105001926422,548,0.00025,0.051513671875,,
180.12,95,139,8.33,284672,2987,0.2,-0.003838170989183709,0.7674005031585693,-0.4778311029076576,0.0042548086,0.6262369975447655,0.27840420603752136,552,0.00025,0.0303955078125,,
182.38,95,140,8.47,286720,2988,0.2,-0.003824475745204836,0.6717537045478821,-0.47487868182361126,0.0049633468,0.7848432995378971,0.36960047483444214,556,0.00025,0.072998046875,,
181.98,96,141,8.56,288768,2988,0.2,-0.0006468204082921147,0.7242525219917297,-0.481775039806962,0.008877911,0.6311045251786709,0.31018540263175964,560,0.00025,0.11474609375,,
182.15,97,142,8.57,290816,2989,0.2,-0.003161160566378385,0.7800081372261047,-0.46763712354004383,0.0061572473,0.5676293857395649,0.2335861325263977,564,0.00025,0.0673828125,,
181.86,97,143,8.52,292864,2989,0.2,-0.0028767012991011143,0.7411578893661499,-0.46088406443595886,0.004800657,0.6134128496050835,0.2907593250274658,568,0.00025,0.0382080078125,,
182.73,98,144,8.55,294912,2989,0.2,-0.0014991372590884566,0.6831707954406738,-0.4617732409387827,0.005347828,0.6139164790511131,0.3328182101249695,572,0.00025,0.0606689453125,,
180.0,99,145,8.34,296960,2990,0.2,0.009375474095577374,0.776317834854126,-0.46935884468257427,0.035356194,0.5359608717262745,0.289912611246109,576,0.00025,0.202880859375,,
180.29,99,146,8.31,299008,2990,0.2,0.00033201160840690136,0.6886163949966431,-0.43658933974802494,0.005422834,0.772667583078146,0.3971175253391266,580,0.00025,0.107421875,,
,,,,300000,,0.2,-0.0024333783658221364,0.7097170352935791,-0.48729864694178104,0.0036821943,0.7313634231686592,0.32936710119247437,584,0.00025,0.0345458984375,8.05,187.3
180.03,44,147,8.26,301056,6815,,,,,,,,,,,,
178.2,44,148,8.17,303104,6816,0.2,-0.0019197715446352959,0.7609307169914246,-0.520222894847393,0.0052367677,0.5567233189940453,0.2212621122598648,588,0.00025,0.062744140625,,
