time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/n_updates,train/clip_fraction,train/entropy_loss,train/learning_rate,train/explained_variance,train/value_loss,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/approx_kl,train/clip_range,train/loss,eval/mean_reward,eval/mean_ep_length
856,1800192,879,2102,3512,0.1763916015625,-0.7918486185371876,0.00018578057142857143,0.6395549178123474,0.16166031220927835,-0.004187293627182953,-12.37,4437.23,0.0033354429,0.07431222857142858,0.049750905483961105,,
856,1802240,880,2104,3516,0.1622314453125,-0.7875950746238232,0.00018570742857142858,0.6632576584815979,0.14188038581050932,-0.005156353610800579,-12.41,4438.16,0.0027067652,0.07428297142857143,0.04710610583424568,,
856,1804288,881,2106,3520,0.1640625,-0.7977244984358549,0.0001856342857142857,0.6184106469154358,0.14309281576424837,-0.003190757124684751,-12.49,4422.02,0.0032703297,0.07425371428571428,0.04484580457210541,,
856,1806336,882,2108,3524,0.156005859375,-0.8026761449873447,0.00018556114285714288,0.5599086284637451,0.1252105764579028,-0.003898631897754967,-12.47,4424.29,0.002764951,0.07422445714285715,0.037613395601511,,
856,1808384,883,2110,3528,0.156005859375,-0.806303609162569,0.00018548799999999998,0.5228976011276245,0.13868066063150764,-0.005399762361776084,-12.4,4429.83,0.0045411596,0.0741952,0.05067553371191025,,
856,1810432,884,2113,3532,0.1571044921875,-0.8353356905281544,0.00018541485714285716,0.5889697074890137,0.13160512153990567,-0.004529851998086087,-12.42,4446.18,0.00292056,0.07416594285714287,0.041791290044784546,,
856,1812480,885,2115,3536,0.16455078125,-0.8382688332349062,0.0001853417142857143,0.5566914081573486,0.12555596232414246,-0.004762518467032351,-12.42,4446.18,0.0067740725,0.07413668571428571,0.0334145650267601,,
856,1814528,886,2117,3540,0.181640625,-0.7915861625224352,0.00018526857142857144,0.5401915311813354,0.1558771540876478,-0.0038564454880543053,-12.47,4430.14,0.00362339,0.07410742857142859,0.056090764701366425,,
857,1816576,887,2119,3544,0.15478515625,-0.8040047436952591,0.00018519542857142857,0.6246595978736877,0.14104422740638256,-0.0022620501986239105,-12.4,4433.52,0.0029110042,0.07407817142857143,0.04417327046394348,,
857,1818624,888,2121,3548,0.1573486328125,-0.8346037343144417,0.00018512228571428572,0.495517373085022,0.15681980061344802,-0.0039715871680527925,-12.38,4436.92,0.003227225,0.07404891428571429,0.04056496545672417,,
857,1820672,889,2123,3552,0.1883544921875,-0.8204141166061163,0.00018504914285714287,0.48633337020874023,0.15456330147571862,-0.005307698913384229,-12.38,4431.71,0.00344186,0.07401965714285715,0.05099218338727951,,
857,1822720,890,2126,3556,0.1649169921875,-0.8230332117527723,0.000184976,0.6144780516624451,0.13709636125713587,-0.004361403262009844,-12.36,4436.42,0.002987803,0.0739904,0.02882480062544346,,
857,1824768,891,2128,3560,0.1673583984375,-0.8070523384958506,0.00018490285714285715,0.5015668869018555,0.17292404267936945,-0.002789937483612448,-12.38,4427.85,0.0035914592,0.07396114285714286,0.06446852535009384,,
857,1826816,892,2130,3564,0.1844482421875,-0.8261309079825878,0.0001848297142857143,0.5402920246124268,0.1842418280430138,-0.0036096472176723182,-12.31,4437.33,0.003159782,0.07393188571428572,0.06200849264860153,,
857,1828864,893,2132,3568,0.21923828125,-0.8152403552085161,0.00018475657142857143,0.45154625177383423,0.1402230823878199,-0.0013767934869974852,-12.42,4409.79,0.0040012076,0.07390262857142858,0.04605457931756973,,
857,1830912,894,2135,3572,0.1881103515625,-0.8172815181314945,0.00018468342857142856,0.5708886384963989,0.10806308081373572,-0.005464195404783823,-12.24,4436.3,0.0035480529,0.07387337142857142,0.030112721025943756,,
857,1832960,895,2137,3576,0.1759033203125,-0.8168850857764482,0.00018461028571428574,0.5755034685134888,0.15071739442646503,-0.004142803722061217,-12.3,4433.95,0.0035393946,0.07384411428571429,0.05068511515855789,,
857,1835008,896,2139,3580,0.1788330078125,-0.8199318274855614,0.00018453714285714283,0.5152498483657837,0.15191370248794556,-0.004414715775055811,-12.25,4456.37,0.0033125752,0.07381485714285714,0.05489611625671387,,
857,1837056,897,2141,3584,0.1490478515625,-0.8026185780763626,0.00018446400000000001,0.4692647457122803,0.15201596007682383,-0.005340918811270967,-12.25,4456.37,0.003266083,0.0737856,0.056873153895139694,,
857,1839104,898,2143,3588,0.1737060546875,-0.805747764185071,0.00018439085714285714,0.6011513471603394,0.15119074820540845,-0.004252591461408883,-12.2,4464.46,0.0027411547,0.07375634285714286,0.04373905062675476,,
857,1841152,899,2146,3592,0.180908203125,-0.8244621399790049,0.0001843177142857143,0.5912032723426819,0.15748010808601975,-0.004753218658152036,-12.26,4443.15,0.004092464,0.07372708571428571,0.06482812762260437,,
858,1843200,900,2148,3596,0.17822265625,-0.8185198754072189,0.00018424457142857142,0.5551642775535583,0.16782544273883104,-0.004595711012370884,-12.2,4455.57,0.0043009915,0.07369782857142858,0.04067239165306091,,
858,1845248,901,2150,3600,0.18017578125,-0.8514695111662149,0.00018417142857142857,0.5531967878341675,0.15440340782515705,-0.003524117899360135,-12.22,4456.17,0.0031543472,0.07366857142857143,0.06098774075508118,,
858,1847296,902,2152,3604,0.1927490234375,-0.7868028935045004,0.00018409828571428572,0.4768220782279968,0.187155666295439,-0.002901283442042768,-12.12,4462.81,0.0036716433,0.07363931428571428,0.06036984920501709,,
858,1849344,903,2154,3608,0.1683349609375,-0.7985875569283962,0.00018402514285714285,0.5963205099105835,0.16179811186157167,-0.004257764667272568,-12.22,4452.4,0.0038858615,0.07361005714285715,0.043797556310892105,,
858,1851392,904,2157,3612,0.1593017578125,-0.7922485582530499,0.000183952,0.6547442674636841,0.12992256158031523,-0.004718229189165868,-12.04,4487.44,0.0035546268,0.0735808,0.028401589021086693,,
858,1853440,905,2159,3616,0.1759033203125,-0.7834705021232367,0.00018387885714285716,0.5922471284866333,0.15883590141311288,-0.0036232860293239355,-11.94,4508.09,0.0037425482,0.07355154285714287,0.045428238809108734,,
858,1855488,906,2161,3620,0.1795654296875,-0.7510537393391132,0.0001838057142857143,0.6327544450759888,0.14882823475636542,-0.003369207202922553,-11.8,4522.11,0.003599857,0.07352228571428572,0.054882992058992386,,
858,1857536,907,2163,3624,0.17578125,-0.7650585174560547,0.0001837325714285714,0.5715138912200928,0.15781865315511823,-0.0034417059214320034,-11.88,4519.84,0.004277849,0.07349302857142857,0.048144228756427765,,
858,1859584,908,2165,3628,0.1683349609375,-0.7741425391286612,0.0001836594285714286,0.5649181604385376,0.16874164529144764,-0.0037864261103095487,-11.82,4522.12,0.003259091,0.07346377142857144,0.05274645984172821,,
858,1861632,909,2167,3632,0.1805419921875,-0.7676215097308159,0.0001835862857142857,0.42549169063568115,0.22549391584470868,-0.0038285253540379927,-11.82,4522.12,0.0040960955,0.07343451428571428,0.08779334276914597,,
858,1863680,910,2170,3636,0.17626953125,-0.7650103997439146,0.00018351314285714287,0.5384212732315063,0.12588555249385536,-0.0034130861022276804,-11.83,4499.0,0.0037462618,0.07340525714285716,0.049556516110897064,,
858,1865728,911,2172,3640,0.16748046875,-0.7729794830083847,0.00018344,0.5457360148429871,0.1622017975896597,-0.003357529276399873,-11.73,4519.17,0.0028065254,0.073376,0.05495472624897957,,
858,1867776,912,2174,3644,0.152099609375,-0.76713409088552,0.00018336685714285714,0.6446520090103149,0.1581921016331762,-0.004957287339493632,-11.73,4517.11,0.0030839792,0.07334674285714286,0.049274396151304245,,
859,1869824,913,2176,3648,0.1549072265625,-0.7645088192075491,0.0001832937142857143,0.6531198024749756,0.18742642737925053,-0.004358215563115664,-11.76,4509.66,0.0033049774,0.07331748571428572,0.07486549764871597,,
859,1871872,914,2178,3652,0.1622314453125,-0.7727966997772455,0.00018322057142857142,0.576249361038208,0.17263728845864534,-0.002276278013596311,-11.76,4509.66,0.0030534503,0.07328822857142857,0.06657581776380539,,
859,1873920,915,2181,3656,0.1585693359375,-0.7823846284300089,0.00018314742857142858,0.4552624821662903,0.2043144153431058,-0.004673508112318814,-11.76,4509.66,0.0021741115,0.07325897142857143,0.07331962883472443,,
859,1875968,916,2183,3660,0.15673828125,-0.8261964023113251,0.00018307428571428573,0.5789849162101746,0.14605052070692182,-0.004995067982235923,-11.72,4520.55,0.002724283,0.07322971428571429,0.0437505729496479,,
859,1878016,917,2185,3664,0.1929931640625,-0.7858591917902231,0.00018300114285714285,0.6721746921539307,0.16359618050046265,-0.0034117886680178344,-11.59,4549.03,0.0031894802,0.07320045714285715,0.05945833772420883,,
859,1880064,918,2187,3668,0.18408203125,-0.7931778058409691,0.00018292799999999998,0.628192663192749,0.16659254161641002,-0.00442392029799521,-11.7,4523.64,0.004016599,0.07317119999999999,0.04623965546488762,,
859,1882112,919,2189,3672,0.1776123046875,-0.7900107242166996,0.00018285485714285716,0.7067098021507263,0.17429353762418032,-0.0029919720254838467,-11.49,4555.85,0.0028678617,0.07314194285714286,0.05418232083320618,,
859,1884160,920,2192,3676,0.18603515625,-0.7977694477885962,0.00018278171428571429,0.6501429080963135,0.17843402083963156,-0.0041152114572469145,-11.45,4575.1,0.0033972785,0.07311268571428571,0.06296136975288391,,
859,1886208,921,2194,3680,0.1444091796875,-0.7849783897399902,0.00018270857142857144,0.6130805611610413,0.17074602842330933,-0.0031890415702946484,-11.4,4588.54,0.0026177303,0.07308342857142858,0.06150589883327484,,
859,1888256,922,2196,3684,0.1761474609375,-0.8082267474383116,0.00018263542857142856,0.5578945279121399,0.14597091544419527,-0.003861101853544824,-11.32,4604.46,0.003549401,0.07305417142857143,0.05059221014380455,,
859,1890304,923,2198,3688,0.17626953125,-0.8029809482395649,0.00018256228571428574,0.5153031349182129,0.163469908060506,-0.00498844294634182,-11.39,4597.74,0.0029741689,0.0730249142857143,0.057922206819057465,,
859,1892352,924,2200,3692,0.17822265625,-0.8026154153048992,0.00018248914285714284,0.5804585218429565,0.15403524530120194,-0.003995067250798456,-11.39,4597.74,0.003991874,0.07299565714285715,0.048799268901348114,,
859,1894400,925,2202,3696,0.166015625,-0.814251909032464,0.000182416,0.5969546437263489,0.1467046900652349,-0.005417548061814159,-11.39,4593.78,0.002536459,0.0729664,0.04125446453690529,,
860,1896448,926,2205,3700,0.16845703125,-0.8292463514953852,0.00018234285714285715,0.6021099090576172,0.1895043351687491,-0.0035069465375272557,-11.31,4608.77,0.0031259838,0.07293714285714285,0.07664612680673599,,
860,1898496,927,2207,3704,0.1822509765625,-0.815775079652667,0.0001822697142857143,0.6686058640480042,0.1407434199936688,-0.005507744179340079,-11.26,4588.33,0.0038419028,0.07290788571428572,0.04320365563035011,,
860,1900544,928,2209,3708,0.188720703125,-0.8540630117058754,0.00018219657142857143,0.5255258679389954,0.1568457242101431,-0.0030045550083741546,-11.19,4601.98,0.0028971871,0.07287862857142857,0.046258024871349335,,
860,1902592,929,2211,3712,0.1737060546875,-0.8294893801212311,0.00018212342857142858,0.6561529040336609,0.15290820528753102,-0.004821062640985474,-11.33,4561.69,0.004056027,0.07284937142857144,0.046027641743421555,,
860,1904640,930,2213,3716,0.1805419921875,-0.796341810375452,0.00018205028571428573,0.5997178554534912,0.12382299429737031,-0.004857746811467223,-11.33,4561.69,0.0030304766,0.07282011428571429,0.03453966975212097,,
860,1906688,931,2216,3720,0.1627197265625,-0.8058206103742123,0.00018197714285714283,0.5318611860275269,0.18122624652460217,-0.0041312108805868775,-11.33,4561.69,0.003299999,0.07279085714285714,0.044351741671562195,,
860,1908736,932,2218,3724,0.171875,-0.8033837508410215,0.000181904,0.6328035593032837,0.15099547011777759,-0.003860065931803547,-11.28,4556.67,0.0031081582,0.07276160000000001,0.06533930450677872,,
860,1910784,933,2220,3728,0.1690673828125,-0.8016330301761627,0.00018183085714285714,0.6079683303833008,0.14653289667330682,-0.004463197023142129,-11.35,4532.18,0.0029368876,0.07273234285714285,0.04840165749192238,,
860,1912832,934,2222,3732,0.17822265625,-0.806775065138936,0.0001817577142857143,0.5750700235366821,0.1586514764931053,-0.0044835538865299895,-11.39,4519.96,0.0030705784,0.07270308571428573,0.042816758155822754,,
860,1914880,935,2224,3736,0.1793212890625,-0.7964231353253126,0.00018168457142857142,0.563380241394043,0.15722087491303682,-0.005110394267830998,-11.49,4501.0,0.0031280313,0.07267382857142857,0.04610896483063698,,
860,1916928,936,2226,3740,0.1748046875,-0.8343376386910677,0.0001816114285714286,0.43374866247177124,0.1770538566634059,-0.0027185898725292645,-11.37,4502.97,0.0031479343,0.07264457142857143,0.04989299178123474,,
860,1918976,937,2229,3744,0.2000732421875,-0.8320639412850142,0.00018153828571428572,0.7214115858078003,0.14700640086084604,-0.0029421959188766778,-11.24,4508.7,0.002680338,0.07261531428571429,0.039544571191072464,,
860,1921024,938,2231,3748,0.1568603515625,-0.8166416622698307,0.00018146514285714285,0.6518241167068481,0.12684044241905212,-0.005195774923777208,-11.24,4508.7,0.004699352,0.07258605714285714,0.03796720504760742,,
861,1923072,939,2233,3752,0.2054443359375,-0.8175025843083858,0.000181392,0.6401681900024414,0.14637367869727314,-0.0049013452953659,-11.24,4508.7,0.0039680502,0.0725568,0.040205150842666626,,
861,1925120,940,2235,3756,0.1846923828125,-0.820135835558176,0.00018131885714285715,0.5924979448318481,0.15914204763248563,-0.005109237565193325,-11.25,4500.05,0.0035211192,0.07252754285714286,0.05097244307398796,,
861,1927168,941,2237,3760,0.1929931640625,-0.8316650371998549,0.00018124571428571428,0.5224077105522156,0.1422555751632899,-0.004473086883081123,-11.2,4521.09,0.0041343207,0.07249828571428572,0.03227820247411728,,
861,1929216,942,2240,3764,0.2174072265625,-0.8410410843789577,0.00018117257142857143,0.6019166707992554,0.15123898349702358,-0.0035665584728121758,-11.28,4517.46,0.004046403,0.07246902857142858,0.04459701105952263,,
861,1931264,943,2242,3768,0.1884765625,-0.8548234570771456,0.00018109942857142859,0.6900536417961121,0.1710834358818829,-0.005714180108043365,-11.34,4513.23,0.0032328595,0.07243977142857143,0.067668616771698,,
861,1933312,944,2244,3772,0.1778564453125,-0.8306927066296339,0.0001810262857142857,0.5475103855133057,0.17601470602676272,-0.004513690582825802,-11.33,4494.61,0.0031141958,0.07241051428571428,0.05626942962408066,,
861,1935360,945,2246,3776,0.173828125,-0.8544325400143862,0.00018095314285714286,0.45359617471694946,0.15497078676708043,-0.0025184168480336666,-11.26,4501.65,0.0032538217,0.07238125714285715,0.06336900591850281,,
861,1937408,946,2248,3780,0.17724609375,-0.8377382531762123,0.00018088,0.5526688098907471,0.1538125758524984,-0.005749550138716586,-11.26,4501.65,0.003196748,0.072352,0.04864363372325897,,
861,1939456,947,2251,3784,0.161865234375,-0.8271651137620211,0.00018080685714285717,0.5279155969619751,0.16069930815137923,-0.005051682121120393,-11.14,4521.01,0.0026351518,0.07232274285714287,0.0533420629799366,,
861,1941504,948,2253,3788,0.19091796875,-0.8341604117304087,0.00018073371428571427,0.5623595714569092,0.15464844787493348,-0.004184784076642245,-11.17,4512.61,0.0031593326,0.07229348571428572,0.0548076294362545,,
861,1943552,949,2255,3792,0.1954345703125,-0.831667372956872,0.00018066057142857145,0.5067921280860901,0.14955664449371397,-0.003384163195732981,-11.17,4512.61,0.0026920647,0.07226422857142858,0.048853591084480286,,
861,1945600,950,2257,3796,0.1566162109375,-0.8095231112092733,0.00018058742857142857,0.5741713047027588,0.18504812009632587,-0.0033714191376930103,-11.26,4509.44,0.002615855,0.07223497142857142,0.0693696141242981,,
861,1947648,951,2259,3800,0.1849365234375,-0.8576854318380356,0.00018051428571428573,0.6351528167724609,0.13954770495183766,-0.004652946925489232,-11.23,4506.57,0.003287788,0.07220571428571429,0.04609811305999756,,
861,1949696,952,2262,3804,0.17333984375,-0.8620857559144497,0.00018044114285714285,0.5117455720901489,0.16738615650683641,-0.00536755527718924,-11.22,4504.5,0.00308302,0.07217645714285714,0.051510442048311234,,
861,1951744,953,2264,3808,0.179931640625,-0.8468678817152977,0.000180368,0.5732613801956177,0.16202467144466937,-0.004620449151843786,-11.23,4486.73,0.004045751,0.07214720000000001,0.05887450650334358,,
862,1953792,954,2266,3812,0.1968994140625,-0.8794244434684515,0.00018029485714285716,0.5403603315353394,0.21653542388230562,-0.0025299476401414722,-11.21,4504.72,0.002641317,0.07211794285714286,0.09410449117422104,,
862,1955840,955,2268,3816,0.191162109375,-0.8586961701512337,0.00018022171428571428,0.5967063903808594,0.17112999688833952,-0.004182054748525843,-11.05,4528.5,0.0037726858,0.07208868571428571,0.06071235239505768,,
862,1957888,956,2270,3820,0.158447265625,-0.8490677289664745,0.00018014857142857144,0.5985031127929688,0.1705478960648179,-0.005200308398343623,-10.93,4548.16,0.0031831255,0.07205942857142858,0.048087142407894135,,
862,1959936,957,2273,3824,0.1717529296875,-0.858139168471098,0.00018007542857142856,0.4668182134628296,0.17572664422914386,-0.004911246811388992,-10.93,4548.16,0.003015211,0.07203017142857142,0.05506191775202751,,
862,1961984,958,2275,3828,0.1932373046875,-0.8715903535485268,0.00018000228571428574,0.4893907308578491,0.18561550695449114,-0.004068655078299344,-10.94,4544.26,0.0032504527,0.0720009142857143,0.05594274401664734,,
862,1964032,959,2277,3832,0.1724853515625,-0.8717657681554556,0.00017992914285714284,0.5387019515037537,0.19985094806179404,-0.0045560323633253574,-11.28,4449.24,0.0035639321,0.07197165714285714,0.07302303612232208,,
862,1966080,960,2279,3836,0.1925048828125,-0.8838298562914133,0.00017985600000000002,0.5922684669494629,0.14634358743205667,-0.005325821664882824,-11.26,4451.99,0.0037243818,0.0719424,0.05262869596481323,,
862,1968128,961,2281,3840,0.1702880859375,-0.8690010067075491,0.00017978285714285715,0.5517011880874634,0.16120971855707467,-0.004240544119966216,-11.26,4451.99,0.0027084954,0.07191314285714286,0.05461695417761803,,
862,1970176,962,2284,3844,0.1705322265625,-0.844133922830224,0.0001797097142857143,0.6341472864151001,0.18132533598691225,-0.005301706783939153,-11.22,4455.07,0.0038841767,0.07188388571428572,0.06969395279884338,,
862,1972224,963,2286,3848,0.1929931640625,-0.8951252233237028,0.00017963657142857143,0.4264758825302124,0.2474557189270854,-0.0037053354462841526,-11.22,4451.64,0.0031374749,0.07185462857142857,0.06895531713962555,,
862,1974272,964,2288,3852,0.1680908203125,-0.9174801483750343,0.00017956342857142858,0.5500902533531189,0.15077037224546075,-0.004094519536010921,-11.5,4396.04,0.0027804333,0.07182537142857143,0.041317712515592575,,
862,1976320,965,2290,3856,0.2130126953125,-0.9082559179514647,0.0001794902857142857,0.5119110345840454,0.19714239379391074,-0.0031981912907212973,-11.38,4396.86,0.0048593753,0.0717961142857143,0.05703017860651016,,
862,1978368,966,2292,3860,0.1605224609375,-0.8983159102499485,0.00017941714285714286,0.6137129664421082,0.19714254327118397,-0.0056227485329145566,-11.5,4377.76,0.002725498,0.07176685714285715,0.06311032176017761,,
862,1980416,967,2295,3864,0.166748046875,-0.9007297474890947,0.000179344,0.6296752095222473,0.18565769353881478,-0.00544163043377921,-11.5,4386.49,0.0031415035,0.0717376,0.05881727486848831,,
862,1982464,968,2297,3868,0.180419921875,-0.9103197306394577,0.00017927085714285716,0.4730144143104553,0.17512603057548404,-0.004502639960264787,-11.5,4386.49,0.0028317953,0.07170834285714286,0.052257999777793884,,
863,1984512,969,2299,3872,0.1617431640625,-0.8964790999889374,0.0001791977142857143,0.5943593382835388,0.1498988624662161,-0.005194951954763383,-11.49,4391.08,0.0024087895,0.07167908571428572,0.03751475736498833,,
863,1986560,970,2301,3876,0.1658935546875,-0.8948517236858606,0.00017912457142857141,0.48366594314575195,0.1576247438788414,-0.005126801697770134,-11.62,4370.19,0.003357334,0.07164982857142857,0.04784034937620163,,
863,1988608,971,2303,3880,0.2177734375,-0.9337255638092756,0.0001790514285714286,0.4705667495727539,0.1457570621278137,-0.0037335614615585655,-11.52,4382.64,0.003942157,0.07162057142857144,0.049589935690164566,,
863,1990656,972,2305,3884,0.1763916015625,-0.9237680919468403,0.0001789782857142857,0.6118243932723999,0.13369754725135863,-0.005093211366329342,-11.55,4389.48,0.0024657105,0.07159131428571429,0.03133513033390045,,
863,1992704,973,2308,3888,0.1602783203125,-0.8784055504947901,0.00017890514285714287,0.529149055480957,0.14477094588801265,-0.0047882255603326485,-11.57,4379.7,0.002708121,0.07156205714285716,0.03665410727262497,,
863,1994752,974,2310,3892,0.1783447265625,-0.9022929463535547,0.000178832,0.56009840965271,0.18397258734330535,-0.004999960437999107,-11.56,4379.04,0.003521757,0.0715328,0.07257349044084549,,
863,1996800,975,2312,3896,0.15185546875,-0.9019056055694818,0.00017875885714285715,0.4748256802558899,0.19594869576394558,-0.005543023318750784,-11.56,4379.04,0.002391227,0.07150354285714286,0.06241033226251602,,
863,1998848,976,2314,3900,0.1697998046875,-0.909278679639101,0.00017868571428571428,0.5848990082740784,0.18461897410452366,-0.005546686035813764,-11.47,4392.04,0.004068722,0.07147428571428571,0.06576747447252274,,
,2000000,,,3904,0.175048828125,-0.9130985494703054,0.00017861257142857143,0.4971271753311157,0.18629638012498617,-0.004424126324011013,,,0.0036478296,0.07144502857142858,0.05860251188278198,-9.6,4707.95
851,2000896,977,2350,,,,,,,,-11.43,4393.68,,,,,
851,2002944,978,2352,3908,0.1702880859375,-0.8814428448677063,0.00017853942857142858,0.5145778059959412,0.2101582270115614,-0.002739704475970939,-11.47,4383.05,0.0031326688,0.07141577142857143,0.08040226250886917,,
851,2004992,979,2354,3912,0.2003173828125,-0.8791661821305752,0.0001784662857142857,0.6285863518714905,0.17611460573971272,-0.0036752793821506202,-11.56,4360.89,0.0034381906,0.07138651428571428,0.06675845384597778,,
851,2007040,980,2356,3916,0.20556640625,-0.9013997130095959,0.00017839314285714286,0.6354868412017822,0.17232211446389556,-0.005123091788846068,-11.61,4344.71,0.00326472,0.07135725714285715,0.0434831902384758,,
851,2009088,981,2358,3920,0.1904296875,-0.8753342386335135,0.00017832000000000001,0.5127080678939819,0.17500346177257597,-0.003970907840994187,-11.65,4333.76,0.0039774794,0.071328,0.06451082974672318,,
851,2011136,982,2361,3924,0.178466796875,-0.900390675291419,0.00017824685714285717,0.42884141206741333,0.17119157640263438,-0.004105158717720769,-11.6,4340.11,0.003314136,0.07129874285714287,0.04815176874399185,,
851,2013184,983,2363,3928,0.2030029296875,-0.8743327055126429,0.00017817371428571427,0.5338701009750366,0.1360840534325689,-0.0066324266663286835,-11.57,4354.47,0.0033740418,0.07126948571428571,0.040987733751535416,,
851,2015232,984,2365,3932,0.193359375,-0.8594994693994522,0.00017810057142857145,0.514480710029602,0.17202540254220366,-0.005148909709532745,-11.54,4347.51,0.0040993826,0.07124022857142857,0.05518080294132233,,
851,2017280,985,2367,3936,0.1890869140625,-0.8634267188608646,0.00017802742857142857,0.5431681275367737,0.1487658240366727,-0.0050183623970951885,-11.54,4347.51,0.0040122773,0.07121097142857143,0.051626041531562805,,
852,2019328,986,2369,3940,0.19873046875,-0.8948159348219633,0.00017795428571428572,0.552196741104126,0.1361752161756158,-0.004300614295061678,-11.44,4380.28,0.0031251316,0.07118171428571429,0.04576673358678818,,
852,2021376,987,2372,3944,0.177978515625,-0.8737017028033733,0.00017788114285714285,0.40837782621383667,0.1528018198441714,-0.00459788873558864,-11.44,4391.43,0.002828371,0.07115245714285715,0.047741249203681946,,
852,2023424,988,2374,3948,0.212646484375,-0.8856717329472303,0.000177808,0.5580911636352539,0.1804684833623469,-0.003366750490386039,-11.36,4398.45,0.0042459927,0.0711232,0.056948114186525345,,
852,2025472,989,2376,3952,0.17578125,-0.8689461555331945,0.00017773485714285716,0.44517338275909424,0.16902354452759027,-0.004665791246225126,-11.34,4410.33,0.0033230186,0.07109394285714286,0.047996886074543,,
852,2027520,990,2378,3956,0.1749267578125,-0.8691395632922649,0.00017766171428571428,0.4419028162956238,0.1876245103776455,-0.003721579589182511,-11.34,4410.33,0.004491985,0.07106468571428572,0.07450132071971893,,
852,2029568,991,2380,3960,0.19140625,-0.8753671385347843,0.00017758857142857143,0.49695098400115967,0.19356959918513894,-0.004053244410897605,-11.3,4416.03,0.003235836,0.07103542857142857,0.06946416199207306,,
852,2031616,992,2383,3964,0.1937255859375,-0.8900688719004393,0.0001775154285714286,0.597200870513916,0.15274280938319862,-0.005665034957928583,-11.17,4424.9,0.004204798,0.07100617142857144,0.047333166003227234,,
852,2033664,993,2385,3968,0.1790771484375,-0.8912982624024153,0.0001774422857142857,0.7005883455276489,0.13126743491739035,-0.005062180483946577,-11.17,4420.95,0.0038833884,0.07097691428571429,0.04003346711397171,,
852,2035712,994,2387,3972,0.1845703125,-0.8977567218244076,0.00017736914285714284,0.6301337480545044,0.19390094000846148,-0.004113235307158902,-11.11,4402.47,0.0032167353,0.07094765714285714,0.08291186392307281,,
852,2037760,995,2389,3976,0.163330078125,-0.8681112434715033,0.00017729600000000002,0.6381347179412842,0.17771281022578478,-0.005079604306956753,-11.05,4390.49,0.002742682,0.0709184,0.054068341851234436,,
852,2039808,996,2391,3980,0.1717529296875,-0.8724187929183245,0.00017722285714285712,0.6062648296356201,0.1586838758084923,-0.0063961126579670236,-11.05,4390.49,0.002913272,0.07088914285714286,0.041769273579120636,,
852,2041856,997,2394,3984,0.1796875,-0.8514730483293533,0.0001771497142857143,0.5977141261100769,0.15337216993793845,-0.0046290807804325595,-11.07,4384.24,0.002952402,0.07085988571428573,0.06363548338413239,,
852,2043904,998,2396,3988,0.1661376953125,-0.8679632935672998,0.00017707657142857142,0.6071059703826904,0.15668691648170352,-0.004652354866266251,-11.05,4395.33,0.0025789812,0.07083062857142856,0.046221159398555756,,
853,2045952,999,2398,3992,0.220703125,-0.8712347000837326,0.0001770034285714286,0.6098381876945496,0.16471812827512622,-0.003457712722592987,-11.04,4365.25,0.0039596274,0.07080137142857144,0.0628037229180336,,
853,2048000,1000,2400,3996,0.190673828125,-0.8722708355635405,0.0001769302857142857,0.6274460554122925,0.15835780440829694,-0.004896620404906571,-11.01,4371.8,0.0029671844,0.07077211428571428,0.03589761629700661,,
853,2050048,1001,2402,4000,0.1636962890625,-0.8667441792786121,0.00017685714285714285,0.5207863450050354,0.18158182594925165,-0.00498987156606745,-10.98,4382.02,0.003289668,0.07074285714285715,0.07394861429929733,,
853,2052096,1002,2404,4004,0.2119140625,-0.8892984949052334,0.000176784,0.6107542514801025,0.12796628032810986,-0.004432982212165371,-10.97,4387.41,0.0040491777,0.0707136,0.03998412936925888,,
853,2054144,1003,2407,4008,0.19775390625,-0.8868611101061106,0.00017671085714285713,0.5463700294494629,0.16638854891061783,-0.00515125654055737,-10.77,4406.96,0.0035697506,0.07068434285714285,0.05042571201920509,,
853,2056192,1004,2409,4012,0.191650390625,-0.8740807995200157,0.00017663771428571429,0.5975039005279541,0.2026765733025968,-0.004297257546568289,-10.82,4395.29,0.002799068,0.07065508571428572,0.0695124939084053,,
853,2058240,1005,2411,4016,0.177001953125,-0.8860847111791372,0.00017656457142857144,0.6311730146408081,0.16285877721384168,-0.005919649469433352,-10.71,4420.04,0.0028075222,0.07062582857142857,0.05694034323096275,,
853,2060288,1006,2413,4020,0.1622314453125,-0.8830209914594889,0.0001764914285714286,0.6456865072250366,0.16499629570171237,-0.0063298262830358,-10.64,4439.66,0.002866751,0.07059657142857144,0.05663242191076279,,
853,2062336,1007,2415,4024,0.1690673828125,-0.8906593285501003,0.0001764182857142857,0.6013874411582947,0.18981504021212459,-0.005527693603653461,-10.62,4437.59,0.0027895072,0.07056731428571428,0.05497211217880249,,
853,2064384,1008,2418,4028,0.2080078125,-0.8946834616363049,0.00017634514285714287,0.394744873046875,0.2063421835191548,-0.0035692590463440865,-10.62,4406.19,0.0030581034,0.07053805714285714,0.06675232946872711,,
853,2066432,1009,2420,4032,0.1893310546875,-0.9028709884732962,0.000176272,0.6251403093338013,0.16129567939788103,-0.004871869052294642,-10.77,4368.93,0.0030218535,0.0705088,0.045371707528829575,,
