time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,train/clip_fraction,train/explained_variance,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
9496,105.12,647168,320.48,68,316,0.1170654296875,0.44576704502105713,993.4420166015625,1260,-0.8178847394883633,0.002344809821806848,2401.0243911743164,0.2,0.00025,0.020224197,,
9497,108.08,649216,332.32,68,317,0.2418212890625,0.42843544483184814,1132.737060546875,1264,-0.8971910960972309,0.008566386066377163,2380.399185180664,0.2,0.00025,0.03272401,,
9498,109.28,651264,337.12,68,318,0.2977294921875,0.4772374629974365,1333.4813232421875,1268,-0.7888109125196934,0.006449927022913471,2594.742645263672,0.2,0.00025,0.03527693,,
9498,110.96,653312,343.84,68,319,0.659423828125,0.3657333254814148,1462.1199951171875,1272,-0.740043144673109,0.05477095692185685,3273.1206817626953,0.2,0.00025,0.05929842,,
9499,118.24,655360,372.96,68,320,0.2789306640625,0.22463691234588623,946.5943603515625,1276,-0.9444639384746552,0.011865571141242981,2340.568534851074,0.2,0.00025,0.019958448,,
9500,122.88,657408,391.52,69,321,0.213623046875,0.03465157747268677,1279.8377685546875,1280,-1.0146567299962044,0.006204913806868717,2533.9062881469727,0.2,0.00025,0.012631183,,
9500,123.52,659456,394.08,69,322,0.185791015625,0.29358088970184326,1538.6763916015625,1284,-1.0198789052665234,0.0032059293298516423,2801.0369262695312,0.2,0.00025,0.023430439,,
9501,120.08,661504,380.32,69,323,0.0809326171875,0.2227591872215271,1778.622802734375,1288,-0.8714138828217983,0.0029432283190544695,3985.603073120117,0.2,0.00025,0.01080304,,
9502,120.72,663552,382.88,69,324,0.4276123046875,0.13554984331130981,1832.775146484375,1292,-0.7715438194572926,0.030189576122211292,4105.805511474609,0.2,0.00025,0.2166085,,
9503,115.68,665600,362.72,70,325,0.199951171875,0.21649348735809326,2017.6097412109375,1296,-0.7488808780908585,0.011728779471013695,3769.805404663086,0.2,0.00025,0.04035161,,
9503,106.56,667648,326.24,70,326,0.053955078125,0.18117934465408325,1925.92578125,1300,-0.3390214629471302,0.001943904790095985,4425.418563842773,0.2,0.00025,0.012672365,,
9504,105.2,669696,320.8,70,327,0.0245361328125,0.14651376008987427,2432.152587890625,1304,-0.28495860286056995,0.0006213966698851436,4548.667816162109,0.2,0.00025,0.0020168582,,
9505,104.48,671744,317.92,70,328,0.0242919921875,0.1919393539428711,2259.920166015625,1308,-0.20179507415741682,0.0037109357654117048,4503.417572021484,0.2,0.00025,0.0076565356,,
9505,100.56,673792,302.24,70,329,0.0072021484375,0.117084801197052,2422.8896484375,1312,-0.08782842149958014,0.00048113445518538356,4589.220794677734,0.2,0.00025,0.0009830435,,
9506,98.88,675840,295.52,71,330,0.00927734375,0.16111606359481812,2132.83642578125,1316,-0.09253222518600523,0.0008004277478903532,4371.070495605469,0.2,0.00025,0.003913801,,
9506,96.72,677888,286.88,71,331,0.0162353515625,0.16487419605255127,1986.759521484375,1320,-0.12618558667600155,0.0020174984238110483,4050.290512084961,0.2,0.00025,0.003292292,,
9507,96.72,679936,286.88,71,332,0.0205078125,0.23980295658111572,1491.5457763671875,1324,-0.17738635698333383,0.002075689088087529,3318.9100952148438,0.2,0.00025,0.006145463,,
9508,96.48,681984,285.92,71,333,0.006103515625,0.16709178686141968,1588.4058837890625,1328,-0.12644716259092093,-0.0005495295918080956,3610.261505126953,0.2,0.00025,0.0007848935,,
9508,96.48,684032,285.92,71,334,0.0076904296875,0.20470571517944336,2201.310546875,1332,-0.1295721586793661,0.0008726975647732615,3646.1012268066406,0.2,0.00025,0.001678484,,
9509,96.48,686080,285.92,72,335,0.0052490234375,0.21482670307159424,1913.116943359375,1336,-0.056083704344928265,9.062266326509416e-05,3534.2952728271484,0.2,0.00025,0.0019090823,,
9509,96.72,688128,286.88,72,336,0.005126953125,0.2555752992630005,1852.4537353515625,1340,-0.04005566751584411,0.0017235133855137974,3611.921127319336,0.2,0.00025,0.00063330727,,
9510,96.72,690176,286.88,72,337,0.0059814453125,0.28385645151138306,1798.0533447265625,1344,-0.06488335388712585,0.0006529808742925525,3620.3731079101562,0.2,0.00025,0.00076574914,,
9510,96.96,692224,287.84,72,338,0.0013427734375,0.2702977657318115,1939.68798828125,1348,-0.032247763709165156,0.0011700056784320623,3550.024658203125,0.2,0.00025,0.00079239416,,
9511,96.96,694272,287.84,72,339,0.003173828125,0.3087959885597229,2017.6689453125,1352,-0.04036599420942366,-0.0006248220452107489,3293.750961303711,0.2,0.00025,0.0005047661,,
9511,96.96,696320,287.84,73,340,0.0045166015625,0.3433060050010681,1988.896240234375,1356,-0.06197279901243746,0.001258967531612143,3668.462158203125,0.2,0.00025,0.0024948877,,
9512,96.96,698368,287.84,73,341,0.003662109375,0.3414973020553589,1538.5426025390625,1360,-0.03765388857573271,-0.00100827804999426,3542.4916076660156,0.2,0.00025,0.0008672391,,
9513,97.36,700416,289.44,73,342,0.0086669921875,0.4090368151664734,1366.5711669921875,1364,-0.05526432814076543,-0.0007165243732742965,2845.680130004883,0.2,0.00025,0.0023318182,,
9513,97.36,702464,289.44,73,343,0.0101318359375,0.41338711977005005,1471.4390869140625,1368,-0.06462816265411675,0.0012248140119481832,3039.545684814453,0.2,0.00025,0.0018752824,,
9514,97.6,704512,290.4,74,344,0.0087890625,0.5067044496536255,1063.22998046875,1372,-0.06736844731494784,-0.00032385869417339563,2566.052749633789,0.2,0.00025,0.0015359544,,
9514,98.56,706560,294.24,74,345,0.0059814453125,0.5692771673202515,868.9591064453125,1376,-0.062424465315416455,0.0002748779661487788,2179.883674621582,0.2,0.00025,0.004107552,,
9515,99.28,708608,297.12,74,346,0.03125,0.6292287111282349,952.50390625,1380,-0.11514988774433732,-0.0031471902766497806,1992.667137145996,0.2,0.00025,0.006807898,,
9516,99.36,710656,297.44,74,347,0.0260009765625,0.6770626306533813,861.7581176757812,1384,-0.12749165063723922,-0.0012788134481525049,1763.8616638183594,0.2,0.00025,0.0018503118,,
9516,100.32,712704,301.28,74,348,0.01171875,0.6749931573867798,868.5769653320312,1388,-0.07071673311293125,-0.0008655191631987691,1855.6415252685547,0.2,0.00025,0.0013340227,,
9517,100.8,714752,303.2,75,349,0.05810546875,0.7823680639266968,644.5199584960938,1392,-0.16376219503581524,-0.00463246158324182,1475.6161270141602,0.2,0.00025,0.008080107,,
9517,100.8,716800,303.2,75,350,0.059326171875,0.6936581134796143,982.7155151367188,1396,-0.16423842450603843,0.008060533669777215,2154.626998901367,0.2,0.00025,0.007628538,,
9518,100.08,718848,300.32,75,351,0.0279541015625,0.7442276477813721,796.6314086914062,1400,-0.13131385715678334,0.0003362254938110709,1806.465461730957,0.2,0.00025,0.012235322,,
9518,101.52,720896,306.08,75,352,0.030029296875,0.7060778737068176,736.5560913085938,1404,-0.17180126020684838,0.00167663607862778,1774.814598083496,0.2,0.00025,0.01399896,,
9519,101.28,722944,305.12,75,353,0.023681640625,0.7388532161712646,1052.8885498046875,1408,-0.17037292383611202,0.0032265648478642106,2051.52645111084,0.2,0.00025,0.0031422055,,
9520,101.28,724992,305.12,76,354,0.0155029296875,0.7469842433929443,1017.628173828125,1412,-0.13749840715900064,0.0009605503582861274,1836.9972610473633,0.2,0.00025,0.00608172,,
9520,100.8,727040,303.2,76,355,0.0225830078125,0.7871425151824951,1087.700927734375,1416,-0.11469081044197083,0.006419553916202858,1712.2413177490234,0.2,0.00025,0.0067668566,,
9521,101.76,729088,307.04,76,356,0.0184326171875,0.7530283331871033,1318.7117919921875,1420,-0.13792697759345174,0.002395192423136905,2307.2573013305664,0.2,0.00025,0.003396926,,
9521,100.32,731136,301.28,76,357,0.0089111328125,0.7910686731338501,1012.1306762695312,1424,-0.11503828829154372,0.0005133977392688394,1902.4887466430664,0.2,0.00025,0.0040973024,,
9522,100.32,733184,301.28,76,358,0.0166015625,0.8408031463623047,616.4358520507812,1428,-0.1165530001744628,-0.0005440430250018835,1394.1514739990234,0.2,0.00025,0.0024113106,,
9523,100.56,735232,302.24,77,359,0.0272216796875,0.8121309876441956,770.34716796875,1432,-0.12688070256263018,0.002444668236421421,1540.5789108276367,0.2,0.00025,0.0061269263,,
9524,100.32,737280,301.28,77,360,0.01123046875,0.8116347789764404,918.4447021484375,1436,-0.11550489393994212,-0.0004339839506428689,1452.8113098144531,0.2,0.00025,0.003030563,,
9524,100.32,739328,301.28,77,361,0.026123046875,0.8173775672912598,556.4714965820312,1440,-0.15175738837569952,0.0019202051335014403,1251.4108047485352,0.2,0.00025,0.004323297,,
9525,100.8,741376,303.2,77,362,0.0230712890625,0.8265900611877441,453.2173156738281,1444,-0.20345091074705124,-0.0003687314165290445,993.0754928588867,0.2,0.00025,0.008174226,,
10223,100.8,743424,303.2,72,363,0.02587890625,0.7816121578216553,483.9541931152344,1448,-0.1757581764832139,4.083907697349787e-05,1248.7730865478516,0.2,0.00025,0.0045617316,,
10224,101.52,745472,306.08,72,364,0.030029296875,0.8255606889724731,421.6759033203125,1452,-0.17380021419376135,-3.8341269828379154e-05,965.074348449707,0.2,0.00025,0.0050701033,,
10224,101.28,747520,305.12,73,365,0.014892578125,0.826239824295044,437.6694641113281,1456,-0.17589905951172113,0.0005975141248200089,931.6348876953125,0.2,0.00025,0.0013408859,,
10225,102.72,749568,310.88,73,366,0.0543212890625,0.8489736914634705,434.84967041015625,1460,-0.16727222735062242,-0.0021299984073266387,790.2578086853027,0.2,0.00025,0.015498786,,
,,750000,,,,0.0728759765625,0.8149858713150024,499.7039794921875,1464,-0.2210897607728839,0.0007901202188804746,1076.7577934265137,0.2,0.00025,0.0049073566,298.4,99.6
10228,104.88,751616,319.52,73,367,,,,,,,,,,,,
10229,105.36,753664,321.44,73,368,0.02001953125,0.8489758372306824,405.3894348144531,1468,-0.37655074149370193,0.004166511644143611,892.9738311767578,0.2,0.00025,0.0077121556,,
10229,111.04,755712,344.16,73,369,0.10009765625,0.7961953282356262,487.20294189453125,1472,-0.47483913972973824,0.004332685377448797,1156.1144256591797,0.2,0.00025,0.03461241,,
10230,117.28,757760,369.12,74,370,0.169677734375,0.7032209038734436,541.6531372070312,1476,-0.6551543623209,0.0200574348855298,1359.257568359375,0.2,0.00025,0.03166435,,
10230,122.32,759808,389.28,74,371,0.0999755859375,0.5356994867324829,885.4698486328125,1480,-0.6857493780553341,0.004723423684481531,1803.532730102539,0.2,0.00025,0.006038947,,
10231,126.0,761856,404.0,74,372,0.1661376953125,0.4599376916885376,705.681396484375,1484,-0.6737415790557861,0.015227790630888194,1699.8524475097656,0.2,0.00025,0.044281106,,
10232,133.44,763904,433.76,74,373,0.2308349609375,0.37797337770462036,924.6346435546875,1488,-0.5860904864966869,0.013314094278030097,2187.813346862793,0.2,0.00025,0.051230714,,
10232,146.74,765952,488.96,74,374,0.25830078125,0.26639705896377563,868.62548828125,1492,-0.8165362104773521,0.019504832453094423,2059.0113830566406,0.2,0.00025,0.035024595,,
10233,155.08,768000,524.32,75,375,0.1038818359375,0.2024775743484497,1271.9749755859375,1496,-0.7409745194017887,0.009509512747172266,2406.34871673584,0.2,0.00025,0.028569803,,
10234,167.24,770048,572.96,75,376,0.3968505859375,0.18783700466156006,900.8165283203125,1500,-0.7767862044274807,0.016209432564210147,2001.0981216430664,0.2,0.00025,0.04841305,,
10234,180.83,772096,630.32,75,377,0.5452880859375,0.12159073352813721,1830.8255615234375,1504,-0.8229560889303684,0.030982891097664833,3477.331268310547,0.2,0.00025,0.05893964,,
10235,185.31,774144,648.24,75,378,0.470703125,0.029910266399383545,1461.9063720703125,1508,-0.6485115922987461,0.038110600668005645,2548.0936279296875,0.2,0.00025,0.27705812,,
10235,176.35,776192,612.4,75,379,0.0811767578125,0.21459650993347168,1721.4241943359375,1512,-0.5035937447100878,0.005323195393430069,4465.550689697266,0.2,0.00025,0.015473616,,
10236,168.03,778240,579.12,76,380,0.0150146484375,0.3054068684577942,2465.518310546875,1516,-0.14709866791963577,-0.0035282113822177052,5972.153991699219,0.2,0.00025,0.005996532,,
10236,150.73,780288,507.92,76,381,0.0833740234375,0.5398623943328857,1521.8209228515625,1520,-0.16793585615232587,0.040630060771945864,3186.8274993896484,0.2,0.00025,0.07236081,,
10237,140.07,782336,463.28,76,382,0.1279296875,0.6776474714279175,830.6282958984375,1524,-0.3708658032119274,0.016271069936919957,1785.7012329101562,0.2,0.00025,0.036948666,,
10237,139.59,784384,461.36,76,383,0.1519775390625,0.45719534158706665,624.6019897460938,1528,-0.7541031055152416,0.02764271036721766,1865.752815246582,0.2,0.00025,0.015015945,,
10238,132.88,786432,431.52,76,384,0.189453125,0.40384167432785034,914.16748046875,1532,-0.7099429443478584,0.021616400219500065,1870.5140686035156,0.2,0.00025,0.0107603595,,
10239,139.7,788480,460.8,77,385,0.136962890625,0.37296873331069946,1233.9166259765625,1536,-0.6822191253304482,0.006174895825097337,2413.128257751465,0.2,0.00025,0.040794857,,
10239,142.66,790528,472.64,77,386,0.2052001953125,0.4594269394874573,1532.7076416015625,1540,-0.49853683076798916,0.011560999788343906,2694.6859283447266,0.2,0.00025,0.014127565,,
10240,146.82,792576,489.28,77,387,0.1417236328125,0.495707631111145,1335.707275390625,1544,-0.3880185130983591,0.002096132520819083,2853.229751586914,0.2,0.00025,0.01683832,,
10240,146.58,794624,488.32,77,388,0.1082763671875,0.6298915147781372,1066.7021484375,1548,-0.2650793381035328,0.007697414112044498,2202.5654373168945,0.2,0.00025,0.030475345,,
10241,135.78,796672,445.12,77,389,0.0552978515625,0.7104121446609497,969.5726928710938,1552,-0.19695152342319489,7.3870469350367785e-06,2339.356101989746,0.2,0.00025,0.0214938,,
10241,121.01,798720,385.04,77,390,0.0704345703125,0.8009427785873413,684.1146850585938,1556,-0.289036120288074,0.0022737241233699024,1335.0127639770508,0.2,0.00025,0.00611324,,
10242,112.96,800768,351.84,78,391,0.154052734375,0.7882147431373596,679.510498046875,1560,-0.2982365097850561,0.022264227794948965,1458.6261520385742,0.2,0.00025,0.022435116,,
10242,109.2,802816,336.8,78,392,0.123046875,0.7821247577667236,673.5695190429688,1564,-0.3124352153390646,0.010148852248676121,1350.702262878418,0.2,0.00025,0.010436504,,
10243,108.96,804864,335.84,78,393,0.056396484375,0.8274012804031372,610.5634155273438,1568,-0.2565763955935836,0.0015837647079024464,1286.1781005859375,0.2,0.00025,0.007960287,,
10244,109.68,806912,338.72,78,394,0.0084228515625,0.844368577003479,525.1351928710938,1572,-0.2263151230290532,-0.00033882560092024505,1029.2609481811523,0.2,0.00025,0.0017274743,,
10244,113.36,808960,353.44,78,395,0.1734619140625,0.8118618130683899,513.218505859375,1576,-0.28599922452121973,0.014668477553641424,1068.9518127441406,0.2,0.00025,0.024554322,,
10245,112.16,811008,348.64,79,396,0.077880859375,0.742213249206543,697.12939453125,1580,-0.38445388339459896,-0.0004908092232653871,1383.0503005981445,0.2,0.00025,0.01897707,,
10245,114.88,813056,359.52,79,397,0.083251953125,0.7007428407669067,752.8740844726562,1584,-0.39258251525461674,0.0021477064583450556,1500.8825225830078,0.2,0.00025,0.0042979834,,
10246,116.8,815104,367.2,79,398,0.1475830078125,0.5629406571388245,658.7571411132812,1588,-0.5264493338763714,-0.00540046178502962,1533.594093322754,0.2,0.00025,0.024022836,,
10246,121.57,817152,387.28,79,399,0.364501953125,0.40018510818481445,968.631103515625,1592,-0.5549657456576824,0.029620369372423738,1861.6177825927734,0.2,0.00025,0.13527887,,
10247,144.65,819200,483.6,79,400,0.5543212890625,0.07192230224609375,600.3695678710938,1596,-0.7448376677930355,0.052388343785423785,1756.7461624145508,0.2,0.00025,0.060398676,,
10247,157.21,821248,533.84,80,401,0.152587890625,-0.06405067443847656,1083.410400390625,1600,-0.5232256930321455,0.00842415913939476,2748.6054458618164,0.2,0.00025,0.03676589,,
10248,162.78,823296,557.12,80,402,0.298828125,0.0028211474418640137,1866.1678466796875,1604,-0.6000855155289173,0.020315723348176107,3744.7228240966797,0.2,0.00025,0.025537264,,
10249,166.22,825344,570.88,80,403,0.644775390625,0.006179928779602051,1187.548583984375,1608,-0.4801151603460312,0.0455810475978069,2360.1173248291016,0.2,0.00025,0.1433435,,
10249,189.23,827392,663.92,80,404,0.913818359375,0.011546671390533447,1688.724609375,1612,-0.5011325031518936,0.17490343758254312,2753.7062072753906,0.2,0.00025,0.17400071,,
10250,189.23,829440,663.92,80,405,0.071533203125,0.03422671556472778,2313.7841796875,1616,-0.10327226901426911,0.017191525432281196,4504.943069458008,0.2,0.00025,0.23135996,,
10250,184.19,831488,643.76,81,406,0.00146484375,0.12606871128082275,2133.63916015625,1620,-0.03474479878786951,-0.00014244779595173895,4336.675582885742,0.2,0.00025,0.000108192646,,
10251,152.58,833536,512.32,81,407,0.0050048828125,0.14531373977661133,1873.2974853515625,1624,-0.0515341607388109,0.0009280834347009659,3994.303024291992,0.2,0.00025,0.0016385303,,
10251,137.25,835584,450.0,81,408,0.0054931640625,0.16900354623794556,1856.139404296875,1628,-0.06338235875591636,0.0009761549008544534,3941.419631958008,0.2,0.00025,0.0007470617,,
10252,116.45,837632,366.8,81,409,0.005126953125,0.211381196975708,1747.46630859375,1632,-0.054436904611065984,0.0003243998362449929,3546.100814819336,0.2,0.00025,0.00062633795,,
10252,104.72,839680,318.88,81,410,0.0032958984375,0.19507986307144165,1730.550048828125,1636,-0.05028667929582298,0.000167589052580297,3507.238235473633,0.2,0.00025,0.00089293055,,
10253,105.12,841728,320.48,82,411,0.00732421875,0.20796799659729004,1773.2308349609375,1640,-0.06884522864129394,0.001840754528529942,3360.949981689453,0.2,0.00025,0.0010942481,,
10254,104.88,843776,319.52,82,412,0.007080078125,0.25590938329696655,1495.031005859375,1644,-0.10559069691225886,-0.0004438701143953949,3048.362533569336,0.2,0.00025,0.0015348524,,
10254,104.32,845824,317.28,82,413,0.021728515625,0.2911055088043213,953.7400512695312,1648,-0.13198402803391218,0.0011748552497010678,2387.425048828125,0.2,0.00025,0.0014965577,,
10255,104.0,847872,316.0,82,414,0.0166015625,0.2675919532775879,1448.410888671875,1652,-0.12949027074500918,0.0001568702864460647,2683.6185760498047,0.2,0.00025,0.0048810355,,
10255,104.16,849920,316.64,82,415,0.0135498046875,0.26941245794296265,1354.4588623046875,1656,-0.1023646704852581,0.00040133483707904816,2877.8975982666016,0.2,0.00025,0.0013031814,,
10256,104.24,851968,316.96,83,416,0.01708984375,0.29585349559783936,1385.5146484375,1660,-0.09046496101655066,0.0004406683729030192,2322.580406188965,0.2,0.00025,0.003854346,,
10256,104.72,854016,318.88,83,417,0.0052490234375,0.2665290832519531,1560.525146484375,1664,-0.06277151359245181,7.425295189023018e-05,3284.537628173828,0.2,0.00025,0.001236518,,
10257,105.36,856064,321.44,83,418,0.008544921875,0.20588767528533936,1780.41015625,1668,-0.06124518031720072,0.000763922231271863,3514.154342651367,0.2,0.00025,0.0012608327,,
10258,105.68,858112,322.72,83,419,0.015380859375,0.3359941244125366,1170.5731201171875,1672,-0.14248926099389791,0.0006261679227463901,2494.068557739258,0.2,0.00025,0.00035828585,,
10258,105.6,860160,322.4,83,420,0.01416015625,0.31852179765701294,1283.7652587890625,1676,-0.13570172945037484,0.0014743976498721167,2466.972885131836,0.2,0.00025,0.005279147,,
10259,105.04,862208,320.16,84,421,0.027587890625,0.30350393056869507,1343.694091796875,1680,-0.1826271191239357,0.0014199561555869877,2538.849884033203,0.2,0.00025,0.0028144948,,
10259,105.92,864256,323.68,84,422,0.0181884765625,0.34989213943481445,1586.5980224609375,1684,-0.1981493104249239,0.001619427785044536,3158.3103637695312,0.2,0.00025,0.0021911708,,
10260,104.8,866304,319.2,84,423,0.01806640625,0.374498188495636,1280.4757080078125,1688,-0.15800059959292412,-0.00033451232593506575,2838.0219116210938,0.2,0.00025,0.0038627926,,
10260,104.24,868352,316.96,84,424,0.0064697265625,0.28220558166503906,1185.925537109375,1692,-0.0798381706699729,0.00015857769176363945,2625.5164794921875,0.2,0.00025,0.0003372013,,
10261,103.12,870400,312.48,84,425,0.0115966796875,0.2793227434158325,1555.562255859375,1696,-0.09321941086091101,0.000701749580912292,2965.346481323242,0.2,0.00025,0.006420274,,
10262,103.28,872448,313.12,85,426,0.0074462890625,0.28179681301116943,1633.0103759765625,1700,-0.07363031478598714,0.002310315176146105,3250.2164611816406,0.2,0.00025,0.00033010368,,
10262,102.96,874496,311.84,85,427,0.013671875,0.2782539129257202,1221.989501953125,1704,-0.08053697133436799,0.001307312399148941,2360.280647277832,0.2,0.00025,0.0037280696,,
10263,103.28,876544,313.12,85,428,0.0010986328125,0.2711854577064514,1584.7960205078125,1708,-0.04659214103594422,3.202559310011566e-05,3002.236541748047,0.2,0.00025,0.00017757918,,
10263,102.56,878592,310.24,85,429,0.0048828125,0.2863137125968933,1709.1597900390625,1712,-0.04625171725638211,0.0005361073417589068,3038.9431915283203,0.2,0.00025,0.0010703811,,
10264,103.6,880640,314.4,85,430,0.003173828125,0.2961115837097168,1412.375,1716,-0.04080230160616338,0.0001544332189951092,2871.8206176757812,0.2,0.00025,0.00013317587,,
10265,102.16,882688,308.64,85,431,0.00146484375,0.30010277032852173,1386.3782958984375,1720,-0.04010630305856466,-0.00021665034000761807,2969.7098846435547,0.2,0.00025,0.00021853269,,
10265,102.56,884736,310.24,86,432,0.0064697265625,0.2283949851989746,1831.5594482421875,1724,-0.03824022866319865,0.0006217953923624009,3428.918930053711,0.2,0.00025,0.0008311544,,
10266,102.96,886784,311.84,86,433,0.00341796875,0.33633536100387573,1564.7362060546875,1728,-0.0404415822122246,-0.0006806483143009245,2851.193145751953,0.2,0.00025,0.00088406744,,
10266,103.44,888832,313.76,86,434,0.0013427734375,0.2096908688545227,1499.6983642578125,1732,-0.011599065619520843,-0.00020592643704731017,3206.4095916748047,0.2,0.00025,0.00014251567,,
10267,102.72,890880,310.88,86,435,0.0013427734375,0.23985880613327026,1748.73779296875,1736,-0.01698807900538668,-0.00012342585250735283,3341.02783203125,0.2,0.00025,0.0018686535,,
10268,103.36,892928,313.44,86,436,0.0018310546875,0.2582072615623474,1419.22509765625,1740,-0.03214880428276956,-0.00014848203863948584,2984.5728607177734,0.2,0.00025,0.00036152327,,
10268,103.44,894976,313.76,87,437,0.0006103515625,0.257712185382843,1407.4271240234375,1744,-0.020716805942356586,-0.00012018549023196101,2953.857376098633,0.2,0.00025,0.00021951721,,
10269,103.04,897024,312.16,87,438,0.001953125,0.2633833885192871,1544.0765380859375,1748,-0.04023251449689269,7.511419244110584e-05,3064.9176025390625,0.2,0.00025,0.0006228079,,
10269,103.84,899072,315.36,87,439,0.001708984375,0.22284573316574097,1327.8707275390625,1752,-0.0368163688108325,0.00011124287266284227,2915.0279388427734,0.2,0.00025,0.00023425827,,
,,900000,,,,0.0118408203125,0.3211868405342102,1255.323974609375,1756,-0.09143820777535439,-0.0012219441123306751,2476.5691528320312,0.2,0.00025,0.0015852292,306.4,101.6
11583,104.64,901120,318.56,77,440,,,,,,,,,,,,
11584,103.84,903168,315.36,77,441,0.029296875,0.30783331394195557,1514.1932373046875,1760,-0.09382463968358934,0.0009071362728718668,2867.6163177490234,0.2,0.00025,0.00432379,,
11585,103.44,905216,313.76,78,442,0.00390625,0.24221116304397583,1427.813720703125,1764,-0.04194021038711071,-8.12023354228586e-05,3043.889358520508,0.2,0.00025,0.0013983203,,
11586,104.64,907264,318.56,78,443,0.0028076171875,0.2582870125770569,1713.0872802734375,1768,-0.01445879158563912,9.762660192791373e-05,3193.1285858154297,0.2,0.00025,0.00021047762,,
11586,104.4,909312,317.6,78,444,0.0010986328125,0.21971029043197632,1364.9945068359375,1772,-0.00957466074032709,0.00020145985763520002,3217.3833923339844,0.2,0.00025,0.00025548445,,
11587,103.68,911360,314.72,78,445,0.003173828125,0.25975650548934937,1494.9603271484375,1776,-0.018535484792664647,0.00011486143921501935,2818.5413360595703,0.2,0.00025,0.0003605094,,
11587,103.6,913408,314.4,78,446,0.00048828125,0.24416661262512207,1884.6082763671875,1780,-0.005317383314832114,0.0004811983380932361,3580.774368286133,0.2,0.00025,8.371484e-06,,
11588,103.28,915456,313.12,78,447,0.00341796875,0.3094056248664856,1521.920654296875,1784,-0.0229483584407717,0.000207419041544199,3005.2237701416016,0.2,0.00025,0.00013366068,,
11589,101.76,917504,307.04,79,448,0.0128173828125,0.26507359743118286,1347.6761474609375,1788,-0.03235813061473891,-4.741712473332882e-05,2593.506103515625,0.2,0.00025,0.0025669285,,
11589,101.44,919552,305.76,79,449,0.0013427734375,0.2756456732749939,1437.6790771484375,1792,-0.016183562693186104,0.00021874066442251205,2691.8751220703125,0.2,0.00025,3.871633e-05,,
11590,101.44,921600,305.76,79,450,0.0042724609375,0.2798115015029907,1568.010986328125,1796,-0.027420530444942415,0.0014229616790544242,3257.130905151367,0.2,0.00025,0.000556973,,
11590,101.44,923648,305.76,79,451,0.0,0.24996799230575562,1161.8519287109375,1800,-0.005228903217357583,2.8050271794199944e-07,2639.587860107422,0.2,0.00025,8.3236955e-09,,
11591,102.48,925696,309.92,79,452,0.0,0.21476489305496216,1366.20361328125,1804,-0.003983891423558816,-1.3546872651204467e-05,2504.4583587646484,0.2,0.00025,1.02678314e-07,,
11591,103.68,927744,314.72,80,453,0.0,0.24325376749038696,1711.25537109375,1808,-0.0032915102055994794,1.5995465219020844e-07,3060.2731018066406,0.2,0.00025,7.246854e-09,,
11592,103.36,929792,313.44,80,454,0.0,0.22578132152557373,1506.9610595703125,1812,-0.0023305297072511166,-9.532959666103125e-08,2901.361473083496,0.2,0.00025,2.287561e-08,,
11592,103.92,931840,315.68,80,455,0.0030517578125,0.25097233057022095,1652.875,1816,-0.013635432696901262,-0.00026322162011638284,3134.5967864990234,0.2,0.00025,0.0033806995,,
11593,104.0,933888,316.0,80,456,0.0,0.2454860806465149,1213.7349853515625,1820,-0.0021085623011458665,-2.3628614144399762e-05,2704.2322692871094,0.2,0.00025,3.49537e-07,,
11594,103.28,935936,313.12,80,457,0.0,0.2449556589126587,1781.735595703125,1824,-0.0013069471388007514,-7.134221959859133e-07,3448.7594146728516,0.2,0.00025,2.6164344e-08,,
11594,102.24,937984,308.96,80,458,0.000244140625,0.28192073106765747,1266.623779296875,1828,-0.0065041627385653555,-0.00016635216888971627,2773.626419067383,0.2,0.00025,2.9524963e-05,,
11595,103.76,940032,315.04,81,459,0.0,0.25705230236053467,1377.39697265625,1832,-0.0031749068293720484,3.521563485264778e-07,2917.3680419921875,0.2,0.00025,1.1117663e-08,,
11595,104.16,942080,316.64,81,460,0.000732421875,0.24001598358154297,1624.733154296875,1836,-0.004227321303915232,4.997412906959653e-05,2790.144973754883,0.2,0.00025,4.0370855e-05,,
11596,105.52,944128,322.08,81,461,0.0003662109375,0.23814499378204346,1510.65869140625,1840,-0.0027938003913732246,-0.00020388365373946726,2902.8323822021484,0.2,0.00025,5.2417454e-05,,
11597,106.88,946176,327.52,81,462,0.0,0.23451536893844604,1467.0289306640625,1844,-0.0021765643468825147,-5.979090929031372e-07,3183.6004791259766,0.2,0.00025,3.3411197e-08,,
11597,107.76,948224,331.04,81,463,0.00048828125,0.2034233808517456,1399.2596435546875,1848,-0.00946173575357534,-0.0006438633135985583,2810.210906982422,0.2,0.00025,0.00011911098,,
11598,106.64,950272,326.56,81,464,0.0,0.24410617351531982,1790.9012451171875,1852,-0.001711304528726032,-5.2803457947447896e-05,3088.2044982910156,0.2,0.00025,4.811154e-07,,
11598,105.76,952320,323.04,82,465,0.0,0.21884405612945557,1388.85791015625,1856,-0.0017877419086289592,-1.032138243317604e-06,3023.379409790039,0.2,0.00025,2.0838343e-08,,
