time/episodes,time/total_timesteps,time/fps,rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/n_updates,train/loss
1304,279643,722,0.72315343,387,-20.67,897.98,,,0.0001,44910,0.006903340108692646
1308,280547,722,0.7222584700000001,388,-20.69,898.37,,,0.0001,45136,0.013747947290539742
1312,281396,721,0.72141796,389,-20.68,899.39,,,0.0001,45348,0.024175655096769333
1316,282234,721,0.7205883400000002,391,-20.69,894.08,,,0.0001,45558,0.01553550735116005
1320,283054,721,0.71977654,392,-20.68,892.87,,,0.0001,45763,0.009880665689706802
1324,283943,720,0.7188964299999999,393,-20.7,893.95,,,0.0001,45985,0.008860399946570396
1328,284816,720,0.71803216,395,-20.71,894.17,,,0.0001,46203,0.0063962871208786964
1332,285778,720,0.7170797799999999,396,-20.74,896.44,,,0.0001,46444,0.011834039352834225
1336,286610,720,0.7162561,398,-20.75,895.91,,,0.0001,46652,0.013939526863396168
1340,287496,719,0.71537896,399,-20.74,898.8,,,0.0001,46873,0.01129186898469925
1344,288344,719,0.71453944,400,-20.77,895.13,,,0.0001,47085,0.01073398906737566
1348,289183,719,0.7137088300000001,402,-20.76,893.67,,,0.0001,47295,0.008652154356241226
1352,290040,718,0.7128604,403,-20.75,894.11,,,0.0001,47509,0.004978334531188011
1356,290964,718,0.7119456399999999,404,-20.76,894.94,,,0.0001,47740,0.004673875868320465
1360,291854,718,0.71106454,406,-20.73,892.26,,,0.0001,47963,0.006535734981298447
1364,292776,718,0.71015176,407,-20.72,893.14,,,0.0001,48193,0.011880515143275261
1368,293644,717,0.70929244,409,-20.73,893.45,,,0.0001,48410,0.009022247046232224
1372,294487,717,0.70845787,410,-20.73,895.12,,,0.0001,48621,0.009882393293082714
1376,295385,717,0.7075688499999999,411,-20.72,897.2,,,0.0001,48846,0.016843538731336594
1380,296272,716,0.7066907199999999,413,-20.72,895.04,,,0.0001,49067,0.013144614174962044
1384,297232,716,0.7057403200000001,414,-20.69,897.73,,,0.0001,49307,0.014690488576889038
1388,298194,716,0.7047879399999999,416,-20.69,902.66,,,0.0001,49548,0.01405002549290657
1392,299133,715,0.7038583300000001,417,-20.66,904.06,,,0.0001,49783,0.0028135976754128933
1396,299973,715,0.7030267299999999,419,-20.67,904.19,,,0.0001,49993,0.013444792479276657
,300000,,0.7030009899999998,,,,884.9,-20.85,0.0001,49999,0.012195021845400333
1400,300942,705,0.7020674199999999,426,-20.67,906.75,,,0.0001,50235,0.01353313960134983
1404,301847,705,0.70117147,427,-20.68,910.58,,,0.0001,50461,0.015381179749965668
1408,302767,705,0.70026067,429,-20.7,911.25,,,0.0001,50691,0.013303667306900024
1412,303689,705,0.6993478900000001,430,-20.7,914.29,,,0.0001,50922,0.006777845788747072
1416,304623,704,0.6984232300000002,432,-20.7,918.25,,,0.0001,51155,0.013842069543898106
1420,305481,704,0.6975738100000002,433,-20.71,919.51,,,0.0001,51370,0.028255678713321686
1424,306367,704,0.6966966699999999,434,-20.7,919.42,,,0.0001,51591,0.012220732867717743
1428,307321,704,0.69575221,436,-20.68,923.03,,,0.0001,51830,0.0052446359768509865
1432,308196,703,0.6948859599999999,437,-20.65,919.33,,,0.0001,52048,0.010665065608918667
1436,309063,703,0.6940276299999999,439,-20.65,920.71,,,0.0001,52265,0.019348885864019394
1440,309915,703,0.69318415,440,-20.67,919.3,,,0.0001,52478,0.007260132115334272
1444,310828,703,0.6922802800000001,441,-20.69,921.58,,,0.0001,52706,0.031118230894207954
1448,311753,703,0.69136453,443,-20.71,924.81,,,0.0001,52938,0.007364033255726099
1452,312617,702,0.6905091700000001,444,-20.71,924.83,,,0.0001,53154,0.012664899230003357
1456,313508,702,0.68962708,446,-20.71,923.22,,,0.0001,53376,0.009813794866204262
1460,314354,702,0.6887895399999999,447,-20.74,921.69,,,0.0001,53588,0.010052977129817009
1464,315251,702,0.6879015100000001,448,-20.76,920.9,,,0.0001,53812,0.004803037736564875
1468,316134,701,0.6870273400000001,450,-20.73,921.29,,,0.0001,54033,0.005562193691730499
1472,317007,701,0.68616307,451,-20.72,922.49,,,0.0001,54251,0.006015272811055183
1476,317895,701,0.68528395,453,-20.72,921.74,,,0.0001,54473,0.016098368912935257
1480,318857,701,0.6843315700000001,454,-20.69,924.92,,,0.0001,54714,0.02016345225274563
1484,319795,700,0.68340295,456,-20.71,923.96,,,0.0001,54948,0.005158282350748777
1488,320719,700,0.68248819,457,-20.73,922.37,,,0.0001,55179,0.014928947202861309
1492,321584,700,0.6816318399999999,459,-20.75,919.43,,,0.0001,55395,0.009886281564831734
1496,322416,700,0.68080816,460,-20.75,919.15,,,0.0001,55603,0.007556292228400707
1500,323285,700,0.67994785,461,-20.76,915.55,,,0.0001,55821,0.012629449367523193
1504,324196,699,0.6790459600000001,463,-20.74,915.89,,,0.0001,56048,0.007432414684444666
1508,325097,699,0.6781539700000001,464,-20.73,915.12,,,0.0001,56274,0.005804041400551796
1512,325961,699,0.67729861,466,-20.73,912.81,,,0.0001,56490,0.002772778505459428
1516,326860,699,0.6764086,467,-20.74,911.53,,,0.0001,56714,0.006836988963186741
1520,327748,699,0.67552948,468,-20.72,913.03,,,0.0001,56936,0.007339398376643658
1524,328703,698,0.6745840300000001,470,-20.69,915.59,,,0.0001,57175,0.003822058904916048
1528,329605,698,0.6736910500000001,471,-20.7,913.27,,,0.0001,57401,0.020439209416508675
1532,330585,698,0.6727208499999999,473,-20.7,917.47,,,0.0001,57646,0.005266922526061535
1536,331474,698,0.6718407399999999,474,-20.71,918.31,,,0.0001,57868,0.0056154546327888966
1540,332364,697,0.67095964,476,-20.7,920.34,,,0.0001,58090,0.005308695137500763
1544,333198,697,0.6701339800000001,477,-20.69,917.57,,,0.0001,58299,0.004879144486039877
1548,334090,697,0.6692509,478,-20.66,916.28,,,0.0001,58522,0.007439876440912485
1552,334949,697,0.66840049,480,-20.65,916.1,,,0.0001,58737,0.004134242422878742
1556,335954,697,0.6674055399999999,481,-20.61,920.65,,,0.0001,58988,0.013189094141125679
1560,336866,696,0.6665026599999999,483,-20.62,922.9,,,0.0001,59216,0.008339504711329937
1564,337794,696,0.6655839400000001,484,-20.62,923.81,,,0.0001,59448,0.007564694620668888
1568,338741,696,0.66464641,486,-20.64,926.73,,,0.0001,59685,0.01371670700609684
1572,339620,696,0.6637762,487,-20.65,926.68,,,0.0001,59904,0.017397651448845863
1576,340457,696,0.66294757,489,-20.66,924.71,,,0.0001,60114,0.010690951719880104
1580,341340,695,0.6620734,490,-20.66,921.73,,,0.0001,60334,0.0038162083365023136
1584,342289,695,0.6611338899999999,491,-20.63,922.39,,,0.0001,60572,0.004455097950994968
1588,343151,695,0.66028051,493,-20.62,919.99,,,0.0001,60787,0.004964326974004507
1592,344066,695,0.65937466,494,-20.62,922.12,,,0.0001,61016,0.013527262024581432
1596,345004,695,0.6584460400000001,496,-20.6,926.39,,,0.0001,61250,0.00847967155277729
1600,345918,694,0.6575411800000001,497,-20.58,928.13,,,0.0001,61479,0.01439810823649168
1604,346750,694,0.6567174999999998,499,-20.59,924.58,,,0.0001,61687,0.00898272916674614
1608,347622,694,0.6558542200000002,500,-20.6,923.51,,,0.0001,61905,0.013640513643622398
1612,348467,694,0.6550176699999999,501,-20.6,922.41,,,0.0001,62116,0.014733373187482357
1616,349396,694,0.65409796,503,-20.59,923.77,,,0.0001,62348,0.008384117856621742
1620,350213,693,0.6532891299999999,504,-20.61,920.67,,,0.0001,62553,0.009583534672856331
1624,351084,693,0.6524268400000001,506,-20.65,917.46,,,0.0001,62770,0.0054253642447292805
1628,351986,693,0.6515338599999998,507,-20.64,917.64,,,0.0001,62996,0.007465122267603874
1632,352827,693,0.65070127,508,-20.67,912.4,,,0.0001,63206,0.007578277960419655
1636,353810,693,0.6497281,510,-20.65,916.06,,,0.0001,63452,0.003899159375578165
1640,354719,692,0.6488281899999999,511,-20.65,916.26,,,0.0001,63679,0.01764383539557457
1644,355670,692,0.6478867000000001,513,-20.66,920.81,,,0.0001,63917,0.01268782839179039
1648,356570,692,0.6469957,514,-20.67,921.07,,,0.0001,64142,0.0030240160413086414
1652,357520,692,0.6460551999999999,516,-20.67,924.7,,,0.0001,64379,0.006944245658814907
1656,358479,692,0.64510579,517,-20.68,922.98,,,0.0001,64619,0.00538372527807951
1660,359347,692,0.6442464699999999,519,-20.68,921.33,,,0.0001,64836,0.004007039591670036
1664,360215,691,0.6433871500000001,520,-20.68,918.77,,,0.0001,65053,0.0076872375793755054
1668,361165,691,0.6424466500000001,522,-20.67,918.69,,,0.0001,65291,0.011330289766192436
1672,362134,691,0.6414873400000001,523,-20.65,922.63,,,0.0001,65533,0.006532987579703331
1676,362975,691,0.6406547499999999,525,-20.64,923.08,,,0.0001,65743,0.013566834852099419
1680,364027,690,0.6396132699999999,526,-20.65,929.73,,,0.0001,66006,0.01163998432457447
1684,365050,690,0.6386004999999999,528,-20.65,932.16,,,0.0001,66262,0.013696902431547642
1688,365963,690,0.63769663,529,-20.65,934.18,,,0.0001,66490,0.009207669645547867
1692,366937,690,0.6367323699999999,531,-20.63,936.83,,,0.0001,66734,0.004392480012029409
1696,367869,690,0.63580969,532,-20.65,936.75,,,0.0001,66967,0.008219398558139801
1700,368794,689,0.63489394,534,-20.64,937.02,,,0.0001,67198,0.010074520483613014
1704,369701,689,0.6339960099999999,535,-20.65,940.32,,,0.0001,67425,0.022665973752737045
1708,370564,689,0.6331416400000001,537,-20.62,939.66,,,0.0001,67640,0.006463855970650911
1712,371498,689,0.6322169800000002,538,-20.61,943.5,,,0.0001,67874,0.003325014840811491
1716,372441,689,0.63128341,540,-20.6,943.83,,,0.0001,68110,0.007494934368878603
1720,373362,689,0.63037162,541,-20.59,947.94,,,0.0001,68340,0.01779079996049404
1724,374260,688,0.6294826,543,-20.59,948.96,,,0.0001,68564,0.008698889054358006
1728,375221,688,0.62853121,544,-20.6,951.05,,,0.0001,68805,0.010715552605688572
1732,376122,688,0.6276392199999999,546,-20.59,953.33,,,0.0001,69030,0.0051407590508461
1736,377059,688,0.62671159,547,-20.55,951.82,,,0.0001,69264,0.006535735912621021
1740,378020,688,0.6257602,549,-20.55,954.29,,,0.0001,69504,0.003325249534100294
1744,379031,687,0.6247593100000002,551,-20.51,956.46,,,0.0001,69757,0.010729332454502583
1748,379908,687,0.6238910800000002,552,-20.52,956.03,,,0.0001,69976,0.012827456928789616
1752,380794,687,0.6230139399999999,553,-20.52,953.59,,,0.0001,70198,0.016838233917951584
1756,381701,687,0.6221160099999999,555,-20.55,951.34,,,0.0001,70425,0.007426133379340172
1760,382715,687,0.6211121499999999,556,-20.54,957.44,,,0.0001,70678,0.006088948808610439
1764,383769,686,0.62006869,558,-20.5,965.19,,,0.0001,70942,0.005406028125435114
1768,384733,686,0.6191143299999999,560,-20.5,965.8,,,0.0001,71183,0.007730846293270588
1772,385642,686,0.6182144199999999,561,-20.52,963.13,,,0.0001,71410,0.005841066129505634
1776,386567,686,0.61729867,563,-20.53,966.39,,,0.0001,71641,0.007291847374290228
1780,387541,686,0.6163344099999999,564,-20.51,963.02,,,0.0001,71885,0.008886161260306835
1784,388478,686,0.6154067799999999,566,-20.54,959.74,,,0.0001,72119,0.007888102903962135
1788,389392,685,0.61450192,567,-20.53,959.76,,,0.0001,72347,0.018486011773347855
1792,390396,685,0.61350796,569,-20.54,960.71,,,0.0001,72598,0.004209217149764299
1796,391361,685,0.6125526099999999,570,-20.52,962.19,,,0.0001,72840,0.006192730739712715
1800,392288,685,0.61163488,572,-20.55,962.03,,,0.0001,73071,0.009492244571447372
1804,393191,685,0.6107409099999999,573,-20.54,961.97,,,0.0001,73297,0.020635046064853668
1808,394109,684,0.6098320899999999,575,-20.56,964.73,,,0.0001,73527,0.005120178684592247
1812,395040,684,0.6089104,576,-20.58,964.76,,,0.0001,73759,0.006837799213826656
1816,395952,684,0.6080075199999999,578,-20.6,963.68,,,0.0001,73987,0.004679159261286259
1820,396873,684,0.60709573,579,-20.61,963.71,,,0.0001,74218,0.006401619873940945
1824,397806,684,0.6061720599999999,581,-20.62,964.73,,,0.0001,74451,0.008158629760146141
1828,398738,684,0.60524938,582,-20.63,963.58,,,0.0001,74684,0.010697441175580025
1832,399665,683,0.60433165,584,-20.63,964.45,,,0.0001,74916,0.007965203374624252
,400000,,0.6040009900000001,,,,926.55,-20.15,0.0001,74999,0.008011320605874062
1836,400643,676,0.6033634299999999,591,-20.69,965.86,,,0.0001,75160,0.00621164171025157
1840,401580,676,0.6024358,593,-20.69,964.73,,,0.0001,75394,0.011928027495741844
1844,402613,676,0.6014131299999999,595,-20.71,965.8,,,0.0001,75653,0.00323231378570199
1848,403603,675,0.60043303,597,-20.72,970.0,,,0.0001,75900,0.005083044990897179
1852,404506,675,0.5995390599999999,598,-20.73,971.12,,,0.0001,76126,0.0058126021176576614
1856,405525,675,0.59853025,600,-20.72,975.8,,,0.0001,76381,0.010024696588516235
1860,406531,675,0.59753431,601,-20.71,975.49,,,0.0001,76632,0.006977912038564682
1864,407499,675,0.59657599,603,-20.75,971.78,,,0.0001,76874,0.007119540590792894
1868,408499,675,0.59558599,605,-20.75,973.41,,,0.0001,77124,0.014848245307803154
1872,409520,675,0.5945752,606,-20.71,977.98,,,0.0001,77379,0.006355959922075272
1876,410601,674,0.59350501,608,-20.67,984.44,,,0.0001,77650,0.0049467976205050945
1880,411497,674,0.59261797,609,-20.71,981.4,,,0.0001,77874,0.008192257955670357
1884,412426,674,0.59169826,611,-20.7,981.42,,,0.0001,78106,0.00820858869701624
1888,413550,674,0.5905855000000002,613,-20.67,989.63,,,0.0001,78387,0.006895477883517742
1892,414478,674,0.5896667800000002,614,-20.69,986.5,,,0.0001,78619,0.0052102599292993546
1896,415432,674,0.58872232,616,-20.69,986.0,,,0.0001,78857,0.004748047329485416
1900,416361,674,0.58780261,617,-20.66,986.11,,,0.0001,79090,0.006042198743671179
1904,417386,673,0.58678786,619,-20.65,990.9,,,0.0001,79346,0.007558855228126049
1908,418367,673,0.58581667,621,-20.65,993.28,,,0.0001,79591,0.007112822495400906
1912,419353,673,0.5848405299999999,622,-20.63,995.13,,,0.0001,79838,0.008071530610322952
1916,420446,673,0.5837584599999999,624,-20.6,1001.81,,,0.0001,80111,0.006363586522638798
1920,421402,673,0.58281202,625,-20.6,1003.15,,,0.0001,80350,0.01940249837934971
1924,422335,673,0.58188835,627,-20.58,1003.24,,,0.0001,80583,0.006649782415479422
1928,423273,673,0.58095973,628,-20.58,1003.83,,,0.0001,80818,0.004676812328398228
1932,424267,672,0.57997567,630,-20.57,1006.73,,,0.0001,81066,0.030462944880127907
1936,425265,672,0.57898765,632,-20.53,1007.33,,,0.0001,81316,0.005871357396245003
1940,426340,672,0.5779234000000001,633,-20.52,1012.69,,,0.0001,81584,0.006146734580397606
1944,427309,672,0.57696409,635,-20.52,1010.07,,,0.0001,81827,0.02492077276110649
1948,428226,672,0.57605626,636,-20.5,1007.13,,,0.0001,82056,0.005817210301756859
1952,429291,672,0.5750019099999999,638,-20.49,1013.04,,,0.0001,82322,0.006965587846934795
1956,430221,672,0.5740812100000001,640,-20.47,1009.36,,,0.0001,82555,0.008289292454719543
1960,431229,671,0.5730832899999999,641,-20.48,1009.24,,,0.0001,82807,0.002140603493899107
1964,432236,671,0.5720863599999999,643,-20.43,1011.0,,,0.0001,83058,0.01008119061589241
1968,433172,671,0.57115972,644,-20.45,1008.27,,,0.0001,83292,0.015193641185760498
1972,434237,671,0.5701053700000001,646,-20.43,1009.84,,,0.0001,83559,0.0030380357056856155
1976,435206,671,0.56914606,648,-20.44,1005.1,,,0.0001,83801,0.010388831607997417
1980,436253,671,0.5681095300000001,649,-20.42,1011.19,,,0.0001,84063,0.004589920863509178
1984,437247,671,0.5671254700000001,651,-20.39,1013.78,,,0.0001,84311,0.005350055173039436
1988,438151,670,0.56623051,652,-20.41,1004.98,,,0.0001,84537,0.01140004675835371
1992,439187,670,0.5652048700000001,654,-20.37,1009.28,,,0.0001,84796,0.020709436386823654
1996,440194,670,0.56420794,656,-20.38,1011.27,,,0.0001,85048,0.013569992035627365
2000,441130,670,0.5632813,657,-20.4,1011.79,,,0.0001,85282,0.014116456732153893
2004,442090,670,0.5623309000000001,659,-20.4,1009.53,,,0.0001,85522,0.016559263691306114
2008,443053,670,0.5613775300000001,660,-20.41,1008.66,,,0.0001,85763,0.012226095423102379
2012,444001,670,0.5604390099999998,662,-20.43,1007.41,,,0.0001,86000,0.023836789652705193
2016,444908,670,0.5595410799999999,663,-20.46,1000.5,,,0.0001,86226,0.00902558397501707
2020,445834,669,0.5586243399999999,665,-20.46,999.46,,,0.0001,86458,0.011172675527632236
2024,446863,669,0.5576056300000001,667,-20.44,1003.39,,,0.0001,86715,0.011515980586409569
2028,447912,669,0.55656712,668,-20.41,1007.62,,,0.0001,86977,0.007170935161411762
2032,448900,669,0.5555889999999999,670,-20.42,1007.34,,,0.0001,87224,0.007012378890067339
2036,449934,669,0.5545653399999999,672,-20.45,1008.88,,,0.0001,87483,0.01513778418302536
2040,450904,669,0.5536050400000001,673,-20.44,1004.79,,,0.0001,87725,0.0098900580778718
2044,451855,669,0.5526635499999999,675,-20.45,1004.34,,,0.0001,87963,0.009289861656725407
2048,452964,668,0.5515656400000001,677,-20.44,1012.16,,,0.0001,88240,0.020512670278549194
2052,454040,668,0.5505004,678,-20.43,1012.58,,,0.0001,88509,0.03508571907877922
2056,455095,668,0.54945595,680,-20.44,1017.89,,,0.0001,88773,0.01196650043129921
2060,456052,668,0.5485085199999999,682,-20.42,1015.89,,,0.0001,89012,0.01754075661301613
2064,457029,668,0.5475412900000001,683,-20.45,1014.36,,,0.0001,89257,0.007346182130277157
2068,458122,668,0.54645922,685,-20.43,1020.6,,,0.0001,89530,0.01679987646639347
2072,459149,668,0.54544249,687,-20.45,1019.32,,,0.0001,89787,0.01081958319991827
2076,460061,667,0.54453961,688,-20.48,1017.17,,,0.0001,90015,0.004598223604261875
2080,461062,667,0.5435486199999999,690,-20.47,1015.27,,,0.0001,90265,0.016850320622324944
2084,462022,667,0.5425982200000001,691,-20.5,1013.77,,,0.0001,90505,0.0069370390847325325
2088,462977,667,0.54165277,693,-20.53,1016.09,,,0.0001,90744,0.005934534594416618
2092,463988,667,0.54065188,695,-20.57,1015.26,,,0.0001,90996,0.009959041140973568
2096,465012,667,0.53963812,696,-20.57,1015.91,,,0.0001,91252,0.006247436162084341
2100,465981,667,0.53867881,698,-20.58,1017.51,,,0.0001,91495,0.006557007320225239
2104,467227,667,0.5374452699999999,700,-20.51,1028.54,,,0.0001,91806,0.005540300160646439
2108,468370,666,0.5363137,702,-20.47,1035.84,,,0.0001,92092,0.008445482701063156
2112,469509,666,0.5351860900000001,704,-20.44,1043.05,,,0.0001,92377,0.017087390646338463
2116,470441,666,0.5342634099999999,705,-20.43,1044.28,,,0.0001,92610,0.0061565483920276165
2120,471394,666,0.5333199399999999,707,-20.42,1045.12,,,0.0001,92848,0.006290399469435215
2124,472423,666,0.53230123,708,-20.44,1045.08,,,0.0001,93105,0.01702328398823738
2128,473463,666,0.53127163,710,-20.47,1044.75,,,0.0001,93365,0.020011741667985916
2132,474409,666,0.5303350899999999,712,-20.47,1043.2,,,0.0001,93602,0.011402226984500885
2136,475419,665,0.52933519,713,-20.47,1042.13,,,0.0001,93854,0.012725036591291428
2140,476563,665,0.52820263,715,-20.45,1048.99,,,0.0001,94140,0.022427815943956375
2144,477685,665,0.5270918499999999,717,-20.44,1055.74,,,0.0001,94421,0.0033127302303910255
2148,478672,665,0.52611472,719,-20.46,1050.68,,,0.0001,94667,0.004120479337871075
2152,479626,665,0.5251702599999999,720,-20.49,1045.86,,,0.0001,94906,0.010793006978929043
2156,480638,665,0.5241683800000001,722,-20.51,1043.81,,,0.0001,95159,0.004877458326518536
2160,481703,665,0.52311403,724,-20.53,1048.25,,,0.0001,95425,0.01354619488120079
2164,482661,665,0.5221656100000001,725,-20.55,1047.54,,,0.0001,95665,0.017278065904974937
2168,483724,664,0.52111324,727,-20.54,1046.27,,,0.0001,95930,0.0026672109961509705
2172,484783,664,0.52006483,729,-20.57,1047.74,,,0.0001,96195,0.007570621557533741
2176,485824,664,0.51903424,730,-20.53,1052.88,,,0.0001,96455,0.00499794352799654
2180,486914,664,0.51795514,732,-20.51,1056.61,,,0.0001,96728,0.014833730645477772
2184,487995,664,0.5168849500000001,734,-20.5,1061.55,,,0.0001,96998,0.006081059109419584
2188,488983,664,0.51590683,736,-20.48,1062.96,,,0.0001,97245,0.006376318633556366
2192,490136,664,0.51476536,737,-20.45,1068.43,,,0.0001,97533,0.009713388048112392
2196,491385,663,0.51352885,740,-20.42,1077.34,,,0.0001,97846,0.007147747091948986
2200,492397,663,0.51252697,741,-20.41,1078.88,,,0.0001,98099,0.015596356242895126
2204,493468,663,0.5114666800000001,743,-20.49,1072.0,,,0.0001,98366,0.015085901133716106
2208,494563,663,0.5103826300000001,745,-20.52,1069.77,,,0.0001,98640,0.01034441590309143
2212,495609,663,0.5093470900000001,747,-20.53,1066.28,,,0.0001,98902,0.0027265753597021103
2216,496626,663,0.50834026,748,-20.51,1069.23,,,0.0001,99156,0.019174527376890182
2220,497601,663,0.5073750100000001,750,-20.51,1070.19,,,0.0001,99400,0.010770433582365513
2224,498550,662,0.5064355,751,-20.5,1066.84,,,0.0001,99637,0.013972649350762367
2228,499594,662,0.5054019399999999,753,-20.51,1066.79,,,0.0001,99898,0.009148593991994858
,500000,,0.5050009899999999,,,,1364.9,-20.4,0.0001,99999,0.005517919547855854
2232,500682,655,0.5043248200000001,764,-20.49,1072.45,,,0.0001,100170,0.004333049990236759
2236,502013,655,0.50300713,766,-20.44,1085.44,,,0.0001,100503,0.009161662310361862
2240,503030,654,0.5020003000000002,767,-20.47,1080.58,,,0.0001,100757,0.0057738288305699825
2244,504285,654,0.5007578500000001,770,-20.46,1086.18,,,0.0001,101071,0.021101778373122215
2248,505348,654,0.4997054799999999,771,-20.44,1089.12,,,0.0001,101336,0.008571434766054153
2252,506527,654,0.49853827000000006,773,-20.4,1098.21,,,0.0001,101631,0.007434509694576263
2256,507567,654,0.4975086700000001,775,-20.38,1099.27,,,0.0001,101891,0.010427158325910568
2260,508581,654,0.49650481,777,-20.39,1097.31,,,0.0001,102145,0.013297387398779392
2264,509750,654,0.49534750000000005,779,-20.37,1106.36,,,0.0001,102437,0.00884806178510189
2268,510822,654,0.4942862199999999,780,-20.38,1106.89,,,0.0001,102705,0.010665517300367355
2272,511895,654,0.49322394999999997,782,-20.38,1107.31,,,0.0001,102973,0.011264230124652386
2276,512946,653,0.49218346000000013,784,-20.41,1107.88,,,0.0001,103236,0.005205427762120962
2280,513968,653,0.49117168,786,-20.43,1105.16,,,0.0001,103491,0.01227489672601223
2284,514958,653,0.49019157999999996,787,-20.46,1101.56,,,0.0001,103739,0.005913493689149618
2288,516142,653,0.4890194200000001,789,-20.41,1109.06,,,0.0001,104035,0.007295216433703899
2292,517359,653,0.48781459000000005,791,-20.39,1111.58,,,0.0001,104339,0.010750406421720982
2296,518402,653,0.4867820199999999,793,-20.41,1103.21,,,0.0001,104600,0.007268039509654045
2300,519353,653,0.48584053000000005,794,-20.39,1100.76,,,0.0001,104838,0.008213235065340996
2304,520299,653,0.48490398999999995,796,-20.39,1095.85,,,0.0001,105074,0.016332976520061493
2308,521342,653,0.48387142000000005,798,-20.38,1093.93,,,0.0001,105335,0.00758404890075326
2312,522517,653,0.4827081699999999,800,-20.38,1099.39,,,0.0001,105629,0.008133893832564354
2316,523659,652,0.4815775900000001,802,-20.39,1104.69,,,0.0001,105914,0.018385998904705048
2320,524842,652,0.48040642,804,-20.36,1113.02,,,0.0001,106210,0.005196802783757448
2324,525882,652,0.47937682000000004,805,-20.38,1116.73,,,0.0001,106470,0.012043843045830727
2328,526966,652,0.4783036599999999,807,-20.36,1118.53,,,0.0001,106741,0.004108875058591366
2332,528208,652,0.47707407999999996,809,-20.38,1124.52,,,0.0001,107051,0.009533030912280083
2336,529357,652,0.4759365699999999,811,-20.41,1117.18,,,0.0001,107339,0.016911443322896957
2340,530370,652,0.4749337,813,-20.42,1116.63,,,0.0001,107592,0.008418924175202847
2344,531382,652,0.47393182,814,-20.44,1106.71,,,0.0001,107845,0.0067727407440543175
2348,532383,652,0.47294083,816,-20.46,1104.22,,,0.0001,108095,0.00817197747528553
2352,533389,652,0.47194488999999984,818,-20.5,1097.41,,,0.0001,108347,0.006048720795661211
2356,534472,651,0.4708727199999999,819,-20.51,1099.47,,,0.0001,108617,0.0044115521013736725
2360,535690,651,0.4696669,821,-20.47,1107.38,,,0.0001,108922,0.015952251851558685
2364,536712,651,0.46865512,823,-20.47,1101.35,,,0.0001,109177,0.006832522340118885
2368,537841,651,0.46753741000000004,825,-20.46,1103.25,,,0.0001,109460,0.016435617581009865
2372,538891,651,0.46649790999999996,827,-20.46,1102.31,,,0.0001,109722,0.025459015741944313
2376,540135,651,0.46526634999999994,829,-20.44,1109.56,,,0.0001,110033,0.009061023592948914
2380,541193,651,0.4642189299999999,830,-20.45,1110.71,,,0.0001,110298,0.016004852950572968
2384,542224,651,0.46319824,832,-20.43,1112.38,,,0.0001,110555,0.007353534456342459
2388,543578,651,0.4618577799999999,834,-20.42,1119.6,,,0.0001,110894,0.004217011854052544
2392,544556,651,0.4608895599999999,836,-20.44,1110.33,,,0.0001,111138,0.004510605242103338
2396,545639,650,0.45981739,838,-20.43,1112.16,,,0.0001,111409,0.017656832933425903
2400,546675,650,0.45879174999999994,839,-20.41,1115.57,,,0.0001,111668,0.012514090165495872
2404,547775,650,0.45770274999999994,841,-20.39,1121.44,,,0.0001,111943,0.006808285601437092
2408,548763,650,0.45672462999999985,843,-20.41,1119.42,,,0.0001,112190,0.013919568620622158
2412,549989,650,0.4555108899999999,845,-20.4,1121.22,,,0.0001,112497,0.004867893643677235
2416,551206,650,0.45430605999999996,847,-20.38,1124.1,,,0.0001,112801,0.007265493739396334
2420,552271,650,0.4532517100000001,849,-20.39,1119.44,,,0.0001,113067,0.016621703281998634
2424,553348,650,0.45218548000000003,850,-20.36,1120.98,,,0.0001,113336,0.007606616709381342
2428,554479,650,0.4510657899999998,852,-20.36,1122.78,,,0.0001,113619,0.0065861912444233894
2432,555665,650,0.4498916500000002,854,-20.37,1120.82,,,0.0001,113916,0.003348014550283551
2436,556870,649,0.4486987,856,-20.35,1123.07,,,0.0001,114217,0.005410465411841869
2440,557950,649,0.4476295,858,-20.34,1126.01,,,0.0001,114487,0.006033858750015497
2444,559048,649,0.44654247999999996,860,-20.33,1129.15,,,0.0001,114761,0.00584008963778615
2448,560084,649,0.44551684,862,-20.34,1130.77,,,0.0001,115020,0.013188539072871208
2452,561224,649,0.4443882400000001,864,-20.33,1136.01,,,0.0001,115305,0.007066326215863228
2456,562381,649,0.44324281,865,-20.32,1139.02,,,0.0001,115595,0.008612528443336487
2460,563468,649,0.44216668000000015,867,-20.34,1133.93,,,0.0001,115866,0.00579852145165205
2464,564590,649,0.44105590000000006,869,-20.35,1137.83,,,0.0001,116147,0.005610679276287556
2468,565675,649,0.43998174999999984,871,-20.35,1136.48,,,0.0001,116418,0.0060466076247394085
2472,566842,649,0.43882642000000016,873,-20.32,1141.35,,,0.0001,116710,0.008617928251624107
2476,567936,648,0.43774336,875,-20.31,1135.65,,,0.0001,116983,0.01668822579085827
2480,569009,648,0.4366810900000001,876,-20.32,1136.85,,,0.0001,117252,0.00479350658133626
2484,570218,648,0.4354841799999999,878,-20.31,1143.59,,,0.0001,117554,0.012112820520997047
2488,571460,648,0.43425459999999994,880,-20.34,1138.93,,,0.0001,117864,0.014053614810109138
