rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/clip_fraction,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
122.04,34,17,3.88,69632,4016,0.0186767578125,-0.9910200983285904,0.14125700294971466,132,0.2,0.00025,0.6815173625946045,-0.0023965217114891857,0.3302093241363764,0.0051380484,,
120.28,35,17,3.77,71680,4019,0.1160888671875,-0.8967046923935413,0.1514655351638794,136,0.2,0.00025,0.7089153528213501,-0.0010911612189374864,0.31160881370306015,0.0030036469,,
118.89,36,18,3.75,73728,4023,0.0517578125,-0.8654305189847946,0.12507256865501404,140,0.2,0.00025,0.7129573822021484,-0.004011181794339791,0.28516409173607826,0.005570771,,
119.67,37,18,3.76,75776,4022,0.0704345703125,-0.8739254213869572,0.1348349153995514,144,0.2,0.00025,0.6976817846298218,-0.0022231540642678738,0.32027667947113514,0.0029319464,,
119.9,38,19,3.73,77824,4025,0.042724609375,-0.8570824004709721,0.1440100371837616,148,0.2,0.00025,0.675082266330719,-0.0022502544161397964,0.3202383555471897,0.0026590852,,
117.45,39,19,3.55,79872,4026,0.1102294921875,-0.8828267008066177,0.15595275163650513,152,0.2,0.00025,0.6488324403762817,-0.0009780023247003555,0.31444336846470833,0.0060261134,,
118.14,40,20,3.75,81920,4027,0.0484619140625,-0.9002586044371128,0.09899784624576569,156,0.2,0.00025,0.7090727686882019,-0.0020198399724904448,0.24942613579332829,0.007734772,,
118.45,41,20,3.78,83968,4028,0.0091552734375,-0.8853862062096596,0.11613862961530685,160,0.2,0.00025,0.6526906490325928,-0.0016460017068311572,0.2719932682812214,0.0018110573,,
117.57,42,21,3.82,86016,4033,0.0985107421875,-0.8899730518460274,0.1395227164030075,164,0.2,0.00025,0.6142252683639526,-0.0012304532283451408,0.3704018723219633,0.0070637045,,
116.81,43,21,3.84,88064,4039,0.0579833984375,-0.859100203961134,0.12915737926959991,168,0.2,0.00025,0.6751583218574524,-0.0028637315263040364,0.2685306631028652,0.0045878026,,
116.79,44,22,3.97,90112,4041,0.003173828125,-0.8891254365444183,0.11286121606826782,172,0.2,0.00025,0.6689973473548889,-0.002199890819611028,0.2566634090617299,0.0025057718,,
119.21,45,22,4.16,92160,4043,0.0537109375,-0.851127989590168,0.2222500443458557,176,0.2,0.00025,0.6013246774673462,-0.0008098892867565155,0.3841408547013998,0.006328218,,
118.67,46,23,4.08,94208,4044,0.1253662109375,-0.8535357937216759,0.10767415165901184,180,0.2,0.00025,0.6312488317489624,-0.003774077689740807,0.27033491246402264,0.0100566875,,
116.48,47,23,4.02,96256,4045,0.0347900390625,-0.8516981154680252,0.10637640208005905,184,0.2,0.00025,0.6498894095420837,-0.0031565876270178705,0.26448732148855925,0.0058402135,,
118.21,48,24,4.11,98304,4045,0.1539306640625,-0.8307431526482105,0.10637465864419937,188,0.2,0.00025,0.6413830518722534,-0.0046278886729851365,0.2595267491415143,0.011623437,,
,,,,100000,,0.1131591796875,-0.7846997417509556,0.13202686607837677,192,0.2,0.00025,0.6976896524429321,-0.0004167925799265504,0.29236308112740517,0.011240624,120.25,3.75
119.82,49,26,4.15,100352,3728,,,,,,,,,,,,
121.0,50,27,4.19,102400,3735,0.1689453125,-0.836119569838047,0.08628508448600769,196,0.2,0.00025,0.7797282338142395,-0.00219894468318671,0.2221030555665493,0.014995202,,
122.51,51,27,4.22,104448,3739,0.2120361328125,-0.8147288113832474,0.14938804507255554,200,0.2,0.00025,0.6455479860305786,-0.0008603083260823041,0.33512079156935215,0.017747406,,
122.43,52,28,4.26,106496,3746,0.00732421875,-0.8196941018104553,0.10497350990772247,204,0.2,0.00025,0.7206277847290039,-0.003080501192016527,0.28345987014472485,0.0036215498,,
123.87,53,28,4.36,108544,3751,0.031982421875,-0.8390170633792877,0.16107381880283356,208,0.2,0.00025,0.6600992679595947,-0.0017071733309421688,0.3486174903810024,0.0035791607,,
123.55,54,29,4.32,110592,3757,0.0394287109375,-0.7711653560400009,0.1471334546804428,212,0.2,0.00025,0.674695611000061,-0.002391940070083365,0.3603868167847395,0.0064612497,,
124.13,55,29,4.35,112640,3762,0.0986328125,-0.7833554670214653,0.16438281536102295,216,0.2,0.00025,0.6356966495513916,-0.0029610450146719813,0.39802977815270424,0.011107596,,
123.84,56,30,4.35,114688,3769,0.04345703125,-0.7435622401535511,0.1808527559041977,220,0.2,0.00025,0.6488826274871826,-0.0017180375580210239,0.3728962391614914,0.0033522896,,
121.88,57,30,4.33,116736,3773,0.048095703125,-0.8145834729075432,0.1845623403787613,224,0.2,0.00025,0.6165083646774292,-0.0006177646573632956,0.42658959329128265,0.0018860879,,
123.08,58,31,4.44,118784,3780,0.0594482421875,-0.7975980639457703,0.16704720258712769,228,0.2,0.00025,0.6073793768882751,-0.002475407352903858,0.41232955642044544,0.004488065,,
122.05,59,31,4.4,120832,3786,0.03857421875,-0.8033884130418301,0.1734045296907425,232,0.2,0.00025,0.6142901182174683,-0.004143346450291574,0.38961050659418106,0.0056827515,,
122.41,60,32,4.51,122880,3791,0.04833984375,-0.8098106011748314,0.20898422598838806,236,0.2,0.00025,0.5935429334640503,-0.003966143514844589,0.4141567386686802,0.0039873086,,
121.07,61,32,4.42,124928,3796,0.046875,-0.753331795334816,0.15615887939929962,240,0.2,0.00025,0.6209646463394165,-0.0005220364837441593,0.36979979276657104,0.003280857,,
122.1,62,33,4.5,126976,3801,0.0506591796875,-0.767317570745945,0.16126976907253265,244,0.2,0.00025,0.5761789083480835,-0.0033101752924267203,0.37987465038895607,0.006213901,,
125.0,63,33,4.7,129024,3806,0.017333984375,-0.7687657251954079,0.19021692872047424,248,0.2,0.00025,0.5895248651504517,-0.002946301829069853,0.4093147050589323,0.0041653863,,
126.26,64,34,4.71,131072,3811,0.0489501953125,-0.7457029893994331,0.17322194576263428,252,0.2,0.00025,0.5623400211334229,-0.0021102443570271134,0.4337683729827404,0.0072984523,,
126.53,65,34,4.74,133120,3817,0.0567626953125,-0.7581235803663731,0.16527846455574036,256,0.2,0.00025,0.6360167264938354,-0.005014335998566821,0.38098449632525444,0.0060553285,,
126.99,66,35,4.74,135168,3822,0.051025390625,-0.7133527584373951,0.16185756027698517,260,0.2,0.00025,0.6776164770126343,-0.0016584212717134506,0.4087664745748043,0.0036447574,,
125.97,67,35,4.71,137216,3827,0.0235595703125,-0.7295630387961864,0.22834479808807373,264,0.2,0.00025,0.6497387886047363,-0.0010356790735386312,0.5195346586406231,0.0035049187,,
124.84,68,36,4.62,139264,3832,0.0323486328125,-0.7429728768765926,0.19006672501564026,268,0.2,0.00025,0.6828160285949707,-0.0018147554073948413,0.424765070900321,0.002114926,,
123.19,69,36,4.43,141312,3836,0.017578125,-0.7193703427910805,0.17758893966674805,272,0.2,0.00025,0.7306677103042603,-0.002664417843334377,0.36543240770697594,0.007556716,,
122.46,70,37,4.36,143360,3842,0.0390625,-0.631342489272356,0.13237854838371277,276,0.2,0.00025,0.7799568176269531,-0.0026551319169811904,0.33124840259552,0.0026663418,,
122.73,71,37,4.31,145408,3846,0.0440673828125,-0.649204108864069,0.13347576558589935,280,0.2,0.00025,0.7551590204238892,-0.003105243988102302,0.35975474677979946,0.004076612,,
120.98,72,38,4.13,147456,3851,0.05859375,-0.6722738109529018,0.14575180411338806,284,0.2,0.00025,0.7371687293052673,-0.0025382821913808584,0.3433959111571312,0.0072544347,,
122.33,73,38,4.18,149504,3855,0.027587890625,-0.6484706625342369,0.13447369635105133,288,0.2,0.00025,0.7537029981613159,-0.00030093794339336455,0.3232791889458895,0.003109614,,
122.44,74,39,4.22,151552,3859,0.0584716796875,-0.6534151658415794,0.1455576866865158,292,0.2,0.00025,0.7077202796936035,-0.0035898567584808916,0.3204062320291996,0.007934863,,
122.53,75,39,4.29,153600,3862,0.02783203125,-0.6404787413775921,0.12914805114269257,296,0.2,0.00025,0.7082729339599609,-0.0015530172968283296,0.29753758758306503,0.0030497052,,
123.49,76,40,4.39,155648,3866,0.08056640625,-0.6379965357482433,0.21646933257579803,300,0.2,0.00025,0.6808270812034607,-0.0023471181630156934,0.40516513027250767,0.005031834,,
124.5,77,40,4.48,157696,3871,0.04833984375,-0.6485068090260029,0.17984221875667572,304,0.2,0.00025,0.6349812150001526,-0.0024880731070879847,0.39525011368095875,0.0038661095,,
124.3,78,41,4.58,159744,3873,0.042236328125,-0.6481108479201794,0.1574091613292694,308,0.2,0.00025,0.598785400390625,-0.001934677828103304,0.35982231982052326,0.005255722,,
126.29,79,41,4.69,161792,3876,0.0316162109375,-0.6067179888486862,0.1593303084373474,312,0.2,0.00025,0.6220208406448364,-0.0034739957191050053,0.37994526885449886,0.003951882,,
127.48,80,42,4.79,163840,3880,0.0625,-0.5788873508572578,0.16633184254169464,316,0.2,0.00025,0.6185287237167358,-0.003555614734068513,0.3806345984339714,0.005091274,,
130.68,81,42,4.97,165888,3883,0.0491943359375,-0.5924213342368603,0.18697986006736755,320,0.2,0.00025,0.6772217750549316,-0.0010544239485170692,0.372985465452075,0.0050212354,,
130.56,82,43,5.02,167936,3885,0.055419921875,-0.5969971418380737,0.181462824344635,324,0.2,0.00025,0.6852083206176758,-0.002917895733844489,0.3801656477153301,0.0051941853,,
128.38,83,43,4.91,169984,3888,0.049072265625,-0.5992350876331329,0.14981131255626678,328,0.2,0.00025,0.6519591808319092,-2.7384667191654444e-06,0.39601220190525055,0.0024779767,,
129.71,84,44,4.99,172032,3890,0.023681640625,-0.5770357139408588,0.13202448189258575,332,0.2,0.00025,0.6716697812080383,-0.003954352519940585,0.33402565494179726,0.004109575,,
128.8,85,44,4.93,174080,3892,0.067626953125,-0.5874633006751537,0.1926746666431427,336,0.2,0.00025,0.5925570130348206,-0.0031430521339643747,0.4418816901743412,0.00664529,,
127.25,86,45,4.83,176128,3894,0.050048828125,-0.5971511751413345,0.18307775259017944,340,0.2,0.00025,0.6304855346679688,0.00044695017277263105,0.3644664902240038,0.003741621,,
129.57,87,45,4.88,178176,3897,0.024658203125,-0.5895925089716911,0.2120746672153473,344,0.2,0.00025,0.6367930769920349,-0.002227977936854586,0.4556740988045931,0.0026713186,,
128.1,88,46,4.78,180224,3899,0.0318603515625,-0.5982939079403877,0.18188269436359406,348,0.2,0.00025,0.7002720832824707,-0.0035361034533707425,0.39595944806933403,0.0037978077,,
128.59,89,46,4.79,182272,3902,0.078369140625,-0.5887309163808823,0.16440574824810028,352,0.2,0.00025,0.6135613322257996,-0.005154920043423772,0.41052202694118023,0.0068887025,,
129.96,90,47,4.85,184320,3904,0.0343017578125,-0.5822665095329285,0.15495744347572327,356,0.2,0.00025,0.6811960935592651,-0.0016437209560535848,0.3812967352569103,0.002409959,,
131.39,91,47,4.98,186368,3907,0.0301513671875,-0.5651018060743809,0.18403413891792297,360,0.2,0.00025,0.6897650361061096,-0.0034920791222248226,0.4134141579270363,0.003362819,,
134.56,92,48,5.23,188416,3910,0.0284423828125,-0.5520820692181587,0.16305327415466309,364,0.2,0.00025,0.6977648735046387,-0.003501647210214287,0.3639761935919523,0.0050308756,,
134.51,93,48,5.32,190464,3913,0.0174560546875,-0.5798500366508961,0.205372616648674,368,0.2,0.00025,0.6320919990539551,-0.0020887978898826987,0.47359406389296055,0.0028901934,,
135.04,94,49,5.42,192512,3917,0.04296875,-0.5764705576002598,0.13721850514411926,372,0.2,0.00025,0.7545148730278015,-0.003773506614379585,0.3489116933196783,0.005908097,,
137.49,95,49,5.52,194560,3919,0.040283203125,-0.5598001629114151,0.1831597238779068,376,0.2,0.00025,0.6463485956192017,-0.0049274924385827035,0.4816128332167864,0.0027235467,,
140.56,96,50,5.72,196608,3922,0.0426025390625,-0.5285168774425983,0.1753217875957489,380,0.2,0.00025,0.6960092186927795,-0.0034807598567567766,0.38192208856344223,0.004323831,,
140.95,97,50,5.74,198656,3924,0.05419921875,-0.5186808705329895,0.2731274366378784,384,0.2,0.00025,0.6337601542472839,-0.002904346489231102,0.5668774992227554,0.003988013,,
,,,,200000,,0.119140625,-0.530506320297718,0.25512632727622986,388,0.2,0.00025,0.6302204132080078,-0.003386357886483893,0.5164464768022299,0.010251805,173.35,7.2
141.18,98,53,5.67,200704,3719,,,,,,,,,,,,
138.29,99,54,5.48,202752,3723,0.041259765625,-0.5080117583274841,0.20817188918590546,392,0.2,0.00025,0.663016676902771,-0.0034784013696480542,0.5126634985208511,0.0040740483,,
135.66,100,54,5.31,204800,3725,0.049560546875,-0.47137099504470825,0.19362221658229828,396,0.2,0.00025,0.7040693759918213,-0.002569143776781857,0.43910221196711063,0.005746589,,
134.7,101,55,5.29,206848,3729,0.0357666015625,-0.46447257325053215,0.1900448501110077,400,0.2,0.00025,0.6722292304039001,-0.0027958568243775517,0.44892554357647896,0.006099842,,
133.44,102,55,5.2,208896,3732,0.0614013671875,-0.48246071115136147,0.20953713357448578,404,0.2,0.00025,0.6377744674682617,-0.005524688574951142,0.48285080306231976,0.005580283,,
135.45,103,56,5.3,210944,3735,0.0770263671875,-0.4673595130443573,0.1819748878479004,408,0.2,0.00025,0.6802923083305359,-0.0031657931685913354,0.44516536593437195,0.005966708,,
133.08,104,56,5.24,212992,3739,0.0653076171875,-0.4779456201940775,0.19901956617832184,412,0.2,0.00025,0.7161591053009033,-0.0006738928495906293,0.43567259423434734,0.0064767543,,
135.72,105,57,5.31,215040,3742,0.0828857421875,-0.4695781823247671,0.19220097362995148,416,0.2,0.00025,0.5930784940719604,-0.00041210505878552794,0.419310562312603,0.006067832,,
137.76,106,57,5.47,217088,3745,0.033935546875,-0.4555743411183357,0.1738378256559372,420,0.2,0.00025,0.7480615973472595,-0.0021247634140308946,0.40938580594956875,0.0042005973,,
140.89,107,58,5.61,219136,3748,0.0631103515625,-0.4573371969163418,0.1849079728126526,424,0.2,0.00025,0.7184507846832275,-0.0037300202529877424,0.4260453972965479,0.008217997,,
142.64,108,58,5.68,221184,3751,0.113037109375,-0.4818803984671831,0.17859910428524017,428,0.2,0.00025,0.7699829936027527,-0.0014509574975818396,0.3836604319512844,0.008551024,,
142.59,109,59,5.62,223232,3755,0.072998046875,-0.47985915280878544,0.14911645650863647,432,0.2,0.00025,0.7308270931243896,-0.005404095369158313,0.37901488691568375,0.0058076875,,
143.91,110,59,5.68,225280,3758,0.0401611328125,-0.4680615998804569,0.19462502002716064,436,0.2,0.00025,0.6999024152755737,-0.0033055145759135485,0.44185369089245796,0.005077564,,
143.36,111,60,5.68,227328,3762,0.04833984375,-0.47816304862499237,0.18631267547607422,440,0.2,0.00025,0.7510010004043579,-0.0023988232132978737,0.40938309766352177,0.003515821,,
142.36,112,60,5.67,229376,3765,0.0513916015625,-0.4456886984407902,0.21239958703517914,444,0.2,0.00025,0.7219486236572266,-0.0027435158262960613,0.4897654876112938,0.004973739,,
142.26,113,61,5.69,231424,3768,0.061279296875,-0.4645502083003521,0.2083006501197815,448,0.2,0.00025,0.6891556978225708,-0.0024459686246700585,0.46881071478128433,0.0031659184,,
142.64,114,61,5.72,233472,3771,0.0469970703125,-0.4150429666042328,0.20709069073200226,452,0.2,0.00025,0.6883898377418518,-0.0033733614545781165,0.4456783104687929,0.0042933626,,
142.17,115,62,5.73,235520,3774,0.058837890625,-0.4385302420705557,0.21180886030197144,456,0.2,0.00025,0.7227545380592346,-0.004771063307998702,0.41956981644034386,0.005626028,,
140.54,116,62,5.67,237568,3776,0.0418701171875,-0.44933042488992214,0.16506710648536682,460,0.2,0.00025,0.803886890411377,-0.003812169801676646,0.34919550083577633,0.0063511124,,
139.16,117,63,5.64,239616,3778,0.0660400390625,-0.4355939570814371,0.20001988112926483,464,0.2,0.00025,0.7650072574615479,0.0008289792021969333,0.41570985317230225,0.008240521,,
138.96,118,63,5.61,241664,3781,0.02734375,-0.44944361224770546,0.19950135052204132,468,0.2,0.00025,0.7413041591644287,-0.0029714260599575937,0.4127893950790167,0.0035457956,,
139.56,119,64,5.57,243712,3784,0.0487060546875,-0.4295394755899906,0.18707749247550964,472,0.2,0.00025,0.7571672797203064,-0.00047489741700701416,0.4756606575101614,0.0035445802,,
142.2,120,64,5.63,245760,3786,0.0198974609375,-0.437493659555912,0.19538599252700806,476,0.2,0.00025,0.7624201774597168,-0.00155331299174577,0.44373233430087566,0.0031186948,,
139.32,121,65,5.48,247808,3790,0.0579833984375,-0.42196431942284107,0.1653270125389099,480,0.2,0.00025,0.8006101846694946,-0.0040108299581333995,0.38351469673216343,0.006164586,,
137.32,122,65,5.31,249856,3792,0.0982666015625,-0.4352912213653326,0.24002501368522644,484,0.2,0.00025,0.7052921652793884,0.00014989139162935317,0.48772257566452026,0.0045833364,,
137.92,123,66,5.33,251904,3794,0.0477294921875,-0.4268649946898222,0.16969197988510132,488,0.2,0.00025,0.7635790109634399,-0.0033887253084685653,0.3702735509723425,0.0070062787,,
138.9,124,66,5.31,253952,3797,0.04296875,-0.4498269874602556,0.12684816122055054,492,0.2,0.00025,0.8545175194740295,-0.0025827508070506155,0.29716826416552067,0.006234669,,
137.05,125,67,5.21,256000,3799,0.04736328125,-0.4218446183949709,0.13089746236801147,496,0.2,0.00025,0.828692615032196,-0.0025230516912415624,0.3368295580148697,0.005822967,,
131.89,126,67,5.08,258048,3801,0.065673828125,-0.4340142849832773,0.11132308840751648,500,0.2,0.00025,0.8431645035743713,-0.0030443211580859497,0.30299489200115204,0.010510003,,
131.89,127,68,5.04,260096,3804,0.0941162109375,-0.43639972247183323,0.1677113175392151,504,0.2,0.00025,0.7973907589912415,-0.00157944206148386,0.37149945460259914,0.008355196,,
130.34,128,68,5.03,262144,3805,0.0625,-0.43655258417129517,0.16839146614074707,508,0.2,0.00025,0.8044838309288025,-0.0014600690337829292,0.3724559936672449,0.0051758764,,
130.0,129,69,5.01,264192,3806,0.0635986328125,-0.43111141584813595,0.16158899664878845,512,0.2,0.00025,0.7983739376068115,-0.0017239222070202231,0.3634671252220869,0.00799286,,
126.79,130,69,4.88,266240,3808,0.080078125,-0.4329866450279951,0.14371627569198608,516,0.2,0.00025,0.7703630924224854,-0.003464783643721603,0.36848236806690693,0.009791244,,
125.58,131,70,4.81,268288,3810,0.0677490234375,-0.43616568483412266,0.1909940540790558,520,0.2,0.00025,0.7356265783309937,-0.0019073077128268778,0.42067822255194187,0.0059798677,,
128.78,132,70,4.91,270336,3812,0.076171875,-0.40148838609457016,0.1654997169971466,524,0.2,0.00025,0.7594873905181885,-0.0038232082733884454,0.39994266256690025,0.006884989,,
129.94,133,71,4.94,272384,3814,0.0516357421875,-0.3979115579277277,0.14370915293693542,528,0.2,0.00025,0.809179425239563,-0.000822624919237569,0.30672152526676655,0.004511781,,
130.86,134,71,4.94,274432,3816,0.0587158203125,-0.40614937990903854,0.16054710745811462,532,0.2,0.00025,0.7754186391830444,-0.003629943705163896,0.34918770380318165,0.006287507,,
134.17,135,72,5.09,276480,3818,0.0654296875,-0.4131310787051916,0.16920605301856995,536,0.2,0.00025,0.7859676480293274,-0.0019424090860411525,0.3683004677295685,0.007355203,,
136.82,136,72,5.26,278528,3820,0.0706787109375,-0.40185265243053436,0.1382671296596527,540,0.2,0.00025,0.7950707674026489,-0.00337575378944166,0.3332309368997812,0.009766256,,
140.94,137,73,5.51,280576,3822,0.0946044921875,-0.43275968730449677,0.12827414274215698,544,0.2,0.00025,0.8330276608467102,-0.0024668571131769568,0.3122540954500437,0.015018237,,
145.57,138,73,5.78,282624,3824,0.07861328125,-0.4414732176810503,0.16216377913951874,548,0.2,0.00025,0.831233024597168,0.00043980134068988264,0.3422963283956051,0.0071149673,,
147.08,139,74,5.84,284672,3826,0.05078125,-0.43008233793079853,0.17537394165992737,552,0.2,0.00025,0.8224933743476868,-0.0020120565604884177,0.3786577060818672,0.004352676,,
148.2,140,74,5.88,286720,3828,0.04931640625,-0.44617851451039314,0.17562651634216309,556,0.2,0.00025,0.831188976764679,-0.0033863989810924977,0.3610093295574188,0.00745597,,
148.15,141,75,5.93,288768,3831,0.0321044921875,-0.40301805920898914,0.20686209201812744,560,0.2,0.00025,0.7144244909286499,-0.001431619399227202,0.4490949213504791,0.004360592,,
150.07,142,75,6.03,290816,3833,0.041015625,-0.40989325754344463,0.14549383521080017,564,0.2,0.00025,0.815371036529541,-0.002210138918599114,0.35217718966305256,0.0044,,
150.63,143,76,6.09,292864,3835,0.0316162109375,-0.40284754522144794,0.14264141023159027,568,0.2,0.00025,0.843971312046051,-0.004780298098921776,0.31410087179392576,0.0048586465,,
148.71,144,76,6.06,294912,3838,0.0567626953125,-0.38669687509536743,0.23386745154857635,572,0.2,0.00025,0.7410497665405273,-0.004164957703324035,0.4888876471668482,0.005268275,,
148.76,145,77,6.09,296960,3840,0.048583984375,-0.3701602779328823,0.1926392912864685,576,0.2,0.00025,0.7424523830413818,-0.0030830107862129807,0.4813054259866476,0.005688099,,
147.34,146,77,6.05,299008,3842,0.0218505859375,-0.3736689109355211,0.19449341297149658,580,0.2,0.00025,0.772578775882721,-0.0031394792604260147,0.43313676305115223,0.0024464228,,
