time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/clip_range,train/n_updates,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
276480,-142.05,82,42.19,3336,135,,,,,,,,,,,,
278528,-121.85,83,39.15,3340,136,0.0975341796875,0.0001,0.2,540,3915.0696563720703,0.0040467666,0.0001580505631864071,-1.1472704708576202,1869.388916015625,0.4259517192840576,,
280576,-139.46,83,41.8,3343,137,0.0966796875,0.0001,0.2,544,3827.4651641845703,0.011431489,-0.0015739590453449637,-1.159447766840458,1892.2562255859375,0.42834651470184326,,
282624,-162.18,84,45.48,3347,138,0.0562744140625,0.0001,0.2,548,3342.435317993164,0.008036492,-0.004599002975737676,-1.1143634393811226,1647.3646240234375,0.36448073387145996,,
284672,-178.82,84,48.12,3351,139,0.0745849609375,0.0001,0.2,552,2446.7176818847656,0.011297608,0.0018844553851522505,-1.059513058513403,1329.0709228515625,0.43138474225997925,,
286720,-174.65,85,47.02,3355,140,0.099609375,0.0001,0.2,556,3490.3976135253906,0.009097586,0.002586173010058701,-1.0959913730621338,1851.1798095703125,0.3783142566680908,,
288768,-169.52,85,45.77,3358,141,0.0399169921875,0.0001,0.2,560,3454.874237060547,0.0043294043,0.0008094280783552676,-1.0804552733898163,1735.5308837890625,0.47877806425094604,,
290816,-179.26,86,47.12,3361,142,0.115966796875,0.0001,0.2,564,3484.331802368164,0.0051941723,0.0020005031838081777,-1.0648837685585022,1777.2198486328125,0.3832136392593384,,
292864,-163.75,87,44.89,3364,143,0.0423583984375,0.0001,0.2,568,3328.5201721191406,0.008466996,-0.0006570082623511553,-1.0232647582888603,1626.7744140625,0.46982771158218384,,
294912,-149.98,87,43.25,3367,144,0.0667724609375,0.0001,0.2,572,4121.360092163086,0.0049981237,-0.0009092476102523506,-0.9680012688040733,2147.78173828125,0.42497146129608154,,
296960,-163.2,88,45.33,3371,145,0.0509033203125,0.0001,0.2,576,3152.294662475586,0.0032783775,0.0003645430551841855,-0.954499002546072,1519.3564453125,0.44017893075942993,,
299008,-176.92,88,47.63,3374,146,0.06787109375,0.0001,0.2,580,3018.5968475341797,0.003253818,0.0007343384204432368,-0.9273875877261162,1472.4464111328125,0.4002402424812317,,
299904,,,,,,0.0618896484375,0.0001,0.2,584,2720.232147216797,0.006857765,0.002452651271596551,-0.9175255335867405,1366.362548828125,0.4810740351676941,65.45,-274.7
301056,-162.0,90,45.25,3336,147,,,,,,,,,,,,
303104,-166.31,90,46.14,3339,148,0.0775146484375,0.0001,0.2,588,3389.9908294677734,0.006628042,0.0036318764614406973,-1.0167203918099403,1563.240966796875,0.4471842050552368,,
305152,-170.47,91,46.54,3342,149,0.1002197265625,0.0001,0.2,592,2655.6968994140625,0.0082100835,0.0007500439241994172,-0.9814669974148273,1226.388916015625,0.5627487897872925,,
307200,-163.79,91,45.17,3345,150,0.0794677734375,0.0001,0.2,596,2713.788284301758,0.006753268,0.0024015274830162525,-0.9565804563462734,1374.7088623046875,0.561762809753418,,
309248,-148.47,92,42.64,3348,151,0.0638427734375,0.0001,0.2,600,4148.670379638672,0.002927248,0.003075992688536644,-0.9574215039610863,2027.7557373046875,0.33406490087509155,,
311296,-154.96,92,43.89,3351,152,0.0595703125,0.0001,0.2,604,3330.3053283691406,0.0077560204,0.0026474117912584916,-0.9788447134196758,1506.9375,0.5288518667221069,,
313344,-141.78,93,41.66,3354,153,0.080078125,0.0001,0.2,608,3970.9058532714844,0.0034761997,0.002248063450679183,-0.9880947023630142,1922.702392578125,0.5424762964248657,,
315392,-163.49,93,45.07,3357,154,0.0904541015625,0.0001,0.2,612,3542.465621948242,0.0057936604,0.001410628407029435,-0.929692704230547,1701.498046875,0.47153520584106445,,
317440,-170.87,94,46.3,3360,155,0.012939453125,0.0001,0.2,616,3588.5089569091797,0.0036435605,0.0005235195567365736,-0.9713786989450455,1677.73974609375,0.5316900014877319,,
319488,-160.26,94,44.39,3363,156,0.1463623046875,0.0001,0.2,620,3342.4844818115234,0.0031351564,0.004744709760416299,-0.9710187613964081,1486.4127197265625,0.5748958587646484,,
321536,-190.95,95,48.41,3367,157,0.1116943359375,0.0001,0.2,624,2796.659881591797,0.0053730216,0.004205510078463703,-0.9370081052184105,1196.9552001953125,0.6374325752258301,,
323584,-191.83,96,48.38,3369,158,0.0362548828125,0.0001,0.2,628,2520.037826538086,0.0035396644,-0.0006634053424932063,-1.016150712966919,1371.326171875,0.5946394205093384,,
324896,,,,,,0.0860595703125,0.0001,0.2,632,3182.143539428711,0.015581308,-0.0003785282024182379,-0.9557848200201988,1621.52978515625,0.6036972403526306,65.6,-286.3
325632,-148.56,97,41.42,3336,159,,,,,,,,,,,,
327680,-143.69,98,40.62,3339,160,0.03466796875,0.0001,0.2,636,3751.5855407714844,0.006510048,0.0003676318156067282,-1.0459702908992767,2041.6151123046875,0.5152976512908936,,
329728,-161.35,98,43.51,3342,161,0.0609130859375,0.0001,0.2,640,2679.0501861572266,0.0044677206,0.0016281791613437235,-1.0186739712953568,1404.106201171875,0.627311110496521,,
331776,-172.1,99,45.42,3345,162,0.1026611328125,0.0001,0.2,644,3006.7264251708984,0.024128184,-0.0014352176804095507,-0.9820802845060825,1509.47265625,0.599196195602417,,
333824,-159.02,99,43.3,3348,163,0.11181640625,0.0001,0.2,648,3357.7215576171875,0.013189367,0.00037533100112341344,-0.9732736386358738,1845.53955078125,0.6032137870788574,,
335872,-174.55,100,45.85,3351,164,0.0723876953125,0.0001,0.2,652,3487.5975036621094,0.0067806784,0.000590235140407458,-1.0632650405168533,2041.8060302734375,0.5529818534851074,,
337920,-141.05,100,40.85,3354,165,0.1168212890625,0.0001,0.2,656,4008.1798553466797,0.009375993,0.0006393651128746569,-1.0322742313146591,2060.466796875,0.5184559226036072,,
339968,-144.13,101,41.3,3357,166,0.0631103515625,0.0001,0.2,660,3429.226104736328,0.00528246,-0.0015114159905351698,-0.9902653507888317,1962.861328125,0.6570168733596802,,
342016,-174.47,101,45.99,3360,167,0.1383056640625,0.0001,0.2,664,2900.5509338378906,0.012371099,0.0026908348663710058,-1.0392268113791943,1354.3841552734375,0.5641311407089233,,
344064,-120.49,102,37.82,3363,168,0.2015380859375,0.0001,0.2,668,3297.071746826172,0.008138266,0.0040344907029066235,-1.0573171451687813,1520.7978515625,0.5959360003471375,,
346112,-108.49,102,36.46,3365,169,0.017333984375,0.0001,0.2,672,2927.6446228027344,0.0028936323,-0.0008702842169441283,-1.0143231637775898,1509.79736328125,0.6339046359062195,,
348160,-119.67,103,38.22,3368,170,0.057861328125,0.0001,0.2,676,2858.6783752441406,0.004043864,-0.0008773425652179867,-1.0214964672923088,1458.6588134765625,0.6730214357376099,,
349888,,,,,,0.1207275390625,0.0001,0.2,680,2401.298110961914,0.0029834928,-0.001452055381378159,-1.049525536596775,1174.21630859375,0.7225309610366821,64.05,-300.25
350208,-146.65,104,42.33,3337,171,,,,,,,,,,,,
352256,-137.57,105,41.11,3340,172,0.1622314453125,0.0001,0.2,684,3663.132766723633,0.012735883,0.0029447380220517516,-1.053885605186224,1884.71337890625,0.519463837146759,,
354304,-137.22,105,41.56,3343,173,0.06298828125,0.0001,0.2,688,3506.4556732177734,0.003947963,7.746924529783428e-05,-0.9585796892642975,1793.7164306640625,0.5839898586273193,,
356352,-180.63,106,49.0,3346,174,0.0889892578125,0.0001,0.2,692,2958.476303100586,0.0040601236,0.0009559501486364752,-0.8609329424798489,1544.1790771484375,0.5381612777709961,,
358400,-173.31,106,47.39,3350,175,0.086181640625,0.0001,0.2,696,2352.621047973633,0.005890686,0.0019751865474972874,-0.860775064677,1221.3892822265625,0.5748962759971619,,
360448,-147.08,107,42.73,3353,176,0.0640869140625,0.0001,0.2,700,2171.9597930908203,0.0021941909,-0.00039602009928785264,-0.9597627744078636,1139.2198486328125,0.6271626949310303,,
362496,-149.38,108,43.21,3355,177,0.1087646484375,0.0001,0.2,704,3000.459671020508,0.0054705334,0.0001689497148618102,-0.9828927554190159,1624.428955078125,0.6144735217094421,,
364544,-140.1,108,41.84,3358,178,0.1422119140625,0.0001,0.2,708,2936.005859375,0.014708694,0.000833958329167217,-1.0292369201779366,1500.836669921875,0.6123626232147217,,
366592,-150.81,109,43.49,3361,179,0.06689453125,0.0001,0.2,712,2756.8985748291016,0.007364021,0.0018572761910036206,-1.092632606625557,1337.4296875,0.6712825298309326,,
368640,-151.96,109,43.93,3363,180,0.111083984375,0.0001,0.2,716,3120.0484466552734,0.006564742,-0.00065904256189242,-1.0969759300351143,1534.780517578125,0.5661764144897461,,
370688,-138.4,110,41.96,3366,181,0.125,0.0001,0.2,720,2702.9777069091797,0.011042185,-0.0008072395285125822,-1.0866152569651604,1216.2152099609375,0.669466495513916,,
372736,-124.36,110,39.57,3368,182,0.1024169921875,0.0001,0.2,724,2319.19246673584,0.005799036,-0.00039897498209029436,-1.0814926475286484,1166.1259765625,0.7172204256057739,,
374784,-143.86,111,42.68,3371,183,0.2095947265625,0.0001,0.2,728,3544.5657653808594,0.010507915,0.0035435901663731784,-1.1144614964723587,2013.39697265625,0.5804744958877563,,
374880,,,,,,0.13232421875,0.0001,0.2,732,2652.3773803710938,0.008296931,0.002253245416795835,-1.1352530866861343,1276.67138671875,0.6352561116218567,64.1,-273.2
376832,-164.25,112,45.91,3343,184,,,,,,,,,,,,
378880,-159.71,113,45.39,3346,185,0.11474609375,0.0001,0.2,736,3961.397903442383,0.0088186525,0.0009599446202628314,-1.0929741188883781,1892.700927734375,0.4485236406326294,,
380928,-148.11,113,43.92,3348,186,0.10986328125,0.0001,0.2,740,2473.522964477539,0.007832168,0.000442101969383657,-1.1027798876166344,1089.312744140625,0.632163405418396,,
382976,-148.84,114,44.33,3351,187,0.06298828125,0.0001,0.2,744,2876.704864501953,0.0018662917,0.0015718040231149644,-1.0884822085499763,1427.89697265625,0.6023300886154175,,
385024,-154.63,114,45.22,3353,188,0.1334228515625,0.0001,0.2,748,2440.800521850586,0.012129208,-0.0032534333877265453,-1.0483139604330063,1121.717041015625,0.6582507491111755,,
387072,-136.37,115,42.24,3356,189,0.0576171875,0.0001,0.2,752,2618.594940185547,0.0039536706,-0.0012705943663604558,-1.0635955184698105,1387.4234619140625,0.5949016809463501,,
389120,-139.68,115,43.04,3359,190,0.0198974609375,0.0001,0.2,756,2700.6175842285156,0.010341745,0.00028816526173613966,-1.0581887885928154,1262.5599365234375,0.6482112407684326,,
391168,-152.0,116,45.24,3361,191,0.068115234375,0.0001,0.2,760,3283.5670318603516,0.01500493,0.0011431450548116118,-1.022455584257841,1768.6519775390625,0.5497735738754272,,
393216,-159.06,116,46.66,3364,192,0.08154296875,0.0001,0.2,764,4379.714111328125,0.00454056,0.00016352147213183343,-1.02344261854887,2200.10009765625,0.35729658603668213,,
395264,-139.94,117,43.64,3366,193,0.1058349609375,0.0001,0.2,768,3354.424606323242,0.012793986,-0.0015154071734286845,-1.0189007595181465,1773.135986328125,0.37447041273117065,,
397312,-151.17,117,45.86,3369,194,0.1302490234375,0.0001,0.2,772,3349.791793823242,0.0060116034,-0.0005888626619707793,-1.0345369204878807,1583.240966796875,0.429571270942688,,
399360,-146.19,118,45.01,3372,195,0.0838623046875,0.0001,0.2,776,3196.5531158447266,0.006300511,0.0013491190038621426,-1.0317704044282436,1688.4473876953125,0.4266262650489807,,
399872,,,,,,0.0694580078125,0.0001,0.2,780,3356.0435485839844,0.013640264,0.0011915757786482573,-0.9780314043164253,1645.1551513671875,0.4476359486579895,54.4,-188.45
401408,-161.45,119,47.84,3347,196,,,,,,,,,,,,
