time/fps,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/n_updates,train/loss
720,915.17,1316,0.71452162,400,288362,-20.6,,,0.0001,47090,0.012465356849133968
720,918.27,1320,0.7136118100000002,401,289281,-20.57,,,0.0001,47320,0.010862266644835472
720,916.95,1324,0.71272081,402,290181,-20.56,,,0.0001,47545,0.012909704819321632
719,919.22,1328,0.71178229,404,291129,-20.56,,,0.0001,47782,0.004985843785107136
719,922.04,1332,0.71087842,405,292042,-20.55,,,0.0001,48010,0.011008801870048046
719,923.4,1336,0.7099032700000001,407,293027,-20.52,,,0.0001,48256,0.009752707555890083
719,924.29,1340,0.70898752,408,293952,-20.52,,,0.0001,48487,0.017160233110189438
718,923.8,1344,0.7081687899999999,410,294779,-20.51,,,0.0001,48694,0.01414085179567337
718,924.35,1348,0.70729066,411,295666,-20.48,,,0.0001,48916,0.008139039389789104
718,927.68,1352,0.70632442,413,296642,-20.45,,,0.0001,49160,0.009727999567985535
717,926.73,1356,0.7054403500000002,414,297535,-20.49,,,0.0001,49383,0.015634775161743164
717,928.11,1360,0.7044731199999998,415,298512,-20.46,,,0.0001,49627,0.00681827450171113
717,931.98,1364,0.7035395499999999,417,299455,-20.45,,,0.0001,49863,0.005842088256031275
,,,0.7030009899999998,,300000,,-19.45,1077.9,0.0001,49999,0.006333422847092152
705,931.49,1368,0.7026099399999999,425,300394,-20.44,,,0.0001,50098,0.007809664588421583
705,937.48,1372,0.7016090500000001,427,301405,-20.4,,,0.0001,50351,0.03300312161445618
705,939.03,1376,0.70067944,428,302344,-20.39,,,0.0001,50585,0.006409857422113419
704,939.17,1380,0.69973894,430,303294,-20.42,,,0.0001,50823,0.00652780057862401
704,939.58,1384,0.69884992,431,304192,-20.42,,,0.0001,51047,0.007927034981548786
704,941.69,1388,0.69789655,433,305155,-20.42,,,0.0001,51288,0.009303518570959568
704,947.59,1392,0.69688576,434,306176,-20.39,,,0.0001,51543,0.008527962490916252
703,948.45,1396,0.69593239,436,307139,-20.37,,,0.0001,51784,0.01520172506570816
703,953.41,1400,0.6950166400000002,437,308064,-20.36,,,0.0001,52015,0.022522954270243645
703,956.77,1404,0.6940810899999998,439,309009,-20.29,,,0.0001,52252,0.00858921930193901
703,955.54,1408,0.6931593999999999,440,309940,-20.27,,,0.0001,52484,0.006573895923793316
702,955.6,1412,0.69229414,442,310814,-20.28,,,0.0001,52703,0.019937952980399132
702,956.02,1416,0.69136354,443,311754,-20.26,,,0.0001,52938,0.026900120079517365
702,955.59,1420,0.69045967,445,312667,-20.28,,,0.0001,53166,0.002830738900229335
702,958.22,1424,0.6894983799999999,446,313638,-20.28,,,0.0001,53409,0.008571872487664223
701,961.46,1428,0.6884767,448,314670,-20.26,,,0.0001,53667,0.004952562972903252
701,962.71,1432,0.68755204,449,315604,-20.25,,,0.0001,53900,0.006493023596704006
701,957.04,1436,0.6867154900000001,451,316449,-20.28,,,0.0001,54112,0.006392152979969978
701,958.74,1440,0.6857532100000001,452,317421,-20.25,,,0.0001,54355,0.006914256140589714
700,961.49,1444,0.68486716,454,318316,-20.24,,,0.0001,54578,0.0046023959293961525
700,960.95,1448,0.6840068499999999,455,319185,-20.25,,,0.0001,54796,0.0072539690881967545
700,955.84,1452,0.68316832,457,320032,-20.29,,,0.0001,55007,0.021991996094584465
699,960.59,1456,0.68217832,458,321032,-20.28,,,0.0001,55257,0.0033882264979183674
699,959.18,1460,0.68124871,460,321971,-20.29,,,0.0001,55492,0.010342983528971672
699,961.71,1464,0.68024881,461,322981,-20.25,,,0.0001,55745,0.004792153835296631
699,962.98,1468,0.67929445,463,323945,-20.29,,,0.0001,55986,0.006257221102714539
698,959.3,1472,0.67839157,464,324857,-20.34,,,0.0001,56214,0.003925648983567953
698,958.73,1476,0.6774768099999999,466,325781,-20.32,,,0.0001,56445,0.02855454757809639
698,957.36,1480,0.6765848200000001,467,326682,-20.32,,,0.0001,56670,0.02237061969935894
698,961.61,1484,0.6755938300000001,469,327683,-20.29,,,0.0001,56920,0.004042144864797592
698,962.88,1488,0.6746067999999998,470,328680,-20.31,,,0.0001,57169,0.008534342981874943
697,963.14,1492,0.6735910599999999,472,329706,-20.31,,,0.0001,57426,0.009864765219390392
697,963.55,1496,0.6726367,473,330670,-20.32,,,0.0001,57667,0.005064689554274082
697,967.38,1500,0.67162591,475,331691,-20.31,,,0.0001,57922,0.005530150141566992
697,966.04,1504,0.6707269899999999,476,332599,-20.37,,,0.0001,58149,0.008250211365520954
697,965.8,1508,0.6698181699999999,478,333517,-20.4,,,0.0001,58379,0.005642738193273544
696,966.32,1512,0.66894301,479,334401,-20.4,,,0.0001,58600,0.011336911469697952
696,966.36,1516,0.6680094399999998,481,335344,-20.42,,,0.0001,58835,0.005590684711933136
696,964.77,1520,0.6671471500000001,482,336215,-20.42,,,0.0001,59053,0.020029282197356224
696,961.81,1524,0.6662611,484,337110,-20.44,,,0.0001,59277,0.010271014645695686
695,958.42,1528,0.6653324799999999,485,338048,-20.42,,,0.0001,59511,0.013976151123642921
695,960.93,1532,0.6643355499999999,487,339055,-20.41,,,0.0001,59763,0.003289936576038599
695,964.25,1536,0.66341089,488,339989,-20.39,,,0.0001,59997,0.005138188134878874
695,963.07,1540,0.6624832599999999,490,340926,-20.4,,,0.0001,60231,0.01592697948217392
695,962.83,1544,0.6616021599999999,491,341816,-20.42,,,0.0001,60453,0.014616291970014572
694,966.92,1548,0.6606428499999999,493,342785,-20.4,,,0.0001,60696,0.011731225065886974
694,968.72,1552,0.65976868,494,343668,-20.37,,,0.0001,60916,0.011472547426819801
694,965.37,1556,0.65885392,496,344592,-20.35,,,0.0001,61147,0.006000332534313202
694,968.03,1560,0.6578599599999999,497,345596,-20.33,,,0.0001,61398,0.005159845110028982
694,965.64,1564,0.6569204500000001,499,346545,-20.35,,,0.0001,61636,0.009741273708641529
693,963.77,1568,0.65602153,500,347453,-20.34,,,0.0001,61863,0.012577822431921959
693,968.4,1572,0.6549958899999999,502,348489,-20.28,,,0.0001,62122,0.003848223714157939
693,971.1,1576,0.6540148,503,349480,-20.29,,,0.0001,62369,0.015029600821435452
693,969.48,1580,0.6531564700000001,505,350347,-20.3,,,0.0001,62586,0.00515898410230875
693,968.64,1584,0.6521882499999999,506,351325,-20.33,,,0.0001,62831,0.005631351377815008
692,964.37,1588,0.6513031899999999,508,352219,-20.33,,,0.0001,63054,0.008078030310571194
692,959.69,1592,0.6504121900000001,509,353119,-20.35,,,0.0001,63279,0.009942233562469482
692,959.77,1596,0.6494558500000001,511,354085,-20.32,,,0.0001,63521,0.007937050424516201
692,956.93,1600,0.6485193100000002,512,355031,-20.3,,,0.0001,63757,0.0036019477993249893
692,960.35,1604,0.6475302999999999,514,356030,-20.27,,,0.0001,64007,0.008264513686299324
691,963.09,1608,0.64655515,516,357015,-20.24,,,0.0001,64253,0.007489929907023907
691,965.1,1612,0.64561366,517,357966,-20.23,,,0.0001,64491,0.0050452095456421375
691,966.71,1616,0.6446365299999999,519,358953,-20.21,,,0.0001,64738,0.006847450975328684
691,966.59,1620,0.64378414,520,359814,-20.2,,,0.0001,64953,0.009404538199305534
690,968.42,1624,0.64286047,522,360747,-20.17,,,0.0001,65186,0.0034845462068915367
690,970.3,1628,0.6418823500000002,523,361735,-20.19,,,0.0001,65433,0.004295034799724817
690,968.97,1632,0.6409250199999998,525,362702,-20.2,,,0.0001,65675,0.0021692474838346243
690,973.08,1636,0.6399023500000001,526,363735,-20.21,,,0.0001,65933,0.005206471309065819
690,973.71,1640,0.6389469999999999,528,364700,-20.21,,,0.0001,66174,0.006355397403240204
690,974.33,1644,0.63805501,529,365601,-20.21,,,0.0001,66400,0.004690454341471195
689,974.68,1648,0.63709273,531,366573,-20.21,,,0.0001,66643,0.002700613811612129
689,982.07,1652,0.63602947,533,367647,-20.19,,,0.0001,66911,0.010765042155981064
689,983.23,1656,0.63509788,534,368588,-20.19,,,0.0001,67146,0.009571831673383713
689,982.96,1660,0.6341108499999999,536,369585,-20.23,,,0.0001,67396,0.005204332061111927
689,981.9,1664,0.6332010400000001,537,370504,-20.22,,,0.0001,67625,0.00915389321744442
689,985.35,1668,0.6322150000000001,539,371500,-20.2,,,0.0001,67874,0.004400798585265875
688,986.54,1672,0.6311636199999999,540,372562,-20.2,,,0.0001,68140,0.007385535165667534
688,986.59,1676,0.63017659,542,373559,-20.2,,,0.0001,68389,0.004300193395465612
688,989.18,1680,0.62924995,543,374495,-20.2,,,0.0001,68623,0.006364838685840368
688,990.9,1684,0.6282312400000001,545,375524,-20.14,,,0.0001,68880,0.00970735214650631
688,994.13,1688,0.62727292,547,376492,-20.11,,,0.0001,69122,0.009895888157188892
687,993.78,1692,0.62638489,548,377389,-20.12,,,0.0001,69347,0.015130065381526947
687,994.79,1696,0.6254067700000001,550,378377,-20.14,,,0.0001,69594,0.01872914284467697
687,996.29,1700,0.6244306299999999,551,379363,-20.16,,,0.0001,69840,0.01628350466489792
687,998.17,1704,0.6233960799999999,553,380408,-20.15,,,0.0001,70101,0.014913651160895824
687,1000.28,1708,0.6223595500000001,555,381455,-20.18,,,0.0001,70363,0.02249017544090748
687,1002.5,1712,0.6213636100000001,556,382461,-20.16,,,0.0001,70615,0.005369133781641722
686,1005.08,1716,0.6203320300000001,558,383503,-20.16,,,0.0001,70875,0.0051888469606637955
686,1008.86,1720,0.61937866,559,384466,-20.16,,,0.0001,71116,0.0075734518468379974
686,1010.7,1724,0.6184044999999999,561,385450,-20.17,,,0.0001,71362,0.018654894083738327
686,1012.6,1728,0.61737787,563,386487,-20.14,,,0.0001,71621,0.008337600156664848
686,1011.1,1732,0.6164571699999999,564,387417,-20.15,,,0.0001,71854,0.005245562642812729
685,1013.19,1736,0.6153820299999999,566,388503,-20.13,,,0.0001,72125,0.009968213737010956
685,1011.44,1740,0.6144821199999999,567,389412,-20.15,,,0.0001,72352,0.009088430553674698
685,1015.3,1744,0.61348618,569,390418,-20.11,,,0.0001,72604,0.011440031230449677
685,1017.08,1748,0.61248034,571,391434,-20.1,,,0.0001,72858,0.0058099934831261635
685,1013.35,1752,0.6115032099999999,572,392421,-20.11,,,0.0001,73105,0.005527160130441189
685,1016.2,1756,0.61049935,574,393435,-20.09,,,0.0001,73358,0.015543566085398197
684,1015.51,1760,0.6095251899999999,575,394419,-20.07,,,0.0001,73604,0.008176838979125023
684,1020.46,1764,0.6084916300000001,577,395463,-20.08,,,0.0001,73865,0.008824687451124191
684,1018.32,1768,0.60754618,579,396418,-20.11,,,0.0001,74104,0.009371494874358177
684,1012.19,1772,0.60664627,580,397327,-20.16,,,0.0001,74331,0.010282358154654503
684,1010.55,1776,0.60570874,582,398274,-20.16,,,0.0001,74568,0.023854773491621017
684,1009.7,1780,0.6048009099999999,583,399191,-20.13,,,0.0001,74797,0.007361964322626591
,,,0.6040009900000001,,400000,,-20.3,934.5,0.0001,74999,0.005670827813446522
677,1005.16,1784,0.6038990200000001,590,400102,-20.18,,,0.0001,75025,0.011382106691598892
676,1007.27,1788,0.6028921899999999,592,401119,-20.18,,,0.0001,75279,0.017641691491007805
676,1010.87,1792,0.6019130799999999,594,402108,-20.17,,,0.0001,75526,0.005651695653796196
676,1007.34,1796,0.6010111899999999,595,403019,-20.17,,,0.0001,75754,0.009916420094668865
676,1009.25,1800,0.5999895100000001,597,404051,-20.15,,,0.0001,76012,0.01124309841543436
676,1007.05,1804,0.5989985200000001,598,405052,-20.17,,,0.0001,76262,0.016018332913517952
676,1001.59,1808,0.59809366,600,405966,-20.19,,,0.0001,76491,0.008411064743995667
676,1003.71,1812,0.59705317,601,407017,-20.22,,,0.0001,76754,0.009401862509548664
676,1001.89,1816,0.5960710899999999,603,408009,-20.22,,,0.0001,77002,0.007031133398413658
675,1005.36,1820,0.5950315899999999,605,409059,-20.19,,,0.0001,77264,0.007800262421369553
675,1004.74,1824,0.5940604,606,410040,-20.18,,,0.0001,77509,0.007368774618953466
675,1009.82,1828,0.5928971500000001,608,411215,-20.16,,,0.0001,77803,0.005461364518851042
675,1010.1,1832,0.5919715,610,412150,-20.16,,,0.0001,78037,0.004844281822443008
675,1008.97,1836,0.59092309,611,413209,-20.13,,,0.0001,78302,0.007346860133111477
674,1011.98,1840,0.5899469500000001,613,414195,-20.1,,,0.0001,78548,0.02405334636569023
674,1012.77,1844,0.58893814,615,415214,-20.11,,,0.0001,78803,0.00371999922208488
674,1013.06,1848,0.5879134899999999,616,416249,-20.11,,,0.0001,79062,0.007085034623742104
674,1012.74,1852,0.5869482399999999,618,417224,-20.11,,,0.0001,79305,0.007575049065053463
674,1015.85,1856,0.5858651800000001,620,418318,-20.12,,,0.0001,79579,0.0071266163140535355
674,1014.25,1860,0.5849316099999999,621,419261,-20.15,,,0.0001,79815,0.009068031795322895
674,1009.73,1864,0.5840020000000001,623,420200,-20.14,,,0.0001,80049,0.008011634461581707
673,1006.42,1868,0.5831416899999999,624,421069,-20.13,,,0.0001,80267,0.007132924627512693
673,1012.98,1872,0.58208536,626,422136,-20.12,,,0.0001,80533,0.011713441461324692
673,1019.71,1876,0.5809795300000001,628,423253,-20.12,,,0.0001,80813,0.004219898022711277
673,1023.69,1880,0.57997864,629,424264,-20.13,,,0.0001,81065,0.01709599606692791
673,1029.49,1884,0.5789381500000002,631,425315,-20.09,,,0.0001,81328,0.012493332847952843
673,1024.85,1888,0.57803329,633,426229,-20.12,,,0.0001,81557,0.007968021556735039
673,1027.75,1892,0.5769848800000001,634,427288,-20.09,,,0.0001,81821,0.007734563201665878
673,1029.67,1896,0.5760443800000001,636,428238,-20.1,,,0.0001,82059,0.008954985067248344
672,1024.98,1900,0.5751355600000001,637,429156,-20.12,,,0.0001,82288,0.008542979136109352
672,1023.56,1904,0.5741871399999998,639,430114,-20.13,,,0.0001,82528,0.004115864634513855
672,1023.6,1908,0.5732951500000001,640,431015,-20.12,,,0.0001,82753,0.011580221354961395
672,1022.22,1912,0.5723011900000001,642,432019,-20.1,,,0.0001,83004,0.012182882986962795
672,1019.48,1916,0.57138346,643,432946,-20.12,,,0.0001,83236,0.004672490060329437
672,1017.26,1920,0.57040534,645,433934,-20.15,,,0.0001,83483,0.007573094218969345
672,1023.22,1924,0.56929951,647,435051,-20.13,,,0.0001,83762,0.006012763828039169
671,1010.04,1928,0.5684778100000001,648,435881,-20.21,,,0.0001,83970,0.008451476693153381
671,1013.04,1932,0.5674699900000001,650,436899,-20.18,,,0.0001,84224,0.0029116731602698565
671,1010.59,1936,0.5664839500000001,651,437895,-20.22,,,0.0001,84473,0.017708037048578262
671,1011.27,1940,0.5654889999999999,653,438900,-20.24,,,0.0001,84724,0.018614545464515686
671,1014.18,1944,0.56441089,655,439989,-20.21,,,0.0001,84997,0.011116493493318558
671,1015.66,1948,0.56335852,657,441052,-20.22,,,0.0001,85262,0.01640714704990387
671,1017.91,1952,0.56233486,658,442086,-20.24,,,0.0001,85521,0.006342239677906036
670,1013.94,1956,0.5613478299999999,660,443083,-20.24,,,0.0001,85770,0.007440968416631222
670,1020.5,1960,0.56025685,662,444185,-20.17,,,0.0001,86046,0.02689969353377819
670,1022.13,1964,0.5592896199999999,663,445162,-20.18,,,0.0001,86290,0.007081389892846346
670,1027.94,1968,0.55828972,665,446172,-20.16,,,0.0001,86542,0.012564941309392452
670,1023.66,1972,0.5573363499999999,666,447135,-20.15,,,0.0001,86783,0.011265303008258343
670,1023.82,1976,0.55622755,668,448255,-20.12,,,0.0001,87063,0.011743428185582161
670,1024.51,1980,0.5552088399999999,670,449284,-20.13,,,0.0001,87320,0.004046297632157803
669,1025.97,1984,0.5541356799999999,672,450368,-20.12,,,0.0001,87591,0.008845500648021698
669,1035.01,1988,0.553015,674,451500,-20.08,,,0.0001,87874,0.013329675421118736
669,1035.13,1992,0.55197055,675,452555,-20.07,,,0.0001,88138,0.005514504387974739
669,1041.49,1996,0.5508627400000001,677,453674,-20.02,,,0.0001,88418,0.02272915467619896
669,1047.05,2000,0.54981433,679,454733,-19.99,,,0.0001,88683,0.01362081989645958
669,1048.47,2004,0.5488263099999999,681,455731,-19.98,,,0.0001,88932,0.00956400204449892
669,1057.88,2008,0.5476957300000002,682,456873,-19.92,,,0.0001,89218,0.019228095188736916
668,1060.28,2012,0.5466304900000001,684,457949,-19.88,,,0.0001,89487,0.012995351105928421
668,1061.81,2016,0.54567415,686,458915,-19.85,,,0.0001,89728,0.006467669736593962
668,1063.57,2020,0.54465148,687,459948,-19.8,,,0.0001,89986,0.007894594222307205
668,1060.45,2024,0.54362287,689,460987,-19.82,,,0.0001,90246,0.007758575491607189
668,1071.44,2028,0.5425279300000001,691,462093,-19.75,,,0.0001,90523,0.005773291923105717
668,1072.88,2032,0.5414914,692,463140,-19.78,,,0.0001,90784,0.01675291731953621
668,1070.85,2036,0.5405647600000001,694,464076,-19.79,,,0.0001,91018,0.014170748181641102
668,1070.74,2040,0.53956882,696,465082,-19.79,,,0.0001,91270,0.027513161301612854
667,1071.8,2044,0.5384610100000001,698,466201,-19.84,,,0.0001,91550,0.005582376383244991
667,1073.48,2048,0.53736805,699,467305,-19.83,,,0.0001,91826,0.006835658103227615
667,1072.84,2052,0.53636518,701,468318,-19.83,,,0.0001,92079,0.014667666517198086
667,1083.58,2056,0.5351059,703,469590,-19.79,,,0.0001,92397,0.012425695545971394
667,1080.22,2060,0.53409313,705,470613,-19.83,,,0.0001,92653,0.012991544790565968
667,1082.69,2064,0.53306947,706,471647,-19.82,,,0.0001,92911,0.013991043902933598
667,1086.69,2068,0.5319715600000001,708,472756,-19.84,,,0.0001,93188,0.013919871300458908
666,1090.7,2072,0.53091325,710,473825,-19.82,,,0.0001,93456,0.019464079290628433
666,1089.07,2076,0.5298381099999999,712,474911,-19.85,,,0.0001,93727,0.010964110493659973
666,1090.13,2080,0.5287906899999999,713,475969,-19.86,,,0.0001,93992,0.012433771044015884
666,1090.62,2084,0.5277036700000001,715,477067,-19.89,,,0.0001,94266,0.022787120193243027
666,1083.85,2088,0.52674832,717,478032,-19.94,,,0.0001,94507,0.010805650614202023
666,1086.57,2092,0.52563754,719,479154,-19.96,,,0.0001,94788,0.012446409091353416
666,1081.27,2096,0.52466635,720,480135,-19.99,,,0.0001,95033,0.007097167894244194
665,1082.85,2100,0.52358923,722,481223,-20.0,,,0.0001,95305,0.016750479117035866
665,1086.98,2104,0.52250419,724,482319,-19.98,,,0.0001,95579,0.012373820878565311
665,1085.95,2108,0.5213953900000001,726,483439,-20.02,,,0.0001,95859,0.01610906980931759
665,1084.8,2112,0.5203638100000001,727,484481,-20.06,,,0.0001,96120,0.014472421258687973
665,1091.46,2116,0.5192362,729,485620,-20.02,,,0.0001,96404,0.007288658991456032
665,1094.21,2120,0.51814621,731,486721,-20.06,,,0.0001,96680,0.028222976252436638
665,1097.78,2124,0.51702256,733,487856,-20.03,,,0.0001,96963,0.007356648333370686
664,1098.5,2128,0.51589693,735,488993,-20.05,,,0.0001,97248,0.012301618233323097
664,1099.11,2132,0.5148504999999999,737,490050,-20.03,,,0.0001,97512,0.00939294695854187
664,1101.63,2136,0.51385852,738,491052,-20.01,,,0.0001,97762,0.012080322951078415
664,1106.12,2140,0.51274972,740,492172,-19.99,,,0.0001,98042,0.005400774534791708
664,1104.62,2144,0.5116765600000002,742,493256,-19.98,,,0.0001,98313,0.004866461269557476
664,1108.87,2148,0.51046678,744,494478,-19.97,,,0.0001,98619,0.026235774159431458
664,1116.3,2152,0.5092817500000002,746,495675,-19.91,,,0.0001,98918,0.005446549039334059
664,1109.69,2156,0.50818978,748,496778,-19.95,,,0.0001,99194,0.007296409457921982
663,1113.55,2160,0.5070740499999999,750,497905,-19.98,,,0.0001,99476,0.012313302606344223
663,1113.95,2164,0.50604544,751,498944,-19.99,,,0.0001,99735,0.009480200707912445
663,1110.98,2168,0.50501386,753,499986,-19.99,,,0.0001,99996,0.011042574420571327
,,,0.5050009899999999,,500000,,-18.4,1514.65,0.0001,99999,0.004502667114138603
655,1109.16,2172,0.50400109,764,501009,-20.02,,,0.0001,100252,0.010482803918421268
655,1109.66,2176,0.50291308,766,502108,-20.05,,,0.0001,100526,0.009056183509528637
654,1116.51,2180,0.50169439,768,503339,-19.98,,,0.0001,100834,0.009087753482162952
654,1118.28,2184,0.50055589,770,504489,-19.98,,,0.0001,101122,0.01009840052574873
654,1124.31,2188,0.4994569899999999,772,505599,-19.95,,,0.0001,101399,0.006210531108081341
654,1130.82,2192,0.49817791,774,506891,-19.94,,,0.0001,101722,0.010626941919326782
654,1132.43,2196,0.49716315999999994,776,507916,-19.97,,,0.0001,101978,0.008130684494972229
654,1137.09,2200,0.49596328,778,509128,-19.96,,,0.0001,102281,0.009137117303907871
654,1137.38,2204,0.49487130999999995,779,510231,-19.99,,,0.0001,102557,0.005370637867599726
654,1137.91,2208,0.49374567999999996,781,511368,-20.01,,,0.0001,102841,0.008100129663944244
653,1141.9,2212,0.49260421,783,512521,-19.98,,,0.0001,103130,0.01643899455666542
653,1140.94,2216,0.4915053100000001,785,513631,-20.01,,,0.0001,103407,0.0068201543763279915
653,1142.12,2220,0.49038760000000015,787,514760,-19.99,,,0.0001,103689,0.004978940822184086
653,1142.32,2224,0.48926098000000007,789,515898,-20.04,,,0.0001,103974,0.00796290673315525
653,1139.03,2228,0.4882214800000001,790,516948,-20.08,,,0.0001,104236,0.004686314612627029
653,1142.96,2232,0.48706516,792,518116,-20.1,,,0.0001,104528,0.037011727690696716
653,1148.44,2236,0.48592864,794,519264,-20.07,,,0.0001,104815,0.007145973388105631
653,1147.18,2240,0.48485845000000016,796,520345,-20.1,,,0.0001,105086,0.009603790938854218
653,1149.47,2244,0.48371796999999994,798,521497,-20.1,,,0.0001,105374,0.01407366618514061
653,1145.95,2248,0.48259827999999994,800,522628,-20.15,,,0.0001,105656,0.007591443136334419
652,1149.3,2252,0.48132514000000004,802,523914,-20.19,,,0.0001,105978,0.016025619581341743
652,1152.34,2256,0.4801559500000001,804,525095,-20.18,,,0.0001,106273,0.010961494408547878
652,1149.8,2260,0.47911447000000007,806,526147,-20.19,,,0.0001,106536,0.008853495121002197
652,1153.02,2264,0.47800072000000005,807,527272,-20.19,,,0.0001,106817,0.010221541859209538
652,1160.01,2268,0.47680084,809,528484,-20.16,,,0.0001,107120,0.010959750041365623
652,1166.22,2272,0.47563858000000003,811,529658,-20.12,,,0.0001,107414,0.00834356714040041
652,1173.53,2276,0.47437237,813,530937,-20.08,,,0.0001,107734,0.006966658402234316
652,1172.05,2280,0.4731853600000001,815,532136,-20.11,,,0.0001,108033,0.007910705171525478
652,1172.84,2284,0.47203596999999986,817,533297,-20.12,,,0.0001,108324,0.014548846520483494
652,1166.96,2288,0.47108161000000015,819,534261,-20.14,,,0.0001,108565,0.009867949411273003
651,1160.41,2292,0.4699589500000002,821,535395,-20.17,,,0.0001,108848,0.01102098822593689
651,1165.6,2296,0.46881649000000003,823,536549,-20.15,,,0.0001,109137,0.010642067529261112
651,1169.69,2300,0.46751761000000003,825,537861,-20.15,,,0.0001,109465,0.0058107879012823105
651,1171.31,2304,0.4663850500000001,827,539005,-20.16,,,0.0001,109751,0.021415334194898605
651,1170.85,2308,0.46527625000000006,829,540125,-20.15,,,0.0001,110031,0.012435439974069595
651,1170.76,2312,0.46414567000000007,830,541267,-20.17,,,0.0001,110316,0.006743961945176125
651,1173.54,2316,0.46297054000000004,832,542454,-20.19,,,0.0001,110613,0.005672376602888107
651,1180.36,2320,0.46168255,835,543755,-20.17,,,0.0001,110938,0.02199140191078186
651,1180.23,2324,0.46056483999999986,836,544884,-20.13,,,0.0001,111220,0.01240922324359417
650,1183.14,2328,0.45945604000000007,838,546004,-20.12,,,0.0001,111500,0.007957680150866508
650,1187.38,2332,0.45820072,840,547272,-20.08,,,0.0001,111817,0.023690860718488693
650,1188.72,2336,0.4570404400000001,842,548444,-20.09,,,0.0001,112110,0.01352984830737114
650,1192.37,2340,0.45588115000000007,844,549615,-20.08,,,0.0001,112403,0.0071837082505226135
650,1195.54,2344,0.45467137,846,550837,-20.05,,,0.0001,112709,0.01474546454846859
650,1192.99,2348,0.45361306,848,551906,-20.05,,,0.0001,112976,0.011415021494030952
650,1191.1,2352,0.45239337999999985,850,553138,-20.08,,,0.0001,113284,0.017909640446305275
650,1188.93,2356,0.4512826,852,554260,-20.09,,,0.0001,113564,0.006734482944011688
650,1193.56,2360,0.45012330999999994,854,555431,-20.06,,,0.0001,113857,0.010937593877315521
650,1193.32,2364,0.44901154,856,556554,-20.06,,,0.0001,114138,0.0071912482380867004
649,1193.41,2368,0.4478057200000001,858,557772,-20.08,,,0.0001,114442,0.008889224380254745
649,1194.32,2372,0.44661772,860,558972,-20.12,,,0.0001,114742,0.012993630021810532
649,1193.45,2376,0.4453782399999999,862,560224,-20.15,,,0.0001,115055,0.011063341051340103
649,1194.44,2380,0.4441734100000001,864,561441,-20.15,,,0.0001,115360,0.01309848204255104
649,1205.07,2384,0.44275573,866,562873,-20.13,,,0.0001,115718,0.012301999144256115
649,1212.15,2388,0.4416221800000001,868,564018,-20.08,,,0.0001,116004,0.02224232815206051
649,1210.68,2392,0.44054605,870,565105,-20.09,,,0.0001,116276,0.006936940364539623
649,1212.49,2396,0.43936299999999995,872,566300,-20.1,,,0.0001,116574,0.008244259282946587
649,1205.97,2400,0.43822945,874,567445,-20.11,,,0.0001,116861,0.009603934362530708
648,1209.41,2404,0.43700878,876,568678,-20.11,,,0.0001,117169,0.014991102740168571
648,1214.84,2408,0.43576831000000005,878,569931,-20.13,,,0.0001,117482,0.005614343099296093
648,1218.72,2412,0.43453675,880,571175,-20.15,,,0.0001,117793,0.008718306198716164
648,1216.46,2416,0.4334190400000001,882,572304,-20.12,,,0.0001,118075,0.019212298095226288
648,1213.32,2420,0.4322062900000001,884,573529,-20.17,,,0.0001,118382,0.005726030096411705
648,1211.9,2424,0.4311153099999999,886,574631,-20.2,,,0.0001,118657,0.009806585498154163
648,1213.84,2428,0.4299629500000002,888,575795,-20.18,,,0.0001,118948,0.012429855763912201
648,1209.03,2432,0.42882148,889,576948,-20.19,,,0.0001,119236,0.01760535128414631
648,1205.11,2436,0.42775326999999996,891,578027,-20.24,,,0.0001,119506,0.007162664085626602
648,1213.07,2440,0.42639004,894,579404,-20.2,,,0.0001,119850,0.010009299963712692
647,1218.78,2444,0.42503868999999994,896,580769,-20.18,,,0.0001,120192,0.004827206023037434
647,1222.13,2448,0.42389721999999996,898,581922,-20.13,,,0.0001,120480,0.022487599402666092
647,1222.24,2452,0.42267654999999993,900,583155,-20.02,,,0.0001,120788,0.0105111263692379
647,1228.45,2456,0.42140737000000017,902,584437,-20.0,,,0.0001,121109,0.009552016854286194
647,1228.28,2460,0.42025303000000014,904,585603,-19.98,,,0.0001,121400,0.01194889284670353
647,1228.67,2464,0.4191392800000001,906,586728,-19.98,,,0.0001,121681,0.008140604011714458
647,1228.75,2468,0.41794534000000005,908,587934,-19.99,,,0.0001,121983,0.005206415895372629
647,1223.42,2472,0.41689593999999996,909,588994,-19.98,,,0.0001,122248,0.00856360699981451
647,1226.61,2476,0.41557330000000003,912,590330,-19.95,,,0.0001,122582,0.008923892863094807
647,1224.83,2480,0.41440509999999997,914,591510,-19.99,,,0.0001,122877,0.0048166485503315926
646,1212.17,2484,0.41330025999999986,915,592626,-20.0,,,0.0001,123156,0.01762434095144272
646,1218.34,2488,0.41200930000000013,918,593930,-20.0,,,0.0001,123482,0.01624951884150505
646,1223.91,2492,0.4107886300000001,920,595163,-19.97,,,0.0001,123790,0.013156316243112087
646,1226.06,2496,0.40954915000000014,922,596415,-19.93,,,0.0001,124103,0.006200576666742563
