time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,rollout/exploration_rate,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates,eval/mean_ep_length,eval/mean_reward
901163,2460,6456,9.51,366,0.05,178.66,0.037193022668361664,0.0001,212790,,
901936,2462,6460,9.62,366,0.05,180.2,0.054121728986501694,0.0001,212983,,
902514,2464,6464,9.6,366,0.05,179.62,0.03974379599094391,0.0001,213128,,
903309,2467,6468,9.58,366,0.05,179.69,0.022338729351758957,0.0001,213327,,
903795,2468,6472,9.45,366,0.05,177.29,0.028793491423130035,0.0001,213448,,
904416,2470,6476,9.41,366,0.05,177.17,0.09096682071685791,0.0001,213603,,
905016,2472,6480,9.35,366,0.05,175.63,0.013334056362509727,0.0001,213753,,
905810,2474,6484,9.45,365,0.05,176.25,0.09993782639503479,0.0001,213952,,
906706,2477,6488,9.6,365,0.05,178.3,0.12477593123912811,0.0001,214176,,
907386,2479,6492,9.72,365,0.05,179.14,0.026268960908055305,0.0001,214346,,
908090,2481,6496,9.85,365,0.05,180.63,0.08109419047832489,0.0001,214522,,
908823,2483,6500,9.87,365,0.05,181.21,0.11100928485393524,0.0001,214705,,
909524,2486,6504,9.81,365,0.05,180.23,0.21408125758171082,0.0001,214880,,
910200,2488,6508,9.75,365,0.05,180.23,0.06062592938542366,0.0001,215049,,
910959,2490,6512,9.74,365,0.05,180.71,0.025934573262929916,0.0001,215239,,
911662,2492,6516,9.56,365,0.05,178.69,0.08006274700164795,0.0001,215415,,
912472,2494,6520,9.58,365,0.05,180.17,0.060660220682621,0.0001,215617,,
913178,2497,6524,9.67,365,0.05,180.53,0.2150898575782776,0.0001,215794,,
913957,2499,6528,9.76,365,0.05,181.65,0.018420260399580002,0.0001,215989,,
914688,2501,6532,9.72,365,0.05,181.29,0.12143029272556305,0.0001,216171,,
915490,2504,6536,9.69,365,0.05,181.48,0.05172961950302124,0.0001,216372,,
916203,2506,6540,9.71,365,0.05,181.2,0.10118193179368973,0.0001,216550,,
916958,2509,6544,9.57,365,0.05,180.04,0.06082512438297272,0.0001,216739,,
917772,2511,6548,9.63,365,0.05,181.07,0.20395216345787048,0.0001,216942,,
918516,2514,6552,9.7,365,0.05,180.67,0.17649881541728973,0.0001,217128,,
919156,2515,6556,9.68,365,0.05,179.93,0.1763230264186859,0.0001,217288,,
919853,2517,6560,9.67,365,0.05,179.17,0.04186469316482544,0.0001,217463,,
920606,2520,6564,9.76,365,0.05,180.92,0.057390857487916946,0.0001,217651,,
921311,2522,6568,9.66,365,0.05,180.02,0.04129815846681595,0.0001,217827,,
921951,2524,6572,9.75,365,0.05,181.56,0.07266785204410553,0.0001,217987,,
922717,2526,6576,9.84,365,0.05,183.01,0.0592268630862236,0.0001,218179,,
923358,2528,6580,9.83,365,0.05,183.42,0.04375994950532913,0.0001,218339,,
924059,2530,6584,9.72,365,0.05,182.49,0.09536867588758469,0.0001,218514,,
924710,2532,6588,9.51,365,0.05,180.04,0.040943194180727005,0.0001,218677,,
925490,2535,6592,9.51,365,0.05,181.04,0.036266203969717026,0.0001,218872,,
926187,2537,6596,9.49,365,0.05,180.97,0.03487450256943703,0.0001,219046,,
926818,2539,6600,9.44,365,0.05,179.95,0.043532729148864746,0.0001,219204,,
927661,2541,6604,9.46,364,0.05,181.37,0.041605282574892044,0.0001,219415,,
928399,2543,6608,9.54,364,0.05,181.99,0.03384482488036156,0.0001,219599,,
929125,2546,6612,9.55,364,0.05,181.66,0.07580618560314178,0.0001,219781,,
929790,2548,6616,9.47,364,0.05,181.28,0.05243125557899475,0.0001,219947,,
930432,2550,6620,9.4,364,0.05,179.6,0.045947425067424774,0.0001,220107,,
931033,2552,6624,9.31,364,0.05,178.55,0.05284911394119263,0.0001,220258,,
931717,2554,6628,9.23,364,0.05,177.6,0.019533375278115273,0.0001,220429,,
932411,2556,6632,9.19,364,0.05,177.23,0.06892518699169159,0.0001,220602,,
932962,2558,6636,9.0,364,0.05,174.72,0.05990397930145264,0.0001,220740,,
933522,2559,6640,8.86,364,0.05,173.19,0.040017642080783844,0.0001,220880,,
934314,2562,6644,8.88,364,0.05,173.56,0.23356828093528748,0.0001,221078,,
935009,2563,6648,8.78,364,0.05,172.37,0.05453368276357651,0.0001,221252,,
935586,2565,6652,8.63,364,0.05,170.7,0.053383272141218185,0.0001,221396,,
936189,2567,6656,8.56,364,0.05,170.33,0.046644143760204315,0.0001,221547,,
936767,2569,6660,8.5,364,0.05,169.14,0.08437035977840424,0.0001,221691,,
937485,2571,6664,8.45,364,0.05,168.79,0.08430032432079315,0.0001,221871,,
938283,2573,6668,8.49,364,0.05,169.72,0.028343798592686653,0.0001,222070,,
939066,2576,6672,8.58,364,0.05,171.15,0.05362886190414429,0.0001,222266,,
939738,2578,6676,8.51,364,0.05,170.21,0.15201708674430847,0.0001,222434,,
940429,2580,6680,8.54,364,0.05,170.71,0.01870822161436081,0.0001,222607,,
941313,2583,6684,8.71,364,0.05,172.54,0.0720892921090126,0.0001,222828,,
942192,2585,6688,8.87,364,0.05,174.82,0.02069661021232605,0.0001,223047,,
942775,2587,6692,8.74,364,0.05,172.85,0.13096967339515686,0.0001,223193,,
943528,2589,6696,8.76,364,0.05,173.41,0.06295143067836761,0.0001,223381,,
944162,2591,6700,8.74,364,0.05,173.44,0.07188264280557632,0.0001,223540,,
944772,2593,6704,8.63,364,0.05,171.11,0.01995900832116604,0.0001,223692,,
945600,2596,6708,8.68,364,0.05,172.01,0.14017952978610992,0.0001,223899,,
946267,2598,6712,8.59,364,0.05,171.42,0.0388169139623642,0.0001,224066,,
946928,2600,6716,8.63,364,0.05,171.38,0.09940578043460846,0.0001,224231,,
947627,2602,6720,8.75,364,0.05,171.95,0.12149316072463989,0.0001,224406,,
948414,2604,6724,8.91,364,0.05,173.81,0.040862902998924255,0.0001,224603,,
949128,2607,6728,8.99,364,0.05,174.11,0.1161724254488945,0.0001,224781,,
949886,2609,6732,9.07,364,0.05,174.75,0.05107690766453743,0.0001,224971,,
950626,2611,6736,9.24,363,0.05,176.64,0.08644261956214905,0.0001,225156,,
951269,2613,6740,9.35,363,0.05,177.47,0.08950242400169373,0.0001,225317,,
951915,2615,6744,9.25,363,0.05,176.01,0.03992903605103493,0.0001,225478,,
952627,2618,6748,9.31,363,0.05,176.18,0.0892343744635582,0.0001,225656,,
953315,2620,6752,9.35,363,0.05,177.29,0.11726762354373932,0.0001,225828,,
954092,2622,6756,9.45,363,0.05,179.03,0.05241558700799942,0.0001,226022,,
954712,2624,6760,9.48,363,0.05,179.45,0.1727369725704193,0.0001,226177,,
955422,2626,6764,9.54,363,0.05,179.37,0.024910904467105865,0.0001,226355,,
956046,2628,6768,9.55,363,0.05,177.63,0.1721760779619217,0.0001,226511,,
956711,2630,6772,9.51,363,0.05,176.45,0.039187006652355194,0.0001,226677,,
957518,2633,6776,9.67,363,0.05,177.8,0.026283875107765198,0.0001,226879,,
958216,2635,6780,9.7,363,0.05,177.87,0.07724267989397049,0.0001,227053,,
958997,2637,6784,9.67,363,0.05,176.84,0.09048131853342056,0.0001,227249,,
959626,2639,6788,9.52,363,0.05,174.34,0.03201501816511154,0.0001,227406,,
960266,2641,6792,9.6,363,0.05,174.91,0.04203622043132782,0.0001,227566,,
960977,2644,6796,9.62,363,0.05,174.49,0.21263523399829865,0.0001,227744,,
961715,2646,6800,9.67,363,0.05,175.53,0.013064928352832794,0.0001,227928,,
962461,2648,6804,9.72,363,0.05,176.89,0.019928110763430595,0.0001,228115,,
963042,2650,6808,9.55,363,0.05,174.42,0.05724005401134491,0.0001,228260,,
963790,2652,6812,9.64,363,0.05,175.23,0.028005450963974,0.0001,228447,,
964563,2654,6816,9.74,363,0.05,176.35,0.03929232060909271,0.0001,228640,,
965200,2656,6820,9.58,363,0.05,175.73,0.15372639894485474,0.0001,228799,,
965920,2659,6824,9.5,363,0.05,175.06,0.1241651326417923,0.0001,228979,,
966628,2661,6828,9.46,363,0.05,175.0,0.06644086539745331,0.0001,229156,,
967398,2663,6832,9.45,363,0.05,175.12,0.044707391411066055,0.0001,229349,,
968056,2665,6836,9.45,363,0.05,174.3,0.10791325569152832,0.0001,229513,,
968888,2668,6840,9.51,363,0.05,176.19,0.17344848811626434,0.0001,229721,,
969452,2670,6844,9.46,363,0.05,175.37,0.08712810277938843,0.0001,229862,,
970186,2672,6848,9.48,362,0.05,175.59,0.10630607604980469,0.0001,230046,,
970993,2675,6852,9.54,362,0.05,176.78,0.034668996930122375,0.0001,230248,,
971696,2677,6856,9.58,362,0.05,176.04,0.0503380261361599,0.0001,230423,,
972493,2680,6860,9.59,362,0.05,177.81,0.09084770083427429,0.0001,230623,,
973166,2682,6864,9.5,362,0.05,177.44,0.09954316914081573,0.0001,230791,,
973779,2684,6868,9.41,362,0.05,177.33,0.03702796250581741,0.0001,230944,,
974438,2686,6872,9.32,362,0.05,177.27,0.015306814573705196,0.0001,231109,,
975131,2688,6876,9.2,362,0.05,176.13,0.2645696699619293,0.0001,231282,,
975869,2690,6880,9.26,362,0.05,176.53,0.0488722063601017,0.0001,231467,,
976582,2692,6884,9.2,362,0.05,175.85,0.036509644240140915,0.0001,231645,,
977264,2695,6888,9.22,362,0.05,176.38,0.2487642616033554,0.0001,231815,,
977975,2697,6892,9.19,362,0.05,177.09,0.21958276629447937,0.0001,231993,,
978787,2699,6896,9.26,362,0.05,178.1,0.1938098967075348,0.0001,232196,,
979440,2701,6900,9.17,362,0.05,177.25,0.036123596131801605,0.0001,232359,,
980180,2704,6904,9.22,362,0.05,177.19,0.05147553235292435,0.0001,232544,,
980896,2706,6908,9.34,362,0.05,178.54,0.12487276643514633,0.0001,232723,,
981616,2708,6912,9.3,362,0.05,178.26,0.03132743760943413,0.0001,232903,,
982220,2710,6916,9.22,362,0.05,176.57,0.04087080433964729,0.0001,233054,,
982840,2712,6920,9.24,362,0.05,176.4,0.025866974145174026,0.0001,233209,,
983457,2714,6924,9.21,362,0.05,175.37,0.1030922532081604,0.0001,233364,,
984103,2716,6928,9.15,362,0.05,174.75,0.024683499708771706,0.0001,233525,,
984846,2718,6932,9.17,362,0.05,174.48,0.047285906970500946,0.0001,233711,,
985565,2721,6936,9.19,362,0.05,175.09,0.03996077552437782,0.0001,233891,,
986203,2722,6940,9.09,362,0.05,173.15,0.04477371275424957,0.0001,234050,,
986934,2725,6944,9.24,362,0.05,174.82,0.2596496641635895,0.0001,234233,,
987618,2727,6948,9.27,362,0.05,174.32,0.16598813235759735,0.0001,234404,,
988219,2729,6952,9.17,362,0.05,172.26,0.04477570205926895,0.0001,234554,,
988926,2731,6956,9.08,362,0.05,172.3,0.02151121199131012,0.0001,234731,,
989602,2733,6960,9.08,362,0.05,171.09,0.05551426112651825,0.0001,234900,,
990314,2735,6964,9.16,362,0.05,171.48,0.1221349909901619,0.0001,235078,,
991014,2737,6968,9.24,361,0.05,172.35,0.041953105479478836,0.0001,235253,,
991788,2740,6972,9.36,361,0.05,173.5,0.024872053414583206,0.0001,235446,,
992542,2742,6976,9.45,361,0.05,174.11,0.059845153242349625,0.0001,235635,,
993188,2744,6980,9.35,361,0.05,173.19,0.15805774927139282,0.0001,235796,,
993885,2746,6984,9.38,361,0.05,173.03,0.04546232149004936,0.0001,235971,,
994452,2748,6988,9.38,361,0.05,171.88,0.024996750056743622,0.0001,236112,,
995119,2750,6992,9.36,361,0.05,171.44,0.0538921132683754,0.0001,236279,,
995812,2752,6996,9.25,361,0.05,170.25,0.018056176602840424,0.0001,236452,,
996491,2754,7000,9.28,361,0.05,170.51,0.1547839641571045,0.0001,236622,,
997129,2756,7004,9.18,361,0.05,169.49,0.04209880530834198,0.0001,236782,,
997869,2759,7008,9.15,361,0.05,169.73,0.045203085988759995,0.0001,236967,,
998639,2761,7012,9.18,361,0.05,170.23,0.06866683065891266,0.0001,237159,,
999296,2763,7016,9.18,361,0.05,170.76,0.12447088211774826,0.0001,237323,,
1000000,,,,,0.05,,0.015515757724642754,0.0001,237499,188.0,10.05
1000047,2771,7020,9.27,360,0.05,172.07,0.15116488933563232,0.0001,237511,,
1000747,2773,7024,9.36,360,0.05,172.9,0.19745180010795593,0.0001,237686,,
1001401,2775,7028,9.41,360,0.05,172.98,0.023976746946573257,0.0001,237850,,
1002127,2778,7032,9.41,360,0.05,172.81,0.02478966861963272,0.0001,238031,,
1002840,2780,7036,9.37,360,0.05,172.75,0.03138814866542816,0.0001,238209,,
1003562,2782,7040,9.4,360,0.05,173.59,0.20529912412166595,0.0001,238390,,
1004383,2784,7044,9.44,360,0.05,174.49,0.051881272345781326,0.0001,238595,,
1005160,2787,7048,9.43,360,0.05,175.42,0.07774938642978668,0.0001,238789,,
1005837,2789,7052,9.48,360,0.05,176.18,0.15115568041801453,0.0001,238959,,
1006490,2791,7056,9.46,360,0.05,175.64,0.1809237003326416,0.0001,239122,,
1007101,2793,7060,9.4,360,0.05,174.99,0.128147155046463,0.0001,239275,,
1007882,2795,7064,9.44,360,0.05,175.68,0.0464625358581543,0.0001,239470,,
1008522,2797,7068,9.39,360,0.05,175.08,0.041690196841955185,0.0001,239630,,
1009260,2799,7072,9.32,360,0.05,174.72,0.046122677624225616,0.0001,239814,,
1009788,2801,7076,9.11,360,0.05,172.46,0.014434280805289745,0.0001,239946,,
1010432,2803,7080,9.09,360,0.05,172.44,0.1688796877861023,0.0001,240107,,
1010997,2804,7084,8.93,360,0.05,171.12,0.05196303129196167,0.0001,240249,,
1011625,2806,7088,8.94,360,0.05,171.73,0.10148012638092041,0.0001,240406,,
1012298,2808,7092,8.96,360,0.05,171.79,0.043064944446086884,0.0001,240574,,
1013006,2811,7096,8.98,360,0.05,171.94,0.012281897477805614,0.0001,240751,,
1013822,2813,7100,9.08,360,0.05,173.31,0.06590435653924942,0.0001,240955,,
1014560,2815,7104,9.19,360,0.05,174.31,0.017029207199811935,0.0001,241139,,
1015197,2817,7108,9.13,360,0.05,173.28,0.03235938772559166,0.0001,241299,,
1015904,2820,7112,9.11,360,0.05,172.65,0.023902853950858116,0.0001,241475,,
1016637,2822,7116,9.2,360,0.05,173.41,0.32974761724472046,0.0001,241659,,
1017345,2824,7120,9.19,360,0.05,172.98,0.024975204840302467,0.0001,241836,,
1018118,2826,7124,9.19,360,0.05,173.71,0.056035496294498444,0.0001,242029,,
1018734,2828,7128,9.1,360,0.05,173.33,0.06229821592569351,0.0001,242183,,
1019492,2831,7132,9.07,360,0.05,173.65,0.05963923782110214,0.0001,242372,,
1020295,2833,7136,9.17,360,0.05,174.55,0.10990531742572784,0.0001,242573,,
1021003,2835,7140,9.13,360,0.05,174.41,0.07223227620124817,0.0001,242750,,
1021724,2837,7144,9.04,360,0.05,173.41,0.034427396953105927,0.0001,242930,,
1022337,2839,7148,8.94,360,0.05,171.77,0.07503971457481384,0.0001,243084,,
1022993,2841,7152,8.96,359,0.05,171.56,0.022518346086144447,0.0001,243248,,
1023596,2843,7156,8.86,360,0.05,171.06,0.09181581437587738,0.0001,243398,,
1024270,2845,7160,8.9,360,0.05,171.69,0.11776745319366455,0.0001,243567,,
1024954,2847,7164,8.81,359,0.05,170.72,0.03585966303944588,0.0001,243738,,
1025626,2849,7168,8.84,359,0.05,171.04,0.06558164954185486,0.0001,243906,,
1026348,2851,7172,8.91,359,0.05,170.88,0.07842172682285309,0.0001,244086,,
1026967,2853,7176,8.97,359,0.05,171.79,0.23833441734313965,0.0001,244241,,
1027611,2854,7180,9.03,359,0.05,171.79,0.2846702039241791,0.0001,244402,,
1028384,2857,7184,9.16,359,0.05,173.87,0.049964871257543564,0.0001,244595,,
1029137,2859,7188,9.19,359,0.05,175.12,0.05734081566333771,0.0001,244784,,
1029864,2861,7192,9.25,359,0.05,175.66,0.03989845886826515,0.0001,244965,,
1030558,2863,7196,9.23,359,0.05,175.52,0.01946166716516018,0.0001,245139,,
1031227,2865,7200,9.08,359,0.05,174.05,0.04390842467546463,0.0001,245306,,
1031826,2867,7204,8.95,359,0.05,172.66,0.02487202174961567,0.0001,245456,,
1032508,2869,7208,9.03,359,0.05,173.11,0.02762209251523018,0.0001,245626,,
1033144,2871,7212,8.98,359,0.05,172.4,0.060570552945137024,0.0001,245785,,
1033551,2872,7216,8.73,359,0.05,169.14,0.031981661915779114,0.0001,245887,,
1034148,2874,7220,8.64,359,0.05,168.03,0.12224476039409637,0.0001,246036,,
1034631,2876,7224,8.41,359,0.05,165.13,0.04980852082371712,0.0001,246157,,
1035218,2878,7228,8.4,359,0.05,164.84,0.17265653610229492,0.0001,246304,,
1035795,2879,7232,8.28,359,0.05,163.03,0.0878479853272438,0.0001,246448,,
1036464,2881,7236,8.17,359,0.05,161.69,0.058029428124427795,0.0001,246615,,
1037155,2883,7240,8.19,359,0.05,161.52,0.02409764751791954,0.0001,246788,,
1037844,2886,7244,8.2,359,0.05,161.2,0.0302128903567791,0.0001,246960,,
1038421,2887,7248,8.14,359,0.05,160.84,0.02721836045384407,0.0001,247105,,
1039009,2889,7252,8.04,359,0.05,160.16,0.057680681347846985,0.0001,247252,,
1039757,2892,7256,8.3,359,0.05,161.61,0.060294635593891144,0.0001,247439,,
1040511,2894,7260,8.38,359,0.05,162.41,0.03659900277853012,0.0001,247627,,
1041213,2896,7264,8.44,359,0.05,162.59,0.1327667087316513,0.0001,247803,,
1042099,2899,7268,8.6,359,0.05,164.73,0.19141565263271332,0.0001,248024,,
1042780,2901,7272,8.55,359,0.05,164.32,0.033889882266521454,0.0001,248194,,
1043570,2903,7276,8.71,359,0.05,166.03,0.03821057826280594,0.0001,248392,,
1044335,2906,7280,8.79,359,0.05,167.24,0.0825808197259903,0.0001,248583,,
1045069,2908,7284,8.77,359,0.05,166.85,0.031439341604709625,0.0001,248767,,
1045842,2910,7288,8.84,359,0.05,167.05,0.027000026777386665,0.0001,248960,,
1046624,2912,7292,8.85,359,0.05,167.6,0.165944442152977,0.0001,249155,,
1047458,2915,7296,8.93,359,0.05,169.0,0.2823982834815979,0.0001,249364,,
1048313,2917,7300,9.15,359,0.05,170.86,0.03564825654029846,0.0001,249578,,
1049123,2920,7304,9.28,359,0.05,172.97,0.16358141601085663,0.0001,249780,,
1049685,2922,7308,9.15,359,0.05,171.77,0.07777139544487,0.0001,249921,,
1050366,2924,7312,9.27,359,0.05,172.22,0.06314355880022049,0.0001,250091,,
1051126,2926,7316,9.5,359,0.05,175.75,0.05203778296709061,0.0001,250281,,
1051783,2928,7320,9.55,359,0.05,176.35,0.15475161373615265,0.0001,250445,,
1052439,2930,7324,9.74,359,0.05,178.08,0.051936835050582886,0.0001,250609,,
1053139,2932,7328,9.83,359,0.05,179.21,0.2328883558511734,0.0001,250784,,
1053952,2935,7332,10.03,359,0.05,181.57,0.0691789984703064,0.0001,250987,,
1054757,2937,7336,10.17,359,0.05,182.93,0.056059129536151886,0.0001,251189,,
1055542,2940,7340,10.21,359,0.05,183.87,0.01430168654769659,0.0001,251385,,
1056277,2942,7344,10.19,358,0.05,184.33,0.09997425973415375,0.0001,251569,,
1056974,2944,7348,10.33,358,0.05,185.53,0.04968193918466568,0.0001,251743,,
1057692,2946,7352,10.42,358,0.05,186.83,0.09899867326021194,0.0001,251922,,
1058434,2949,7356,10.32,358,0.05,186.77,0.03802355378866196,0.0001,252108,,
1059180,2951,7360,10.3,358,0.05,186.69,0.024594314396381378,0.0001,252294,,
1059949,2953,7364,10.31,358,0.05,187.36,0.05447523295879364,0.0001,252487,,
1060693,2956,7368,10.23,358,0.05,185.94,0.030074026435613632,0.0001,252673,,
1061623,2958,7372,10.41,358,0.05,188.43,0.015148814767599106,0.0001,252905,,
1062323,2960,7376,10.37,358,0.05,187.53,0.024716617539525032,0.0001,253080,,
1063056,2962,7380,10.32,358,0.05,187.21,0.09930868446826935,0.0001,253263,,
1063856,2965,7384,10.39,358,0.05,187.87,0.020219173282384872,0.0001,253463,,
1064480,2967,7388,10.3,358,0.05,186.38,0.07468695938587189,0.0001,253619,,
1065343,2969,7392,10.38,358,0.05,187.19,0.01755160465836525,0.0001,253835,,
1066052,2972,7396,10.32,358,0.05,185.94,0.04392239451408386,0.0001,254012,,
1066708,2974,7400,10.18,358,0.05,183.95,0.11199956387281418,0.0001,254176,,
1067427,2976,7404,10.14,358,0.05,183.04,0.03554677218198776,0.0001,254356,,
1068386,2979,7408,10.44,358,0.05,187.01,0.1570422351360321,0.0001,254596,,
1069143,2982,7412,10.38,358,0.05,187.77,0.04697473719716072,0.0001,254785,,
1069651,2983,7416,10.2,358,0.05,185.25,0.051760103553533554,0.0001,254912,,
1070330,2985,7420,10.3,358,0.05,185.47,0.03251078724861145,0.0001,255082,,
1071193,2988,7424,10.39,358,0.05,187.54,0.06594778597354889,0.0001,255298,,
1071823,2989,7428,10.38,358,0.05,186.84,0.26906487345695496,0.0001,255455,,
1072646,2992,7432,10.35,358,0.05,186.94,0.13289396464824677,0.0001,255661,,
1073304,2994,7436,10.22,358,0.05,185.47,0.028254585340619087,0.0001,255825,,
1073988,2996,7440,10.2,358,0.05,184.46,0.10298048704862595,0.0001,255996,,
1074603,2997,7444,10.14,358,0.05,183.26,0.02677879109978676,0.0001,256150,,
1075292,2999,7448,10.1,358,0.05,183.18,0.08033833652734756,0.0001,256322,,
1075907,3001,7452,10.08,358,0.05,182.15,0.02655860036611557,0.0001,256476,,
1076630,3003,7456,10.1,358,0.05,181.96,0.035064809024333954,0.0001,256657,,
1077307,3005,7460,10.13,358,0.05,181.27,0.06710958480834961,0.0001,256826,,
1077994,3007,7464,10.03,358,0.05,180.45,0.10573229193687439,0.0001,256998,,
1078707,3009,7468,10.03,358,0.05,180.14,0.04260952025651932,0.0001,257176,,
1079278,3011,7472,9.75,358,0.05,176.55,0.07999362796545029,0.0001,257319,,
1080013,3013,7476,9.76,358,0.05,176.9,0.024769753217697144,0.0001,257503,,
1080726,3015,7480,9.74,358,0.05,176.7,0.055549249053001404,0.0001,257681,,
1081384,3017,7484,9.56,358,0.05,175.28,0.16248610615730286,0.0001,257845,,
1081894,3019,7488,9.38,358,0.05,174.14,0.06826987862586975,0.0001,257973,,
1082513,3021,7492,9.14,358,0.05,171.7,0.05148795619606972,0.0001,258128,,
1083123,3023,7496,9.02,358,0.05,170.71,0.04489049315452576,0.0001,258280,,
1083762,3025,7500,8.92,358,0.05,170.54,0.03850922733545303,0.0001,258440,,
1084395,3026,7504,8.85,358,0.05,169.68,0.05208097770810127,0.0001,258598,,
1084976,3028,7508,8.59,358,0.05,165.9,0.060246244072914124,0.0001,258743,,
1085559,3030,7512,8.5,358,0.05,164.16,0.039573900401592255,0.0001,258889,,
1086341,3033,7516,8.68,358,0.05,166.9,0.0740642100572586,0.0001,259085,,
1086953,3034,7520,8.57,358,0.05,166.23,0.0206436924636364,0.0001,259238,,
1087543,3036,7524,8.37,358,0.05,163.5,0.048530932515859604,0.0001,259385,,
1088132,3038,7528,8.29,358,0.05,163.09,0.2779998183250427,0.0001,259532,,
1088783,3040,7532,8.13,358,0.05,161.37,0.0442316010594368,0.0001,259695,,
1089611,3042,7536,8.22,358,0.05,163.07,0.03735344856977463,0.0001,259902,,
1090388,3045,7540,8.26,358,0.05,164.0,0.059329889714717865,0.0001,260096,,
1091015,3047,7544,8.25,358,0.05,164.12,0.15882539749145508,0.0001,260253,,
1091843,3049,7548,8.36,357,0.05,165.51,0.05583805590867996,0.0001,260460,,
1092519,3052,7552,8.37,357,0.05,166.12,0.0222417414188385,0.0001,260629,,
1093190,3054,7556,8.32,357,0.05,165.6,0.010240874253213406,0.0001,260797,,
1093885,3056,7560,8.22,357,0.05,165.78,0.15900276601314545,0.0001,260971,,
1094680,3058,7564,8.33,357,0.05,166.86,0.20138679444789886,0.0001,261169,,
1095272,3060,7568,8.24,357,0.05,165.65,0.09213395416736603,0.0001,261317,,
1096111,3063,7572,8.44,357,0.05,168.33,0.1595809906721115,0.0001,261527,,
1096780,3065,7576,8.37,357,0.05,167.67,0.034107282757759094,0.0001,261694,,
1097453,3067,7580,8.32,357,0.05,167.27,0.043183062225580215,0.0001,261863,,
1098019,3068,7584,8.32,357,0.05,166.35,0.06252975016832352,0.0001,262004,,
1098957,3071,7588,8.65,357,0.05,170.63,0.04338662326335907,0.0001,262239,,
1099661,3073,7592,8.77,357,0.05,171.48,0.0734652727842331,0.0001,262415,,
1100000,,,,,0.05,,0.032042864710092545,0.0001,262499,168.85,8.0
1100413,3082,7596,8.88,356,0.05,172.9,0.10394462198019028,0.0001,262603,,
1101314,3085,7600,9.14,356,0.05,175.52,0.07639563083648682,0.0001,262828,,
1102173,3088,7604,9.31,356,0.05,177.78,0.030736103653907776,0.0001,263043,,
1102873,3090,7608,9.39,356,0.05,178.97,0.04388564079999924,0.0001,263218,,
1103583,3092,7612,9.52,356,0.05,180.24,0.03312838077545166,0.0001,263395,,
1104418,3095,7616,9.59,356,0.05,180.77,0.1736638844013214,0.0001,263604,,
1105202,3097,7620,9.64,356,0.05,182.49,0.07819171249866486,0.0001,263800,,
1105931,3099,7624,9.75,356,0.05,183.88,0.19786334037780762,0.0001,263982,,
1106699,3102,7628,9.9,356,0.05,185.67,0.10675361752510071,0.0001,264174,,
1107394,3104,7632,9.97,356,0.05,186.11,0.1882457435131073,0.0001,264348,,
1108020,3106,7636,9.87,356,0.05,184.09,0.03476596623659134,0.0001,264504,,
1108673,3108,7640,9.78,356,0.05,182.85,0.12693409621715546,0.0001,264668,,
1109222,3110,7644,9.76,356,0.05,182.07,0.09415684640407562,0.0001,264805,,
1110030,3112,7648,9.76,356,0.05,181.87,0.09684574604034424,0.0001,265007,,
1110793,3114,7652,9.87,356,0.05,182.74,0.12785084545612335,0.0001,265198,,
1111463,3116,7656,9.93,356,0.05,182.73,0.031069407239556313,0.0001,265365,,
1112021,3118,7660,9.87,356,0.05,181.36,0.24600329995155334,0.0001,265505,,
1112860,3120,7664,9.9,356,0.05,181.8,0.0594138577580452,0.0001,265714,,
1113443,3122,7668,9.88,356,0.05,181.71,0.03708511218428612,0.0001,265860,,
1114102,3124,7672,9.71,356,0.05,179.91,0.01807868853211403,0.0001,266025,,
1114829,3126,7676,9.75,356,0.05,180.49,0.04763698950409889,0.0001,266207,,
1115489,3128,7680,9.77,356,0.05,180.36,0.19712555408477783,0.0001,266372,,
1116213,3131,7684,9.89,356,0.05,181.94,0.015339819714426994,0.0001,266553,,
1116907,3133,7688,9.77,356,0.05,179.5,0.21621835231781006,0.0001,266726,,
1117597,3135,7692,9.74,356,0.05,179.36,0.09590953588485718,0.0001,266899,,
1118172,3136,7696,9.7,356,0.05,177.59,0.030849438160657883,0.0001,267042,,
1118819,3139,7700,9.51,356,0.05,175.05,0.04172777384519577,0.0001,267204,,
1119539,3141,7704,9.43,356,0.05,173.66,0.0775100365281105,0.0001,267384,,
1120264,3143,7708,9.42,356,0.05,173.91,0.06320944428443909,0.0001,267565,,
1121027,3145,7712,9.39,356,0.05,174.44,0.23648913204669952,0.0001,267756,,
1121778,3148,7716,9.35,356,0.05,173.6,0.025065124034881592,0.0001,267944,,
1122494,3150,7720,9.39,356,0.05,172.92,0.0275469571352005,0.0001,268123,,
1123221,3152,7724,9.44,356,0.05,172.9,0.02092527598142624,0.0001,268305,,
1123835,3154,7728,9.35,356,0.05,171.36,0.19984786212444305,0.0001,268458,,
1124488,3156,7732,9.29,356,0.05,170.94,0.05054217576980591,0.0001,268621,,
1125122,3158,7736,9.21,356,0.05,171.02,0.06225484237074852,0.0001,268780,,
1125818,3160,7740,9.25,356,0.05,171.45,0.09198077023029327,0.0001,268954,,
1126536,3162,7744,9.43,356,0.05,173.14,0.027062058448791504,0.0001,269133,,
1127267,3165,7748,9.36,356,0.05,172.37,0.05229611322283745,0.0001,269316,,
