time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,rollout/exploration_rate,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates,eval/mean_ep_length,eval/mean_reward
266184,522,2800,5.68,509,0.36781300000000017,137.39,0.006314991042017937,0.0001,54045,,
266819,524,2804,5.72,508,0.3663048750000003,138.37,0.012982437387108803,0.0001,54204,,
267295,525,2808,5.61,508,0.36517437499999994,137.41,0.004669348243623972,0.0001,54323,,
267924,526,2812,5.62,508,0.36368049999999996,138.53,0.014260444790124893,0.0001,54480,,
268607,528,2816,5.61,507,0.36205837500000004,138.97,0.13783511519432068,0.0001,54651,,
269161,530,2820,5.61,507,0.3607426250000001,139.4,0.1856289654970169,0.0001,54790,,
269663,531,2824,5.62,507,0.3595503750000001,139.51,0.015566185116767883,0.0001,54915,,
270231,533,2828,5.79,506,0.35820137500000027,141.53,0.14882898330688477,0.0001,55057,,
270760,534,2832,5.75,506,0.35694499999999973,141.72,0.01217482890933752,0.0001,55189,,
271402,536,2836,5.82,506,0.3554202500000003,144.02,0.014554712921380997,0.0001,55350,,
271965,537,2840,5.79,505,0.35408312500000005,143.79,0.014485451392829418,0.0001,55491,,
272551,539,2844,5.77,505,0.35269137500000003,143.37,0.040952444076538086,0.0001,55637,,
273198,541,2848,5.88,504,0.35115474999999996,144.87,0.02316887676715851,0.0001,55799,,
273798,542,2852,5.97,504,0.3497297500000002,145.91,0.007327393162995577,0.0001,55949,,
274467,544,2856,6.05,503,0.348140875,146.17,0.21536684036254883,0.0001,56116,,
275176,546,2860,6.08,503,0.3464569999999999,145.51,0.012991543859243393,0.0001,56293,,
275862,548,2864,6.1,502,0.3448277499999999,147.08,0.011464985087513924,0.0001,56465,,
276520,550,2868,6.17,502,0.3432649999999998,147.75,0.011406166478991508,0.0001,56629,,
277284,552,2872,6.28,501,0.3414505000000003,149.93,0.00997612252831459,0.0001,56820,,
277994,554,2876,6.44,501,0.3397642499999999,152.28,0.01763678342103958,0.0001,56998,,
278568,556,2880,6.35,500,0.3384010000000003,150.15,0.2174820750951767,0.0001,57141,,
279110,557,2884,6.32,500,0.3371137500000001,149.82,0.007263903506100178,0.0001,57277,,
279599,558,2888,6.26,500,0.3359523750000003,148.98,0.194501131772995,0.0001,57399,,
280164,560,2892,6.3,499,0.3346104999999999,150.09,0.013893370516598225,0.0001,57540,,
280881,562,2896,6.46,499,0.33290762500000026,152.71,0.012914678081870079,0.0001,57720,,
281368,563,2900,6.43,499,0.331751,151.84,0.00558046530932188,0.0001,57841,,
282087,565,2904,6.49,498,0.330043375,152.68,0.008312531746923923,0.0001,58021,,
282788,567,2908,6.7,498,0.3283785,154.93,0.2180989384651184,0.0001,58196,,
283328,568,2912,6.7,498,0.32709600000000005,154.04,0.3985263407230377,0.0001,58331,,
284109,570,2916,6.8,497,0.32524112500000024,155.02,0.007760833017528057,0.0001,58527,,
284789,572,2920,6.95,497,0.3236261250000001,156.28,0.2197078913450241,0.0001,58697,,
285585,574,2924,7.11,496,0.3217356250000002,159.22,0.18814770877361298,0.0001,58896,,
286167,576,2928,7.07,496,0.32035337499999994,159.36,0.015552971512079239,0.0001,59041,,
286811,578,2932,7.21,495,0.3188238750000002,160.51,0.006075980607420206,0.0001,59202,,
287523,580,2936,7.34,495,0.3171328750000002,161.21,0.015170836821198463,0.0001,59380,,
288180,582,2940,7.44,494,0.3155724999999998,162.15,0.012883543036878109,0.0001,59544,,
288651,583,2944,7.35,494,0.314453875,161.0,0.012746755965054035,0.0001,59662,,
289252,585,2948,7.32,493,0.3130264999999999,160.54,0.023447688668966293,0.0001,59812,,
289820,587,2952,7.28,493,0.31167750000000016,160.22,0.33347129821777344,0.0001,59954,,
290348,588,2956,7.18,493,0.31042349999999996,158.81,0.012687327340245247,0.0001,60086,,
290919,589,2960,6.98,493,0.30906737500000026,157.43,0.02032575011253357,0.0001,60229,,
291675,592,2964,7.1,492,0.30727187499999975,158.13,0.013980573043227196,0.0001,60418,,
292433,594,2968,7.16,492,0.30547162500000014,159.13,0.015208602882921696,0.0001,60608,,
293181,596,2972,7.19,491,0.30369512499999973,158.97,0.009906580671668053,0.0001,60795,,
293816,597,2976,7.15,491,0.3021869999999999,158.22,0.02108880691230297,0.0001,60953,,
294563,600,2980,7.27,490,0.3004128749999997,159.95,0.21734391152858734,0.0001,61140,,
295388,602,2984,7.41,490,0.29845350000000004,162.78,0.0184478759765625,0.0001,61346,,
295920,603,2988,7.46,490,0.2971900000000002,163.21,0.016178864985704422,0.0001,61479,,
296656,605,2992,7.67,489,0.2954420000000001,164.92,0.24341756105422974,0.0001,61663,,
297450,607,2996,7.73,489,0.2935562500000001,165.69,0.016326967626810074,0.0001,61862,,
298135,609,3000,7.85,489,0.29192937500000005,167.67,0.00518789142370224,0.0001,62033,,
298983,611,3004,7.97,488,0.2899153750000001,168.96,0.011079158633947372,0.0001,62245,,
299834,614,3008,8.04,487,0.28789425000000024,170.46,0.20481659471988678,0.0001,62458,,
300000,,,,,0.28750237499999987,,0.009375285357236862,0.0001,62499,110.75,2.75
300542,620,3012,8.12,484,0.2862127499999999,172.14,0.010795867070555687,0.0001,62635,,
301253,622,3016,8.05,484,0.2845241250000001,171.44,0.0382671132683754,0.0001,62813,,
301999,624,3020,8.08,483,0.2827523750000004,172.1,0.18843448162078857,0.0001,62999,,
302675,626,3024,8.06,483,0.281146875,170.9,0.01216955203562975,0.0001,63168,,
303300,627,3028,8.16,483,0.2796624999999998,171.33,0.18220143020153046,0.0001,63324,,
303923,629,3032,8.08,482,0.2781828750000003,171.12,0.011331071145832539,0.0001,63480,,
304464,630,3036,7.97,482,0.27689799999999987,169.41,0.13173140585422516,0.0001,63615,,
305030,632,3040,7.87,482,0.2755537500000004,168.5,0.151796355843544,0.0001,63757,,
305849,634,3044,8.12,482,0.27360862499999994,171.98,0.01382405310869217,0.0001,63962,,
306445,636,3048,8.11,481,0.2721931249999999,171.93,0.005226934794336557,0.0001,64111,,
306896,637,3052,8.02,481,0.27112199999999986,170.76,0.011748404242098331,0.0001,64223,,
307421,638,3056,7.99,481,0.2698751250000002,170.73,0.01269156951457262,0.0001,64355,,
308008,640,3060,8.07,481,0.26848099999999997,170.89,0.015687737613916397,0.0001,64501,,
308888,642,3064,8.14,480,0.26639099999999993,172.13,0.009272977709770203,0.0001,64721,,
309615,644,3068,8.08,480,0.26466437500000006,171.82,0.011460679583251476,0.0001,64903,,
310056,645,3072,7.88,480,0.2636170000000003,168.75,0.008981123566627502,0.0001,65013,,
310655,646,3076,7.87,480,0.26219437499999987,168.39,0.011423861607909203,0.0001,65163,,
311283,648,3080,7.82,480,0.2607028750000001,167.2,0.2815680205821991,0.0001,65320,,
312091,650,3084,7.81,479,0.2587838749999998,167.03,0.016243861988186836,0.0001,65522,,
312766,652,3088,7.97,479,0.2571807500000003,168.46,0.010334992781281471,0.0001,65691,,
313272,653,3092,7.79,479,0.25597900000000007,166.16,0.012103685177862644,0.0001,65817,,
313911,655,3096,7.72,478,0.2544613749999999,164.61,0.012286982499063015,0.0001,65977,,
314539,657,3100,7.74,478,0.25296987500000034,164.04,0.13632600009441376,0.0001,66134,,
315109,659,3104,7.56,478,0.25161612499999986,161.26,0.02276219055056572,0.0001,66277,,
315662,660,3108,7.4,477,0.2503027499999998,158.28,0.17634586989879608,0.0001,66415,,
316260,662,3112,7.36,477,0.24888250000000012,157.18,0.015730731189250946,0.0001,66564,,
316948,664,3116,7.32,476,0.2472485000000001,156.95,0.3921700119972229,0.0001,66736,,
317577,666,3120,7.27,476,0.245754625,155.78,0.01754794642329216,0.0001,66894,,
318247,668,3124,7.27,476,0.24416337500000018,155.72,0.00762740895152092,0.0001,67061,,
318837,669,3128,7.21,475,0.24276212500000005,155.37,0.02062370628118515,0.0001,67209,,
319454,671,3132,7.25,475,0.24129675000000028,155.31,0.009974183514714241,0.0001,67363,,
320020,673,3136,7.29,475,0.23995250000000012,155.56,0.22770772874355316,0.0001,67504,,
320871,675,3140,7.5,474,0.23793137500000028,158.41,0.16966526210308075,0.0001,67717,,
321548,677,3144,7.39,474,0.23632350000000024,156.99,0.018271399661898613,0.0001,67886,,
322435,680,3148,7.63,473,0.234216875,159.9,0.008086737245321274,0.0001,68108,,
323026,682,3152,7.79,473,0.23281325000000008,161.3,0.02828598953783512,0.0001,68256,,
323610,683,3156,7.84,473,0.23142625000000017,161.89,0.24946007132530212,0.0001,68402,,
324443,686,3160,7.98,472,0.22944787499999997,164.35,0.016642507165670395,0.0001,68610,,
325144,688,3164,7.92,472,0.2277830000000004,162.56,0.03437070921063423,0.0001,68785,,
325793,689,3168,7.94,472,0.226241625,161.78,0.011100861243903637,0.0001,68948,,
326397,691,3172,8.01,471,0.224807125,163.41,0.009211696684360504,0.0001,69099,,
327213,694,3176,8.21,471,0.22286912500000022,165.58,0.17176033556461334,0.0001,69303,,
327916,696,3180,8.3,471,0.22119949999999988,166.33,0.017118100076913834,0.0001,69478,,
328524,697,3184,8.23,470,0.2197555,164.33,0.15356610715389252,0.0001,69630,,
329141,699,3188,8.11,470,0.21829012500000033,163.75,0.005418707616627216,0.0001,69785,,
329722,701,3192,8.15,470,0.21691024999999986,164.5,0.008017953485250473,0.0001,69930,,
330372,703,3196,8.15,469,0.2153664999999998,164.61,0.011084824800491333,0.0001,70092,,
331116,705,3200,8.22,469,0.21359950000000016,165.77,0.013329225592315197,0.0001,70278,,
331708,706,3204,8.25,469,0.21219350000000037,165.99,0.026766404509544373,0.0001,70426,,
332606,709,3208,8.48,468,0.21006075000000013,169.44,0.2835305631160736,0.0001,70651,,
333175,711,3212,8.47,468,0.20870937500000009,169.15,0.014775308780372143,0.0001,70793,,
333703,712,3216,8.39,468,0.2074553749999999,167.55,0.01204165630042553,0.0001,70925,,
334363,714,3220,8.42,467,0.20588787500000005,167.86,0.015435056760907173,0.0001,71090,,
334986,716,3224,8.39,467,0.20440825000000007,167.39,0.19984233379364014,0.0001,71246,,
335671,718,3228,8.45,467,0.20278137500000004,168.34,0.009636597707867622,0.0001,71417,,
336210,720,3232,8.43,466,0.2015012500000003,167.56,0.22293223440647125,0.0001,71552,,
336862,722,3236,8.44,466,0.19995275,168.42,0.19423863291740417,0.0001,71715,,
337528,723,3240,8.3,466,0.19837099999999996,166.57,0.015757938846945763,0.0001,71881,,
338261,726,3244,8.36,465,0.1966301250000002,167.13,0.01545516587793827,0.0001,72065,,
339040,728,3248,8.31,465,0.19478000000000006,166.05,0.02604616805911064,0.0001,72259,,
339808,730,3252,8.4,465,0.1929559999999998,167.82,0.0092425886541605,0.0001,72451,,
340396,732,3256,8.38,464,0.19155950000000033,167.86,0.02135443314909935,0.0001,72598,,
340987,733,3260,8.27,464,0.1901558750000003,165.44,0.01267534401267767,0.0001,72746,,
341792,736,3264,8.27,464,0.1882440000000003,166.48,0.13438263535499573,0.0001,72947,,
342442,738,3268,8.27,463,0.1867002499999998,166.49,0.15833646059036255,0.0001,73110,,
343127,740,3272,8.35,463,0.1850733750000001,167.3,0.021564316004514694,0.0001,73281,,
344064,743,3276,8.38,462,0.18284800000000034,168.51,0.02294614166021347,0.0001,73515,,
344777,745,3280,8.34,462,0.1811546249999998,168.61,0.025248635560274124,0.0001,73694,,
345452,747,3284,8.41,462,0.17955150000000042,169.28,0.02361908368766308,0.0001,73862,,
346005,748,3288,8.44,461,0.17823812500000036,168.64,0.013607182539999485,0.0001,74001,,
346620,750,3292,8.47,461,0.17677750000000014,168.98,0.017111564055085182,0.0001,74154,,
347366,753,3296,8.53,461,0.17500574999999985,169.94,0.44217395782470703,0.0001,74341,,
348111,755,3300,8.47,460,0.1732363749999999,169.95,0.235783651471138,0.0001,74527,,
348659,756,3304,8.46,460,0.17193487499999993,169.51,0.022994663566350937,0.0001,74664,,
349430,759,3308,8.34,460,0.17010375000000033,168.24,0.14909881353378296,0.0001,74857,,
350058,760,3312,8.35,460,0.16861225000000002,168.83,0.18266677856445312,0.0001,75014,,
350906,763,3316,8.57,459,0.16659825000000017,172.03,0.015722837299108505,0.0001,75226,,
351576,765,3320,8.56,459,0.1650069999999998,172.13,0.24136070907115936,0.0001,75393,,
352382,767,3324,8.68,459,0.16309275000000012,173.96,0.01753753423690796,0.0001,75595,,
353000,769,3328,8.61,458,0.16162500000000013,173.29,0.014082957059144974,0.0001,75749,,
353702,771,3332,8.68,458,0.15995775000000012,174.92,0.014410143718123436,0.0001,75925,,
354465,773,3336,8.78,458,0.15814562500000007,176.03,0.23573653399944305,0.0001,76116,,
355102,775,3340,8.76,457,0.15663275,175.74,0.009738825261592865,0.0001,76275,,
355635,777,3344,8.63,457,0.15536687500000024,173.74,0.2263108342885971,0.0001,76408,,
356238,778,3348,8.45,457,0.1539347499999999,171.98,0.03395470231771469,0.0001,76559,,
356950,780,3352,8.36,457,0.15224375000000034,171.42,0.023868778720498085,0.0001,76737,,
357781,783,3356,8.63,456,0.1502701249999998,173.85,0.01861736923456192,0.0001,76945,,
358393,785,3360,8.62,456,0.14881662500000015,174.06,0.09394785761833191,0.0001,77098,,
358970,787,3364,8.53,456,0.1474462500000001,171.78,0.018183035776019096,0.0001,77242,,
359667,789,3368,8.57,455,0.1457908750000002,172.25,0.04840598255395889,0.0001,77416,,
360445,791,3372,8.68,455,0.14394312500000028,173.18,0.02546488493680954,0.0001,77611,,
361072,793,3376,8.5,455,0.14245399999999986,170.08,0.0743110403418541,0.0001,77767,,
361759,795,3380,8.47,454,0.14082237500000028,169.82,0.024690523743629456,0.0001,77939,,
362552,797,3384,8.52,454,0.13893900000000015,171.0,0.23022814095020294,0.0001,78137,,
363145,799,3388,8.46,454,0.1375306249999999,171.4,0.031156089156866074,0.0001,78286,,
363918,802,3392,8.56,453,0.1356947500000001,172.98,0.029743218794465065,0.0001,78479,,
364670,804,3396,8.55,453,0.1339087499999999,173.04,0.025614270940423012,0.0001,78667,,
365295,806,3400,8.46,453,0.13242437500000026,171.84,0.015071067027747631,0.0001,78823,,
366044,808,3404,8.53,452,0.13064549999999997,173.85,0.023590533062815666,0.0001,79010,,
366819,810,3408,8.52,452,0.12880487500000004,173.89,0.26766639947891235,0.0001,79204,,
367441,812,3412,8.53,452,0.1273276250000004,173.83,0.012504084035754204,0.0001,79360,,
368234,814,3416,8.48,451,0.12544425000000026,173.28,0.19042222201824188,0.0001,79558,,
368774,816,3420,8.39,451,0.12416175000000029,171.98,0.017320120707154274,0.0001,79693,,
369368,818,3424,8.29,451,0.12275100000000028,169.86,0.020420970395207405,0.0001,79841,,
369835,819,3428,8.21,451,0.12164187499999979,168.35,0.017826547846198082,0.0001,79958,,
370459,821,3432,8.17,450,0.12015987500000036,167.57,0.012507998384535313,0.0001,80114,,
370983,823,3436,7.99,450,0.11891537499999993,165.18,0.02478327602148056,0.0001,80245,,
371523,825,3440,7.97,450,0.11763287499999997,164.21,0.02585097774863243,0.0001,80380,,
372209,827,3444,8.08,449,0.11600362500000005,165.74,0.022316861897706985,0.0001,80552,,
373021,829,3448,8.27,449,0.11407512499999994,167.83,0.026929905638098717,0.0001,80755,,
373843,832,3452,8.38,449,0.11212287500000029,168.93,0.016009284183382988,0.0001,80960,,
374618,834,3456,8.25,448,0.11028225000000025,168.37,0.2072187066078186,0.0001,81154,,
375230,836,3460,8.28,448,0.10882875000000025,168.37,0.018668055534362793,0.0001,81307,,
375731,837,3464,8.22,448,0.10763887500000002,167.61,0.02306235395371914,0.0001,81432,,
376409,839,3468,8.24,448,0.10602862500000021,167.42,0.02743658237159252,0.0001,81602,,
377168,842,3472,8.22,447,0.10422600000000015,167.23,0.13521640002727509,0.0001,81791,,
377673,843,3476,8.09,447,0.10302662500000026,166.01,0.03191288188099861,0.0001,81918,,
378294,845,3480,8.16,447,0.10155175000000027,165.35,0.05936747044324875,0.0001,82073,,
379125,848,3484,8.18,447,0.09957812500000018,165.73,0.012633106671273708,0.0001,82281,,
379793,849,3488,8.31,446,0.09799162500000003,166.48,0.026153836399316788,0.0001,82448,,
380490,852,3492,8.28,446,0.09633625000000001,165.72,0.025080550462007523,0.0001,82622,,
381090,853,3496,8.19,446,0.09491125000000034,164.2,0.014274682849645615,0.0001,82772,,
381619,855,3500,8.17,446,0.09365487500000036,163.24,0.05946693569421768,0.0001,82904,,
382275,857,3504,8.13,445,0.0920968750000003,162.31,0.02782467007637024,0.0001,83068,,
382901,859,3508,8.04,445,0.09061012500000021,160.82,0.029103726148605347,0.0001,83225,,
383867,862,3512,8.25,445,0.08831587500000015,164.26,0.20806379616260529,0.0001,83466,,
384360,863,3516,8.06,444,0.08714500000000003,161.26,0.022568371146917343,0.0001,83589,,
384966,865,3520,8.12,444,0.08570575000000025,161.92,0.028569906949996948,0.0001,83741,,
385698,867,3524,8.22,444,0.08396724999999994,163.3,0.4007019102573395,0.0001,83924,,
386255,869,3528,8.23,444,0.0826443750000001,164.2,0.012249881401658058,0.0001,84063,,
387045,872,3532,8.37,443,0.08076812499999986,165.86,0.017927497625350952,0.0001,84261,,
387662,874,3536,8.42,443,0.07930275000000031,166.79,0.01758503168821335,0.0001,84415,,
388542,876,3540,8.62,443,0.07721275000000027,170.19,0.02211116813123226,0.0001,84635,,
389286,879,3544,8.61,442,0.07544575000000009,170.77,0.02536175772547722,0.0001,84821,,
389719,880,3548,8.31,442,0.07441737500000034,166.98,0.5575157999992371,0.0001,84929,,
390482,882,3552,8.27,442,0.07260525000000018,166.39,0.01712116412818432,0.0001,85120,,
391102,884,3556,8.23,442,0.07113274999999997,164.84,0.02431502752006054,0.0001,85275,,
391676,885,3560,8.16,442,0.06976950000000037,164.46,0.266986221075058,0.0001,85418,,
392483,888,3564,8.37,441,0.06785287500000026,167.52,0.18493497371673584,0.0001,85620,,
393240,890,3568,8.39,441,0.06605499999999997,168.31,0.01429232768714428,0.0001,85809,,
393954,892,3572,8.34,441,0.06435925000000031,167.86,0.24734722077846527,0.0001,85988,,
394585,894,3576,8.4,441,0.06286062500000023,169.12,0.04712603613734245,0.0001,86146,,
395292,896,3580,8.38,440,0.06118150000000011,169.98,0.01135923620313406,0.0001,86322,,
396020,898,3584,8.3,440,0.05945250000000002,168.95,0.015857858583331108,0.0001,86504,,
396700,900,3588,8.28,440,0.057837499999999986,169.07,0.10227911174297333,0.0001,86674,,
397368,902,3592,8.24,440,0.05625100000000016,168.78,0.02379300817847252,0.0001,86841,,
397968,904,3596,8.21,439,0.05482599999999993,168.78,0.020802728831768036,0.0001,86991,,
398821,906,3600,8.42,439,0.05280012500000042,172.02,0.23509567975997925,0.0001,87205,,
399500,909,3604,8.44,439,0.05118750000000016,172.25,0.03553004190325737,0.0001,87374,,
400000,,,,,0.050002375000000154,,0.029302867129445076,0.0001,87499,159.9,7.6
400229,917,3608,8.51,436,0.05,173.28,0.01706651598215103,0.0001,87557,,
400825,919,3612,8.24,436,0.05,169.58,0.12136738747358322,0.0001,87706,,
401402,920,3616,8.32,435,0.05,170.42,0.03794131428003311,0.0001,87850,,
402139,922,3620,8.42,435,0.05,171.73,0.026404712349176407,0.0001,88034,,
402776,924,3624,8.33,435,0.05,170.78,0.014497613534331322,0.0001,88193,,
403493,927,3628,8.5,435,0.05,172.38,0.015324246138334274,0.0001,88373,,
404264,929,3632,8.52,434,0.05,172.19,0.22861412167549133,0.0001,88565,,
404818,931,3636,8.48,434,0.05,171.56,0.030010351911187172,0.0001,88704,,
405381,933,3640,8.28,434,0.05,168.39,0.024122850969433784,0.0001,88845,,
406034,935,3644,8.28,434,0.05,167.48,0.040541183203458786,0.0001,89008,,
406697,937,3648,8.46,433,0.05,169.78,0.026942148804664612,0.0001,89174,,
407603,940,3652,8.54,433,0.05,171.21,0.047806862741708755,0.0001,89400,,
408263,942,3656,8.57,433,0.05,171.61,0.015298070386052132,0.0001,89565,,
408945,944,3660,8.71,433,0.05,172.69,0.1646852195262909,0.0001,89736,,
409655,946,3664,8.66,432,0.05,171.72,0.008349851705133915,0.0001,89913,,
410494,949,3668,8.7,432,0.05,172.54,0.02895199880003929,0.0001,90123,,
410941,950,3672,8.5,432,0.05,169.87,0.05989109352231026,0.0001,90235,,
411555,952,3676,8.51,432,0.05,169.7,0.03402101993560791,0.0001,90388,,
412219,954,3680,8.49,431,0.05,169.27,0.026051979511976242,0.0001,90554,,
412909,956,3684,8.43,431,0.05,168.89,0.02890613302588463,0.0001,90727,,
413684,958,3688,8.56,431,0.05,169.84,0.010841282084584236,0.0001,90920,,
414254,960,3692,8.5,431,0.05,168.86,0.06161952763795853,0.0001,91063,,
414822,962,3696,8.46,431,0.05,168.54,0.021152500063180923,0.0001,91205,,
415396,963,3700,8.31,431,0.05,165.75,0.27874624729156494,0.0001,91348,,
416050,965,3704,8.28,430,0.05,165.5,0.02372303232550621,0.0001,91512,,
416919,968,3708,8.34,430,0.05,166.9,0.017336979508399963,0.0001,91729,,
417508,970,3712,8.41,430,0.05,166.83,0.09038598090410233,0.0001,91876,,
418198,972,3716,8.49,430,0.05,167.96,0.033149514347314835,0.0001,92049,,
418921,974,3720,8.46,429,0.05,167.82,0.3507974147796631,0.0001,92230,,
419543,976,3724,8.47,429,0.05,167.67,0.08960439264774323,0.0001,92385,,
420204,978,3728,8.41,429,0.05,167.11,0.08274797350168228,0.0001,92550,,
421083,981,3732,8.47,429,0.05,168.19,0.06033068895339966,0.0001,92770,,
421682,983,3736,8.54,428,0.05,168.64,0.1923947036266327,0.0001,92920,,
422373,985,3740,8.65,428,0.05,169.92,0.02114400640130043,0.0001,93093,,
422986,987,3744,8.59,428,0.05,169.52,0.02660345286130905,0.0001,93246,,
423828,989,3748,8.73,428,0.05,171.31,0.02203473262488842,0.0001,93456,,
424742,992,3752,8.77,427,0.05,171.39,0.020974531769752502,0.0001,93685,,
425440,994,3756,8.79,427,0.05,171.77,0.053597234189510345,0.0001,93859,,
426266,997,3760,8.8,427,0.05,173.21,0.032759591937065125,0.0001,94066,,
426817,998,3764,8.64,427,0.05,171.62,0.012471113353967667,0.0001,94204,,
427639,1001,3768,8.62,426,0.05,171.45,0.03709445893764496,0.0001,94409,,
428202,1002,3772,8.73,426,0.05,172.61,0.027773860841989517,0.0001,94550,,
428914,1005,3776,8.87,426,0.05,173.59,0.021080803126096725,0.0001,94728,,
429698,1007,3780,8.92,426,0.05,174.79,0.129291832447052,0.0001,94924,,
430435,1010,3784,9.04,426,0.05,175.26,0.05971452221274376,0.0001,95108,,
431007,1011,3788,8.87,425,0.05,173.23,0.24874426424503326,0.0001,95251,,
431740,1014,3792,9.0,425,0.05,174.86,0.051272328943014145,0.0001,95434,,
432602,1016,3796,9.21,425,0.05,177.8,0.4091463088989258,0.0001,95650,,
433302,1018,3800,9.24,425,0.05,179.06,0.05726969242095947,0.0001,95825,,
434056,1021,3804,9.37,425,0.05,180.06,0.016585519537329674,0.0001,96013,,
434631,1022,3808,9.2,424,0.05,177.12,0.06532365083694458,0.0001,96157,,
435267,1024,3812,9.25,424,0.05,177.59,0.12361404299736023,0.0001,96316,,
435978,1026,3816,9.28,424,0.05,177.8,0.054884783923625946,0.0001,96494,,
436627,1028,3820,9.26,424,0.05,177.06,0.02605648711323738,0.0001,96656,,
437309,1031,3824,9.29,424,0.05,177.66,0.029164142906665802,0.0001,96827,,
437902,1032,3828,9.3,423,0.05,176.98,0.0411401093006134,0.0001,96975,,
438529,1034,3832,9.12,423,0.05,174.46,0.019797734916210175,0.0001,97132,,
439285,1036,3836,9.23,423,0.05,176.03,0.08176334202289581,0.0001,97321,,
439953,1038,3840,9.16,423,0.05,175.8,0.039804328233003616,0.0001,97488,,
440396,1039,3844,9.02,423,0.05,174.1,0.023590393364429474,0.0001,97598,,
441205,1042,3848,8.94,423,0.05,173.77,0.043681152164936066,0.0001,97801,,
441908,1044,3852,8.81,423,0.05,171.66,0.23517844080924988,0.0001,97976,,
442424,1046,3856,8.65,422,0.05,169.84,0.02607077732682228,0.0001,98105,,
443126,1048,3860,8.61,422,0.05,168.6,0.1088062971830368,0.0001,98281,,
443867,1050,3864,8.74,422,0.05,170.5,0.050766658037900925,0.0001,98466,,
444747,1053,3868,8.8,422,0.05,171.08,0.018876750022172928,0.0001,98686,,
445390,1055,3872,8.8,421,0.05,171.88,0.02604709193110466,0.0001,98847,,
446387,1058,3876,8.95,421,0.05,174.73,0.20333822071552277,0.0001,99096,,
447109,1061,3880,8.94,421,0.05,174.11,0.10169239342212677,0.0001,99277,,
447836,1063,3884,8.89,421,0.05,174.01,0.03551007807254791,0.0001,99458,,
448463,1065,3888,8.87,420,0.05,174.56,0.023668233305215836,0.0001,99615,,
449239,1068,3892,8.87,420,0.05,174.99,0.02881910651922226,0.0001,99809,,
449897,1070,3896,8.77,420,0.05,172.95,0.058030255138874054,0.0001,99974,,
450737,1072,3900,8.86,420,0.05,174.35,0.044702377170324326,0.0001,100184,,
451648,1075,3904,8.93,419,0.05,175.92,0.022550765424966812,0.0001,100411,,
452324,1077,3908,9.03,419,0.05,176.93,0.0302126482129097,0.0001,100580,,
453142,1080,3912,9.1,419,0.05,178.75,0.05207601562142372,0.0001,100785,,
453785,1082,3916,9.05,419,0.05,178.07,0.08486400544643402,0.0001,100946,,
454512,1084,3920,9.08,419,0.05,178.85,0.046968817710876465,0.0001,101127,,
455350,1087,3924,9.15,418,0.05,180.41,0.01608414575457573,0.0001,101337,,
455985,1089,3928,9.17,418,0.05,180.83,0.044101532548666,0.0001,101496,,
456683,1091,3932,9.23,418,0.05,181.54,0.21917718648910522,0.0001,101670,,
457424,1094,3936,9.13,418,0.05,181.39,0.03555847704410553,0.0001,101855,,
458274,1096,3940,9.28,417,0.05,183.21,0.02966964617371559,0.0001,102068,,
458964,1098,3944,9.45,417,0.05,185.68,0.03074408695101738,0.0001,102240,,
459600,1100,3948,9.36,417,0.05,183.95,0.014473575167357922,0.0001,102399,,
460247,1102,3952,9.29,417,0.05,183.39,0.008820588700473309,0.0001,102561,,
460881,1104,3956,9.43,417,0.05,184.57,0.14624637365341187,0.0001,102720,,
461722,1107,3960,9.5,416,0.05,185.96,0.05603179335594177,0.0001,102930,,
462347,1109,3964,9.49,416,0.05,184.8,0.27855631709098816,0.0001,103086,,
463214,1112,3968,9.44,416,0.05,184.67,0.02962152287364006,0.0001,103303,,
463861,1114,3972,9.44,416,0.05,184.71,0.016593147069215775,0.0001,103465,,
464480,1116,3976,9.19,416,0.05,180.93,0.04527781903743744,0.0001,103619,,
465117,1118,3980,9.07,415,0.05,180.08,0.2351258248090744,0.0001,103779,,
465836,1120,3984,9.06,415,0.05,180.0,0.09364728629589081,0.0001,103958,,
466665,1122,3988,9.2,415,0.05,182.02,0.08695369213819504,0.0001,104166,,
467310,1124,3992,9.12,415,0.05,180.71,0.07064118981361389,0.0001,104327,,
467995,1126,3996,9.1,415,0.05,180.98,0.026027247309684753,0.0001,104498,,
468772,1129,4000,9.11,415,0.05,180.35,0.02700474113225937,0.0001,104692,,
469496,1131,4004,8.97,415,0.05,178.48,0.03236009180545807,0.0001,104873,,
470166,1133,4008,8.94,414,0.05,178.42,0.057521626353263855,0.0001,105041,,
470784,1134,4012,8.8,414,0.05,176.42,0.029641905799508095,0.0001,105195,,
471458,1136,4016,8.83,414,0.05,176.73,0.05320633575320244,0.0001,105364,,
472103,1138,4020,8.73,414,0.05,175.91,0.24034616351127625,0.0001,105525,,
472701,1140,4024,8.54,414,0.05,173.51,0.03822728246450424,0.0001,105675,,
473476,1142,4028,8.63,414,0.05,174.91,0.024491729214787483,0.0001,105868,,
474010,1144,4032,8.51,414,0.05,173.27,0.05276134982705116,0.0001,106002,,
474573,1146,4036,8.45,414,0.05,171.49,0.08758747577667236,0.0001,106143,,
475349,1148,4040,8.38,413,0.05,170.75,0.022689728066325188,0.0001,106337,,
