time/fps,rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/n_updates,train/loss
446,1376.72,0.20260591428571495,1263,563814,2316,-19.42,,,0.0001,115953,0.008239776827394962
445,1381.36,0.20056934285714267,1267,565254,2320,-19.36,,,0.0001,116313,0.008084793575108051
445,1381.54,0.1985950000000004,1272,566650,2324,-19.39,,,0.0001,116662,0.013979919254779816
444,1380.5,0.1966079285714285,1277,568055,2328,-19.4,,,0.0001,117013,0.00630149245262146
444,1390.24,0.19453882857142835,1282,569518,2332,-19.35,,,0.0001,117379,0.017951471731066704
443,1390.83,0.1926719714285713,1286,570838,2336,-19.36,,,0.0001,117709,0.030180029571056366
443,1390.95,0.19058589999999986,1290,572313,2340,-19.32,,,0.0001,118078,0.017750393599271774
442,1396.25,0.18864408571428537,1295,573686,2344,-19.36,,,0.0001,118421,0.01637146808207035
442,1403.18,0.18658771428571375,1299,575140,2348,-19.35,,,0.0001,118784,0.01708637736737728
442,1405.3,0.1845610428571428,1303,576573,2352,-19.35,,,0.0001,119143,0.01456855796277523
441,1401.64,0.18276490000000023,1308,577843,2356,-19.37,,,0.0001,119460,0.01602134481072426
441,1395.63,0.18073681428571475,1313,579277,2360,-19.45,,,0.0001,119819,0.015660159289836884
440,1397.38,0.17871155714285736,1318,580709,2364,-19.42,,,0.0001,120177,0.010191932320594788
439,1396.18,0.1767343857142858,1324,582107,2368,-19.44,,,0.0001,120526,0.024908365681767464
439,1397.55,0.17478408571428583,1329,583486,2372,-19.45,,,0.0001,120871,0.023319324478507042
438,1412.16,0.17235434285714246,1336,585204,2376,-19.36,,,0.0001,121300,0.00763766560703516
437,1408.94,0.17040262857142896,1341,586584,2380,-19.42,,,0.0001,121645,0.009234430268406868
437,1404.62,0.16865174285714268,1344,587822,2384,-19.47,,,0.0001,121955,0.017197247594594955
436,1408.37,0.16662507142857175,1349,589255,2388,-19.48,,,0.0001,122313,0.011861709877848625
435,1411.23,0.16475114285714254,1354,590580,2392,-19.46,,,0.0001,122644,0.013278083875775337
435,1417.08,0.16288428571428548,1360,591900,2396,-19.45,,,0.0001,122974,0.004769074730575085
434,1422.68,0.16098914285714316,1364,593240,2400,-19.43,,,0.0001,123309,0.010143965482711792
434,1424.08,0.15898792857142818,1369,594655,2404,-19.41,,,0.0001,123663,0.013035586103796959
433,1423.31,0.15694994285714248,1374,596096,2408,-19.44,,,0.0001,124023,0.008748641237616539
432,1433.49,0.15481578571428534,1380,597605,2412,-19.34,,,0.0001,124401,0.012638174928724766
432,1431.83,0.1527679000000004,1385,599053,2416,-19.32,,,0.0001,124763,0.008755671791732311
,,0.1514299857142859,,600000,,,1679.45,-18.85,0.0001,124999,0.012512153014540672
427,1436.83,0.1505573714285714,1405,600616,2420,-19.35,,,0.0001,125153,0.009605911560356617
426,1442.15,0.1483949285714281,1410,602145,2424,-19.31,,,0.0001,125536,0.00540336687117815
426,1442.11,0.14640361428571447,1415,603553,2428,-19.34,,,0.0001,125888,0.009394065476953983
425,1446.58,0.14418318571428623,1420,605123,2432,-19.31,,,0.0001,126280,0.0075200689025223255
425,1450.19,0.14218762857142875,1425,606534,2436,-19.28,,,0.0001,126633,0.007736789993941784
424,1457.08,0.1398682,1431,608174,2440,-19.31,,,0.0001,127043,0.010391032323241234
424,1462.45,0.13772697142857182,1436,609688,2444,-19.25,,,0.0001,127421,0.025898922234773636
423,1457.78,0.13584314285714338,1441,611020,2448,-19.28,,,0.0001,127754,0.012358754873275757
423,1462.34,0.133648171428571,1447,612572,2452,-19.23,,,0.0001,128142,0.003897668793797493
422,1468.04,0.13165402857142916,1452,613982,2456,-19.18,,,0.0001,128495,0.00846997369080782
422,1473.17,0.1294505714285712,1458,615540,2460,-19.15,,,0.0001,128884,0.007349727675318718
421,1474.09,0.12738712857142853,1463,616999,2464,-19.16,,,0.0001,129249,0.005590373650193214
421,1474.87,0.12539864285714308,1467,618405,2468,-19.16,,,0.0001,129601,0.016870174556970596
420,1479.25,0.12329842857142848,1473,619890,2472,-19.14,,,0.0001,129972,0.014694456942379475
420,1467.48,0.12129297142857176,1477,621308,2476,-19.19,,,0.0001,130326,0.025850987061858177
419,1470.72,0.11924791428571402,1482,622754,2480,-19.13,,,0.0001,130688,0.013785868883132935
419,1477.92,0.11722831428571412,1487,624182,2484,-19.11,,,0.0001,131045,0.023739561438560486
419,1476.55,0.11524407142857152,1491,625585,2488,-19.12,,,0.0001,131396,0.004381235688924789
418,1482.55,0.11314809999999975,1497,627067,2492,-19.1,,,0.0001,131766,0.00976160354912281
418,1488.86,0.11105778571428548,1502,628545,2496,-19.03,,,0.0001,132136,0.008746294304728508
417,1494.11,0.10897454285714225,1508,630018,2500,-19.01,,,0.0001,132504,0.008034005761146545
417,1506.86,0.10651934285714315,1514,631754,2504,-19.0,,,0.0001,132938,0.010870823636651039
416,1512.35,0.10429325714285742,1519,633328,2508,-18.99,,,0.0001,133331,0.011883033439517021
416,1513.83,0.10210818571428537,1525,634873,2512,-19.05,,,0.0001,133718,0.012346109375357628
415,1516.49,0.0999697857142855,1530,636385,2516,-19.06,,,0.0001,134096,0.015218082815408707
415,1517.07,0.09773945714285703,1535,637962,2520,-19.02,,,0.0001,134490,0.013618508353829384
414,1517.84,0.09555721428571418,1541,639505,2524,-19.03,,,0.0001,134876,0.015847057104110718
414,1524.49,0.0933297142857139,1546,641080,2528,-18.97,,,0.0001,135269,0.016016123816370964
414,1525.93,0.09104847142857153,1552,642693,2532,-18.96,,,0.0001,135673,0.005673945415765047
413,1527.91,0.08899634285714275,1557,644144,2536,-19.01,,,0.0001,136035,0.009000750258564949
413,1524.77,0.0867815714285719,1563,645710,2540,-19.05,,,0.0001,136427,0.008582619950175285
412,1526.55,0.08458659999999962,1568,647262,2544,-19.07,,,0.0001,136815,0.017703671008348465
412,1527.62,0.08266317142857105,1573,648622,2548,-19.07,,,0.0001,137155,0.012980890460312366
411,1533.34,0.0802603000000004,1578,650321,2552,-19.05,,,0.0001,137580,0.008301657624542713
411,1538.04,0.0781006857142853,1584,651848,2556,-19.03,,,0.0001,137961,0.010267972014844418
411,1544.19,0.07567094285714304,1589,653566,2560,-18.97,,,0.0001,138391,0.014505283907055855
410,1544.91,0.07358769999999981,1595,655039,2564,-18.94,,,0.0001,138759,0.013555377721786499
410,1551.17,0.07137434285714273,1600,656604,2568,-18.95,,,0.0001,139150,0.010523193515837193
409,1554.32,0.06915957142857199,1606,658170,2572,-18.91,,,0.0001,139542,0.010534755885601044
409,1563.9,0.06680054285714299,1612,659838,2576,-18.87,,,0.0001,139959,0.010213242843747139
408,1578.04,0.06424210000000041,1618,661647,2580,-18.87,,,0.0001,140411,0.025967609137296677
408,1587.22,0.06190145714285744,1623,663302,2584,-18.8,,,0.0001,140825,0.010978594422340393
407,1594.88,0.05964567142857202,1629,664897,2588,-18.8,,,0.0001,141224,0.015546781942248344
407,1605.52,0.05716218571428555,1635,666653,2592,-18.81,,,0.0001,141663,0.014286933466792107
407,1614.31,0.05475224285714286,1641,668357,2596,-18.79,,,0.0001,142089,0.005752084776759148
406,1626.58,0.0522390571428577,1647,670134,2600,-18.76,,,0.0001,142533,0.009530479088425636
406,1622.18,0.0499450857142858,1654,671756,2604,-18.84,,,0.0001,142938,0.011245802976191044
405,1633.36,0.047307442857143056,1661,673621,2608,-18.78,,,0.0001,143405,0.008804308250546455
405,1638.7,0.0449314428571429,1666,675301,2612,-18.82,,,0.0001,143825,0.006615951657295227
404,1646.14,0.042524328571428294,1672,677003,2616,-18.79,,,0.0001,144250,0.00952992681413889
404,1651.6,0.04011014285714265,1678,678710,2620,-18.8,,,0.0001,144677,0.010242065414786339
404,1658.8,0.037683228571428584,1683,680426,2624,-18.75,,,0.0001,145106,0.003293580375611782
403,1667.15,0.035170042857142425,1690,682203,2628,-18.76,,,0.0001,145550,0.012046514078974724
403,1675.93,0.03257765714285721,1696,684036,2632,-18.75,,,0.0001,146008,0.012752408161759377
402,1683.66,0.030245499999999814,1702,685685,2636,-18.7,,,0.0001,146421,0.01851722039282322
402,1699.14,0.027496128571429246,1710,687629,2640,-18.67,,,0.0001,146907,0.012021047063171864
401,1725.2,0.02438045714285675,1718,689832,2644,-18.66,,,0.0001,147457,0.019468478858470917
401,1742.35,0.021841814285714634,1724,691627,2648,-18.59,,,0.0001,147906,0.013712145388126373
400,1751.29,0.019141942857143213,1731,693536,2652,-18.6,,,0.0001,148383,0.006286793388426304
400,1767.69,0.016395400000000615,1738,695478,2656,-18.51,,,0.0001,148869,0.009972313418984413
399,1785.79,0.013337714285714064,1744,697640,2660,-18.5,,,0.0001,149409,0.013386749662458897
399,1799.32,0.010773614285713995,1749,699453,2664,-18.49,,,0.0001,149863,0.04001748561859131
,,0.010001414285714882,,700000,,,1720.6,-17.9,0.0001,149999,0.009401564486324787
396,1814.2,0.01,1770,701395,2668,-18.45,,,0.0001,150348,0.00984559953212738
396,1825.99,0.01,1775,703256,2672,-18.46,,,0.0001,150813,0.0057845572009682655
395,1824.19,0.01,1781,704869,2676,-18.51,,,0.0001,151217,0.009752288460731506
395,1821.77,0.01,1787,706618,2680,-18.55,,,0.0001,151654,0.006368972361087799
394,1825.63,0.01,1794,708363,2684,-18.54,,,0.0001,152090,0.009320773184299469
394,1842.75,0.01,1801,710397,2688,-18.49,,,0.0001,152599,0.00966229010373354
393,1839.43,0.01,1808,712061,2692,-18.46,,,0.0001,153015,0.007595046889036894
393,1840.04,0.01,1813,713776,2696,-18.47,,,0.0001,153443,0.008263150230050087
393,1847.23,0.01,1821,715741,2700,-18.5,,,0.0001,153935,0.014959516003727913
392,1853.48,0.01,1827,717516,2704,-18.41,,,0.0001,154378,0.00932453852146864
392,1850.64,0.01,1833,719306,2708,-18.4,,,0.0001,154826,0.011651551350951195
391,1863.39,0.01,1840,721305,2712,-18.36,,,0.0001,155326,0.007208941038697958
391,1876.63,0.01,1848,723339,2716,-18.34,,,0.0001,155834,0.008174408227205276
391,1885.15,0.01,1854,725269,2720,-18.34,,,0.0001,156317,0.02573540434241295
390,1894.41,0.01,1861,727226,2724,-18.31,,,0.0001,156806,0.012394381687045097
390,1904.41,0.01,1867,729263,2728,-18.26,,,0.0001,157315,0.00903905089944601
390,1905.83,0.01,1874,731127,2732,-18.24,,,0.0001,157781,0.01248324103653431
389,1920.99,0.01,1881,733163,2736,-18.18,,,0.0001,158290,0.005873543210327625
389,1921.72,0.01,1889,735129,2740,-18.13,,,0.0001,158782,0.02213691920042038
388,1903.62,0.01,1895,736883,2744,-18.13,,,0.0001,159220,0.009770208969712257
388,1906.41,0.01,1902,738748,2748,-18.12,,,0.0001,159686,0.01334900688380003
387,1907.84,0.01,1910,740700,2752,-18.18,,,0.0001,160174,0.025804106146097183
387,1911.75,0.01,1918,742738,2756,-18.22,,,0.0001,160684,0.01120447926223278
386,1906.02,0.01,1924,744751,2760,-18.22,,,0.0001,161187,0.011171654798090458
386,1916.03,0.01,1932,746815,2764,-18.22,,,0.0001,161703,0.004505991470068693
386,1908.48,0.01,1938,748568,2768,-18.25,,,0.0001,162141,0.018839562311768532
385,1906.04,0.01,1944,750371,2772,-18.28,,,0.0001,162592,0.008592055179178715
385,1919.29,0.01,1950,752317,2776,-18.27,,,0.0001,163079,0.015268862247467041
385,1928.81,0.01,1958,754298,2780,-18.12,,,0.0001,163574,0.01180470734834671
384,1936.78,0.01,1964,756245,2784,-18.11,,,0.0001,164061,0.009408580139279366
384,1934.9,0.01,1972,758233,2788,-18.07,,,0.0001,164558,0.020430125296115875
383,1947.55,0.01,1979,760211,2792,-18.08,,,0.0001,165052,0.018339278176426888
383,1959.4,0.01,1987,762222,2796,-18.02,,,0.0001,165555,0.003956558648496866
383,1956.26,0.01,1994,764113,2800,-18.02,,,0.0001,166028,0.02720649167895317
382,1964.91,0.01,2001,766112,2804,-18.0,,,0.0001,166527,0.016738956794142723
382,1966.38,0.01,2007,767934,2808,-18.05,,,0.0001,166983,0.030018098652362823
382,1956.33,0.01,2013,769683,2812,-18.05,,,0.0001,167420,0.01709892600774765
382,1968.36,0.01,2020,772017,2816,-18.0,,,0.0001,168004,0.005773283541202545
381,1973.21,0.01,2028,774066,2820,-18.0,,,0.0001,168516,0.03373570740222931
381,1978.51,0.01,2035,776159,2824,-18.06,,,0.0001,169039,0.010835153050720692
380,1976.29,0.01,2042,778137,2828,-18.08,,,0.0001,169534,0.0084420470520854
380,1985.15,0.01,2049,780227,2832,-18.1,,,0.0001,170056,0.013930240646004677
380,1981.43,0.01,2055,782161,2836,-18.1,,,0.0001,170540,0.009848983958363533
380,1995.93,0.01,2064,784492,2840,-18.1,,,0.0001,171122,0.01252091582864523
379,2000.64,0.01,2071,786366,2844,-18.1,,,0.0001,171591,0.004804365802556276
379,2017.18,0.01,2078,788632,2848,-18.04,,,0.0001,172157,0.007358497940003872
378,2016.55,0.01,2086,790569,2852,-17.97,,,0.0001,172642,0.009085582569241524
378,2005.88,0.01,2092,792346,2856,-18.03,,,0.0001,173086,0.013224051333963871
378,2001.78,0.01,2099,794264,2860,-18.05,,,0.0001,173565,0.011419882997870445
378,1990.99,0.01,2105,796062,2864,-18.06,,,0.0001,174015,0.007788400165736675
377,2005.99,0.01,2111,798185,2868,-18.02,,,0.0001,174546,0.004433218389749527
,,0.01,,800000,,,2134.4,-18.3,0.0001,174999,0.008118482306599617
374,2016.38,0.01,2138,800242,2872,-17.93,,,0.0001,175060,0.006724984385073185
373,2018.71,0.01,2146,802255,2876,-17.93,,,0.0001,175563,0.005678617861121893
373,2016.57,0.01,2153,804189,2880,-17.99,,,0.0001,176047,0.014296891167759895
373,2020.03,0.01,2159,806224,2884,-18.0,,,0.0001,176555,0.013975841924548149
373,2020.14,0.01,2166,808209,2888,-17.97,,,0.0001,177052,0.013582764193415642
372,2022.34,0.01,2173,810250,2892,-17.91,,,0.0001,177562,0.013502154499292374
372,2021.53,0.01,2181,812245,2896,-17.95,,,0.0001,178061,0.012345531955361366
371,2025.82,0.01,2189,814223,2900,-17.93,,,0.0001,178555,0.02613072656095028
371,2030.63,0.01,2197,816340,2904,-17.88,,,0.0001,179084,0.009900402277708054
371,2038.7,0.01,2204,818370,2908,-17.84,,,0.0001,179592,0.016107475385069847
370,2046.09,0.01,2212,820305,2912,-17.85,,,0.0001,180076,0.00927303358912468
370,2025.37,0.01,2218,822118,2916,-17.85,,,0.0001,180529,0.023338068276643753
370,2030.32,0.01,2226,824290,2920,-17.82,,,0.0001,181072,0.013328245840966702
369,2020.96,0.01,2233,826150,2924,-17.78,,,0.0001,181537,0.040186453610658646
369,2027.18,0.01,2240,828279,2928,-17.72,,,0.0001,182069,0.024152487516403198
369,2033.45,0.01,2248,830520,2932,-17.71,,,0.0001,182629,0.015855275094509125
369,2035.83,0.01,2256,832518,2936,-17.71,,,0.0001,183129,0.014020618051290512
368,2024.47,0.01,2262,834564,2940,-17.66,,,0.0001,183640,0.007554513867944479
368,2026.59,0.01,2270,836490,2944,-17.63,,,0.0001,184122,0.01140747033059597
368,2018.85,0.01,2277,838573,2948,-17.66,,,0.0001,184643,0.012828197330236435
368,2019.14,0.01,2283,840517,2952,-17.71,,,0.0001,185129,0.014023806899785995
367,2032.8,0.01,2290,842627,2956,-17.61,,,0.0001,185656,0.016928229480981827
367,2035.0,0.01,2298,844600,2960,-17.64,,,0.0001,186149,0.0098882419988513
367,2043.45,0.01,2306,846608,2964,-17.63,,,0.0001,186651,0.03303420543670654
366,2031.69,0.01,2312,848431,2968,-17.66,,,0.0001,187107,0.008501183241605759
366,2025.19,0.01,2319,850338,2972,-17.65,,,0.0001,187584,0.010797809809446335
366,2023.03,0.01,2327,852287,2976,-17.65,,,0.0001,188071,0.006594005040824413
366,2021.37,0.01,2333,854179,2980,-17.69,,,0.0001,188544,0.014150107279419899
365,2019.67,0.01,2341,856164,2984,-17.69,,,0.0001,189040,0.017862118780612946
365,2026.32,0.01,2348,858315,2988,-17.7,,,0.0001,189578,0.010865750722587109
365,2025.48,0.01,2355,860324,2992,-17.66,,,0.0001,190080,0.010319316759705544
364,2023.13,0.01,2362,862256,2996,-17.65,,,0.0001,190563,0.010194603353738785
364,2026.47,0.01,2370,864328,3000,-17.6,,,0.0001,191081,0.00973338820040226
364,2020.88,0.01,2377,866296,3004,-17.64,,,0.0001,191573,0.012858876958489418
364,2008.88,0.01,2383,868035,3008,-17.7,,,0.0001,192008,0.012189161032438278
363,2010.25,0.01,2390,870003,3012,-17.7,,,0.0001,192500,0.011697221547365189
363,2020.11,0.01,2397,872064,3016,-17.66,,,0.0001,193015,0.007882497273385525
363,2010.17,0.01,2404,873993,3020,-17.66,,,0.0001,193498,0.0144125297665596
363,2017.07,0.01,2411,876017,3024,-17.66,,,0.0001,194004,0.014595487155020237
363,2015.08,0.01,2417,878091,3028,-17.67,,,0.0001,194522,0.01865091361105442
362,2007.09,0.01,2425,880133,3032,-17.66,,,0.0001,195033,0.014082524925470352
362,2006.3,0.01,2431,882102,3036,-17.67,,,0.0001,195525,0.010631386190652847
362,2004.05,0.01,2439,884089,3040,-17.76,,,0.0001,196022,0.010310253128409386
362,2001.53,0.01,2447,885944,3044,-17.76,,,0.0001,196485,0.006639502942562103
361,1995.38,0.01,2454,887873,3048,-17.76,,,0.0001,196968,0.014590874314308167
361,1998.82,0.01,2462,889904,3052,-17.71,,,0.0001,197475,0.012108983471989632
361,1995.59,0.01,2469,891935,3056,-17.78,,,0.0001,197983,0.009357606060802937
360,1999.54,0.01,2477,894013,3060,-17.77,,,0.0001,198503,0.016236159950494766
360,1985.43,0.01,2483,895662,3064,-17.78,,,0.0001,198915,0.013483816757798195
360,1994.51,0.01,2490,897724,3068,-17.74,,,0.0001,199430,0.00634855218231678
360,1995.42,0.01,2497,899644,3072,-17.79,,,0.0001,199910,0.007365821860730648
,,0.01,,900000,,,1830.35,-18.85,0.0001,199999,0.010234624147415161
357,1993.01,0.01,2520,901533,3076,-17.72,,,0.0001,200383,0.023273736238479614
357,1992.93,0.01,2525,903416,3080,-17.74,,,0.0001,200853,0.006954845041036606
357,1989.5,0.01,2532,905318,3084,-17.73,,,0.0001,201329,0.006579315289855003
357,1977.73,0.01,2539,907166,3088,-17.74,,,0.0001,201791,0.0098117645829916
357,1966.72,0.01,2545,908911,3092,-17.9,,,0.0001,202227,0.01537882350385189
356,1959.47,0.01,2551,910663,3096,-17.94,,,0.0001,202665,0.008111330680549145
356,1945.22,0.01,2558,912378,3100,-18.01,,,0.0001,203094,0.009978938847780228
356,1943.82,0.01,2565,914317,3104,-18.01,,,0.0001,203579,0.018520183861255646
356,1945.44,0.01,2571,916079,3108,-18.04,,,0.0001,204019,0.00897635705769062
356,1942.1,0.01,2578,917954,3112,-18.02,,,0.0001,204488,0.010088883340358734
355,1942.96,0.01,2585,920035,3116,-18.03,,,0.0001,205008,0.010392432101070881
355,1945.54,0.01,2592,922021,3120,-17.95,,,0.0001,205505,0.018404347822070122
355,1943.47,0.01,2600,923993,3124,-17.95,,,0.0001,205998,0.014817302115261555
355,1939.21,0.01,2608,925965,3128,-17.96,,,0.0001,206491,0.013010354712605476
354,1943.18,0.01,2615,928107,3132,-17.91,,,0.0001,207026,0.012096390128135681
354,1948.93,0.01,2621,930218,3136,-17.89,,,0.0001,207554,0.017471961677074432
354,1951.85,0.01,2629,932281,3140,-17.81,,,0.0001,208070,0.006289108190685511
354,1954.6,0.01,2636,934210,3144,-17.78,,,0.0001,208552,0.017124712467193604
354,1956.11,0.01,2644,936178,3148,-17.76,,,0.0001,209044,0.011758037842810154
353,1957.24,0.01,2651,938231,3152,-17.75,,,0.0001,209557,0.014651715755462646
353,1947.68,0.01,2658,940024,3156,-17.72,,,0.0001,210005,0.009502235800027847
353,1952.54,0.01,2665,942220,3160,-17.63,,,0.0001,210554,0.005915648303925991
353,1966.26,0.01,2673,944224,3164,-17.55,,,0.0001,211055,0.007116958033293486
353,1970.02,0.01,2680,946379,3168,-17.48,,,0.0001,211594,0.009234665893018246
352,1979.61,0.01,2688,948544,3172,-17.4,,,0.0001,212135,0.016364526003599167
352,1998.04,0.01,2697,950895,3176,-17.35,,,0.0001,212723,0.00772177753970027
352,2000.29,0.01,2704,952841,3180,-17.29,,,0.0001,213210,0.03227252513170242
352,2003.31,0.01,2710,954819,3184,-17.22,,,0.0001,213704,0.007190871983766556
352,2013.4,0.01,2716,956930,3188,-17.19,,,0.0001,214232,0.014780253171920776
352,2022.07,0.01,2723,958884,3192,-17.1,,,0.0001,214720,0.008975712582468987
351,2038.42,0.01,2732,961042,3196,-17.03,,,0.0001,215260,0.0077326251193881035
351,2048.62,0.01,2739,963007,3200,-16.96,,,0.0001,215751,0.01335666049271822
351,2049.84,0.01,2747,964971,3204,-16.98,,,0.0001,216242,0.005302480887621641
351,2061.74,0.01,2754,967041,3208,-16.8,,,0.0001,216760,0.007999829016625881
350,2074.09,0.01,2762,969233,3212,-16.72,,,0.0001,217308,0.016678715124726295
350,2081.78,0.01,2770,971511,3216,-16.64,,,0.0001,217877,0.01754409447312355
350,2080.23,0.01,2777,973462,3220,-16.64,,,0.0001,218365,0.010451730340719223
350,2082.9,0.01,2784,975504,3224,-16.62,,,0.0001,218875,0.011515865102410316
350,2094.13,0.01,2793,977756,3228,-16.55,,,0.0001,219438,0.004989023320376873
349,2101.01,0.01,2802,980076,3232,-16.53,,,0.0001,220018,0.01568417064845562
349,2100.32,0.01,2810,982179,3236,-16.58,,,0.0001,220544,0.0115668885409832
349,2096.81,0.01,2818,984153,3240,-16.6,,,0.0001,221038,0.012289878912270069
348,2108.47,0.01,2826,986376,3244,-16.52,,,0.0001,221593,0.01132607739418745
348,2108.98,0.01,2833,988354,3248,-16.53,,,0.0001,222088,0.00760847982019186
348,2104.66,0.01,2840,990304,3252,-16.56,,,0.0001,222575,0.0093598123639822
348,2118.03,0.01,2846,992434,3256,-16.56,,,0.0001,223108,0.006520458962768316
348,2120.65,0.01,2854,994694,3260,-16.56,,,0.0001,223673,0.009052297100424767
348,2128.11,0.01,2861,996878,3264,-16.57,,,0.0001,224219,0.007018467411398888
348,2130.89,0.01,2869,999108,3268,-16.67,,,0.0001,224776,0.006071153096854687
,,0.01,,1000000,,,2258.45,-17.6,0.0001,224999,0.010282110422849655
345,2130.64,0.01,2898,1001261,3272,-16.69,,,0.0001,225315,0.011116140522062778
345,2124.29,0.01,2906,1003453,3276,-16.61,,,0.0001,225863,0.016825875267386436
344,2131.83,0.01,2915,1005581,3280,-16.54,,,0.0001,226395,0.0073783136904239655
344,2126.83,0.01,2922,1007445,3284,-16.6,,,0.0001,226861,0.021336279809474945
344,2122.01,0.01,2929,1009426,3288,-16.69,,,0.0001,227356,0.010246789082884789
344,2127.36,0.01,2936,1011523,3292,-16.67,,,0.0001,227880,0.0053386082872748375
344,2128.45,0.01,2945,1013708,3296,-16.67,,,0.0001,228426,0.013974986039102077
344,2134.02,0.01,2952,1015817,3300,-16.69,,,0.0001,228954,0.010061230510473251
343,2137.62,0.01,2959,1017875,3304,-16.66,,,0.0001,229468,0.006650528404861689
343,2144.1,0.01,2966,1020099,3308,-16.62,,,0.0001,230024,0.014165006577968597
343,2142.25,0.01,2975,1022239,3312,-16.7,,,0.0001,230559,0.013545834459364414
343,2136.29,0.01,2982,1024373,3316,-16.79,,,0.0001,231093,0.01312918122857809
343,2149.12,0.01,2991,1026644,3320,-16.76,,,0.0001,231660,0.009234026074409485
343,2151.06,0.01,2998,1028736,3324,-16.76,,,0.0001,232183,0.009619997814297676
342,2144.69,0.01,3006,1030831,3328,-16.8,,,0.0001,232707,0.020351985469460487
342,2145.19,0.01,3014,1033163,3332,-16.8,,,0.0001,233290,0.010735586285591125
342,2145.9,0.01,3022,1035279,3336,-16.73,,,0.0001,233819,0.005755901336669922
342,2148.32,0.01,3030,1037322,3340,-16.65,,,0.0001,234330,0.015787817537784576
342,2141.44,0.01,3038,1039374,3344,-16.71,,,0.0001,234843,0.014655506238341331
342,2144.93,0.01,3045,1041439,3348,-16.66,,,0.0001,235359,0.009390313178300858
341,2152.03,0.01,3052,1043568,3352,-16.61,,,0.0001,235891,0.004285046830773354
341,2155.57,0.01,3060,1045786,3356,-16.62,,,0.0001,236446,0.014911913312971592
341,2155.99,0.01,3068,1048058,3360,-16.67,,,0.0001,237014,0.017780782654881477
341,2157.88,0.01,3075,1050291,3364,-16.62,,,0.0001,237572,0.006224667653441429
341,2153.63,0.01,3083,1052410,3368,-16.59,,,0.0001,238102,0.013169771991670132
341,2163.9,0.01,3092,1054825,3372,-16.59,,,0.0001,238706,0.007451342418789864
340,2166.5,0.01,3100,1057084,3376,-16.72,,,0.0001,239270,0.011397315189242363
340,2168.38,0.01,3109,1059265,3380,-16.65,,,0.0001,239816,0.010025402531027794
340,2178.71,0.01,3116,1061384,3384,-16.6,,,0.0001,240345,0.011853660456836224
340,2185.08,0.01,3123,1063528,3388,-16.48,,,0.0001,240881,0.004662125837057829
340,2196.49,0.01,3132,1065910,3392,-16.39,,,0.0001,241477,0.00988633744418621
340,2203.9,0.01,3140,1068280,3396,-16.35,,,0.0001,242069,0.00979557354003191
340,2206.3,0.01,3147,1070441,3400,-16.28,,,0.0001,242610,0.021655604243278503
339,2211.96,0.01,3156,1072642,3404,-16.19,,,0.0001,243160,0.015067758969962597
339,2207.95,0.01,3162,1074776,3408,-16.28,,,0.0001,243693,0.0072865793481469154
339,2218.97,0.01,3169,1077195,3412,-16.16,,,0.0001,244298,0.011241942644119263
339,2223.55,0.01,3177,1079432,3416,-16.24,,,0.0001,244857,0.03207147866487503
339,2221.01,0.01,3184,1081646,3420,-16.35,,,0.0001,245411,0.007857196033000946
339,2230.86,0.01,3193,1083986,3424,-16.27,,,0.0001,245996,0.021009545773267746
339,2245.65,0.01,3202,1086458,3428,-16.29,,,0.0001,246614,0.004589145537465811
339,2253.96,0.01,3212,1088998,3432,-16.27,,,0.0001,247249,0.007334994152188301
338,2268.08,0.01,3220,1091470,3436,-16.26,,,0.0001,247867,0.009517624042928219
338,2294.22,0.01,3229,1094161,3440,-16.28,,,0.0001,248540,0.018512137234210968
338,2301.62,0.01,3237,1096387,3444,-16.32,,,0.0001,249096,0.011560473591089249
338,2330.92,0.01,3247,1099178,3448,-16.28,,,0.0001,249794,0.020378075540065765
,,0.01,,1100000,,,2661.5,-16.2,0.0001,249999,0.00798731204122305
336,2330.57,0.01,3276,1101310,3452,-16.36,,,0.0001,250327,0.006830759346485138
335,2343.55,0.01,3286,1103848,3456,-16.28,,,0.0001,250961,0.01222736481577158
335,2351.37,0.01,3295,1106303,3460,-16.26,,,0.0001,251575,0.006288150325417519
335,2361.68,0.01,3304,1108794,3464,-16.28,,,0.0001,252198,0.007961969822645187
335,2369.79,0.01,3312,1111112,3468,-16.26,,,0.0001,252777,0.004701049067080021
335,2373.27,0.01,3321,1113614,3472,-16.29,,,0.0001,253403,0.010792403481900692
335,2386.13,0.01,3330,1116185,3476,-16.25,,,0.0001,254046,0.0123057309538126
334,2396.51,0.01,3339,1118630,3480,-16.33,,,0.0001,254657,0.0062434435822069645
334,2415.37,0.01,3349,1121218,3484,-16.32,,,0.0001,255304,0.014323725365102291
334,2436.91,0.01,3359,1123901,3488,-16.34,,,0.0001,255975,0.011545156128704548
334,2440.96,0.01,3367,1126387,3492,-16.39,,,0.0001,256596,0.012642765417695045
334,2433.35,0.01,3376,1128567,3496,-16.47,,,0.0001,257141,0.017072169110178947
334,2431.26,0.01,3384,1130686,3500,-16.53,,,0.0001,257671,0.008242912590503693
333,2453.71,0.01,3394,1133453,3504,-16.48,,,0.0001,258363,0.009380069561302662
