time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/exploration_rate,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/loss,train/n_updates
2392,-20.79,836.91,15054,499319,33,0.2938202714285716,,,0.0001,0.007757681421935558,99829
,,,,500000,,0.2928585571428567,792.45,-21.0,0.0001,0.010472260415554047,99999
2396,-20.77,836.93,15061,500127,33,0.2926775285714289,,,0.0001,0.006290033459663391,100031
2400,-20.78,834.06,15063,500925,33,0.29154892857142845,,,0.0001,0.003764925291761756,100231
2404,-20.8,832.53,15064,501769,33,0.29035527142857187,,,0.0001,0.010408340021967888,100442
2408,-20.79,832.39,15066,502595,33,0.28918707142857125,,,0.0001,0.014224650338292122,100648
2412,-20.78,832.97,15067,503400,33,0.28804857142857154,,,0.0001,0.01650695689022541,100849
2416,-20.79,833.65,15069,504241,33,0.2868591571428568,,,0.0001,0.005141914822161198,101060
2420,-20.78,836.19,15071,505104,33,0.28563862857142874,,,0.0001,0.008108090609312057,101275
2424,-20.77,835.99,15072,505903,33,0.2845086142857146,,,0.0001,0.002738339127972722,101475
2428,-20.76,835.69,15074,506751,33,0.28330929999999965,,,0.0001,0.002794128144159913,101687
2432,-20.77,835.25,15076,507569,33,0.282152414285714,,,0.0001,0.004609671887010336,101892
2436,-20.77,836.11,15077,508401,33,0.28097572857142883,,,0.0001,0.007380979135632515,102100
2440,-20.75,837.56,15079,509254,33,0.27976934285714283,,,0.0001,0.009896393865346909,102313
2444,-20.77,838.14,15081,510075,33,0.27860821428571425,,,0.0001,0.005436302628368139,102518
2448,-20.76,837.14,15082,510896,33,0.2774470857142858,,,0.0001,0.006715148687362671,102723
2452,-20.78,837.03,15084,511696,33,0.276315657142857,,,0.0001,0.005672115832567215,102923
2456,-20.78,840.09,15085,512541,33,0.2751205857142859,,,0.0001,0.004371467977762222,103135
2460,-20.77,842.05,15087,513371,34,0.2739467285714289,,,0.0001,0.013119228184223175,103342
2464,-20.78,842.14,15089,514191,34,0.27278701428571384,,,0.0001,0.005950876045972109,103547
2468,-20.77,843.75,15090,515021,34,0.27161315714285694,,,0.0001,0.01669253036379814,103755
2472,-20.78,843.51,15092,515830,34,0.27046899999999974,,,0.0001,0.0030442592687904835,103957
2476,-20.76,845.53,15094,516692,34,0.2692498857142852,,,0.0001,0.019233770668506622,104172
2480,-20.75,848.31,15096,517524,34,0.2680732000000001,,,0.0001,0.008534821681678295,104380
2484,-20.75,849.06,15098,518379,34,0.2668639857142858,,,0.0001,0.006905116606503725,104594
2488,-20.73,852.11,15100,519247,34,0.2656363857142857,,,0.0001,0.030739085748791695,104811
2492,-20.73,852.21,15101,520043,34,0.26451061428571443,,,0.0001,0.006823620293289423,105010
2496,-20.74,854.61,15103,520910,34,0.26328442857142886,,,0.0001,0.005970237776637077,105227
2500,-20.72,857.49,15105,521781,34,0.262052585714286,,,0.0001,0.012182141654193401,105445
2504,-20.72,859.79,15107,522685,34,0.2607740714285721,,,0.0001,0.003828631015494466,105671
2508,-20.75,858.0,15109,523462,34,0.2596751714285712,,,0.0001,0.019229698926210403,105865
2512,-20.75,861.33,15111,524350,34,0.25841928571428596,,,0.0001,0.007374752312898636,106087
2516,-20.74,860.81,15113,525175,34,0.2572524999999999,,,0.0001,0.004050543066114187,106293
2520,-20.74,860.24,15115,526021,34,0.25605601428571423,,,0.0001,0.002386222593486309,106505
2524,-20.73,861.46,15117,526847,34,0.2548878142857147,,,0.0001,0.00801530759781599,106711
2528,-20.73,861.07,15119,527686,34,0.2537012285714282,,,0.0001,0.013969732448458672,106921
2532,-20.73,859.93,15121,528483,34,0.25257404285714335,,,0.0001,0.024830052629113197,107120
2536,-20.74,858.81,15123,529278,34,0.2514496857142856,,,0.0001,0.00894021987915039,107319
2540,-20.76,856.59,15125,530080,35,0.25031542857142863,,,0.0001,0.00529993511736393,107519
2544,-20.75,858.09,15127,530933,35,0.24910904285714253,,,0.0001,0.008229106664657593,107733
2548,-20.74,857.49,15129,531742,35,0.24796488571428532,,,0.0001,0.009635118767619133,107935
2552,-20.74,857.98,15131,532558,35,0.2468108285714289,,,0.0001,0.011001157574355602,108139
2556,-20.72,856.33,15132,533360,35,0.24567657142857202,,,0.0001,0.004519772715866566,108339
2560,-20.72,855.9,15134,534186,35,0.2445083714285714,,,0.0001,0.004441507160663605,108546
2564,-20.7,858.96,15137,535080,35,0.24324400000000046,,,0.0001,0.012081054970622063,108769
2568,-20.72,857.73,15138,535881,35,0.24211115714285714,,,0.0001,0.013373312540352345,108970
2572,-20.71,858.82,15141,536720,35,0.2409245714285717,,,0.0001,0.009662196040153503,109179
2576,-20.73,856.59,15142,537537,35,0.2397690999999995,,,0.0001,0.009243135340511799,109384
2580,-20.73,857.01,15144,538389,35,0.23856412857142806,,,0.0001,0.004193264991044998,109597
2584,-20.73,856.24,15146,539223,35,0.2373846142857149,,,0.0001,0.008755296468734741,109805
2588,-20.76,853.58,15148,540024,35,0.23625177142857134,,,0.0001,0.004305440466850996,110005
2592,-20.76,853.63,15150,540829,35,0.23511327142857164,,,0.0001,0.0051035201177001,110207
2596,-20.77,850.43,15152,541623,35,0.23399032857142854,,,0.0001,0.016466865316033363,110405
2600,-20.78,849.07,15154,542458,35,0.2328094000000005,,,0.0001,0.017872991040349007,110614
2604,-20.76,846.73,15156,543300,35,0.23161857142857123,,,0.0001,0.006244925782084465,110824
2608,-20.76,848.29,15159,544127,35,0.23044895714285696,,,0.0001,0.004997692070901394,111031
2612,-20.74,846.56,15161,544974,35,0.22925105714285765,,,0.0001,0.005473538301885128,111243
2616,-20.75,844.6,15163,545756,35,0.22814508571428593,,,0.0001,0.0048874481581151485,111438
2620,-20.75,843.65,15164,546573,36,0.22698961428571374,,,0.0001,0.00277216755785048,111643
2624,-20.74,846.26,15166,547455,36,0.22574221428571417,,,0.0001,0.03126813471317291,111863
2628,-20.74,844.9,15168,548254,36,0.22461220000000004,,,0.0001,0.008025428280234337,112063
2632,-20.74,846.61,15170,549096,36,0.22342137142857177,,,0.0001,0.013911496847867966,112273
2636,-20.73,848.92,15172,549955,36,0.22220650000000008,,,0.0001,0.009118896909058094,112488
2640,-20.74,851.2,15174,550806,36,0.22100294285714328,,,0.0001,0.009877676144242287,112701
2644,-20.73,849.79,15176,551622,36,0.21984888571428574,,,0.0001,0.004239982925355434,112905
2648,-20.74,852.05,15178,552494,36,0.21861562857142824,,,0.0001,0.019612498581409454,113123
2652,-20.74,850.99,15180,553270,36,0.21751814285714322,,,0.0001,0.007023220881819725,113317
2656,-20.75,851.88,15182,554100,36,0.2163442857142862,,,0.0001,0.007932332344353199,113524
2660,-20.74,852.53,15184,554933,36,0.21516618571428525,,,0.0001,0.007875791750848293,113733
2664,-20.74,850.12,15186,555769,36,0.21398384285714267,,,0.0001,0.004890791140496731,113942
2668,-20.72,851.64,15188,556614,36,0.21278877142857155,,,0.0001,0.0034524169750511646,114153
2672,-20.71,850.71,15190,557430,36,0.211634714285714,,,0.0001,0.014653995633125305,114357
2676,-20.69,851.36,15192,558252,36,0.2104721714285709,,,0.0001,0.007274155970662832,114562
2680,-20.68,851.37,15194,559105,36,0.209265785714286,,,0.0001,0.0031140847131609917,114776
2684,-20.67,850.8,15196,559919,36,0.20811455714285776,,,0.0001,0.006689058151096106,114979
2688,-20.67,850.76,15198,560730,36,0.20696757142857125,,,0.0001,0.007115988060832024,115182
2692,-20.67,851.74,15200,561549,36,0.20580927142857197,,,0.0001,0.009051723405718803,115387
2696,-20.67,852.44,15201,562357,36,0.2046665285714283,,,0.0001,0.015279860235750675,115589
2700,-20.69,850.88,15203,563162,37,0.2035280285714286,,,0.0001,0.00974105205386877,115790
2704,-20.7,851.67,15205,564020,37,0.20231457142857145,,,0.0001,0.024596476927399635,116004
2708,-20.69,853.79,15207,564898,37,0.20107282857142827,,,0.0001,0.003138717031106353,116224
2712,-20.7,856.03,15209,565801,37,0.19979572857142902,,,0.0001,0.007606737781316042,116450
2716,-20.67,857.74,15211,566625,37,0.1986303571428576,,,0.0001,0.002630359958857298,116656
2720,-20.65,860.4,15213,567519,37,0.19736598571428565,,,0.0001,0.00911417044699192,116879
2724,-20.67,856.26,15215,568309,37,0.19624870000000005,,,0.0001,0.012772811576724052,117077
2728,-20.67,859.8,15217,569206,37,0.19498008571428627,,,0.0001,0.014838769100606441,117301
2732,-20.68,862.87,15219,570119,37,0.19368884285714272,,,0.0001,0.008323943242430687,117529
2736,-20.66,865.02,15221,571038,37,0.19238911428571448,,,0.0001,0.009224253706634045,117759
2740,-20.66,865.31,15223,571901,37,0.1911685857142854,,,0.0001,0.005786785390228033,117975
2744,-20.68,864.62,15225,572704,37,0.1900329142857139,,,0.0001,0.007637958042323589,118175
2748,-20.68,863.02,15227,573535,37,0.18885764285714335,,,0.0001,0.003264132421463728,118383
2752,-20.67,867.34,15229,574426,37,0.18759751428571414,,,0.0001,0.006107617635279894,118606
2756,-20.67,871.58,15231,575360,37,0.186276571428572,,,0.0001,0.015024975873529911,118839
2760,-20.67,873.74,15233,576242,37,0.18502917142857123,,,0.0001,0.0037178355269134045,119060
2764,-20.65,875.74,15235,577128,37,0.18377611428571416,,,0.0001,0.004302053712308407,119281
2768,-20.65,875.81,15238,577974,37,0.1825796285714284,,,0.0001,0.007080412469804287,119493
2772,-20.67,876.0,15240,578798,37,0.1814142571428572,,,0.0001,0.00852247141301632,119699
2776,-20.67,875.9,15242,579620,38,0.18025171428571396,,,0.0001,0.0063973888754844666,119904
2780,-20.68,878.0,15244,580521,38,0.1789774428571428,,,0.0001,0.008576474152505398,120130
2784,-20.67,882.96,15246,581462,38,0.17764660000000032,,,0.0001,0.015644656494259834,120365
2788,-20.67,885.53,15248,582338,38,0.17640768571428644,,,0.0001,0.005638360045850277,120584
2792,-20.67,885.28,15250,583150,38,0.1752592857142864,,,0.0001,0.00706825964152813,120787
2796,-20.65,886.83,15252,583996,38,0.17406279999999952,,,0.0001,0.006960248574614525,120998
2800,-20.64,888.34,15254,584843,38,0.1728649000000001,,,0.0001,0.019439009949564934,121210
2804,-20.64,890.31,15256,585758,38,0.17157082857142847,,,0.0001,0.018917683511972427,121439
2808,-20.63,890.69,15258,586641,38,0.17032201428571425,,,0.0001,0.006855910178273916,121660
2812,-20.64,888.73,15260,587496,38,0.16911279999999995,,,0.0001,0.010888240300118923,121873
2816,-20.65,890.14,15262,588356,38,0.16789651428571484,,,0.0001,0.002905967179685831,122088
2820,-20.66,889.35,15264,589228,38,0.16666325714285724,,,0.0001,0.009143495932221413,122306
2824,-20.65,892.75,15266,590107,38,0.16542010000000051,,,0.0001,0.003870408283546567,122526
2828,-20.62,895.15,15269,591061,38,0.16407087142857202,,,0.0001,0.008152131922543049,122765
2832,-20.62,895.31,15271,591981,38,0.16276972857142813,,,0.0001,0.006025976035743952,122995
2836,-20.62,894.13,15273,592863,38,0.16152232857142856,,,0.0001,0.009186625480651855,123215
2840,-20.59,895.61,15275,593765,38,0.16024664285714274,,,0.0001,0.004525963682681322,123441
2844,-20.56,898.42,15277,594640,38,0.1590091428571434,,,0.0001,0.005121525842696428,123659
2848,-20.56,897.37,15279,595434,38,0.1578862000000003,,,0.0001,0.008556326851248741,123858
2852,-20.55,896.84,15281,596312,39,0.15664445714285713,,,0.0001,0.025551773607730865,124077
2856,-20.52,896.64,15283,597246,39,0.1553235142857139,,,0.0001,0.0015750285238027573,124311
2860,-20.52,895.91,15285,598117,39,0.15409167142857194,,,0.0001,0.0047277468256652355,124529
2864,-20.55,896.46,15288,599021,39,0.15281315714285693,,,0.0001,0.0037171966396272182,124755
2868,-20.53,899.52,15290,599938,39,0.15151625714285688,,,0.0001,0.0028033582493662834,124984
,,,,600000,,0.1514299857142859,1023.35,-20.5,0.0001,0.0034790723584592342,124999
2872,-20.52,901.23,15299,600800,39,0.15029714285714246,,,0.0001,0.009346350096166134,125199
2876,-20.52,903.63,15301,601691,39,0.14903701428571436,,,0.0001,0.013386577367782593,125422
2880,-20.52,906.2,15304,602661,39,0.14766515714285722,,,0.0001,0.0055212099105119705,125665
2884,-20.55,905.1,15306,603575,39,0.14637250000000002,,,0.0001,0.007902371697127819,125893
2888,-20.54,902.74,15308,604388,39,0.14522268571428532,,,0.0001,0.007307218387722969,126096
2892,-20.52,907.59,15310,605328,39,0.1438932571428575,,,0.0001,0.004776658955961466,126331
2896,-20.53,906.68,15312,606154,39,0.14272505714285688,,,0.0001,0.006720659323036671,126538
2900,-20.54,912.94,15314,607136,39,0.14133622857142836,,,0.0001,0.003018180374056101,126783
2904,-20.54,912.12,15317,608028,39,0.14007468571428583,,,0.0001,0.00416553346440196,127006
2908,-20.52,911.38,15319,608896,39,0.1388470857142856,,,0.0001,0.020489651709794998,127223
2912,-20.52,911.1,15321,609746,39,0.13764494285714246,,,0.0001,0.00410834513604641,127436
2916,-20.53,909.76,15322,610569,39,0.13648098571428569,,,0.0001,0.009997519664466381,127642
2920,-20.55,909.23,15324,611427,39,0.13526752857142876,,,0.0001,0.024179141968488693,127856
2924,-20.57,907.49,15326,612261,39,0.13408801428571426,,,0.0001,0.004158071242272854,128065
2928,-20.57,909.43,15329,613258,40,0.13267797142857163,,,0.0001,0.007402493618428707,128314
2932,-20.55,907.05,15331,614115,40,0.13146592857142825,,,0.0001,0.002646996174007654,128528
2936,-20.54,907.77,15333,615020,40,0.13018599999999958,,,0.0001,0.003936584107577801,128754
2940,-20.54,906.47,15335,615888,40,0.12895839999999947,,,0.0001,0.004276832565665245,128971
2944,-20.52,908.34,15337,616810,40,0.1276544285714286,,,0.0001,0.009620258584618568,129202
2948,-20.5,915.62,15339,617793,40,0.12626418571428544,,,0.0001,0.004068294540047646,129448
2952,-20.51,917.5,15342,618718,40,0.12495597142857162,,,0.0001,0.0020962057169526815,129679
2956,-20.52,916.02,15344,619606,40,0.12370008571428526,,,0.0001,0.005479766987264156,129901
2960,-20.51,918.06,15346,620527,40,0.12239752857142905,,,0.0001,0.007689804304391146,130131
2964,-20.51,915.24,15348,621359,40,0.12122084285714274,,,0.0001,0.004545274190604687,130339
2968,-20.52,914.22,15350,622245,40,0.11996778571428568,,,0.0001,0.012140695936977863,130561
2972,-20.48,916.04,15352,623164,40,0.11866805714285766,,,0.0001,0.0021373119670897722,130790
2976,-20.49,913.7,15354,623987,40,0.11750409999999978,,,0.0001,0.0027301523368805647,130996
2980,-20.5,909.48,15357,624850,40,0.11628357142857171,,,0.0001,0.0024929074570536613,131212
2984,-20.46,913.04,15359,625847,40,0.11487352857142918,,,0.0001,0.020228439942002296,131461
2988,-20.45,918.48,15361,626796,40,0.11353137142857184,,,0.0001,0.0026466939598321915,131698
2992,-20.47,914.17,15363,627619,40,0.11236741428571395,,,0.0001,0.002227261196821928,131904
2996,-20.43,918.26,15366,628545,40,0.11105778571428548,,,0.0001,0.006820066832005978,132136
3000,-20.42,915.18,15368,629462,40,0.10976088571428566,,,0.0001,0.007851925678551197,132365
3004,-20.42,912.9,15370,630289,41,0.1085912714285715,,,0.0001,0.007235082797706127,132572
3008,-20.45,911.23,15372,631124,41,0.10741034285714346,,,0.0001,0.008504045195877552,132780
3012,-20.42,915.04,15374,632068,41,0.10607525714285704,,,0.0001,0.006794917397201061,133016
3016,-20.4,918.01,15376,632967,41,0.10480381428571406,,,0.0001,0.016741978004574776,133241
3020,-20.38,918.85,15378,633852,41,0.10355217142857165,,,0.0001,0.0043824203312397,133462
3024,-20.37,922.36,15381,634765,41,0.10226092857142921,,,0.0001,0.023816034197807312,133691
3028,-20.37,918.63,15383,635664,41,0.10098948571428623,,,0.0001,0.011599542573094368,133915
3032,-20.38,919.46,15385,636543,41,0.0997463285714284,,,0.0001,0.004097657278180122,134135
3036,-20.39,920.59,15387,637466,41,0.09844094285714278,,,0.0001,0.012058795429766178,134366
3040,-20.41,919.97,15389,638316,41,0.09723879999999963,,,0.0001,0.009927136823534966,134578
3044,-20.45,918.05,15391,639181,41,0.09601544285714347,,,0.0001,0.011859839782118797,134795
3048,-20.39,921.64,15394,640256,41,0.09449508571428522,,,0.0001,0.00702239666134119,135063
3052,-20.35,921.44,15396,641177,41,0.09319252857142901,,,0.0001,0.007005235180258751,135294
3056,-20.34,926.45,15398,642192,41,0.09175702857142831,,,0.0001,0.009748444892466068,135547
3060,-20.3,931.7,15401,643251,41,0.09025930000000004,,,0.0001,0.00659559853374958,135812
3064,-20.28,934.96,15403,644158,41,0.08897654285714318,,,0.0001,0.004227370955049992,136039
3068,-20.3,934.44,15405,645043,41,0.08772489999999966,,,0.0001,0.011282471939921379,136260
3072,-20.31,934.85,15407,645963,41,0.08642375714285688,,,0.0001,0.006858572363853455,136490
3076,-20.3,936.71,15410,646833,41,0.08519332857142858,,,0.0001,0.006633155047893524,136708
3080,-20.27,937.51,15412,647709,42,0.0839544142857147,,,0.0001,0.009753202088177204,136927
3084,-20.29,933.76,15414,648614,42,0.08267448571428604,,,0.0001,0.008427103981375694,137153
3088,-20.3,931.67,15416,649501,42,0.08142001428571433,,,0.0001,0.006400271784514189,137375
3092,-20.28,934.19,15418,650396,42,0.08015422857142873,,,0.0001,0.003560413373634219,137598
3096,-20.31,932.03,15420,651267,42,0.07892238571428578,,,0.0001,0.0037294626235961914,137816
3100,-20.32,931.72,15422,652175,42,0.07763821428571449,,,0.0001,0.00443530036136508,138043
3104,-20.29,936.58,15425,653129,42,0.07628898571428588,,,0.0001,0.003031540894880891,138282
3108,-20.27,941.93,15427,654082,42,0.07494117142857104,,,0.0001,0.00593800563365221,138520
3112,-20.3,938.77,15429,654938,42,0.07373054285714331,,,0.0001,0.0062805041670799255,138734
3116,-20.3,940.04,15431,655867,42,0.07241667142857111,,,0.0001,0.0036346460692584515,138966
3120,-20.32,938.14,15433,656696,42,0.07124422857142876,,,0.0001,0.005988588556647301,139173
3124,-20.3,942.34,15436,657716,42,0.06980165714285713,,,0.0001,0.0035640117712318897,139428
3128,-20.32,941.28,15438,658592,42,0.06856274285714303,,,0.0001,0.006865791045129299,139647
3132,-20.27,946.21,15440,659592,42,0.06714845714285667,,,0.0001,0.013740591704845428,139897
3136,-20.25,945.53,15442,660497,42,0.06586852857142911,,,0.0001,0.004005715250968933,140124
3140,-20.21,949.76,15445,661456,42,0.06451222857142858,,,0.0001,0.011741261929273605,140363
3144,-20.16,957.43,15447,662517,42,0.06301167142857211,,,0.0001,0.002582249464467168,140629
3148,-20.16,959.12,15450,663635,42,0.06143049999999983,,,0.0001,0.0042340680956840515,140908
3152,-20.17,965.51,15452,664709,43,0.05991155714285734,,,0.0001,0.0038078762590885162,141177
3156,-20.18,963.91,15454,665686,43,0.058529799999999965,,,0.0001,0.04155278950929642,141421
3160,-20.21,960.92,15457,666667,43,0.05714238571428609,,,0.0001,0.0068673063069581985,141666
3164,-20.18,963.88,15459,667661,43,0.0557365857142863,,,0.0001,0.005315916612744331,141915
3168,-20.11,973.01,15461,668774,43,0.05416248571428606,,,0.0001,0.0074185095727443695,142193
3172,-20.1,975.08,15464,669751,43,0.05278072857142868,,,0.0001,0.0065916432067751884,142437
3176,-20.09,981.11,15466,670772,43,0.05133674285714229,,,0.0001,0.008547898381948471,142692
3180,-20.09,986.91,15469,671801,43,0.049881442857143354,,,0.0001,0.0049399095587432384,142950
3184,-20.06,992.95,15471,672856,43,0.04838937142857147,,,0.0001,0.026729600504040718,143213
3188,-20.06,997.91,15474,673877,43,0.046945385714286414,,,0.0001,0.0037115118466317654,143469
3192,-20.03,1002.47,15476,674880,43,0.04552685714285698,,,0.0001,0.004395556636154652,143719
3196,-20.02,1008.59,15479,675904,43,0.04407862857142897,,,0.0001,0.02144429087638855,143975
3200,-19.94,1016.5,15481,677004,43,0.04252291428571475,,,0.0001,0.005068738013505936,144250
3204,-19.97,1015.81,15484,677935,43,0.04120621428571414,,,0.0001,0.0033918803092092276,144483
3208,-19.97,1017.23,15486,678935,43,0.03979192857142888,,,0.0001,0.0182722806930542,144733
3212,-19.94,1025.91,15489,680015,43,0.0382644999999997,,,0.0001,0.004374844953417778,145003
3216,-19.89,1031.6,15491,681092,43,0.03674131428571448,,,0.0001,0.001930350437760353,145272
3220,-19.82,1041.76,15494,682178,44,0.03520539999999961,,,0.0001,0.006250124890357256,145544
3224,-19.81,1044.66,15496,683272,44,0.03365817142857108,,,0.0001,0.011458242312073708,145817
3228,-19.8,1048.26,15499,684240,44,0.03228914285714313,,,0.0001,0.013736439868807793,146059
3232,-19.84,1048.66,15501,685259,44,0.030847985714286152,,,0.0001,0.005842308979481459,146314
3236,-19.86,1052.45,15504,686267,44,0.029422385714285793,,,0.0001,0.008584543131291866,146566
3240,-19.88,1052.15,15506,687219,44,0.0280759857142856,,,0.0001,0.010732581838965416,146804
3244,-19.9,1050.92,15509,688252,44,0.026615028571429056,,,0.0001,0.011549840681254864,147062
3248,-19.93,1053.62,15512,689435,44,0.024941928571428296,,,0.0001,0.01420779898762703,147358
3252,-19.93,1053.05,15514,690499,44,0.02343712857142899,,,0.0001,0.004125455394387245,147624
3256,-19.84,1067.34,15517,691834,44,0.02154905714285782,,,0.0001,0.00644925469532609,147958
3260,-19.83,1070.86,15520,692901,44,0.020040014285714447,,,0.0001,0.0062711201608181,148225
3264,-19.86,1072.85,15522,693937,44,0.01857481428571417,,,0.0001,0.0043778372928500175,148484
3268,-19.89,1066.78,15524,694902,44,0.01721002857142906,,,0.0001,0.004365149885416031,148725
3272,-19.9,1069.09,15527,695930,44,0.015756142857142552,,,0.0001,0.0032330662943422794,148982
3276,-19.88,1069.06,15529,696950,44,0.014313571428570926,,,0.0001,0.004043327644467354,149237
3280,-19.82,1081.04,15532,698271,44,0.012445300000000215,,,0.0001,0.0022347155027091503,149567
3284,-19.8,1081.76,15535,699356,45,0.01091080000000011,,,0.0001,0.016168981790542603,149838
,,,,700000,,0.010001414285714882,1065.9,-19.75,0.0001,0.003425686853006482,149999
3288,-19.75,1089.64,15546,700566,45,0.01,,,0.0001,0.011832603253424168,150141
3292,-19.75,1094.41,15549,701698,45,0.01,,,0.0001,0.005816599354147911,150424
3296,-19.72,1096.87,15551,702781,45,0.01,,,0.0001,0.009081804193556309,150695
3300,-19.7,1098.05,15554,703917,45,0.01,,,0.0001,0.004393185023218393,150979
3304,-19.63,1110.03,15557,705150,45,0.01,,,0.0001,0.007109454832971096,151287
3308,-19.6,1117.05,15560,706317,45,0.01,,,0.0001,0.00791147630661726,151579
3312,-19.6,1120.75,15563,707484,45,0.01,,,0.0001,0.006608661264181137,151870
3316,-19.58,1125.48,15566,708683,45,0.01,,,0.0001,0.0030725887045264244,152170
3320,-19.55,1132.83,15569,709953,45,0.01,,,0.0001,0.005652259103953838,152488
3324,-19.51,1137.39,15571,711163,45,0.01,,,0.0001,0.01305675320327282,152790
3328,-19.5,1149.74,15574,712439,45,0.01,,,0.0001,0.018378257751464844,153109
3332,-19.42,1156.93,15577,713636,45,0.01,,,0.0001,0.004885268397629261,153408
3336,-19.36,1164.1,15580,714819,45,0.01,,,0.0001,0.004082465078681707,153704
3340,-19.36,1166.16,15583,715829,45,0.01,,,0.0001,0.0024253397714346647,153957
3344,-19.32,1173.78,15586,717055,46,0.01,,,0.0001,0.0046012746170163155,154263
3348,-19.29,1173.89,15589,718240,46,0.01,,,0.0001,0.008359335362911224,154559
3352,-19.27,1176.42,15591,719370,46,0.01,,,0.0001,0.011798628605902195,154842
3356,-19.33,1168.0,15594,720496,46,0.01,,,0.0001,0.011737775057554245,155123
3360,-19.27,1179.24,15598,721846,46,0.01,,,0.0001,0.014949069358408451,155461
3364,-19.25,1185.47,15600,723039,46,0.01,,,0.0001,0.0027964143082499504,155759
3368,-19.18,1199.35,15603,724345,46,0.01,,,0.0001,0.006649558898061514,156086
3372,-19.12,1206.86,15606,725567,46,0.01,,,0.0001,0.013566726818680763,156391
3376,-19.08,1216.79,15610,726837,46,0.01,,,0.0001,0.02524021454155445,156709
3380,-19.11,1217.11,15613,728173,46,0.01,,,0.0001,0.0077452328987419605,157043
3384,-19.08,1220.65,15616,729344,46,0.01,,,0.0001,0.009221709333360195,157335
3388,-19.04,1223.27,15619,730622,46,0.01,,,0.0001,0.026496462523937225,157655
3392,-19.04,1226.44,15622,731830,46,0.01,,,0.0001,0.0030704298987984657,157957
3396,-19.0,1231.74,15625,733046,46,0.01,,,0.0001,0.007694934029132128,158261
3400,-19.0,1235.27,15628,734262,46,0.01,,,0.0001,0.01701243221759796,158565
3404,-18.96,1238.18,15631,735570,47,0.01,,,0.0001,0.007285052444785833,158892
3408,-18.92,1240.72,15634,736809,47,0.01,,,0.0001,0.011683810502290726,159202
3412,-18.9,1240.94,15637,737985,47,0.01,,,0.0001,0.003690113080665469,159496
3416,-18.94,1241.24,15640,739181,47,0.01,,,0.0001,0.01872972585260868,159795
3420,-18.9,1246.66,15644,740593,47,0.01,,,0.0001,0.010379568673670292,160148
3424,-18.9,1248.58,15647,741853,47,0.01,,,0.0001,0.005641431547701359,160463
3428,-18.91,1239.45,15649,742910,47,0.01,,,0.0001,0.007002890110015869,160727
3432,-18.93,1239.22,15652,744101,47,0.01,,,0.0001,0.0037387721240520477,161025
3436,-18.93,1242.48,15656,745368,47,0.01,,,0.0001,0.003749271621927619,161341
3440,-18.84,1256.56,15659,746723,47,0.01,,,0.0001,0.009679813869297504,161680
3444,-18.88,1249.81,15661,747769,47,0.01,,,0.0001,0.026466529816389084,161942
3448,-18.92,1250.78,15664,748971,47,0.01,,,0.0001,0.00404552835971117,162242
3452,-18.86,1257.57,15668,750282,47,0.01,,,0.0001,0.01630222797393799,162570
3456,-18.84,1258.09,15671,751417,47,0.01,,,0.0001,0.008265737444162369,162854
3460,-18.85,1256.33,15674,752710,48,0.01,,,0.0001,0.009694544598460197,163177
3464,-18.84,1257.4,15677,753930,48,0.01,,,0.0001,0.00491607841104269,163482
3468,-18.85,1257.41,15680,755235,48,0.01,,,0.0001,0.007365610916167498,163808
3472,-18.9,1255.52,15683,756410,48,0.01,,,0.0001,0.008031560108065605,164102
3476,-18.88,1258.62,15686,757749,48,0.01,,,0.0001,0.005373403429985046,164437
3480,-18.84,1254.03,15689,758974,48,0.01,,,0.0001,0.014224995858967304,164743
3484,-18.88,1257.31,15692,760224,48,0.01,,,0.0001,0.0037901699542999268,165055
3488,-18.92,1262.86,15695,761642,48,0.01,,,0.0001,0.0074427262879908085,165410
3492,-18.83,1267.03,15699,762960,48,0.01,,,0.0001,0.003712315810844302,165739
3496,-18.85,1268.42,15702,764213,48,0.01,,,0.0001,0.01028559822589159,166053
3500,-18.91,1268.95,15705,765452,48,0.01,,,0.0001,0.008543966338038445,166362
3504,-18.93,1268.86,15708,766762,48,0.01,,,0.0001,0.008576675318181515,166690
3508,-18.92,1272.02,15711,768070,48,0.01,,,0.0001,0.009416500106453896,167017
3512,-18.93,1277.75,15715,769392,48,0.01,,,0.0001,0.003415573388338089,167347
3516,-18.9,1283.4,15718,770734,49,0.01,,,0.0001,0.003967739641666412,167683
3520,-18.96,1280.45,15721,772065,49,0.01,,,0.0001,0.002910070586949587,168016
3524,-18.95,1279.49,15724,773298,49,0.01,,,0.0001,0.005178212653845549,168324
3528,-18.86,1291.54,15728,774653,49,0.01,,,0.0001,0.004761384334415197,168663
3532,-18.86,1302.14,15731,776103,49,0.01,,,0.0001,0.0095886941999197,169025
3536,-18.84,1307.0,15734,777491,49,0.01,,,0.0001,0.0040728868916630745,169372
3540,-18.89,1308.21,15738,778876,49,0.01,,,0.0001,0.005762092769145966,169718
3544,-18.86,1319.78,15741,780216,49,0.01,,,0.0001,0.0046311719343066216,170053
3548,-18.85,1326.57,15744,781598,49,0.01,,,0.0001,0.00296558509580791,170399
3552,-18.86,1333.04,15748,783065,49,0.01,,,0.0001,0.015337156131863594,170766
