time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/n_updates,train/explained_variance,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/loss,train/policy_gradient_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
21,10,115.24,43008,3.1,4119,80,0.6575448513031006,0.0058010803,-1.6043237894773483,0.00025,0.0133056640625,0.2,0.1500295102596283,-0.0018576975853648037,0.3668944723904133,,
22,10,116.01,45056,3.06,4128,84,0.5129619836807251,0.010025135,-1.4830633103847504,0.00025,0.03076171875,0.2,0.1697174459695816,-0.002187083911849186,0.3629147335886955,,
23,11,116.72,47104,3.12,4132,88,0.5776893496513367,0.0034880147,-1.465549349784851,0.00025,0.005859375,0.2,0.17294229567050934,0.0007151653699111193,0.38899841345846653,,
24,11,118.94,49152,3.24,4142,92,0.6339688301086426,0.006065758,-1.2717196270823479,0.00025,0.046875,0.2,0.17335495352745056,-0.004734761925647035,0.4387142900377512,,
25,12,120.09,51200,3.31,4150,96,0.7416400909423828,0.0015888689,-1.3404294028878212,0.00025,0.019287109375,0.2,0.1560986042022705,-0.0007864162616897374,0.35246430709958076,,
26,12,119.99,53248,3.28,4157,100,0.7249125242233276,0.00014821807,-1.2338109835982323,0.00025,0.059326171875,0.2,0.205696240067482,-0.0013843280612491071,0.4196248669177294,,
27,13,120.44,55296,3.25,4162,104,0.6877552270889282,0.0032332179,-1.2959350049495697,0.00025,0.020263671875,0.2,0.21354837715625763,-0.0007622958801221102,0.48282345198094845,,
28,13,121.4,57344,3.3,4172,108,0.6666915416717529,0.0048330473,-1.2449616342782974,0.00025,0.0391845703125,0.2,0.18802852928638458,-0.0030747211421839893,0.41779046319425106,,
29,14,122.29,59392,3.32,4178,112,0.7376211881637573,0.00056696736,-1.3267088010907173,0.00025,0.0333251953125,0.2,0.16552790999412537,0.0002187607460655272,0.390101108700037,,
30,14,121.47,61440,3.2,4188,116,0.7620364427566528,0.0017878361,-1.2199973836541176,0.00025,0.0299072265625,0.2,0.1495625525712967,-0.0023774593137204647,0.29276695661246777,,
31,15,121.18,63488,3.21,4195,120,0.7679784297943115,0.0053533055,-1.2152587175369263,0.00025,0.0264892578125,0.2,0.16789329051971436,-0.00024836708325892687,0.32780496403574944,,
32,15,120.94,65536,3.29,4202,124,0.7211792469024658,0.0055756764,-1.2678981870412827,0.00025,0.0284423828125,0.2,0.1772739589214325,-0.0017169404309242964,0.3747878707945347,,
33,16,121.45,67584,3.27,4206,128,0.7793745398521423,0.0012513011,-1.1850453913211823,0.00025,0.0068359375,0.2,0.12634161114692688,-0.0012065487098880112,0.2668927703052759,,
34,16,121.36,69632,3.25,4211,132,0.7477556467056274,0.0014132366,-1.2187629640102386,0.00025,0.0274658203125,0.2,0.23329968750476837,-0.0013380266027525067,0.4045243579894304,,
35,17,121.2,71680,3.25,4214,136,0.7462106943130493,0.012625507,-1.1402907222509384,0.00025,0.0341796875,0.2,0.1380487084388733,-0.0008137627883115783,0.3044413421303034,,
36,17,121.43,73728,3.32,4222,140,0.7485591173171997,0.0042835344,-0.9605543352663517,0.00025,0.044921875,0.2,0.15477190911769867,-0.0020590201602317393,0.3478128295391798,,
37,17,121.42,75776,3.21,4225,144,0.7866336107254028,0.0034479066,-0.9601810537278652,0.00025,0.0264892578125,0.2,0.16049039363861084,-0.0019161217205692083,0.3150876723229885,,
38,18,120.8,77824,3.13,4227,148,0.7192306518554688,0.003359186,-0.7979071289300919,0.00025,0.059326171875,0.2,0.20100395381450653,-0.004865912953391671,0.40314326621592045,,
39,18,119.86,79872,3.04,4232,152,0.7637139558792114,0.0031391345,-0.8350283764302731,0.00025,0.0257568359375,0.2,0.13562685251235962,-0.0020473861950449646,0.31066000275313854,,
40,19,119.46,81920,3.02,4232,156,0.6904881000518799,0.00050658116,-0.7652217410504818,0.00025,0.0,0.2,0.16526493430137634,1.414143480360508e-05,0.37913173623383045,,
41,19,118.83,83968,2.89,4233,160,0.7389545440673828,0.0007449025,-0.7960117124021053,0.00025,0.00048828125,0.2,0.16494232416152954,2.3679720470681787e-05,0.35884726978838444,,
42,20,117.55,86016,2.81,4235,164,0.8023008704185486,0.003695989,-0.8585613369941711,0.00025,0.059326171875,0.2,0.13097034394741058,-0.0017589170020073652,0.2738369535654783,,
43,20,115.99,88064,2.71,4238,168,0.7646529674530029,0.0030025598,-0.7901821620762348,0.00025,0.0203857421875,0.2,0.1485990434885025,-0.001602983131306246,0.32932959869503975,,
44,21,115.7,90112,2.76,4242,172,0.7346448302268982,0.0008426282,-0.8308052271604538,0.00025,0.01708984375,0.2,0.18422679603099823,0.0007509879360441118,0.38811732083559036,,
45,21,116.45,92160,2.81,4243,176,0.7621264457702637,0.0012070312,-0.7826286554336548,0.00025,0.0029296875,0.2,0.18058264255523682,0.0004285650502424687,0.3996640983968973,,
46,22,116.54,94208,2.84,4244,180,0.7804689407348633,0.002090927,-0.6861280389130116,0.00025,0.0118408203125,0.2,0.20561140775680542,-0.001960464665899053,0.4345734976232052,,
47,22,117.25,96256,2.83,4246,184,0.7594706416130066,0.0008532003,-0.7094756551086903,0.00025,0.002685546875,0.2,0.19727931916713715,0.0003963730705436319,0.43384592048823833,,
48,23,116.54,98304,2.82,4248,188,0.7601006031036377,0.0031487893,-0.7026593312621117,0.00025,0.0196533203125,0.2,0.1433745175600052,-0.002070852991892025,0.3190322630107403,,
,,,100000,,,192,0.7656286954879761,0.002604674,-0.6565541326999664,0.00025,0.015869140625,0.2,0.16015803813934326,-0.000673282949719578,0.3213738892227411,4.15,124.8
49,25,117.54,100352,2.83,3911,,,,,,,,,,,,
50,26,116.74,102400,2.81,3918,196,0.7341474294662476,0.0014149176,-0.6709995903074741,0.00025,0.02392578125,0.2,0.1466296762228012,-0.0010144380503334105,0.2953006336465478,,
51,26,116.13,104448,2.72,3926,200,0.7479655742645264,0.0016100279,-0.6463896743953228,0.00025,0.010009765625,0.2,0.11891941726207733,-0.0003219645004719496,0.31527313962578773,,
52,27,115.62,106496,2.8,3935,204,0.7768555283546448,0.0031271405,-0.6245061047375202,0.00025,0.03662109375,0.2,0.12592454254627228,-0.0018083582981489599,0.2968374053016305,,
53,27,115.93,108544,2.84,3941,208,0.7804052829742432,0.0014880656,-0.6208413317799568,0.00025,0.0035400390625,0.2,0.12724311649799347,-0.0005173169483896345,0.3307178784161806,,
54,28,115.67,110592,2.83,3947,212,0.7526683807373047,0.0011233919,-0.6619115136563778,0.00025,0.022216796875,0.2,0.15945984423160553,-0.0019703594007296488,0.36737831868231297,,
55,28,116.0,112640,2.93,3952,216,0.7182238698005676,0.001976919,-0.6711787693202496,0.00025,0.010498046875,0.2,0.21386396884918213,-0.0006230347789824009,0.3764656949788332,,
56,28,116.49,114688,2.94,3958,220,0.809016764163971,0.0012025612,-0.6954979002475739,0.00025,0.0042724609375,0.2,0.10988421738147736,-0.00034161025541834533,0.2650616802275181,,
57,29,116.19,116736,2.86,3964,224,0.7481946349143982,0.0076640258,-0.7141322568058968,0.00025,0.052001953125,0.2,0.15204490721225739,0.00013130035949870944,0.34411711245775223,,
58,29,117.13,118784,2.95,3970,228,0.769314169883728,0.0020200668,-0.7090754806995392,0.00025,0.0418701171875,0.2,0.16843725740909576,-0.001533581322291866,0.3095575999468565,,
59,30,116.32,120832,2.85,3975,232,0.7835574150085449,0.002598772,-0.6954635269939899,0.00025,0.019775390625,0.2,0.1474694013595581,-0.001912249979795888,0.27905107848346233,,
60,30,117.07,122880,2.84,3981,236,0.7191358804702759,0.0017619616,-0.802607461810112,0.00025,0.0323486328125,0.2,0.15239980816841125,0.0006202640361152589,0.3676446732133627,,
61,31,118.11,124928,3.01,3986,240,0.7490276098251343,0.001374906,-0.8001445271074772,0.00025,0.0216064453125,0.2,0.18629951775074005,-0.0015853129734750837,0.37057976983487606,,
62,31,118.2,126976,3.04,3991,244,0.78629070520401,0.0038748481,-0.8173111341893673,0.00025,0.0340576171875,0.2,0.10282722860574722,-0.0017808889097068459,0.26346941757947206,,
63,32,117.94,129024,3.16,3997,248,0.7795583009719849,0.005396322,-0.8176391385495663,0.00025,0.0521240234375,0.2,0.13231614232063293,0.0014329662662930787,0.2899341844022274,,
64,32,117.44,131072,3.18,4002,252,0.7381910085678101,0.0026778951,-0.7914583049714565,0.00025,0.0167236328125,0.2,0.09532435983419418,-0.0009905178449116647,0.25521745905280113,,
65,33,117.88,133120,3.31,4005,256,0.7948737144470215,0.0030968674,-0.7143530584871769,0.00025,0.0042724609375,0.2,0.1346980631351471,-0.0020206786575727165,0.26899813394993544,,
66,33,117.46,135168,3.38,4009,260,0.7458003163337708,0.002847657,-0.7654712796211243,0.00025,0.0166015625,0.2,0.1782291978597641,-0.0001566135324537754,0.3476216197013855,,
67,34,117.92,137216,3.39,4013,264,0.8235042691230774,0.0046728766,-0.7641252316534519,0.00025,0.0301513671875,0.2,0.09660372138023376,-0.0021935944678261876,0.25197231862694025,,
68,34,118.1,139264,3.43,4016,268,0.7922994494438171,0.003158928,-0.7181342802941799,0.00025,0.017822265625,0.2,0.12724772095680237,-0.0016950545832514763,0.30573691334575415,,
69,35,120.06,141312,3.56,4021,272,0.7957431077957153,0.0034906063,-0.6979054659605026,0.00025,0.0252685546875,0.2,0.13110555708408356,-0.0007882164209149778,0.29367151483893394,,
70,35,120.29,143360,3.55,4024,276,0.8079115748405457,0.0025271561,-0.7070012018084526,0.00025,0.0418701171875,0.2,0.147470623254776,-0.0015363368729595095,0.31055956706404686,,
71,36,122.38,145408,3.66,4028,280,0.7981809377670288,0.00281663,-0.726935725659132,0.00025,0.024658203125,0.2,0.16997744143009186,-0.0010356847778894007,0.321698609739542,,
72,36,122.78,147456,3.73,4031,284,0.8044501543045044,0.0013188614,-0.753509908914566,0.00025,0.0263671875,0.2,0.14370368421077728,0.00012251498992554843,0.3261638395488262,,
73,37,122.77,149504,3.75,4034,288,0.7773110866546631,0.0013403478,-0.6944838911294937,0.00025,0.0211181640625,0.2,0.13934358954429626,-0.002689084562007338,0.3330152053385973,,
74,37,123.33,151552,3.8,4038,292,0.8218011856079102,0.0030533737,-0.5881213620305061,0.00025,0.0506591796875,0.2,0.14733976125717163,-0.0012534845736809075,0.30617709644138813,,
75,38,122.43,153600,3.8,4041,296,0.8385963439941406,0.0035689608,-0.640293575823307,0.00025,0.0401611328125,0.2,0.12324035167694092,-0.0019031118717975914,0.2629547603428364,,
76,38,122.7,155648,3.87,4045,300,0.8226595520973206,0.00038226153,-0.6495483629405499,0.00025,0.001708984375,0.2,0.1776311844587326,0.00021272632875479758,0.3183973766863346,,
77,38,121.26,157696,3.77,4049,304,0.8116860389709473,0.002405997,-0.6710606291890144,0.00025,0.0155029296875,0.2,0.15930607914924622,-0.000727341859601438,0.31522210501134396,,
78,39,121.54,159744,3.7,4051,308,0.8348088264465332,0.0021177784,-0.6271551176905632,0.00025,0.0107421875,0.2,0.12045787274837494,-0.0007427926466334611,0.2764800488948822,,
79,39,121.68,161792,3.7,4053,312,0.8204959630966187,0.0009508009,-0.5911814197897911,0.00025,0.023681640625,0.2,0.16868141293525696,-0.0012916098348796368,0.3120216988027096,,
80,40,121.52,163840,3.73,4054,316,0.7964447736740112,0.0031098076,-0.6346693895757198,0.00025,0.014892578125,0.2,0.16194429993629456,-1.924036769196391e-05,0.3687078282237053,,
81,40,121.72,165888,3.72,4057,320,0.8279650807380676,0.0020685354,-0.6655276753008366,0.00025,0.0234375,0.2,0.1387307494878769,-0.00011918274685740471,0.2896840535104275,,
82,41,121.72,167936,3.73,4060,324,0.8180042505264282,0.0031746,-0.6373343914747238,0.00025,0.0069580078125,0.2,0.12017389386892319,-0.0009530744282528758,0.2516174456104636,,
83,41,122.24,169984,3.83,4063,328,0.81980961561203,0.002856111,-0.5969228334724903,0.00025,0.0269775390625,0.2,0.11729393154382706,-1.0190007742494345e-05,0.27038857340812683,,
84,42,122.07,172032,3.89,4066,332,0.8297372460365295,0.0030555194,-0.5273777768015862,0.00025,0.0416259765625,0.2,0.11985316872596741,-0.0026707456272561103,0.28291029389947653,,
85,42,122.27,174080,3.91,4068,336,0.819208025932312,0.0021046628,-0.49443523958325386,0.00025,0.01220703125,0.2,0.13773377239704132,-0.00036877882666885853,0.31372547149658203,,
86,43,120.66,176128,3.77,4070,340,0.8316580057144165,0.0016359461,-0.4764879681169987,0.00025,0.0167236328125,0.2,0.10949181020259857,-0.0004939686914440244,0.259949647821486,,
87,43,121.59,178176,3.78,4071,344,0.8029314279556274,0.0012119572,-0.41342711448669434,0.00025,0.0240478515625,0.2,0.1499112993478775,-0.000274508522124961,0.3302737660706043,,
88,44,121.76,180224,3.77,4074,348,0.8163033127784729,0.0021527645,-0.4573002904653549,0.00025,0.03515625,0.2,0.1339501440525055,-0.001780988066457212,0.32011705078184605,,
89,44,121.11,182272,3.73,4076,352,0.8446716070175171,0.0019887644,-0.485095851123333,0.00025,0.0194091796875,0.2,0.14327649772167206,-7.602362893521786e-05,0.27575857006013393,,
90,45,120.95,184320,3.73,4079,356,0.7998017072677612,0.0014235742,-0.4750019907951355,0.00025,0.014404296875,0.2,0.13634060323238373,-0.0005131710204295814,0.3127373605966568,,
91,45,120.88,186368,3.72,4081,360,0.7957054376602173,0.0022908207,-0.5264204349368811,0.00025,0.0394287109375,0.2,0.19276098906993866,0.00018829654436558485,0.3491925373673439,,
92,46,120.45,188416,3.76,4082,364,0.8230307102203369,0.00504369,-0.49283865466713905,0.00025,0.0196533203125,0.2,0.1798134595155716,0.0001516019692644477,0.321469372138381,,
93,46,119.24,190464,3.71,4084,368,0.8308370113372803,0.00078097975,-0.5848706476390362,0.00025,0.01171875,0.2,0.13150286674499512,0.00020064483396708965,0.28160966467112303,,
94,47,118.54,192512,3.62,4086,372,0.8179159760475159,0.0003469017,-0.5893300287425518,0.00025,0.000244140625,0.2,0.14946644008159637,1.6450125258415937e-05,0.28218923788517714,,
95,47,119.58,194560,3.65,4087,376,0.804635226726532,0.0029118038,-0.5032980479300022,0.00025,0.0361328125,0.2,0.1829197108745575,-0.0011520763218868524,0.3419143743813038,,
96,48,120.02,196608,3.76,4088,380,0.8270378112792969,0.00068236806,-0.5709823966026306,0.00025,0.012451171875,0.2,0.14608435332775116,-0.00010717497207224369,0.32116688042879105,,
97,48,119.58,198656,3.74,4091,384,0.8482235670089722,0.002865424,-0.5926747098565102,0.00025,0.0196533203125,0.2,0.12720072269439697,-9.525258792564273e-05,0.2627316676080227,,
,,,200000,,,388,0.7946500778198242,0.0007054855,-0.5256186053156853,0.00025,0.01953125,0.2,0.1253533661365509,4.2932049836963415e-05,0.3067809958010912,4.05,119.65
98,50,120.86,200704,3.84,3945,,,,,,,,,,,,
99,51,121.54,202752,3.95,3949,392,0.811150074005127,0.001707705,-0.6228019669651985,0.00025,0.0059814453125,0.2,0.11886777728796005,-0.00012386252637952566,0.284253953024745,,
100,51,120.66,204800,3.98,3951,396,0.8108611702919006,0.0006462167,-0.6001762971282005,0.00025,0.013427734375,0.2,0.11441691964864731,-0.0007457940955646336,0.27590834256261587,,
101,52,120.78,206848,3.86,3954,400,0.832248866558075,0.0024826229,-0.6402038149535656,0.00025,0.0291748046875,0.2,0.10690280795097351,-0.0025585255352780223,0.23520107753574848,,
102,52,120.08,208896,3.8,3956,404,0.7928884029388428,0.001322993,-0.6549738794565201,0.00025,0.0126953125,0.2,0.13711652159690857,-0.000883201602846384,0.33154984191060066,,
103,53,120.45,210944,3.76,3959,408,0.817916214466095,0.0023463543,-0.6545337550342083,0.00025,0.0250244140625,0.2,0.10822409391403198,-0.000576826132601127,0.26136478409171104,,
104,53,120.32,212992,3.67,3961,412,0.789313793182373,0.004373865,-0.6751971319317818,0.00025,0.01318359375,0.2,0.11826492846012115,-0.0001519751240266487,0.2851053336635232,,
105,54,119.63,215040,3.67,3964,416,0.8189283609390259,0.003169078,-0.6429642513394356,0.00025,0.01904296875,0.2,0.11710675805807114,-0.000176375760929659,0.23957530688494444,,
106,54,119.9,217088,3.61,3967,420,0.7921403050422668,0.0031613144,-0.6078613437712193,0.00025,0.027587890625,0.2,0.12481739372015,-0.0019287474860902876,0.26627426594495773,,
107,55,118.88,219136,3.61,3969,424,0.806746244430542,0.0012589404,-0.7350735776126385,0.00025,0.0174560546875,0.2,0.09083307534456253,-0.00044540796079672873,0.2407348034903407,,
108,55,119.76,221184,3.7,3972,428,0.7939624190330505,0.0019641411,-0.6932005509734154,0.00025,0.00927734375,0.2,0.11242515593767166,-7.115560583770275e-05,0.2658302439376712,,
109,56,118.89,223232,3.65,3975,432,0.8317435383796692,0.0032101627,-0.7264524027705193,0.00025,0.0223388671875,0.2,0.08208044618368149,-0.002189915394410491,0.17921027727425098,,
110,56,118.76,225280,3.71,3978,436,0.8244516253471375,0.002041069,-0.63984015583992,0.00025,0.0126953125,0.2,0.08729493618011475,-0.0019531858270056546,0.2236377689987421,,
111,57,119.23,227328,3.63,3980,440,0.8260170221328735,0.0058100475,-0.615017618983984,0.00025,0.0166015625,0.2,0.09670201689004898,-0.0006045810878276825,0.23876964766532183,,
112,57,118.61,229376,3.68,3983,444,0.7948192358016968,0.0015140773,-0.7195633761584759,0.00025,0.019287109375,0.2,0.15339010953903198,0.0005906500155106187,0.31024150364100933,,
113,58,120.65,231424,3.76,3984,448,0.809655487537384,0.00617885,-0.7052512355148792,0.00025,0.036376953125,0.2,0.13134944438934326,-0.0019727966864593327,0.30361040867865086,,
114,58,119.9,233472,3.75,3987,452,0.8121867179870605,0.0040433994,-0.7084002606570721,0.00025,0.04150390625,0.2,0.14792543649673462,-0.001397256797645241,0.2751502515748143,,
115,59,120.02,235520,3.81,3990,456,0.8048471808433533,0.0025654663,-0.734363678842783,0.00025,0.028076171875,0.2,0.1028081551194191,-0.0005839492660015821,0.2404795829206705,,
116,59,120.96,237568,3.85,3992,460,0.8151872158050537,0.0025833743,-0.7474043779075146,0.00025,0.0059814453125,0.2,0.12828360497951508,-0.0005318410694599152,0.2703360253944993,,
117,59,121.72,239616,3.96,3994,464,0.8282743692398071,0.000537891,-0.6782493963837624,0.00025,0.0025634765625,0.2,0.09883788973093033,-9.478160063736141e-05,0.31096974667161703,,
118,60,122.01,241664,3.97,3997,468,0.8570424318313599,0.0025846828,-0.6855555362999439,0.00025,0.020751953125,0.2,0.09532644599676132,-0.00212015095166862,0.21375348418951035,,
119,60,121.3,243712,3.88,4000,472,0.8306585550308228,0.0018756969,-0.6911261864006519,0.00025,0.009765625,0.2,0.11790595948696136,-0.00031230718013830483,0.24993847496807575,,
120,61,121.13,245760,3.78,4001,476,0.8358525037765503,0.0053832675,-0.6051033549010754,0.00025,0.0426025390625,0.2,0.08946987986564636,-0.0022319636191241443,0.21019091829657555,,
121,61,122.39,247808,3.82,4004,480,0.7837802171707153,0.003576463,-0.693402674049139,0.00025,0.0372314453125,0.2,0.12394891679286957,-0.0004932830343022943,0.26247039437294006,,
122,62,122.1,249856,3.76,4006,484,0.8566900491714478,0.0020644376,-0.7278884239494801,0.00025,0.0108642578125,0.2,0.08405977487564087,-0.0021522569295484573,0.2119555128738284,,
123,62,122.41,251904,3.72,4008,488,0.836489200592041,0.0022760516,-0.6883871778845787,0.00025,0.01318359375,0.2,0.1224326342344284,0.00022712285863235593,0.25384760927408934,,
124,63,122.6,253952,3.81,4011,492,0.8584237694740295,0.003673295,-0.6777552627027035,0.00025,0.063232421875,0.2,0.0908244177699089,-0.0008653717814013362,0.2236676411703229,,
125,63,121.67,256000,3.86,4014,496,0.8391862511634827,0.0022144776,-0.6846838109195232,0.00025,0.0223388671875,0.2,0.10050413012504578,-0.001243740232894197,0.23215497471392155,,
126,64,122.5,258048,3.96,4015,500,0.8171916007995605,0.0015290126,-0.729325745254755,0.00025,0.0103759765625,0.2,0.11858978122472763,-0.0009336485527455807,0.27148785162717104,,
127,64,123.05,260096,4.02,4016,504,0.8524859547615051,0.0012053433,-0.7728599868714809,0.00025,0.024658203125,0.2,0.13580067455768585,-0.0004825428477488458,0.2742828754708171,,
128,65,122.68,262144,3.98,4019,508,0.8871027231216431,0.00157585,-0.7687092497944832,0.00025,0.003662109375,0.2,0.08569645881652832,-0.0008717676100786775,0.22360445372760296,,
129,65,121.61,264192,3.98,4021,512,0.8433301448822021,0.0018246655,-0.6986419297754765,0.00025,0.025146484375,0.2,0.11718351393938065,-0.0005250155518297106,0.2855403237044811,,
130,66,122.55,266240,4.0,4024,516,0.8408544659614563,0.0043868134,-0.7617902383208275,0.00025,0.0379638671875,0.2,0.0985245406627655,0.0011177464621141553,0.27093138359487057,,
131,66,122.32,268288,3.89,4025,520,0.8406324982643127,0.0015692478,-0.77263368293643,0.00025,0.02978515625,0.2,0.10129478573799133,-0.0023178136616479605,0.23674834053963423,,
132,67,121.22,270336,3.82,4025,524,0.8432676792144775,0.0064102565,-0.7642024978995323,0.00025,0.0430908203125,0.2,0.10131305456161499,-0.0012179877667222172,0.21389990858733654,,
133,67,120.07,272384,3.72,4027,528,0.8528993129730225,0.003128009,-0.8105324618518353,0.00025,0.0234375,0.2,0.0950707420706749,-0.0016513820446562022,0.21911554783582687,,
134,68,120.67,274432,3.77,4028,532,0.8357806205749512,0.0022255601,-0.804011482745409,0.00025,0.0120849609375,0.2,0.09831009060144424,-0.001474636432249099,0.21504224836826324,,
135,68,123.67,276480,3.83,4030,536,0.8296295404434204,0.0032463395,-0.8499281704425812,0.00025,0.027099609375,0.2,0.09825029224157333,-0.001907099678646773,0.24171815812587738,,
136,69,121.97,278528,3.76,4031,540,0.8703354001045227,0.003509282,-0.9068913124501705,0.00025,0.0816650390625,0.2,0.08535808324813843,-0.004815665481146425,0.1942509487271309,,
137,69,122.97,280576,3.82,4033,544,0.8320186138153076,0.005587534,-0.7699435465037823,0.00025,0.0479736328125,0.2,0.11227762699127197,-0.0025886378716677427,0.25560354348272085,,
138,70,123.24,282624,3.8,4034,548,0.8222238421440125,0.0027785175,-0.8463918380439281,0.00025,0.020751953125,0.2,0.12107083946466446,-0.0005498027603607625,0.28393245954066515,,
139,70,123.96,284672,3.89,4035,552,0.8230082988739014,0.0005812647,-0.8034162558615208,0.00025,0.022705078125,0.2,0.12281519174575806,-0.0009181337663903832,0.25679662730544806,,
140,71,122.48,286720,3.88,4036,556,0.8372437953948975,0.0020343359,-0.8687618300318718,0.00025,0.0078125,0.2,0.09875047951936722,-0.0015001290594227612,0.2434813678264618,,
141,71,120.32,288768,3.82,4038,560,0.8503071069717407,0.0022669365,-0.8186573646962643,0.00025,0.052978515625,0.2,0.09197372943162918,-0.003011969238286838,0.22279356699436903,,
142,71,120.94,290816,3.88,4039,564,0.8450776934623718,0.0061422875,-0.7431067414581776,0.00025,0.04541015625,0.2,0.1205551028251648,-0.0002545862225815654,0.26367624942213297,,
143,72,120.5,292864,3.77,4040,568,0.8604309558868408,0.0032410205,-0.8035067543387413,0.00025,0.0406494140625,0.2,0.10697692632675171,-0.0017542816931381822,0.23916064575314522,,
144,72,121.02,294912,3.81,4041,572,0.841301441192627,0.0013390097,-0.7281563766300678,0.00025,0.0128173828125,0.2,0.10089921951293945,-0.0014122463471721858,0.24835891276597977,,
145,73,120.79,296960,3.81,4041,576,0.8758682608604431,0.003966328,-0.767378069460392,0.00025,0.0478515625,0.2,0.09528910368680954,-0.0028342157893348485,0.20792192965745926,,
146,73,121.19,299008,3.81,4042,580,0.8644659519195557,0.0034425817,-0.7729774303734303,0.00025,0.0162353515625,0.2,0.08092032372951508,-0.0015272402961272746,0.19705840945243835,,
,,,300000,,,584,0.8438290357589722,0.0026002775,-0.7418077997863293,0.00025,0.0357666015625,0.2,0.08752213418483734,-0.002025510708335787,0.23643005639314651,4.0,119.7
147,76,120.52,301056,3.85,3947,,,,,,,,,,,,
