time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,train/explained_variance,eval/mean_reward,eval/mean_ep_length
34,2.84,1497,110.11,46,69632,-0.001306290432694368,0.000732421875,0.0016441798,0.15387317538261414,132,0.2,0.37023429945111275,0.00025,-0.9003362283110619,0.48855799436569214,,
35,2.78,1497,109.55,47,71680,-0.0020643536117859185,0.01025390625,0.0014934433,0.1335289627313614,136,0.2,0.3246460556983948,0.00025,-0.897948045283556,0.567121684551239,,
36,2.8,1497,109.72,49,73728,-0.001608590071555227,0.00927734375,0.0041619097,0.1857105791568756,140,0.2,0.39459268003702164,0.00025,-0.9168440029025078,0.49033278226852417,,
37,2.9,1498,110.94,50,75776,-0.0011377540649846196,0.0712890625,0.0010980242,0.15782636404037476,144,0.2,0.35095358081161976,0.00025,-0.9075717590749264,0.5767759084701538,,
38,2.99,1498,110.6,51,77824,-0.0021425904415082186,0.0469970703125,0.0026783005,0.14959114789962769,148,0.2,0.3467567376792431,0.00025,-0.8890965729951859,0.6378656625747681,,
39,3.09,1499,111.79,53,79872,-0.0009754960192367435,0.0118408203125,0.004907256,0.18755698204040527,152,0.2,0.426072608679533,0.00025,-0.8556525781750679,0.5789991617202759,,
40,3.27,1499,113.77,54,81920,-0.0034394564281683415,0.0419921875,0.0034724101,0.19428709149360657,156,0.2,0.4276356194168329,0.00025,-0.8460884094238281,0.516545295715332,,
41,3.41,1500,115.23,55,83968,-0.0022785572509747,0.0185546875,0.003171978,0.19951178133487701,160,0.2,0.45357653871178627,0.00025,-0.8344239182770252,0.5577254295349121,,
42,3.53,1500,116.43,57,86016,-0.003881599346641451,0.11962890625,0.003423538,0.14334143698215485,164,0.2,0.3608100935816765,0.00025,-0.8630585670471191,0.5794966220855713,,
43,3.64,1500,117.87,58,88064,0.0015680956421419978,0.0350341796875,0.005607985,0.17912657558918,168,0.2,0.3795392755419016,0.00025,-0.8767198920249939,0.6321969032287598,,
44,3.72,1501,119.17,60,90112,-0.004103809202206321,0.05224609375,0.005664262,0.1922050416469574,172,0.2,0.3781797531992197,0.00025,-0.8666047789156437,0.6557272672653198,,
45,3.71,1501,118.61,61,92160,-0.00270871288375929,0.0167236328125,0.004232617,0.23255115747451782,176,0.2,0.35336201451718807,0.00025,-0.8376066759228706,0.680570125579834,,
46,3.69,1502,119.75,62,94208,-0.0007240350678330287,0.0386962890625,0.0074609113,0.16854330897331238,180,0.2,0.38889299519360065,0.00025,-0.8578890673816204,0.6800394654273987,,
47,3.69,1502,120.73,64,96256,-0.0034071512636728585,0.037353515625,0.0068822536,0.12870118021965027,184,0.2,0.2968802861869335,0.00025,-0.8334167674183846,0.7128409147262573,,
48,3.67,1503,120.45,65,98304,-0.0005480423278640956,0.01806640625,0.0022379404,0.15239004790782928,188,0.2,0.32934715785086155,0.00025,-0.875109639018774,0.7044801712036133,,
,,,,,100000,-0.004097333992831409,0.045654296875,0.0049626403,0.1187809556722641,192,0.2,0.2775747636333108,0.00025,-0.8893513232469559,0.647955596446991,4.2,126.45
49,3.67,1506,119.15,66,100352,,,,,,,,,,,,
50,3.69,1506,118.59,67,102400,-0.0020759524195455015,0.0587158203125,0.0028895214,0.16888046264648438,196,0.2,0.40415852703154087,0.00025,-0.8889902867376804,0.5295873880386353,,
51,3.77,1506,119.68,69,104448,0.0003546492662280798,0.087158203125,0.0028573563,0.1526484489440918,200,0.2,0.33304848335683346,0.00025,-0.8871485702693462,0.6184731721878052,,
52,3.81,1507,120.19,70,106496,-0.004791820043465123,0.0550537109375,0.0027803746,0.11771010607481003,204,0.2,0.27278735488653183,0.00025,-0.8744687996804714,0.6785600185394287,,
53,3.93,1507,120.21,71,108544,-0.005603099925792776,0.0528564453125,0.007038783,0.15282875299453735,208,0.2,0.3880909103900194,0.00025,-0.8034827634692192,0.4988616108894348,,
54,4.17,1508,123.23,73,110592,-0.0008155124087352306,0.0062255859375,0.0014413422,0.18489687144756317,212,0.2,0.4126562587916851,0.00025,-0.8066360130906105,0.5033917427062988,,
55,4.45,1508,128.19,74,112640,-0.003542550257407129,0.0245361328125,0.003925269,0.22158049046993256,216,0.2,0.4966044705361128,0.00025,-0.7438549064099789,0.48151153326034546,,
56,4.37,1508,127.13,76,114688,-0.0052646387193817645,0.05517578125,0.0069839535,0.19656537473201752,220,0.2,0.43696611002087593,0.00025,-0.716756135225296,0.5739484429359436,,
57,4.55,1509,131.04,77,116736,-0.0026327507803216577,0.02099609375,0.0021147823,0.22264254093170166,224,0.2,0.49938987381756306,0.00025,-0.611832320690155,0.47134482860565186,,
58,4.74,1509,132.06,78,118784,0.0020491734612733126,0.15283203125,0.017485954,0.21677663922309875,228,0.2,0.4716403800994158,0.00025,-0.5943522937595844,0.5324628353118896,,
59,4.94,1510,135.32,80,120832,-0.0014512752240989357,0.032470703125,0.0032503274,0.24025249481201172,232,0.2,0.5365499146282673,0.00025,-0.602642860263586,0.5158857703208923,,
60,5.11,1510,137.11,81,122880,-0.0009891002555377781,0.0411376953125,0.0035084677,0.2047496885061264,236,0.2,0.48795187659561634,0.00025,-0.6181844919919968,0.6087996363639832,,
61,5.0,1511,136.08,82,124928,-0.0016167506109923124,0.037841796875,0.0037362503,0.2082117199897766,240,0.2,0.47380699031054974,0.00025,-0.6041221618652344,0.5668318271636963,,
62,5.07,1511,135.74,84,126976,-0.003216158947907388,0.0430908203125,0.0042640273,0.19043107330799103,244,0.2,0.4567173011600971,0.00025,-0.5615218169987202,0.5681782364845276,,
63,5.18,1511,136.74,85,129024,-0.0012726962158922106,0.01513671875,0.0021785025,0.203884556889534,248,0.2,0.460258811712265,0.00025,-0.5555075332522392,0.5775300860404968,,
64,5.33,1512,138.33,86,131072,-0.0018048165366053581,0.0535888671875,0.004827841,0.1942325383424759,252,0.2,0.41653011552989483,0.00025,-0.6063639186322689,0.6714495420455933,,
65,5.36,1512,137.05,88,133120,-0.0023731866385787725,0.0377197265625,0.006320959,0.21759116649627686,256,0.2,0.503114240244031,0.00025,-0.596076563000679,0.6133108735084534,,
66,5.21,1513,135.56,89,135168,-0.0024520877050235868,0.060546875,0.005571059,0.2305903434753418,260,0.2,0.49828803539276123,0.00025,-0.6068677939474583,0.5592103004455566,,
67,5.19,1513,135.16,90,137216,-0.006015196064254269,0.0667724609375,0.010670954,0.2603967487812042,264,0.2,0.580930408090353,0.00025,-0.6061494313180447,0.5035433769226074,,
68,5.13,1513,134.41,91,139264,0.0014505948056466877,0.07421875,0.0032412203,0.2548210322856903,268,0.2,0.5237776804715395,0.00025,-0.6115349493920803,0.5971044301986694,,
69,5.26,1514,137.75,93,141312,0.0006223578529898077,0.071044921875,0.0031540974,0.2884044051170349,272,0.2,0.6134724840521812,0.00025,-0.5558513551950455,0.4876171350479126,,
70,5.29,1514,137.57,94,143360,-0.00012322852853685617,0.06982421875,0.0097996555,0.19432806968688965,276,0.2,0.4305706210434437,0.00025,-0.5412672571837902,0.6743463277816772,,
71,5.24,1515,137.58,95,145408,-0.002393353177467361,0.106201171875,0.009298747,0.24635472893714905,280,0.2,0.5579581838101149,0.00025,-0.511973924934864,0.6398749351501465,,
72,5.39,1515,140.99,97,147456,-0.0015937914431560785,0.03564453125,0.0053209374,0.24029304087162018,284,0.2,0.5336840823292732,0.00025,-0.5390745401382446,0.5609779357910156,,
73,5.61,1516,143.33,98,149504,-0.0008530221530236304,0.0628662109375,0.0029209713,0.23722557723522186,288,0.2,0.5021650847047567,0.00025,-0.5040744263678789,0.6005678176879883,,
74,5.78,1516,144.01,99,151552,-0.0037477916630450636,0.042236328125,0.0044073006,0.2067376971244812,292,0.2,0.4559046979993582,0.00025,-0.49930475652217865,0.615082859992981,,
75,5.9,1517,145.32,101,153600,-0.001966762269148603,0.041748046875,0.0062521463,0.25409746170043945,296,0.2,0.4521341510117054,0.00025,-0.5000588595867157,0.6334900856018066,,
76,5.96,1517,145.3,102,155648,0.0008447598665952682,0.0281982421875,0.0018406806,0.1980626881122589,300,0.2,0.44857014529407024,0.00025,-0.5065999254584312,0.6348804235458374,,
77,5.93,1517,145.27,103,157696,-0.002222335198894143,0.0198974609375,0.0022033493,0.2180996835231781,304,0.2,0.5010995343327522,0.00025,-0.4715820290148258,0.6241722106933594,,
78,6.09,1518,147.61,105,159744,-0.0022784870234318078,0.110107421875,0.008561964,0.27974286675453186,308,0.2,0.6356729753315449,0.00025,-0.46180831640958786,0.46182680130004883,,
79,6.03,1518,148.21,106,161792,-0.002713731722906232,0.01806640625,0.0022645812,0.17296086251735687,312,0.2,0.44137039594352245,0.00025,-0.4554844740778208,0.6621333956718445,,
80,5.93,1519,147.04,107,163840,-0.002276995888678357,0.0250244140625,0.0052785985,0.22361764311790466,316,0.2,0.5379769373685122,0.00025,-0.45867705903947353,0.6052688360214233,,
81,6.07,1519,150.71,109,165888,0.00013511834549717605,0.0714111328125,0.0036447756,0.27884116768836975,320,0.2,0.5499693769961596,0.00025,-0.4500506967306137,0.5892037153244019,,
82,6.18,1519,152.89,110,167936,-0.0020184945315122604,0.05859375,0.004508854,0.2513255774974823,324,0.2,0.5702064894139767,0.00025,-0.47243569418787956,0.6224126219749451,,
83,6.25,1520,154.66,111,169984,-0.00196625993703492,0.037353515625,0.002192985,0.28232818841934204,328,0.2,0.5472003184258938,0.00025,-0.4701201878488064,0.6308474540710449,,
84,6.33,1520,155.78,113,172032,-0.0034472142870072275,0.01318359375,0.0017476077,0.19395935535430908,332,0.2,0.5264050513505936,0.00025,-0.4689335320144892,0.6444970965385437,,
85,6.49,1521,158.53,114,174080,0.0009972661500796676,0.034912109375,0.0054231146,0.20111684501171112,336,0.2,0.49930654652416706,0.00025,-0.4657242149114609,0.610720157623291,,
86,6.41,1521,156.42,115,176128,0.0007575373747386038,0.0400390625,0.0028856732,0.23621751368045807,340,0.2,0.4975994098931551,0.00025,-0.49114026688039303,0.6002529859542847,,
87,6.58,1522,157.99,117,178176,-0.0015663836675230414,0.0491943359375,0.006372217,0.2651395797729492,344,0.2,0.5370094366371632,0.00025,-0.4624148700386286,0.6705387830734253,,
88,6.65,1522,159.08,118,180224,-0.0006491379754152149,0.0201416015625,0.0017234667,0.26039037108421326,348,0.2,0.5716547816991806,0.00025,-0.4714996572583914,0.5709463357925415,,
89,6.65,1522,158.69,119,182272,-0.0006626516696996987,0.0548095703125,0.01065356,0.244430810213089,352,0.2,0.5595847759395838,0.00025,-0.4668345283716917,0.6082674860954285,,
90,6.65,1523,160.43,120,184320,-0.0008075184305198491,0.0732421875,0.004358543,0.3010343313217163,356,0.2,0.5521155074238777,0.00025,-0.48790798522531986,0.7478675246238708,,
91,6.63,1523,159.18,122,186368,-0.0025917334714904428,0.0465087890625,0.005290199,0.28625616431236267,360,0.2,0.5852746888995171,0.00025,-0.5013443417847157,0.638944149017334,,
92,6.78,1524,162.28,123,188416,-0.0008280572947114706,0.0780029296875,0.0061595505,0.23902004957199097,364,0.2,0.5683742202818394,0.00025,-0.49224503710865974,0.5371711254119873,,
93,6.92,1524,165.44,124,190464,0.0007903617806732655,0.077392578125,0.0053371284,0.2504134178161621,368,0.2,0.5524648260325193,0.00025,-0.5023126024752855,0.6285386085510254,,
94,7.06,1525,168.22,126,192512,-0.0013408486847765744,0.0333251953125,0.0034575807,0.24772216379642487,372,0.2,0.5198457110673189,0.00025,-0.4847334027290344,0.6838507652282715,,
95,7.13,1525,169.08,127,194560,-0.001001857512164861,0.0634765625,0.0069772634,0.2090698480606079,376,0.2,0.47834343649446964,0.00025,-0.5157457385212183,0.7028214931488037,,
96,7.27,1525,171.33,128,196608,0.0001704799069557339,0.037353515625,0.0030309013,0.2547345459461212,380,0.2,0.5751312226057053,0.00025,-0.4881994128227234,0.4933246970176697,,
97,7.36,1526,172.51,130,198656,-0.0028937412425875664,0.0528564453125,0.0037408113,0.2753657400608063,384,0.2,0.6359743997454643,0.00025,-0.4931870475411415,0.3767498731613159,,
,,,,,200000,-0.00260293525934685,0.045654296875,0.0046800943,0.2343200445175171,388,0.2,0.5664784330874681,0.00025,-0.4694255031645298,0.43061792850494385,13.75,272.7
98,7.57,1531,176.23,131,200704,,,,,,,,,,,,
99,7.67,1531,176.92,132,202752,-0.0016461465856991708,0.0496826171875,0.0056572417,0.32075709104537964,392,0.2,0.6079365313053131,0.00025,-0.4535711370408535,0.48515915870666504,,
100,7.78,1532,179.94,133,204800,-0.0026866097177844495,0.0400390625,0.0041496526,0.32297593355178833,396,0.2,0.6950029470026493,0.00025,-0.4617326892912388,0.4134907126426697,,
101,7.88,1532,179.24,134,206848,-0.003966555348597467,0.0340576171875,0.0030935784,0.3129816949367523,400,0.2,0.7218292243778706,0.00025,-0.45210567489266396,0.40840864181518555,,
102,8.05,1533,181.8,136,208896,-0.0014824678946752101,0.04345703125,0.0036336079,0.31001025438308716,404,0.2,0.6372206546366215,0.00025,-0.44259860552847385,0.4439373016357422,,
103,8.25,1533,183.78,137,210944,-0.001908095699036494,0.041259765625,0.0037043248,0.32704296708106995,408,0.2,0.7756236270070076,0.00025,-0.40414351038634777,0.4083218574523926,,
104,8.35,1534,187.48,138,212992,-0.0005917098023928702,0.0433349609375,0.0049856305,0.22505538165569305,412,0.2,0.622321231290698,0.00025,-0.42534782364964485,0.4411117434501648,,
105,8.71,1534,193.15,140,215040,0.002172351538320072,0.0638427734375,0.011387972,0.28874748945236206,416,0.2,0.6689494736492634,0.00025,-0.42944854125380516,0.3934476375579834,,
106,8.63,1534,192.21,141,217088,-0.002093630377203226,0.0421142578125,0.0063200155,0.3749856650829315,420,0.2,0.748145405203104,0.00025,-0.5230893231928349,0.5790356397628784,,
107,8.67,1535,192.31,142,219136,-0.0006716876523569226,0.0260009765625,0.0015843563,0.31607717275619507,424,0.2,0.7126237489283085,0.00025,-0.5196257140487432,0.6658327579498291,,
108,8.76,1535,193.94,144,221184,-0.00041302188765257597,0.0582275390625,0.0093224365,0.22786881029605865,428,0.2,0.5427550654858351,0.00025,-0.5150594133883715,0.7357680797576904,,
109,8.71,1536,190.9,145,223232,0.005363567208405584,0.1241455078125,0.01305894,0.3383811116218567,432,0.2,0.6729016378521919,0.00025,-0.4961713720113039,0.695607602596283,,
110,8.66,1536,190.7,146,225280,0.001141172571806237,0.09619140625,0.0072584646,0.2596113681793213,436,0.2,0.5803743377327919,0.00025,-0.5751798637211323,0.7484813928604126,,
111,8.43,1536,185.54,147,227328,-0.0034113009460270405,0.059814453125,0.004120935,0.2868463099002838,440,0.2,0.6193067990243435,0.00025,-0.5201078373938799,0.783504068851471,,
112,8.33,1537,184.25,149,229376,-0.0016071552963694558,0.0633544921875,0.008669697,0.3165498673915863,444,0.2,0.6487186290323734,0.00025,-0.5155554469674826,0.781805157661438,,
113,8.13,1537,179.45,150,231424,0.004833441809751093,0.1119384765625,0.031012094,0.27999651432037354,448,0.2,0.5789220035076141,0.00025,-0.4716254398226738,0.8208005428314209,,
114,7.9,1538,177.15,151,233472,0.00499250870780088,0.133056640625,0.004904265,0.22793257236480713,452,0.2,0.4839002266526222,0.00025,-0.5189103074371815,0.8142627477645874,,
115,7.88,1538,175.41,153,235520,-0.005066206242190674,0.0712890625,0.006453653,0.24574322998523712,456,0.2,0.5108601376414299,0.00025,-0.4915766082704067,0.7774490118026733,,
116,7.86,1538,175.37,154,237568,0.0015475457767024636,0.078125,0.009097796,0.3768695890903473,460,0.2,0.7837100550532341,0.00025,-0.5437836572527885,0.597713828086853,,
117,7.82,1539,174.83,155,239616,-0.0008216077694669366,0.038818359375,0.003406845,0.3123617172241211,464,0.2,0.6390778049826622,0.00025,-0.5658057369291782,0.7192711234092712,,
118,7.85,1539,175.81,156,241664,-0.0007171024917624891,0.04248046875,0.008932365,0.26789116859436035,468,0.2,0.5441526416689157,0.00025,-0.5543949492275715,0.7371416091918945,,
119,7.82,1540,177.18,158,243712,0.003391532023670152,0.1336669921875,0.012667381,0.2361632138490677,472,0.2,0.5162229966372252,0.00025,-0.515120392665267,0.7801142930984497,,
120,7.87,1540,177.9,159,245760,-0.0022904402867425233,0.0811767578125,0.010763379,0.30865931510925293,476,0.2,0.6989672854542732,0.00025,-0.5538080744445324,0.7214972972869873,,
121,7.88,1541,176.9,160,247808,0.000882462045410648,0.0523681640625,0.004961473,0.28031882643699646,480,0.2,0.6384182199835777,0.00025,-0.5650614686310291,0.6773236989974976,,
122,7.91,1541,177.65,162,249856,-0.0015442061703652143,0.039306640625,0.00306728,0.27002763748168945,484,0.2,0.6439391821622849,0.00025,-0.547485738992691,0.7477887272834778,,
123,7.96,1541,177.7,163,251904,-0.0022477271559182554,0.0286865234375,0.0047653867,0.28897324204444885,488,0.2,0.6292665414512157,0.00025,-0.5308836624026299,0.7618058919906616,,
124,8.13,1542,179.74,164,253952,0.0010593333281576633,0.055908203125,0.0025530653,0.2787080407142639,492,0.2,0.6596142314374447,0.00025,-0.5652671530842781,0.639087438583374,,
125,8.05,1542,178.56,165,256000,-0.001197937410324812,0.049072265625,0.0040190695,0.2060382217168808,496,0.2,0.4355181362479925,0.00025,-0.5915930569171906,0.8372186422348022,,
126,7.95,1543,178.05,167,258048,-0.0005206188070587814,0.0423583984375,0.003751712,0.2803650498390198,500,0.2,0.6367228552699089,0.00025,-0.5238735415041447,0.7906873226165771,,
127,7.97,1543,176.82,168,260096,0.0003510918468236923,0.074951171875,0.008922071,0.36592474579811096,504,0.2,0.7641997337341309,0.00025,-0.6018522158265114,0.6651903390884399,,
128,7.96,1543,176.16,169,262144,0.0010787732899188995,0.089599609375,0.005861285,0.20852825045585632,508,0.2,0.49246225506067276,0.00025,-0.6233815997838974,0.7910919189453125,,
129,7.95,1544,176.54,171,264192,-0.004605927504599094,0.095703125,0.0054862667,0.26016736030578613,512,0.2,0.5422074720263481,0.00025,-0.5876930505037308,0.7976576685905457,,
130,7.88,1544,175.69,172,266240,-0.0028980566130485386,0.0404052734375,0.00510363,0.17634396255016327,516,0.2,0.47881013341248035,0.00025,-0.5799831040203571,0.8383464217185974,,
131,7.84,1545,174.86,173,268288,-0.000661533122183755,0.0826416015625,0.0066390214,0.20937690138816833,520,0.2,0.5099523309618235,0.00025,-0.5986478701233864,0.8518960475921631,,
132,7.79,1545,173.45,174,270336,-0.002632641204399988,0.091552734375,0.012890993,0.3561217486858368,524,0.2,0.7907989770174026,0.00025,-0.544900968670845,0.7979673147201538,,
133,7.85,1545,173.84,176,272384,-0.0014364534872584045,0.0364990234375,0.0029875217,0.30661314725875854,528,0.2,0.722132958471775,0.00025,-0.5877264924347401,0.799898087978363,,
134,7.74,1546,170.4,177,274432,0.00015702546807006001,0.0474853515625,0.002883716,0.3705580532550812,532,0.2,0.8736325949430466,0.00025,-0.5613654591143131,0.7795113921165466,,
135,7.78,1546,171.71,178,276480,0.0029324984934646636,0.1385498046875,0.017983036,0.32222825288772583,536,0.2,0.7848671637475491,0.00025,-0.5797961875796318,0.7741389274597168,,
136,7.97,1547,173.82,180,278528,-0.003010070708114654,0.04296875,0.0040330933,0.40610837936401367,540,0.2,0.8791180737316608,0.00025,-0.5101047828793526,0.8107329607009888,,
137,8.1,1547,175.32,181,280576,-0.0026110868202522397,0.0341796875,0.0037410567,0.2850385308265686,544,0.2,0.7178564704954624,0.00025,-0.48380938544869423,0.7901049852371216,,
138,8.27,1548,176.04,182,282624,-0.0004936820769216865,0.0655517578125,0.013762789,0.37034472823143005,548,0.2,0.7712252959609032,0.00025,-0.471584802493453,0.7946974039077759,,
139,8.38,1548,176.97,183,284672,-0.0007995758787728846,0.038818359375,0.003959275,0.29361671209335327,552,0.2,0.6948796287178993,0.00025,-0.4447212256491184,0.8073460459709167,,
140,8.59,1548,179.53,185,286720,-0.0007098815694916993,0.0494384765625,0.0064062946,0.41856247186660767,556,0.2,0.8422846645116806,0.00025,-0.43793492391705513,0.6817042231559753,,
141,8.78,1549,182.85,186,288768,0.0015105862985365093,0.099609375,0.012245607,0.2910306453704834,560,0.2,0.6381408087909222,0.00025,-0.47337414138019085,0.7653355002403259,,
142,8.87,1549,184.61,187,290816,0.0015820815169718117,0.0718994140625,0.015868932,0.4444156289100647,564,0.2,0.8844648487865925,0.00025,-0.4714341126382351,0.6970097422599792,,
143,9.22,1550,191.02,188,292864,-0.00048624176997691393,0.05859375,0.0014342777,0.39961519837379456,568,0.2,0.8017790503799915,0.00025,-0.4793742932379246,0.6021493673324585,,
144,9.41,1550,194.28,190,294912,-0.00016130495350807905,0.0362548828125,0.0039092987,0.35282960534095764,572,0.2,0.8063802681863308,0.00025,-0.4836837239563465,0.6797142028808594,,
145,9.48,1550,195.44,191,296960,0.0008106656605377793,0.0750732421875,0.014178722,0.27710869908332825,576,0.2,0.6907432414591312,0.00025,-0.5013699699193239,0.6401652097702026,,
146,9.59,1551,197.08,192,299008,-0.0031387542840093374,0.05224609375,0.0067820274,0.3599642515182495,580,0.2,0.8119017370045185,0.00025,-0.46289677545428276,0.6519068479537964,,
