rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,train/clip_range,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
316.96,13574,498,1019904,75,104.24,0.2,2.0576408e-08,-0.000632218157988973,3048.6642150878906,0.0,1988,0.00025,1489.364501953125,0.22650563716888428,-2.0049628801643848e-07,,
313.76,13575,499,1021952,75,103.44,0.2,2.013985e-08,-0.0006945855711819604,2817.4224395751953,0.0,1992,0.00025,1536.5906982421875,0.2563905715942383,7.415656000375748e-08,,
309.92,13576,500,1024000,75,102.48,0.2,-4.802132e-09,-0.000660316007270012,2796.8507080078125,0.0,1996,0.00025,1267.846435546875,0.24470579624176025,-7.008202373981476e-08,,
312.48,13577,501,1026048,75,103.12,0.2,1.8335413e-09,-0.0007089347964210901,2986.850601196289,0.0,2000,0.00025,1571.0484619140625,0.24471640586853027,1.6327248886227608e-08,,
308.96,13577,502,1028096,75,102.24,0.2,2.910383e-09,-0.0007141117821447551,2782.2671661376953,0.0,2004,0.00025,1441.5224609375,0.2393350601196289,6.461050361394882e-09,,
306.72,13578,503,1030144,75,101.68,0.2,1.3154931e-08,-0.0009104243108595256,3051.711868286133,0.0,2008,0.00025,1609.9029541015625,0.23858100175857544,-4.397006705403328e-07,,
307.68,13579,504,1032192,76,101.92,0.2,3.7252903e-09,-0.0009339751049992628,2597.8538970947266,0.0,2012,0.00025,1162.88330078125,0.24626797437667847,-1.5104888007044792e-07,,
307.68,13580,505,1034240,76,101.92,0.2,-4.3655746e-09,-0.0006585838964383584,2934.3706970214844,0.0,2016,0.00025,1570.482177734375,0.23914825916290283,8.445931598544121e-08,,
306.08,13580,506,1036288,76,101.52,0.2,9.19681e-09,-0.0007532168128818739,3162.43701171875,0.0,2020,0.00025,1541.9482421875,0.24752259254455566,-1.8892751540988684e-07,,
308.96,13581,507,1038336,76,102.24,0.2,9.924406e-09,-0.0010236409798380919,2992.310531616211,0.0,2024,0.00025,1413.6640625,0.2729440927505493,-1.5832483768463135e-08,,
311.84,13582,508,1040384,76,102.96,0.2,-5.820766e-10,-0.0009995426844398025,2651.6105194091797,0.0,2028,0.00025,1524.7314453125,0.26671284437179565,-1.5765544958412647e-07,,
310.56,13988,509,1042432,74,102.64,0.2,1.16006995e-05,-0.0011080567455792334,2923.7405548095703,0.00048828125,2032,0.00025,1362.699951171875,0.22822266817092896,3.407183976378292e-05,,
310.24,14065,510,1044480,74,102.56,0.2,6.8801455e-08,-0.0030403905620914884,2838.792007446289,0.0,2036,0.00025,1475.2705078125,0.2596191167831421,3.610330168157816e-07,,
311.2,14066,511,1046528,74,102.8,0.2,0.00036741456,-0.007251862727571279,2789.7071075439453,0.00048828125,2040,0.00025,1143.4512939453125,0.2476462721824646,-6.437994306907058e-05,,
310.56,14067,512,1048576,74,102.64,0.2,0.0004796814,-0.005047232916695066,2897.470169067383,0.0003662109375,2044,0.00025,1679.705810546875,0.21941685676574707,-0.00012932295794598758,,
,,,1050000,,,0.2,9.287731e-06,-0.002223272924311459,3204.6128692626953,0.0003662109375,2048,0.00025,1661.10888671875,0.2624574899673462,-4.2527884943410754e-05,104.8,319.2
311.84,14070,513,1050624,74,102.96,,,,,,,,,,,,
309.6,14071,514,1052672,74,102.4,0.2,8.807663e-05,-0.0038934296317165717,2703.4639282226562,0.0003662109375,2052,0.00025,1203.1968994140625,0.247170090675354,-5.354243330657482e-05,,
312.16,14071,515,1054720,74,103.04,0.2,0.0029042945,-0.0018584545359772164,3037.989288330078,0.001220703125,2056,0.00025,1702.666748046875,0.23522412776947021,-2.5947156245820224e-05,,
311.84,14072,516,1056768,75,102.96,0.2,0.0,-0.0004006048357041436,2934.533676147461,0.0,2060,0.00025,1518.9891357421875,0.2542186379432678,1.048319973051548e-07,,
311.84,14073,517,1058816,75,102.96,0.2,2.0809239e-08,-0.0003373208128323313,3063.479934692383,0.0,2064,0.00025,1736.39794921875,0.2729513645172119,-2.6688212528824806e-07,,
310.24,14073,518,1060864,75,102.56,0.2,0.0,-0.0002620429113449063,2726.868927001953,0.0,2068,0.00025,1574.960693359375,0.2403828501701355,-3.795139491558075e-08,,
313.12,14074,519,1062912,75,103.28,0.2,4.1257153e-05,-0.0002696359797482728,3071.492645263672,0.000244140625,2072,0.00025,1452.889404296875,0.22588330507278442,-3.9240228943526745e-05,,
313.44,14075,520,1064960,75,103.36,0.2,-8.876668e-09,-0.00016168417278095149,2951.0225524902344,0.0,2076,0.00025,1464.500732421875,0.2460116147994995,-1.4842953532934189e-09,,
317.92,14076,521,1067008,75,104.48,0.2,2.3574103e-09,-0.00022993504171608947,3401.445114135742,0.0,2080,0.00025,1695.3685302734375,0.2360299825668335,-1.7212005332112312e-07,,
318.88,14077,522,1069056,75,104.72,0.2,0.0,-0.00015922809780022362,2778.070098876953,0.0,2084,0.00025,1198.750244140625,0.24065333604812622,-1.1091469787061214e-07,,
320.16,14077,523,1071104,76,105.04,0.2,2.2526365e-08,-0.00023709760353085585,3215.7679595947266,0.0,2088,0.00025,1365.74951171875,0.2451229691505432,-1.363514456897974e-07,,
317.28,14078,524,1073152,76,104.32,0.2,-1.1030352e-08,-0.00019743617758649634,2945.8697052001953,0.0,2092,0.00025,1318.959228515625,0.24552440643310547,5.227047950029373e-08,,
317.6,14079,525,1075200,76,104.4,0.2,2.104207e-08,-0.00032227157134911977,3135.0096893310547,0.0,2096,0.00025,1521.59521484375,0.25877416133880615,-3.993045538663864e-08,,
311.52,14080,526,1077248,76,102.88,0.2,1.3591489e-08,-0.0003627133837653673,2866.5597229003906,0.0,2100,0.00025,1425.0748291015625,0.2561612129211426,5.878973752260208e-08,,
312.16,14081,527,1079296,76,103.04,0.2,0.0,-0.00038668179331580177,2894.1653900146484,0.0,2104,0.00025,1359.0810546875,0.24749189615249634,-1.5454133972525597e-08,,
314.08,14081,528,1081344,76,103.52,0.2,1.3707904e-08,-0.0004575221064442303,3062.5614013671875,0.0,2108,0.00025,1448.376708984375,0.2720421552658081,-1.8998980522155762e-07,,
314.4,14082,529,1083392,76,103.6,0.2,1.6589183e-09,-0.000422732204242493,2742.5249786376953,0.0,2112,0.00025,1119.475341796875,0.22679394483566284,-1.1108932085335255e-07,,
313.12,14083,530,1085440,77,103.28,0.2,0.0,-0.0005555812385864556,2823.6132202148438,0.0,2116,0.00025,1370.4560546875,0.25143587589263916,1.212465576827526e-07,,
313.44,14084,531,1087488,77,103.36,0.2,8.934876e-09,-0.0005917888865951682,2848.5079803466797,0.0,2120,0.00025,1351.021728515625,0.23669487237930298,1.0489020496606827e-07,,
311.84,14085,532,1089536,77,102.96,0.2,0.0,-0.0007075453468132764,3081.335906982422,0.0,2124,0.00025,1595.783935546875,0.23314380645751953,1.0037911124527454e-07,,
308.96,14085,533,1091584,77,102.24,0.2,-2.910383e-11,-0.0005594227950496133,2481.704605102539,0.0,2128,0.00025,1163.537353515625,0.26351064443588257,-5.506153684109449e-07,,
